node_id,node_name,question_id,evidence_level,pass_status,role_in_node,rubric_atom_ids_sample,boundary_note
LAW_V5_N05,走救济,CC0325_2026_石景山_一模_18,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0325_2026_石景山_一模_18_01|R_CC0325_2026_石景山_一模_18_02|R_CC0325_2026_石景山_一模_18_03,ask_source_check
LAW_V5_N05,走救济,RECOVER_2024_东城_一模_19,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,RECOVER_2024_东城_一模_19_R01|RECOVER_2024_东城_一模_19_R02|RECOVER_2024_东城_一模_19_R03,low_freq_singleton
LAW_V5_N05,走救济,RECOVER_2024_东城_二模_19_1,formal,PASS_CANDIDATE,core_support,RECOVER_2024_东城_二模_19_1_R01|RECOVER_2024_东城_二模_19_1_R02|RECOVER_2024_东城_二模_19_1_R03,
LAW_V5_N05,走救济,RECOVER_2025_海淀_二模_18,formal,PASS_CANDIDATE,core_support,R_RECOVER_2025_海淀_二模_18_01|R_RECOVER_2025_海淀_二模_18_02|R_RECOVER_2025_海淀_二模_18_03|R_RECOVER_2025_海淀_二模_18_04|R_RECOVER_2025_海淀_二模_18_05|R_RECOVER_2025_海淀_二模_18_06|R_RECOVER_2025_海淀_二模_18_07|R_RECOVER_2025_海淀_二模_18_08,
LAW_V5_N05,走救济,RECOVER_2026_门头沟_一模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_门头沟_一模_18_1_R01|RECOVER_2026_门头沟_一模_18_1_R02|RECOVER_2026_门头沟_一模_18_1_R03,
LAW_V5_N06,划边界,CC0092_2025_东城_期末_19_1,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0092_2025_东城_期末_19_1_01,ask_source_check
LAW_V5_N06,划边界,CC0277_2026_房山_二模_18,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0277_2026_房山_二模_18_01|R_CC0277_2026_房山_二模_18_02|R_CC0277_2026_房山_二模_18_03|R_CC0277_2026_房山_二模_18_04|R_CC0277_2026_房山_二模_18_05|R_CC0277_2026_房山_二模_18_06|R_CC0277_2026_房山_二模_18_07|R_CC0277_2026_房山_二模_18_08,ask_source_check
LAW_V5_N06,划边界,CC0305_2026_海淀_一模_18_3,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0305_2026_海淀_一模_18_3_P01|R_CC0305_2026_海淀_一模_18_3_P02|R_CC0305_2026_海淀_一模_18_3_P03,ask_source_check
LAW_V5_N06,划边界,RECOVER_2025_丰台_二模_19_2,formal,PASS_CANDIDATE,core_support,RECOVER_2025_丰台_二模_19_2_R01|RECOVER_2025_丰台_二模_19_2_R02|RECOVER_2025_丰台_二模_19_2_R03|RECOVER_2025_丰台_二模_19_2_R04,
LAW_V5_N06,划边界,RECOVER_2026_延庆_一模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_延庆_一模_18_1_R01|RECOVER_2026_延庆_一模_18_1_R02|RECOVER_2026_延庆_一模_18_1_R03,
LAW_V5_N06,划边界,RECOVER_2026_房山_一模_17_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_房山_一模_17_1_R01|RECOVER_2026_房山_一模_17_1_R02|RECOVER_2026_房山_一模_17_1_R03,
LAW_V5_N06,划边界,RECOVER_2026_西城_二模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_西城_二模_18_1_R01|RECOVER_2026_西城_二模_18_1_R02|RECOVER_2026_西城_二模_18_1_R03,
LAW_V5_N06,划边界,RECOVER_2026_西城_二模_18_2,formal,PASS_CANDIDATE,core_support,RECOVER_2026_西城_二模_18_2_R01|RECOVER_2026_西城_二模_18_2_R02|RECOVER_2026_西城_二模_18_2_R03,
LAW_V5_N07,补价值,CC0002_2024_丰台_一模_17,formal,PASS_CANDIDATE,core_support,R_CC0002_2024_丰台_一模_17_M17_01|R_CC0002_2024_丰台_一模_17_M17_02|R_CC0002_2024_丰台_一模_17_M17_03|R_CC0002_2024_丰台_一模_17_M17_04|R_CC0002_2024_丰台_一模_17_M17_05|R_CC0002_2024_丰台_一模_17_M17_06,
LAW_V5_N07,补价值,CC0011_2024_丰台_二模_17,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,R_CC0011_2024_丰台_二模_17_01,low_freq_singleton
LAW_V5_N07,补价值,CC0019_2024_朝阳_一模_19,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0019_2024_朝阳_一模_19_01,ask_source_check
LAW_V5_N07,补价值,CC0025_2024_朝阳_二模_17,formal,PASS_CANDIDATE,core_support,R_CC0025_2024_朝阳_二模_17_01|R_CC0025_2024_朝阳_二模_17_02|R_CC0025_2024_朝阳_二模_17_03|R_CC0025_2024_朝阳_二模_17_04|R_CC0025_2024_朝阳_二模_17_05|R_CC0025_2024_朝阳_二模_17_06|R_CC0025_2024_朝阳_二模_17_07|R_CC0025_2024_朝阳_二模_17_08,
LAW_V5_N07,补价值,CC0045_2024_海淀_二模_19,formal,PASS_CANDIDATE,core_support,R_CC0045_2024_海淀_二模_19_01,
LAW_V5_N07,补价值,CC0054_2024_石景山_一模_17,formal,PASS_CANDIDATE,core_support,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,
LAW_V5_N07,补价值,CC0063_2024_西城_二模_16,formal,PASS_CANDIDATE,core_support,R_CC0063_2024_西城_二模_16_01,
LAW_V5_N07,补价值,CC0103_2025_丰台_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0103_2025_丰台_一模_19_01,
LAW_V5_N07,补价值,CC0119_2025_丰台_期末_19,formal,PASS_CANDIDATE,core_support,R_CC0119_2025_丰台_期末_19_M17_01|R_CC0119_2025_丰台_期末_19_M17_02|R_CC0119_2025_丰台_期末_19_M17_03|R_CC0119_2025_丰台_期末_19_M17_04|R_CC0119_2025_丰台_期末_19_M17_05|R_CC0119_2025_丰台_期末_19_M17_06|R_CC0119_2025_丰台_期末_19_M17_07,
LAW_V5_N07,补价值,CC0131_2025_房山_一模_19,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0131_2025_房山_一模_19_01|R_CC0131_2025_房山_一模_19_02|R_CC0131_2025_房山_一模_19_03|R_CC0131_2025_房山_一模_19_04|R_CC0131_2025_房山_一模_19_05|R_CC0131_2025_房山_一模_19_06|R_CC0131_2025_房山_一模_19_07|R_CC0131_2025_房山_一模_19_08,ask_source_check
LAW_V5_N07,补价值,CC0143_2025_朝阳_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08,
LAW_V5_N07,补价值,CC0180_2025_海淀_期末_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0180_2025_海淀_期末_20_M17_01|R_CC0180_2025_海淀_期末_20_M17_02|R_CC0180_2025_海淀_期末_20_M17_03|R_CC0180_2025_海淀_期末_20_M17_04|R_CC0180_2025_海淀_期末_20_M17_05|R_CC0180_2025_海淀_期末_20_M17_06,ask_source_check
LAW_V5_N07,补价值,CC0181_2025_海淀_期末_21,formal,PASS_CANDIDATE,core_support,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,
LAW_V5_N07,补价值,CC0195_2025_西城_一模_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0195_2025_西城_一模_20_01,ask_source_check
LAW_V5_N07,补价值,CC0200_2025_西城_二模_18,formal,PASS_CANDIDATE,core_support,R_CC0200_2025_西城_二模_18_01,
LAW_V5_N07,补价值,CC0223_2025_顺义_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,
LAW_V5_N07,补价值,CC0229_2026_东城_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,
LAW_V5_N07,补价值,CC0251_2026_丰台_一模_20,formal,PASS_CANDIDATE,core_support,R_CC0251_2026_丰台_一模_20_01|R_CC0251_2026_丰台_一模_20_02|R_CC0251_2026_丰台_一模_20_03|R_CC0251_2026_丰台_一模_20_04|R_CC0251_2026_丰台_一模_20_05|R_CC0251_2026_丰台_一模_20_06|R_CC0251_2026_丰台_一模_20_07|R_CC0251_2026_丰台_一模_20_08,
LAW_V5_N07,补价值,CC0254_2026_丰台_二模_18,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,R_CC0254_2026_丰台_二模_18_01|R_CC0254_2026_丰台_二模_18_02|R_CC0254_2026_丰台_二模_18_03|R_CC0254_2026_丰台_二模_18_04|R_CC0254_2026_丰台_二模_18_05|R_CC0254_2026_丰台_二模_18_06|R_CC0254_2026_丰台_二模_18_07|R_CC0254_2026_丰台_二模_18_08,low_freq_singleton
LAW_V5_N07,补价值,CC0283_2026_朝阳_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0283_2026_朝阳_一模_18_01|R_CC0283_2026_朝阳_一模_18_02|R_CC0283_2026_朝阳_一模_18_03|R_CC0283_2026_朝阳_一模_18_04|R_CC0283_2026_朝阳_一模_18_05,
LAW_V5_N07,补价值,CC0318_2026_海淀_期末_18_2,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0318_2026_海淀_期末_18_2_01,ask_source_check
LAW_V5_N07,补价值,CC0332_2026_石景山_二模_19,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,R_CC0332_2026_石景山_二模_19_01,low_freq_singleton
LAW_V5_N07,补价值,CC0340_2026_西城_一模_17,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,R_CC0340_2026_西城_一模_17_01,low_freq_singleton
LAW_V5_N07,补价值,RECOVER_2024_东城_一模_19,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,RECOVER_2024_东城_一模_19_R01|RECOVER_2024_东城_一模_19_R02|RECOVER_2024_东城_一模_19_R03,low_freq_singleton
LAW_V5_N07,补价值,RECOVER_2025_丰台_二模_19_2,formal,PASS_CANDIDATE,core_support,RECOVER_2025_丰台_二模_19_2_R01|RECOVER_2025_丰台_二模_19_2_R02|RECOVER_2025_丰台_二模_19_2_R03|RECOVER_2025_丰台_二模_19_2_R04,
LAW_V5_N07,补价值,RECOVER_2026_通州_一模_20,formal,PASS_CANDIDATE,core_support,R_RECOVER_2026_通州_一模_20_01|R_RECOVER_2026_通州_一模_20_02|R_RECOVER_2026_通州_一模_20_03|R_RECOVER_2026_通州_一模_20_04|R_RECOVER_2026_通州_一模_20_05|R_RECOVER_2026_通州_一模_20_06,
LAW_V5_N07,补价值,RECOVER_2026_西城_二模_18_2,formal,PASS_CANDIDATE,core_support,RECOVER_2026_西城_二模_18_2_R01|RECOVER_2026_西城_二模_18_2_R02|RECOVER_2026_西城_二模_18_2_R03,
