idx,year,suite,ext,filename,full_path,out_txt,char_count,evidence_level_hypothesis,excluded,ocr_used,pdf_pages,status,error,upgrade_reason
70,2025,2025海淀二模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀二模/2025各区二模__2025海淀二模__试卷__试卷.pdf.txt,8533,SOURCE_PAPER,N,Y,8,ok,,name
71,2025,2025海淀二模,.pdf,2025届二模考试讲评0510.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀二模/2025各区二模__2025海淀二模__其他材料__2025届二模考试讲评0510.pdf.txt,16637,L1,N,N,71,ok,,name+content
72,2025,2025丰台二模,.docx,16.(2).docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__16.(2).docx.txt,922,L1,N,N,,ok,,name
73,2025,2025丰台二模,.doc,16.(1).doc,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__16.(1).doc.txt,5654,L1,N,N,,ok,,name
74,2025,2025丰台二模,.docx,17题.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__17题.docx.txt,2080,L1,N,N,,ok,,name
75,2025,2025丰台二模,.docx,18题 .docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__18题_.docx.txt,7718,L1,N,N,,ok,,name
76,2025,2025丰台二模,.docx,20题.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__20题.docx.txt,2554,L1,N,N,,ok,,name
77,2025,2025丰台二模,.docx,19.(1).docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__19.(1).docx.txt,1442,L1,N,N,,ok,,name+content
78,2025,2025丰台二模,.docx,21题.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__21题.docx.txt,1331,L1,N,N,,ok,,name+content
79,2025,2025丰台二模,.docx,19.(2).docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__细则__分题细则__2025丰台二模评标细则__2025丰台二模评标细则__19.(2).docx.txt,2433,L1,N,N,,ok,,name
80,2025,2025丰台二模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台二模/2025各区二模__2025丰台二模__试卷__试卷.pdf.txt,10289,L1,N,N,10,ok,,name+content
81,2025,2025朝阳二模,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳二模/2025各区二模__2025朝阳二模__细则__细则.docx.txt,8063,L1,N,N,,ok,,name+content
82,2025,2025朝阳二模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳二模/2025各区二模__2025朝阳二模__试卷__试卷.pdf.txt,11042,L1,N,N,10,ok,,name+content
83,2025,2025朝阳二模,.pdf,扫描全能王 2025-05-13 21.42.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳二模/2025各区二模__2025朝阳二模__试卷__补充材料__扫描全能王_2025-05-13_21.42.pdf.txt,5614,L1,N,Y,6,ok,,name+content
84,2025,2025昌平二模,.pptx,细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025昌平二模/2025各区二模__2025昌平二模__细则__细则.pptx.txt,8257,L1,N,N,,ok,,name+content
85,2025,2025昌平二模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025昌平二模/2025各区二模__2025昌平二模__试卷__试卷.pdf.txt,12079,L1,N,N,11,ok,,name+content
86,2025,2025东城二模,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城二模/2025各区二模__2025东城二模__细则__细则.pdf.txt,5294,L1,N,N,5,ok,,name+content
87,2025,2025东城二模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城二模/2025各区二模__2025东城二模__试卷__试卷.pdf.txt,8483,L1,N,N,8,ok,,name+content
88,2025,2025海淀期末,.pptx,细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀期末/2025各区期末__2025海淀期末__细则__细则.pptx.txt,14276,L1,N,N,,ok,,name+content
89,2025,2025海淀期末,.docx,试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀期末/2025各区期末__2025海淀期末__试卷__试卷.docx.txt,9973,L1,N,N,,ok,,name+content
90,2025,2025西城期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025西城期末/2025各区期末__2025西城期末__细则__细则.pdf.txt,4581,L1,N,N,5,ok,,name+content
91,2025,2025西城期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025西城期末/2025各区期末__2025西城期末__试卷__试卷.pdf.txt,8872,L1,N,N,10,ok,,name+content
92,2025,2025海淀期中,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀期中/2025各区期末__2025海淀期中__细则__细则.docx.txt,1420,L1,N,N,,ok,,name
93,2025,2025海淀期中,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀期中/2025各区期末__2025海淀期中__试卷__试卷.pdf.txt,10828,L1,N,N,10,ok,,name+content
94,2025,2025东城期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城期末/2025各区期末__2025东城期末__细则__细则.pdf.txt,3965,L1,N,N,17,ok,,name+content
95,2025,2025东城期末,.pptx,东城期末.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城期末/2025各区期末__2025东城期末__细则__补充材料__东城期末.pptx.txt,4438,L1,N,N,,ok,,name+content
96,2025,2025东城期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城期末/2025各区期末__2025东城期末__试卷__试卷.pdf.txt,21707,SOURCE_PAPER,N,N,20,ok,,name
97,2025,2025丰台期末,.pptx,细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台期末/2025各区期末__2025丰台期末__细则__细则.pptx.txt,11041,L1,N,N,,ok,,name+content
98,2025,2025丰台期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台期末/2025各区期末__2025丰台期末__试卷__试卷.pdf.txt,18507,L1,N,N,18,ok,,name+content
99,2025,2025朝阳期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳期末/2025各区期末__2025朝阳期末__细则__细则.pdf.txt,5453,L1,N,Y,6,ok,,name+content
100,2025,2025朝阳期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳期末/2025各区期末__2025朝阳期末__试卷__试卷.pdf.txt,12511,L1,N,N,9,ok,,name+content
101,2025,2025朝阳期末,.pptx,朝阳高三期末2025.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳期末/2025各区期末__2025朝阳期末__其他材料__朝阳高三期末2025.pptx.txt,13795,L1,N,N,,ok,,name+content
102,2025,2025延庆一模,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025延庆一模/2025各区一模__2025延庆一模__细则__细则.docx.txt,2608,L1,N,N,,ok,,name+content
103,2025,2025延庆一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025延庆一模/2025各区一模__2025延庆一模__试卷__试卷.pdf.txt,9881,SOURCE_PAPER,N,N,10,ok,,name
104,2025,2025门头沟一模,.doc,细则.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025门头沟一模/2025各区一模__2025门头沟一模__细则__细则.doc.txt,3460,L1,N,N,,ok,,name+content
105,2025,2025门头沟一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025门头沟一模/2025各区一模__2025门头沟一模__试卷__试卷.pdf.txt,12210,L1,N,N,10,ok,,name+content
106,2025,2025房山一模,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__细则__细则.pdf.txt,3873,L1,N,N,4,ok,,name+content
107,2025,2025房山一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__试卷__试卷.pdf.txt,16016,SOURCE_PAPER,N,N,16,ok,,name
108,2025,2025顺义一模,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025顺义一模/2025各区一模__2025顺义一模__细则__细则.docx.txt,4064,L1,N,N,,ok,,name+content
109,2025,2025顺义一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025顺义一模/2025各区一模__2025顺义一模__试卷__试卷.pdf.txt,19690,SOURCE_PAPER,N,N,18,ok,,name
110,2025,2025西城一模,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025西城一模/2025各区一模__2025西城一模__细则__细则.docx.txt,4134,L1,N,N,,ok,,name+content
111,2025,2025西城一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025西城一模/2025各区一模__2025西城一模__试卷__试卷.pdf.txt,11316,L1,N,N,10,ok,,name+content
112,2025,2025海淀一模,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀一模/2025各区一模__2025海淀一模__细则__细则.docx.txt,1787,L1,N,N,,ok,,name
113,2025,2025海淀一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀一模/2025各区一模__2025海淀一模__试卷__试卷.pdf.txt,10351,L1,N,N,9,ok,,name+content
114,2025,2025海淀一模,.pdf,EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025海淀一模/2025各区一模__2025海淀一模__试卷__补充材料__EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf.txt,4023,L2,N,N,10,ok,,name+content
115,2025,2025石景山一模,.doc,细则.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025石景山一模/2025各区一模__2025石景山一模__细则__细则.doc.txt,2818,L1,N,N,,ok,,name+content
116,2025,2025石景山一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025石景山一模/2025各区一模__2025石景山一模__试卷__试卷.pdf.txt,11578,L1,N,N,11,ok,,name+content
117,2025,2025朝阳一模,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳一模/2025各区一模__2025朝阳一模__细则__细则.pdf.txt,2867,L1,N,Y,3,ok,,name+content
118,2025,2025朝阳一模,.doc,20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳一模/2025各区一模__2025朝阳一模__细则__补充材料__20250329高3阅卷总结19题_合同欺诈__阐释论证.doc.txt,2785,L1,N,N,,ok,,name+content
119,2025,2025朝阳一模,.doc,20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳一模/2025各区一模__2025朝阳一模__细则__补充材料__20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.doc.txt,1545,L1,N,N,,ok,,name+content
120,2025,2025朝阳一模,.doc,20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳一模/2025各区一模__2025朝阳一模__细则__补充材料__20250329高3阅卷总结18题_社区治理_汤桃玲组_探究建构.doc.txt,3103,L1,N,N,,ok,,name+content
121,2025,2025朝阳一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025朝阳一模/2025各区一模__2025朝阳一模__试卷__试卷.pdf.txt,12633,L1,N,N,10,ok,,name+content
122,2025,2025朝阳一模,.pptx,高三政治一模试卷讲评.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,,0,L1,N,N,,error,"XMLSyntaxError: Namespace prefix w for pos on tab is not defined, line 1, column 1202 (<string>, line 1)",name
123,2025,2025丰台一模,.docx,细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台一模/2025各区一模__2025丰台一模__细则__细则.docx.txt,6138,L1,N,N,,ok,,name+content
124,2025,2025丰台一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025丰台一模/2025各区一模__2025丰台一模__试卷__试卷.pdf.txt,9850,L1,N,N,11,ok,,name+content
125,2025,2025东城一模,.pdf,细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城一模/2025各区一模__2025东城一模__细则__细则.pdf.txt,5504,L1,N,N,6,ok,,name
126,2025,2025东城一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025东城一模/2025各区一模__2025东城一模__试卷__试卷.pdf.txt,9469,L1,N,N,9,ok,,name+content
127,2026,2026石景山期末,.pdf,答案及评分参考.pdf,/Users/wanglifei/Desktop/2026模拟题/已放弃/2026石景山期末/其他材料/答案及评分参考.pdf,,0,L2,Y,N,,excluded,,name
128,2026,2026延庆一模,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026延庆一模/2026各区一模__2026延庆一模__细则__细则.docx.txt,2365,L1,N,N,,ok,,name+content
129,2026,2026延庆一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026延庆一模/2026各区一模__2026延庆一模__试卷__试卷.pdf.txt,10696,L1,N,N,9,ok,,name+content
130,2026,2026房山一模,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026房山一模/2026各区一模__2026房山一模__细则__细则.docx.txt,3675,L1,N,N,,ok,,name+content
131,2026,2026房山一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026房山一模/2026各区一模__2026房山一模__试卷__试卷.pdf.txt,7318,SOURCE_PAPER,N,Y,11,ok,,name
132,2026,2026石景山一模,.doc,细则.doc,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026石景山一模/2026各区一模__2026石景山一模__细则__细则.doc.txt,3029,L1,N,N,,ok,,name+content
133,2026,2026石景山一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026石景山一模/2026各区一模__2026石景山一模__试卷__试卷.pdf.txt,10303,SOURCE_PAPER,N,N,10,ok,,name
134,2026,2026西城一模,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026西城一模/2026各区一模__2026西城一模__细则__细则.docx.txt,2606,L1,N,N,,ok,,name+content
