"entry_id","question_id","thinking_type","small_method","material_action","trigger_logic","answer_sentence","evidence_level","status","rubric_source"
"MT0038","Q0084","辩证思维","动态性","生生之宇宙观写宇宙处于生生不息的变化之中，日新、变易、革新、成长和展开。","生生不息和永久变易说明对象不是静止不变的，稳定触发辩证思维动态性；正式细则锁定①为动态性，并允许用变化发展的观点看问题等替换。","生生之宇宙观强调宇宙永远处在变化、更新和展开之中，体现辩证思维的动态性。","A-formal","source_locked_pending_external_review","gpt_sources/9223488a4b5e6f80_003202405朝阳高三二模政治试题.md:306-320; gpt_sources/84218459671af8ac_2024朝阳二模细则.md:142-150"
"MT0039","Q0086","辩证思维/超前思维边界","矛盾分析法/逆向思维辨析","哈尔滨冰雪经济出圈后，各地围绕本地文旅资源和发展问题加码布局、打造名片；网友喊话文旅局“抄作业”“亮家底”。","打造各自文旅名片需要具体分析本地资源、优势和发展问题，官方答案认可矛盾分析法；但“抄作业/亮家底”只是借鉴和呈现家底，不足以判为逆向思维。","顺义二模 Q3 选 C，即②③。可以把文旅局因地制宜打造名片作为矛盾分析法信号；不要把网友喊话“抄作业”“亮家底”泛化为逆向思维。","B-choice-signal","source_locked_pending_external_review","gpt_sources/33010f3bed39e275_20240318顺义思政二模试题_定.md:38-43; gpt_sources/f986728ea555a6ed_2024顺义思政二模细则.md:20-25"
"MT0040","Q0090","思维基本形态","抽象思维与形象思维互补","数学家、物理学家和化学家从音乐、泛音频率、音阶排序等形象材料或艺术结构中获得科学研究启发。","科学研究并不只靠抽象公式，艺术形象和结构可以启发抽象思维；材料中“音乐启发科学发现”稳定触发抽象思维与形象思维互补。","丰台一模 Q10 选 A。科学家从音乐和音阶中获得研究启发，说明抽象思维与形象思维可以互补。","A-support","source_locked_pending_external_review","gpt_sources/5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md:106-112,287-292"
"MT0041","Q0095","创新思维/辩证思维边界","辩证否定/逆向思维","鲜批市场公交专线把站点创造性地设在市场二层交易区，既解决采购出行最后一公里难题，又形成能上楼的公共交通服务创新。","对传统公交模式进行扬弃触发辩证否定；打破公交只能在常规地面站点停靠的思维定势，并从市场交易动线反向设计站点，触发逆向思维；该题只有答案键，先作为选择题信号使用。","门头沟一模 Q5 选 C，即②③。能写成对传统公交模式的扬弃和通过反向思考寻求公共交通服务新思路，但不要把它升格为完整主观题触发链。","B-choice-signal","source_locked_pending_external_review","gpt_sources/e84e6bbdd8988978_门头沟区高三政治一模试卷.md:96-103; gpt_sources/89313bd871502cf4_2026门头沟一模细则.md:20-52"
"MT0042","Q0097","科学思维总帽下复合思维","辩证思维/创新思维/发散聚合/矛盾分析法","法院处理赤泥库环境纠纷时，既看到环境污染、地质灾害、文物威胁等现实风险，又着眼生态修复、公共安全和产业转型，统筹生态、经济、社会效益，并在首份协议不足后组织技术论证、引导多方协商，形成封场治理、资金保障、工程实施、双验收、全程监督等闭环方案。","现实风险与长远目标并看，触发联系、发展、全面观点和矛盾分析法；统筹多方责任与多重效益，触发辩证思维；发现首份协议不足、组织技术论证并创新调解机制，触发创新思维、发散聚合和方法创新。","门头沟一模 Q18(2) 可写：法院运用辩证思维，把现实风险、长远目标、多方责任和多重效益联系起来整体把握；又运用创新思维，突破简单一判了之，通过技术论证、多方协商和闭环调解方案提升纠纷解决实效。","A-formal","source_locked_pending_external_review","gpt_sources/e84e6bbdd8988978_门头沟区高三政治一模试卷.md:274-280; gpt_sources/89313bd871502cf4_2026门头沟一模细则.md:121-126"
"MT0043","Q0098","思维抽象与思维具体","感性具体/思维抽象/思维具体","时间利用调查先在调查了解阶段收集居民活动信息和具体数据，再进入分析研究阶段，对调查资料进行分析研究，形成对居民时间利用情况和生活模式的更深认识。","调查了解阶段直接面对具体资料和现象，触发感性具体；分析研究阶段从资料中抽取本质联系和规律，触发思维抽象；在抽象基础上形成对对象多方面规定的整体把握，触发思维具体；正式细则特别提示关系不能颠倒。","海淀二模 Q17(2) 可写：调查了解阶段形成的是感性具体认识；认识要向前发展，需要通过分析研究进行思维抽象，并使认识发展到思维具体；这两个阶段相互依赖、不可分割。","A-formal","source_locked_pending_external_review","gpt_sources/13d454fdd813a039_高三二模_政治试题_以PDF为准_1.md:141-158; gpt_sources/8f109fb09efc0c6a_高三二模_政治答案_2.md:31-33; gpt_sources/227192d22e10241b_2024海淀二模细则.md:55-64"
"MT0044","Q0099","辩证思维/模块边界","整体性/实践第一边界/思维抽象误挂","学农教育让学生走进田间整地做畦、移栽菜苗，并在操作间炒菜、做豆腐；题目把农业技能培养和劳动价值观塑造放在同一活动中考查。","正确项④把技能培养与价值观塑造合看，触发辩证思维整体性；正确项①属于必修四实践第一观点，只作混合题边界；②把亲身劳作误写成思维的直接性，③把从劳动实践提炼劳动价值误升为思维抽象到思维具体，均提示选必三术语误挂。","门头沟一模 Q7 选 B，即①④。选必三只登记④的辩证思维整体性信号：同一学农活动兼顾技能培养和价值观塑造，体现整体把握；①按必修四实践第一处理，不能并入选必三主链。","B-choice-signal","source_locked_pending_external_review","gpt_sources/e84e6bbdd8988978_门头沟区高三政治一模试卷.md:117-124; gpt_sources/89313bd871502cf4_2026门头沟一模细则.md:20-52"
"MT0045","Q0100","复合思维方法","辩证思维/适度原则/创新思维/辩证否定","虚拟数字人直播既有低成本、无间断、精准匹配等行业活力，又被不法商家滥用于仿冒欺诈；社会治理观点在全面禁止与放任自由两个极端之间拉扯。","优势和乱象并存触发联系、发展、全面和矛盾分析法；全面禁止与放任自由都走向极端，触发适度原则；新兴技术要在治理中升级技术、规则和应用方式，触发创新思维；不能简单全盘否定也不能无条件放任，触发辩证否定。","延庆一模 Q18(2) 可写：看待虚拟数字人直播要坚持辩证思维，既看到其赋能市场的积极作用，也正视仿冒欺诈等问题；治理上坚持适度原则，反对全面禁止和放任自由两个极端；同时运用创新思维和辩证否定，在规范中推动技术升级和规则完善。","A-formal","source_locked_pending_external_review","gpt_sources/cc91930411716013_2026北京延庆高三一模政治_教师版.md:200-226; gpt_sources/2e0f67df1ab78a60_2026延庆一模细则.md:98-106"
"MT0046","Q0101","系统观念与创新思维","整体性/综合思维/发散聚合/超前思维/动态性","中关村原创性技术先从“0”到“1”实现原始突破，再把“1”拉长、推进，实现从有到强、从点到链的系统跃升，让原创成果走下书架、摆上货架。","从单点突破到链式升级触发系统观念、整体布局和综合思维；基础研究、技术研发、成果转化、产业应用各环节贯通触发整体性和结构优化；拓展应用场景、整合政策平台资金市场等资源触发发散聚合；研判科技转化矛盾和产业趋势触发超前思维和动态性。","东城一模 Q19(4) 可写：中关村要立足科技创新整体布局，综合统筹基础研究、技术研发、成果转化和产业应用各环节，推动产学研用协同；同时运用创新思维，拓展应用场景、整合政策平台和市场资源，前瞻布局成果评价、产权激励和转化推广机制，把原创技术从单点突破推进为链式升级。","A-formal","source_locked_pending_external_review","gpt_sources/0dafc181e82eb031_2026北京东城高三一模政治_教师版.md:264-270; gpt_sources/04de6654b5f86701_19_4.md:31-58"
"MT0047","Q0102","辩证思维","整体性/分析与综合/矛盾分析法/动态性/质量互变","北京治理常态蓝天时，系统治理统筹产业、能源、交通、用地四大结构调整并协同控制多污染物；精准施策聚焦重点区域、重点行业、重点时段，分区分类、一企一策；久久为功以日积月累的持续治理推动空气质量稳步提升。","系统治理和多污染物协同控制触发整体性、分析与综合和系统优化；精准施策、分区分类、一企一策触发矛盾分析法和具体问题具体分析；久久为功、日积月累到空气质量稳步提升触发动态性、发展观点和量变到质变。立足实践可作支撑，不替代三条辩证思维主链。","房山一模 Q18(1) 可写：北京运用辩证思维，坚持整体性和分析综合，统筹产业、能源、交通、用地四大结构调整并协同控制多污染物；坚持矛盾分析法，聚焦重点区域、行业和时段，一企一策精准治理；坚持动态性和质量互变，以久久为功的持续治理推动空气质量稳步提升，实现常态蓝天。","A-formal","source_locked_pending_external_review","renders/e37482eff39f3618/page_009.png; gpt_sources/0ca482adfc64b0d7_2026房山一模细则.md:61-68"
"MT0048","Q0103","辩证思维/发展观点边界","矛盾双方转化/发展观点","长白山夏日山地旅游成功破圈，工业遗址从沉睡厂房蝶变为文旅空间，材料强调以全新视角实现资源再利用、打开发展新思路。","正确项②把资源再利用和困难克服理解为创造条件推动矛盾双方转化，可作辩证思维选择题信号；正确项④落在发展观点和新视角新方法。①把系统优化误写成部分功能之和大于整体功能，③把意识能动性方向写反。","石景山一模 Q2 选 D，即②④。就选必三而言，只登记②的辩证思维矛盾转化信号；④按发展观点保留边界，不能把本题升格为完整主观题触发链。","B-choice-signal","source_locked_pending_external_review","gpt_sources/0d4a5cd29c2e6961_2026北京石景山高三一模政治_教师版.md:38-46,288-290; gpt_sources/78d97b669465d8a5_2026石景山一模细则.md:23-25"
"MT0049","Q0107","创新思维","联想思维/发散与聚合思维/超前思维","国家把中医药文化建设纳入中华优秀传统文化传承发展工程，开展健康文化推进行动、文化传播行动，提出加大中医药文化活动和产品供给，并在健康中国背景下推进中医药传承创新。","把传统诊疗方法与智能传感技术结合，触发联想思维；从文化传播、教育传承、产业融合等多维度提建议，触发发散思维；整合学校、社区、家庭等资源，触发聚合思维；面向健康中国、康养产业和国际传播提前布局，触发超前思维。","石景山一模 Q17(2) 可写：传承中医药文化要运用创新思维，一方面发散打开传播、教育、产业等多种路径，并聚合学校、社区、家庭和数字平台等资源，形成常态化传播场景；另一方面运用超前思维，立足健康中国建设和国际传播趋势，提前布局中医药康养服务、数字体验和对外传播路径。","A-formal","source_locked_pending_external_review","gpt_sources/0d4a5cd29c2e6961_2026北京石景山高三一模政治_教师版.md:207-212,303-306; gpt_sources/78d97b669465d8a5_2026石景山一模细则.md:53-57"
"MT0050","Q0108","创新思维/辩证思维","逆向思维/动态性","科技成果原本通常先付费再使用，题中专利实施许可改为免费使用一年后根据使用情况再付费，让成果转化模式从前置交易转为试用验证后的动态付费。","先使用后付费反向调整通常交易顺序，触发逆向思维；根据后续使用情况决定付费，把技术成果转化看作可观察、可调整的动态过程，触发辩证思维动态性。","丰台二模 Q12 选 C，即②③。科技成果先使用后付费，是把传统先付费后使用的顺序反过来设计，并根据使用效果动态决定付费，有利于更好解决科技成果转化问题。","A-support","source_locked_pending_external_review","gpt_sources/9f3b486088840b52_2025北京丰台高三二模政治_教师版.md:177-184,368-373"
"MT0051","Q0110","辩证思维/认识发展历程","感性具体到思维抽象/辩证思维方法","马克思从具体商品中舍弃个性形成商品概念，又通过分析商品、货币、资本、剩余价值和资本主义基本矛盾，把握社会发展规律。","舍弃具体商品个性形成商品概念，触发从感性具体到思维抽象；通过分析资本主义社会基本矛盾把握社会发展规律，触发辩证思维方法。","丰台二模 Q14 选 B，即①④。形成商品概念体现从感性具体到思维抽象；分析资本主义社会基本矛盾并把握社会发展规律，体现辩证思维方法。","A-support","source_locked_pending_external_review","gpt_sources/9f3b486088840b52_2025北京丰台高三二模政治_教师版.md:191-198,368-373"
"MT0052","Q0112","辩证思维","综合治理/多条件协同","观点把给 AI 装上版权雷达这一单一技术措施说成能防止点击盗版资源网站；阅卷细则要求补充法律追责机制、技术检测、用户素养提升等配套条件，并点明需要辩证思维。","单一技术装置只是重要条件，不足以穷尽防盗版传播的全部条件；版权保护要把技术、法律、平台和用户行为综合起来看，触发辩证思维和综合治理。","丰台二模 Q19(1) 可写：防止点击盗版资源网站不能只依靠 AI 版权雷达，还要配套法律追责机制、技术检测和用户素养提升，运用辩证思维采取多种措施，才能有效防止盗版资源传播。","A-formal","source_locked_pending_external_review","gpt_sources/9f3b486088840b52_2025北京丰台高三二模政治_教师版.md:313-347,409-412; gpt_sources/0e0ec077bf920336_19._1.md:26-40"
"MT0053","Q0115","创新思维","联想思维/发散思维与聚合思维/逆向思维或超前思维变通","材料把公园从休闲场所变为立体课堂，将生态资源迁移到教育教学；用“3+X”课程体系围绕生态、劳动、人文等模块开发校本课程，并联动文旅、科协、街道等多方力量打造乐学生态圈。","生态资源迁移到教育教学触发联想思维；多模块、多方向课程开发触发发散思维，围绕乐学课程集中资源和力量触发聚合思维；从休闲场所反向改造为立体课堂可作逆向思维变通，面向精品乐学生态圈持续布局可作超前思维变通。","丰台二模 Q21 可写：该区运用创新思维，把公园生态资源迁移到教育教学中，拓展全域育人空间；又通过“3+X”课程体系发散开发生态、劳动、人文等课程，并聚合学校、公园、文旅、科协和街道等资源，让公园从休闲场所变成乐学课堂。","A-formal","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026丰台二模_试卷_2026北京丰台高三二模政治_教师版_.pdf.txt:373-391; 09_logs/2026_ermo_text_extract/2026丰台二模_细则_2026丰台区二模主观题阅卷细则_1_.pptx.txt:234-255"
"MT0054","Q0117","超前思维/创新治理思路","主动预判/主动干预/治理效能提升","题目把人体健康领域的体检思维延伸到治理领域，体检思维的核心是提前预判、主动干预；阅卷细则要求价值层面围绕创新治理思路和提高治理效能。","人体体检到治理体检首先是类比推理；落到思维方法时，“提前预判、主动干预、主动防范、提升预见性和针对性”触发超前思维，服务于创新治理思路和治理效能提升。","东城二模 Q18 可写：治理领域借鉴体检思维，运用类比推理把人体健康管理中的提前预判、主动干预迁移到治理中，有利于突破治理思路局限，推动治理从被动处置转向主动防范，提升预见性、针对性和治理效能。","A-formal","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026东城二模_试卷_2026北京东城高三二模政治_教师版_.docx.txt:105-107,140-141; 09_logs/2026_ermo_text_extract/2026东城二模_细则_18题阅卷细则_5.9_.pdf.txt:8-21"
"MT0055","Q0118","形象思维","意象表达/情感意境呈现","许渊冲翻译《春晓》时用和风、阵雨、慵懒、鸟鸣等核心意象表达原作意境之美。","翻译不是抽象概念推演，而是借可感意象承载情感与意境，让读者通过具体形象把握诗意，触发形象思维。","朝阳二模 Q5 选 C，即②④。译者用和风、阵雨、慵懒、鸟鸣等自然意象展现原作情感意境，体现形象思维。","A-support","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026朝阳二模_试卷_2026北京朝阳高三二模政治_教师版_.docx.txt:31-36,289-290"
"MT0056","Q0120","创新思维","思路多向性与跨越性","创客社团把脑电波技术、人工智能与传统轮椅结合，历时四年研发出具备脑电操控、障碍提醒、跌倒报警和安全防护功能的智能轮椅，解决行动不便者生活难题。","跨技术组合和突破传统轮椅功能局限，说明思路不是单一路径延伸，而是从脑电、AI、辅助出行等方向跨越连接，触发创新思维的思路多向性与跨越性。","朝阳二模 Q7 选 D。智能轮椅把脑电波技术、人工智能与传统轮椅结合，突破传统轮椅功能局限并实现脑电操控，体现创新思维的思路多向性与跨越性。","A-support","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026朝阳二模_试卷_2026北京朝阳高三二模政治_教师版_.docx.txt:42-46,289-290"
"MT0057","Q0127","复合思维","分析与综合/联想思维/科学思维客观性","月季育种团队走访花农、批发商和电商，将差异化需求转化为系统育种指标；又把云南自然特点与降低成本目标联结，提出“减配”假设，并用花市分级和拍卖数据检验科研成果。","分对象调查并整合指标触发分析与综合；把自然条件和成本目标跨域联结触发联想思维；坚持从实际出发并接受市场测试触发科学思维的客观性和实践检验。","海淀二模 Q18(1) 可写：团队运用分析与综合形成整体性育种指标，运用联想思维提出自主育种新方案，并以客观市场数据检验品种选育效果，在实践探索中实现自主创新。","A-formal","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026海淀二模_试卷_2026北京海淀高三二模政治_教师版_.docx.txt:113-118,151-152,175-176"
"MT0058","Q0129","辩证否定观","否定/联系/发展/扬弃","OPC 遇上数字员工，形成未来创业模式：一人公司旧形态被否定，同时数字员工的强大功能被保留，法律风险和运营问题需要继续改造。","OPC 的出现是否定旧矛盾统一体，形成新创业范式，触发辩证否定的否定环节；它又承接一人公司并生成新形态，触发联系和发展；OPC 的发展既保留数字员工功能又改造法律风险，触发扬弃。","房山二模 Q18(2) 可写：OPC 的出现是对传统一人公司的否定，是联系和发展的环节；OPC 的发展要坚持扬弃，肯定保留数字员工的强大功能，又针对法律风险进行改造，把它们包含在新事物中。","A-formal","source_locked_pending_external_review","09_logs/render_check_fangshan_2026_ermo/fangshan2026_ermo_page_007.png; 09_logs/2026_ermo_text_extract/2026房山二模_细则_26房山评标.docx.txt:39-43"
"MT0059","Q0131","创新思维","联想思维/跨越性/独特性","康复医院把非侵入式脑机接口技术用于脊髓损伤康复，实时解码大脑运动意图，将脑电信号转化为外骨骼机械指令，绕开受损神经通路直接驱动下肢行走。","脑机技术与康复医疗跨界融合，触发联想思维；绕开传统残存神经或肌肉代偿路径并用技术集成破解瓶颈，触发创新思维的跨越性与独特性。","西城二模 Q6 选 A，即①②。脑机接口康复把脑机技术与康复医疗跨界融合，拓展治疗新方案，并以技术集成破解康复瓶颈，体现创新思维跨越性与独特性。","A-support","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026西城二模_试卷_2026北京西城高三二模政治_教师版_.docx.txt:40-45,144-148"
"MT0060","Q0132","复合思维品质","科学思维客观性/辩证思维/创新思维","AI 幻觉源于模型训练数据、算法设计等技术因素，目前无法完全消除；AI 训练数据来自人类文本，难免包含偏见与错误，生成内容可能暗藏需要识别的价值立场。","面对 AI 幻觉和偏见，需要尊重事实证据、多渠道验证，触发科学思维客观性；既不能盲目迷信也不能全盘否定 AI，触发辩证思维；在人机协同中寻找新思路新方法，同时坚守人的价值判断和本质辨析主导作用，触发创新思维。","西城二模 Q18(4) 可写：适应人机协同新常态，要从实际出发，尊重证据并进行多渠道交叉验证；用全面、发展的观点看待 AI，不盲目迷信也不全盘否定；坚持创新思维，寻找新思路新方法，同时坚守人在价值判断和本质辨析中的主导作用。","A-formal","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026西城二模_试卷_2026北京西城高三二模政治_教师版_.docx.txt:129-130; 09_logs/render_check_xicheng_2026_ermo_pingbiao/xicheng2026_ermo_pingbiao_page_010.png"
"MT0061","Q0133","形象思维","联想/想象/表达的情感性","苏轼《守岁》以赴壑之蛇比喻流年一去不返，借具体意象表达对岁月流逝的怜惜、感伤和努力尽今夕的情感。","诗歌不是用概念判断推理抽象论证，而是通过蛇入沟壑这一可感形象来反映事物，并带有明显情感表达，触发形象思维、联想和想象。","石景山二模 Q6 选 D。苏轼运用联想、想象等反映事物，以赴壑之蛇的意象表达岁月流逝带来的情感，体现形象思维表达的情感性。","A-support","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026石景山二模_试卷_2026北京石景山高三二模政治_教师版_.docx.txt:33-37,116-118"
"MT0062","Q0135","辩证思维方法","辩证分合/分析与综合","养老立法最大难点是把长期以来多元参与的原则性表述，转化为主体明确、划分清晰的责任体系；材料列出政府保基本、市场供选择、社会补稳定、家庭为基础，并通过居家、社区、机构养老三类服务精准定位四方角色。","先分主体、分功能、分服务场景，是分析；再把不同主体责任统一成权责清晰、衔接有序的保障网络，是综合。正式细则示例把辩证分合写成分析与综合的辩证运用，触发辩证思维方法；细则同时允许质量互变、辩证否定观等替代角度，本行主线按示例保留辩证分合。","石景山二模 Q17(2) 可写：应运用辩证分合方法，针对政府、市场、社会、家庭不同主体及居家、社区、机构养老不同服务功能进行分析，再把各方责任综合为权责清晰、衔接有序的保障网络，在分析与综合的辩证运用中破解养老立法难点。","A-formal","source_locked_pending_external_review","09_logs/2026_ermo_text_extract/2026石景山二模_试卷_2026北京石景山高三二模政治_教师版_.docx.txt:95-100,121-123; 09_logs/2026_ermo_text_extract/2026石景山二模_细则_石景山区高三政治第二次模拟考试答案评分细则_1_doc_COM_normalized.txt:12-13,34"
"MT0063","Q0136","分析方法","定性分析/定量分析","登山裤面料材料既列出 600D/400D、高于 500g、低于 350g、耐磨 5000 次以上或 2000 次以下等数量指标，又描述高密度面料耐磨但笨重、轻量化面料舒适但易损等性质特征。","数量指标触发定量分析，耐磨、舒适、易损、笨重等性质判断触发定性分析；题干要求判断材料中的描述方式，正确项是定性分析与定量分析结合。","顺义二模 Q5 选 B。材料既用重量和耐磨次数等数量指标刻画面料，又用耐磨性、舒适度等性质特征作判断，体现定性分析与定量分析的结合。","A-support","source_locked_pending_external_review","09_logs/render_check_shunyi_2026_ermo/shunyi2026_ermo_page_003.png; 09_logs/2026_ermo_text_extract/2026顺义二模_细则_26顺义二模评标_doc_COM_normalized.txt:5-7"
"MT0064","Q0139","科学思维","追求认识客观性","车企初期声称 AI 自动驾驶系统全程正常，事故原因是前车突然变道；后续交通部门认定事故主要原因是系统未及时识别前车变道、未做出有效制动反应。企业又承认系统存在感知延迟。","科学思维追求认识客观性，要求从实际出发、如实反映客观对象。车企初期刻意回避系统缺陷，用外部原因掩盖技术问题，触发科学思维客观性不足。","顺义二模 Q18(1) 可写：结论二正确。科学思维追求认识客观性，必须从实际出发，如实反映客观对象；车企初期刻意回避系统缺陷，不符合科学思维客观性要求。","A-formal","source_locked_pending_external_review","09_logs/render_check_shunyi_2026_ermo/shunyi2026_ermo_page_009.png; 09_logs/2026_ermo_text_extract/2026顺义二模_细则_26顺义二模评标_doc_COM_normalized.txt:55-57"
"MT0065","Q0140","科学思维","超前思维/战略思维/底线思维","材料用“凡事预则立”“人无远虑，必有近忧”等传统理政智慧，串联党在不同历史阶段通过预判、规划、布局和风险防范推进现代化建设的实践。","评分细则明确把选必3科学思维作为可用角度：以超前思维、战略思维研判发展大势、预判未来走向；以底线思维居安思危、筑牢安全防线。材料中的先见、远虑、长期规划和风险防范共同触发科学思维。本行边界标签为 comprehensive_question_with_explicit_xuanbisan_scientific_thinking_angle，不得改写成纯选必三设问。","顺义二模 Q21 可写：党善用科学思维赋能治理，以超前思维和战略思维预判发展大势、把握历史主动，以底线思维居安思危、筑牢安全防线，使传统理政智慧转化为中国式现代化稳步前行的重要实践指引。","A-formal","source_locked_pending_external_review","09_logs/render_check_shunyi_2026_ermo/shunyi2026_ermo_page_012.png; 09_logs/2026_ermo_text_extract/2026顺义二模_细则_26顺义二模评标_doc_COM_normalized.txt:101,119-125"
