source_id,root_label,root_path,relative_path,filename,suffix,size_bytes,mtime,year_hint,district_hint,stage_hint,evidence_guess,file_flags,status,notes
SRC_20820628be28,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025海淀一模/试卷/试卷.pdf,试卷.pdf,.pdf,692410,1776935173,2025,海淀,一模,P3_candidate_paper,pdf,not_started,
SRC_8cf8c31e07b0,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,.pdf,1672781,1776935179,2025,海淀,一模,P3_candidate_paper,pdf,not_started,
SRC_700c0fe3ebe1,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025石景山一模/细则/细则.doc,细则.doc,.doc,47104,1776935158,2025,石景山,一模,P0_candidate_scoring,word,not_started,
SRC_949be36f2037,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025石景山一模/试卷/试卷.pdf,试卷.pdf,.pdf,761460,1776935161,2025,石景山,一模,P3_candidate_paper,pdf,not_started,
SRC_c3d1aea637c9,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025朝阳一模/细则/细则.pdf,细则.pdf,.pdf,731224,1776935157,2025,朝阳,一模,P0_candidate_scoring,pdf,not_started,
SRC_07886c57967f,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,.doc,52736,1776935152,2025,朝阳,一模,P0_candidate_scoring,word,not_started,
SRC_341c036102eb,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,.doc,50176,1776935154,2025,朝阳,一模,P0_candidate_scoring,word,not_started,
SRC_e70708293da1,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,.doc,66048,1776935155,2025,朝阳,一模,P0_candidate_scoring,word,not_started,
SRC_832947a8c994,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025朝阳一模/试卷/试卷.pdf,试卷.pdf,.pdf,631028,1776935153,2025,朝阳,一模,P3_candidate_paper,pdf,not_started,
SRC_e829e6e9a3ae,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,高三政治一模试卷讲评.pptx,.pptx,660961,1776935158,2025,朝阳,一模,P2_candidate_teaching_or_lecture,ppt,not_started,
SRC_066dbcf5b765,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025丰台一模/细则/细则.docx,细则.docx,.docx,28150,1776935143,2025,丰台,一模,P0_candidate_scoring,word,not_started,
SRC_ef312c0ead76,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025丰台一模/试卷/试卷.pdf,试卷.pdf,.pdf,820699,1776935145,2025,丰台,一模,P3_candidate_paper,pdf,not_started,
SRC_d39f12bd12f3,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025东城一模/细则/细则.pdf,细则.pdf,.pdf,370507,1776935142,2025,东城,一模,P0_candidate_scoring,pdf,not_started,
SRC_da5883631078,2025模拟题,/Users/wanglifei/Desktop/2025模拟题,2025各区一模/2025东城一模/试卷/试卷.pdf,试卷.pdf,.pdf,810417,1776935138,2025,东城,一模,P3_candidate_paper,pdf,not_started,
SRC_7324e07095f8,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,已放弃/2026石景山期末/其他材料/答案及评分参考.pdf,答案及评分参考.pdf,.pdf,6826389,1776935115,2026,石景山,期末,P1_candidate_reference_answer,pdf,not_started,
SRC_5bf6b7387198,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026延庆一模/细则/细则.docx,细则.docx,.docx,24071,1776935044,2026,延庆,一模,P0_candidate_scoring,word,not_started,
SRC_944b03f9c3be,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026延庆一模/试卷/试卷.pdf,试卷.pdf,.pdf,694178,1776935043,2026,延庆,一模,P3_candidate_paper,pdf,not_started,
SRC_7301f6d3c6e2,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026房山一模/细则/细则.docx,细则.docx,.docx,45608,1776934795,2026,房山,一模,P0_candidate_scoring,word,not_started,
SRC_0e98e571e5b0,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026房山一模/试卷/试卷.pdf,试卷.pdf,.pdf,4378557,1776934820,2026,房山,一模,P3_candidate_paper,pdf,not_started,
SRC_2b459ae738e8,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026石景山一模/细则/细则.doc,细则.doc,.doc,61440,1776935048,2026,石景山,一模,P0_candidate_scoring,word,not_started,
SRC_b46dba82c3ff,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026石景山一模/试卷/试卷.pdf,试卷.pdf,.pdf,701385,1776935054,2026,石景山,一模,P3_candidate_paper,pdf,not_started,
SRC_e28c940953ba,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026西城一模/细则/细则.docx,细则.docx,.docx,21457,1776935079,2026,西城,一模,P0_candidate_scoring,word,not_started,
SRC_5447227f6175,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026西城一模/试卷/试卷.docx,试卷.docx,.docx,4178588,1776935078,2026,西城,一模,P3_candidate_paper,word,not_started,
SRC_4ff3bc2e680a,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,2026北京西城高三一模政治.pdf,.pdf,13170039,1776935117,2026,西城,一模,P3_candidate_paper,pdf,not_started,
SRC_8d2be8df9cad,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026顺义一模/细则/细则.pptx,细则.pptx,.pptx,119656,1776934801,2026,顺义,一模,P0_candidate_scoring,ppt,not_started,
SRC_1da70413b2d1,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026顺义一模/试卷/试卷.pdf,试卷.pdf,.pdf,2907362,1776934907,2026,顺义,一模,P3_candidate_paper,pdf,not_started,
SRC_14176e949dd0,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026海淀一模/细则/细则.pdf,细则.pdf,.pdf,2405986,1776934815,2026,海淀,一模,P0_candidate_scoring,pdf,not_started,
SRC_184e191a3ddd,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026海淀一模/试卷/试卷.pdf,试卷.pdf,.pdf,1739453,1776934836,2026,海淀,一模,P3_candidate_paper,pdf,not_started,
SRC_f6e59c8eee71,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026门头沟一模/细则/细则.docx,细则.docx,.docx,23845,1776935080,2026,门头沟,一模,P0_candidate_scoring,word,not_started,
SRC_e34a259c7765,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026门头沟一模/试卷/试卷.pdf,试卷.pdf,.pdf,1288180,1776935127,2026,门头沟,一模,P3_candidate_paper,pdf,not_started,
SRC_44f3b42c2caf,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026丰台一模/细则/细则.pptx,细则.pptx,.pptx,23449985,1776935488,2026,丰台,一模,P0_candidate_scoring,ppt,not_started,
SRC_31e84e4e2ec2,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026丰台一模/试卷/试卷.pdf,试卷.pdf,.pdf,5971693,1776934831,2026,丰台,一模,P3_candidate_paper,pdf,not_started,
SRC_ebbe85a1ee6f,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026朝阳一模/细则/细则.docx,细则.docx,.docx,24525,1776934794,2026,朝阳,一模,P0_candidate_scoring,word,not_started,
SRC_fd08ca4014c0,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026朝阳一模/试卷/试卷.pdf,试卷.pdf,.pdf,668962,1776934797,2026,朝阳,一模,P3_candidate_paper,pdf,not_started,
SRC_1475504e2bc4,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/细则.pdf,细则.pdf,.pdf,6179160,1776935038,2026,东城,一模,P0_candidate_scoring,pdf,not_started,
SRC_db98c4fdd4da,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,26东城一模细则.pdf,.pdf,668225,1776934827,2026,东城,一模,P0_candidate_scoring,pdf,not_started,
SRC_03696854d360,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,17.pptx,.pptx,12028511,1776935037,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_69f4a5c96bf0,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,16.pptx,.pptx,33684424,1776935649,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_1b5cd611d75c,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,20.pptx,.pptx,5399320,1776934865,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_7e06d068910f,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,19（1）.pptx,.pptx,17424512,1776935320,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_90391f5178e4,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,19（3）.pptx,.pptx,6794799,1776934869,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_0eef31593a11,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,19（4）.pptx,.pptx,48215605,1776935646,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_1ebc5ea95bc8,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,19（2）.pptx,.pptx,16444486,1776934920,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_5d17aa87bc17,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,18+选择7、13.pptx,.pptx,19133563,1776934908,2026,东城,一模,P0_candidate_scoring,ppt,not_started,
SRC_0fca4fc46247,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/试卷/试卷.pdf,试卷.pdf,.pdf,945774,1776934839,2026,东城,一模,P3_candidate_paper,pdf,not_started,
SRC_3177a54aaed5,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,2026东城一模 原卷扫描版.pdf,.pdf,5246761,1776934827,2026,东城,一模,P3_candidate_paper,pdf;possible_visual_or_table,not_started,
SRC_93d2077755f7,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026海淀期末/细则/细则.pdf,细则.pdf,.pdf,2944879,1776934938,2026,海淀,期末,P0_candidate_scoring,pdf,not_started,
SRC_51b7508a0497,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,试卷.pdf,.pdf,9185851,1776934983,2026,海淀,期末,P3_candidate_paper,pdf,not_started,
SRC_35ef9424281a,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026通州期末/细则/细则.pptx,细则.pptx,.pptx,845024,1776934951,2026,通州,期末,P0_candidate_scoring,ppt,not_started,
SRC_b66cc2d35877,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026通州期末/试卷/试卷.pdf,试卷.pdf,.pdf,1136980,1776934960,2026,通州,期末,P3_candidate_paper,pdf,not_started,
SRC_763b7470b96b,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026朝阳期中/细则/细则.docx,细则.docx,.docx,32954,1776934986,2026,朝阳,期中,P0_candidate_scoring,word,not_started,
SRC_1babd6c525fe,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,细则.docx,.docx,32954,1776934981,2026,朝阳,期中,P0_candidate_scoring,word,not_started,
SRC_cdafdcaa0136,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,试卷.pdf,.pdf,1051598,1776934988,2026,朝阳,期中,P3_candidate_paper,pdf,not_started,
SRC_0eccc84583b5,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026西城期末/细则/细则.pdf,细则.pdf,.pdf,2838973,1776935081,2026,西城,期末,P0_candidate_scoring,pdf,not_started,
SRC_751bc9aaa01f,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,高三思想政治参考答案.pdf,.pdf,11156816,1776935044,2026,西城,期末,P0_candidate_scoring,pdf,not_started,
SRC_060b7ec32fe4,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,西城高三期末评标.pptx,.pptx,1259440,1776935030,2026,西城,期末,P0_candidate_scoring,ppt,not_started,
SRC_647418e573f7,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026海淀期中/试卷/试卷.docx,试卷.docx,.docx,262700,1776934989,2026,海淀,期中,P3_candidate_paper,word,not_started,
SRC_b1aeb67d2659,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,期中讲评20251106.pdf,.pdf,83737967,1776935388,2026,海淀,期中,P2_candidate_teaching_or_lecture,pdf,not_started,
SRC_88c6e8f353db,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026东城期末/细则/细则.pptx,细则.pptx,.pptx,312723506,1776935963,2026,东城,期末,P0_candidate_scoring,ppt,not_started,
SRC_9aba5c7460e6,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026东城期末/试卷/试卷.pdf,试卷.pdf,.pdf,917160,1776934873,2026,东城,期末,P3_candidate_paper,pdf,not_started,
SRC_e80d35a6d904,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026朝阳期末/细则/细则.pdf,细则.pdf,.pdf,1423094,1776934980,2026,朝阳,期末,P0_candidate_scoring,pdf,not_started,
SRC_0056d930a7a9,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,试卷.pdf,.pdf,11974231,1776935019,2026,朝阳,期末,P3_candidate_paper,pdf,not_started,
SRC_45c50fff4444,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026丰台期末/细则/细则.pdf,细则.pdf,.pdf,10715348,1776934967,2026,丰台,期末,P0_candidate_scoring,pdf,not_started,
SRC_371641aaa3a7,2026模拟题,/Users/wanglifei/Desktop/2026模拟题,2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,试卷.pdf,.pdf,6789048,1776934946,2026,丰台,期末,P3_candidate_paper,pdf,not_started,
