block,framework_point,role,question_count,formal_count,recovered_count,open_reference_count,question_ids,是否核心,是否仅参考,禁止误用说明
A_core_42,竞业限制保护商业秘密,主材料触发,1,1,0,0,CC0181_2025_海淀_期末_21,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,竞业限制协议,主材料触发,1,0,1,0,CC0373_2026_顺义_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,竞业限制影响劳动者就业,主材料触发,1,1,0,0,CC0181_2025_海淀_期末_21,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,签到、奖惩,主材料触发,1,1,0,0,CC0025_2024_朝阳_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,经营者为13周岁未成年人进行大面积文身,主材料触发,1,1,0,0,CC0084_2025_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,结算报酬且业务属于平台组成部分,主材料触发,1,1,0,0,CC0025_2024_朝阳_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,缺陷产品造成产品自身损害,主材料触发,1,1,0,0,CC0180_2025_海淀_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,自媒体无事实依据贬损企业“无赖”“强盗”等,主材料触发,1,1,0,0,CC0084_2025_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,虚假宣传治疗功效,主材料触发,1,0,1,0,CC0305_2026_海淀_一模_18_3,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,购物中心多次提醒后仍未改变,主材料触发,1,1,0,0,CC0119_2025_丰台_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,违法构筑物影响通行通风采光,主材料触发,1,1,0,0,CC0289_2026_朝阳_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,通道属于共有部分，堆放杂物影响通行并有安全隐患,主材料触发,1,1,0,0,CC0223_2025_顺义_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,邮件、回复、转账、交付展示机,主材料触发,1,1,0,0,CC0245_2026_东城_期中_18_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,邻居门口堆杂物垃圾、辱骂，法院调解后道歉和解,主材料触发,1,1,0,0,CC0223_2025_顺义_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,配偶投资竞争企业并缴社保,主材料触发,1,0,1,0,CC0373_2026_顺义_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,长期超标排污损害公共利益,主材料触发,1,1,0,0,CC0011_2024_丰台_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,陈某抢先大量注册相关商标，并与Y公司在同类商品上使用宣传,主材料触发,1,1,0,0,CC0206_2025_西城_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,集成电路和软件均指向新质生产力,主材料触发,1,0,1,0,CC0189_2025_石景山_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,顾氏三兄弟长期照顾孤寡老人并申请指定遗产管理人,主材料触发,1,1,0,0,CC0077_2025_东城_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,首单购买不合格食品,主材料触发,1,1,0,0,CC0063_2024_西城_二模_16,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,驾驶人无故意或重大过失,主材料触发,1,1,0,0,CC0002_2024_丰台_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,高空抛物/坠物危害人身,主材料触发,1,1,0,0,CC0289_2026_朝阳_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,高龄父母需要陪伴照料,主材料触发,1,0,1,0,CC0061_2024_西城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,一主体一链,副入口,1,1,0,0,CC0238_2026_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,一格一链,副入口,1,1,0,0,CC0137_2025_昌平_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,不正当竞争；商标抢注,副入口,1,1,0,0,CC0206_2025_西城_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,人格权益；消费者权益；格式条款,副入口,1,1,0,0,CC0084_2025_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,侵权证据；纠纷解决,副入口,1,1,0,0,CC0245_2026_东城_期中_18_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,共有部分；相邻权；安全责任,副入口,1,0,1,0,CC0092_2025_东城_期末_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,制度意义,副入口,1,1,0,0,CC0025_2024_朝阳_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,劳动合同诚信,副入口,1,1,0,0,CC0214_2025_门头沟_一模_20_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,劳动纪律；解除劳动合同,副入口,1,1,0,0,CC0119_2025_丰台_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,合同,副入口,1,1,0,0,CC0245_2026_东城_期中_18_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,合同效力|撤销,副入口,1,1,0,0,CC0143_2025_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,合同诚信履行；经营者诚信经营,副入口,1,1,0,0,CC0019_2024_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,多方过错,副入口,1,1,0,0,CC0200_2025_西城_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,多案例意义题,副入口,1,0,1,0,CC0229_2026_东城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,多案例意义题；一案一手段,副入口,1,1,0,0,CC0283_2026_朝阳_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,委托合同违约；不正当竞争,副入口,1,0,1,0,CC0189_2025_石景山_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,婚姻家庭法律变迁；良法评析,副入口,1,0,1,0,CC0051_2024_海淀_期中_21_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,家庭赡养制度意义,副入口,1,0,1,0,CC0061_2024_西城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,数据不正当竞争；旅游安全保障,副入口,1,1,0,0,CC0157_2025_朝阳_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,无过错侵权责任；消费者保护,副入口,1,1,0,0,CC0180_2025_海淀_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,未成年人交易行为效力,副入口,1,1,0,0,CC0200_2025_西城_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,权利救济路径,副入口,1,1,0,0,CC0289_2026_朝阳_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,材料证明,副入口,2,1,1,0,CC0125_2025_延庆_一模_19|CC0373_2026_顺义_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法律制度意义,副入口,1,1,0,0,CC0002_2024_丰台_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,消费者欺诈链,副入口,1,0,1,0,CC0305_2026_海淀_一模_18_3,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,混淆,副入口,1,1,0,0,CC0206_2025_西城_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,相邻关系；停止妨害,副入口,1,1,0,0,CC0364_2026_通州_期中_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,知识产权保护,副入口,1,1,0,0,CC0131_2025_房山_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,纠纷解决；劳动权利义务；遗产管理,副入口,1,1,0,0,CC0077_2025_东城_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,绿色交易意义,副入口,1,1,0,0,CC0054_2024_石景山_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,著作权；劳动合同诚信,副入口,1,1,0,0,CC0213_2025_门头沟_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,行为评价,副入口,1,0,1,0,CC0332_2026_石景山_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,行政裁决,副入口,1,1,0,0,CC0223_2025_顺义_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,规则意义,副入口,4,3,1,0,CC0011_2024_丰台_二模_17|CC0045_2024_海淀_二模_19|CC0063_2024_西城_二模_16|CC0103_2025_丰台_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,诉讼程序；举证责任,副入口,1,1,0,0,CC0325_2026_石景山_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,诉讼调解；相邻关系；不正当竞争,副入口,1,1,0,0,CC0223_2025_顺义_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,调解方案理由,副入口,1,1,0,0,CC0254_2026_丰台_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,隐私权链,副入口,1,0,1,0,CC0305_2026_海淀_一模_18_3,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,集体协商；劳动权益,副入口,1,1,0,0,CC0195_2025_西城_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
B_reference_5,问对判决的认识,参考运行,1,0,0,1,CC0040_2024_海淀_一模_19,no,yes,仅参考，不支撑核心
B_reference_5,问对判决的认识,参考运行,1,0,0,1,CC0162_2025_海淀_一模_18,no,yes,仅参考，不支撑核心
B_reference_5,问制度作用,参考运行,1,0,0,1,CC0311_2026_海淀_二模_18,no,yes,仅参考，不支撑核心
B_reference_5,问判决是否正确,参考运行,1,0,0,1,CC0353_2026_西城_期中_17,no,yes,仅参考，不支撑核心
B_reference_5,问法律风险与治理,参考运行,1,0,0,1,CC0380_2026_顺义_二模_18_2,no,yes,仅参考，不支撑核心
C_unincluded_6,未纳入正文,待下一版回填/继续核源,1,0,0,0,CC0276_2026_房山_二模_17,no,no,已找到教师版原卷第6页第17题及评标/答案页，可作为下一版回填候选；模块边界仍需下一版裁决。
C_unincluded_6,未纳入正文,待下一版回填/继续核源,1,0,0,0,CC0277_2026_房山_二模_18,no,no,已找到教师版原卷第7页第18题及评标/答案页，可作为下一版回填候选。
C_unincluded_6,未纳入正文,待下一版回填/继续核源,1,0,0,0,CC0317_2026_海淀_期中_18,no,no,已在海淀期末PDF第6页锁到住房租赁第18题第(1)问原卷和答案页；question_id阶段标签需下一版核对。
C_unincluded_6,未纳入正文,待下一版回填/继续核源,1,0,0,0,CC0318_2026_海淀_期中_18_2,no,no,已在海淀期末PDF第6页锁到住房租赁第18题第(2)问原卷和答案页；question_id阶段标签需下一版核对。
C_unincluded_6,未纳入正文,待下一版回填/继续核源,1,0,0,0,CC0319_2026_海淀_期中_19,no,no,已在海淀期末PDF第7页锁到抢票软件不正当竞争第19题原卷和答案页；question_id阶段标签需下一版核对。
C_unincluded_6,未纳入正文,待下一版回填/继续核源,1,0,0,0,CC0251_2026_丰台_一模_20,no,no,已找到原卷图像第9页第20题及细则PPT第51页，可作为下一版回填候选；本阶段仍不纳入正文。
