suite_id,year,district,stage,parent_question,subquestion,part_no,source_type,source_path,book_module,status,resolution_status,next_action,part_text,classification_text,decision_reason
2025_东城_二模,2025,东城,二模,18,18(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2) 写出该推理的类型,判断正确与否,并说明理由。(4 分)","(2) 写出该推理的类型,判断正确与否,并说明理由。(4 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB3_EXCLUDED"": ""推理,boost:推理""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""推理""]}, ""override"": ""explicit_boundary_term""}"
2025_东城_期末,2025,东城,期末,18,18(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料,运用《经济与社会》知识,阐述我国是如何实现“嫦娥揽月回”的。 登月服的外观融合了历史传统和现代元素,优雅飘逸的“飞天”飘带造型和火箭升空尾焰造型,形成一 飞冲天的姿态,传递出中华民族开拓进取、勇毅前行的意志精神。航天员可以自如完成行走、攀爬、驾 车、科考等月面出舱活动作业。综合防护面料可有效防护月面热环境及月尘影响,全景式防眩光面窗能 够提升视觉工效......这些科技感十足的细节,将为我国首次裁人登月任务的顺利实施保驾护航。","(1)结合材料,运用《经济与社会》知识,阐述我国是如何实现“嫦娥揽月回”的。 登月服的外观融合了历史传统和现代元素,优雅飘逸的“飞天”飘带造型和火箭升空尾焰造型,形成一 飞冲天的姿态,传递出中华民族开拓进取、勇毅前行的意志精神。航天员可以自如完成行走、攀爬、驾 车、科考等月面出舱活动作业。综合防护面料可有效防护月面热环境及月尘影响,全景式防眩光面窗能 够提升视觉工效......这些科技感十足的细节,将为我国首次裁人登月任务的顺利实施保驾护航。","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会""}}"
2025_东城_期末,2025,东城,期末,18,18(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)结合材料,运用《逻辑与思维》知识,说明登月服设计是如何体现创新思维的。","(2)结合材料,运用《逻辑与思维》知识,说明登月服设计是如何体现创新思维的。","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 4, ""matches"": {""XB3_EXCLUDED"": ""逻辑与思维,创新思维,boost:逻辑与思维,boost:创新思维""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""逻辑与思维"", ""创新思维""]}, ""override"": ""explicit_boundary_term""}"
2025_东城_期末,2025,东城,期末,19,19(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,XB2_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(1)遇到的法律问题: 资料卡 《高层民用建筑消防安全管理规定) 第三十七条......电动自行车存放、充电场所应当配备必要的消防器材,充电设施应当具备充 满自动断电功能。 《中华人民共和国民法典》 第二百七十八条下列事项由业主共同决定:......(八)改变共有部分的用途或者利用共有部 分从事经营活动。 (1)遇到的法律问题: 、 。","(1)遇到的法律问题: 资料卡 《高层民用建筑消防安全管理规定) 第三十七条......电动自行车存放、充电场所应当配备必要的消防器材,充电设施应当具备充 满自动断电功能。 《中华人民共和国民法典》 第二百七十八条下列事项由业主共同决定:......(八)改变共有部分的用途或者利用共有部 分从事经营活动。 (1)遇到的法律问题: 、 。","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB2_EXCLUDED"": ""民法典,boost:民法典""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民法典""]}, ""override"": ""explicit_boundary_term""}"
2025_东城_期末,2025,东城,期末,19,19(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_review_needed,"(2)解决电动自行车“安家难” ,涉及居民、物业、 、 等利益相关方。","(2)解决电动自行车“安家难” ,涉及居民、物业、 、 等利益相关方。","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2025_东城_期末,2025,东城,期末,19,19(3),3,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_review_needed,"(3)如何更好地解决居民分歧,达成共识?","(3)如何更好地解决居民分歧,达成共识?","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2025_丰台_期末,2025,丰台,期末,18,18(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_review_needed,"(1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。","(1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2025_丰台_期末,2025,丰台,期末,18,18(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(2)运用《经济与社会》的相关知识,分析发展数字经济应如何处理好“放得活”与“管得住”的关 系。 材料二 ◆《中华人民共和国反垄断法》 《中华人民共和国外商投资法》 《优化营商环境条例》等法律 法规陆续出台,为各类经营主体投资兴业营造稳定公平透明、可预期的良好环境。 ◆在行政执法过程中,明晰执法主体的权限、职责、程序、任务,将行政执法工作公开化,增强执法 工作的透明度,严格执法责任。 ◆缩短诉讼周期,降低经营主体诉讼成本;促进多元化纠纷解决机制,重视诉前调解。 ◆持续推动相关法律法规的宣传、教育、引导工作,推动企业形成自觉守法、遇事找法、解决问题靠 法的常态化思维。","(2)运用《经济与社会》的相关知识,分析发展数字经济应如何处理好“放得活”与“管得住”的关 系。","{""target"": ""B2_ECONOMICS"", ""target_score"": 4, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,数字经济,boost:经济与社会,boost:数字经济""}}"
2025_丰台_期末,2025,丰台,期末,18,18(3),3,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(3)结合材料,运用《政治与法治》知识,说明法治如何护航高水平社会主义市场经济体制建设。","(3)结合材料,运用《政治与法治》知识,说明法治如何护航高水平社会主义市场经济体制建设。","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""市场经济,boost:市场经济"", ""B3_POLITICS_RULE_OF_LAW"": ""政治与法治,boost:政治与法治""}}"
2025_延庆_一模,2025,延庆,一模,20,20(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料一,运用《经济与社会》知识,就增强产业链供应链韧性和安全水平提出建议,并说明理 由。 材料二 随着多元化、数字化、绿色化方面的发展机遇不断涌现,各国企业纷纷展现出加强产业链供 应链合作的需求和期待。 2024 年 11 月,第二届中国国际供应链促进博览会(简称“链博会”)作为全球首个以供应链为主题 的国家级展会在北京举办。面对全球化遭遇逆流、贸易保护主义抬头,地缘冲突加剧等多重挑战,近 70 第8页/共10页 个国家和地区的 600 余家企业和机构在相聚、相交、相融中携手寻找“链”通中外的新方案,谱写合作共 赢的新篇章。他们普遍认为,从促进基础设施互联互通,到推动供应链数字化智能化,再到签署一系列自 贸协定,中国一直在为全球供应链注入“润滑剂”。 然而,个别国家在霸权和冷战思维作祟下,鼓噪“脱钩断链”,酝酿出加征关税、限制投资、收紧出 口管制等举措,以维持本国在相关技术领域以及全球产供链中的主导地位。对此,在外交部例行记者会 上,有记者提问:“很多‘链博会’参展外宾表示‘脱钩断链’损人不利己,建好‘共赢链’才是众望所 归。发言人对此有何评论”?","(1)结合材料一,运用《经济与社会》知识,就增强产业链供应链韧性和安全水平提出建议,并说明理 由。 材料二 随着多元化、数字化、绿色化方面的发展机遇不断涌现,各国企业纷纷展现出加强产业链供 应链合作的需求和期待。 2024 年 11 月,第二届中国国际供应链促进博览会(简称“链博会”)作为全球首个以供应链为主题 的国家级展会在北京举办。面对全球化遭遇逆流、贸易保护主义抬头,地缘冲突加剧等多重挑战,近 70 第8页/共10页 个国家和地区的 600 余家企业和机构在相聚、相交、相融中携手寻找“链”通中外的新方案,谱写合作共 赢的新篇章。他们普遍认为,从促进基础设施互联互通,到推动供应链数字化智能化,再到签署一系列自 贸协定,中国一直在为全球供应链注入“润滑剂”。 然而,个别国家在霸权和冷战思维","{""target"": ""B2_ECONOMICS"", ""target_score"": 12, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,产业链,供应链,基础设施,boost:经济与社会,boost:产业链,boost:供应链""}}"
2025_延庆_一模,2025,延庆,一模,20,20(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,XB1_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)假如你是外交部发言人,请结合材料二,运用《当代国际政治与经济》知识,对上述提问做出回 应。","(2)假如你是外交部发言人,请结合","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB1_EXCLUDED"": ""外交,boost:外交""}}"
2025_房山_一模,2025,房山,一模,18,18(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料,运用《经济与社会》知识,分析该省是如何从会种田到“慧”种田的。 材料二 开放者引领未来,共创者定义文明新样式。 2025 年2 月初,中国开源大模型DeepSeek 在全球140 个国家和地区的应用市场下载排行榜同时登顶。 开源模式让全球开发者能够自由使用和改进技术,从而加速AI 技术在各行各业的普及应用,有的国家的企 业借此低成本优化了教学模型,并开发出本地化 AI 模型。 2 月 10 日至 11 日于巴黎举行的 AI 行动峰会上,中方推动联合国大会通过“加强人工智能能力建设国 际合作”决议,最终 60 个国家签署了《关于发展包容、可持续的人工智能造福人类与地球的声明》 。 开源,即开放源代码,是一种将软件的源代码向公众开放的软件开发和发布模式,即源代码可以被访 问或获取,感兴趣的人都能查看、修改和分发其中的代码。","(1)结合材料,运用《经济与社会》知识,分析该省是如何从会种田到“慧”种田的。","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会""}}"
2025_房山_一模,2025,房山,一模,18,18(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,XB1_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)“中国的开源战略不仅是技术上的革新,更是对全球合作新模式的一次积极探索和实践。”结合材 料,运用《当代国际政治与经济》知识,谈谈你对这句话的理解。","(2)“中国的开源战略不仅是技术上的革新,更是对全球合作新模式的一次积极探索和实践。”结合材 料,运用《当代国际政治与经济》知识,谈谈你对这句话的理解。","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B4_PHILOSOPHY_EXCLUDED"": ""实践"", ""XB1_EXCLUDED"": ""当代国际政治与经济,boost:当代国际政治与经济""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""当代国际政治与经济""]}, ""override"": ""explicit_boundary_term""}"
2025_朝阳_一模,2025,朝阳,一模,17,17(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(1)运用《逻辑与思维》知识,判断该推理正确与否,并说明理由。 (5 分) 材料二 人形机器人又称类人机器人、仿生机器人等,通常具有头部、躯干、双臂双腿等,在结构和 功能上尽可能接近人类,具备一定的运动能力和感知能力。从商用服务到智能制造,从陪伴老人到理货看 店......人形机器人制造在“加速跑” 。 与此同时,市场上主流的人形机器人价格甚至超 50 万元。人形机器人产业链高度复杂,人形机器人 产品呈现出高度的定制化倾向,缺乏真正通用的零部件,导致成本居高不下。 在工厂环节,只有少部分先进工厂开始探索在某些工作流程中使用人形机器人,更多走进生产线可能 在未来三到五年实现;而真正走进人们的生活,需要更高的精确度和安全性,所需时间会更长。 人形机器人的应用首先要保证可靠性和稳定性,由于目前这方面尚未完全成熟,人形机器人更适合那些容 错率较高的场合。专家建议要尽快完善人形机器人的相关标准,不断开放应用场景,让人形机器人“先应 用起来” 。","(1)运用《逻辑与思维》知识,判断该推理正确与否,并说明理由。 (5 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 4, ""matches"": {""XB3_EXCLUDED"": ""逻辑与思维,推理,boost:逻辑与思维,boost:推理""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""逻辑与思维"", ""推理""]}, ""override"": ""explicit_boundary_term""}"
2025_朝阳_一模,2025,朝阳,一模,17,17(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(2)结合材料二,运用《经济与社会》知识,说明如何加快人形机器人服务于生产生活的进程。(7 分) 第6页/共10页","(2)结合材料二,运用《经济与社会》知识,说明如何加快人形机器人服务于生产生活的进程。(7 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会""}}"
2025_海淀_期末,2025,海淀,期末,16,16(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_review_needed,"(1)你更看好速溶咖啡还是现磨咖啡的市场前景?结合材料一和材料二,运用《经济与社会》知识,谈谈 你的看法。 材料三 在国内发展的同时,中国咖啡企业也开启了“出海”试验,以性价比、产品创新和营销为主 打,在东南亚、日韩和北美市场“多点开花”。 中国咖啡企业“出海”之路并非一帆风顺。消费品主要依赖品牌、产品、渠道竞争。不少海外市场已 经培养了成熟的咖啡文化,消费者习惯、口味等方面与国内市场存在一定差异。 “出海”需要提前建设供 应链等底层基础设施,各地咖啡原材料成本难降,中国咖啡企业在成本端和管理端尚不具备优势。此外, 知识产权保护方面也存在风险。近日,中国 L 公司诉泰国某公司侵犯商标权案以败诉落幕,后者甚至提起 反诉,向 L 公司索赔 100 亿泰铢。",(1)你更看好速溶咖啡还是现磨咖啡的市场前景?结合,"{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2025_海淀_期末,2025,海淀,期末,16,16(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(2)结合材料三,从经济角度,为中国咖啡企业“出海”提出建议。","(2)结合材料三,从经济角度,为中国咖啡企业“出海”提出建议。","{""override"": ""prompt_router"", ""prompt_terms"": [""经济信息/经济角度""], ""classification_text"": ""(2)结合材料三,从经济角度,为中国咖啡企业“出海”提出建议。"", ""base_decision"": ""{\""target\"": \""B2_ECONOMICS\"", \""target_score\"": 0, \""boundary\"": \""B4_PHILOSOPHY_EXCLUDED\"", \""boundary_score\"": 0, \""matches\"": {}}""}"
2025_顺义_一模,2025,顺义,一模,17,17(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖化”特征的中小企业。 北京市在充分融合教育、科技、人才优势的基础上,无事不扰、有求必应,为企业提供全生命周期 服务;上海市扩大中小企业发展专项资金规模,提高支持专精特新中小企业比例;江苏省通过“揭榜挂 帅”机制,让大企业“发榜”、专精特新中小企业参与“揭榜”,让专精特新中小企业加速融入产业链供 应链......","(1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB3_EXCLUDED"": ""逻辑与思维,boost:逻辑与思维""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""逻辑与思维""]}, ""override"": ""explicit_boundary_term""}"
2025_顺义_一模,2025,顺义,一模,17,17(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,B3_POLITICS_RULE_OF_LAW,included,resolved_target_subquestion,future_baodian_intake,"(2)结合材料,运用《政治与法治》知识说明我国如何促进专精特新中小企业发展壮大。","(2)结合材料,运用《政治与法治》知识说明我国如何促进专精特新中小企业发展壮大。","{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政治与法治,boost:政治与法治""}}"
2026_东城_二模,2026,东城,二模,20,20(1),1,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,(1)概括材料一反映的经济信息。(4分),(1)概括材料一反映的经济信息。(4分),"{""override"": ""prompt_router"", ""prompt_terms"": [""经济信息/经济角度""], ""classification_text"": ""(1)概括材料一反映的经济信息。(4分)"", ""base_decision"": ""{\""target\"": \""B2_ECONOMICS\"", \""target_score\"": 0, \""boundary\"": \""B4_PHILOSOPHY_EXCLUDED\"", \""boundary_score\"": 0, \""matches\"": {}}""}"
2026_东城_二模,2026,东城,二模,20,20(2),2,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(2)运用《经济与社会》知识,说明材料二中的举措如何促进服务消费高质量发展。(7分) 材料三 我国持续打造“购在中国”品牌,丰富国货潮品、中华老字号供给,优化入境消费服务,出台离境退税政策,推动购物、旅游、展演等业态融合。2025年,全国口岸出入境外国人8203.5万人次,同比增长26.4%。 我国持续擦亮“投资中国”名片,实施《鼓励外商投资产业目录(2025年版)》,对接国际标准,扩大服务业市场准入,落实外资税收抵免政策。2026年1——2月,全国新设立外资企业同比增长14%,实际使用外资金额1614.5亿元。 中国不断释放独特的开放红利,为不确定的世界注入更多的确定性。","(2)运用《经济与社会》知识,说明","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会""}}"
2026_东城_二模,2026,东城,二模,20,20(3),3,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,XB1_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(3)结合材料三,运用《当代国际政治与经济》知识,分析“购在中国”与“投资中国”如何协同发力,释放我国独特的开放红利。(7分)","(3)结合材料三,运用《当代国际政治与经济》知识,分析“购在中国”与“投资中国”如何协同发力,释放我国独特的开放红利。(7分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB1_EXCLUDED"": ""当代国际政治与经济,boost:当代国际政治与经济""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""当代国际政治与经济""]}, ""override"": ""explicit_boundary_term""}"
2026_丰台_一模,2026,丰台,一模,18,18(1),1,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_丰台_一模/试卷.ocr.txt,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)运用《经济与社会》知识,分析“加减乘除”在推动消费持续增长的过程 中是怎样发挥作用的。(8分) 在讨论过程中,两位同学作出如下推理。 甲:只有各项提振消费的举措扎实落地,才能有效释放消费潜力。如果消费潜力 得到有效释放,那么各项提振消费的举措已经扎实落地了。 乙:产品质量的提升能够带动居民消费,改善消费环境不能提升“品质量。所 以,改善消费环境不能带动居民消费。","(1)运用《经济与社会》知识,分析“加减乘除”在推动消费持续增长的过程 中是怎样发挥作用的。(8分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 3, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,消费,boost:经济与社会""}}"
2026_丰台_一模,2026,丰台,一模,18,18(2),2,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_丰台_一模/试卷.ocr.txt,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)分别写出上述推理的类型,判断是否正确,并说明理由。(6分) 高三思想政治 第7页(共10页) CS 扫描全能王 3亿人都在用的扫描App ===== 试卷.pdf page 8 =====","(2)分别写出上述推理的类型,判断是否正确,并说明理由。(6分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB3_EXCLUDED"": ""推理,boost:推理""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""推理""]}, ""override"": ""explicit_boundary_term""}"
2026_延庆_一模,2026,延庆,一模,19,19(1),1,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料一,运用《经济与社会》知识,分析我国是如何以“电力自由”推动经济高质量发展 的。 (8 分) 材料二 志合者,不以山海为远。 作为最大的发展中国家,中国持续深化绿色能源国际合作,推动重塑全球能源治理格局,携手各国共 建可持续发展的未来。","(1)结合材料一,运用《经济与社会》知识,分析我国是如何以“电力自由”推动经济高质量发展 的。 (8 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 4, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,高质量发展,boost:经济与社会,boost:高质量发展""}}"
2026_延庆_一模,2026,延庆,一模,19,19(2),2,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,XB1_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)结合材料二,运用《当代国际政治与经济》知识,说明中国“推动重塑全球能源治理格局”的 中国发起的“一带 一路”绿色发展指数, 纳入 40 多个国家的评估 体系并成为联合国环境 署参考标准,推动全球 生态文明建设形成“指 标共商、策略共研、成 效共评”新机制。 中国以“一带一 路”为载体,在巴基斯 坦、肯尼亚等国落地风 电、光伏及低碳铁路项 目,既解当地民生之 需,又实现了年减碳数 百万吨,为其他国家提 供发展与保护平衡的可 复制方案。 “输出绿色基建” 中国与共建国家分享 环保、生态修复等技术, 向 42 个发展中国家签署 50 余份合作文件,提供 动员资金超 1770 亿元。 中国出口的风电、光伏产 品覆盖 200 多个国家和地 区,风电零部件产量占全 球70%以上。 “支撑能源转型” “推动协同治理” 第7页/共9页 理论逻辑和价值意蕴。 (8 分)","(2)结合材料二,运用《当代国际政治与经济》知识,说明中国“推动重塑全球能源治理格局”的 中国发起的“一带 一路”绿色发展指数, 纳入 40 多个国家的评估 体系并成为联合国环境 署参考标准,推动全球 生态文明建设形成“指 标共商、策略共研、成 效共评”新机制。 中国以“一带一 路”为载体,在巴基斯 坦、肯尼亚等国落地风 电、光伏及低碳铁路项 目,既解当地民生之 需,又实现了年减碳数 百万吨,为其他国家提 供发展与保护平衡的可 复制方案。 “输出绿色基建” 中国与共建国家分享 环保、生态修复等技术, 向 42 个发展中国家签署 50 余份合作文件,提供 动员资金超 1770 亿元。 中国出口的风电、光伏产 品覆盖 200 多个国家和地 区,风电零部件产量占全 球70%以上。 “支撑能源转型” “推动协同治理” 第7页/共9页 理论逻辑和价值意蕴。 (8 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 4, ""matches"": {""XB1_EXCLUDED"": ""当代国际政治与经济,联合国,boost:当代国际政治与经济,boost:联合国""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""当代国际政治与经济"", ""联合国""]}, ""override"": ""explicit_boundary_term""}"
2026_房山_一模,2026,房山,一模,16,16(1),1,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_房山_一模/试卷.ocr.txt,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料一,运用《经济与社会》知识,说明该地因地制宜服务大局的思路。(7分) 材料二 因地制宜,本质就是实事求是。推进高质量发展没有“一招鲜”,否则就会 出现“干城一面”、盲目内卷。扶贫要实事求是,因地制宜;乡村振兴要因村制宜,精准 施策;生态冶理要宜林则林、宜草则草、宜沙则沙、宜荒则荒;区域协调发展要宜水则水、 宜山则山,宜粮则粮、宜农则农,宜工则工、宜商则商。","(1)结合材料一,运用《经济与社会》知识,说明该地因地制宜服务大局的思路。(7分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会""}}"
