suite_id,suite_name,question,question_type,framework_slot,evidence_class,evidence_source,material_excerpt,knowledge_point,trigger_logic,student_answer_landing,choice_answer,wrong_option_pattern,status,blocker,_source_file
,2025北京丰台高三一模,第16题,template_existing,4,template-prior-reviewed,2025北京丰台高三一模 第16题,家风建设要校准“时代之点”，融入爱国、敬业、诚信、友善等社会主义核心价值观，推动家风更具平等、民主、责任意识。,社会主义核心价值观 / 时代内涵 / 家国同构,细则补充说明要求明确指出坚持和践行社会主义核心价值观，否则不能满分。材料中的“时代之点”说明家风不能停在传统伦理，要与新时代价值要求结合。,细则补充说明要求明确指出坚持和践行社会主义核心价值观，否则不能满分。材料中的“时代之点”说明家风不能停在传统伦理，要与新时代价值要求结合。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京东城高三一模,第2题,template_existing,4,template-prior-reviewed,2024北京东城高三一模 第2题,文旅产业中的烟火气连接地域风土、居民共创共享、线上线下互动和口碑传播。,人民群众 / 文化与实践 / 文旅融合,材料中的“地气、人气、心气”说明文旅发展不能套模板，要从地方实际和群众生活实践出发。人民既是地方文化的创造者，也是文化成果的享有者。,材料中的“地气、人气、心气”说明文旅发展不能套模板，要从地方实际和群众生活实践出发。人民既是地方文化的创造者，也是文化成果的享有者。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京丰台高三（上）期末,第16题,template_existing,4,template-prior-reviewed,2026北京丰台高三（上）期末 第16题,留白材料从绘画、园林、城市空间、生活节奏延展到现代人的审美和精神需求。,立足时代 / 人民精神需求 / 文化功能,班课结构提醒文化题要写“立足时代之基、面向人民需求”。留白从传统美学进入现代城市和生活场景，说明传统审美只有回应当代生活压力、精神调适和审美需求，才能释放现实价值。,班课结构提醒文化题要写“立足时代之基、面向人民需求”。留白从传统美学进入现代城市和生活场景，说明传统审美只有回应当代生活压力、精神调适和审美需求，才能释放现实价值。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京朝阳高三（上）期中,第17题,template_existing,4,template-prior-reviewed,2024北京朝阳高三（上）期中 第17题,农耕文明要保护文化遗产、传承非物质文化，也要与现代科技融合，开发数字博物馆、文创产品等。,保护传承 / 双创 / 融通不同资源,阅卷细则把“保护传承”和“创新发展/双创”分别设点。材料同时有遗产保护和现代技术时，答案按“守正+创新”双层写。,阅卷细则把“保护传承”和“创新发展/双创”分别设点。材料同时有遗产保护和现代技术时，答案按“守正+创新”双层写。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京东城高三二模,第16题,template_existing,4,template-prior-reviewed,2024北京东城高三二模 第16题,桑基鱼塘源于农业实践，穿越千年并与产业融合、乡村振兴、文化研学结合。,实践生成文化 / 双创 / 文化功能,阅卷细则文化层面三点：产生、发展、功能；每点结合材料 2 分，三点可得 7 分。传统生产生活智慧题，先写来源于实践，再写发展和当代价值。,阅卷细则文化层面三点：产生、发展、功能；每点结合材料 2 分，三点可得 7 分。传统生产生活智慧题，先写来源于实践，再写发展和当代价值。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京朝阳高三一模,第16题,template_existing,4,template-prior-reviewed,2025北京朝阳高三一模 第16题,动画电影借助关键技术、叙事和视听表达，让优秀传统文化与当代观众共鸣。,科技推动文化创新 / 双创 / 以人民为中心,扫描细则给“推动文化创新”2 分、“以人民为中心”2 分。影视国潮材料要把技术、内容和人民需求连成链。,扫描细则给“推动文化创新”2 分、“以人民为中心”2 分。影视国潮材料要把技术、内容和人民需求连成链。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京丰台二模,第16题,template_existing,4,template-prior-reviewed,2025北京丰台二模 第16题（1）,学生在大思政活动中学习诗词/民族文化，实践体验并持续行动。,知情行文化分析 / 文化认同 / 传承创新,评标细则“文化分析 3 分”按知、情、行组织。研学活动题不能只说体验，要写了解、认同、行动三层。,评标细则“文化分析 3 分”按知、情、行组织。研学活动题不能只说体验，要写了解、认同、行动三层。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京海淀高三（上）期末,第16题,template_existing,4,template-prior-reviewed,2025北京海淀高三（上）期末 第16题,老字号、医院、药房把中医药理念与烘焙产品、年轻消费场景结合。,双创 / 融通不同资源 / 立足时代,讲评细则每层 3 分，原理 2 分材料 1 分。传统理念进入新消费场景时，稳定触发“融通资源实现综合创新”。,讲评细则每层 3 分，原理 2 分材料 1 分。传统理念进入新消费场景时，稳定触发“融通资源实现综合创新”。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京西城高三（上）期末,第16题,template_existing,4,template-prior-reviewed,2025北京西城高三（上）期末 第16题（1）,中轴线文物建筑转为展陈、阅读、体验、京剧传播等空间。,活化利用 / 文化认同 / 双创 / 文化产业,评分细则第（1）问 5 分中列入传承弘扬、文化认同、双创、消费供给和产业发展。文物建筑题要写从保护到活化。,评分细则第（1）问 5 分中列入传承弘扬、文化认同、双创、消费供给和产业发展。文物建筑题要写从保护到活化。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京朝阳高三（上）期末,第16题,template_existing,4,template-prior-reviewed,2026北京朝阳高三（上）期末 第16题,粤剧创排不拘泥旦角柔美，融入小生英武与老生刚劲，推动传统戏曲焕发生命力。,立足时代之基 / 回答时代之问 / 双创,评分细则“怎么做”4 分。材料出现传统艺术的角色、审美、表现方式更新时，直接触发纵向双创。,评分细则“怎么做”4 分。材料出现传统艺术的角色、审美、表现方式更新时，直接触发纵向双创。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京门头沟高三一模,第16题,template_existing,4,template-prior-reviewed,2026北京门头沟高三一模 第16题,永定河古渠从灌溉工程转为世界灌溉工程遗产、生态补水和文化新地标。,文化载体 / 当代价值 / 双创 / 文化强国,评分细则文化角度答出一点 1 分，最多 3 分，结合材料 1 分。活态遗产题要写传统功能延续和当代功能扩展。,评分细则文化角度答出一点 1 分，最多 3 分，结合材料 1 分。活态遗产题要写传统功能延续和当代功能扩展。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京顺义高三一模,第21题,template_existing,4,template-prior-reviewed,2026北京顺义高三一模 第21题,“审势、乘势、驭势”的智慧被用于理解中国式现代化。,传承发展中华优秀传统文化 / 双创,评标细则文化角度 2 分。传统智慧进入国家治理和现代化论证时，要写吸收传统治国理政智慧并创造性转化。,评标细则文化角度 2 分。传统智慧进入国家治理和现代化论证时，要写吸收传统治国理政智慧并创造性转化。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京东城高三一模,第16题,template_existing,5,template-prior-reviewed,2024北京东城高三一模 第16题,中国共产党领导人民走出中国式现代化道路，创造人类文明新形态，为世界文明交流互鉴贡献中国方案、中国智慧、中国力量。,文化自信 / 人类文明新形态 / 文化强国,评标 PPT 明确涉及实践、文化、文明和价值。答题不能只说“文化自信”，要说明这种自信来自中国式现代化实践，并能把民族发展同人类文明进步联系起来。,评标 PPT 明确涉及实践、文化、文明和价值。答题不能只说“文化自信”，要说明这种自信来自中国式现代化实践，并能把民族发展同人类文明进步联系起来。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京朝阳高三（上）期中,第17题,template_existing,5,template-prior-reviewed,2024北京朝阳高三（上）期中 第17题,农耕文明自信被放在中华民族伟大复兴语境中说明。,文化自信 / 文化使命,阅卷细则允许“坚定文化自信、勇担文化使命”给 1 分，并明确农耕文化自信可得分。看到某类具体传统文化与复兴使命相连，要写具体文化自信。,阅卷细则允许“坚定文化自信、勇担文化使命”给 1 分，并明确农耕文化自信可得分。看到某类具体传统文化与复兴使命相连，要写具体文化自信。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京西城高三（上）期末,第16题,template_existing,5,template-prior-reviewed,2026北京西城高三（上）期末 第16题,文艺创作要挖掘中华优秀传统文化时代价值，筑牢文化自信根基，并讲好中国故事。,文化自信 / 国际传播能力 / 中华文化独特魅力,细则知识运用 4 个角度各 1 分。文艺创作题出现“讲好中国故事、传播力影响力”时，归入文化自信与文化强国。,细则知识运用 4 个角度各 1 分。文艺创作题出现“讲好中国故事、传播力影响力”时，归入文化自信与文化强国。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京海淀高三一模,第1题,template_existing,6,template-prior-reviewed,2024北京海淀高三一模 第1题,长征故事广为流传，长征精神成为中国共产党人精神谱系中的宝贵财富，新时代仍要走好新的长征路。,革命文化 / 民族精神 / 价值引领,材料不是单纯回忆长征历史，而是把革命精神转化为新时代奋斗动力。看到“红色故事、精神谱系、新时代继续奋斗”，稳定触发革命文化和民族精神。,材料不是单纯回忆长征历史，而是把革命精神转化为新时代奋斗动力。看到“红色故事、精神谱系、新时代继续奋斗”，稳定触发革命文化和民族精神。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京丰台高三一模,第1题,template_existing,6,template-prior-reviewed,2025北京丰台高三一模 第1题,学校开展纪念遵义会议 90 周年系列主题实践活动，引导学生汲取历史智慧、坚定“跟党走”、走好新时代长征路。,革命文化 / 红色基因 / 理想信念,正确项指向“汲取历史智慧”和“传承精神与切身践行相结合”。红色活动的触发链是：革命历史资源 -> 价值认同 -> 现实行动，不是“确立红色文化价值”这类过度表述。,正确项指向“汲取历史智慧”和“传承精神与切身践行相结合”。红色活动的触发链是：革命历史资源 -> 价值认同 -> 现实行动，不是“确立红色文化价值”这类过度表述。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京石景山高三（上）期末,第1题,template_existing,6,template-prior-reviewed,2026北京石景山高三（上）期末 第1题,抗战胜利体现党的中流砥柱作用、全民族众志成城和伟大抗战精神的时代价值。,爱国主义 / 民族精神 / 党的领导与人民力量,正确项把抗战精神放在民族复兴的现实启迪中理解。实现中华民族伟大复兴，要坚持党的全面领导、凝聚人民力量，也要把以爱国主义为核心的民族精神转化为奋进动力。,正确项把抗战精神放在民族复兴的现实启迪中理解。实现中华民族伟大复兴，要坚持党的全面领导、凝聚人民力量，也要把以爱国主义为核心的民族精神转化为奋进动力。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京丰台高三一模,第16题,template_existing,6,template-prior-reviewed,2025北京丰台高三一模 第16题,家风建设要坚定理想信念，培养家国情怀，以民族精神和时代精神涵养家风，以家风促国风。,理想信念 / 民族精神和时代精神 / 核心价值观,细则明确列出坚持理想信念、弘扬民族精神和时代精神、培养家国情怀等角度。家风题不能只写家庭伦理，要把家庭、国家、民族复兴的价值链打通。,细则明确列出坚持理想信念、弘扬民族精神和时代精神、培养家国情怀等角度。家风题不能只写家庭伦理，要把家庭、国家、民族复兴的价值链打通。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京西城高三一模,第22题,template_existing,6,template-prior-reviewed,2025北京西城高三一模 第22题,长期主义植根于中国优秀传统文化，蕴含自强不息的伟大民族精神。,民族精神 / 自强不息 / 优秀传统文化,评分细则给 2 分，优秀传统文化、民族精神、自强不息任意两个 2 分。材料出现“长期主义、坚韧、自强”时，可触发民族精神。,评分细则给 2 分，优秀传统文化、民族精神、自强不息任意两个 2 分。材料出现“长期主义、坚韧、自强”时，可触发民族精神。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京丰台高三一模,第16题,template_existing,7,template-prior-reviewed,2025北京丰台高三一模 第16题,评分标准说明列出“坚持习近平文化思想的指导”可作为新时代家风建设的作答角度之一。,习近平文化思想 / 新的文化使命 / 价值引领,这一角度不能单独空写，必须落回家风建设材料：以习近平文化思想为指导，把中华传统美德、社会主义核心价值观、家国情怀和民族复兴目标贯通起来。,这一角度不能单独空写，必须落回家风建设材料：以习近平文化思想为指导，把中华传统美德、社会主义核心价值观、家国情怀和民族复兴目标贯通起来。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京朝阳高三（上）期中,第17题,template_existing,7,template-prior-reviewed,2024北京朝阳高三（上）期中 第17题,农耕文明在新时代迎来新面貌，细则首点要求坚持习近平文化思想。,习近平文化思想 / 守正不守旧、尊古不复古,该题给“坚持习近平文化思想”1 分。材料出现“新时代传统文明如何发展”并要求措施时，可以用习近平文化思想统领守正创新。,该题给“坚持习近平文化思想”1 分。材料出现“新时代传统文明如何发展”并要求措施时，可以用习近平文化思想统领守正创新。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京海淀高三（上）期末,第16题,template_existing,7,template-prior-reviewed,2025北京海淀高三（上）期末 第16题,中医药新时尚题的讲评细则列出“坚持习近平文化思想”。,习近平文化思想 / 文化创新方向,该点单独 1 分且不要求材料分析，但最好落回“推动中医药文化创造性转化、创新性发展”的题意。,该点单独 1 分且不要求材料分析，但最好落回“推动中医药文化创造性转化、创新性发展”的题意。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京东城高三一模,第16题,template_existing,7,template-prior-reviewed,2025北京东城高三一模 第16题,春节作为中国年，承载民族生活实践、独特精神传统、文化活动和价值取向。,中华优秀传统文化 / 源远流长、博大精深,阅卷报告给“丰富内涵”2 分。节日题先判断其是不是中华优秀传统文化的集中呈现，再写传统从生活实践中来并延续至今。,阅卷报告给“丰富内涵”2 分。节日题先判断其是不是中华优秀传统文化的集中呈现，再写传统从生活实践中来并延续至今。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京东城高三一模,第16题,template_existing,7,template-prior-reviewed,2025北京东城高三一模 第16题,春节增强民族自豪感和凝聚力，寄托人们对美好生活的向往。,文化价值 / 文化功能,阅卷报告给“文化价值”2 分。传统节日题如果落到情感凝聚、价值引领和美好生活期待，要写文化功能，而不是只写习俗保留。,阅卷报告给“文化价值”2 分。传统节日题如果落到情感凝聚、价值引领和美好生活期待，要写文化功能，而不是只写习俗保留。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京东城高三一模,第16题,template_existing,7,template-prior-reviewed,2025北京东城高三一模 第16题,中国年在新时代不断形成新表达、新传播和新共鸣。,双创 / 立足时代 / 融通资源综合创新,阅卷报告给“文化创新”2 分。传统节日题遇到新场景、新技术、新表达，要把“为什么能延续”写成创新发展机制。,阅卷报告给“文化创新”2 分。传统节日题遇到新场景、新技术、新表达，要把“为什么能延续”写成创新发展机制。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京东城高三一模,第16题,template_existing,7,template-prior-reviewed,2025北京东城高三一模 第16题,春节中蕴含热爱和平、和谐发展的理念，得到世界人民尊重和喜爱。,全人类共同价值 / 文化交流传播,阅卷报告给“共鸣角度”2 分，并说明文化交流增强影响力可给 1 分。传统节日出海题要写共鸣来自价值相通，不是单向展示。,阅卷报告给“共鸣角度”2 分，并说明文化交流增强影响力可给 1 分。传统节日出海题要写共鸣来自价值相通，不是单向展示。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京朝阳高三（上）期中,第19题,template_existing,7,template-prior-reviewed,2026北京朝阳高三（上）期中 第19题,抗战精神卷首语要求先说明它是什么，再说明为什么弘扬、如何弘扬。,抗战精神 / 民族精神 / 爱国主义 / 革命文化,评标细则“是什么”1 分，“为什么”和“如何”均给文化分。红色精神题的触发链是：精神属性 -> 文化意义 -> 传承创新和现实行动。,评标细则“是什么”1 分，“为什么”和“如何”均给文化分。红色精神题的触发链是：精神属性 -> 文化意义 -> 传承创新和现实行动。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京朝阳高三（上）期中,第21（1）题,template_existing,7,template-prior-reviewed,2026北京朝阳高三（上）期中 第21（1）题,人文经济学研究把经济发展、文化消费、审美体验、价值培育和文化认同连接起来。,优秀文化丰富精神世界、增强精神力量 / 文化自信,评标细则中“文化传承与创新”角度 4 分。人文经济学题不能只写经济循环，还要写人在文化体验中形成认同、获得精神力量。,评标细则中“文化传承与创新”角度 4 分。人文经济学题不能只写经济循环，还要写人在文化体验中形成认同、获得精神力量。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京朝阳高三（上）期中,第21（1）题,template_existing,7,template-prior-reviewed,2026北京朝阳高三（上）期中 第21（1）题,人文经济学研究有助于培育民族精神、正确价值观和良好道德水平，为经济发展提供精神动力和智力支持。,民族精神 / 文化反作用经济,评标细则把该点放在经济角度中，可作为生产、流通、消费中的生产逻辑得 2 分。跨模块题要把文化精神如何转化为经济动力写清。,评标细则把该点放在经济角度中，可作为生产、流通、消费中的生产逻辑得 2 分。跨模块题要把文化精神如何转化为经济动力写清。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京东城高三一模,第20题,template_existing,7,template-prior-reviewed,2026北京东城高三一模 第20题,生态文明建设规律性认识中出现中华优秀传统文化的核心思想理念和当代价值。,传统文化当代价值 / 天人合一类生态智慧,评分细则把文化角度列为 2 分阐述点之一。生态文明题如果出现传统智慧，不是装饰语，而是说明传统理念能为现代生态治理提供价值资源。,评分细则把文化角度列为 2 分阐述点之一。生态文明题如果出现传统智慧，不是装饰语，而是说明传统理念能为现代生态治理提供价值资源。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京顺义高三一模,第20题,template_existing,7,template-prior-reviewed,2025北京顺义高三一模 第20题,“小而美”国际合作项目改善当地民生，也展示中国理念和中华文化。,传播中华文化 / 文明互鉴 / 国际认同,评分细则在“项目对我国的意义或折射我国理念”中给 2 分，传播中华文化、文明互鉴、国际认同任一点 1 分。国际合作题出现文化理解时，归入横向传播互鉴。,评分细则在“项目对我国的意义或折射我国理念”中给 2 分，传播中华文化、文明互鉴、国际认同任一点 1 分。国际合作题出现文化理解时，归入横向传播互鉴。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京房山高三一模,第20题,template_existing,7,template-prior-reviewed,2025北京房山高三一模 第20题,题目要求综合理解改革、奋斗与民族复兴，细则允许必答“中华民族精神-奋斗精神”。,奋斗精神 / 中华民族精神,评分细则把该点作为 2 分必答选项。材料出现改革攻坚、青年奋斗、民族复兴时，可把奋斗精神写成精神动力。,评分细则把该点作为 2 分必答选项。材料出现改革攻坚、青年奋斗、民族复兴时，可把奋斗精神写成精神动力。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京海淀高三（上）期末,第22题,template_existing,7,template-prior-reviewed,2025北京海淀高三（上）期末 第22题,愚公精神被要求写成短文，需说明其内涵、形成、力量和弘扬。,愚公精神 / 中华优秀传统文化 / 中华民族精神,讲评细则知识部分按“知识 1 分 + 材料 1 分”采两组。精神类短文不能只喊口号，要把精神内涵、现实力量和行动要求分层。,讲评细则知识部分按“知识 1 分 + 材料 1 分”采两组。精神类短文不能只喊口号，要把精神内涵、现实力量和行动要求分层。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京西城高三一模,第18（3）题,template_existing,7,template-prior-reviewed,2024北京西城高三一模 第18（3）题,法院督促成年子女履行赡养义务，要求精神上慰藉老人、保护老人合法权益。,中华传统美德 / 社会主义核心价值观 / 法治与德治统一,阅卷细则意义层给 2 分。法律题中的文化点不能泛写道德好，要落到孝老敬亲、传统美德和法律促进道德建设。,阅卷细则意义层给 2 分。法律题中的文化点不能泛写道德好，要落到孝老敬亲、传统美德和法律促进道德建设。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2025北京昌平高三二模,第16题,template_existing,7,template-prior-reviewed,2025北京昌平高三二模 第16题,《祭侄文稿》《黄州寒食帖》等书法作品与书家人格、家国故事和理想精神一起呈现。,中国书法是文化载体 / 优秀传统文化 / 民族精神,评标 PPT 把文化载体、文化作用、民族精神、文化自信列为可作答角度。书法题不能只讲技法，要写作品承载的精神传统、人格理想和文化力量。,评标 PPT 把文化载体、文化作用、民族精神、文化自信列为可作答角度。书法题不能只讲技法，要写作品承载的精神传统、人格理想和文化力量。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京朝阳高三一模,第18（2）题,template_existing,7,template-prior-reviewed,2024北京朝阳高三一模 第18（2）题,科学普及与科技创新被比喻为创新发展的两翼，科普服务要面向基层和公众科学素质。,文化事业 / 文化强国 / 以人民为中心,评标 PPT 参考作答把科学普及与科技创新列为文化事业和文化强国举措。科普题出现公共服务、公众科学素养时，可触发文化事业的社会功能。,评标 PPT 参考作答把科学普及与科技创新列为文化事业和文化强国举措。科普题出现公共服务、公众科学素养时，可触发文化事业的社会功能。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京海淀高三一模,第16题,template_existing,7,template-prior-reviewed,2024北京海淀高三一模 第16题,“揽月”取自毛泽东诗词，彰显中国人探索宇宙、登陆月球的自信。,民族精神 / 文化自信 / 航天精神动力,答案及细则列民族精神为可作答角度。航天命名题遇到诗词意象，要写传统文化中的理想气魄如何转化为现实探索的精神动力。,答案及细则列民族精神为可作答角度。航天命名题遇到诗词意象，要写传统文化中的理想气魄如何转化为现实探索的精神动力。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京东城高三二模,第21题,template_existing,7,template-prior-reviewed,2024北京东城高三二模 第21题,战略性有利条件中写到自信自强是中华民族固有品格，弘扬自强不息的民族精神。,民族精神 / 自信自强,阅卷总结把民族精神列入战略性有利条件分析。民族复兴综合题中，文化点要落到精神动力和战胜风险挑战的底气。,阅卷总结把民族精神列入战略性有利条件分析。民族复兴综合题中，文化点要落到精神动力和战胜风险挑战的底气。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京海淀高三二模,第21题,template_existing,7,template-prior-reviewed,2024北京海淀高三二模 第21题,“循新出发”材料将创新文化、制度优势、国家治理和强国建设相连。,文化自信 / 创新文化,答案细则列文化自信为可作答角度。开放综合题若选择文化自信，要说明文化激发创新、凝聚合力，服务强国建设和民族复兴。,答案细则列文化自信为可作答角度。开放综合题若选择文化自信，要说明文化激发创新、凝聚合力，服务强国建设和民族复兴。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京丰台高三一模,第21题,template_existing,7,template-prior-reviewed,2024北京丰台高三一模 第21题,全人类共同价值题要求从多个维度说明共同价值的意义，评标拓展到中华优秀传统文化。,全人类共同价值 / 中华优秀传统文化,该题为等级评分，只能作为支持角度。材料若把中国价值表达与世界共同追求连接，触发文化与文明共通性的论证。,该题为等级评分，只能作为支持角度。材料若把中国价值表达与世界共同追求连接，触发文化与文明共通性的论证。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2024北京西城高三二模,第19（4）题,template_existing,7,template-prior-reviewed,2024北京西城高三二模 第19（4）题,传统村落形态、乡土风俗和公共文化空间被放入乡村振兴材料，要求阐释如何推动乡村文化振兴。,文化产业赋能 / 文化传承与创新 / 人民主体,答案细则列习近平文化思想、文化产业、文化传承与创新、人民群众等角度。传统村落题要从资源保护、产业赋能、人民参与和乡村振兴目标组织。,答案细则列习近平文化思想、文化产业、文化传承与创新、人民群众等角度。传统村落题要从资源保护、产业赋能、人民参与和乡村振兴目标组织。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
,2026北京海淀高三一模,第16题,template_existing,7,template-prior-reviewed,2026北京海淀高三一模 第16题,材料比较人工智能和人文学科，指出人文学科教人辨析价值冲突、理解情感和历史记忆。,文化的功能 / 人文学科价值,评分标准列“文化的功能”为可作答角度。人工智能材料若追问人文学科价值，要写文化对人、社会和文明进步的精神作用。,评分标准列“文化的功能”为可作答角度。人工智能材料若追问人文学科价值，要写文化对人、社会和文明进步的精神作用。,,,PASS_TEMPLATE,,USER_CULTURE_TEMPLATE.md
S026,2025海淀二模,COVERAGE,coverage,2;4,coverage,SUITE_ROSTER.csv; 2025海淀二模 bundle,主观第17题有讲评/细则文化口径；未在 bundle 中发现可完整处理的文化选择题题干+答案键,文化主观题已覆盖,有文化链，覆盖状态 PASS,第17题按文化功能与双创作补充得分点处理,,,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
S026,2025海淀二模,17,subjective,2;4,marking_or_rubric,"2025海淀二模 bundle lines 50-96; prior复核表 lines 39,101",记忆并非机械存储；唐宋八大家照见文学盛况；人工智能存储检索整理；记忆是思维活动内容与基底,文化的功能；创造性转化创新性发展,细则把文化的功能/双创列为 1 分补充点，只能作为本题文化补点，不能把整题改写成纯文化题,记忆积累能丰富精神世界、增强精神力量，并为人的创造性与优秀文化创新表达提供内容基础；人工智能应服务人的文化创造,,模板式泛写文化载体、源远流长、博大精深被讲评列为问题，不入链,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
S027,2025西城二模,COVERAGE,coverage,2;5;6,coverage,SUITE_ROSTER.csv; 2025西城二模 bundle,主观第20题有细则；选择第1、9题有题干和答案键,文化强国；人民文化权益；民族精神；共同体意识,有文化主观链且有文化选择题链，覆盖状态 PASS,第20题按着眼于人、落脚于人落到文化供给、创新创造、人民主体,,,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
S027,2025西城二模,1,choice,6;2,answer_key_and_stem,2025西城二模 bundle lines 178-187; answer key lines 24-26,志愿军烈士家书穿插手绘小画，承载家国情怀、不屈民族精神,民族精神；优秀文化塑造人生,家书作为红色文化材料，正确项对应家国情怀和民族精神滋养精神世界,看到烈士家书要写精神滋养、家国情怀和民族精神，不写物质力量,A,把红色家书根源说成多元大众文化；把精神力量说成物质力量,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
S027,2025西城二模,9,choice,0;6,answer_key_and_stem,2025西城二模 bundle lines 256-267; answer key lines 24-26,博物馆联展、抗战故事、小文物讲大历史、五个共同中华民族历史观,文物载体；铸牢中华民族共同体意识,馆长发言共同指向文物古籍承载共同历史记忆，讲好中华民族共同体故事,围绕文物展陈写共同历史、共同文化、共同体意识,D,只写民族特色或一般文化传承，漏掉铸牢中华民族共同体意识主题,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
S027,2025西城二模,20,subjective,2;5,scoring_rubric,2025西城二模 bundle lines 129-153,建设文化强国要始终坚持文化建设着眼于人、落脚于人；文化需求释放、文化供给升级、文艺从业者和非遗传承人,保障人民文化权益；丰富高水平文化供给；满足精神文化需求；培育文化人才；推动文化创新创造,细则明确 2分+2分：为了人民对应权益/供给/需求，依靠人民对应人才/创新创造；另有理论角度 1分,文化强国为了人民，要保障人民文化权益、丰富高水平文化供给、满足多样化精神文化需求；依靠人民，要培育文化人才、推动文化创新创造,,把参考材料只写成党的领导或中国式现代化，不落文化权益/供给/创新创造会漏文化分,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
S028,2025东城二模,COVERAGE,coverage,2;3;4,coverage,SUITE_ROSTER.csv; 2025东城二模 bundle,主观第16题为哲学观点，文化作答被讲评提示为跑偏；选择第3、4题有文化题干和答案键,文化选择题已覆盖；主观题模块边界排除,有文化选择链，覆盖状态 PASS；主观题为 MODULE_BOUNDARY,第3题落文化源于实践、为人民发声；第4题落文物回归中的文化遗产合作,,,PASS,,C:\bp_sync_visible\reports\culture_all_suites_rerun_2026-04-29\worker_outputs\feynman_2025_late_culture_entries.csv
