question_id,district_year_stage_question,evidence_status,source_check_state,source_check_decision,a_axis_primary,a_axis_secondary_status,b_axis_original,b_axis_v14_effective,prompt_action,proposition_path_v14,material_trigger,rubric_scoring_anchor,answer_skeleton,source_growth_basis
CC0289_2026_朝阳_二模_18,2026年 朝阳 二模 第18题,PASS,formal_locked,KEEP_CORE_MIXED,A6_侵权责任,有：A2_人身权与人格权;A3_物权与相邻关系;A10_多元纠纷解决与诉讼程序,B7_法律问题识别/填空 + B6_调解/维权/纠纷解决路径,B7_法律问题识别/填空 + B6_调解/维权/纠纷解决路径,结合材料，运用《法律与生活》知识，将以上回答补充完整。从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,v14校正：先定A6_侵权责任，再按B7_法律问题识别/填空 + B6_调解/维权/纠纷解决路径作答；以本题材料触发、设问动作和评分锚点为准。,高空抛物/坠物危害人身 → 生命权、身体权、健康权保护 → 适用举证责任倒置思路；摄像头影响邻居隐私 → 隐私权保护 → 应沟通协商、调整范围或拆除；违法构筑物影响通行通风采光 → 相邻关系权利边界 → 原告应举证并请求拆除,补充完整部分要覆盖三个问答的法律问题。 / 任选其一部分要写权利、侵害、证据、路径、请求。 / 摄像头题不能只写相邻关系，应写隐私权或个人信息边界。,先把三个问答分别短句补全：高空抛坠物涉及侵权责任和举证规则；摄像头涉及隐私权/个人信息保护；违法构筑物涉及相邻关系和举证责任。 / 再任选一项展开：写权利名称、侵害事实、应保存的证据、可选择的协商/调解/诉讼路径和明确请求。 / 最后说明依法保护权利既要有实体权利判断，也要有证据和程序意识。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0002_2024_丰台_一模_17,2024年 丰台 一模 第17题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A6_侵权责任,有：A1_民事法律关系总论,B2_判决/裁判/责任理由,B2_判决/裁判/责任理由,结合材料，运用《法律与生活》知识，谈谈法院酌情减轻被告赔偿责任的法理依据和现实意义。,先定A6_侵权责任，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,无偿搭乘交通事故 → 好意同乘下适用侵权责任减责规则 → 无偿帮忙关系中驾驶人无故意或重大过失，可依法酌情减轻赔偿责任；驾驶人无故意或重大过失 → 过错程度影响责任承担 → 法院不是否定赔偿，而是在责任范围内公平衡量；搭乘人未系安全带 → 受害人自身过错影响责任分担 → 损害后果与双方注意义务共同进入裁判衡量,先说明本案是好意同乘交通损害，不是合同纠纷。 / 再写驾驶人无故意或重大过失，无偿搭乘关系下可酌情减轻赔偿责任。 / 最后写这样既保护受害人合法权益，也鼓励互助善意并守住安全责任边界。,先说明本案是好意同乘交通损害，不是合同纠纷。 / 再写驾驶人无故意或重大过失，无偿搭乘关系下可酌情减轻赔偿责任。 / 最后写这样既保护受害人合法权益，也鼓励互助善意并守住安全责任边界。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0254_2026_丰台_二模_18,2026年 丰台 二模 第18题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A6_侵权责任,有：A10_多元纠纷解决与诉讼程序,B4_评析/认识/观点,B4_评析/认识/观点,司法给予我们的不仅是定分止争，也是一份融通情理的温暖力量。结合材料，综合运用法治知识，阐明你对这一观点的认识。,先定A6_侵权责任，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,牛群多次闯入果园造成损害 → 饲养动物损害责任 → 饲养人或管理人应承担侵权责任；法院释明动物致害责任 → 以法律规则定分止争 → 先有法理才有温情；分期赔偿、行为约束、生态修复调解 → 调解兼顾赔偿、预防和修复 → 体现法理情融合,先写饲养动物造成他人损害，饲养人或管理人依法承担侵权责任。 / 再写法院通过现场勘验和释明规则厘清责任。 / 最后写调解方案兼顾赔偿、行为约束和生态修复，体现法律温度。,先写饲养动物造成他人损害，饲养人或管理人依法承担侵权责任。 / 再写法院通过现场勘验和释明规则厘清责任。 / 最后写调解方案兼顾赔偿、行为约束和生态修复，体现法律温度。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0011_2024_丰台_二模_17,2024年 丰台 二模 第17题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A6_侵权责任,有：A5_知识产权与竞争秩序,B5_意义/价值/保护/推动,B5_意义/价值/保护/推动,运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。,先定A6_侵权责任，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,专利技术治理污水 → 民法典保护知识产权也服务生态治理 → 技术创新能为环境保护提供法治保护和实践支撑；长期超标排污损害公共利益 → 污染破坏生态应承担侵权责任 → 民法典用责任机制约束破坏环境行为；法院判令停止侵害、消除危险、赔偿损失 → 法律责任落到修复和预防 → 保护生态环境不是口号，而是权利义务责任的落地,先写民法典绿色原则要求民事活动有利于节约资源、保护生态环境。 / 再结合两个案例写知识产权保护促进绿色技术应用，侵权责任追究约束污染行为。 / 最后落到民法典以权利保护、义务约束和责任承担推动生态环境保护。,先写民法典绿色原则要求民事活动有利于节约资源、保护生态环境。 / 再结合两个案例写知识产权保护促进绿色技术应用，侵权责任追究约束污染行为。 / 最后落到民法典以权利保护、义务约束和责任承担推动生态环境保护。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0051_2024_海淀_期中_21_1,2024年 海淀 期中 第21题,PASS_RECOVERED,pass_recovered_locked,KEEP_CORE_LOW_FREQUENCY,A7_婚姻家庭与继承,有：A1_民事法律关系总论,B4_评析/认识/观点,B4_评析/认识/观点,运用法治知识，对小海的观点进行评析。,先定A7_婚姻家庭与继承，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,1950年婚姻法废除封建家庭制度、保护妇女儿童 → 法律要符合当时国情和社会实际 → 不能简单否定其历史进步性；“由男方清偿”与现代夫妻平等保护不完全一致 → 良法要随着社会发展回应公平正义要求 → 小海看到问题有合理性；民法典规定夫妻共同债务共同偿还、协议不成由法院判决 → 平等保护夫妻双方合法权益 → 民法典规定更符合新时代良法要求,先表态：小海观点有合理之处，但不能脱离历史条件全盘否定1950年婚姻法。 / 再比较：1950年规定符合当时废除封建婚姻制度的需要，民法典规定更体现平等保护和权利义务统一。 / 最后落点：良法要从实际出发并随时代发展完善，维护婚姻家庭关系中的公平正义。,先表态：小海观点有合理之处，但不能脱离历史条件全盘否定1950年婚姻法。 / 再比较：1950年规定符合当时废除封建婚姻制度的需要，民法典规定更体现平等保护和权利义务统一。 / 最后落点：良法要从实际出发并随时代发展完善，维护婚姻家庭关系中的公平正义。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0061_2024_西城_一模_18,2024年 西城 一模 第18题,PASS_RECOVERED,not_in_round03_source_check,covered_by_prior_locked_core,A7_婚姻家庭与继承,有：A1_民事法律关系总论,B4_评析/认识/观点,B4_评析/认识/观点,运用法治知识，谈谈对二审法院向郭某的三个儿子发出《督促履行义务告知书》的认识。,先定A7_婚姻家庭与继承，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,高龄父母需要陪伴照料 → 成年子女赡养义务不只经济供养 → 还包括生活照料和精神慰藉；三个儿子未充分履责 → 违反法定赡养义务 → 应依法履行家庭责任；法院发出告知书 → 用柔性司法督促履责 → 保护老年人权益并修复家庭关系,先写成年子女对父母负有赡养义务。 / 再说明赡养包括经济供养、生活照料和精神慰藉，不能只给钱。 / 最后写法院告知书以柔性方式督促履行，有助于保护老人权益和家庭和谐。,先写成年子女对父母负有赡养义务。 / 再说明赡养包括经济供养、生活照料和精神慰藉，不能只给钱。 / 最后写法院告知书以柔性方式督促履行，有助于保护老人权益和家庭和谐。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0045_2024_海淀_二模_19,2024年 海淀 二模 第19题,PASS_RECOVERED,not_in_round03_source_check,covered_by_prior_locked_core,A7_婚姻家庭与继承,有：A10_多元纠纷解决与诉讼程序,B5_意义/价值/保护/推动,B5_意义/价值/保护/推动,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。,先定A7_婚姻家庭与继承，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,居委会长期按协议照料老人 → 遗赠扶养协议体现真实扶养事实 → 协议效力应受尊重；子女争夺遗产 → 不能只凭亲属身份否定合法协议 → 法律保护诚信履约和养老安排；法院确认协议效力 → 维护老年人自主处分权益 → 引导社会力量参与养老服务,先写遗赠扶养协议依法有效，扶养人履行义务应受保护。 / 再结合居委会照料老人和子女争议说明判决维护诚信和老人权益。 / 最后写判决有助于鼓励多元养老、弘扬家庭和社会责任。,先写遗赠扶养协议依法有效，扶养人履行义务应受保护。 / 再结合居委会照料老人和子女争议说明判决维护诚信和老人权益。 / 最后写判决有助于鼓励多元养老、弘扬家庭和社会责任。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0213_2025_门头沟_一模_20,2025年 门头沟 一模 第20题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A8_劳动关系,有：A5_知识产权与竞争秩序（案例一仅作示例/参照框架，不作主答主轴）,B1_表格/裁判要点/补链,B1_表格/裁判要点/补链,结合以下案例，参照所给出完成下表。,先定A8_劳动关系，再按B1_表格/裁判要点/补链作答；案例一著作权只作为参照格式和副轴说明，不作为主答主轴，也不支撑A5计数；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,“我不是胖虎”作品未经许可被用作微博图片 → 著作权人作品被信息网络传播使用 → 停止侵害、删除内容、赔偿损失；孙某简历隐瞒大量工作经历 → 违反订立劳动合同的诚实信用原则，损害用人单位知情权 → 劳动合同效力和解除合法性受到影响；甲公司基于查证结果解除劳动关系 → 解除劳动关系符合法律规定 → 维护用人单位合法权益并约束劳动者诚信应聘,先照案例一的格式：裁判结果、裁判理由、现实意义。 / 案例二结果写驳回孙某请求，甲公司无需赔偿。 / 理由写诚实信用、知情权、劳动合同无效或解除合法；意义写维护用人单位权益和诚信劳动关系。,先照案例一的格式：裁判结果、裁判理由、现实意义。 / 案例二结果写驳回孙某请求，甲公司无需赔偿。 / 理由写诚实信用、知情权、劳动合同无效或解除合法；意义写维护用人单位权益和诚信劳动关系。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0214_2025_门头沟_一模_20_2,2025年 门头沟 一模 第20题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A8_劳动关系,有：A1_民事法律关系总论,B1_表格/裁判要点/补链,B1_表格/裁判要点/补链,参照案例一，完成案例二的裁判理由。,先定A8_劳动关系，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,孙某应聘时隐瞒真实工作经历 → 违反诚实信用原则和劳动者职业道德 → 用人单位知情权受损；甲公司在不知真实经历情况下签订劳动合同 → 意思表示不真实 → 劳动合同可认定无效或部分无效；甲公司查证后解除劳动关系 → 解除有法律依据 → 无需支付赔偿金,先写劳动合同订立要遵循诚实信用。 / 再写孙某隐瞒经历使甲公司违背真实意思签约。 / 最后写甲公司解除劳动关系合法，不承担赔偿责任。,先写劳动合同订立要遵循诚实信用。 / 再写孙某隐瞒经历使甲公司违背真实意思签约。 / 最后写甲公司解除劳动关系合法，不承担赔偿责任。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0025_2024_朝阳_二模_17,2024年 朝阳 二模 第17题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A8_劳动关系,有：A10_多元纠纷解决与诉讼程序,B2_判决/裁判/责任理由,B2_判决/裁判/责任理由,"结合材料,说明仲裁委员会作出上述裁决的理由,并分析该典型案例的意义。",先定A8_劳动关系，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,平台派单 → 平台对劳动过程有管理控制 → 体现人格从属性；签到、奖惩 → 劳动者接受平台管理和考核 → 不是平等合作关系；结算报酬且业务属于平台组成部分 → 劳动者经济上依赖平台、组织上嵌入平台 → 可认定事实劳动关系并保护劳动权益,先写不能只看合作协议名称，要看实际用工关系。 / 再从派单、签到、奖惩、结算和业务组成说明三从属性。 / 最后写仲裁认定劳动关系有利于保护新就业形态劳动者合法权益，规范平台用工。,先写不能只看合作协议名称，要看实际用工关系。 / 再从派单、签到、奖惩、结算和业务组成说明三从属性。 / 最后写仲裁认定劳动关系有利于保护新就业形态劳动者合法权益，规范平台用工。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0119_2025_丰台_期末_19,2025年 丰台 期末 第19题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A8_劳动关系,有：A1_民事法律关系总论,B2_判决/裁判/责任理由,B2_判决/裁判/责任理由,请运用《法律与生活》相关知识阐释法院的裁判理由。,先定A8_劳动关系，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,尹某违反规章、消极怠工、无故旷工 → 劳动者应完成劳动任务、遵守劳动纪律和职业道德 → 未履行劳动者义务；购物中心多次提醒后仍未改变 → 严重违反用人单位规章制度 → 用人单位可依法解除劳动合同；法院驳回赔偿请求 → 解除行为合法、不构成违法解除 → 保护用人单位合理用工自主权，提醒劳动者权利义务统一,先写劳动者既有权利也有义务。 / 再结合尹某旷工和违反规章说明解除有法律依据。 / 最后写法院驳回赔偿请求，维护合理用工秩序和健康劳动关系。,先写劳动者既有权利也有义务。 / 再结合尹某旷工和违反规章说明解除有法律依据。 / 最后写法院驳回赔偿请求，维护合理用工秩序和健康劳动关系。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0373_2026_顺义_一模_18,2026年 顺义 一模 第18题,PASS_RECOVERED,not_in_round03_source_check,covered_by_prior_locked_core,A8_劳动关系,有：A5_知识产权与竞争秩序;A1_民事法律关系总论,B3_诉求/请求能否支持,B3_诉求/请求能否支持,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。,先定A8_劳动关系，再按B3_诉求/请求能否支持作答；v12.2路径：诉求对象 -> 权利基础 -> 法律要件 -> 支持/不支持及理由。,仅招男性拒绝面试 → 平等就业权受侵害 → 用人单位不得性别歧视；竞业限制协议 → 保护商业秘密但限制劳动者就业 → 必须合法适度；配偶投资竞争企业并缴社保 → 需具体判断是否违反竞业义务 → 不能机械扩大限制范围,先分判两个诉求：就业歧视和竞业限制。 / 就业歧视链写平等就业权；竞业限制链写保护商业秘密与劳动者就业权平衡。 / 最后说明法院应在企业利益和劳动者权益之间依法平衡。,先分判两个诉求：就业歧视和竞业限制。 / 就业歧视链写平等就业权；竞业限制链写保护商业秘密与劳动者就业权平衡。 / 最后说明法院应在企业利益和劳动者权益之间依法平衡。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0181_2025_海淀_期末_21,2025年 海淀 期末 第21题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A8_劳动关系,有：A5_知识产权与竞争秩序,B5_意义/价值/保护/推动,B5_意义/价值/保护/推动,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。,先定A8_劳动关系，再按B5_意义/价值/保护/推动作答；Round05补丁：题干问竞业限制及加以限制的原因，本质是制度价值与权利平衡。,竞业限制保护商业秘密 → 企业有保护合法权益的需要 → 法律允许合理限制；竞业限制影响劳动者就业 → 限制必须合法、合理、适度 → 不能过度剥夺劳动权利；法律对竞业限制加以限制 → 平衡企业创新利益和劳动者就业权益 → 维护公平竞争和人才流动,先写竞业限制是为了保护用人单位商业秘密和竞争利益。 / 再写竞业限制会影响劳动者就业权，因此必须依法、合理、适度。 / 最后写法律既保护企业创新，也保障劳动者自主择业和人才合理流动。,先写竞业限制是为了保护用人单位商业秘密和竞争利益。 / 再写竞业限制会影响劳动者就业权，因此必须依法、合理、适度。 / 最后写法律既保护企业创新，也保障劳动者自主择业和人才合理流动。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0195_2025_西城_一模_20,2025年 西城 一模 第20题,PASS,formal_locked,KEEP_CORE,A8_劳动关系,有：A10_多元纠纷解决与诉讼程序,B5_意义/价值/保护/推动,B5_意义/价值/保护/推动,结合材料，综合运用经济和法律的知识，说明上述做法能促进社会公平与经济效率的平衡。,先定A8_劳动关系，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,工会指导企业开展集体协商并签订集体合同 → 通过法定协商机制表达劳动者诉求 → 保护劳动者合法权益、促进社会公平；工资调整、加班工资、劳动定额、工资支付办法进入协商议题 → 明确劳动报酬和劳动条件 → 减少劳动争议，规范企业用工；企业与劳动者形成稳定协商关系 → 兼顾劳动者积极性和企业正常经营 → 促进效率提升与和谐劳动关系,表达诉求、保护权益、规范用工、减少争议、稳定生产。 / 必须同时写社会公平和经济效率，不能只写劳动权益保护。 / 要把工资、加班、劳动定额、工资支付办法等材料信号带入答案。,先写法律机制：集体协商和集体合同使劳动者依法表达工资、加班、劳动定额等诉求。 / 再写权益公平：保护劳动报酬和劳动条件，促进社会公平。 / 再写规则预期和成本：明确工资支付、劳动定额和加班规则，减少劳动争议和协商成本。 / 最后写效率和平衡：稳定企业用工和生产秩序，提高经济效率，实现公平保护与效率提升的平衡。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0200_2025_西城_二模_18,2025年 西城 二模 第18题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A9_消费者权益与经营者义务,有：A1_民事法律关系总论,B2_判决/裁判/责任理由,B2_判决/裁判/责任理由,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。,先定A9_消费者权益与经营者义务，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,17 岁小刘为限制民事行为能力人，大额打赏与其年龄智力不相适应，且监护人未追认 → 民事法律行为效力有问题 → 返还请求有基础；平台审核措施不完善，未尽合理审查义务 → 平台有过错 → 不能把责任全推给未成年人家庭；父母疏于监管，小刘本人通过欺骗方式规避监管 → 监护人和本人也有过错 → 根据公平原则合理分担责任,先写小刘是限制民事行为能力人，大额打赏未经监护人追认，交易效力有问题。 / 再写平台、监护人、小刘本人均有过错。 / 最后写法院综合各方过错程度，依据公平原则分担责任，既保护未成年人，也规范平台和监护责任。,先写小刘是限制民事行为能力人，大额打赏未经监护人追认，交易效力有问题。 / 再写平台、监护人、小刘本人均有过错。 / 最后写法院综合各方过错程度，依据公平原则分担责任，既保护未成年人，也规范平台和监护责任。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0143_2025_朝阳_一模_19,2025年 朝阳 一模 第19题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A9_消费者权益与经营者义务,有：A4_合同,B3_诉求/请求能否支持,B3_诉求/请求能否支持,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。,先定A9_消费者权益与经营者义务，再按B3_诉求/请求能否支持作答；v12.2路径：诉求对象 -> 权利基础 -> 法律要件 -> 支持/不支持及理由。,机票代销平台隐蔽搭售 → 经营者未真实充分告知 → 损害知情权和自主选择权；消费者无法清楚知悉或有效拒绝 → 合同成立不等于消费者意思表示真实充分 → 可撤销或退赔；平台行为构成欺诈 → 符合惩罚性赔偿条件 → 法院支持相应诉求,先写平台作为经营者应真实、全面告知服务信息，保障消费者知情权和自主选择权。 / 再写隐蔽搭售使消费者难以清楚知悉和有效拒绝，构成欺诈。 / 最后写消费者请求退赔和惩罚性赔偿有法律依据，法院应予支持。,先写平台作为经营者应真实、全面告知服务信息，保障消费者知情权和自主选择权。 / 再写隐蔽搭售使消费者难以清楚知悉和有效拒绝，构成欺诈。 / 最后写消费者请求退赔和惩罚性赔偿有法律依据，法院应予支持。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0063_2024_西城_二模_16,2024年 西城 二模 第16题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A9_消费者权益与经营者义务,有：A1_民事法律关系总论,B5_意义/价值/保护/推动,B5_意义/价值/保护/推动,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。,先定A9_消费者权益与经营者义务，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,首单购买不合格食品 → 消费者合法权益受损 → 可依法支持赔偿请求；后续明知问题仍扩大购买 → 权利行使超出生活消费需要 → 法院可不支持牟利性扩大赔偿；判决区分首单和后续 → 保护消费者也防止滥用权利 → 维护食品安全和诚信秩序,先写经营者销售不合格食品损害消费者权益，首单维权应获支持。 / 再写后续知假大量购买带有牟利性，不能机械支持全部惩罚性赔偿。 / 最后写判决兼顾食品安全保护与诚信行使权利。,先写经营者销售不合格食品损害消费者权益，首单维权应获支持。 / 再写后续知假大量购买带有牟利性，不能机械支持全部惩罚性赔偿。 / 最后写判决兼顾食品安全保护与诚信行使权利。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0125_2025_延庆_一模_19,2025年 延庆 一模 第19题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A9_消费者权益与经营者义务,有：A4_合同;A10_多元纠纷解决与诉讼程序,B6_调解/维权/纠纷解决路径,B6_调解/维权/纠纷解决路径,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。,先定A9_消费者权益与经营者义务，再按B6_调解/维权/纠纷解决路径作答；v12.2路径：纠纷事实 -> 权利受损或争议焦点 -> 路径/主体/证据 -> 救济方案。,消费者退款后未退货 → 合同解除或退款后应返还相应利益 → 诚信原则约束双方；商品质量争议证据不足 → 调解不能直接偏向一方 → 要提示证据意识；商家损失较小且纠纷适合协商 → 调解方案应兼顾公平和效率 → 促成退货/合理补偿,先表明调解应围绕诚信原则和公平原则。 / 再说明消费者不能退款后占有商品，商家也要举证商品质量和损失。 / 最后提出退货、补偿或协商方案，兼顾双方利益。,先表明调解应围绕诚信原则和公平原则。 / 再说明消费者不能退款后占有商品，商家也要举证商品质量和损失。 / 最后提出退货、补偿或协商方案，兼顾双方利益。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0077_2025_东城_一模_19,2025年 东城 一模 第19题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A10_多元纠纷解决与诉讼程序,有：A4_合同;A8_劳动关系;A7_婚姻家庭与继承,B1_表格/裁判要点/补链,B1_表格/裁判要点/补链,阅读材料，完成下表。,先定A10_多元纠纷解决与诉讼程序，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,家装合同逾期进入诉讼程序后法官释法促赔 → 诉讼调解 → 既解法结又解心结，避免损失扩大；医院出资培训、柳某服务期未满辞职又申请返还违约金 → 劳动者权利义务统一、协议有效应守信 → 规范劳动者行为并维护用人单位权益；顾氏三兄弟长期照顾孤寡老人并申请指定遗产管理人 → 事实扶养与遗产管理制度 → 保护财产继承秩序，弘扬友善孝老,案件一填诉讼调解，写低标的争议通过调解化解。 / 案件二写培训协议有效，劳动者应守约，权利义务要统一。 / 案件三写遗产管理制度和事实扶养，落到财产保护与友善孝老。,案件一填诉讼调解，写低标的争议通过调解化解。 / 案件二写培训协议有效，劳动者应守约，权利义务要统一。 / 案件三写遗产管理制度和事实扶养，落到财产保护与友善孝老。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0325_2026_石景山_一模_18,2026年 石景山 一模 第18题,PASS,not_in_round03_source_check,covered_by_prior_locked_core,A10_多元纠纷解决与诉讼程序,有：A5_知识产权与竞争秩序;A8_劳动关系;A6_侵权责任,B1_表格/裁判要点/补链,B1_表格/裁判要点/补链,阅读材料，参考示例，分析案件中举证责任的分配方式及理由，完成下表。,先定A10_多元纠纷解决与诉讼程序，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,侵犯著作权罪等公诉案件 → 人民检察院承担被告人有罪举证责任 → 保障控辩平等和无罪推定；公司不服工伤认定和行政复议决定提起行政诉讼 → 行政机关对行政行为合法性承担举证责任 → 督促依法行政，保护行政相对人；窗户脱落砸车引发民事侵权诉讼 → 原告证明损害事实和因果关系，建筑物使用人证明自己无过错 → 谁主张谁举证与过错推定结合,案例一写公诉案件由检察院举证。 / 案例二写行政诉讼由行政机关举证行政行为合法。 / 案例三写民事诉讼中原告证明损害和因果，建筑物使用人证明无过错。,案例一写公诉案件由检察院举证。 / 案例二写行政诉讼由行政机关举证行政行为合法。 / 案例三写民事诉讼中原告证明损害和因果，建筑物使用人证明无过错。,locked_core_row_material_trigger_prompt_action_rubric_anchor
CC0223_2025_顺义_一模_19,2025年 顺义 一模 第19题,PASS,formal_locked,KEEP_CORE,A10_多元纠纷解决与诉讼程序,有：A3_物权与相邻关系;A5_知识产权与竞争秩序;A9_消费者权益与经营者义务,B6_调解/维权/纠纷解决路径,B6_调解/维权/纠纷解决路径,（1）运用《法律与生活》知识，分析上述案例是如何解决纠纷的。,先定A10_多元纠纷解决与诉讼程序，再按B6_调解/维权/纠纷解决路径作答；v12.2路径：纠纷事实 -> 权利受损或争议焦点 -> 路径/主体/证据 -> 救济方案。,邻居门口堆杂物垃圾、辱骂，法院调解后道歉和解 → 诉讼调解解决相邻纠纷 → 化解矛盾、修复邻里关系；通道属于共有部分，堆放杂物影响通行并有安全隐患 → 相邻各方应按方便生活、团结互助、公平合理处理关系 → 排除妨碍、合理使用共有空间；乙公司使用与甲公司相似企业名称并被市监局裁决纠正 → 企业名称混淆、损害商业信誉，属不正当竞争 → 行政裁决和诉讼共同定分止争,案例1写诉讼调解+相邻关系。 / 案例2写市监裁决+行政诉讼维持，核心是不正当竞争和名称混淆。 / 最后可以落到合法权益、市场秩序和社会和谐，但必须由两个案例推出。,案例1写诉讼调解+相邻关系。 / 案例2写市监裁决+行政诉讼维持，核心是不正当竞争和名称混淆。 / 最后可以落到合法权益、市场秩序和社会和谐，但必须由两个案例推出。,locked_core_row_material_trigger_prompt_action_rubric_anchor
