source_id,year,district_or_exam,paper_type,file_role,path,conversion_status,legal_hit_count,prompt_hit_count,sample
SRC_0eb74816f2_细则,2024,顺义,二模,rubric_or_marking,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,converted,2,0,18:①财产制度规范民事主体的财产关系，坚持物权平等保护原则，依法有效保护各种所有制经济组织和公民的财产权，确定财产归属，增强人民群众的财产财富安全感，增强社会信心，稳定市场主体投资、交易预期，促进财产的流通使用，促进经济社会持续健康发展和国家长 || 23:人民代表大会制度保证了国家机关协调高效运转，人民代表大会作为国家权力机关统一行使国家权力，按照民主集中制的原则，推动国家网信办、最高人民法院、最高人民检察院、公安部等相关部门，各司其职，各尽其责，协调一致推动网络改善的相关工作，保障人民当家
SRC_3019384a5b_试卷,2024,顺义,二模,question_paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,converted,27,0,42:8. 公益诉讼助力文物保护，百年米仓重焕生机。 || 43:注：行政公益诉讼是指人民检察院作为公共利益的代表，对违反法律规定，侵犯国家利益或社会公共利益的行为，督促行政机关依法履行监督管理职责，支持合格的当事人依法行使公益诉权的法律制度。 || 46:行政公益诉讼有利于推进法治政府建设和国家治理现代化 || 48:通过诉讼调解，促进文物的活化利用和文化遗产的依法保护 || 56:10.近年来，越来越多的商家通过直播带货吸引消费者。经营者吴某与某文化传媒公司合作，约定由该公司负责吴某所经营店铺在某平台上的运营与推广。合同约定平均每日可增加营销额数百元，吴某支付推广费用2万余元。合作期间，引流带货效果与在签订协议时对方
SRC_d39f12bd12_细则,2025,东城,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,converted,18,3,117:①解决机制（1分）：调解/诉讼调解/诉讼 1分 || 118:（对写“诉讼”得分的原因给予解释：该案已进入诉讼程序，虽然没有“审判”但也是通过 || 119:诉讼程序的某个环节，以出具调解书的方式解决，也属于诉讼解决机制） || 125:第二层：对医院的意义/对双方劳动关系的意义 1分 || 127:可替换：构建和谐劳动关系 1分
SRC_da58836310_试卷,2025,东城,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,converted,27,2,23:③继承和弘扬伟大的长征精神，战胜各种艰难险阻 || 72:A.通过行政诉讼纠偏纠错功能，规范行政执法 || 96:D.该图片是 AI软件的实践成果，小刘应对开发公司承担侵权责任 || 148:目前，数据确权和流通的法律体系尚未健全，数据的所有权、使用权、收益权等权属关系不够清晰。 || 170:案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并
SRC_066dbcf5b7_细则,2025,丰台,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,converted,4,4,86:本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 || 88:企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分
SRC_ef312c0ead_试卷,2025,丰台,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,converted,32,3,15:③旨在继承革命文化，完善中国共产党人的精神谱系 || 92:险缴纳义务，导致37名骑手因工伤索赔无门。该检察院遂向法院提起公益诉讼，要求平台补缴社保并公 || 94:A. 公司应履行缴纳社会保险的义务，按照平等自愿的原则与劳动者订立合同 || 98:B. 人民检察院通过公益诉讼，可以纠正损害公共利益的行为 || 99:C. 人民法院在执法过程中要公开透明，积极维护劳动者合法权益
SRC_4572acf26c_细则,2025,延庆,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,converted,7,2,20:本案标的较小，本着以和为贵的原则，适用调解。（1分） || 21:调解理由：消费者维护自己的合法权益应当遵循诚实信用原则，不能损害他人利益和社会经济秩序。（2分）杨某在收到网购商品后，以存在质量问题为由申请退款，且收到了退回的货款，与杨某之间买卖合同已经解除，应依法退还贾某的货物。（2分）杨某主张贾某出售 || 22:细则:“以和为贵”或社会主义核心价值观1分；诚信原则1分，分析材料1分；合同解除1分，材料分析1分；证据意识1分，材料分析1分，如学生未答出证据意识而是从商家角度分析可酌情给分。
SRC_438d82cfc4_试卷,2025,延庆,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,converted,33,3,64:④是在继承的基础上破旧立新，以更好的实现创新 || 98:10. 甲、乙两公司分别是自动驾驶领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将 || 99:“萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是 || 101:A. 丙公司属“搭便车”行为，构成不正当竞争，需承担违约的民事责任 || 103:C. 因为丙公司企业名称是经工商部门核准注册，其行为无侵权恶意，法院应不予受理
SRC_8ee813c0b5_细则,2025,房山,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,converted,16,0,105:①B集团通过挖走A集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 || 107:②法院对B集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 || 109:③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 || 111:1.不正当竞争 || 112:B集团通过挖走A集团核心技术人员并窃取技术秘密（材料1分）属于典型的不正当竞争行为（定性
SRC_dc005114ec_试卷,2025,房山,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,converted,45,3,62:范案件，邀请村干部旁听庭审，提升村干部法律意识和调解工作能力，从而帮助他们在基层工作中更好地 || 83:①李某使用该软件生成的图片有智力付出，享有该图片的著作权 || 85:③李某可向法院起诉刘某侵犯其信息网络传播权，要求消除影响 || 86:④李某与刘某发生违约纠纷，刘某应对其没有过错承担举证责任 || 89:桶。这样的改动，让张先生一家觉得难以接受。因协商未果，张先生将楼上住户高先生诉至法院，要求对
SRC_c3d1aea637_细则,2025,朝阳,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,ocr,12,1,76:①原告通过A公司平台购买机票，双方有要约、承诺/合同成立。— || 82:A 公司的合同欺诈导致工某在违背真实意思表示的情况下订立合同。（1分） || 83:合同无效/可撤销。 || 85:③根据消费者权益保护法， || 87:必须有消费者法律字样，“保护法”等不给分
SRC_07886c5796_20250329高3阅卷总结19题_合同欺诈_阐释论证,2025,朝阳,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,converted,54,4,1:20250329高3阅卷总结19题 合同欺诈 赵晋组 阐释论证     诊断导向：找准问题，对症改进，提高成绩！ || 8:结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 || 10:①原告支付机票款，已经出票，合同成立。（1分） || 11:②合同成立不等于生效。（1分） || 12:③某机票代销平台主观上具备欺诈故意，客观上实施了欺诈行为，以立减优惠的形式诱骗消费者购买了高价机票，使王某在违背意思表示的情况下订立合同，因此，根据民法典规定，王某请求人民法院撤销合同。（2分）
SRC_832947a8c9_试卷,2025,朝阳,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,converted,33,2,"47:②“单靠市场调节，会产生不正当竞争”，是在断定对象的可能情况 || 89:完全一致，认为该公司侵犯了自己的著作权，遂诉至法院。法院经审理认为, 该图片虽用AI创作，但需王 || 91:王某的智力劳动成果，遂判令该公司停止侵权并赔偿王某经济损失。由AI生成的图片 || 93:②使得法律和法院都难以界定艺术作品的创作主体 || 94:③如果符合一定的条件，可以受到著作权法的保护"
SRC_8cf8c31e07_EDU_1500334100000021014_61af1789_0742_472d,2025,海淀,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,converted,8,2,19:小黄与主题乐园签订的格式合同意思表示真实，条款符合公平原则，合同有效。小黄利用审查 || 20:漏洞不当获利的行为违反合同约定，违背诚信原则。主题乐园可以根据合同约定，采取撤销年 || 21:卡的方式解除合同。法院判决保护了主题乐园合法权益，有利于营造公平公正市场环境。 || 53:如树立创新思维、反对不正当竞争、维护消费者合法权益、市场秩序
SRC_20820628be_试卷,2025,海淀,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,converted,26,3,60:职责；音同“益”字，体现检察院通过行政公益诉讼形成中轴线保护工作合力；音同“一”字，体现检察院立 || 64:②开展公益诉讼检察工作，督促相关部门履职，推进全国文化中心建设 || 87:未果后诉至法院，要求小刘的爸爸刘某赔偿车辆维修费及鉴定费共计 8 万余元。法院判决刘某承担赔偿责 || 89:①小刘是限制民事行为能力人，根据过错推定原则，应由其监护人承担侵权责任 || 92:④法院应坚持以事实为根据、以法律为准绳，维护当事人合法权益
SRC_700c0fe3eb_细则,2025,石景山,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,converted,11,0,81:①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 || 83:对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 || 84:结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 || 87:①被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还研发费用、支付违约金等责任。 || 89:②依法打击不正当竞争行为，促进公平竞争，维护市场秩序，增强市场活力，营造创新环境，护航软件产业高质量发展，培育新质生产力。
SRC_949be36f20_试卷,2025,石景山,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,converted,39,3,108:11.大学毕业生王某与甲公司依法签署了劳动合同，按照约定公司为王某申请了进京户口指标，并额外支出 || 109:专项费用对其培训；王某承诺长期在职为公司服务，劳动合同周期为 8 年，如提前离职应当退回相应费用。 || 110:工作 3 年后，王某以个人原因提出离职申请，并因公司要求其交纳离职赔偿金而产生纠纷。据此，下列说 || 113:②双方签署的劳动合同具有法律效力，王某在服务期内不可以解除劳动合同 || 114:③王某的行为会给公司造成一定的损失，公司要求其作出相应赔偿并无不当
SRC_6ea5462e02_细则,2025,西城,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,converted,8,2,8:16．（7分） 可从知行关系、继承弘扬中华优秀传统文化等角度作答。 || 63:20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合法权益，促进广大劳动者特别是低薪劳动者群体实现体面劳动，实现社会公平。促进 || 67:可以确保双方协商一致、平等自愿，公平签订劳动合同（或结合订立劳动合同基本原则说明）  1分 || 72:激发劳动者积极性/保障收入  1分  ；建立和谐劳动关系  1分
SRC_062e7a5c77_试卷,2025,西城,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,converted,16,2,97:假宣传行为。 改，水果店当天将宣传海 法机关向当地人民法院申请强制 || 99:人民法院审理认为，该违法行为轻微并及时改正，没有造成危害后果。该处罚决定不符 || 102:人民法院的裁定 || 115:D．公众号发布小明所拍摄的小华的照片，存在著作权、肖像权、隐私权的侵权风险 || 118:A．小丁父母只能向狗主人小阳提出赔偿
SRC_70713581c0_细则,2025,门头沟,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,converted,15,5,40:20（1）驳回/不支持孙某诉讼请求（1分），甲公司无需支付赔偿金（1分）。 || 41:20（2）裁判理由共4分。 || 42:①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。 || 44:③甲公司在违背真实的意思的情况与其签订合同/写出不是甲公司真实的意愿/劳动合同无效即可得（1分） || 45:④甲公司提出解除劳动关系符合法律规定/解除劳动关系并无不妥/解除劳动关系的行为无过错（1分）
SRC_41b9c310be_试卷,2025,门头沟,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,converted,43,9,51:④被侵权的个人要依法行使国家权力，维护自己合法权益 || 72:6. 关于AI作品是否拥有著作权引发了广泛讨论。支持者认为：AI作品凝聚了研发者的智慧投入，应受著 || 75:A. 对“AI著作权”的真理性认识可以有多个 || 77:C. 对“AI著作权”的看法往往因人而异，具有主体差异性 || 78:D. 对“AI著作权”的争论既对立又统一，没有判定正误的标准
SRC_6087ed5408_细则,2025,顺义,一模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,converted,13,4,45:（未来产业角度1分）科技创新，是发力未来产业、加快形成新质生产力的源动力，科技创新和产业创新的深度融合，布局未来产业。（替代：自主创新能力，自主知识产权，关键核心技术自主可控） || 47:案例1：（解决纠纷方式）法院坚持诉讼调解实现邻里和谐、实质化解纠纷。（1分）（理由）根据通道为公共通行的通道，属于建筑物的共有部分，应当在合理限度内恰当使用；刘某为自家方便堆放垃圾和杂物，不仅影响邻居通行，存在重大安全隐患，而且违反了民法典 || 49:案例2：（事实分析）甲公司对字号使用在先，该字号在中国市场已经具有较高知名度和显著性。而乙公司擅自将该字号登记为企业名称使用，主观故意他人已经建立的商业信誉，造成公众混淆，损害甲公司的商业信誉，影响后者品牌形象和市场份额，同时对消费者构成欺 || 51:参考答案：民事主体行使民事权利不得超过正当界限，不得损害国家、社会、他人合法权益；在解决纠纷中，公民既要有维权意识，又要选择适当途径解决纠纷践行文明、和谐的社会主义核心价值观。坚持多元纠纷解决机制，支持人们理性表达诉求、依法维护权益，社会形
SRC_54c5e688c0_试卷,2025,顺义,一模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,converted,58,5,109:二款的规定向邓某发送《解除劳动合同通知函》。因此双方发生争议。 || 117:A．邓某可以特殊劳动保护的原则和调岗理由缺乏事实依据，依法要求公司履行合同 || 118:B．邓某虽未完整履行义务，但公司单方解约违背了协商一致的原则，构成实际违约 || 119:C．邓某须以双方自愿订立的有效仲裁协议为前提申请仲裁，这是解决争议的必经程序 || 123:颁发“见义勇为”荣誉证书，需古阿姨对救助情况进行确认却遭到拒绝，卫先生将古阿姨诉至法院。法院依
SRC_bd8e9436f8_细则,2025,东城,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,converted,25,2,47:17．结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义”。（9分） || 50:数字法院打破地域限制、实现司法普惠，让更广泛的群众享受到优质司法资源。 || 54:替代：便民利民／诉讼效率 || 117:①龙某为钱某文身案例（2分）：该情境有两个问题，即合同效力问题和侵权问题： || 119:合同效力问题：限制民事行为能力人/法定代理人未追认（1分）+ 合同无效（1分）
SRC_e1c925184a_试卷,2025,东城,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,converted,34,2,85:在接受工作人员救护后，张某拨打旅游环保法庭热线电话，要求景区管委会对其进行赔偿。旅游环保法庭 || 86:工作人员迅速到达现场，向双方当事人释法说理，开展调解工作。对此，下列说法正确的是 || 87:A.就地化解旅游纠纷，人民调解机制助力打造安心舒心的旅游环境 || 90:D.景区如果没有尽到安全保障义务，则须承担赔偿责任 || 93:B.王某“一房二卖”，先签买房合同且入住的丁某可对抗已办完产权过户的刘某权利
SRC_3a2e101926_16_1,2025,丰台,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,converted,3,0,37:1.文化传承角度：长安深植周礼秦制，这体现了传统文化具有相对稳定性。周礼秦制作为历史悠久的传统文化，在西安这片土地上延续至今，其基本特征保持不变，彰显着中华民族深厚的历史底蕴。设专项资金，令锔瓷点金、面花塑彩等古艺重焕生机，说明文化在继承的 || 38:2.文化创新角度：易俗大剧院中秦腔激昂传唱岁月故事，大唐不夜城里唐风盛景引人沉醉，传统与新潮交织。这表明文化创新需要继承传统，推陈出新。将传统的秦腔文化、唐风文化与现代的表演形式、旅游开发等相结合，创造出富有时代特色的文化产品和文化体验，既 || 41:4.辩证的否定观：易俗大剧院秦腔传唱、大唐不夜城唐风呈现，传统与新潮交织。这遵循了辩证的否定观，既不是简单肯定一切，也不是否定一切，而是在继承传统秦腔、唐风文化的基础上，否定其不适应时代的部分，融入现代元素，实现创新发展，推动华夏文明新画卷
SRC_58a9a8f3e6_18题,2025,丰台,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,converted,16,4,21: ②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优 || 31: ②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优 || 41: ②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优 || 51: ②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优 || 336:（十八）强化消费品牌引领。聚焦商贸、物流、文旅等服务领域，分类制定提升服务品质政策，打造更多中国服务品牌。将中华优秀传统文化融入产品设计，支持开发原创知识产权（IP）品牌，促进动漫、游戏、电竞及其周边衍生品等消费，开拓国货“潮品”国内外增量
SRC_dfa78c60e1_19_2,2025,丰台,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,converted,80,27,3:题号+设问 | 19.（2） 一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来创新发展预留了空间。运用《法律与生活》知识，谈谈你对这句话的理解。(8分) | 19.（2） 一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来创新 || 4:试题立意与考查方向解读 | 本题以“司法建议与AI技术”为载体，聚焦法律在社会治理中的动态平衡功能，旨在考查学生对法律“规范现实”与“引领未来”双重作用的理解。学生需要调用《法律与生活》中的有关知识，结合材料提供的有效信息，有逻辑和结构的围 || 7:这句话体现了法律在技术创新与社会秩序之间的平衡作用。司法建议通过明确 AI技术应用的法律边界，既规范了当前的技术行为，防止技术滥用，又为技术的未来创新发展提供了合法的空间。通过划定“红线”，如要求企业安装“版权雷达”和“数字巡警”，对侵权行 || 9:这句话体现了法律在技术创新与社会秩序之间的平衡作用。司法建议通过明确 AI技术应用的法律边界，既规范了当前的技术行为，防止技术滥用，又为技术的未来创新发展提供了合法的空间。通过划定“红线”，如要求企业安装“版权雷达”和“数字巡警”，对侵权行 || 11:这句话体现了法律在技术创新与社会秩序之间的平衡作用。司法建议通过明确 AI技术应用的法律边界，既规范了当前的技术行为，防止技术滥用，又为技术的未来创新发展提供了合法的空间。通过划定“红线”，如要求企业安装“版权雷达”和“数字巡警”，对侵权行
SRC_770de383c9_试卷,2025,丰台,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,converted,28,0,92:9. 北京市首家街道劳动人事争议“一站式”调解中心成立。该调解中心在原有解纷中心的 基础上融入了公益 || 93:法律服务、工商联行业监管、工会联合调解等多元化功能，并设置了 巡回法庭、心理咨询室、争议调解室 || 94:等专业功能室。通过专业力量、社会资源、居民自 治，构建“大维权”“大调解”体系，为辖区内企业和劳动 || 96:便捷的调解服务，实现“只进一扇门、最多跑一地、事务全办清”。该调解中心 ①提供“一站式”服务，促进 || 97:劳动关系和谐
SRC_2df7863ec9_细则,2025,昌平,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,converted,35,6,21:继承和发扬优秀传统文化，弘扬民族精神，树立文化自信，指导实践 || 94:“沉浸式”演艺根据当前新的消费需求，运用逆向思维创新观演模式，使观众由被动变主动，给予消费者新的观演体验。（3分，知识点2分+结合材料1分） || 99:案件情况 | 处理结果 | 裁判理由 || 100:李某是一名AI绘图软件爱好者，他使用人工智能软件制作了一张图片，并加上“AI绘画”等标签，发布在自己的社交平台上。网友刘某看到图片后，感觉非常契合自己的文章，便直接拿来作为配图使用，还抹去了平台署名水印。李某认为刘某的行为侵犯了自己的著作权 || 101:小王向银行申请开通信用卡，且宣称已阅览申请材料，明晰信用卡相关信息，愿意遵循领用合约及申请表中所列的所有条款。后来小王使用该卡透支消费，却未依照合同约定履行还款义务。银行屡次向小王催告，然而小王迄今仍未还款。为维护自身的合法权益，银行将其诉
SRC_f67354a12e_试卷,2025,昌平,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,converted,56,5,86:9.商务部等5部门发布《手机、平板、智能手表（手环）购新补贴实施方案》，消费者购买上述数码产品， || 98:五 选取部分城市开展快递行业劳动合同制度试点，推动快递企业依法与从业人员签订劳动合同 || 112:D.错误，只有安理会和国际法院的决议才有强制约束力 || 133:认定，本次事故出租车司机应负全部责任。双方就赔偿事宜协商未果，小王将出租车司机诉至法院。关 || 135:①出租车司机对于撞上隔离带的行为不存在主观故意，应减轻其赔偿责任
SRC_436f84dc1e_细则,2025,朝阳,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,converted,16,3,144:（1）结合材料，运用《法律与生活》知识，分析上述案例。（8分） || 145:（2）假如你是人民调解员，提出解决纠纷的建议。（2分）  || 150:刘先生侵犯了孙女士的隐私权，应当承担侵权责任。 || 151:根据民法典的规定，楼道属于双方各自专有部分以外的共有部分，双方享有共有和共同管理的权利。摄像头能拍摄到孙女士家的日常进出信息，与其财产安全、私人生活习惯等高度关联，属个人隐私范畴，应视为具有隐私性质的人格利益，应受法律保护。 || 153:刘先生和孙女士作为不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系。
SRC_8757176245_扫描全能王_2025_05_13_21_42,2025,朝阳,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,ocr,14,3,176:（1）（8分）刘先生侵犯了孙女士的隐私权，应当承担侵权责任. || 177:根据民法典的规定，楼道属于双方各自专有部分以外的共有部分，双方享有共有 || 183:助、公平合理的原则，正确处理相邻关系. || 189:刘先生侵犯了孙女士的隐私权，2分 || 190:注意：隐私权，如果字写错了，不给分.比如，侵、稳等.
SRC_d411e2158d_试卷,2025,朝阳,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,converted,21,4,"86:④是继承和弘扬党的光荣传统,以党风带政风促民风的有力举措 || 99:10.周某与 A 公司签订了《住宅装饰装修工程施工合同》,约定由 A 公司设计并施工。A 公司按照设计图施 || 101:书》。周某额外花费9万元用于整改加固。随后,周某将A公司诉至法院,要求A公司赔偿加固费、精神损失 || 103:①周某与A公司订立的书面合同具有即时清结的特点,便于预防纠纷 || 105:③周某选择请求A公司承担违约责任,不影响其请求精神损害赔偿"
SRC_06bdaf7a81_2025届二模考试讲评0510,2025,海淀,二模,lecture_or_explanation,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,converted,18,4,223:• 知识模块：知识产权法、程序法、法治等 || 230:• 另一方面本题需要学生思考商标恶意抢注的效果，从自己真实收获出发体 || 236:3. 未经许可使用商标权 / 侵犯商标权 （要和2对应）1分 || 238:5. 老字号 / 知名度 / 无侵权（没有损害原告权益） / 被告拥有的在先权利（要和4对 || 244:证据对诉讼得价值 / 了解法庭审理得内容和流程
SRC_05a280b2e0_细则,2025,海淀,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,converted,5,1,6:3.未经许可使用商标权/侵犯商标权((要和2对应)1分 || 8:5.老字号 /知名度/无侵权(没有损害原告权益)/被告拥有的在先权利(要和4对应)1分 || 13:证据对诉讼得价值/了解法庭审理得内容和流程 || 80:辩证否定 | 扬弃、否定之否定 | 继承与发展;保留与克服
SRC_5b0f1d77d0_2025年海淀二模评标实录,2025,海淀,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,converted,1,0,13:想考社会实践类的活动，之前考的是更多对于案情的研究和判断，这次呢我们想在这个基础上兼顾下诉讼程序，尤其是选必二的最后一单元专门讲到了，所以命制了这个提面。做成了填空，但是替换答案比较少。
SRC_203635b75b_试卷,2025,海淀,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,ocr,40,3,81:5. 2025年3月，《最高人民法院关于审理预付式消费民事纠纷案件适用法律若干问题的解释》发 || 83:•经营者收取预付款后终止营业，不按照约定兑付商品或提供服务，恶意逃避消费者申 || 84:请退款，需承担惩罚性赔偿责任。 || 85:•经营者控制合同文本或消费记录，无正当理由拒不提交，法院根据消费者的主张认定 || 87:•商场作为场地出租者，若未要求经营者提供经营资质，导致消费者损失，需承担民
SRC_7e4a722d6d_细则,2025,西城,二模,rubric_or_marking,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,converted,4,1,41:18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段 || 45:综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则（1分）。
SRC_62207119d5_试卷,2025,西城,二模,question_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,converted,13,2,101:②消费者履行付款义务，网络销售者履行交付义务，诚信机制的保障非常重要 || 102:③订立合同中涉及到一些必要的个人信息，若合同未成立，商家没有对此保密的义务 || 104:为合同的组成部分 || 198:想要回其余40万余元的打赏款，遭到拒绝。所以，我们现在将平台告上人民法院，要求返还充值款项。 || 200:小刘冒充监护人的身份与平台客服电话沟通，平台才 《中华人民共和国民法典》
