suite_id,question,prior_book_module,new_book_module,new_status,question_type,row_granularity,rule_id,matched_terms,evidence_source_type,evidence_source,evidence_text
2025_顺义_一模,14,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,included,objective,question,STRONG_BLOCKER_B3_NATIONAL_SECURITY,"国家安全,平安中国,新安全格局",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9dd43cae443f853c.txt,"建设更高水平平安中国,事关事业兴旺发达、事关人民美好生活、事关国家长治久安。某校开展“我 与国家安全”主题活动,通过微演讲等形式引导学生增强国家安全意识。下列可以作为演讲主题的是( ) 1把捍卫国家经济安全摆在首位,以新安全格局保障新发展格局 2深入开展国家安全宣传教育,切实增强全民国家安全意识 3以促进国际安全为根本,完善参与全球安全治理机制 4建设更高水平平安中国,以新安全格局保障新发展格局 A.13 B.14 C.23 D.24"
2025_顺义_一模,2,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,included,objective,question,STRONG_BLOCKER_B3_COMMUNITY_GOVERNANCE,"社区微花园,居民参与,社区治理,民生",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9dd43cae443f853c.txt,"2025 年北京市政府提出,共建社区微花园(楼边院角的迷你小花园)50 个。自去年北京启动微花园建 设以来,广大居民积极献言建策,共同参与社区小微空间的改造和利用,不仅扮靓社区环境,也为居民生 活增添了许多乐趣与温馨,微花园成为深受市民喜爱的楼下“绿色会客厅”。共建社区微花园( ) 1解决了社区发展动力问题,促进了人与自然和谐共生 2需集思广益、因地制宜,既贴近社区实际,又契合居民期待 3蕴含着民生“大情怀”,彰显实干奋进、善作善成的治理理念 4提升了社区凝聚力和居民归属感,建立了完善的居民参与机制 A.13 B.14 C.23 D.24"
2026_东城_一模,7,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_CONDITIONAL_EXPERIMENTS,"除非,或者,如果,一定为真",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0dafc181e82eb031.txt,"中国科学院大学星际航行学院聚焦星际推进、空间科学等前沿领域,围绕逃逸粒子类型开展研究,通 过实验得到如下信息: ⇨实验一:逃逸粒子除非是太阳风带电粒子,否则就是星际中性粒子。 第3页/共10页 ⇨实验二:逃逸粒子或者不是星际中性粒子,或者不是外日球层衍生粒子。 ⇨实验三:逃逸粒子如果不是外日球层衍生粒子,就不是星际中性粒子。 根据上述三项实验,以下说法一定为真的是 A.逃逸粒子是外日球层衍生粒子 B.逃逸粒子不是外日球层衍生粒子 C.逃逸粒子是星际中性粒子 D.逃逸粒子是太阳风带电粒子"
2026_东城_期末,14,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_GLOBAL_AI_GOVERNANCE,"全球智能治理,国际治理框架,全球智能鸿沟",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/15664381470d8300.txt,"全球具身智能机器人市场在技术迭代、政策支持等多因素驱动下蓬勃发展。美国以技术原创加上军工牵 引为主线,欧洲坚持 “伦理先行”,以合规与精度建立壁垒,中国企业以 “技术出海+本地化合作 ”策略 向国际市场发力。产业竞争的加剧带来全球智能鸿沟和安全风险挑战。对此,下列认识正确的是( ) A. 全球具身智能机器人市场竞争力的提升成为当前国际竞争的实质 B. 中国具身智能机器人企业的出海成功主要依赖于低的制造成本 C. 国际治理框架的完善是弥合全球智能鸿沟、保障安全的根本前提 D. 全球智能治理需在鼓励创新与防范风险、促进普惠之间寻求平衡"
2026_东城_期末,4,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_B4P_LIFE_ORIGIN_SCIENCE,"认识规律,自在联系,物质运动,基础科学",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/15664381470d8300.txt,"40 亿年前,生命的种子如何萌发?某研究团队通过模拟早期地球环境条件,首次让核糖核酸与氨基酸通 过自发化学反应结合起来,形成了通向蛋白质合成的关键中间体。该成果为解答生命起源中 “蛋白质如何 合成”的关键问题提供了全新思路,有望应用于人工生命系统构建、原位蛋白质合成技术以及新型药物的 精准递送。这表明( ) 1模拟早期地球环境的类比实验是认识和利用规律的前提 2核糖核酸与氨基酸的自在联系可能是生命起源的关键 3生命在物质的相对运动中实现了从低级到高级的进化 4基础科学的突破能够推动生物工程与生物技术的应用 A. 13 B. 14 C. 23 D. 24"
2026_东城_期末,7,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_PREDICTION_TRUTH_TABLE,"如果,仅有一个符合事实,不可能为真",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/15664381470d8300.txt,"某高中举办“科技+体育”运动会,设置四大项目:“AI 运动数据挑战赛”“AI 主题闯关”“跨年级智 能接力赛”“人机赛跑”。四位老师对比赛结果作出如下预测: 周老师:“人机赛跑”会达标。 吴老师:如果“AI 运动数据挑战赛”达标,那么“跨年级智能接力赛”就不会达标。 郑老师:如果“人机赛跑”未达标,那么“AI 主题闯关”也未达标。 王老师:“AI 运动数据挑战赛”和“跨年级智能接力赛”都会达标。 上述四人的预测仅有一个符合事实,以下哪项不可能为真( ) A. AI 运动数据挑战赛达标,AI 主题闯关未达标 B. 跨年级智能接力赛达标,AI 运动数据挑战赛达标 C. AI 主题闯关达标,跨年级智能接力赛未达标 D. AI 主题闯关达标,人机赛跑未达标"
2026_丰台_一模,2,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,included,objective,question,STRONG_BLOCKER_B3_PEOPLE_ASSESSOR,"人民陪审员,司法领域,审判民主化",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_一模.txt,"人民陪审员制度是社会主义民主政治在司法领域的重要体现。截至2025年底,全国人 *民陪审员达34万人,队伍结构不断优化,职业分布多元,基层群众占比超50%。不同 行业的人民陪审员带着专业积累走进法庭,其基于常识常情常理的认知,为法官准确 把握法律适用尺度提供了重要参考。人民陪审员制度 1植根我国国情,有利于提升司法审判的民主化水平 2在司法过程中兼顾法理与情理,推动案件公正审理 3通过吸纳多元主体参与,替化法官行使部分审判权 4拓宽公众参与司法的渠道,扩伏公民基本政治权利 A. 12 B. 13 C. 24 D. 34"
2026_丰台_二模,6,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_B4P_LITERARY_IMAGE_THINKING,"意象,主观与客观,思维能动性",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_二模.txt,"燕子归来是文学作品中的常见意象,在经典诗词中被赋予丰富的内涵。如“几处早莺 争暖树,谁家新燕啄春泥”绘早春生机;“泥融飞燕子,沙暖睡鸳鸯”写春日和暖; “无可奈何花落去,似曾相识燕归来”叹时光流转。该意象 A. 直接揭示了燕子归来与季节变换之间本质的必然的联系 B. 是艺术加工的产物,体现了主观与客观的相互转化 C.可脱离客观现实,实现对自然现象的概括与总结 D. 是人们对春日生机的反映,体现了思维的能动性"
2026_丰台_二模,9,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_TRUTH_LIAR_LOGIC,"只有一人说假话,必然为真,推断",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_二模.txt,"花茶是我国独具特色的茶叶品类,主要有茉莉花茶、白兰花茶和珠兰花茶等。甲、乙、 丙、丁四人对这三种茶的态度只有“喜欢”或“不喜欢”,每人恰好喜欢两种、不喜 欢一种,且四人中只有一人说假话,其余三人说真话。 甲:乙不喜欢茉莉花茶。 乙:我不喜欢的茶与丙相同。 丙:甲喜欢茉莉花茶,且丁不喜欢白兰花茶。 丁:甲、乙、丙三人中恰好有两人喜欢茉莉花茶。 据此,下列推断必然为真的是 1甲不喜欢白兰花茶 2乙喜欢珠兰花茶 3丙不喜欢珠兰花茶 4丁不喜欢白兰花茶 A. 13 B. 14 C. 23 D. 24"
2026_延庆_一模,7,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_AIGC_CONCEPT_RELATION,"交叉关系,反对关系,逻辑思维规则",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/cc91930411716013.txt,"人工智能生成内容(AIGC)是指利用人工智能技术自动生成的各类内容,常见形式包括文字、图片、音 频、视频、代码等。AIGC 是当前人工智能领域的热门应用方向,AIGC 的快速发展,催生了大批相关从业 者。下列表述符合逻辑思维规则的是 A. “人工智能”与“人工智能生成内容”是交叉关系 B. “AIGC 生成的视频”与“AIGC 生成的图片”是反对关系 C. 有些 AIGC 工具能生成图文,有些AIGC 工具能生成视频,所以,有些能生成视频的工具能生成图文 D. 所有 AIGC 从业者都需掌握算法基础,小延不是AIGC 从业者,所以,小延不需要掌握算法基础"
2026_房山_一模,7,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_CONCEPT_DIVISION_CONTRADICTION_LAW,"划分,概念,矛盾关系,矛盾律",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_房山_一模.txt,"2026年央视春晚节目《武BOT》,将中华传统武术与人形机器人表演相结合d机器人 凭借精准算法、稳定控制,完成高难度武术动作;武术少年展现气韵神韵,人机协同 呈现出兼具科技感与文化感的舞台效果。对这一创意节目,下列表述正确的是 1节目创意源于实践,并经过精心构思,体现了思维具有能动性 .2 “表演形式”划分为“传统武术”“机器人表演”“舞台表演” 3 “传统武术表演”与“机器人武术表演”两个概念属于矛盾关系 4节目既保留武术神韵,又实现科技创新,没有违背矛盾律的要求 A. 12 B. 14 2 D. 2 4 ===== 试卷.pdf page 4 ===== “吃水不忘挖井人”的故事,讲述的是毛泽东发现群众饮水困难,带领干部群众挖井 取小,井挖成后,群众再也不用到池塘挑脏水喝了。如今,在瑞金沙洲坝,“吃水不 忘挖井人,时刻想念毛主席”的石碑依然矗立。上述材料最适合论证的观点是 A.党员干部要践行根本宗旨,把为民造福作为最大政绩 B. 党员干部要传承红色文化基因,克己奉公、无私奉献 C.党员干部要坚定马克思主义信仰,服从组织、严守纪律 D. 党员干部要依法执政,完善公共服务,提高人民生活品质"
2026_朝阳_一模,12,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_INTELLIGENT_ECONOMY_PATH,"智能经济,数据要素,产业智能化,资源要素",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/585b15124610aff7.txt,"智能经济新形态,是以人工智能为核心驱动力、以数据为关键要素、以全域智能化为基本特征的新一 代经济形态,是“人工智能+”从局部赋能向系统性重塑转型的产物。关于打造“智能经济新形态”的实 施路径,下列传导正确的是( ) 1更新基础设施→实现数据广泛汇聚→优化算力结构→输出高效智能服务 2聚焦技术攻关→突破核心算法→嵌入业务场景→赋能传统产业智能化升级 3构建智能产业平台→新业态持续涌现→催生营销模式创新→实现资源要素整合 4重建标准体系→提升数据生成能力→降低协作成本→推动智能经济生态繁荣 A. 12 B. 14 C. 23 D. 34"
2026_朝阳_期末,11,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_SYLLOGISM_PREMISE,"小前提,结论,大前提",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/5a53b5c6863d7f95.txt,"具有耐干旱、耐高温特点的月季花,正在逐渐成为北京城市绿化、彩化景观的主角。如果以“北京街头 大部分的绿化花卉是耐干旱月季花 ”为小前提,以“北京街头大部分的绿化花卉适应北京夏季高温环境 ” 为结论,应该补充的大前提是( ) A. 耐干旱月季花适应北京夏季高温环境 B. 有些耐干旱月季花适应北京夏季高温环境 C. 有些耐干旱月季花不适应北京夏季高温环境 D. 所有适应北京夏季高温环境的花卉都是耐干旱月季花"
2026_海淀_一模,12,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_AI_PRODUCTIVITY_TOOL,"人工智能工具,新生产工具,产品,资源配置",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_海淀_一模.txt,"一位从未写过代码的开发者借助人工智能工具,仅耗时约一小时就完成了一款App 开发;三 位开发者花费一千元,便“手搓”出一款轻量化独居安全 App•利用人工智能等新生产工 具将一个新的创意转化为一个产品,这是“手搓经济”的典型场景。“手搓经济” A 降低市场准人门槛,激发创造性劳动 B. 通过标准化生产摊薄成本,实现规模效应 C. 周期短、省人力,投人产出比高 D. 提高资源配置效率,容易催生行业垄断 能源安全事关经济社会发展全局。回答第13、14题。"
2026_海淀_一模,13,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_GREEN_ENERGY_STRUCTURE,"能源结构,可再生能源,绿色低碳发展",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_海淀_一模.txt,"“十四五”时期,我国建成全球最大、发展最 水电 607 •火电 快的可再生能源体系。对右图分析正确的是 50- •心-核电 1太阳能发电快速发展,成为我国占比最大 ••风电 40- 0太阳能发电 的能源类型 30- 2风电、核电装机容量不断增加,绿色能源 20- 发展动能强劲 10- 3火电装机容量持续下降,加速推进我国能 0 2021 源转型 2022 2023 2021—2024年我国各能源类型发电装机容量同比增长率 2024年份 4我国能源结构优化升级,绿色低碳发展取得积极成效 A. 13 B. 14 C. 23 D. 24"
2026_海淀_二模,14,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_FOREIGN_TRADE_VALUE_CHAIN,"外贸进出口,全球贸易价值链,外贸市场",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/e7b70a05645843b6.txt,"“十五五”首季,中国经济起步有力、开局良好,外贸进出口再创新高。 据此可知 1外贸出口规模与质量提升,有效扩大社会总需求 2跨境资本流动加快,全球要素配置效率显著提升 3制造业实力增强,稳步向全球贸易价值链高端迈进 4外贸市场呈多元化趋势,区域政治经济一体化程度加深 A.12 B.13 C.24 D.34"
2026_海淀_期末,7,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,included,objective,question,STRONG_BLOCKER_B3_PARTY_STYLE_GOVERNANCE,"中国共产党,延安作风,全面从严治党",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/11cac42f979196cd.txt,"延安作风是中国共产党在延安时期形成的独特革命精神风貌。 我们是共产党人......就万万不能沾染官僚习气......我们要养成一种新的风气,延安作风。——毛泽东 我们党之所以能够取得新民主主义革命的胜利,带领人民建立了新中国,原因有很多条,其中重要一条是我们党始终保持同人民群众的血肉联系,最终“用廷安作风打败西安作风”。——习近平 关于延安作风,下列理解正确的是 1延安作风是党的宝贵精神财富,是党认识和解决问题的行动依据 2延安作风集中体现了党的初心使命和性质宗旨,广泛赢得了民心 3延安作风为新时代作风建设提供历史参照,是新时代党员的根本行为规范 4新的历史条件下不断传承弘扬延安作风,要一以贯之推进全面从严治党 A.12 B.13 C.24 D.34"
2026_石景山_一模,3,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_B4P_AI_CONSCIOUSNESS,"意识,主观能动性,直接现实性",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0d4a5cd29c2e6961.txt,"AI 写作以其强大的数据处理和算法分析能力,为写作带来了革命性的效率提升,也为创作者提供丰富 的素材和思路。通过数据投喂训练,AI能够形成个性化写作风格,或模仿特定创作范式。然而,AI写作也 会出现表述机械、套话堆积、信息来源模糊、缺乏原创性和创造力等问题。这说明( ) 1AI能进行思维模拟,不能替代人的意识和特有感知 2新事物都具有两面性,AI写作的利与弊不可调和 3写作应发挥主观能动性,跳出路径依赖,展现独立思考 4AI写作的高效,展现了其创作具有直接现实性的优势 A.13 B.14 C.23 D.24 第2页/共10页"
2026_石景山_一模,4,UNKNOWN_OR_MIXED,B4_CULTURE,included,objective,question,STRONG_BLOCKER_B4C_TANG_POETRY_CITY_CULTURE,"唐诗之都,文化品牌,城市文明风尚",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0d4a5cd29c2e6961.txt,"陕西西安着力打造“唐诗之都”的文化品牌。到西安,你可以赴一场终南山下的 “唐诗之约”,去大 唐不夜城“邂逅李白”,到唐城墙遗址公园参加社区诗会。古城建设力求把“在册之诗”,变成“在地之 诗”、化为“在心之诗”。这就需要( ) 1人人背诗,加深文化记忆,继承发展“在册之诗” 2因景成诗,因诗成景,打造独特的“在地之诗” 3涵养城市文明风尚,形成泽润人心的“在心之诗” 4提升城市现代化水平,形成一方水土的“在地之诗” A.12 B.14 C.23 D.34"
2026_石景山_一模,6,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_EMBODIED_INTELLIGENCE_CONDITION,"如果,除非,推断必然正确",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0d4a5cd29c2e6961.txt,"具身智能是指智能体通过身体与环境的互动产生的智能行为。从字面上理解,具身智能是指具有身体 的人工智能,但并非所有具有身体的人工智能都是具身智能,只有那些能像人一样感知、学习的人工智能, 才能称之为具身智能。如果材料内容为真,下列推断必然正确的是( ) 1具有身体的人工智能不是非具身智能 2有些具有身体的人工智能是能像人一样感知、学习的人工智能 3如果不能称之为具身智能,则是不能像人一样感知、学习的人工智能 4除非是能像人一样感知、学习的人工智能,否则不能称之为具身智能 A.13 B.14 C.23D24"
2026_石景山_二模,3,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_B4P_DIALECTICS_BROAD_FINE,"辩证法,中国式现代化,过犹不及,度",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/00b61bbb2c75b4be.txt,"“致广大而尽精微”语出《中庸》,意思是:既要致力于达到广博深厚的境界,又要尽心于精细微妙之处。这句话包含大与小的辩证法,又是为政、修身的方法论。以下做法符合其理念的是 1立足推进中国式现代化的大局谋划地区工作,因地制宜、精准发力 2重视“微”,群众利益无小事,从细节着手,做到“眉毛胡子一把抓” 3注重“精”,以“绣花功夫”把改革发展各项工作做扎实、做到位 4做到“尽”,防止过犹不及,做到得中而处,把握好事物发展的度 A.12 B.13 C.24 D.34"
2026_西城_一模,10,UNKNOWN_OR_MIXED,XB2_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB2_ELEVATOR_PROPERTY_RIGHTS,"业主,加装电梯,采光损失,公平合理",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/795b221243cdf7b6.txt,"某住宅楼业主就加装电梯事项依法形成决议,相关建设规划申请获得行政主管部门批准。施工期间,该楼一层业主甲因加装电梯影响房屋采光而坚决反对。对此,下列分析正确的是 1 因未获得全体业主一致同意,且已对甲造成实质影响,该决议无效 2 加装电梯的决议合法有效,甲必须无条件服从 3 加装电梯的决议有效,但应补偿甲的房屋采光受影响的损失 4 加装电梯涉及情理法,应遵循团结互助、公平合理的原则开展协商 A.12 B.13 C.24 D.34"
2026_西城_一模,15,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_WTO_REFORM,"世贸组织,世界经济,全球经济治理",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/795b221243cdf7b6.txt,"中国向世贸组织提交《关于当前形势下世贸组织改革的立场文件》,这是世贸组织改革进程启动以来,中国向世贸组织提交的首份全面系统阐述改革立场的政策文件。为促进世界经济发展繁荣,世贸组织应 A.坚持和平共处原则,积极主导国际政治经济秩序 B.专业、高效、廉洁,以发展中国家的共同繁荣为宗旨 C.发挥多边金融机构的作用,推动基础设施建设和互联互通 D.以发展为中心,引领世界贸易体系的新秩序,改善全球经济治理格局 第二部分 本部分共6题,共55分。"
2026_西城_一模,6,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_B4P_TECH_SCENARIO_DIALECTICS,"关键部分,新旧事物,共性个性,联系形式",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/795b221243cdf7b6.txt,"场景是新技术、新产品实现创新落地的试验场,是连接技术与产业、打通研发与市场的关键桥梁。从具身智能训练场汇集多品牌人形机器人,在模拟的工业、康养等环境中协同训练,到AI覆盖交通、民生等众多场景,场景应用不仅检验技术“有没有”,更在“好不好用”“能不能推广”上给出回答。创新应用场景 A.应立足龙头企业这一关键部分,更好推动创新应用产业化发展 B.在推动产品不断迭代升级中,实现新事物与旧事物的相互转化 C.要善于把握寓于共性中的个性,推动技术从单一领域向众多行业辐射 D.通过建立多样的联系形式,满足多元需求,促进价值转化"
2026_西城_二模,11,UNKNOWN_OR_MIXED,XB2_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB2_MARITAL_PROPERTY_COMPANY,"夫妻共同财产,抵押,公司股东,破产责任",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/21ae4c2f7aee5465.txt,"夫妻钱某和赵某有两套住房,其中一套是钱某婚前购买的。钱某计划自己创业办公司,急需资金,想用家里的房产作抵押。下列分析正确的是 1两套房产都属于夫妻共同财产,钱某抵押房产需要得到赵某的同意 2房产抵押可以解决钱某的融资问题,保证流动性,实现物尽其用 3钱某作为公司股东取得的经营收益如无特别约定,属于夫妻共同财产 4如果钱某创办的公司破产,需要夫妻双方共同承担无限责任 A.12 B.14 C.23 D.34"
2026_西城_二模,15,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_G20_GLOBAL_ECONOMIC_GOVERNANCE,"二十国集团,全球经济治理,国际经济合作",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/21ae4c2f7aee5465.txt,"面对世界经济形势的发展演变,全球经济治理需要与时俱进、因时而变。共同完善全球经济治理,二十国集团应 1加强沟通和协调,照顾彼此利益关切,共商规则共迎挑战 2充分行使主权,共同构建公正高效的全球金融治理格局 3推动各国在国际经济合作中的权利平等、机会平等、规则平等 4构建开放透明的全球贸易和投资治理格局,避免利益的差别和对立 A.12 B.13 C.24 D.34 第二部分 本部分共5题,共55分。"
2026_西城_二模,5,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_CONDITIONAL_PREMISE,"只有,必然推出,前提",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/21ae4c2f7aee5465.txt,"生态环境法典将“绿色低碳发展”单独成编,对噪声、油烟等群众“家门口”的顽疾作出专门规定。某社区落实法典精神,通过大家商量着办,制定了如下规则: 只有解决了餐饮油烟扰民问题,或解决了固定设备噪声扰民问题,该社区才能参与竞选绿色宜居示范小区。 据此,要必然推出“该社区解决了餐饮油烟扰民问题”,需要以下哪项作为前提 A.该社区解决了设备噪声扰民问题,但未入选示范社区 B.该社区未解决设备噪声扰民问题,但入选了示范社区 C.该社区解决了设备噪声扰民问题,且入选了示范社区 D.该社区未解决设备噪声扰民问题,且未入选示范社区"
2026_西城_期末,1,UNKNOWN_OR_MIXED,B4_CULTURE,included,objective,question,STRONG_BLOCKER_B4C_NATIONAL_SPIRIT_BELIEF,"必胜信念,革命实践,民族复兴,精神动力",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_西城_期末.txt,"“我们要抱定必胜的决心,保卫黄河!保卫华北!保卫全中国!”抗战时期 我国军民抵御侵略的精神旗帜,如今更转化为新时代的坚定信念。昔日的战场上, 盐碱滩涂变沃土、光伏蓝板聚能量、特色产业促振兴•••从站起来、富起来到强 起来,中国人民的必胜信念更加紧定。 必胜信念 1 是时代的产物,时代越发达,信念越坚定 2 始终承载着中国人民对民族复兴伟业的执着追求 3 根植于革命实践,在中国式现代化建设中得到完整诠释 4 跨越时空,历久弥坚,为中国发展提供了强大精神动力 A. 12 B.13 C. 24 D. 34 C 2. B 3. A 4.D 5.C 6.C 7.D 8.B 9.D 10.B"
2026_西城_期末,12,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_RAILWAY_PRICING_RESOURCE_ALLOCATION,"票价优惠,差别定价,资源优化配置",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_西城_期末.txt,"据报道,铁路部门对130余条线路的1300余趟动车组列车进行票价优惠调整。执行票价以 12306 公布票价为上限,实行不同幅度的折扣:旅时长、客座率偏低的列车打折幅度 较大,旅速快、长期供不应求的列车小幅打折或不打折,学生、儿童、残疾军人、伤 残人民警察、残疾消防救援人员等旅客继续享受“折上折”。下列评论正确的是 A.动车票价完全市场化,有利于铁路运输资源优化配置 B. 铁路企业可以通过差别定价,增加盈利,确保竞争优势 C.旅客的差异化出行偏好,促使铁路部门执行不同折扣的票价 D. 对不同旅客执行不同票价属于价格歧视,不符合公平交易原则 北京市西城区 2025—2026 学年度第一学期期末试卷 高三思想政治 第4页(共9页) ===== 2026北京西城高三上期末政治教师版.pdf page 5 ====="
