suite_id,question,parent_question,old_book_module,new_book_module,old_status,new_status,rule_id,matched_terms,prompt_source,prompt
2026_海淀_二模,9,,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,blocked,included,B3_EXPLICIT_POLITICS_PROMPT,居委会,paper,"以下为某社区新一届居民委员会换届选举方案的主要环节。 关于这一方案,下列说法正确的是 1街道办事处与居委会之间是领导与被领导的关系 2选民登记的相关举措保障了居民的知情权与监督权 3实行差额选举确保选举过程的公开透明,提高选举公信力 4可在投票选举前补充候选人与居民见面的环节,候选人向居民介绍履职设想 A.12 B.13 C.24 D.34"
2026_海淀_期末,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,中国特色社会主义,paper,"大国重器,砥定乾坤。2025年9月3日,北京天安门广场举行盛大阅兵仪式,所有受阅装备都是国产现役主战装备,其中无人智能、水下作战等新域新质力量首次大规模集结,展现了我国强大的科技实力和创新能力,受阅武器装备实现历史性跨越。这一历史性跨越 1离不开社会主义革命和建设时期奠定的工业基础 2意味着我国的基本国情与国际地位发生了深刻改变 3表明自主创新是坚持和发展中国特色社会主义的必由之路 4彰显了中国人民捍卫国家主权、安全和发展利益的决心 A.13 B.14 C.23 D.24"
2026_海淀_期末,14,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,贸易自由化,paper,"海南自贸港全岛封关将于2025年12月18日正式启动。封关是一个海关术语,是指在特定区域实行“‘一线’放开、‘二线’管住、岛内自由”政策。海南自贸港全岛封关 1激发国际市场投资需求,增强国际金融安全 2提高贸易自由化便利化水平,吸引全球优质资源要素 3简化通关流程,弱化岛内监管,释放更多惠企惠民的开放红利 4提高对外开放水平,助力构建面向全球的高标准自由贸易区网络 A.12 B.13 C.24 D34"
2026_海淀_期末,15,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,国际社会,paper,"2025年是中国和欧盟建交50周年中国与欧盟在经济、贸易、科技、文化等诸多领域都有着广泛且深入的合作中欧都是国际社会中的“大个子”。着眼未来,中欧应 1加强全方位对话合作,避免造成分歧差异 2扩大利益汇合点,致力于推进合作、寻求共赢 3坚持亲诚惠容理念,增进双方理解互信 4积极承担全球责任,做变革世界中的建设性力量 A.12 B.13 C.24 D.34 第二部分 本部分共7题,共55分。"
2026_石景山_一模,19,,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,blocked,included,B3_EXPLICIT_POLITICS_PROMPT,"《政治与法治》,政治与法治,城市治理",paper,"(8分) 北京作为超大城市之一,非机动车保有量巨大,与之相连的管理问题也日益凸显,不仅威胁道路交通 安全,还影响了城市形象和居民生活品质。新修订的《北京市非机动车管理条例》将于 2026 年 5 月 1 日实 施。此次修法将“安全”置于首位,通过“约束人的行为”与“规范车的状态”双管齐下,为非机动车安 全管理全面“加码”。强制佩戴乘员头盔、骑行时不得浏览手机、全面禁止非法拼改加装、严禁携带电动 车电池进入居住建筑...条例直面在非机动车管理中的痛点、难点问题,将产品安全、通行安全、消防安全 要求贯穿非机动车生产、销售、登记、使用、停放、充电各环节、全场景。 结合材料,运用《政治与法治》知识,阐述此次条例修订对城市治理的意义。"
2026_西城_二模,14,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,消费,paper,"读数,感受经济脉动。 关于图中数据,下列分析合理的是 1北京市老年智能产品交易规模及其增速呈现下降趋势 2老年人口数量增加与支付能力提升,为市场提供了增长动力 3不同类型的老年智能产品与老年人需求的匹配度存在差异 4消费升级趋势下,企业应专注研发高端化智能产品,打造品牌形象 A.12 B.14 C.23 D.34"
2026_西城_二模,9,,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,blocked,included,B3_EXPLICIT_POLITICS_PROMPT,居委会,paper,"北京市某普通商品房小区业主因对物业公司收取的“车位管理费”标准及服务质量存在异议,暂缓缴纳。物业公司多次在其驾车出地库时阻拦其通行,双方冲突不断升级,矛盾激化。对此,以下分析正确的是 资料卡 《北京市物业管理条例》规定,本市普通商品住宅小区物业服务收费实行市场调节价,由物业服务企业与业主协商确定。 1该小区车位管理费由物业公司依法自主定价 2若业主认为收费不合理,可向相关管理部门投诉,督促政府履行公共服务职能,维护公平有序的市场环境 3物业拦车行为超出了合法催收的限制,侵害了业主的财产权和人身权益,业主有权依法主张权利救济 4居委会应积极履行调解职能,搭建沟通渠道,及时化解矛盾 A.12 B.14 C.23 D.34"
2026_西城_期末,2,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,改革开放,ocr-cache,"改革开放以来,中国企业“出海”经历了四个发展阶段: 出口以劳动密集型 产品为主;美国、日 本 主要目标市场 越来越多的中 国企业开始迈 上国际化进程 依托供应链与跨境电 商拓展全球市场;投 资重心转向东盟国家 高端制造业成沩 出口增长点;品牌 成为核心竞争力; 深耕新兴市场 20世纪80年代 2001年 党的十一届三中全会以来 加入WTO 以来 2013年 提出“一带一路”偶议以来 2022年 党的二十大以来 可见 1 党的战略决策引领中国企业“出海” 不断升级 2从“卖产品”到“卖品牌”,我国始终依靠的是传统比较优势 3 改革开放这一最广泛而深刻的社会变革,\为企业“出海”提供了历史机遇 4 更大范围、更宽领域、更深层次的开放格局,助力企业开拓新兴市场 A. 12 B. 14 C. 23 D. 34 北京市西城区 2025—2026 学年度第一学期期末试卷"
2026_门头沟_一模,8,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,中国特色社会主义,paper,"2026 年,中国特色社会主义法律体系迎来三个标志性“新成员”——生态环境法典、 民族团结进步促进法、 国家发展规划法。 某校同学们对此展开了热烈讨论, 以下是部分 同学的发言: 上述同学的发言,正确的有 A. 甲和乙 B. 甲和丙 C. 乙和丁 D. 丙和丁"
2026_顺义_二模,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,中国特色社会主义,ocr-cache,"新征程是充满光荣和梦想的远征。从“中国路”看中国式现代化道路,更能读懂“走好我 们这一代的长征路”的中国密码。 通达之路越走越畅。 陕西延安、广西凭祥等一 批革命老区的首个高铁 春运圆满落慕。逾5万 公里中国高铁网,提高效 率、提速发展,路畅心 也畅。 创新之路越走越宽。 珠江口,世界最高双层悬 索桥——狮子洋大桥,逾 百吨的预制钢壳节段,平 均7天吊装一节,对接精 度达毫米级。 共赢之路越走越广。 中企承建的非洲首条沙 漠重载铁路—阿尔及 利亚西部铁路矿业线项 目全线通车,成沩“沙漠 地区开展大型基础设施 项目的典范”。 对此,下列认识正确的是 1 通达之路形成的高铁网标志着我国已经基本实现了社会主义现代化强国 2 基础设施建设领域的创新能力和领先地位使中国成为国际事务的主导者 3 开放合作、互利共赢的正义之路有利于推动实现共同繁荣的世界现代化 4 中国特色社会主义道路是当代中国赶上时代、引领时代发展的康庄大道 A. 12 B. 14 C. 23 D. 34"
2026_顺义_二模,21,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,"中国特色社会主义,改革开放",ocr-cache,"(10分) “先见”与“远虑”的理政智慧,在中华文明应变图强的历程中赓续千年,更在中国共 产党百年奋斗里实现传承创新、淬炼升华。 凡事预则立,不预则废。——《礼记•中庸》 人无远虑,必有近忧。——《论语•卫灵公》 锐始者必图其终,成功者先计于始。——张居正 新民主主义革命时期,党以深远洞察突破教条束缚,确立农村包围城市的正确战略, 筑牢革命胜利根基。 社会主义革命和建设时期,党和国家精准研判发展短板,依托首个五年计划擘画工 业化蓝图,搭建国民经济主干框架,在社会主义建设的探索实践中,建立起独立的、比较 完整的工业体系和国民经济体系。 改革开放和社会主义现代化建设新时期,从“六五”到“十五”深耕改革、扩大开放、 惠及民生,稳步实现总体小康;“十一五”完成“计划”向“规划”转型,遵循市场规律强化 顶层谋划;“十二五”聚焦创新驱动,推动发展转向提质增效、转型升级。 中国特色社会主义进入新时代,从“十三五”决胜脱贫攻坚、筑牢民生底线,到“十四 五”布局科技自立自强、破解核心短板,再到“十五五”锚定高质量发展、完善安全体系, 党始终以远见应对时代变局。玫克技术瓶颈、践行双碳目标、统筹发展安全、构建双循环 格局,皆是先见谋事、远虑固本的生动体现。党将传统理政智慧与马克思主义中国化时 代化成果深度融通,凭借举国统筹、接力长远规划的治理效能,让这份千年智慧成次支撑 中国式现代化稳步前行、护航民族复兴行稳致远的深厚精神底气与重要实践指引。 结合材料,综合运用所学,阐述“先见”与“远虑”的传统理政智慧力何能成为支撑中 国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。 (考生务必将答案答在答题卡上,在试卷上作答无效)"
2026_顺义_二模,8,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,中国特色社会主义,ocr-cache,"《中华人民共和国生态环境法典》是具有中国特色、体现时代特点、反映人民意愿、系统规 范协调的法典。 今 系统整合现有立法资源,废止10部重复法律,吸收保留20多部法律的核心要则; 令 填补光污染、新污染物管控、废旧动力电池处置等立法空白,对气候变化等新课 题作出前瞻性规定; 个 将绿色低碳发展独立成编,纳入“双碳”目标,构建污染防治、生态保护、绿色发 展、责任追究于一体的法治体系。 编纂生态环境法典 1 是坚持以人民为中心的发展思想,增进民生福社的必然要求 2 贯彻落实了习近平法治思想和生态文明思想,推进人与自然和谐共生 3 系统整合现有法律资源并填补空白,明确国家机关的权利与责任 4 推动中国特色社会主义法律体系建成,为中华民族永续发展筑牢法治根基 A. 12 B. 14 C. 23 D. 34"
