suite_id,question,prior_next_action,review_result,new_book_module,rule_id,evidence_text
2025_海淀_一模,11,manual_review_needed,resolved_by_strong_source_signal,XB2_EXCLUDED,STRONG_BLOCKER_XB2_ENTREPRENEURSHIP_BUSINESS_FORM,"小海与小淀喜欢用短视频记录生活,由于视频内容有趣、形式新颖,两人账号粉丝量迅速增长。他们 决定创办一家企业,全职经营互联网业务。关于两人的创业,下列观点合理的是 1合伙企业无需缴纳企业所得税,适合规模较小的初创企业 2可创办有限责任公司,股东只需以认缴出资承担有限责任 3合伙企业作为营利法人,应遵循守法和公序良俗等原则 4经营互联网业务不需要实体店铺,无需办理营业执照 A.12 B.14 C.23 D.34"
2025_海淀_一模,4,manual_review_needed,kept_blocked,,,"1917 年,毛泽东在《体育之研究》中提出 “文明其精神,野蛮其体魄 ”,喊出了积贫积弱年代中国青年的 梦想。跨越百年,体育之于人民、之于国家,有了更恢宏的图景,承载着国家强盛、民族振兴的梦想。这 要求 1学生担起民族复兴重任,在锻炼中增强体质、健全人格、锤炼意志 第2页/共9页 2学校树立全面育人理念,积极为学生参与体育活动创造客观条件 3家长遵循成长成才规律,在渐进性与连续性的统一中提高学生身体素质 4国家优化人才评价体系,推动“文明精神”向“野蛮体魄”的价值转化 A.12 B.14 C.23 D.34"
2025_海淀_一模,5,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_DEFINITION_CONDITIONAL,"生态产品价值实现机制是指在严格保护生态环境的前提下,由政府和市场通过合理的路径和方式,将 生态产品价值转化为经济价值和社会价值的制度形式。据此,下列理解正确的是 1这是运用定义的方法明确“生态产品价值实现机制”的外延 2除非严格保护生态环境,否则不能构建生态产品价值实现机制 3如果生态产品价值未能成功转化,要么缺少政府作用,要么缺少市场作用 4完善该机制需要运用矛盾运动的观点,以动态的方式思考生态产品价值 A.12 B.13 C.24 D.34"
2025_海淀_二模,16,manual_review_needed,kept_blocked,,,"(8分) 在获取信息易如反掌的时代,我们还需要记忆大量知识吗?有网友对此展开讨论: 网友“有始有终”:记忆并不是机械存储信息的过程。通过记忆,我们将不同的信息联结、 整合,形成有意义的网络。例如通过记忆“唐宋八大家”,人们照见的是唐宋年代的文学盛況。 网友“放飞自我”:与人工智能相比,人类记忆的容量有限,且容易随时间消退。与其费力 背诵,人类完全可以利用人工智能存储、检索、整理信息,提高效率。 网友“实现梦想”:记忆是人类开展思维活动的内容与基底。人类的创造力和灵感往往来自 于充足的知识积累,缺乏知识储备的思维创新如同“无米之炊”。 结合材料或个人体验,运用《哲学与文化》知识,谈谈你的看法。"
2025_海淀_二模,18,manual_review_needed,resolved_by_strong_source_signal,XB2_EXCLUDED,STRONG_BLOCKER_XB2_TRADEMARK_MOCK_COURT,"(12分) 小海旁听了学校的“模拟法庭”活动,以下是旁听笔记。 【法条参考】 《中华人民共和国商标法》第三十二条 申请商标注册不得损害他人现有的在先权利,也 不得以不正当手段抢先注册他人已经使用并有一定影响的商标。 【庭审记录】"
2025_海淀_二模,6,manual_review_needed,resolved_by_strong_source_signal,XB2_EXCLUDED,STRONG_BLOCKER_XB2_CUSTODY_RIGHTS,"颜某与罗某婚后育有一女小罗,一家人共同生活。后因家庭矛盾未能得到有效调和,父亲罗某 将6岁的小罗强行带至外地生活。颜某请求法院裁定罗某将小罗送回原住所并禁止罗某抢夺、 藏匿未成年子女。对此案认识正确的是 1强行改变惯常生活可能对未成年子女的身心健康产生不利影响 2法律保障未成年人的合法权益,应由小罗自行决定其居住地 3罗某有权按照自己意愿改变子女居住地,法院需考虑其情感需求 4父母对未成年子女的监护权平等,抢夺行为侵害了颜某的监护权 A. 13 B.14 C. 2 D. 24"
2025_海淀_期末,16(1),manual_review_needed,kept_blocked,,,
2025_海淀_期末,17,manual_subquestion_split_needed,kept_blocked,,,"7 月 30 日,中共中央政治局召开会议,指出要有力有效支持发展瞪羚企业。 在我国,对瞪羚企业的政策支持始于北京中关村科技园区。近期,某市推出了一系列政策: ·为瞪羚企业提供一定的财政补贴,用于购买设备、引进技术、开展市场调研等。 ·为瞪羚企业提供一定的税收优惠,如减免企业所得税、增值税等。 ·积极引导金融机构为瞪羚企业提供融资支持,包括贷款、担保等方式。 ·给予瞪羚企业在人才引进方面的支持,包括提供人才公寓、给予人才引进补贴等。 运用《经济与社会》知识,说明上述政策将如何促进瞪羚企业发展。"
2025_海淀_期末,19,manual_subquestion_split_needed,kept_blocked,,,"某中学党支部组织党员教师共同学习修订后的《中国共产党纪律处分条例》 。下面是部分学习内容。 [修改解读] 第三十条是在原有条款上修订而来的,这一条款的修订主要有两个方面。一是针对 实践中多发易发的违法行为,充实规定了党员有其他 “破坏社会主义市场经济秩序、违 反治安管理等”违法行为,损害党、国家和人民利益的,应当视具体情节给予处分。二 是基于当前实际,增加了对违反国家财经纪律行为的党纪处分规定,明确 “违反国家财 经纪律,在公共资金收支、税务管理、国有资产管理、政府采购管理、金融管理、财务 会计管理等财经活动中有违法行为的 ”,视情节给予党纪处分,进一步突出了对违反财 经纪律行为的惩戒。 结合材料,运用《政治与法治》知识,分析上述条款修订的原因。"
2025_海淀_期末,20,manual_subquestion_split_needed,kept_blocked,,,"党的二十届三中全会提出要统筹建立粮食产销区省际横向利益补偿机制。 目前我国有 13 个粮食主产区、7 个主销区和 11 个产销平衡区。粮食主产区贡献了全国 75%以上的粮 食。但长期以来,由于种粮收益低、对财政贡献小,主产区往往面临 “产粮多、经济弱、财政穷 ”的困境。 针对这一状况,我国建立了以国家财政转移支付为主的纵向补偿机制。在这一机制下,中央政府是唯一的 补偿主体,目前难以进一步增加财政支持力度。 考虑到多数主销区经济较为发达,我国提出建立横向利益补偿机制。统筹考虑主产区和主销区粮食生 产、流通、消费等相关因素,由主销区给予主产区一定的资金支持,并进一步拓展产业、人才、技术服务 等协作方式,使农民种粮不吃亏、主产区抓粮不吃亏。 结合材料,运用《经济与社会》知识,说明我国建立粮食产销区省际横向利益补偿机制的意义。"
2025_石景山_一模,14,manual_review_needed,resolved_by_strong_source_signal,XB1_EXCLUDED,STRONG_BLOCKER_XB1_BELT_AND_ROAD_AID,"“小而美”是中国对外合作的流行语,指的是投入金额少、聚焦民生和社区需求的小型工程。在共建 “一带一路”走深走实的新阶段,形成了中国菌草、杂交水稻、青蒿素、鲁班工坊等一大批叫得响、立得 住、传得快的“小而美”优质援外品牌。 “小而美”项目的战略地位不断提升,源自于该项目 1生动践行普惠包容的理念,提升了共建国家的民生福祉 2加强发展中国家基础设施建设,推动了多领域互联互通 3坚持经济效益和社会效益相统一,促进了当地可持续发展 4不断拓展相互投资和产业合作领域,实现了各国互利共赢 A. 13 B. 14 C. 23 D. 24"
2025_石景山_一模,17,manual_subquestion_split_needed,kept_blocked,,,"(16 分) 宣言,指国家、政府、政党等为了对某重大问题表明立场和态度而公开发表的文件。2024 年,多个面向全 球的“北京宣言”发布, “中国之治”随之与世界共享。 材料一 在北京接诉即办改革论坛上,发布了《城市治理现代化北京宣言 (2024)》 。北京近 年来进行以 12345 市民热线为主渠道的接诉即办改革,探索形成了以市民诉求驱动超大城 市治理现代化之路。下列是北京接诉即办改革的重要举措。 ●将“接诉即办”作为各级党委政府“一把手”工程进行顶层设计,打破行政组织“条块 分割” ,把街乡镇作为基层治理的基本单元,形成权责清晰、条块联动的体制机制,高效解决群众急难愁 盼问题。 ●市人大常委会制定《北京市接诉即办工作条例》 ,明确规定接诉即办的工作体系和机制、诉求人的权利和 义务等,让基层治理更加规范。 ●最大限度动员人民群众参与城市建设,广大市民成为城市治理问题的发起者、治理过程的参与者、治理 成效的获得者、治理程序的监督者。 结合材料一,运用《政治与法治》知识,说明北京是如何通过接诉即办改革实现大城善治的。 (8 分) 材料二 通过多个“北京宣言” ,中国积极为完善全球治理贡献智慧。 中方尊重非洲国家基于本国国情所作出的政治和经济选择,不干涉非洲国家内政,不在对非援助中附加条 件。 中方支持非洲国家在全球治理特别是在解决全球性问题的包容性框架中发挥更大影响和作用。 中方愿与有意愿的非洲国家商签共同发展经济伙伴关系框架协定,推动更加灵活务实的贸易投资自由化便 利化安排。 ——摘自《关于共筑新时代全天候中非命运共同体的北京宣言》 世界多极化应是平等有序的,国际法对所有国家是平等统一适用的,应避免双重标准和例外主义。 以开放包容的态度尊重文明多样性,不应奉行歧视性、排他性“文明优越论” , 不应蓄意挑起文明冲突。 做大并分好全球经济“蛋糕” ,让发展成果更多更公平地惠及各国"
2025_石景山_一模,4,manual_review_needed,kept_blocked,,,"在党的二十届三中全会审议通过的《中共中央关于进一步全面深化改革、推进中国式现代化的决定》中, 多次出现“自愿” “自主” “允许”等表述。例如,按照自愿、弹性原则,稳妥有序推进渐进式延迟法定 退休年龄改革;赋予地方政府房地产市场调控自主权,允许有关城市调减住房限购政策......这表明我们党 1充分依靠群众,支持基层探索创新,自下而上总结改革经验 2尊重个性差异,根据主体愿望调整政策,增强改革的包容性 3坚持实事求是,尊重多元诉求,最大限度地协调各方利益 4把握适度原则,有序推动改革,促进经济和社会平稳发展 A. 12 B. 13 C. 24 D. 34"
2025_西城_一模,4,manual_review_needed,kept_blocked,,,"2025 年政府工作报告提出,要推动更多资金资源“投资于人”。“投资于人”是与“投资于物”相对 应的概念,后者指将资金资源投入到建厂房、买 设备、修路架桥等方面,而前者指将资金资源投入到 人的发展和保障上。下列选项中正确的是 1现代化的本质是人的现代化,“投资于物”不符合现代化发展的方向 2资源是有限的,“投资于人”与“投资于物”之间的对立是矛盾的主要方面 3人是发展的目的,强调更多资金资源“投资于人”是以人民为中心的生动体现 4要将“投资于物”同“投资于人”紧密结合,形成经济发展与民生改善的良性循环 A.12 B.14 C.23 D.34"
2025_西城_二模,11,manual_review_needed,resolved_by_strong_source_signal,XB2_EXCLUDED,STRONG_BLOCKER_XB2_PUBLIC_PLACE_SAFETY,"在地铁站上下电梯的时 候,常常会听到广播里循环播放: “请您站稳扶好,不要看手机,不要倚靠电 扶梯......”在此情形中 1乘客作为自身安全的第一责任人,应自觉遵守公共场所的安全规定,履行对自身安全的注意义务 2地铁运营设施管理人履行的安全保障义务是一种不可免除的法定义务 3如果乘客在乘梯过程中看手机没有站稳而摔倒,地铁公司亦须承担无过错责任 第4页/共10页 4地铁公司履行了提醒的义务,若乘客自己不慎摔倒,地铁公司不再需要履行及时救助或协助的义务 A.12 B.13 C.24 D.34"
2025_西城_二模,14,manual_review_needed,resolved_by_strong_source_signal,XB1_EXCLUDED,STRONG_BLOCKER_XB1_DATA_SOVEREIGNTY,"数据的特性使其可以在全球范围内跨越不同国家和地区自由流动,这为数据管辖权带来巨大挑战。各国 在数据的定义、使用与保护标准方面存在显著差异,数据跨境流动时,数据主权与数据的属地管辖权之 间冲突频繁。为减少类似冲突,适合的做法是 A.明确数据主权高于数据的属地管辖权 B.各国通过政策和法规强化对本国数据的控制 C.制定国际规则,明确各国都无权使用位于他国的数据 D.数据调取国和来源国加强协作,寻求数据治理的共识"
2025_西城_二模,2,manual_review_needed,resolved_by_strong_source_signal,B4_PHILOSOPHY_EXCLUDED,STRONG_BLOCKER_B4P_THEORY_PRACTICE_VIEW,"思深方益远。“如果忙忙碌碌,只是机械做事,陷入事务主义,是很难提高认识和工作水平的。” 习近 平总书记的谆谆告诫,发人深省。各种事务千头万绪,但不能乱,不能陷入事务主义。之所以说不能陷 入事务主义,是因为 1机械做事,缺乏能动性创造性,是主观唯心主义的体现 2事务多是必然的,思考谋划是偶然的,要推动必然和偶然的转化 3陷入事务主义的人,尊重经验而看轻理论,难以通观客观过程的全部 4眼里只有具体事务,只见一得之功与一孔之见,会缺乏长远目标和大局观念 A.12 B.14 C.23 D.34"
2025_西城_二模,3,manual_review_needed,kept_blocked,,,"我国人工林面积居世界首位,是全球增绿最多的国家。现在, 适龄公民履行植树义务有造林绿化、抚 育管护、自然保护、认种认养、设施修建、捐资捐物、志愿服务、其他形式等八大类,并有各自的折 算标准,例如林中悬挂人工鸟巢 1 个,折算 1 株植树任务;认养和保护古树名木 1 株,折算 3 株植树 任务......下列认识正确的是 1创新全民义务植树尽责形式,可以方便适龄公民就近、适时、多样尽责 2增绿就是增优势,可以为高质量发展注入强劲绿色动能 3植树就是植未来,以变革社会的实践推动美丽中国建设 4良好生态是重要的公共物品,具有排他性,需要人人尽责 第2页/共10页 A.12 B. 14 C.23 D. 34"
2025_西城_二模,5,manual_review_needed,kept_blocked,,,"据统计,全国各类返乡入乡创业人员人超过了 1200 万人,相比大多数青年向往大城市,他们选择了扎 根泥土,成为“新农人”“农创客” 。有的回村办起家庭农场,鼓舞起全村干劲,优质农产品不愁销; 有的依托当地民俗传说、农耕技艺、山水风光,开发打造研学课程,让曾经的产业空心村有了新支柱。 “新农人”“农创客”的选择 1彰显了他们的价值追求和人生理想 2超越了社会所提供的客观条件,实现了自己的价值 3会助力乡村全面振兴,展现了青年责任和担当 4把握住了人生际遇,实现了个人与社会的转化 A.12 B. 13 C.24 D. 34"
2025_西城_二模,6,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_CONCEPT_RELATION,"谷雨三朝赏牡丹。景山公园两万余株牡丹进入盛花期,古建红墙 掩映,各色牡丹尽显雍容气韵。 “洛 阳红”是牡丹的一个著名品种,以下选项中与“洛阳红”和“牡丹”的逻辑关系最为相似的是 A.红墙黄瓦:故宫 B.景山公园:北京市 C.谷雨:节气 D.红楼梦:四大名著"
2025_西城_期末,10,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_PARTY_LEADERSHIP_DISCIPLINE,"据新华社报导,中共中央政治局 12 月 9 日召开会议,分析研究 2025 年经济工作;听取中央纪委国家 监委工作汇报,研究部署 2025 年党风廉政建设和反腐败工作。围绕这一报导,同学们提出了以下观点,其 中正确的是 1党总揽全局协调各方,分析研究 2025 年经济工作,加强对经济工作的全面领导 2党的活动依规依法向党外公开,有利于提高党的执政能力和领导水平 3听取中央纪委国家监委工作汇报,体现了地方服从中央的民主集中制原则 4党风廉政建设和反腐败工作属于党自身的建设,与执政能力无关 A.12 B.14 C.23 D.34"
2025_西城_期末,14,manual_review_needed,resolved_by_strong_source_signal,XB1_EXCLUDED,STRONG_BLOCKER_XB1_EXPORT_STRUCTURE,"中国各类商品出口份额变化 由上图信息可推断 A.中国的比较优势保持不变,创新能力不断增强 B.中国商品出口结构在向价值链中高端移动 C.中国传统的劳动密集型产业在转型升级 D.中国制造业优势在逐渐消退"
2025_西城_期末,2,manual_review_needed,resolved_by_strong_source_signal,B4_CULTURE,STRONG_BLOCKER_B4C_REVOLUTIONARY_CULTURE_ROUTE,"追随慈悲庵爱国仁人志士的足迹、走近“生如闪电之耀亮”的高君宇、 探访早期传播马克思主义的前哨 ——京报馆、了解女高师进步学生的故 事、在李大钊旧居看他梦想的新中 国......人们探访“播火之路”的意义在 于 1追寻革命前辈的信仰之路,以史鉴今、资政育人 2依托红色历史遗存,探究社会主义建设的艰辛历程 3追忆奋斗历程,了解马克思主义中国化时代化的新成果 4在亲身实践中改造自己的主观世界,弘扬伟大建党精神 A.12 B.14 C.23 D.34"
2025_西城_期末,8,manual_review_needed,resolved_by_strong_source_signal,B2_ECONOMICS,STRONG_BLOCKER_B2_WATER_RIGHT_MARKET,"宁夏宁东能源 化工基地是我国西部规模最 大的化工园区,水资源短缺问题 是制约园区发展的重要因素。 为破解“用水之困”,宁夏购得四川阿坝州 3 年 1500 万立方米的黄河用水权。此次交易价格,双方参考了阿 坝州居民生活水价、工业水价以及宁夏用水权交易平均价格,确定为每立方米 1.2 元。关于这一用水权交 易,分析正确的是 《中华人民共和国黄河保护法》第一百零二条规定: “国家建立健全黄河流域生态保护补偿制度”“国家支持在黄河流域开展用水权市场化交易”。 第3页/共10页 1节水方阿坝州得到了生态保护补偿,交易对节水方更有利 2运用市场机制破解水资源瓶颈,在更大范围内实现了黄河水资源优化配置 3对阿坝州发展节水农牧业有激励作用,对宁东化工园区的化工生产有约束作用 4通过创新融资模式,将水资源变为“水资产”,有效推动了水资源节约集约利用 A.13 B.14 C.23 D.24"
2025_顺义_一模,14,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_NATIONAL_SECURITY,"建设更高水平平安中国,事关事业兴旺发达、事关人民美好生活、事关国家长治久安。某校开展“我 与国家安全”主题活动,通过微演讲等形式引导学生增强国家安全意识。下列可以作为演讲主题的是( ) 1把捍卫国家经济安全摆在首位,以新安全格局保障新发展格局 2深入开展国家安全宣传教育,切实增强全民国家安全意识 3以促进国际安全为根本,完善参与全球安全治理机制 4建设更高水平平安中国,以新安全格局保障新发展格局 A.13 B.14 C.23 D.24"
2025_顺义_一模,2,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_COMMUNITY_GOVERNANCE,"2025 年北京市政府提出,共建社区微花园(楼边院角的迷你小花园)50 个。自去年北京启动微花园建 设以来,广大居民积极献言建策,共同参与社区小微空间的改造和利用,不仅扮靓社区环境,也为居民生 活增添了许多乐趣与温馨,微花园成为深受市民喜爱的楼下“绿色会客厅”。共建社区微花园( ) 1解决了社区发展动力问题,促进了人与自然和谐共生 2需集思广益、因地制宜,既贴近社区实际,又契合居民期待 3蕴含着民生“大情怀”,彰显实干奋进、善作善成的治理理念 4提升了社区凝聚力和居民归属感,建立了完善的居民参与机制 A.13 B.14 C.23 D.24"
2026_东城_一模,3,manual_review_needed,kept_blocked,,,"北京市某中学生团队自主研发的“脑电智慧轮椅” ,历时四年攻关,为渐冻症患者及残障人士带来了自 主出行的新可能。该团队学生代表在国际舞台上与各国青年进行了成果交流。从课堂到国际舞台,北京青 年 1以科技创新积极推动教育对外开放,主动讲好中国故事 2在国际对话交流中拓宽全球视野,展现青春风采与自信 3展现了首都教育在科学素养、国际交往方面的育人成效 第2页/共10页 4勇于突破条件限制,在解决实际问题中提升综合能力 A.12 B.14 C.23 D.34"
2026_东城_一模,7,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_CONDITIONAL_EXPERIMENTS,"中国科学院大学星际航行学院聚焦星际推进、空间科学等前沿领域,围绕逃逸粒子类型开展研究,通 过实验得到如下信息: ⇨实验一:逃逸粒子除非是太阳风带电粒子,否则就是星际中性粒子。 第3页/共10页 ⇨实验二:逃逸粒子或者不是星际中性粒子,或者不是外日球层衍生粒子。 ⇨实验三:逃逸粒子如果不是外日球层衍生粒子,就不是星际中性粒子。 根据上述三项实验,以下说法一定为真的是 A.逃逸粒子是外日球层衍生粒子 B.逃逸粒子不是外日球层衍生粒子 C.逃逸粒子是星际中性粒子 D.逃逸粒子是太阳风带电粒子"
2026_东城_一模,9,manual_review_needed,kept_blocked,,,"近日,教育部印发《关于全面推进健康学校建设的指导意见》 ,落实“健康第一”教育理念。北京市以 “身心健康二十条” “体育八条”为抓手,打出身心健康组合拳,出台系列制度文件,将课间活动、校园 餐等重点改革措施纳入制度框架,构建全方位“大健康”育人格局。对此,下列理解正确的是 1育人制度创新是推动教育领域社会变革的根本动力 2改革举措上升为法律制度,为民生提供坚实的法治保障 3学校依法履行管理职责,促进学生身心健康和全面发展 4推进健康学校建设,为全面建设现代化国家筑牢健康基石 A.12 B.13 C.24 D.34"
2026_东城_二模,13,manual_review_needed,kept_blocked,,,"幽邃深海,蕴藏生命万象。有些水母具有内含毒液的刺细胞,在受到攻击时会发光,由中胶层提供浮力,没有气腔。礁环冠水母具有上述所有特征,以下情形一定正确的是 A.13 B.14 C.23 D.24"
2026_东城_期末,14,manual_review_needed,resolved_by_strong_source_signal,XB1_EXCLUDED,STRONG_BLOCKER_XB1_GLOBAL_AI_GOVERNANCE,"全球具身智能机器人市场在技术迭代、政策支持等多因素驱动下蓬勃发展。美国以技术原创加上军工牵 引为主线,欧洲坚持 “伦理先行”,以合规与精度建立壁垒,中国企业以 “技术出海+本地化合作 ”策略 向国际市场发力。产业竞争的加剧带来全球智能鸿沟和安全风险挑战。对此,下列认识正确的是( ) A. 全球具身智能机器人市场竞争力的提升成为当前国际竞争的实质 B. 中国具身智能机器人企业的出海成功主要依赖于低的制造成本 C. 国际治理框架的完善是弥合全球智能鸿沟、保障安全的根本前提 D. 全球智能治理需在鼓励创新与防范风险、促进普惠之间寻求平衡"
2026_东城_期末,19,manual_subquestion_split_needed,kept_blocked,,,"改革与法治,如同“鸟之两翼、车之两轮”,共同驱动国家治理体系和治理能力现代化。 第7页/共9页 《粮食安全保障法》将政策治理提 升为法治保障, 《民法典》以法典 化方式确认民事法治建设经验, 《乡村振兴促进法》将三农领域改 革经验上升为法律规范,为未来改 革发展提供了稳定的法治预期。 修订《国务院组织法》等法律法 规,推进政府机构改革、“放管 服”改革; 《海南自由贸易港法》让 海南自由贸易港建设有了重要遵 循;全国人大常委会授权上海创设 “浦东新区法规”,深化改革。 完善司法体制机制、综合 执法体制机制等改革,推 进司法领域“当事人一件 事”集成改革;健全覆盖 城乡的公共法律服务体 系,改进法治宣传教育。 结合材料,运用《政治与法治》知识,说明法治中国建设是如何在改革与法治的良性互动中不断推进的。"
2026_东城_期末,4,manual_review_needed,resolved_by_strong_source_signal,B4_PHILOSOPHY_EXCLUDED,STRONG_BLOCKER_B4P_LIFE_ORIGIN_SCIENCE,"40 亿年前,生命的种子如何萌发?某研究团队通过模拟早期地球环境条件,首次让核糖核酸与氨基酸通 过自发化学反应结合起来,形成了通向蛋白质合成的关键中间体。该成果为解答生命起源中 “蛋白质如何 合成”的关键问题提供了全新思路,有望应用于人工生命系统构建、原位蛋白质合成技术以及新型药物的 精准递送。这表明( ) 1模拟早期地球环境的类比实验是认识和利用规律的前提 2核糖核酸与氨基酸的自在联系可能是生命起源的关键 3生命在物质的相对运动中实现了从低级到高级的进化 4基础科学的突破能够推动生物工程与生物技术的应用 A. 13 B. 14 C. 23 D. 24"
2026_东城_期末,7,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_PREDICTION_TRUTH_TABLE,"某高中举办“科技+体育”运动会,设置四大项目:“AI 运动数据挑战赛”“AI 主题闯关”“跨年级智 能接力赛”“人机赛跑”。四位老师对比赛结果作出如下预测: 周老师:“人机赛跑”会达标。 吴老师:如果“AI 运动数据挑战赛”达标,那么“跨年级智能接力赛”就不会达标。 郑老师:如果“人机赛跑”未达标,那么“AI 主题闯关”也未达标。 王老师:“AI 运动数据挑战赛”和“跨年级智能接力赛”都会达标。 上述四人的预测仅有一个符合事实,以下哪项不可能为真( ) A. AI 运动数据挑战赛达标,AI 主题闯关未达标 B. 跨年级智能接力赛达标,AI 运动数据挑战赛达标 C. AI 主题闯关达标,跨年级智能接力赛未达标 D. AI 主题闯关达标,人机赛跑未达标"
2026_丰台_一模,1,manual_review_needed,kept_blocked,,,"“十五五”开局之年,我们踏上了强国建设、民族复兴的关键一程。习近平总书记在新 年贺词中殷切寄语:“山海寻梦,不觉其远;前路迢迢,阔步而行。让我们拿出跃马扬 鞭的勇气,激发万马奔腾的活力,保持马不停蹄的干劲,一起为梦想奋斗、为幸福打 拼,把宏伟愿景变成美好现实。”对此,下列认识正确的是 1不忘初心、方得始终,坚持党的全面领导确保中国式现代化行稳致远 2一以贯之、接力推进,以社会主义制度的创立为主线推进强国建设 3敢闯敢试、勇于创新,改革放是决定党和国家前途命运的根本力量 4坚定信仰、志存高远,将个人的奋斗融入国家和民族的伟大复兴之中 A. 12 B. 14 C. 23 D. 34"
2026_丰台_一模,2,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_PEOPLE_ASSESSOR,"人民陪审员制度是社会主义民主政治在司法领域的重要体现。截至2025年底,全国人 *民陪审员达34万人,队伍结构不断优化,职业分布多元,基层群众占比超50%。不同 行业的人民陪审员带着专业积累走进法庭,其基于常识常情常理的认知,为法官准确 把握法律适用尺度提供了重要参考。人民陪审员制度 1植根我国国情,有利于提升司法审判的民主化水平 2在司法过程中兼顾法理与情理,推动案件公正审理 3通过吸纳多元主体参与,替化法官行使部分审判权 4拓宽公众参与司法的渠道,扩伏公民基本政治权利 A. 12 B. 13 C. 24 D. 34"
2026_丰台_一模,21,manual_review_needed,kept_blocked,,,"(9分) 善于识变应变求变,于变局中稳大局、开新局,是我们党领导人民战胜一切风险 挑战、牢牢把握战略主动的重要方法。 精准识变 党的十八大以来,以习近平同志为核心的党中央着眼于我国经济社会发展的新 情况新问题,面对错综复杂的国际形势和艰巨繁重的国内改革发展稳定任务,统筹 推进“五位一体”总体布局,扎实推动高质量发展,推动中国这艘巨轮破浪前行。 科学应变 面对发展中的结构性矛盾与系统性挑战,我们党以科学决策精准应对发展变局。 从“西电东送”“东数西算”实现东部需求和西部优势精准匹配,到建设统一大市 场串起全国“一盘棋”,再到山水林田湖草沙一体化保护和系统治理,这些实跑充 分彰显了我们党审时度势的科学应变智慧与能力。 主动求变 推进中国式现代化这一前无古人的开创性事业,必然面临各类风险挑战,唯有 主动求变才能开辟光明未来。“嫦娥”揽月、“奋斗者”入海等重大科技取得突破; “十五五”规划前瞻布局未来产业;“海南封关”主动扩大高水平对外开放⋯••这 些实践与部署,生动诠释了我们党主动求变的坚定决心与使命担当。 结合材料,综合运用所学,谈谈你对善于识变应变求变的理解。 CS 扫描全能王 3亿人都在用的扫描App"
2026_丰台_二模,6,manual_review_needed,resolved_by_strong_source_signal,B4_PHILOSOPHY_EXCLUDED,STRONG_BLOCKER_B4P_LITERARY_IMAGE_THINKING,"燕子归来是文学作品中的常见意象,在经典诗词中被赋予丰富的内涵。如“几处早莺 争暖树,谁家新燕啄春泥”绘早春生机;“泥融飞燕子,沙暖睡鸳鸯”写春日和暖; “无可奈何花落去,似曾相识燕归来”叹时光流转。该意象 A. 直接揭示了燕子归来与季节变换之间本质的必然的联系 B. 是艺术加工的产物,体现了主观与客观的相互转化 C.可脱离客观现实,实现对自然现象的概括与总结 D. 是人们对春日生机的反映,体现了思维的能动性"
2026_丰台_二模,9,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_TRUTH_LIAR_LOGIC,"花茶是我国独具特色的茶叶品类,主要有茉莉花茶、白兰花茶和珠兰花茶等。甲、乙、 丙、丁四人对这三种茶的态度只有“喜欢”或“不喜欢”,每人恰好喜欢两种、不喜 欢一种,且四人中只有一人说假话,其余三人说真话。 甲:乙不喜欢茉莉花茶。 乙:我不喜欢的茶与丙相同。 丙:甲喜欢茉莉花茶,且丁不喜欢白兰花茶。 丁:甲、乙、丙三人中恰好有两人喜欢茉莉花茶。 据此,下列推断必然为真的是 1甲不喜欢白兰花茶 2乙喜欢珠兰花茶 3丙不喜欢珠兰花茶 4丁不喜欢白兰花茶 A. 13 B. 14 C. 23 D. 24"
2026_丰台_期末,16,manual_review_needed,kept_blocked,,,"(7分) 留白,干疏密间见张驰,于空白处藏深起。它是山林间的溪谷,以一脉清润 滋养万物之灵;它是高楼旁的绿地,以方寸绿意涵养共生之美;它楚喧囂申的沉 思,以片到安然积蓄商上之力。但过度留白可能以空旷充素净意场:E蔬蔸充生 态宜居;以虚无无从容自在。 结合材料,运用《哲学与文化》知识,谈谈你对留白的理解。"
