suite,covered_priority,district_priority,source_id,year_hint,district_hint,stage_hint,evidence_guess,extract_status,text_chars,hit_count,hit_terms,question_anchors,relative_path,cache_path
2025海淀期中,yes,1,SRC_e3da1b6b45ca,2025,海淀,期中/期末,P3_candidate_paper,ok,9886,19,和平与发展;时代主题;政治多极化;经济全球化;联合国;国际秩序;多边主义;两个市场;两种资源;综合国力;外交政策;独立自主;和平共处五项原则;普惠;平衡,本部分共 6 题，共 55 分。 16. 材料一 按照工艺标准、口感风味与保存方式的不同，咖啡主要分为现磨咖啡、速溶咖啡等种类。 速溶咖啡由烘焙后的咖啡豆制成，易于保存，即冲即饮。速溶咖啡存储和运输 || 度，为中国咖啡企业“出海”提出建议。 17. 7 月 30 日，中共中央政治局召开会议，指出要有力有效支持发展瞪羚企业。 在我国，对瞪羚企业的政策支持始于北京中关村科技园区。近期，某市推出了一系列政策： || 说明上述政策将如何促进瞪羚企业发展。 18. 东城区前门街道草厂地区有一个远近闻名的“小院议事厅”。 “小院议事厅”在社区党委的领导下，组织居民会议、召开恳谈会、举办议事会，探索出协商共治的 “五民工作法 || 民工作法”对我国发展基层民主的启示。 19. 某中学党支部组织党员教师共同学习修订后的《中国共产党纪律处分条例》 。下面是部分学习内容。 [修改解读] 第三十条是在原有条款上修订而来的，这一条款的修订主 || 法治》知识，分析上述条款修订的原因。 20. 党的二十届三中全会提出要统筹建立粮食产销区省际横向利益补偿机制。 目前我国有 13 个粮食主产区、7 个主销区和 11 个产销平衡区。粮食主产区贡献了全国 7 || 食产销区省际横向利益补偿机制的意义。 21. 75 年，大国自信而坚定的脚步。 1950 年 5 月 1 日， 《中华人民共和国婚姻法》开始施行。这是新中国成立后颁布的第一部具有基本法 律性质的法律，彻底 || 本部分共 6 题，共 55 分。 16．（11 分） （1）可从生产技术、产品质量、消费方式、市场需求等角度回答。 等级水平 等级描述 水平 4 观点鲜明，能明确表达自己的见解；紧扣问题，综合 || ，为企业“出海”营造良好的国际环境。 17．（6 分） 财政补贴、税收优惠等政策有助于降低瞪羚企业经营成本，增强企业的创新活力和投资积极性。融资 支持政策有助于降低瞪羚企业融资成本，帮助企业解决资金问题,2025各区期末/2025海淀期中/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_e3da1b6b45ca_试卷_pdf.txt
2025海淀期中,yes,1,SRC_cda046c2d36d,2025,海淀,期中/期末,P0_candidate_scoring,ok,1410,12,和平与发展;时代主题;政治多极化;经济全球化;国际组织;两个市场;两种资源;综合国力;独立自主;和平共处五项原则,，共45分。 本部分共6题，共55分。 16．（11分） （1）可从生产技术、产品质量、消费方式、市场需求等角度回答。 （2）咖啡企业应客观看待“出海”的机遇与挑战，制定正确的经营战略，重视对海外市场的考察 || 定，为企业“出海”营造良好的国际环境。 17．（6分） 财政补贴、税收优惠等政策有助于降低瞪羚企业经营成本，增强企业的创新活力和投资积极性。融资支持政策有助于降低瞪羚企业融资成本，帮助企业解决资金问题，扩大 || 术水平和研发能力，不断培育竞争新优势。 18．（8分） “五民工作法”启示我们发展基层民主要坚持党的领导，发挥基层党组织的战斗堡垒作用；要依托基层群众自治组织，开展民主选举、民主协商、民主决策、民主管理、民 || 合力，积极打造多方参与的社会治理格局。 19．（7分） 中国共产党坚持解放思想、实事求是、与时俱进、求真务实，始终走在时代前列，针对新问题、新情况对条款进行修订。上述条款修订有助于规范党员行为，更好发挥党员 || 国，促进国家治理体系和治理能力现代化。 20．（8分） 建立粮食产销区省际横向利益补偿机制有助于增加主产区农民种粮收入，共享改革发展成果，逐步实现共同富裕；有助于调动农民种粮积极性，引导全社会更加重视粮食生 || 级，实现乡村振兴，促进经济高质量发展。 21．（15分） （1）小海的观点片面。新中国成立初期尚未完全建立夫妻共同财产制度，在家庭生活中男方经济地位更强，根据权利与义务相对应原则，由男方清偿具有合理性，有利,2025各区期末/2025海淀期中/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_cda046c2d36d_细则_docx.txt
2025海淀期末,yes,1,SRC_61b68f14212d,2025,海淀,期末,P0_candidate_scoring,ok,13190,9,人类命运共同体;中国智慧;中国方案;平衡,2、5、8 1-15 主观题题号 16、17（2） 19、20、21 17（1）、18 22 16-22 必修4 选择性必修2 选择性必修3 综合 合计 客观题分值 15 21 9 45 主观题 || 15 主观题题号 16、17（2） 19、20、21 17（1）、18 22 16-22 必修4 选择性必修2 选择性必修3 综合 合计 客观题分值 15 21 9 45 主观题分值 16 20 || 主观题题号 16、17（2） 19、20、21 17（1）、18 22 16-22 必修4 选择性必修2 选择性必修3 综合 合计 客观题分值 15 21 9 45 主观题分值 16 20 10 || IDE 8]] [[SLIDE 9]] 16.（8分）守正不守旧，尊古不复古。 作为中华文明的重要组成部分，中医药是我们观察中华文明的一个生动视角。 “药食同源”是中医药文化的重要理念。它主张食物与药物之间 || 迹难以辨认） [[SLIDE 14]] 17题（1） 分三层，注意前后逻辑要自洽 1.科学思维具有客观性（可检验性） 2分 2.规律（能量守恒定律）1分 3.针对客观性的材料分析：没有符合客观条件/违背客 || 社会意识的，总分不给0分，给1分原理分 18．（7分） 技术恐惧，指的是人们对新技术的不信任、焦虑、担忧甚至恐慌，从而产生排斥、拒 绝和抵制新技术的心理和行为。技术恐惧在人类历史上一直存在，并随着科技进步 || [SLIDE 31]] 2023海淀期末19（2）题 运用了发散思维的方法。发散思维是根据已知的事物信息，从不同的角度、不同的方向思考，以寻求解决问题的多样性答案的思维方式。《妇女权益保护法》修订过程中多次征求有 || SLIDE 32]] 2024年东城期末18（2）题 [[SLIDE 33]] 2025年顺义期末18题 [[SLIDE 34]] 可综合可单独用必修三和选必二 土地所有权、土地使用权和他项权利的确认、确定 多角,2025各区期末/2025海淀期末/细则/细则.pptx,02_extraction/full_source_text_cache_20260503/SRC_61b68f14212d_细则_pptx.txt
2025海淀二模,yes,1,SRC_5b0f1d77d036,2025,海淀,二模,P0_candidate_scoring,ok,2083,8,联合国,16题 1、在信息时代应该学习哪些东西？应该如何学习？是否还需要大量的记忆呢？这个题目难度较大，学生们驾驭起来难度大，考虑到高考的惯性还是放在了这里，22题形成了呼应 || 难度大，考虑到高考的惯性还是放在了这里，22题形成了呼应，16题反思如何学，22题思考在国内国际形势变化的背景下我作为青年人我应该过什么样的生活，应该从大背景下去定位。前面主要是从国家党角度，这套卷子重点是 || 的惯性还是放在了这里，22题形成了呼应，16题反思如何学，22题思考在国内国际形势变化的背景下我作为青年人我应该过什么样的生活，应该从大背景下去定位。前面主要是从国家党角度，这套卷子重点是关注个人，关注育人 || 里，22题形成了呼应，16题反思如何学，22题思考在国内国际形势变化的背景下我作为青年人我应该过什么样的生活，应该从大背景下去定位。前面主要是从国家党角度，这套卷子重点是关注个人，关注育人的角度。把前面学习 || 1分给了文化，写在原理或分析里都可以。 17题 代表法的修正，完善了联系的制度，一个是了联系群众的制度，一个是完善了联系国家机关的制度。 1、法律保障，法治基础、法治保障等都可以。 2、中间是2+2 3、总 || 以。 2、中间是2+2 3、总结。1分 18题 想考社会实践类的活动，之前考的是更多对于案情的研究和判断，这次呢我们想在这个基础上兼顾下诉讼程序，尤其是选必二的最后一单元专门讲到了，所以命制了这个提面。做成 || 一谈审判的价值，8的点变通放过来也可以 19题 结合总书记考察云南，主要是根据材料来的，答案也是根据材料来的。 是政府的经济职能、一个是科技创新研发 消费新场景，通过产业优化、供给侧优化能够营造新的消费场景 || 业优化、供给侧优化能够营造新的消费场景 20题考了辩证思维 主要在答案基础上做了几个调整，辩证否定显然是没有问题，虽然答案没做。或者学生也可以从辩证思维的特征角度也可以替代给分的。 一个是整体性、动态性，一,2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,02_extraction/full_source_text_cache_20260503/SRC_5b0f1d77d036_2025年海淀二模评标实录_docx.txt
2025海淀期末,yes,1,SRC_1bd40d845040,2025,海淀,期末,P3_candidate_paper,ok,9962,5,联合国;人类命运共同体;平衡,公约，提高社会治理法治化水平 第二部分 16. 阅读材料，完成问题。 守正不守旧，尊古不复古。 作为中华文明的重要组成部分，中医药是我们观察中华文明的一个生动视角。 “药食同源”是中医药文化的重要理念。它主张 || 识，谈谈我们是如何打造中医药新时尚的。 17. 阅读材料，完成问题。 在人们的想象中，永动机是可以不停地自动运动的机械装置。 下图是刊登在某杂志上的“永动机”设计图。一盆水，上面漂浮着一个架子。架子下方是一个 || 何要纪念为实现永动机奋斗而失败的人们。 18. 阅读材料，完成问题。 “一个充满活力和吸引力的图书天堂”——北京城市图书馆从多个国家的图书馆中脱颖而出，获得“2024年度公共图书馆奖”，这是中国首次荣获此项世 || 何运用创新思维建设新型公共文化空间的。 19. 阅读材料，完成问题。 我国农村大多数土地承包工作在改革开放初期便已完成。当时没有明确的法律依据和完善的登记制度，造成农村土地纠纷多、利用效率低，阻碍了农村经济发 || ，阐释实施农村土地确权登记的现实意义。 20. 阅读材料，完成问题。 最高人民法院围绕民法典实施过程中社会广泛关注、审判实践中亟需解决的重大争议问题，制定了《最高人民法院关于适用<中华人民共和国民法典>侵权责 || 《解释》部分条款。参考示例，完成下表。 21. 阅读材料，完成问题。 “竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原 || 规定“竞业限制”并对其加以限制的原因。 22. 阅读材料，完成问题。 国家博物馆西大厅的巨型浮雕《愚公移山》以徐悲鸿1940年所作国画《愚公移山》为原本。“愚公移山”既指古代典籍中的“移山神话”，又指抗战期间 || 。 第二部分 本部分共7题，共55分。 16．（8分） 可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。 17．（12分） （1）科学思维追求认识的客观性。科学思维总是从实,2025各区期末/2025海淀期末/试卷/试卷.docx,02_extraction/full_source_text_cache_20260503/SRC_1bd40d845040_试卷_docx.txt
2025海淀二模,yes,1,SRC_203635b75b25,2025,海淀,二模,P3_candidate_paper,empty_pdf_text_needs_visual,0,0,,,2025各区二模/2025海淀二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_203635b75b25_试卷_pdf.txt
2025西城一模,no,2,SRC_062e7a5c776b,2025,西城,一模,P3_candidate_paper,ok,10024,25,共同利益;经济全球化;全球治理;联合国;中国智慧;中国方案;一带一路;全球南方;公共产品;普惠;平衡;共赢,人与人类选手同时出发，在同一路线上完成 21.0975 公里的比赛。下列选项中正确的是 A．人形机器人与人这两个概念是不相容的，二者是矛盾关系 B．人形机器人实际上是一定的社会关系的总和 C．人形机器 || D．③④ 第二部分 16．（7 分）“春日迟迟，卉木萋萋”，跟着《诗经》去研学。 【主题】诗三百·文化与自然之旅 【研学目标】 文化溯源：理解《诗经》中的自然、民俗、历史背景 学 || E 6]] 第6页/共10页 17．（7 分） 温榆河公园是京城最大的“绿肺”。 鲜为人知的是，公园中央有一片荒野。 这片荒野位于清河、温榆河在公园中 的交汇处，水流形态丰富，鱼多、昆虫多、水 || 榆生态心”建设中蕴含的科学思维。 18．（7 分）从“两条鱼循环”看增长新空间。 产自中国的鳗鱼“游”向世界，挪威三文鱼“飞”来中国，增长新空间在不断拓展。结合材料，运用 《经济与社会》所学，谈谈中 || 谈谈中国经济增长新空间是如何拓展的。 19．（8 分）高质量办理人大代表建议。 【提出】 十四届全国人大二次会议期间， 有人大代表提出了 《关于促进和规范自动驾驶的建议》 。该代表说， “近两年， || ，2024 年，挪威对华海产品出口 量达18.2万吨，同比增长14%。中国已 跃升为挪威海产出口的亚洲第一大市 场和全球范围内增长最快的市场。 [[PAGE 7]] 第7页/共10页  公安 || 发言人， 请你说明该案例的入选理由。 20．（8 分） 全国总工会、人力资源社会保障部、中国企业联合 会、全国工商联联合启动 2025 年度集体协商“集中要约 行动” ，指导工会与企业开展集体协商 、签 || 能促进社会公平与经济效率的平衡。 21．（8 分） 看到有外国人士说，许多全球南方国家代表团到中国城市乡村参观，想要借鉴中国发展经 验，中国新发展理念正成为广受欢迎的国际公共产品。一国的发展理念也可,2025各区一模/2025西城一模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_062e7a5c776b_试卷_pdf.txt
2025西城一模,no,2,SRC_6ea5462e02af,2025,西城,一模,P0_candidate_scoring,ok,4107,18,共同利益;经济全球化;人类命运共同体;中国智慧;中国方案;两个市场;两种资源;一带一路;对外开放;普惠;平衡;共赢,C 第二部分共 7 题，共 55 分。 16．（7分） 可从知行关系、继承弘扬中华优秀传统文化等角度作答。 答案示例： 《诗经》作为优秀古典诗词的代表作，承载着丰富的文化内涵，在行前准备环节，诵读《诗经》、 || 理不恰当，文化分析得当，给相应的分析分 17．（7分）可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。 如：角度1：追求认识的客观性 科学思维追求认识的客观性，要从实际出发、努力把握和 || 未深入分析得5分； 其他情况0~2分。 18．（7分）环境保护给产业发展带来新机遇，推动生态价值实现，促进生态优势转换为发展优势。地区利用资源优势，注重技术和品质，探索打造特色产业链，不断提高竞争力，成功开 || 级/消费结构优化升级/增收入/促就业/ 19．（8分）人大代表依法履职，关注国家创新发展，调研自动驾驶发展中的问题，积极推动自动驾驶领域法律法规的完善。国家机关认真听取人大代表意见和建议，自觉接受人民监督， || 的民主，1分 践行全过程人民民主，1分 20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合 || 高/培育良好商誉/企业信誉形象 1分 21．（8分） （1）具有普遍价值的理念能够促进国际社会在共同关心的问题上达成共识，推动全球合作和发展。以人民为中心，创新、协调、绿色、开放、共享的新发展理念，指导着 || 三大倡议、人类命运共同体理念、进博会等 22.（10分） 可从党的领导、民族精神、理想信念、把握发展趋势等角度作答。 【细则】 长期主义能够科学把握事物发展趋势，坚持真理尊重规律，把眼前利益和长远利益相结合,2025各区一模/2025西城一模/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_6ea5462e02af_细则_docx.txt
2024西城二模,no,2,SRC_ecba6fd5969d,2024,西城,二模,P0_candidate_scoring,ok,3528,15,国家利益;共同利益;和平与发展;世界多极化;经济全球化;全球治理;国际秩序;国际关系民主化;人类命运共同体;多边主义;真正的多边主义;国际竞争;平衡,C 第二部分共 4 题，共 55 分。 16．（8分） 经营者应依法、诚信经营，保护消费者的合法权益。（2分，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行 || 营者诚信”）、弘扬了社会主义核心价值观 17.（9分） 可以从以下角度作答：人类社会发展的进程和趋势，生产力与生产关系，经济基础与上层建筑，马克思主义中国化时代化新的飞跃；经济高质量发展，创新发展；当前国际 || 建设人才支撑（二十大报告的标题“五”） 18．（33分） （1）（8分） 符合题意、言之成理即可。推理类型2分，相应的推理过程及方法6分。如写出多个推理、推理过程及方法，按得分最高的一项计分。 示例： ①归 || 盾特殊性，系统优化；产业融合；科学思维 19．（5分） 全人类是一个命运与共的大家庭，国与国之间利益交汇、命运交织、休戚与共。（1分，多选一）人类命运共同体理念超越了集团政治的“小圈子”规则，超越了实力至上,西城二模/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_ecba6fd5969d_细则_docx.txt
2024西城一模,no,2,SRC_359083f91cd3,2024,西城,一模,P3_candidate_paper,ok,6098,9,经济全球化;全球治理;全球治理体系;国际组织;人类命运共同体;一带一路,④ 第二部分 本部分共4题，共55分。 16．（7分） 2023年6月1日，新版《北京市未成年人保护条例》（以下简称《条例》）施行。《条例》将“最有利于未成年人”原则放在重要位置，在与《中华人民共和国未成年 || 明市人大是如何推进《条例》修订工作的。 17．（9分） 在中国，有这样一个城市公园，没有精心筛选的观赏植物，没有大片修剪整齐的绿地，也没有平整规矩的健身步道。园林设计师们从城市各个角落搜集了不同的土壤将公园 || 与自然的关系，应避免陷入人类中心主义。 18．（8分） 【基本案情】郭某与刘某是夫妻关系，刘某于2022年去世。二人育有子女四人，现郭某年已九十，由小女儿照顾，郭某起诉要求另外三子支付赡养费，其中郭某每月有 || 《督促履行义务告知书》的认识。（6分） 19．（31分） 未来产业由前沿技术驱动，是具有显著战略性、引领性、颠覆性和不确定性的前瞻性新兴产业，当前处于孕育萌发阶段或产业化初期。 2022年度全球未来产业发展,西城一模/试卷/试卷.docx,02_extraction/full_source_text_cache_20260503/SRC_359083f91cd3_试卷_docx.txt
2025西城二模,no,2,SRC_7e4a722d6d9e,2025,西城,二模,P0_candidate_scoring,ok,4219,9,经济全球化;正确义利观;普惠;平衡;共赢,B 第二部分共 5 题，共 55 分。 16．（14分） （1）（6分）可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度作答。 如：角度1：把发挥主观能动性与尊重客观规律相结合 || 展现良好的人文关怀与生态意识 1分 17．（13分） （1）（6分）价格信号是引导资源配置的重要方式，农产品、能源、公用事业、公共服务、公共数据等重要产品的价格，关系国计民生。在这些重点领域创新价格引导 || 协商、民主决策、民主监督中的主体作用。 18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父 || 台…1分，规范引导监护人或未成年人…） 19．（10分） （1）（5分）机遇：世界国民财富总体增长，有利于经济发展和增进福祉。基础设施、工业和技术的增长，可以提高生产率和支持提高生活水平。人力资本的增长，劳 || 同推进现代化 （任意1点1分，共2分） 20.（10分）可从党的性质宗旨；满足文化需求、丰富文化供给、推动文化创新创造；社会历史主体；中国式现代化的实现等角度作答。 如： 党的角度：3分 如，中国共产党是具,2025各区二模/2025西城二模/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_7e4a722d6d9e_细则_docx.txt
2024西城一模,no,2,SRC_461b3fdcd830,2024,西城,一模,P0_candidate_scoring,ok,3055,8,经济全球化;两个市场;两种资源;国际竞争,C 第二部分共 6 题，共 55 分。 16．（7分） 市人大坚持社会主义法制统一和地方立法特色，（1分，二选一）以问题为导向，回应社会关切，坚持科学立法、民主立法，（2分，二选一）立良善之法，立管用之法； || 体地位；人大代表积极履行自己的职责等。 17．（9分） 可以从以下角度作答：生态价值观，构建人与自然生命共同体，人与自然和谐共生的现代化，实践与认识，客观规律与主观能动性，联系与发展，对立统一，否定之否定； || 么做角度如果未出“价值观”，则扣1分； 18．（8分） （1）依据诉讼法规定的回避制度，当书记员有下列情形之一的，当事人有权申请其回避：是本案当事人或者当事人、诉讼代理人近亲属的；与本案有利害关系的；与本案 || （1分）：以事实为根据，以法律为准绳。 19．（31分） （1）我国未来产业的六大领域发展较为均衡，量子信息、绿色能源、机器人、元宇宙和先进通信的产业优势突出，但在排名前6位的国家中，生物技术方面有差距。（,西城一模/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_461b3fdcd830_细则_docx.txt
2024西城二模,no,2,SRC_3cb2df235603,2024,西城,二模,P0_candidate_scoring,ok,1913,7,国家利益;世界多极化;经济全球化;国际秩序;人类命运共同体;国际竞争;平衡,C 第二部分共 4 题，共 55 分。 16. （8分） 经营者应依法、诚信经营，保护消费者的合法权益。人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者 || ，有利于服务和保障经济社会高质量发展。 17．（9分） 可以从以下角度作答：人类社会发展的进程和趋势，生产力与生产关系，经济基础与上层建筑，马克思主义中国化时代化新的飞跃；经济高质量发展，创新发展；当前国际 || 推动者，世界多极化，经济全球化；等等。 18．（33分） （1）（8分） 符合题意、言之成理即可。推理类型2分，相应的推理过程及方法6分。如写出多个推理、推理过程及方法，按得分最高的一项计分。 示例：①归纳 || 层群众自治；创新思维，辩证思维；等等。 19．（5分） 全人类是一个命运与共的大家庭，国与国之间利益交汇、命运交织、休戚与共。人类命运共同体理念超越了集团政治的“小圈子”规则，超越了实力至上的逻辑，超越了少,西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,02_extraction/full_source_text_cache_20260503/SRC_3cb2df235603_高三模拟测试思想政治答案_docx.txt
2026西城一模,no,2,SRC_5447227f6175,2026,西城,一模,P3_candidate_paper,ok,6188,5,公共产品;普惠;平衡,局 第二部分 本部分共6题，共55分。 16．（7分） 阅读，涵养文明、传承文脉。对于国家发展而言，国民的创新能力和文化素养，是一项为未来“蓄水”的战略投资。 我国首部针对全民阅读的行政法规《全民阅读促进条 || 综合运用所学，谈谈你对这一问题的认识。 17．（8分）良好生态环境是最公平的公共产品，是最普惠的民生福祉。 【民法典物权编】 第286条： 业主应当遵守法律、法规以及管理规约，相关行为应当 || 物权编的上述规定如何推动国家绿色发展。 18．（7分）2026年中央财政专门安排1000亿元专项资金，推出一揽子政策，稳定经济运行。 【政策要点】 贷款贴息：对中小微企业贷款给予财政贴息，单户贷款最高贴息1 || 解释该一揽子政策对稳定经济运行的作用。 19．（12分）推进美丽乡村建设、完善乡村公共服务。 材料一 某村规划建设集休闲健身、生态绿化、文化展示于一体的文化生态公园，却在推进中却遭遇一连串难题： 乡镇政府 || 这件事，说明这件事不涉及村民切身利益。 20．（11分）中国与东盟自贸区合作迈入新阶段。 材料一 （1）概括材料一反映的经济信息。（3分） 材料二 中国与东盟共同签署自贸区 3.0 || 展和世界经济注入强劲动力的。（8分） 21．（10分）推进中国式现代化是一项探索性事业。 中国式现代化是对西方式现代化的超越，是党领导人民长期探索和实践出来的。只有持续探索，才能让中国式现代化道路越走越宽,2026各区一模/2026西城一模/试卷/试卷.docx,02_extraction/full_source_text_cache_20260503/SRC_5447227f6175_试卷_docx.txt
2026西城一模,no,2,SRC_e28c940953ba,2026,西城,一模,P0_candidate_scoring,ok,2594,4,共同利益;多边主义;平衡;共赢,高三政治一模主观题阅卷细则 26.4 16.有人说，阅读是私事，多凭个人兴趣，为什么还需要国家立一部法呢？综合运用所学，谈谈你对这一问题的认识。（7分） 【细则】 ●回应任务，表明全民阅读不仅仅是个人私事 || 读权利/满足人民美好生活需要 1分 17.结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。（8分） 【细则】 ●法律依据（2分） 贯彻落实民法绿色原则 1分 为绿色发展提供 || 可持续发展/节约资源保护环境 1分 18.运用《经济与社会》知识，解释该一揽子政策对稳定经济运行的作用。(7分) 【细则】 ●直接作用（5分） 降低中小微企业融资成本/减轻企业贷款压力 1分 分担信贷 || 理体系改革 1分 ●联系材料（1分） 21.结合材料，综合运用所学，分析为什么“中国式现代化处于关键时期，更要坚持探索”。（10分） 【细则】 本题属于观点论证，要求学生阐释“为什么”，适宜从“必要性+重,2026各区一模/2026西城一模/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_e28c940953ba_细则_docx.txt
2024西城二模,no,2,SRC_f9754eb81c9b,2024,西城,二模,P3_candidate_paper,ok,5911,3,国际秩序;人类命运共同体;对外开放,象 第二部分 本部分共4题，共55分。 16．（8分） 市民甲在某食品科技有限公司开设的网店中购买了30盒“黄芪薏米饼干”，付款516元。签收后，甲发现这些饼干不符合食品安全标准，随后又在两个月内三次购买同 || 款饼干，加购数量共计200盒，总重量高达18.4千克。综合考量案涉饼干的保质期、普通消费者通常的生活消费习惯等因素，甲的加购行为超出正常的生活消费所需，对其就加购饼干提出的惩罚性赔偿请求不应支持，故判决支持 || 生活》的知识，分析人民法院判决的意义。 17．（9分） 北京聚力建设国际科技创新中心；安徽加快建设量子信息、聚变能源、深空探测三大科创高地；黑龙江实施制造业数字化转型、中小企业数字化赋能、智能制造试点示范行 || 世界上最大的发展中国家应当扮演的角色。 18．（33分）推进乡村全面振兴，加快农业农村现代化建设。 【盐碱地有望变良田】 我国盐碱地面积达1亿公顷，占世界盐碱地总面积的近1/10。我国研究人员以耐盐碱作物高 || 学，阐释如何推动乡村文化振兴。（9分） 19．（5分） 一些国家奉行实力至上的逻辑，恃强凌弱、巧取豪夺、零和博弈大行其道，发展鸿沟加剧，安全赤字加重，结盟对抗、封闭排他的做法与多极化的发展方向背道而驰。随着,西城二模/试卷/试卷.docx,02_extraction/full_source_text_cache_20260503/SRC_f9754eb81c9b_试卷_docx.txt
2025西城二模,no,2,SRC_62207119d52d,2025,西城,二模,P3_candidate_paper,ok,9868,3,平衡;共赢,D．③④ 第二部分 16.（14 分） 京郊的鹿叫村遗址，生物资源丰富，是各种野生动植物的栖息地。 上世纪 80 年代，因为取水问题鹿叫村整体搬迁，村落遗址内保留着较 多废弃水井和地 || 诉求提出解决办法。（4 分） 17.（13 分） 价格治理是宏观经济治理的重要内容。为进一步深化价格改革，完善价格治理机制，中共中央办公厅、 国务院办公厅发布《关于完善价格治理机制的意见》 。 || 知识， 阐述你的看法。 （7 分） 18.（8 分） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达 45 万余元。 家长：我们发现之后，先跟主播沟通，有几位主播退了一部分钱，总计5 || 识，分析人民法院的判决结果。 19.（10 分） 为了更好地跟踪监测经济进步的可持续性和衡量国家财富，世界银行推出了《国民财富变化》系列报 告，从多个方面综合衡量国民财富。《2024 国民财富变 || 这一做法中的中国担当。（5 分） 20.（10 分）建设文化强国，事关中国式现代化全局。 中国共产党是具有高度文化自觉的马克思主义政党，历来重视文化建设。早在 1940 年，毛泽东同志就 在《新民主 || 第二部分共 5 题，共 55 分。 16．（14分） （1）（6分）可从尊重规律、正确发挥主观能动性、 具体问题具体分析、树立正确的生态价值观 等角度 作答。 （2）（4分）无法确定一定有岩松鼠 || 、建立新的具 体联系，分析解决矛盾） 17．（13分） （1）（6分）价格信号是引导资源配置的重要方式， 农产品、能源、公用事业、公共服务、公共数据等 重要产品的价格，关系国计民生。 在这些重点领域 创 || 系、民主集中制、各方参与等角度作答。 18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为 无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘,2025各区二模/2025西城二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_62207119d52d_试卷_pdf.txt
2025西城期末,no,2,SRC_f548fe634936,2025,西城,期末,P0_candidate_scoring,ok,4203,3,国际组织;两个市场,B 二、非选择题（共 55 分） 16.（11分） （1）文物建筑承载着特定的历史记忆。通过活化利用，可以传承弘扬中华优秀传统 文化、增强文化认同，实现中华优秀传统文化的创造性转化和创新性发展，激 || 分参考 第2页（共5页） 17.（10分） （1）资源的循环利用关系国家的绿色发展和美丽中国建设。组建中国资环集团，可 以整合和优化国有经济布局，发挥国有企业支柱作用，提高资源循环利用水 平 || 规则 18. （7 分） 可从新事物的特点、认识的局限性、承认矛盾、科技要以人为本等角度回答。 等级水平 等 级 描 述 水平 4 （6~7 分） 观点鲜明， || 总分不给0 分，给 1 分原理分 19. （8 分） 根据反不正当竞争法，陈某在明知他人已经使用“小爱同学”唤醒词并有一定影响的 情况下，抢先注册，并发布引人误解的商业宣传信息，构成混淆及虚假宣传，属 || 发展/创新/，维护市场秩序/营商环境 20. （9 分） （1）其他主要经济体（德日）的市场份额有所下降，中国汽车产业出口竞争力提升，尤其 电动载人汽车具有较大优势。 （2）充分运用国际规则，利用国际组 || 阐述和说明，总体给3 分+1 分 21. （10 分） 可从在改革中完善法治、在法治下推进改革、坚持党的领导等角度回答。 等级水平 等 级 描 述 水平 4 （8~10 观点鲜明，能明确表,2025各区期末/2025西城期末/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_f548fe634936_细则_pdf.txt
