entry_no,heading,qid_or_title,fake_prompt,meta_answer_instruction,node_specific,trigger_sufficient,answer_sentence_sufficient,action
129,2026通州期末 Q9（选择题）,2026通州期末 Q9,YES_choice_template,YES_generic_choice,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,choice_trap_rebuild
130,2026通州期末 Q11（选择题）,2026通州期末 Q11,YES_choice_template,YES_generic_choice,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,choice_trap_rebuild
131,2025顺义一模 Q7（推理题）,2025顺义一模 Q7,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
132,2025延庆一模 Q5-6（推理题）,2025延庆一模 Q5-6,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
133,2024朝阳期中 Q5（推理题）,2024朝阳期中 Q5,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
134,2025朝阳期末 Q20（推理题）,2025朝阳期末 Q20,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
135,2024丰台二模 Q19(1)（推理题）,2024丰台二模 Q19(1),YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
136,2025西城期末 Q20(2)（推理题）,2025西城期末 Q20(2),YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
137,2026丰台二模 Q19(1)（推理题）,2026丰台二模 Q19(1),YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
138,2024西城一模 Q19(3)（推理题）,2024西城一模 Q19(3),YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
139,2025西城期末（推理题）,2025西城期末,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,quarantine_until_source
140,2025延庆一模 Q5（推理题）,2025延庆一模 Q5,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
141,2025东城期末 Q13（推理题）,2025东城期末 Q13,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
142,2024朝阳一模 Q20(1)（推理题）,2024朝阳一模 Q20(1),YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
143,2026顺义一模 Q相关（推理题）,2026顺义一模 Q相关,YES_reasoning_template,NO,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
144,2025朝阳期末 Q相关（推理题）,2025朝阳期末 Q相关,YES_reasoning_template,NO,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
145,2026海淀期中 Q相关（推理题）,2026海淀期中 Q相关,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,INSUFFICIENT_too_short,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
146,2024朝阳一模 Q20（推理题）,2024朝阳一模 Q20,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
147,2025顺义一模 Q17（推理题）,2025顺义一模 Q17,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
148,2025丰台期末 Q18（推理题）,2025丰台期末 Q18,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
149,2024顺义二模 Q12（推理题）,2024顺义二模 Q12,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,reasoning_type_rebuild
150,2024朝阳期中 Q相关（推理题）,2024朝阳期中 Q相关,YES_reasoning_template,NO,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
151,2025顺义一模 Q17（推理题）,2025顺义一模 Q17,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
152,2025海淀期末 Q9（推理题）,2025海淀期末 Q9,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
153,2025房山一模 Q6（推理题）,2025房山一模 Q6,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
154,2026朝阳期末 Q6（推理题）,2026朝阳期末 Q6,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
155,2024朝阳二模 Q19/20（推理题）,2024朝阳二模 Q19/20,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
156,2025丰台期末 Q18（推理题）,2025丰台期末 Q18,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
157,2025朝阳一模 Q3/Q4（推理题）,2025朝阳一模 Q3/Q4,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
158,2026东城期末（推理题）,2026东城期末,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,quarantine_until_source
159,2024东城二模 Q相关（推理题）,2024东城二模 Q相关,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
160,2024东城一模（推理题）,2024东城一模,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,quarantine_until_source
161,2024海淀一模 Q18/19（推理题）,2024海淀一模 Q18/19,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
162,2024朝阳期中 Q18（推理题）,2024朝阳期中 Q18,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
163,2025朝阳二模 Q17/16（推理题）,2025朝阳二模 Q17/16,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
164,2024朝阳期中 Q相关（推理题）,2024朝阳期中 Q相关,YES_reasoning_template,NO,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
165,2024朝阳期中 Q18（推理题）,2024朝阳期中 Q18,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
166,2024朝阳二模 Q19（推理题）,2024朝阳二模 Q19,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
167,2026东城期末 Q1/Q2/Q3（推理题）,2026东城期末 Q1/Q2/Q3,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
168,2026顺义一模 Q相关（推理题）,2026顺义一模 Q相关,YES_reasoning_template,NO,NO_multi_node_copy,INSUFFICIENT_too_short,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
169,2024丰台一模 Q相关（推理题）,2024丰台一模 Q相关,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
170,2025朝阳期末 Q相关（推理题）,2025朝阳期末 Q相关,YES_reasoning_template,NO,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
171,2026东城一模 Q7（推理题）,2026东城一模 Q7,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
172,2025丰台二模 Q14（推理题）,2025丰台二模 Q14,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
173,2025房山一模（推理题）,2025房山一模,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,quarantine_until_source
174,2024海淀二模 Q7（推理题）,2024海淀二模 Q7,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
175,2026丰台一模 Q1/Q2/Q3（推理题）,2026丰台一模 Q1/Q2/Q3,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
176,2025海淀一模（推理题）,2025海淀一模,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,quarantine_until_source
177,2024朝阳一模 Q相关（推理题）,2024朝阳一模 Q相关,YES_reasoning_template,NO,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,WEAK_NOT_AN_ANSWER_SENTENCE,quarantine_until_source
178,2024朝阳一模 Q6（推理题）,2024朝阳一模 Q6,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
179,2026海淀一模 Q17（推理题）,2026海淀一模 Q17,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
180,2026朝阳期末 Q6（推理题）,2026朝阳期末 Q6,YES_reasoning_template,YES_generic_reasoning,NO_multi_node_copy,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
181,2025东城期末 Q15（推理题）,2025东城期末 Q15,YES_reasoning_template,YES_generic_reasoning,SINGLE_NODE_BUT_TEMPLATE,PARTIAL_choice_or_reasoning_signal,INSUFFICIENT_meta_instruction,reasoning_type_rebuild
