question_id,suite_id,stable_locator,qno,question_type,primary_reasoning_type,secondary_reasoning_type,logical_form,rule_slogan,valid_or_invalid_pattern,trap,answer_action,same_type_question_ids,fusion_status,phase04_level,student稿_permission,blocker_reason
Q-2026朝阳期中-15,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q15,15,选择题,联言推理,,,,,,,,pending_B_target_verification,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,Codex local patch ready; requires Lane B targeted verification before locked fusion
Q-2026朝阳期中-18,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q18,18,主观题,其他复合推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,targeted Lane B verification for A-only subjective/high-number question
Q-2026通州期末-11,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q11,11,选择题,类比推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,field-level diff cleanup during fusion
Q-2026通州期末-19-1,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q19(1),19(1),主观题,假言推理;其他复合推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,answer pairing / targeted verification if in-scope after canonical check
Q-2026通州期末-19-2,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q19(2),19(2),主观题,假言推理;其他复合推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,field-level diff cleanup during fusion
Q-2026顺义一模-19-1,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q19(1),19(1),主观题,三段论;其他复合推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,field-level diff cleanup during fusion
Q-2026顺义一模-19-2,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q19(2),19(2),主观题,三段论;其他复合推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,field-level diff cleanup during fusion
Q-2026顺义一模-19-3,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q19(3),19(3),主观题,三段论;其他复合推理,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,answer pairing / targeted verification if in-scope after canonical check
Q-2026顺义一模-4,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q4,4,选择题,归纳推理与因果探求;类比推理;逻辑三律与概念规则,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,field-level diff cleanup during fusion
Q-2026顺义一模-5,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q5,5,选择题,其他复合推理;周延判断,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,module-boundary decision with answer key/rubric
Q-2026顺义一模-7,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q7,7,选择题,归纳推理与因果探求,,,,,,,,blocked_or_pending_gap_queue,L1_A_ONLY_PENDING_B_TARGET,NO_STUDENT_DRAFT,answer pairing / targeted verification if in-scope after canonical check
