question_id,suite_id,source_locator,question_type,module,status,answer_locator,rubric_locator,visual_locator,full_stem_status,full_options_status,student_permission,risk_note
Q-2026顺义一模-19-2,S-2026顺义一模,paper:001@L340-353; rubric:002@L44-48,主观题,交叉,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_002,formal_rubric_pptx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,只列特征无材料分析丢分;混淆三特征扣分;漏特征扣分
Q-2026顺义一模-3,S-2026顺义一模,002细则.pptx答案表(Q3=C),选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_002_alt_extraction,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,①矛盾分析法属哲学但属应用_未具体到选必三;④质量互变规律+得中而处之非选必三对立项_质变量变是哲学
Q-2026顺义一模-4,S-2026顺义一模,002细则.pptx答案表(Q4=A),选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_A_from_002_alt_extraction,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,"B决定性作用夸大政治错;C比喻""思想灯塔""非定义方法错;D完全归纳推理需穷尽全部对象_抗战规律不可能完全归纳"
Q-2026顺义一模-5,S-2026顺义一模,001试卷Q5;002_细则.pptx答案表(Q5=D)由双线四线终极跑extraction恢复,选择题,交叉,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_002_alt_extraction,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,A性质判断错_是比喻;B发散误为聚合;C关系判断主项谓项错位
Q-2026顺义一模-6,S-2026顺义一模,002细则.pptx答案表(Q6=A),选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_A_from_002_alt_extraction,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,B界限不变绝对论错;C优势互补延伸认识边界过度;D具体操作路径错位
Q-2026丰台一模-4,S-2026丰台一模,supplemental_source=2026北京丰台高三一模政治试题有答案_北京高考在线.txt; 答案表Q4=A; 题干见page2文字,选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_A_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,"④陷阱：古人营建在现代""最速降线""理论发现之前，④倒置时序；③""全新重构""错"
Q-2026丰台一模-7,S-2026丰台一模,supplemental_source=2026北京丰台高三一模政治试题有答案_北京高考在线.txt; 答案表Q7=B; 题干见page2-3文字,选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_B_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,"②""断定病症病因必然联系应运用充分条件假言推理""——错，必然联系是充要条件非单向充分条件；③""只有完全归纳才能确保结论无误""——临床不可能做完全归纳"
Q-2026丰台一模-8,S-2026丰台一模,supplemental_source=2026北京丰台高三一模政治试题有答案_北京高考在线.txt; 答案表Q8=C; 题干见page3文字（北京志愿者标识）,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,①¬P→¬Q（否定前件，无效）；④Q→P（肯定后件，无效）；③存在量词前提需确认P非空（全市性活动存在，前提满足）
Q-2026丰台一模-9,S-2026丰台一模,supplemental_source=2026北京丰台高三一模政治试题有答案_北京高考在线.txt; 答案表Q9=D; 题干见page3文字（元宵节灯谜）,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,A全同关系错（元宵节猜灯谜 ⊂ 传统民俗活动，是属种非全同）；B属种关系错（灯谜与谜面谜目谜底是整体与部分）；C OCR残缺但分析为错
Q-2025海淀二模-12,S-2025海淀二模,supplemental_source=2025北京海淀高三二模政治试题及答案.txt (page9: 12.D); render_008_page_04.png=视觉确认Q12题目存在，主题耐心资本,选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_RENDER_PAGE04,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,①直接说耐心资本=新事物生命力过强，错误推断；②消除矛盾错误（矛盾不可消除）
Q-2025海淀二模-13,S-2025海淀二模,supplemental_source=2025北京海淀高三二模政治试题及答案.txt (page9: 13.C); render_008_page_04.png=视觉确认Q13题目存在,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_RENDER_PAGE04,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,A分类混杂（语义模糊）；B充分条件过强；D把国际关系三形式作不相容穷尽选言（实为相容选言）
