canonical_question_id,suite_id,original_qno,question_type,section_scope,knowledge_node,reasoning_node,phase04_level,answer_pairing_status,rubric_pairing_status,visual_status,phase12_rescan_category,blocker_reason,phase12_initial_rescan_category,phase12_final_action,phase12_rescan_note
Q-2024西城一模-10,S-2024西城一模,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-11,S-2024西城一模,11,选择题,推理,推理/完全归纳推理,完全归纳推理：枚举全部对象推出全称结论,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_rubric_025_026,no_formal_rubric,DOCX_XML_TEXTBOX_RECOVERED,already_in_74,无blocker；四个textbox选项已从DOCX XML提取；答案B从025+026两份细则确认；CONFLICT已标注,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2024西城一模-12,S-2024西城一模,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-13,S-2024西城一模,13,选择题,推理,判断;推理,其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_025_rubric,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2024西城一模-14,S-2024西城一模,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-15,S-2024西城一模,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-16,S-2024西城一模,16,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2024西城一模-17,S-2024西城一模,17,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-18-1,S-2024西城一模,18(1),主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-18-2,S-2024西城一模,18(2),主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-18-3,S-2024西城一模,18(3),主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-19-1,S-2024西城一模,19(1),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_from_rubric_025_026,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,no,new_candidate,excluded_keep_out,同题第(1)问只要求分析未来产业发展状况；第(5)问才是可入选必三逻辑与思维的设问，已在 74 行内。
Q-2024西城一模-19-2,S-2024西城一模,19(2),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_025_026,formal_rubric_docx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2024西城一模-19-3,S-2024西城一模,19(3),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_025_026,formal_rubric_docx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2024西城一模-19-4,S-2024西城一模,19(4),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_from_rubric_025_026,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=政治+经济(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=政治+经济(非选必三逻辑与思维)
Q-2024西城一模-19-5,S-2024西城一模,19(5),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_025_026,formal_rubric_docx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2024西城一模-19-6,S-2024西城一模,19(6),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_from_rubric_025_026,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维)
Q-2024西城一模-2,S-2024西城一模,2,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-3,S-2024西城一模,3,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-4,S-2024西城一模,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-5,S-2024西城一模,5,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024西城一模-6,S-2024西城一模,6,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-7,S-2024西城一模,7,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-8,S-2024西城一模,8,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2024西城一模-9,S-2024西城一模,9,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-1,S-2025东城期末,1,选择题,思维,创新思维;辩证思维,,L0_BLOCKED,answer_confirmed_D_from_012_paper,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025东城期末-10,S-2025东城期末,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-11,S-2025东城期末,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-12,S-2025东城期末,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-13,S-2025东城期末,13,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;推理;概念;结论,三段论;三段论;周延判断;三段论;周延判断;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_012_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025东城期末-14,S-2025东城期末,14,选择题,推理,假言;判断;周延;概念;联言;选言,假言推理;周延判断;假言推理;选言推理;联言推理;周延判断;逻辑三律与概念规则;假言推理;选言推理;联言推理;逻辑三律与概念规则;周延判断;周延判断;逻辑三律与概念规则;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_012_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025东城期末-15,S-2025东城期末,15,选择题,推理,假言;充分必要条件;充分条件;判断;必要条件;推理,假言推理;假言推理;周延判断;周延判断,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_012_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025东城期末-16,S-2025东城期末,16,主观题,边界,发散思维,,L0_BLOCKED,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=哲学与文化(非选必三逻辑与思维),out_of_scope,excluded_keep_out,scope_out=哲学与文化(非选必三逻辑与思维)
Q-2025东城期末-17,S-2025东城期末,17,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-18-1,S-2025东城期末,18(1),主观题,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,三段论,L0_BLOCKED,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维)
Q-2025东城期末-18-2,S-2025东城期末,18(2),主观题,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,三段论,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025东城期末-19-1,S-2025东城期末,19(1),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025东城期末-19-2,S-2025东城期末,19(2),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025东城期末-19-3,S-2025东城期末,19(3),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025东城期末-2,S-2025东城期末,2,选择题,推理,创新思维;前提;动态性;整体性;概念;科学思维;辩证否定;辩证思维,逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_D_from_012_paper,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025东城期末-20,S-2025东城期末,20,主观题,边界,发散思维,,L0_BLOCKED,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=当代国际政治与经济(非选必三逻辑与思维),out_of_scope,excluded_keep_out,scope_out=当代国际政治与经济(非选必三逻辑与思维)
Q-2025东城期末-21,S-2025东城期末,21,主观题,推理,判断,其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=综合所学非选必三task(党+人民+法治为主),new_candidate,excluded_keep_out,scope_out=综合所学非选必三task(党+人民+法治为主)
Q-2025东城期末-3,S-2025东城期末,3,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-4,S-2025东城期末,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-5,S-2025东城期末,5,选择题,思维,辩证思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_012_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025东城期末-6,S-2025东城期末,6,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025东城期末-7,S-2025东城期末,7,选择题,推理,推理,假言推理;归纳推理与因果探求,L0_BLOCKED,answer_confirmed_B_from_012_paper,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025东城期末-8,S-2025东城期末,8,选择题,推理,必要条件,假言推理;归纳推理与因果探求,L0_BLOCKED,answer_confirmed_B_from_012_paper,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025东城期末-9,S-2025东城期末,9,选择题,推理,前提,其他复合推理,L0_BLOCKED,answer_confirmed_A_from_012_paper,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025丰台期末-1,S-2025丰台期末,1,选择题,待判,质量互变,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-10,S-2025丰台期末,10,选择题,交叉,归纳;思维具体;思维抽象;感性具体;推理;演绎推理;类比,假言推理;归纳推理与因果探求;类比推理;归纳推理与因果探求;类比推理;类比推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_040_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025丰台期末-11,S-2025丰台期末,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-12,S-2025丰台期末,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-13,S-2025丰台期末,13,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-14,S-2025丰台期末,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-15,S-2025丰台期末,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-16,S-2025丰台期末,16,主观题,交叉,判断;前提;推理;系统观念;结论;质量互变;辩证思维,其他复合推理;联言推理,L0_BLOCKED,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach,new_candidate,excluded_keep_out,scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach
Q-2025丰台期末-17,S-2025丰台期末,17,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-18-1,S-2025丰台期末,18(1),主观题,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025丰台期末-18-2,S-2025丰台期末,18(2),主观题,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维)
Q-2025丰台期末-18-3,S-2025丰台期末,18(3),主观题,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=政治与法治(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=政治与法治(非选必三逻辑与思维)
Q-2025丰台期末-19,S-2025丰台期末,19,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025丰台期末-2,S-2025丰台期末,2,选择题,待判,保真;假言;充分条件;判断;必要条件;推理;联言;超前思维;辩证思维;选言,假言推理;联言推理;假言推理;选言推理;联言推理;周延判断,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2025丰台期末-20,S-2025丰台期末,20,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025丰台期末-21,S-2025丰台期末,21,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-3,S-2025丰台期末,3,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-4,S-2025丰台期末,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-5,S-2025丰台期末,5,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-6,S-2025丰台期末,6,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025丰台期末-7,S-2025丰台期末,7,选择题,思维,超前思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_040_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025丰台期末-8,S-2025丰台期末,8,选择题,思维,判断;发散思维;想象;推理;概念,逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_040_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025丰台期末-9,S-2025丰台期末,9,选择题,推理,假言;充分条件;判断;推理;联言;选言,假言推理;归纳推理与因果探求;假言推理;选言推理;假言推理;选言推理;联言推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_040_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀二模-20,S-2025海淀二模,20,主观题,思维,分析与综合;系统优化;整体性;质量互变;动态性;辩证否定;矛盾分析法,辩证思维（分析综合/质量互变/辩证否定）,L4_LOCKED_FOR_FUSION,answer_LOCKED_FOR_FUSION,rubric_confirmed_A_formal_multi_source,VISUAL_CONFIRMED_PHASE03_PATCH,already_in_74,LOCKED_FOR_FUSION_NO_STUDENT_DRAFT_YET；GPT Phase03 gate未解除学生稿门禁,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀二模-UNPARSED-PAPER,S-2025海淀二模,UNPARSED,suite_visual_blocker,missing,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,visual_missing,paper PDF text layer is blank/thin; full question list must be recovered from rendered pages before coverage PASS,answer_missing,blocked_keep_out,整套或局部视觉恢复不足，不能转正文。
Q-2025海淀期末-1,S-2025海淀期末,1,选择题,待判,可检验性;客观性;科学思维,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,new_candidate,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-10,S-2025海淀期末,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025海淀期末-11,S-2025海淀期末,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-12,S-2025海淀期末,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-13,S-2025海淀期末,13,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-14,S-2025海淀期末,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-15,S-2025海淀期末,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025海淀期末-16,S-2025海淀期末,16,主观题,边界,辩证否定,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025海淀期末-17-1,S-2025海淀期末,17(1),主观题,思维,客观性;想象;科学思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_015_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀期末-17-2,S-2025海淀期末,17(2),主观题,思维,客观性;想象;科学思维,,L0_BLOCKED,answer_confirmed_from_rubric_015_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=哲学(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=哲学(非选必三逻辑与思维)
Q-2025海淀期末-18,S-2025海淀期末,18,主观题,思维,创新思维;联想思维;迁移;逆向思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_015_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀期末-19,S-2025海淀期末,19,主观题,待判,创新思维;发散思维;聚合思维,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2025海淀期末-2,S-2025海淀期末,2,选择题,思维,思维/联想思维（场景迁移）；辩证思维整体性,②场景迁移=联想思维同化性迁移；③辩证思维整体性把握乘客与环境关系,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_paper_key,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,scope已解决：②③均为选必三思维；①哲学诱惑但为错误选项不影响范围归属,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀期末-20,S-2025海淀期末,20,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025海淀期末-21,S-2025海淀期末,21,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
