canonical_question_id,suite_id,original_qno,question_type,rubric_pairing_status,can_enter_fusion,can_enter_student_draft,notes
Q-2026通州期末-5,S-2026通州期末,5,选择题,paired_candidate,no,no,
Q-2026通州期末-6,S-2026通州期末,6,选择题,paired_candidate,no,no,
Q-2026通州期末-7,S-2026通州期末,7,选择题,paired_candidate,no,no,
Q-2026通州期末-8,S-2026通州期末,8,选择题,paired_candidate,no,no,
Q-2026通州期末-9,S-2026通州期末,9,选择题,paired_candidate,no,no,
Q-2026顺义一模-1,S-2026顺义一模,1,选择题,paired_candidate,no,no,
Q-2026顺义一模-10,S-2026顺义一模,10,选择题,paired_candidate,no,no,
Q-2026顺义一模-11,S-2026顺义一模,11,选择题,paired_candidate,no,no,
Q-2026顺义一模-12,S-2026顺义一模,12,选择题,missing_or_unpaired,no,no,
Q-2026顺义一模-13,S-2026顺义一模,13,选择题,missing_or_unpaired,no,no,
Q-2026顺义一模-14,S-2026顺义一模,14,选择题,missing_or_unpaired,no,no,
Q-2026顺义一模-15,S-2026顺义一模,15,选择题,missing_or_unpaired,no,no,
Q-2026顺义一模-16,S-2026顺义一模,16,主观题,paired_candidate,no,no,
Q-2026顺义一模-17,S-2026顺义一模,17,主观题,paired_candidate,no,no,
Q-2026顺义一模-18,S-2026顺义一模,18,主观题,paired_candidate,no,no,
Q-2026顺义一模-19-1,S-2026顺义一模,19(1),主观题,paired_candidate,no,no,
Q-2026顺义一模-19-2,S-2026顺义一模,19(2),主观题,paired_candidate,no,no,
Q-2026顺义一模-19-3,S-2026顺义一模,19(3),主观题,paired_candidate,no,no,
Q-2026顺义一模-2,S-2026顺义一模,2,选择题,paired_candidate,no,no,
Q-2026顺义一模-20,S-2026顺义一模,20,主观题,paired_candidate,no,no,
Q-2026顺义一模-21,S-2026顺义一模,21,主观题,paired_candidate,no,no,
Q-2026顺义一模-22,S-2026顺义一模,22,主观题,missing_or_unpaired,no,no,
Q-2026顺义一模-3,S-2026顺义一模,3,选择题,paired_candidate,no,no,
Q-2026顺义一模-4,S-2026顺义一模,4,选择题,paired_candidate,no,no,
Q-2026顺义一模-5,S-2026顺义一模,5,选择题,paired_candidate,no,no,
Q-2026顺义一模-6,S-2026顺义一模,6,选择题,paired_candidate,no,no,
Q-2026顺义一模-7,S-2026顺义一模,7,选择题,paired_candidate,no,no,
Q-2026顺义一模-8,S-2026顺义一模,8,选择题,paired_candidate,no,no,
Q-2026顺义一模-9,S-2026顺义一模,9,选择题,paired_candidate,no,no,
