suite,question_no_guess,typology_guess,source_kind,source_id,hit_terms,snippet,next_action
2026通州期末,19,假言推理,paper,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf,假言;必要条件;推理,"理的原则,正确处理相邻关系。本案判决维护了相邻业主合法权益,有助于促进邻里和谐,践行友善的社 会主义核心价值观。 (2)(6 分) 1推理正确。该推理为充分条件假言推理,遵循“肯定前件,就能肯定后件”的规则。大前提“如果阻碍 加装电梯,就会侵犯相关业主的合法权益”,小前提肯定前件“范某阻碍加装电梯”,结论肯定后件“范 某侵犯了相关业主的合法权益”,推理结构有效。 2推理错误。该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规 ===== PAGE 10 ===== 第10页/共10页 则。材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”的结论,是错误",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,19,假言推理,paper,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf,结论,"2推理错误。该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规 ===== PAGE 10 ===== 第10页/共10页 则。材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”的结论,是错误 的推理结构。 20.(8 分) 全球治理倡议是中国提出的关于完善全球治理的系统方案,其核心是秉持共商共建共享的全球治理观,与 联合国宪章宗旨和原则一脉相承;该倡议契合和平与发展的时代主题,直面全球治理赤字,顺应了国际社 会对有效治理的普遍期待,以主权平等、国际法治等五大原则为支撑,提供了系统的治理遵循与实践方案, 为推动建设更加公正合理的全球治理体系指引方向;作为中国贡献的重要国际公共产品,它与三大全球倡",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,19,假言推理,paper,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf,推理,"===== PAGE 10 ===== 第10页/共10页 则。材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”的结论,是错误 的推理结构。 20.(8 分) 全球治理倡议是中国提出的关于完善全球治理的系统方案,其核心是秉持共商共建共享的全球治理观,与 联合国宪章宗旨和原则一脉相承;该倡议契合和平与发展的时代主题,直面全球治理赤字,顺应了国际社 会对有效治理的普遍期待,以主权平等、国际法治等五大原则为支撑,提供了系统的治理遵循与实践方案, 为推动建设更加公正合理的全球治理体系指引方向;作为中国贡献的重要国际公共产品,它与三大全球倡 议协同发力,为世界注人稳定性和确定性,贡献了中国智慧和中国方案,彰显出中国推动构建人类命运共",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,四,假言推理,rubric_or_answer,007_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx,判断;推理,"三、判决意义3分 业主合法权益1分,其他共性意义两点2分(核心观、和谐邻里关系) 四、原卷答案: 法院判决以事实为根据,以法律为准绳。老旧小区加装电梯属民生工程,已获法定比例业主同意,程序合法。电梯采用玻璃幕墙设计,在提升本楼业主出行便利的同时,能尽量减少对相邻楼业主的影响。依据《中华人民共和国民法典》规定,不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则,正确处理相邻关系。本案判决维护了相邻业主合法权益,有助于促进邻里和谐,践行友善的社会主义核心价值观。 ===== SLIDE 12 ===== (2)根据材料,判断推理1和2的逻辑正误,并结合《逻辑与思维》知识说明理由。(6分) (2)1推理正确。(1分)该推理为充分条件假言推理,遵循“肯定前件,就能肯定后件”的规则。(1分)大前提“如果阻碍加装电梯,就会侵犯相关业主的合法权益”,小前提肯定前件“范某阻碍加装电梯”,结论肯定后件“范某侵犯了相关业主的合法权益”,(1分)推理结构有效。 2推理错误。(1分)该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规则。(1分)材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,四,假言推理,rubric_or_answer,007_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx,假言;充分条件;推理;前提;结论,"业主合法权益1分,其他共性意义两点2分(核心观、和谐邻里关系) 四、原卷答案: 法院判决以事实为根据,以法律为准绳。老旧小区加装电梯属民生工程,已获法定比例业主同意,程序合法。电梯采用玻璃幕墙设计,在提升本楼业主出行便利的同时,能尽量减少对相邻楼业主的影响。依据《中华人民共和国民法典》规定,不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则,正确处理相邻关系。本案判决维护了相邻业主合法权益,有助于促进邻里和谐,践行友善的社会主义核心价值观。 ===== SLIDE 12 ===== (2)根据材料,判断推理1和2的逻辑正误,并结合《逻辑与思维》知识说明理由。(6分) (2)1推理正确。(1分)该推理为充分条件假言推理,遵循“肯定前件,就能肯定后件”的规则。(1分)大前提“如果阻碍加装电梯,就会侵犯相关业主的合法权益”,小前提肯定前件“范某阻碍加装电梯”,结论肯定后件“范某侵犯了相关业主的合法权益”,(1分)推理结构有效。 2推理错误。(1分)该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规则。(1分)材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,四,假言推理,rubric_or_answer,007_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx,假言;必要条件;推理;结论,"四、原卷答案: 法院判决以事实为根据,以法律为准绳。老旧小区加装电梯属民生工程,已获法定比例业主同意,程序合法。电梯采用玻璃幕墙设计,在提升本楼业主出行便利的同时,能尽量减少对相邻楼业主的影响。依据《中华人民共和国民法典》规定,不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则,正确处理相邻关系。本案判决维护了相邻业主合法权益,有助于促进邻里和谐,践行友善的社会主义核心价值观。 ===== SLIDE 12 ===== (2)根据材料,判断推理1和2的逻辑正误,并结合《逻辑与思维》知识说明理由。(6分) (2)1推理正确。(1分)该推理为充分条件假言推理,遵循“肯定前件,就能肯定后件”的规则。(1分)大前提“如果阻碍加装电梯,就会侵犯相关业主的合法权益”,小前提肯定前件“范某阻碍加装电梯”,结论肯定后件“范某侵犯了相关业主的合法权益”,(1分)推理结构有效。 2推理错误。(1分)该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规则。(1分)材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”的结论,(1分)是错误的推理结构。(6分) ===== SLID",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,四,假言推理,rubric_or_answer,007_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx,推理,"法院判决以事实为根据,以法律为准绳。老旧小区加装电梯属民生工程,已获法定比例业主同意,程序合法。电梯采用玻璃幕墙设计,在提升本楼业主出行便利的同时,能尽量减少对相邻楼业主的影响。依据《中华人民共和国民法典》规定,不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则,正确处理相邻关系。本案判决维护了相邻业主合法权益,有助于促进邻里和谐,践行友善的社会主义核心价值观。 ===== SLIDE 12 ===== (2)根据材料,判断推理1和2的逻辑正误,并结合《逻辑与思维》知识说明理由。(6分) (2)1推理正确。(1分)该推理为充分条件假言推理,遵循“肯定前件,就能肯定后件”的规则。(1分)大前提“如果阻碍加装电梯,就会侵犯相关业主的合法权益”,小前提肯定前件“范某阻碍加装电梯”,结论肯定后件“范某侵犯了相关业主的合法权益”,(1分)推理结构有效。 2推理错误。(1分)该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规则。(1分)材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”的结论,(1分)是错误的推理结构。(6分) ===== SLIDE 13 ===",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,四,假言推理,rubric_or_answer,007_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx,假言;充分条件;判断;推理;结论,"(2)1推理正确。(1分)该推理为充分条件假言推理,遵循“肯定前件,就能肯定后件”的规则。(1分)大前提“如果阻碍加装电梯,就会侵犯相关业主的合法权益”,小前提肯定前件“范某阻碍加装电梯”,结论肯定后件“范某侵犯了相关业主的合法权益”,(1分)推理结构有效。 2推理错误。(1分)该推理属于必要条件假言推理,遵循“否定前件必否定后件”“肯定后件必肯定前件”的规则。(1分)材料中仅肯定前件“公示期内未收到异议”,就得出肯定后件“加装电梯符合要求”的结论,(1分)是错误的推理结构。(6分) ===== SLIDE 13 ===== 第一步该推理正确与否:错误|正确(1分) 第二步理由(2分=理论1分+分析材料1分) (1)写出充分条件假言推理(1分)或者有效式:肯定前件式/肯前肯后/如果肯定了假言判断的前件,结论就要肯定假言判断的后件(如果否定了假言判断的后件,就要否定前件不给分,因为与材料的逻辑性质无关)(1分)或者无效式:否定前件式/否定前件不能否定后件/否定假言判断的前件,而在结论中肯定假言判断的后件(肯定后件式不给分,因为与材料犯的逻辑错误无关) (1分) +分析材料(1分) (2)写出必要条件假言推理(1分)或者有效式:",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026通州期末,四,假言推理,rubric_or_answer,007_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_细则_细则.pptx,假言;必要条件;判断;推理;结论,"===== SLIDE 13 ===== 第一步该推理正确与否:错误|正确(1分) 第二步理由(2分=理论1分+分析材料1分) (1)写出充分条件假言推理(1分)或者有效式:肯定前件式/肯前肯后/如果肯定了假言判断的前件,结论就要肯定假言判断的后件(如果否定了假言判断的后件,就要否定前件不给分,因为与材料的逻辑性质无关)(1分)或者无效式:否定前件式/否定前件不能否定后件/否定假言判断的前件,而在结论中肯定假言判断的后件(肯定后件式不给分,因为与材料犯的逻辑错误无关) (1分) +分析材料(1分) (2)写出必要条件假言推理(1分)或者有效式:否定前件式/肯定定后件式/否前否后/肯后肯前/如果否定了假言判断的前件,结论就要否定假言判断的后件/如果肯定了假言判断的后件,就要肯定前件(1分)或者无效式:肯定前件式/肯定前件不能肯定后件/肯定假言判断的前件,而在结论中肯定假言判断的后件(否定后件式不给分,因为与材料犯的逻辑错误无关)(1分)+分析材料(1分) ===== SLIDE 14 ===== 20.(8分) 2025年9月1日,习近平主席主持“上海合作组织+”会议,提出全球治理倡议。 面对变乱交织的世界,中国将继续站在历史",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025东城期末,14,假言推理;周延判断,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,判断,"第16页/共20页 体与部分的关系; B 错误,“北京中轴线位于北京老城中心”,此处的“位于”关系为反对称关系; C 错误,“北京中轴线”的“中”指的是地理位置,“中华文明”的“中”指的是中华民族,在外延上是 不一致的; D 正确,北京中轴线是统领整个老城规划格局的建筑与遗址的组合体,这是一个简单性质判断。“统领 整个老城规划格局的建筑与遗址的组合体”是谓项,联项是肯定的,因此谓项是不周延的。 故选:D。 【点评】本题考查学生提取信息、调动所学知识理解和解决问题的能力。答题要把握材料主旨,找出与 主旨一致的表述,在选择过程一定要注意选项与题干主旨的相关性。 15.【分析】本题考查:假言推理及其方法 1充分条件假言推理规则:",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025东城期末,14,假言推理;周延判断,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,周延,"体与部分的关系; B 错误,“北京中轴线位于北京老城中心”,此处的“位于”关系为反对称关系; C 错误,“北京中轴线”的“中”指的是地理位置,“中华文明”的“中”指的是中华民族,在外延上是 不一致的; D 正确,北京中轴线是统领整个老城规划格局的建筑与遗址的组合体,这是一个简单性质判断。“统领 整个老城规划格局的建筑与遗址的组合体”是谓项,联项是肯定的,因此谓项是不周延的。 故选:D。 【点评】本题考查学生提取信息、调动所学知识理解和解决问题的能力。答题要把握材料主旨,找出与 主旨一致的表述,在选择过程一定要注意选项与题干主旨的相关性。 15.【分析】本题考查:假言推理及其方法 1充分条件假言推理规则: 肯定前件,就要肯定后件;否定前件,不能否定后件。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025东城期末,15,假言推理;周延判断,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,假言;推理,"不一致的; D 正确,北京中轴线是统领整个老城规划格局的建筑与遗址的组合体,这是一个简单性质判断。“统领 整个老城规划格局的建筑与遗址的组合体”是谓项,联项是肯定的,因此谓项是不周延的。 故选:D。 【点评】本题考查学生提取信息、调动所学知识理解和解决问题的能力。答题要把握材料主旨,找出与 主旨一致的表述,在选择过程一定要注意选项与题干主旨的相关性。 15.【分析】本题考查:假言推理及其方法 1充分条件假言推理规则: 肯定前件,就要肯定后件;否定前件,不能否定后件。 否定后件,就要否定前件;肯定后件,不能肯定前件。 2必要条件假言推理规则: 否定前件就要否定后件,肯定后件就要肯定前件。 肯定前件不能肯定后件,否定后件,不能否定前件。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025东城期末,15,假言推理;周延判断,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,假言;充分条件;推理,"D 正确,北京中轴线是统领整个老城规划格局的建筑与遗址的组合体,这是一个简单性质判断。“统领 整个老城规划格局的建筑与遗址的组合体”是谓项,联项是肯定的,因此谓项是不周延的。 故选:D。 【点评】本题考查学生提取信息、调动所学知识理解和解决问题的能力。答题要把握材料主旨,找出与 主旨一致的表述,在选择过程一定要注意选项与题干主旨的相关性。 15.【分析】本题考查:假言推理及其方法 1充分条件假言推理规则: 肯定前件,就要肯定后件;否定前件,不能否定后件。 否定后件,就要否定前件;肯定后件,不能肯定前件。 2必要条件假言推理规则: 否定前件就要否定后件,肯定后件就要肯定前件。 肯定前件不能肯定后件,否定后件,不能否定前件。 3充分必要条件假言推理规则:",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,5,假言推理;周延判断,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,必要条件,"动,B:富有哲理)。其矛盾命题应为“非A 或非B”(即A 和B 不同时成立) A:“文笔不生动且不富有哲理”(非A 且非B),是更极端的否定,并非原命题的矛盾命题 ,A 与题意不 符。 B:“或者文笔不生动,或者不富有哲理”(非A 或非B),与原命题相矛盾 ,B 符合题意。 C:“如果文笔不生动,则富有哲理”(非A→B),逻辑等价于“A 或B”,即“文笔生动或富有哲理”,与原命 题可共存,不矛盾,C 与题意不符。 D:“只有富有哲理才文笔生动”,这里文笔生动(A)的必要条件是富有哲理(B),也就是A→B,不是 “非A 或非B”,即不是原命题的矛盾命题,D 与题意不符。 故本题选B。 6.A 【详解】1:在 “这个政策工具能够改善非银机构总体的流动性环境” 这一判断中,主项就是被断定的对 象 “政策工具” ,1说法正确。 2:“互换便利不是央行直接向市场给钱,而是通过新工具盘活资产,统筹安排股市、债市等不同市场间",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,5,假言推理;周延判断,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,必要条件,"动,B:富有哲理)。其矛盾命题应为“非A 或非B”(即A 和B 不同时成立) A:“文笔不生动且不富有哲理”(非A 且非B),是更极端的否定,并非原命题的矛盾命题 ,A 与题意不 符。 B:“或者文笔不生动,或者不富有哲理”(非A 或非B),与原命题相矛盾 ,B 符合题意。 C:“如果文笔不生动,则富有哲理”(非A→B),逻辑等价于“A 或B”,即“文笔生动或富有哲理”,与原命 题可共存,不矛盾,C 与题意不符。 D:“只有富有哲理才文笔生动”,这里文笔生动(A)的必要条件是富有哲理(B),也就是A→B,不是 “非A 或非B”,即不是原命题的矛盾命题,D 与题意不符。 故本题选B。 6.A 【详解】1:在 “这个政策工具能够改善非银机构总体的流动性环境” 这一判断中,主项就是被断定的对 象 “政策工具” ,1说法正确。 2:“互换便利不是央行直接向市场给钱,而是通过新工具盘活资产,统筹安排股市、债市等不同市场间",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025东城期末,7,假言推理;归纳推理与因果探求,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,推理,"===== PAGE 12 ===== 第12页/共20页 故选:B。 【点评】本题属于推导类试题,在传导过程中需要注意,前后必须要有因果关系或时间先后的逻辑关系, 该类试题考查学生的分析、推理能力。 8.【分析】本题考查:发展更高层次的开放型经济 (1)对外开放是我国一项长期的基本国策。 1必然性:实行对外开放,是经济全球化的客观要求;是发展社会主义市场经济的内在要求;也是我国 社会主义现代化建设的必要条件。 2重要性:极大地促进了社会生产力的发展、综合国力的增强和人民生活水平的提高。 (2)我国对外开放的基本格局:全方位、宽领域、多层次。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025东城期末,8,假言推理;归纳推理与因果探求,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,必要条件,"故选:B。 【点评】本题属于推导类试题,在传导过程中需要注意,前后必须要有因果关系或时间先后的逻辑关系, 该类试题考查学生的分析、推理能力。 8.【分析】本题考查:发展更高层次的开放型经济 (1)对外开放是我国一项长期的基本国策。 1必然性:实行对外开放,是经济全球化的客观要求;是发展社会主义市场经济的内在要求;也是我国 社会主义现代化建设的必要条件。 2重要性:极大地促进了社会生产力的发展、综合国力的增强和人民生活水平的提高。 (2)我国对外开放的基本格局:全方位、宽领域、多层次。 (3)实行更加积极主动的开放战略,完善互利共赢、多元平衡、安全高效的开放型经济体系。 1要加快转变对外经济发展方式,推动开放朝着优化结构、拓展深度、提高效益方向转变,着力培育开 放型经济发展新优势。形成以技术、品牌、质量、服务为核心的出口竞争新优势, 促进加工贸易转型升级,发展服务贸易。提高利用外资综合优势和总体效益,推动引资、引技、引智有",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,9,假言推理;归纳推理与因果探求,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,假言;充分条件;推理,"C:“主动将研学中的所见所闻与学科知识建立联系”是“在研学中有所收获”的充分条件,而不是必要 条件,因为“在研学中有所收获”还可以有其他方法和途径,不是说“不将研学中的所见所闻与学科知识 建立联系”就“不能在研学中有所收获”。所以由“王同学在研学中有所收获”为真,不能推出“王同学 主动将研学中的所见所闻与学科知识建立联系”为真,因为充分条件假言推理不能通过肯定后件来肯定前 件,C 不选。 D:“赵同学主动将研学中的所见所闻与学科知识建立联系”为真,可以推出“赵同学在研学中有所收 获”为真,因为充分条件假言推理可以通过肯定前件来肯定后件,D 正确。 故本题选D。 10. 【答案】B 【详解】1:“吃一堑,长一智”意思是,受一次挫折,便得到一次教训,增长一分才智。这启示我们要 善于运用归纳推理,从特殊推出一般,寻找规律性,1符合题意。 2:人之所以会“在同一地方摔倒多次”,是因为没有运用归纳推理,2说法错误。 3:“闻一知十”意思是,听到一件事,可以推知十件事。这启示我们要善于思考,从感性具体到思维抽",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,10,假言推理;归纳推理与因果探求;类比推理,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,推理;归纳,"件,C 不选。 D:“赵同学主动将研学中的所见所闻与学科知识建立联系”为真,可以推出“赵同学在研学中有所收 获”为真,因为充分条件假言推理可以通过肯定前件来肯定后件,D 正确。 故本题选D。 10. 【答案】B 【详解】1:“吃一堑,长一智”意思是,受一次挫折,便得到一次教训,增长一分才智。这启示我们要 善于运用归纳推理,从特殊推出一般,寻找规律性,1符合题意。 2:人之所以会“在同一地方摔倒多次”,是因为没有运用归纳推理,2说法错误。 3:“闻一知十”意思是,听到一件事,可以推知十件事。这启示我们要善于思考,从感性具体到思维抽 象,3说法错误。 4:“举一反三”意思是,拿已知的一件事理去推知相类似的其他事理。有人“举一”却不能“反三”, 是因为没有正确运用类比推理,4符合题意。 故本题选B。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,10,假言推理;归纳推理与因果探求;类比推理,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,推理;归纳,"D:“赵同学主动将研学中的所见所闻与学科知识建立联系”为真,可以推出“赵同学在研学中有所收 获”为真,因为充分条件假言推理可以通过肯定前件来肯定后件,D 正确。 故本题选D。 10. 【答案】B 【详解】1:“吃一堑,长一智”意思是,受一次挫折,便得到一次教训,增长一分才智。这启示我们要 善于运用归纳推理,从特殊推出一般,寻找规律性,1符合题意。 2:人之所以会“在同一地方摔倒多次”,是因为没有运用归纳推理,2说法错误。 3:“闻一知十”意思是,听到一件事,可以推知十件事。这启示我们要善于思考,从感性具体到思维抽 象,3说法错误。 4:“举一反三”意思是,拿已知的一件事理去推知相类似的其他事理。有人“举一”却不能“反三”, 是因为没有正确运用类比推理,4符合题意。 故本题选B。 11. 【答案】D",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026东城期末,1,假言推理;类比推理,rubric_or_answer,045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx,推理;类比;前提,"1错误。尊重客观规律是认识和利用规律的前提,模拟早期地球环境的类比实验是认识规律的手段,并非前提。 2正确。研究发现核糖核酸与氨基酸的自发化学反应形成了蛋白质合成的关键中间体,为解答生命起源关键问题提供了新思路,这说明二者的自在联系可能是生命起源的关键。 3错误。运动是绝对的,且题干未涉及生命从低级到高级的进化过程。 4正确。该基础科学成果有望应用于人工生命系统构建等领域,说明基础科学的突破能够推动生物工程与生物技术的应用。 D 教学提示: 1.讲清类比推理、认识和利用规律的前提、自在联系和人为联系的区分、运动的特点等学科知识。 2.提醒学生做选择题不要先入为主,要打破思维定势。如以往选择题训练中“自在联系”绝大多数是错的,直接排除了2。 3.有些易错易混区分不能过于绝对化,要具体问题具体分析。 ===== SLIDE 6 ===== 判断标准:是否符合事物发展规律,具有生命力和远大前途。而不是出现时间的早晚 不涉及社会效益,材料涉及经济效益 必要条件不成立",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026东城期末,3,假言推理;类比推理,rubric_or_answer,045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx,判断,"D 教学提示: 1.讲清类比推理、认识和利用规律的前提、自在联系和人为联系的区分、运动的特点等学科知识。 2.提醒学生做选择题不要先入为主,要打破思维定势。如以往选择题训练中“自在联系”绝大多数是错的,直接排除了2。 3.有些易错易混区分不能过于绝对化,要具体问题具体分析。 ===== SLIDE 6 ===== 判断标准:是否符合事物发展规律,具有生命力和远大前途。而不是出现时间的早晚 不涉及社会效益,材料涉及经济效益 必要条件不成立 矛盾双方相互转化的前提:同一性和转化条件 ===== SLIDE 7 ===== 第5题解析: “可爱”产品契合多元消费需求,掀起消费热潮,A选项正确;",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2026东城期末,3,假言推理;类比推理,rubric_or_answer,045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx,必要条件,"1.讲清类比推理、认识和利用规律的前提、自在联系和人为联系的区分、运动的特点等学科知识。 2.提醒学生做选择题不要先入为主,要打破思维定势。如以往选择题训练中“自在联系”绝大多数是错的,直接排除了2。 3.有些易错易混区分不能过于绝对化,要具体问题具体分析。 ===== SLIDE 6 ===== 判断标准:是否符合事物发展规律,具有生命力和远大前途。而不是出现时间的早晚 不涉及社会效益,材料涉及经济效益 必要条件不成立 矛盾双方相互转化的前提:同一性和转化条件 ===== SLIDE 7 ===== 第5题解析: “可爱”产品契合多元消费需求,掀起消费热潮,A选项正确; “可爱”产品并不属于新事物,新事物是符合事物发展规律,具有强大生命力和远大前途的事物;此外,题目中并没有提及社会效益,应当是与“经济效益”相统一,B选项错误; 具有文化内涵与市场健康有序发展并不构成必要条件关系,C选项错误;",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2024朝阳二模,1,假言推理;联言推理,rubric_or_answer,022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,联言;判断,"===== PAGE 4 ===== 4 19((2)“夫大人者,与天地合其德,与日月合其明,与四时合其序”是哪种复合判断? 该复合判断为真的条件是什么?(5 分) 该判断是联言判断。 1、当且仅当组成它的各个联言支都是真的,这个联言判断才是真的。 写出联言判断2 分,错别字如“连言判断”不给分,表述不准确如写“充分/必要条件联言 判断”不给分。 2 写出判断为真的条件3 分:当且仅当组成它的各个(1 分)联言支都是真的(1 分), 这个联言判断才是真的(1 分)。 变通:如果有一个联言支是假的,这个联言判断就是假的。(2 分) 全真才真,一假即假。(表述不规范2 分)",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2024朝阳二模,1,假言推理;联言推理,rubric_or_answer,022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,联言;必要条件;判断,"4 19((2)“夫大人者,与天地合其德,与日月合其明,与四时合其序”是哪种复合判断? 该复合判断为真的条件是什么?(5 分) 该判断是联言判断。 1、当且仅当组成它的各个联言支都是真的,这个联言判断才是真的。 写出联言判断2 分,错别字如“连言判断”不给分,表述不准确如写“充分/必要条件联言 判断”不给分。 2 写出判断为真的条件3 分:当且仅当组成它的各个(1 分)联言支都是真的(1 分), 这个联言判断才是真的(1 分)。 变通:如果有一个联言支是假的,这个联言判断就是假的。(2 分) 全真才真,一假即假。(表述不规范2 分) 19((3)“中华优秀传统文化的特质赋予中国式现代化以深厚底蕴”。结合材料,综合",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2024朝阳二模,1,假言推理;联言推理,rubric_or_answer,022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,判断,"19((2)“夫大人者,与天地合其德,与日月合其明,与四时合其序”是哪种复合判断? 该复合判断为真的条件是什么?(5 分) 该判断是联言判断。 1、当且仅当组成它的各个联言支都是真的,这个联言判断才是真的。 写出联言判断2 分,错别字如“连言判断”不给分,表述不准确如写“充分/必要条件联言 判断”不给分。 2 写出判断为真的条件3 分:当且仅当组成它的各个(1 分)联言支都是真的(1 分), 这个联言判断才是真的(1 分)。 变通:如果有一个联言支是假的,这个联言判断就是假的。(2 分) 全真才真,一假即假。(表述不规范2 分) 19((3)“中华优秀传统文化的特质赋予中国式现代化以深厚底蕴”。结合材料,综合 运用所学,谈谈你对这句话的理解。(7 分)",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2024朝阳二模,1,假言推理;联言推理,rubric_or_answer,022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,联言;判断,"19((2)“夫大人者,与天地合其德,与日月合其明,与四时合其序”是哪种复合判断? 该复合判断为真的条件是什么?(5 分) 该判断是联言判断。 1、当且仅当组成它的各个联言支都是真的,这个联言判断才是真的。 写出联言判断2 分,错别字如“连言判断”不给分,表述不准确如写“充分/必要条件联言 判断”不给分。 2 写出判断为真的条件3 分:当且仅当组成它的各个(1 分)联言支都是真的(1 分), 这个联言判断才是真的(1 分)。 变通:如果有一个联言支是假的,这个联言判断就是假的。(2 分) 全真才真,一假即假。(表述不规范2 分) 19((3)“中华优秀传统文化的特质赋予中国式现代化以深厚底蕴”。结合材料,综合 运用所学,谈谈你对这句话的理解。(7 分) 可从中国式现代化的特征、本质要求、中华优秀传统文化等角度阐释。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
