file_id,original_file_path,working_file_path,file_name,year,district,exam_stage,file_type,suspected_role,text_layer_status,page_count,hash,processing_method,linked_files,notes
F0088,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,细则.docx,2025,海淀,一模,docx,subjective_rubric,text_layer,80,506347bd4a7061dd62d9c39a7d0a86036d7beb2e3bd6bdabfb69482595771036,python-docx,F0089|F0090|F0305|F0306|F0307,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0088.txt
F0089,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,2025,海淀,一模,pdf,paper,text_layer,10,be30611f2f07a1374caa94169907a379ab23b6d6ef390647ca58b64e577b833a,pymupdf_text_extract,F0088|F0090|F0305|F0306|F0307,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0089.txt
F0090,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,试卷.pdf,2025,海淀,一模,pdf,paper,text_layer,9,7ebce670784d805ee092db689d2bca675ca5ef4f7394a3229530a1423341fbd9,pymupdf_text_extract,F0088|F0089|F0305|F0306|F0307,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0090.txt
F0091,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,细则.doc,2025,石景山,一模,doc,subjective_rubric,old_word,,0b97375f2f69e53d9d17a16ce32d06d76fc069edba4884aae8d0750ec88e1288,textutil,F0092|F0308|F0309,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0091.txt
F0092,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,试卷.pdf,2025,石景山,一模,pdf,paper,text_layer,11,fb8717be46dabe77b9b92db5b9fac854bee5c11c7cac53704bcdd1abca2676f5,pymupdf_text_extract,F0091|F0308|F0309,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0092.txt
F0093,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,细则.docx,2025,西城,一模,docx,subjective_rubric,text_layer,99,af675a5d751f41db34d996ea71aeb9dfcb9ac0e86ef2acf40e2f7fd03ca99939,python-docx,F0094|F0310|F0311,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0093.txt
F0094,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,试卷.pdf,2025,西城,一模,pdf,paper,text_layer,10,2542f29bb04e2ae014d6d61f553b812926c2a998785ce44cb815ef347d5deca5,pymupdf_text_extract,F0093|F0310|F0311,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0094.txt
F0095,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,细则.doc,2025,门头沟,一模,doc,subjective_rubric,old_word,,26d9b228064053c19109fc9d3462d2e4cc561009b2d2229d4ec60055a2229973,textutil,F0096|F0312|F0313,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0095.txt
F0096,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,试卷.pdf,2025,门头沟,一模,pdf,paper,text_layer,10,1d8a23fe11f59810bcbe7bb7bfd3ecdd9ff89e3bfd5e422559ca6200e18cc009,pymupdf_text_extract,F0095|F0312|F0313,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0096.txt
F0097,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,细则.docx,2025,顺义,一模,docx,subjective_rubric,text_layer,86,bef8332e23ce30ac4e04eef21ff030c777eb4088111eb581c4b5257ae37a8fcc,python-docx,F0098|F0314|F0315,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0097.txt
F0098,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,试卷.pdf,2025,顺义,一模,pdf,paper,text_layer,18,9dd43cae443f853c0799034210e45b3e1040c48facb2cdf3d42dbba195ee4b16,pymupdf_text_extract,F0097|F0314|F0315,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0098.txt
F0099,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/.DS_Store,.DS_Store,2025,,二模,unknown,unknown,unknown,,f7ea4f0e7a672d6cfb31b18a3467626507e94f4a6e68795d72d4cc9e67ce3299,not_processed,,macOS metadata file skipped
F0100,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,细则.pdf,2025,东城,二模,pdf,subjective_rubric,text_layer,5,606dbae1d5ce3e59c8daef227c8b797cfbda2b7f90b8c9e07f47654af13e1cc2,pymupdf_text_extract,F0101|F0316|F0317,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0100.txt
F0101,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,试卷.pdf,2025,东城,二模,pdf,paper,text_layer,8,9b287871f660f23de9593be4c16952103c1c6873d6bd52d25ddd57ddd1a8d268,pymupdf_text_extract,F0100|F0316|F0317,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0101.txt
F0102,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/.DS_Store,.DS_Store,2025,丰台,二模,unknown,unknown,unknown,,0c81a888de94081e41586a6adabcce2cd00b0aab43712fab2895dbca02adea31,not_processed,F0103|F0104|F0105|F0106|F0107|F0108|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,macOS metadata file skipped
F0103,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/.DS_Store,.DS_Store,2025,丰台,二模,unknown,subjective_rubric,unknown,,ba7392707fe9ef4e2df48f558fe3cc8745de2d4eda24b55fc891cb69f7dbb0da,not_processed,F0102|F0104|F0105|F0106|F0107|F0108|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,macOS metadata file skipped
F0104,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/.DS_Store,.DS_Store,2025,丰台,二模,unknown,subjective_rubric,unknown,,94f5bb7e2282d3a9eec949a160d8bdaa79766df756ce1392e68c954f772f3def,not_processed,F0102|F0103|F0105|F0106|F0107|F0108|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,macOS metadata file skipped
F0105,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/.DS_Store,.DS_Store,2025,丰台,二模,unknown,evaluation_standard,unknown,,94f5bb7e2282d3a9eec949a160d8bdaa79766df756ce1392e68c954f772f3def,not_processed,F0102|F0103|F0104|F0106|F0107|F0108|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,macOS metadata file skipped
F0106,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,16.(1).doc,2025,丰台,二模,doc,evaluation_standard,old_word,,2f596046ed6d0ce5594043cdd14f103d0a758e43bd82cf79133ce456734a09b3,textutil,F0102|F0103|F0104|F0105|F0107|F0108|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0106.txt
F0107,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,16.(2).docx,2025,丰台,二模,docx,evaluation_standard,text_layer,70,e3e9942211ec52f96c2c74e685e28ec811bfe87ccd9d97b08fde3864f6c2bf0a,python-docx,F0102|F0103|F0104|F0105|F0106|F0108|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0107.txt
F0108,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,17题.docx,2025,丰台,二模,docx,evaluation_standard,text_layer,1,71d970ada83cbd28a7efb16aa888c15ee8396de35b1e47f2bc08825b4b98aadb,python-docx,F0102|F0103|F0104|F0105|F0106|F0107|F0109|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0108.txt
F0109,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,18题 .docx,2025,丰台,二模,docx,evaluation_standard,text_layer,5,56b5533477c242dc3b3a476869ddb64b4d3714c82fb86f6bae6e70dbf9444d66,python-docx,F0102|F0103|F0104|F0105|F0106|F0107|F0108|F0110|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0109.txt
F0110,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,19.(1).docx,2025,丰台,二模,docx,evaluation_standard,text_layer,1,0e0ec077bf92033604024f22d3de9236ae281cf070249362feb41ea8254e29fc,python-docx,F0102|F0103|F0104|F0105|F0106|F0107|F0108|F0109|F0111|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0110.txt
F0111,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,19.(2).docx,2025,丰台,二模,docx,evaluation_standard,text_layer,1,a85076fc73d8e53eaa3013c21f6968715c0af0df7aace713e41c1b6c89b25683,python-docx,F0102|F0103|F0104|F0105|F0106|F0107|F0108|F0109|F0110|F0112|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0111.txt
F0112,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,20题.docx,2025,丰台,二模,docx,evaluation_standard,text_layer,1,17616554d57330bb3b0b4858d658c94d4a95f840bd83916e5695d63bf82f548d,python-docx,F0102|F0103|F0104|F0105|F0106|F0107|F0108|F0109|F0110|F0111|F0113|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0112.txt
F0113,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,21题.docx,2025,丰台,二模,docx,evaluation_standard,text_layer,9,11303432404cb656cc27829621d2b3531ecabcadf74eb04d9736cf5a117adb3a,python-docx,F0102|F0103|F0104|F0105|F0106|F0107|F0108|F0109|F0110|F0111|F0112|F0114|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0113.txt
F0114,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,试卷.pdf,2025,丰台,二模,pdf,paper,text_layer,10,9f3b486088840b526e13f216898462df05e33de9567fe75145c7491cd5a0e11b,pymupdf_text_extract,F0102|F0103|F0104|F0105|F0106|F0107|F0108|F0109|F0110|F0111|F0112|F0113|F0318|F0319|F0320|F0321|F0322|F0323|F0324|F0325|F0326,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0114.txt
F0115,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,细则.pptx,2025,昌平,二模,pptx,subjective_rubric,ppt,21,af3875177855a6115e7e1ce0c5ff702139c737a7995b08fd56d1878f2dd208af,python-pptx,F0116|F0327|F0328,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0115.txt
F0116,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,试卷.pdf,2025,昌平,二模,pdf,paper,text_layer,11,6e5080fb116ab8fc4c0672da05e0a326e7f5b012c0f0a283d5f05a5155a7352d,pymupdf_text_extract,F0115|F0327|F0328,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0116.txt
F0117,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,细则.docx,2025,朝阳,二模,docx,subjective_rubric,text_layer,15,73c36c3077dced724eb48b81aec7492e8e5ac59a7f72d7fb729d3581ea3fb5e8,python-docx,F0118|F0119|F0329|F0330|F0331,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0117.txt
F0118,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,扫描全能王 2025-05-13 21.42.pdf,2025,朝阳,二模,pdf,paper,image_pdf,6,613f35ecb7c41e670656f980cc718cc30ef26ea1733cf32e523b9cb7b59bad04,pymupdf_text_extract,F0117|F0119|F0329|F0330|F0331,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0118.txt
F0119,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,试卷.pdf,2025,朝阳,二模,pdf,paper,text_layer,10,6009b3f19a33a729602d7a5bc5b6c8ca2b59ed1392c6c753df7d14695ce84d5e,pymupdf_text_extract,F0117|F0118|F0329|F0330|F0331,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0119.txt
F0120,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,2025届二模考试讲评0510.pdf,2025,海淀,二模,pdf,lecture,text_layer,71,086cafc0d843cdfd93b0cbd53734ccbf74326a488ee0fb678af270ed4961625e,pymupdf_text_extract,F0121|F0122|F0123|F0332|F0333|F0334|F0335,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0120.txt
F0121,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,细则.docx,2025,海淀,二模,docx,subjective_rubric,text_layer,76,fc56fdd304fde11818aaa71317163fea8de97571d25365dc322452ca95db0b43,python-docx,F0120|F0122|F0123|F0332|F0333|F0334|F0335,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0121.txt
F0122,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,2025年海淀二模评标实录.docx,2025,海淀,二模,docx,evaluation_standard,text_layer,60,10b5fafe8824526452c8653a8ed509c30d50060286161282e41753bc05d8728d,python-docx,F0120|F0121|F0123|F0332|F0333|F0334|F0335,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0122.txt
F0123,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,试卷.pdf,2025,海淀,二模,pdf,paper,image_pdf,8,7ff16fecb25f793fecbf8e37570a1cf8e2b281b61696a6cc3e27a9ee6c03da1c,pymupdf_text_extract,F0120|F0121|F0122|F0332|F0333|F0334|F0335,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0123.txt
F0124,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,细则.docx,2025,西城,二模,docx,subjective_rubric,text_layer,91,cfb0f19ef38aafd7b6376a003734f11398ff25ed6be60e6a22ffc145d4aad78e,python-docx,F0125|F0336|F0337,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0124.txt
F0125,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,试卷.pdf,2025,西城,二模,pdf,paper,text_layer,10,06c08602a2f5c20b87d80e19d16f44954ffac7f4c0442ae03fcb35d5153064f3,pymupdf_text_extract,F0124|F0336|F0337,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0125.txt
F0126,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/.DS_Store,.DS_Store,2025,,期末,unknown,unknown,unknown,,4faa33d5b15d76aed9f267b8cdaf9c380614f2bfb2f68c56e9c0176247de500c,not_processed,,macOS metadata file skipped
F0127,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/.DS_Store,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/.DS_Store,.DS_Store,2025,东城,期末,unknown,unknown,unknown,,9286ba6ae1be8f8f64039732d483de4037c5f2d8591aa0483c8a4c910bfce515,not_processed,F0128|F0129|F0130|F0338|F0339|F0340,macOS metadata file skipped
F0128,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,细则.pdf,2025,东城,期末,pdf,subjective_rubric,text_layer,17,5b78436dd863858bc3d3d587daf89ed6bcef61f9a5796608fc598bd2931b0029,pymupdf_text_extract,F0127|F0129|F0130|F0338|F0339|F0340,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0128.txt
F0129,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,东城期末.pptx,2025,东城,期末,pptx,subjective_rubric,ppt,34,26b1173765262a2f34fc48932fa71fb8f6c77085cdc57aa27a5b597eb3caa2ec,python-pptx,F0127|F0128|F0130|F0338|F0339|F0340,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0129.txt
F0130,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,试卷.pdf,2025,东城,期末,pdf,paper,text_layer,20,8eda36bd87dba1947b49352c5f2451852bf9c57a58f896f907c8adfd35c12fa9,pymupdf_text_extract,F0127|F0128|F0129|F0338|F0339|F0340,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0130.txt
F0131,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,细则.pptx,2025,丰台,期末,pptx,subjective_rubric,ppt,62,360d57a4b250de8126e5f775fae9d9a024b4d8b284c6450e9532daf50fffb691,python-pptx,F0132|F0341|F0342,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0131.txt
F0132,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,试卷.pdf,2025,丰台,期末,pdf,paper,text_layer,18,89765092a6f26242da94c2aca30992e3b2a42cf803733f8b63641227d1780e70,pymupdf_text_extract,F0131|F0341|F0342,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0132.txt
F0133,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,朝阳高三期末2025.pptx,2025,朝阳,期末,pptx,unknown,ppt,36,195324f05d7e2feaa6b932a640fc6fd4c28d2b5b2a7e0e07630096369af21bc6,python-pptx,F0134|F0135|F0343|F0344|F0345,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0133.txt
F0134,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,细则.pdf,2025,朝阳,期末,pdf,subjective_rubric,image_pdf,6,953eaee3f98d8598c4fb28ddc0c3a2196d78fb03b0f83b5682ab995ada697ab1,pymupdf_text_extract,F0133|F0135|F0343|F0344|F0345,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0134.txt
F0135,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,试卷.pdf,2025,朝阳,期末,pdf,paper,text_layer,9,ec82917288aa877415f3102533002f8eb7e891afee82b498d3df253e01833bbe,pymupdf_text_extract,F0133|F0134|F0343|F0344|F0345,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0135.txt
