placement_id,family,node,title,suite,question_no,question_type,paper_path,paper_status,rubric_path,rubric_status,review_status,choice_option_count,choice_answer_visible,correct_answer,manual_body_override,manual_rubric_override,paper_text_present,rubric_text_present
P0068,选言推理、联言判断与复合判断,复合假言与选言推理链,1. 2024东城一模 第8题（选择题）,2024东城一模,8,选择题,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,ocr_vision_direct_question_number,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,teacher_version_answer_section_from_original,source_extracted,4,True,D,False,True,True,True
P0069,选言推理、联言判断与复合判断,选言推理与逆向思维复合辨析,1. 2024海淀一模 第6题（选择题）,2024海淀一模,6,选择题,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,teacher_version_answer_section_from_original,source_extracted,4,True,B,False,False,True,True
P0070,选言推理、联言判断与复合判断,联言判断类型识别,1. 2024海淀一模 第7题（选择题）,2024海淀一模,7,选择题,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,teacher_version_answer_section_from_original,source_extracted,4,True,C,False,False,True,True
P0071,选言推理、联言判断与复合判断,联言判断真值条件,1. 2024朝阳二模 第19题第（2）问（主观题）,2024朝阳二模,19(2),主观题,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,direct_question_number,source_extracted,,,,False,False,True,True
P0072,选言推理、联言判断与复合判断,复合判断识别与逻辑规则辨析,1. 2024顺义二模 第6题（选择题）,2024顺义二模,6,选择题,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,verified_old_choice_excerpt_in_original_paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,teacher_version_answer_section_from_original,source_extracted,4,True,C,False,False,True,True
P0073,真假关系、逻辑规律与关系判断,矛盾律,1. 2026东城期末 第17题第（2）问（主观题）,2026东城期末,17(2),主观题,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,direct_question_number,source_extracted,,,,False,False,True,True
P0074,真假关系、逻辑规律与关系判断,矛盾关系与真假判断,1. 2026东城期末 第7题（选择题）,2026东城期末,7,选择题,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,teacher_version_answer_section_from_original,source_extracted,4,True,A,False,False,True,True
P0075,真假关系、逻辑规律与关系判断,形式逻辑综合选择题,1. 2024朝阳一模 第6题（选择题）,2024朝阳一模,6,选择题,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,teacher_version_answer_section_from_original,source_extracted,4,True,B,False,False,True,True
P0076,真假关系、逻辑规律与关系判断,关系判断与非传递关系,1. 2026朝阳一模 第5题（选择题）,2026朝阳一模,5,选择题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,teacher_version_answer_section_from_original,source_extracted,4,True,D,False,False,True,True
P0077,真假关系、逻辑规律与关系判断,关系判断与非传递关系,2. 2025丰台二模 第13题（选择题）,2025丰台二模,13,选择题,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,teacher_version_answer_section_from_original,source_extracted,4,True,A,False,False,True,True
P0078,真假关系、逻辑规律与关系判断,排中律与两不可错误,1. 2025朝阳期末 第19题（主观题）,2025朝阳期末,19,主观题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,teacher_version_answer_section_from_original,source_extracted,,,,False,False,True,True
P0079,真假关系、逻辑规律与关系判断,矛盾律与自相矛盾错误,1. 2025朝阳期末 第19题（主观题）,2025朝阳期末,19,主观题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,direct_question_number,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,teacher_version_answer_section_from_original,source_extracted,,,,False,False,True,True
P0080,真假关系、逻辑规律与关系判断,逻辑规则综合选择,1. 2024东城一模 第6题（选择题）,2024东城一模,6,选择题,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,ocr_vision_direct_question_number,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,teacher_version_answer_section_from_original,source_extracted,4,True,D,False,False,True,True
P0081,真假关系、逻辑规律与关系判断,枚举概括与同一对象替换,1. 2024西城一模 第11题（选择题）,2024西城一模,11,选择题,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,direct_question_number,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,teacher_version_answer_section_from_original,source_extracted,4,True,B,False,False,True,True
P0082,真假关系、逻辑规律与关系判断,真假话约束推理,1. 2026丰台二模 第9题（选择题）,2026丰台二模,9,选择题,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,ocr_vision_direct_question_number,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,teacher_version_answer_section_from_original,source_extracted,4,True,D,False,False,True,True
P0083,真假关系、逻辑规律与关系判断,矛盾律与一致性要求,1. 2026顺义二模 第18题第（1）问（主观题）,2026顺义二模,18(1),主观题,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,ocr_vision_direct_question_number,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,direct_question_number,source_extracted,,,,False,False,True,True
