idx,module,original_node,final_node,title,paper_paths,rubric_paths,paper_extract_status,rubric_extract_status,paper_text_paths,rubric_text_paths,paper_basis_short,rubric_basis_short,original_source_evidence_status,adjudication_status,node_adjudication,review_opinion_adjudication,verdict,final_action,source_based_reason,student_body_gate
45,二、辩证思维,辩证否定,辩证否定,2. 2024东城一模 第18题第（3）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,试卷.pdf:empty_text_needs_visual:0,细则.pptx:ok:11221,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/a1c55f582bad_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/1f17f2c91d92_细则.pptx.txt,原卷PDF文本抽取不稳定，已使用原卷渲染页作视觉核验候选：选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v4/2024东城一模试卷/page_08.png; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v4/2024东城一模试卷/page_09.png; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v4/2024东城一模试卷/page_04.png,[细则.pptx | node_or_question_terms] es/slide48.xml]] 【 经典试题回顾 】 [[ppt/slides/slide49.xml]] 市人大作为地方国家权力机关，调研北京中轴线申遗工作的推进情况，开展执法检查，依法行使对行政机关的监督权。人大代表充分表达民意，依法履行职责，帮助人民政府推进工作。这一系列活动落实了全过程人民民主，推动了申遗工作。 人大是国家权力机关（ 1 分） 通过调研、执法检查，行使监督权（只要出来监督即可拿到 2 分，没出来若有调研可得 1 分）（ 2 分） 人大 / 人大代表与人民的关系（密切联系群众 / 反映民意、听取群众意见和建议等）（ 2 分） 帮助政府推进工作 / 提高行政效率；或全过程人民民主（人民当家作主、发扬民主）（ 1 分） [,partial_text_evidence_extracted_from_originals;paper_visual_or_ocr_recovery_available,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
46,二、辩证思维,辩证否定,辩证否定,3. 2026房山二模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,2026北京房山高三二模政治（教师版）.pdf:ok:3716,26房山评标.docx:ok:4085,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/bfb8f196e778_2026北京房山高三二模政治_教师版_.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/22c80834d2b2_26房山评标.docx.txt,[2026北京房山高三二模政治（教师版）.pdf | question_no_terms] 辑，条理性差 水平 1 应答与试题无关；或重复试题内容；或没有应答 [[PAGE 10]] 2 17.（8 分） 完善涉外法律法规体系，出台外商投资法及其实施条例，平等保护内外资企业合法权益；创新涉外司 法实践，公正司法，创造性适用“活扣押”等措施，提升司法公信力；打造“调解、仲裁、诉讼”衔 接的一站式线上多元纠纷解决平台，高效率实现公平正义；以和为贵，创新诉讼调解，构建多元主体 参与的涉外海事纠纷化解模式。中国以法治方式践行大国责任和担当，推动涉外法治建设。 细则 ♣2 分 完善涉外法律法规体系/加强涉外立法——合法权益/为……提供法律依据 ♣2 分 创新司法实践/公正司法/完善涉外法治实施体系——平等中外当事人合法权,[26房山评标.docx | node_or_question_terms] 险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯该公司的名誉权。应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI平台，可能造成商业秘密泄露。应完善保密措施，与平台签订保密合同 风险3：数字员工设计的图案直接用作商业用途，可能会侵犯他人的著作权。应履行审核义务 细则：法律边界及应对措施 风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁1分规定，同时可能侵犯该公司的名誉权1分。应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI平台，可能造成商业秘密泄露1分。应完善保密措施，与平台签订保密合同/协议 风险3：数字员工设计的图案直接用作商业用途，可能会侵,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
47,二、辩证思维,辩证否定,辩证否定,4. 2025门头沟一模 第21题第（1）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,试卷.pdf:ok:10357,细则.doc:ok:3460,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/41b9c310bed6_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/70713581c0c6_细则.doc.txt,[试卷.pdf | prompt_exact_or_normalized] ，落地全国首个算法登记服务中心及北 数所数据资产服务中心，研发“潭柘智空”文生视频大模型，建成数智人产业基地，引入华为计算视听 创新中心，携手中央广播电视总台打造超高清示范园“央视界”，挂牌中关村（门头沟）心血管创新药 械产业园。形成“京西智谷”AI 与“中国心谷”生物医药双引擎，“专精特新门头沟”成为区域发展 新名片。 ◇门头沟区抓牢中国山水工程等守山护林保水重点项目，深化生物多样性保护，持续探索“绿水青 山”向“金山银山”的转化路径，山区转型发展的生态本底进一步夯实。全面开启诗画乡村建设步伐， 深入推进文旅农林商体教融合发展，乡村全面振兴的内生动力不断激发，加快国家心血管病中心与阜外 医院西山院区建设，努力让老区人民过上好日子。 ◇,[细则.doc | node_or_question_terms] 合同/写出不是甲公司真实的意愿/劳动合同无效即可得（1分） ④甲公司提出解除劳动关系符合法律规定/解除劳动关系并无不妥/解除劳动关系的行为无过错（1分） 20（3）现实意义共3分 ①维护用人单位合法权益（1分） ②约束劳动者行为/有利于劳动者遵守职业道德（1分） ③有利于和谐劳动关系的构建/有利于弘扬诚信的社会主义核心价值观/维护了社会公平正义 一、20题答题思路 严格按照给出的事例完成下列裁判要点。答题思路：首先分析案例一的裁判要点进而对案例二从裁判结果、裁判理由和现实意义三个角度进行分析。 裁判结果：包括支持+是否需要承担XX责任两部分构成，对应的案例二答案应分为两部分支持/驳回/部分支持+是否需要承担XX责任两部分 裁判理由：包括【法律依,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
48,二、辩证思维,认识发展历程,认识发展历程,1. 2024海淀二模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx ; /Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,试卷.pdf:ok:7749,细则.docx:ok:2678 | 高三二模：政治答案(2).docx:ok:1699,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/a83c70cbad37_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/e6f22d1048fc_细则.docx.txt ; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/da60e3ae2561_高三二模_政治答案_2_.docx.txt,[试卷.pdf | prompt_exact_or_normalized] NORMALIZED_MATCH: （2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）,[细则.docx | node_or_question_terms] 练习高三思想政治参考答案 2024.5 本部分共15题，每题3分，共45分。 1．C 2．D 3．C 4．B 5．A 6．C7．D 8．B 9．D10．B11．A 12．B 13．A 14．C15．D 本部分共6题，共55分。 16.（6分） 【答案】 联系是普遍的，在人际关系和社交领域，“同频”更容易使人们达成共识，形成合力。矛盾双方是对立统一的，人与人在思想、价值观、生活方式或行为方式上有不同，也有共同点，在对立中把握统一，更能相互理解和引起共鸣。价值观不同，人们面对冲突时作出的选择也不同，人生价值要在个人与社会的统一中创造和实现。 【细则】 17.（11分） （1）【答案】 此次时间利用调查是为了全面、真实、准确了解我国居民时间利用情况,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
49,三、创新思维,三性与三新,三性与三新,1. 2025昌平二模 第19题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,试卷.pdf:ok:9831,细则.pptx:ok:8953,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/f67354a12eea_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/2df7863ec9eb_细则.pptx.txt,[试卷.pdf | prompt_exact_or_normalized] 结合材料，运用《经济与社会》知识，谈谈对“民营经济是推动中国式现代化的生力军”的理解。 颜真卿《祭侄文稿》 《黄州寒食帖》 苏轼《黄州寒食帖》 企业家甲:“民营企业实现高质量发展，就要聚焦主责主业，敢于担当、善作善为。我们有能力也 有信心持续推动科技创新，不断把企业做大，更好实现人们对美好生活的向往。 ” 企业家乙:“作为一家互联网平台企业，我们将坚持定位，帮助大家吃得更好、生活更好，同时走 出国门、积极参与国际竞争。 相关部委负责人:“坚决破除市场准入、要素获取的障碍，推动解决拖欠民营企业账款问题，认真 落实各项助企纾困政策，积极营造关心支持民营经济发展的良好氛围。 ” [[PAGE 6]] 第6页/共11页 18.（ 8 分）中国式,[细则.pptx | node_or_question_terms] 基层群众自治制度 是我国的基本政治制度 （ 1 分 ） ● 依法进行 民主协商 、 民主管理 、 民主决策 ， （任意 1 个， 1 分，替代：发挥 协商民主 的优势 ） ● 全过程人民民主在党的领导下，坚持 以人民为中心 ， 解决人民需要解决的实际问题 （任意 1 个， 1 分，替代： 人民主体地位 、 积极履职，人民满意的政府，等 ） （其他答案，言之成理即可得分，但每个层面内不重复给分。） [[ppt/slides/slide11.xml]] 19. 沉浸式演艺、沉浸式展出 …… 近年来，沉浸式行业发展如火如荼，成为当前消费的新场景。 结合材料，分析沉浸式演艺是如何体现创新思维的 （ 8 分） “ 沉浸式 ” 演艺根据当前新的消费需求，,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
50,三、创新思维,三性与三新,三性与三新,2. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,试卷.pdf:ok:8301,细则.docx:ok:4749,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/cdafdcaa0136_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/763b7470b96b_细则.docx.txt,[试卷.pdf | question_no_terms] 材三 习近平总书记指出:“中国人民在抗日战争的壮阔进程中孕育出伟大抗战精神，向世界展示了 天下兴亡、匹夫有责的爱国情怀，视死如归、宁死不屈的民族气节，不畏强暴、血战到底的英雄气概，百 折不挠、坚忍不拔的必胜信念。 ”在新时代继承和弘扬伟大抗战精神，要从中华民族精神的发展和全民族 众志成城奋勇抗战的实践方面深刻领会其丰富内涵。 结合上述材料，运用《哲学与文化》知识，为本期特刊写一篇卷首语。 要求:（1）紧扣主题，逻辑清晰； （2）学科术语使用规范； （3）总字数在 200 字左右。 20. 当前，世界百年未有之大变局加速演进，新一轮科技革命和产业变革深入发展，国际力量对比深刻调整， 我国发展面临新的战略机遇。同时，逆全球化思潮抬头，单边主义、保护主义明显上,[细则.docx | node_or_question_terms] 信1分 ③开展人文经济学研究，有助于促进经济与人文的良性互动，经济的发展为优秀文化的传承与创新提供物质与技术保障， 对文化的消费让人们在生活体验中感受优秀文化魅力，丰富精神世界、增强精神力量，（替换：以人民中心） 更加认同中华优秀传统文化和社会主义先进文化，有利于优秀文化的传承和发展， 增强文化自信。 （替换：文化强国） （3）逻辑链条1分 21.（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分） ①该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化。（2分） ②该市运用联想思维，进行了有跨,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
51,三、创新思维,三性与三新,三性与三新,3. 2026门头沟一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,试卷.pdf:ok:8827,细则.docx:ok:4991,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/e34a259c7765_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/f6e59c8eee71_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] NORMALIZED_MATCH: （2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,[细则.docx | node_or_question_terms] 解决方式、法律效力等相关知识 示例： 第一，从提起诉讼的主体看：该公益社会组织自觉承担社会责任，对涉案企业提起环境民事公益诉讼。知识对接：公民、法人或者其他组织认为自己所享有或依法由自己管理、支配的民事权益受到侵害，可以向人民法院提出诉讼请求。 第二，从纠纷解决方式看：该案是通过和解、司法调解、诉讼的方式予以解决的。知识对接：和解、调解、诉讼各有优势，功能各有侧重，为人们提供了多元的纠纷解决途径。（《法律与生活》第82页） 第三，从法律效力看，法院依法对当事人达成的首份和解协议进行审查，经过调解后还出具民事调解书予以确认，实现从“纸面责任”到“刚性约束”的跃升。知识对接：经人民法院依法确认有效的和解和调解协议，具有强制执行效力。 细则： （2,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
52,三、创新思维,三性与三新,三性与三新,4. 2026延庆一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,试卷.pdf:ok:9945,细则.docx:ok:2591,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/944b03f9c3be_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/5bf6b7387198_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] 诈等乱象滋生。 名词解释 利用 AI 仿冒公众人物直播营销，是指借助深度 伪造、语音合成、形象模拟等 AI 技术，在未经授权 的情况下，擅自对公众人物的外貌、声音、行为等 特征进行高精度模拟，生成与该公众人物高度仿真 的虚拟数字人，进而开展直播营销活动，其目的是 利用公众人物的社会声誉、粉丝信任关系实现商业 流量的不当攫取。 案 例 2025 年，北京 M 公司在未经授权的情况下， 利用 AI 技术合成著名主持人李某的形象，在粉丝 量 88 万的网络账号直播间内，将普通糖果类鱼油 包装成具有治疗头晕、改善记忆功效的“神药” ， 售价 59.9 元/3 瓶，累计售出 17.7 万单，还伪造 用户评价。 [[PAGE 6]] 第6页/共9页,[细则.docx | node_or_question_terms] 1分X4 理论：以人民为中心/人民满意；1分 法治政府建设/依法行政/法治思维；1分 职能科学；1分 智能高效；1分 18.（15分） （1）（8分） M公司涉嫌侵犯李某的肖像权、名誉权；侵犯消费者的知情权；进行虚假和引人误解的商业宣传，构成不正当竞争。 诉讼请求：停止侵害、赔偿损失、承担诉讼费用、赔礼道歉。 事实与理由：M公司未经李某允许，利用AI技术合成李某形象用于虚假直播营销活动，不当攫取流量。M公司的行为侵犯了李某的肖像权，虚假宣传也在一定程度上影响了李某的社会评价，侵犯了李某的名誉权。被告的行为，违背了诚实信用原则，损害了原告的合法权益。 评分细则： ①违法行为3分，每个角度1分（人格权角度、消费者权益角度、不正当竞争） ②诉讼请求,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
53,三、创新思维,三性与三新,三性与三新,5. 2026石景山一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,试卷.pdf:ok:10135,细则.doc:ok:3029,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/b46dba82c3ff_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/2b459ae738e8_细则.doc.txt,[试卷.pdf | prompt_exact_or_normalized] 、平衡的意思。中医是执中和谐， 顺势利导，通过“望闻问切”四诊合参的方法，从病因、病性、病理判断得出病名，归纳出症型，以辨证 论治原则进行个性化治疗；秉持气血理论与脏腑经络理论，强调人体的气血循环与平衡，认为人体内部器 [[PAGE 6]] 第6页/共10页 官通过经络相互联系，通过调理脏腑功能来维持身体健康；推崇 “慈怀济世”人文精神和“仁心仁术”医 德伦理，推进医德与医术的融合。中医药历经先秦、秦汉、唐宋、金元、明清等各个历史时期，理论体系 不断完善，医疗技术不断创新。 （1）结合材料一，运用《哲学与文化》知识，分析中医药文化蕴含的博大智慧。 （8分） 材料二 “十四五”规划实施以来，我国将中医药文化建设纳入中华优秀传统文化传承发展,[细则.doc | node_or_question_terms] 景山区2026年高三统一练习 思想政治试卷答案及评分参考 第一部分共15题，每题3分，共45分。 1．B 2．D 3．A 4．C 5．D 6．D 7．C 8．D 9．A 10．D 11．B 12．C 13．C 14．C 15．B 第二部分共6题，共55分。 16．（8分） 一方面，充分发挥市场在资源配置中的决定性作用。/企业深度挖掘潜在市场需求（1分），以技术创新为动力（1分），拓展应用场景，促进产业转型升级/(替换:以信息化推动生产发展、推动生产方式变革)（1分），实现新需求牵引新供给、新供给创造新需求的良性循环（1分）。另一方面，更好发挥政府作用。/完善制度适配体系，/加强市场监管、安全监管，/规范市场秩序（2分）；实施相关产业政策，突破技,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
54,三、创新思维,三性与三新,三性与三新,6. 2026丰台二模 第21题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,2026北京丰台高三二模政治（教师版）.pdf:ok:16820,2026丰台区二模主观题阅卷细则(1).pptx:ok:14707,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/14707229fbcf_2026北京丰台高三二模政治_教师版_.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/b1957e7e0935_2026丰台区二模主观题阅卷细则_1_.pptx.txt,[2026北京丰台高三二模政治（教师版）.pdf | question_no_terms] [[PAGE 1]] 书 书 书 高三思想政治 /G21 第 /G22/G21/G21/G21/G21 页 /G21 共 /G22/G22 页 /G22 北京市丰台区 /G23/G24/G23/G25/G26/G23/G24/G23/G27 学年度第二学期综合练习 /G21 二 /G22 高三思想政治 姓名 /G23 /G21/G21/G21/G21/G21/G21/G21/G21/G21/G21 准考证号 /G23 /G21/G21/G21/G21/G21/G21/G21/G21 /G21/G21 本试卷共 /G22/G22 页 /G24 /G22/G24/G24 分 /G25 考试时长 /G28/G24 分钟 /G2,[2026丰台区二模主观题阅卷细则(1).pptx | node_or_question_terms] 就如何发展新质生产力提出建议，并说明理由。 参考答案：（ 2 ）可从人才培养、研发投入、因地制宜、有效市场和有为政府更好结合等角度作答。如 从其他角度回答，符合题意，亦可酌情给分。 五、复练试题 [[ppt/slides/slide46.xml]] 缘起 · 为什么选择公园？ 这里蕴藏着丰富的自然教育资源 实践·乐学公园怎么用？ 累计开发特色乐学课程115门 延伸·还有哪里可乐学？ 全域拓展 构建精品乐学生态 一、试题分析 [[ppt/slides/slide47.xml]] 21. （ 6 分） 该区 立足实践 ，推动教育、生态和治理融合发展，体现了 创新思维 。 （ 1+1 分） 运用 联想思维 ，将生态,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
55,三、创新思维,三性与三新,三性与三新,7. 2026西城二模 第18题第（4）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,2026北京西城高三二模政治（教师版）.docx:ok:8197,西城二模评标.pdf:empty_text_needs_visual:0,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/c5ed8aa7efc4_2026北京西城高三二模政治_教师版_.docx.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/ccb1c3656835_西城二模评标.pdf.txt,原评标视觉页 source_backcheck_images_v3/2026西城二模细则/page_10.png：角度3为“寻找新思路、新方法、新结果（或逆向思维）”，不含发散聚合给分表述。,原评标视觉页 source_backcheck_images_v3/2026西城二模细则/page_10.png：角度3为“寻找新思路、新方法、新结果（或逆向思维）”，不含发散聚合给分表述。,partial_text_evidence_extracted_from_originals;paper_visual_or_ocr_recovery_available,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_rejected_as_overexpanded_by_original_rubric,ACCEPT_KEEP_REJECT_OVEREXPANDED_NOTE,removed_audit_note_blocks;rejected_overexpanded_note_kept_source_supported_innovation_angle,原评标第18(4)问角度3为坚持创新思维：寻找新思路、新方法、新结果（或逆向思维）；不支持把该节点扩成可检验性、联系/矛盾、发散聚合，删除过扩提示。,ALLOW_AFTER_PATCH
56,三、创新思维,三性与三新,三性与三新,8. 2025西城一模 第17题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,试卷.pdf:ok:9991,细则.docx:ok:4085,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/062e7a5c776b_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/6ea5462e02af_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] 籍里的中国·诗经篇》  实地研学： 第一天：溯源《诗经》的自然密码（寻找诗经中的植物、对比河流水文的变化） 第二天：触摸《诗经》的文化记忆（农事体验、诗经情景剧等） 第三天：激活《诗经》的现代表达（创作与项目设计）  持续行动：  “校园诗经角” ，种植《诗经》中的植物并定期更新文化墙  设计“诗经主题”旅游路线并向文旅部门推荐 结合材料，运用《哲学与文化》知识，阐述行动框架中从“行前准备”到“持续行动”的必要性。 [[PAGE 6]] 第6页/共10页 17．（7 分） 温榆河公园是京城最大的“绿肺”。 鲜为人知的是，公园中央有一片荒野。 这片荒野位于清河、温榆河在公园中 的交汇处，水流形态丰富，鱼多、昆虫多、水鸟也多。公园 ,[细则.docx | node_or_question_terms] 有目的、有意识的活动；（以知导行） 实践决定认识（或来源/动力/标准/目的）；（亲身实践、检验深化知） 认识在实践的基础上不断深化/认识具有前进性上升性;（在实践基础上不断发展知、促进行） 文化分析3分 学习、了解中华优秀传统文化/优秀古典诗词文化/本民族文化等 （知） 深化对本民族文化的理解、增进文化认同 （情） 以实际行动自觉弘扬和传承中华优秀传统文化/促进文化创新/对创造性转化创新性发展 （行） 哲学观点和分析具有内在一致性，逻辑顺畅 1分 哲学原理不恰当，文化分析得当，给相应的分析分 17．（7分）可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。 如：角度1：追求认识的客观性 科学思维追求认识的客观性，要从实际出发、努,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
