idx,module,node,title,paper_paths,rubric_paths,source_index_rows,path_mapping_status,current_prompt,current_answer,current_extra_labels
33,二、辩证思维,分析与综合,4. 2025丰台二模 第19题第（1）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,32,mapped_from_old_table_as_locator_only,（1）有人认为：只要给AI装上“版权雷达”，提前扫描问题指令，就能防止点击盗版资源网站。判断该观点是否正确，并运用《逻辑与思维》知识说明理由。（5分）,该观点犯了把必要条件误当作充分条件的错误。运用辩证思维分析与综合的方法：先分析AI版权雷达、法律追责机制、技术检测和用户素养提升各自作用及其限度，再把这些条件综合为协同治理链；技术措施只是治理体系的一环，单一版权雷达并不是消除盗版传播的充分条件。【提示】原细则核心采分点为充分条件假言判断的运用错误(1分必踩)+辩证思维分析与综合多措并举(4分)；仅按分析与综合答最多得3-4分。,提示
34,二、辩证思维,分析与综合,5. 2026海淀二模 第18题第（1）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,11 ; 19 ; 33 ; 62,mapped_from_old_table_as_locator_only,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,"团队运用分析与综合，先分别分析花农、批发商和电商在观赏性、种植意愿、储运表现等方面的差异化需求，再综合形成""好看、好种、耐储运""的育种指标，形成对市场需求的整体性认识，使新品种选育能够回应不同主体的真实需求。【提示】原细则该题按三条赋分(6分)：①分析与综合；②联想思维(迁移、想象)；③科学思维追求认识客观性+实践检验，仅写分析与综合最多得2-3分。",提示
35,二、辩证思维,分析与综合,6. 2026石景山二模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,34,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》知识，分析如何以辩证思维方法应对养老立法的最大难点。（6分）,应运用分析与综合相结合的方法，先区分政府、市场、社会、家庭不同主体和居家、社区、机构养老不同服务功能，明确保基本、供选择、补稳定、尽亲情责任等不同定位；再把各方责任综合为权责清晰、衔接有序、服务互补的保障网络，使原则性表述转化为可执行的制度安排，在整体协调中破解养老立法难点。,
36,二、辩证思维,分析与综合,7. 2026海淀一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,5 ; 20 ; 35,mapped_from_old_table_as_locator_only,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,提高调研科学性，应先分析出行群体差异、问卷选项缺陷、设施环境问题和数据来源局限，再综合运用观察、访谈、文献查阅、问卷调查和数据分析等方法进行交叉验证；用多种资料相互补充，形成更全面、更可靠的调研结论和改进建议。【提示】原细则赋分(6分)：逻辑错误(划分标准不一、选言判断遗漏)2分+建议(科学思维/逻辑思维规则/辩证思维 三角度任选两条，每条建议1分+知识1分)4分。,提示
37,二、辩证思维,矛盾分析法,1. 2026朝阳期中(2025-11) 第20题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,36,mapped_from_old_table_as_locator_only,结合材料，运用辩证思维方法，谈谈应如何面对我国在全面建设社会主义现代化国家新征程上的“机遇”与“挑战”。（8分）,面对机遇，要坚持矛盾分析法，既看到有利条件、发展空间、科技革命和政策机遇，也看到风险挑战、短板压力、外部不确定和内部能力不足，分析机遇和挑战相互联系、相互转化的条件；不能把机遇当作自动到来的结果，而要通过主动作为、制度完善、科技创新和风险应对，把有利条件转化为发展优势，把压力和短板转化为改革创新的动力。【提示】原细则按4个角度赋分(8分)：①矛盾分析法(可替换辩证否定观)2分；②分析与综合(可替换整体性)2分；③量变质变规律2分；④动态性(可替换发展观点)2分+逻辑分2分。每角度知识1+材料1，仅写矛盾分析法最多2分。,提示
38,二、辩证思维,矛盾分析法,2. 2025延庆一模 第18题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,37 ; 42,mapped_from_old_table_as_locator_only,结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。（7分）,应坚持矛盾分析法，既看到低空经济增长快、潜力大、应用前景广等有利条件，也看到产业规模小、基础设施和服务保障少、空域开放难、应用场景散、安全监管要求高等制约因素；在分析矛盾双方基础上，抓住空域管理、基础设施、监管能力和场景拓展等关键问题，针对主要短板集中施策，推动低空经济规范健康发展。【提示】原细则赋分(7分)：辩证思维特征(整体性/动态性)1分+答出两个辩证方法(分析与综合/质量互变/辩证否定/矛盾分析法等任选)每个观点2+材料1=6分。仅写矛盾分析法最多3-4分，须再补一种辩证方法。,提示
39,二、辩证思维,矛盾分析法,3. 2026延庆一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,38 ; 43 ; 52,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,看待虚拟数字人直播要坚持矛盾分析法，既看到其能够降低营销成本、精准匹配消费需求、拓展直播场景、激发市场活力，也要正视仿冒欺诈、虚假宣传、主体责任不清等风险隐患；只有全面分析矛盾双方及其转化条件，才能在发展新业态的同时完善监管、推动规范治理。【提示】原细则按4选3赋分(7分)：①辩证思维(联系发展全面+矛盾分析法)；②适度原则；③创新思维/三新；④辩证否定，每条理论1分+材料1分。,提示
40,二、辩证思维,矛盾分析法,4. 2024丰台二模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,15 ; 40 ; 86,mapped_from_old_table_as_locator_only,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,推动冰雪经济高质量发展应坚持矛盾分析法，既看到政策规划、市场增长、游客收入提高和雪博会交流平台带来的发展机会，也看到场地布局、产业链协同、标准体系、专业人才和核心技术等短板；准确预测前景有意义，但不能把预测当成充分条件，还必须针对制约因素补短板、强链条、建标准、育人才，才能把发展前景转化为高质量发展的现实能力。【提示】原细则核心采分点为充分条件假言判断的运用错误(前件不充分)+辩证思维(其他多种条件)=6分。,提示
41,二、辩证思维,量变与质变,1. 2025海淀二模 第20题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,21 ; 27 ; 29 ; 41 ; 44,mapped_from_old_table_as_locator_only,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,"推进共同富裕要坚持量变与质变统一，在全民共享、全面共享、共建共享的实践中持续积累条件，使人人参与、人人尽力、合法权益保障和各方面建设成果共享不断落实；共享发展要循序渐进，由低级到高级、由不均衡到均衡推进，在量的持续积累中推动共同富裕水平阶段性提升。【官方判分提示】该题(6分)官方采""整体性+动态性+辩证否定""三个角度，每个角度2分；本宝典将此题挂在多个节属于知识延伸，写入卷面只采前述三个角度计分。",官方判分提示
42,二、辩证思维,量变与质变,2. 2025延庆一模 第18题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,37 ; 42,mapped_from_old_table_as_locator_only,结合材料，运用《逻辑与思维》知识，谈谈如何运用辩证思维应对低空经济面临的挑战。（7分）,"发展低空经济应坚持量变与质变统一，通过持续完善基础设施、服务保障、空域管理、监管体系和应用场景，不断积累飞行服务、产业协同和安全治理条件；当这些条件逐步成熟并达到一定程度，就能推动低空经济由""小、散""向""大、优""转变，实现发展质量跃升。【提示】原细则赋分(7分)：辩证思维特征(整体性/动态性)1分+答出两个辩证方法(分析与综合/质量互变/辩证否定/矛盾分析法等任选)每个观点2+材料1=6分。仅写量变与质变最多3-4分，须再补一种辩证方法。",提示
43,二、辩证思维,适度原则,1. 2026延庆一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,38 ; 43 ; 52,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,治理虚拟数字人直播应坚持适度原则，既不能因风险而全面禁止、压制新业态活力，也不能因创新而放任自由、放大仿冒欺诈风险；应在鼓励技术发展、维护市场秩序和保护消费者权益之间把握合理限度，通过规则完善、身份标识、责任追究和适度监管促进其健康发展。【提示】原细则按4选3赋分(7分)：①辩证思维(联系发展全面+矛盾分析法)；②适度原则；③创新思维/三新；④辩证否定，每条理论1分+材料1分。,提示
44,二、辩证思维,辩证否定,1. 2025海淀二模 第20题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,21 ; 27 ; 29 ; 41 ; 44,mapped_from_old_table_as_locator_only,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,"推进共同富裕要坚持辩证否定观，既继承“不患寡而患不均”“损有余而补不足”等传统思想中重视均衡、互济和补不足的合理因素，又不能停留在传统观念本身；应结合新时代共同富裕的现实要求，把传统思想发展为全民共享、全面共享、共建共享和渐进共享的实践安排，使优秀传统思想在新的发展阶段获得新的内容和作用。【官方判分提示】该题(6分)官方采""整体性+动态性+辩证否定""三个角度，每个角度2分；本宝典将此题挂在多个节属于知识延伸，写入卷面只采前述三个角度计分。",官方判分提示
45,二、辩证思维,辩证否定,2. 2024东城一模 第18题第（3）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,45 ; 76,mapped_from_old_table_as_locator_only,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,传统产业是未来产业发展的基础和起点，发展新质生产力应坚持辩证否定，既保留传统产业在制造体系、产业链配套和现实供给中的合理优势，又改造低端产能过剩、高端供给不足、创新能力薄弱等不适应新发展要求的方面；未来产业通过新技术、新场景渗透传统产业链上下游，在扬弃中推动传统优势产业升级。,
46,二、辩证思维,辩证否定,3. 2026房山二模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,46,mapped_from_old_table_as_locator_only,（2）结合材料一和材料二，运用《逻辑与思维》辩证否定观知识，分析OPC的出现和发展。（5分）,OPC 的出现体现辩证否定，是对传统一人公司这一旧矛盾统一体的否定，实现“单人成军”的全新创业范式，是联系的环节、发展的环节；OPC 的发展还要坚持扬弃，肯定和保留数字员工的强大功能，同时针对出现的法律风险进行改造，把这些风险纳入新模式的规范治理之中。,
47,二、辩证思维,辩证否定,4. 2025门头沟一模 第21题第（1）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,8 ; 14 ; 47 ; 64 ; 71 ; 85,mapped_from_old_table_as_locator_only,运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,门头沟转型坚持辩证否定观，既否定单一依赖煤炭、粗放开发和资源消耗型发展的旧路径，又保留并转化工业积累、生态本底、山地资源和区位优势等合理因素，把旧煤城的历史基础放进绿色转型和科技创新的新结构中，在扬弃中培育人工智能、生物医药、山地文旅等新动能。【提示】原参考答案分三大角度作答(每角度约2-3分)，完整答案还需写创新思维(联想/发散/超前)+科学思维客观性/预见性，仅写辩证否定一条难以拿到完整分。,提示
48,二、辩证思维,认识发展历程,1. 2024海淀二模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx ; /Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,48,mapped_from_old_table_as_locator_only,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）,调查了解阶段把居民时间利用中的各种具体活动和数据作为感性具体加以把握，获得睡眠、工作、家务、交通、休闲等丰富材料；分析研究阶段从杂多材料中抽取时间结构、生活模式、群体差异和社会变化等本质联系，形成思维抽象，并进一步综合成对居民生活状况的思维具体认识。两个阶段相互依赖、不可分割，不能只收集材料而不提炼，也不能脱离真实材料空谈结论。,
49,三、创新思维,三性与三新,1. 2025昌平二模 第19题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,49 ; 73,mapped_from_old_table_as_locator_only,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,"沉浸式演艺体现创新思维的思路新、方法新和结果新：它根据新的消费需求，逆向改变传统观演模式，使观众由固定座位、被动观看转为自由行走、主动探索和近距离互动；又运用发散与聚合、迁移和想象等方法，从多角度开发《红楼梦》经典内容，设置多展区、多动线和多情节场景；最终为观众提供身临其境的体验，促进优秀传统文化传承发展和经济效益提升。【提示】原细则按""逆向思维3分+发散与聚合/联想(迁移、想象)+三新5分""拆分赋分，作答时建议按这两段分别展开。",提示
50,三、创新思维,三性与三新,2. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,50 ; 63 ; 68 ; 74 ; 78,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市体现创新思维的思路新、方法新、结果新：运用超前思维了解人文底蕴优势、预测消费趋势和旅游期待，推动城市发展理念转变；运用联想思维把冰雪资源与音乐、文化叙事等跨越联结，形成沉浸式体验；还可用逆向思维把“冷资源”转化为“热经济”，或用发散与聚合多角度挖掘文旅潜力并聚焦融合街区建设。这样才把人文底蕴转化为复合型文化空间、新业态和经济发展优势。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,提示
51,三、创新思维,三性与三新,3. 2026门头沟一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,25 ; 51,mapped_from_old_table_as_locator_only,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,法院运用创新思维，突破单纯裁判、一次性判决的纠纷处理思路，转向生态修复、公共安全和产业转型协同推进，体现思路新；通过发散与聚合相结合，组织技术论证、引导多方协商，把封场治理、资金保障、工程实施、双验收、全程监督等环节聚合成闭环方案，体现方法新；最终提升纠纷解决实效，推动生态环境修复，实现司法保护效果最大化，体现结果新。【提示】原细则按辩证思维(3分)+创新思维(3分)+整体逻辑(1分)赋分(7分)，**必须同时补写辩证思维：用联系、发展、全面的观点看问题，运用矛盾分析法处理生态修复、公共安全、产业转型协同推进**，否则少答3分。,提示
52,三、创新思维,三性与三新,4. 2026延庆一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,38 ; 43 ; 52,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,"虚拟数字人直播应体现创新思维的思路新、方法新和结果新：思路新在于承认数字人直播等新型营销场景，并从""要不要发展""转向""怎样规范发展""；方法新在于鼓励创新、推动技术不断升级，同时完善相应法律法规，采取适度监管措施；结果新在于促进电商行业健康可持续发展，使新业态在规范中释放活力。【提示】原细则按4选3赋分(7分)：①辩证思维(联系发展全面+矛盾分析法)；②适度原则；③创新思维/三新；④辩证否定，每条理论1分+材料1分。仅写创新思维最多得1-3分。",提示
53,三、创新思维,三性与三新,5. 2026石景山一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,53 ; 59 ; 84,mapped_from_old_table_as_locator_only,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,传承中医药文化应体现创新思维的思路新、方法新和结果新。可以运用联想思维，将中医药传统诊疗方法与现代智能技术结合，开发个性化健康监测与调理服务；可以运用发散思维，从文化传播、教育传承、产业融合等多维度发力，打造中医药文创产品、开设中医药特色课程；也可以运用超前思维，结合健康中国建设需求，布局中医药康养产业，提前规划中医药文化国际传播路径。作答时任选两条并扣材料展开即可。【提示】原细则主答案为联想/发散/超前任选两条(6分)；其他思维方法可作拓展答案。,提示
54,三、创新思维,三性与三新,6. 2026丰台二模 第21题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,54 ; 66,mapped_from_old_table_as_locator_only,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,该区立足实践，运用创新思维推动教育、生态和治理融合发展；运用联想思维，将公园生态资源迁移到教育教学中，拓展全域育人空间；运用发散思维与聚合思维，依托“3+X”课程体系开发各具特色的校本课程，又集中各类资源和多方力量，让学生享受高品质乐学课程，推动公园从休闲场所变为立体课堂。,
55,三、创新思维,三性与三新,7. 2026西城二模 第18题第（4）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,10 ; 39 ; 55,mapped_from_old_table_as_locator_only,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,适应人机协同应坚持创新思维，寻找新思路、新方法、新结果，也可运用逆向思维，在技术便利中反向警惕依赖和误导；要坚守人类在价值判断、本质辨析中的主导作用，不把AI输出当成最终判断；在科学认知与创新突破中驾驭技术，使AI服务人的学习、工作和创造，最终造福人类。【提示】原细则按三个角度赋分(7分)：①科学思维特征(客观性、可检验性)；②辩证思维方法(联系、发展、全面、矛盾分析)；③创新思维(含逆向、发散与聚合)，三个角度+至少一点深入才能拿到6-7分，仅写创新思维最多得3分。,提示
56,三、创新思维,三性与三新,8. 2025西城一模 第17题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,9 ; 26 ; 56,mapped_from_old_table_as_locator_only,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,温榆生态心建设体现创新思维的思路新、方法新、结果新：思路上不把公园只理解为游憩消费空间，而是转向生态恢复和荒野保护；方法上减少游乐设施、园径和路灯，并通过核心区封闭让自然演替发挥作用；结果上形成鱼虫水鸟共生的独特生态系统和荒野景观。【提示】原细则按三个角度赋分(7分)：①追求认识客观性(从客观自然条件出发、遵循自然规律)；②辩证思维(联系、变化发展、全面)；③创新思维(三新)。仅写创新思维最多得 2-3 分。,提示
57,三、创新思维,三性与三新,9. 2025石景山一模 第19题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,6 ; 18 ; 57,mapped_from_old_table_as_locator_only,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,获奖同学体现创新思维能力：他们从亲身经历中捕捉灵感和创意，把生活中的奇思妙想同城市发展建设、民生改善和社会治理问题相碰撞，提出新颖独特且具有操作性的科学建议，使普通生活经验转化为能够服务城市治理的公共方案。【提示】原细则按三段赋分(5分)：①科学思维客观性+可检验性；②运用多种方法、归纳推理寻找因果联系；③创新思维能力。仅写创新思维最多得 1-2 分，必须补前两段。,提示
58,三、创新思维,联想思维,1. 2025海淀期末 第18题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,58 ; 67 ; 81,mapped_from_old_table_as_locator_only,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）,北京城市图书馆运用联想思维，将原有的认知经验直接应用到其他工作之中进行同化性迁移，把传统“赤印”意象迁移运用到建筑设计之中，打造富有文化韵味的城市地标，使新型公共文化空间既有现代功能，又有鲜明文化表达。,
59,三、创新思维,联想思维,2. 2026石景山一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,53 ; 59 ; 84,mapped_from_old_table_as_locator_only,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,传承中医药文化可以运用联想思维，将中医药传统诊疗方法与现代智能传感技术结合，开发个性化健康监测与调理服务；通过这种迁移，把原本偏专业的诊疗经验转化为可体验、可使用的健康服务方案，使中医药文化在现实生活中获得新的应用场景。【提示】原细则主答案为联想/发散/超前任选两条(6分)；其他思维方法可作拓展答案。,提示
60,三、创新思维,联想思维,3. 2026东城一模 第19题第（4）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,23 ; 60,mapped_from_old_table_as_locator_only,（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）,"中关村要坚持系统观念把基础研究、成果转化、产业链、资金链和政策服务联系成创新链，运用创新思维进行实践多向思考(发散与聚合)，把""书架""上的原创成果通过企业承接、产业应用和制度支持推上""货架""，使""从0到1""的突破继续推进为产业升级和创新生态优化。【提示】原细则给5分：系统观念知识1+创新思维知识1+材料分析2+1，原答案未把""书架→货架""作为联想思维的""迁移""得分点，本条目建议归""创新思维-发散与聚合""或单设""系统观念""专题。",提示
61,三、创新思维,联想思维,4. 2026朝阳一模 第17题第（1）问后半（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,61,mapped_from_old_table_as_locator_only,（1）识别设计 AI 任务指令所运用的推理类型。运用联想思维的具体方法提出一份“中国铁路博物馆文创产品”的设计方案。（7分）,设计中国铁路博物馆文创产品，可以运用迁移，把铁路机车、铁轨、信号灯等视觉特征迁移到书签、钥匙扣、笔记本、饰品等日常用品上，实现文化元素向实用商品的迁移；也可以运用想象，立足铁路历史与时代风貌，设计复古蒸汽机车摆件、老车站场景拼图、主题纪念徽章等，赋予产品文化内涵与纪念价值，增强辨识度与吸引力。,
62,三、创新思维,联想思维,5. 2026海淀二模 第18题第（1）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,11 ; 19 ; 33 ; 62,mapped_from_old_table_as_locator_only,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,该团队运用联想思维，将云南的自然特点与降低成本目标联结起来，并据此提出温室配置“减配”的新假设；通过把当地光照、温度等自然条件迁移到育种方案设计中，打破照搬国外温室模式的传统思路，提出自主育种的新方案，使降低成本和保持育种效果结合起来。,
63,三、创新思维,联想思维,6. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,50 ; 63 ; 68 ; 74 ; 78,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市运用联想思维，进行有跨越的联结，将冰雪资源与音乐、文化叙事等相融合，形成沉浸式体验，激发人们消费潜力；通过这种联结，原本分散的人文底蕴被转化为可体验的文旅场景和可消费的新业态，从而形成经济发展优势。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,提示
64,三、创新思维,联想思维,7. 2025门头沟一模 第21题第（1）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,8 ; 14 ; 47 ; 64 ; 71 ; 85,mapped_from_old_table_as_locator_only,"（1）运用科学思维知识，说明门头沟区从""千年煤城""向""京西智谷""转型的智慧。（9分）","门头沟运用联想思维和发散思维，将山地资源与文旅农林商体教等领域跨界联结，把生态本底和山地空间迁移为国际山地旅游目的地、国际山地运动打卡地、京津冀微度假首选地等发展场景；这种由资源到场景、由生态到产业的迁移，有助于培育绿色转型的新业态。【提示】原细则原文""联想、发散思维(四选二)""并提，单写联想偏窄。",提示
