priority,reasons,question_id,label,suite_id,year,district,stage,question_no,question_type,include_status,curation_status,evidence_status,secondary_score,rubric_source,answer_source,candidate_answer,front_domain,complete_prompt_preview
1,rubric_pending,2026_东城_一模_037_Q11,2026 东城 一模 2026东城一模 第11题,2026_东城_一模_037,2026,东城,一模,11,choice,included,defer_answer_missing,rubric_match_pending,kept_current,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,,知识产权不正当竞争,据并赔偿损失。 第4页/共10页 《直播电商监督管理办法》 第三十七条 直播间运营者使用人工智能等技术生成的人物图像、视频从事直播电商活 动的，应当符合有关法律、法规、规章和强制性国家标准的要求，并依照国家有关规定进行 标识，持续向消费者提示该人物图像、视频由人工智能等技术生成。 下列说法正确的是 A．该企业作为营利法人，其收入应缴纳企业所得税 B．该企业侵犯林某肖像权和声音权益，应停止侵害，恢复原状 C．未标注“AI 生成”字样，虽未侵犯林某著作权，但属违法行为 D．企业提供自身不存在过错的证据，属于举证责任倒置
1,rubric_pending,2026_朝阳_一模_041_Q11,2026 朝阳 一模 2026朝阳一模 第11题,2026_朝阳_一模_041,2026,朝阳,一模,11,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,,纠纷解决生态公益与新业态,11. 某市人民法院联合公安、司法等部门和保险协会等社会组织，共同搭建“道交纠纷一体化”线上处理 平台，实现道路交通事故纠纷的在线咨询、责任认定、申请理赔与纠纷调解，将大量纠纷化解在诉前。关 于这一治理实践，下列说法正确的是（ ） A. 人民法院积极履行审判职能，维护了社会的公平正义 B. 多元力量深度融合，创新矛盾化解渠道，提升纠纷解决效率 C. 诉讼外调解能使人民群众遇到法律问题时获得有效法律援助 D. 线上平台办理属于行政裁决，由行政机关直接作出赔偿决定
1,rubric_pending,2026_朝阳_期中_049_Q14,2026 朝阳 期中 2026朝阳期中 第14题,2026_朝阳_期中_049,2026,朝阳,期中,14,choice,excluded_by_curation,reject_weak_signal,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,,合同消费者劳动,14. “朝霞不出门，晚霞行千里”“有雨山戴帽，无雨半山腰”“蚂蚁搬家蛇过道，大雨不久要来到”，天 气谚语是劳动人民通过口述和笔记代代相传的经验总结，用来对天气情况进行预测。这些天气谚语（ ） ①在生活实践中产生，又反作用于生活实践 ②运用了求异法，不能保证结论的真实可靠 ③符合思维一致性的要求，正确揭示了事物的本质和规律 ④并没有考察全部认识对象的情况，结论具有或然性 A. ①② B. ①④ C. ②③ D. ③④
1,rubric_pending,2026_海淀_期中_051_Q4,2026 海淀 期中 2026海淀期中 第4题,2026_海淀_期中_051,2026,海淀,期中,4,choice,excluded_by_curation,reject_weak_signal,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,,合同消费者劳动,4.上直播间不仅能“淘”好物，还能“淘”工作|近年来，多地人力资源社会保障部门搭台，用人单位直播招聘。“直播带岗”让求职者在家即可刷到全国各地的岗位，为劳动者就业、企业招聘打开一扇新窗。“直播带岗” ①打破时空限制，拓宽求职渠道，助力高质量充分就业 ②创新公共就业服务形式，扩大就业岗位需求 ③提升人力资源供需对接效率，增强劳动力市场流动性 ④完善社会保障体系，保护劳动者平等就业的权利 A.①② B.①③ C.②④ D.③④
2,choice_answer_pending,2024_丰台_二模_009_Q5,2024 丰台 二模 丰台二模 第5题,2024_丰台_二模_009,2024,丰台,二模,5,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,A,合同消费者劳动,条例。 第三条 国家加大消费者合法权益保护力度，建立和完善经营者守法、行业自律、消费者参与、 政府监管和社会监督相结合的消费者权益保护共同治理体系。 第四条 国家统筹推进消费环境建设，营造安全放心的消费环境，增强消费对经济发展的基础 性作用。 以上规定能够 ①促使经营者依法、诚信经营，切实维护消费者合法权益 ②强化政府保护消费者权益的工作职责，加大监督检查和执法力度 ③及时查处侵害消费者合法权益的行为，避免消费投诉、举报 ④营造更加安全、公平的消费环境，确保消费规模的扩大 A. ①② B.①④ C. ②③ D.③④
2,choice_answer_pending,2024_丰台_二模_009_Q6,2024 丰台 二模 丰台二模 第6题,2024_丰台_二模_009,2024,丰台,二模,6,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,B,合同消费者劳动,6.“一函两书”制度是由最高人民检察院和中华全国总工会联合提出的一种制度，旨在通 过工会及相关单位提醒用人单位落实好劳动法律法规或纠正其违法劳动用工行为。“一 函”即工会劳动法律监督提示函，“两书”即工会劳动法律监督意见书和工会劳动法律 监督建议书。“一函两书”制度有利于 ①提高协作配合质效，推动构建和谐劳动关系 ②构建起全链条的保障体系，促进用人单位规范健康发展 ③加强源头预防，通过多种方式保障劳动者合法权益 ④强化检察机关和工会组织的检察监督职能，促进化解劳动纠纷 A. ①② B. ①③ C.②④ D.③④
2,choice_answer_pending,2025_海淀_二模_029_Q5,2025 海淀 二模 2025海淀二模 第5题,2025_海淀_二模_029,2025,海淀,二模,5,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,D,合同消费者劳动,业，不按照约定兑付商品或提供服务，恶意逃避消费者申 请退款，需承担惩罚性赔偿责任。 •经营者控制合同文本或消费记录，无正当理由拒不提交，法院根据消费者的主张认定 争议事实。 •商场作为场地出租者，若未要求经营者提供经营资质，导致消费者损失，需承担民 事责任。 对此，理解不正确的是 A. 惩罚性赔偿有助于预防恶意违约，引导经营者依法诚信经营 B. 消费者通常处于弱势地位，合理分配举证责任符合公平原则 C. 进一步明确预付式消费纠纷责任主体，助力消费者维护合法权益 D. 法律规定商场承担无过错侵权责任，促进市场健康发展
2,choice_answer_pending,2025_海淀_二模_029_Q6,2025 海淀 二模 2025海淀二模 第6题,2025_海淀_二模_029,2025,海淀,二模,6,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,B,物权相邻继承家庭,6. 颜某与罗某婚后育有一女小罗，一家人共同生活。后因家庭矛盾未能得到有效调和，父亲罗某 将6岁的小罗强行带至外地生活。颜某请求法院裁定罗某将小罗送回原住所并禁止罗某抢夺、 藏匿未成年子女。对此案认识正确的是 ①强行改变惯常生活可能对未成年子女的身心健康产生不利影响 ②法律保障未成年人的合法权益，应由小罗自行决定其居住地 ③罗某有权按照自己意愿改变子女居住地，法院需考虑其情感需求 ④父母对未成年子女的监护权平等，抢夺行为侵害了颜某的监护权 A. ①③ B. ①④ C. D. 24
2,choice_answer_pending,2025_海淀_二模_029_Q7,2025 海淀 二模 2025海淀二模 第7题,2025_海淀_二模_029,2025,海淀,二模,7,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,A,合同消费者劳动,7. 凭展览门票可在附近商圈享受用餐折扣、凭机票可享受专属 门店的特别优惠•⋯一种新的经济模式——“票根经济”悄 XX 剧场 然兴起。多地鼓励消费者用交通出行、文旅活动的车票、门 票、发票获取消费优惠。发展“票根经济” 凭票根 10元喝咖啡 XX剧场北门对面 ①以跨行业联动丰富消费场景，延伸消费链条 ②以企业合作抑制行业竞争，增强市场活力 ③需要企业加强沟通协作，保障票根权益兑换 ④需要发挥政府主导作用，发掘潜在消费需求 A. ①③ B. ①④ 演出日历 000 演出购票 超门洁动 c. 23 D. 24)
2,choice_answer_pending,2026_丰台_一模_038_Q11,2026 丰台 一模 2026丰台一模 第11题,2026_丰台_一模_038,2026,丰台,一模,11,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,D,合同消费者劳动,字，并由 公司确认后正式生效。”张某遂即回复“收到”，次日向原单位辞职并办理了离职手 续。后甲公司告知张某因出现财务问题取消录用。张某遂向法院起诉请求甲公司赔偿 其相应损失。法院审理后判决支持了张某的诉讼请求。下列说正确的是 ①甲公司取消录用张某的行为，侵犯了张某平等就业和选择职业的权利 ②张某与甲公司虽未签订书面劳动合同，但双方劳动关系已于邮件回复之后建立 ③ 《录用通知书》是甲公司发出的明确意思表示，属于要 ④法院判决有利于引导用人单位重信守诺，保护劳动者合法权益 A. ①② B. ①④ C. ②③ D. ③④
2,choice_answer_pending,2026_丰台_期末_048_Q11,2026 丰台 期末 2026丰台期末 第11题,2026_丰台_期末_048,2026,丰台,期末,11,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,D,合同消费者劳动,学法，明理笃行。 案例一 蹂踏烈士墓碑底座、在墓碑前不敬摆拍应依法承担刑事和民事责任 案例二 经民主决策以合理方式在老旧小区加装电梯受法律保护 案例三 用人单位发录用通知后无故取消录用导致劳动者从原单位离职后失业 的，应当承担賠偿责任 案例四 低头看手机踩空摔伤的，无过错的公共场所经营者、管理者不担贵 上述案例共同体现了 ［取利与义务相一致．践行遵约守信 ②伙先维护弱势群体，织密法治保护网 ③“正司法的生动实践，促进社会公平正义 ④法治与德治相结合，引领社会文明新风尚 A. ①② B. ①③ C. ②④ D. ③④
2,choice_answer_pending,2026_房山_一模_040_Q11,2026 房山 一模 2026房山一模 第11题,2026_房山_一模_040,2026,房山,一模,11,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,D,合同消费者劳动,11. 个体户李某因欠下债务未及时履行生效判决，被列人失信被执行人名单云 院试点 探索个人债务集中清偿制度，为李某定制清偿方案，并保留其摆摊谋生的陪 车和手 机。李某梭期还清全部债务后，法院依法为其解除失信您戒并出具《信用修臭书）。 下列分析正确的是 A. 李某被列人失信名单，是采取补救措施的违约责任承相方式 B. 法院为李某保留的面包车和手机，保护了债务人的用益物权 C. 李某遵守自愿原则，依照方案清偿债务，个人信用得以修复 D. 法院创新司法实践，有效平衡了债权人和债务人的利益关系
2,choice_answer_pending,2026_朝阳_期末_050_Q11,2026 朝阳 期末 2026朝阳期末 第11题,2026_朝阳_期末_050,2026,朝阳,期末,11,choice,included_answer_candidate_only,defer_answer_missing,answer_pending_official,0,,,B,知识产权不正当竞争,11.乙公司制作了虚拟数字人甲，甲因其外观独特、制作精良，在各平台拥有超440万粉丝。 乙公司员工孙某离职后，在丙公司运营的网站上擅自售卖虚拟数字人甲的模型。乙公司 认为孙某的行为侵害了原告权益并诉至法院，法院判决被告孙某赔偿原告经济损失。下 列说法正确的是 A. 虚拟数字人甲作为独创性智力成果构成美术作品，受商标法保护 B. 乙公司对虚拟数字人甲的形象享有复制权和信息网络传播权 C.学校教师在课堂上使用虚拟数字人甲的形象，属于法定许可 D. 被告孙某不服一审判决，应在判决书生效后10日内提起上诉
3,included_needs_review,2024_石景山_一模_011_Q17,2024 石景山 一模 石景山一模 第17题,2024_石景山_一模_011,2024,石景山,一模,17,subjective,included_needs_review,defer_needs_rubric,formal_scoring_matched,185,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,,,合同消费者劳动,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。
3,included_needs_review,2024_石景山_一模_011_Q18,2024 石景山 一模 石景山一模 第18题,2024_石景山_一模_011,2024,石景山,一模,18,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,193,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,,,纠纷解决生态公益与新业态,（2）假如你是法官，请结合材料，运用法治知识，为老刘提供专业指导。（6 分）
3,included_needs_review,2024_西城_一模_012_Q18,2024 西城 一模 西城一模 第18题,2024_西城_一模_012,2024,西城,一模,18,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,,,纠纷解决生态公益与新业态,（3）运用法治知识，谈谈对二审法院向郭某的三个儿子发出《督促履行义务告知书》的认识。（6分）
3,included_needs_review,2025_东城_期末_031_Q17,2025 东城 期末 2025东城期末 第17题,2025_东城_期末_031,2025,东城,期末,17,subjective,included_needs_review,defer_needs_rubric,formal_scoring_matched,143,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,,,纠纷解决生态公益与新业态,结合材料，运用法治知识，说明北京法院是如何提升“生态颜值”的。
3,included_needs_review,2025_朝阳_二模_028_Q20,2025 朝阳 二模 2025朝阳二模 第20题,2025_朝阳_二模_028,2025,朝阳,二模,20,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,,,人格权侵权,"(1)结合材料,运用《法律与生活》知识,分析上述案例。(8 分)"
3,included_needs_review,2025_海淀_期中_034_Q21,2025 海淀 期中 2025海淀期中 第21题,2025_海淀_期中_034,2025,海淀,期中,21,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,,,物权相邻继承家庭,（1）运用法治知识，对小海的观点进行评析。
3,included_needs_review,2025_海淀_期末_035_Q20,2025 海淀 期末 2025海淀期末 第20题,2025_海淀_期末_035,2025,海淀,期末,20,subjective,included_needs_review,defer_needs_rubric,formal_scoring_matched,201,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,,,人格权侵权,20. 阅读材料，完成问题。 最高人民法院围绕民法典实施过程中社会广泛关注、审判实践中亟需解决的重大争议问题，制定了《最高人民法院关于适用<中华人民共和国民法典>侵权责任编的解释（一）》（以下简称《解释》）。 下表列出了《解释》部分条款。参考示例，完成下表。
3,included_needs_review,2025_石景山_一模_021_Q20,2025 石景山 一模 2025石景山一模 第20题,2025_石景山_一模_021,2025,石景山,一模,20,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,,,合同消费者劳动,审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。 阅读材料，参考示例，完成下表。 案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。 案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。原被告两款软件功能相似，存 在竞争关系。被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。 ②
3,included_needs_review,2025_门头沟_一模_023_Q20,2025 门头沟 一模 2025门头沟一模 第20题,2025_门头沟_一模_023,2025,门头沟,一模,20,subjective,included_needs_review,defer_needs_rubric,formal_scoring_matched,216,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,,,合同消费者劳动,权。 现实意义：该判决充分保障了著作权人的合法权 益，规范了企业行为。 案例二 孙某在2022 年4 月应聘甲公 司，所投简历写明：2015 年7 月至2022 年3 月期间有 4 段工作经历。后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。入职后经甲公司查证，孙某在 2015 年 毕业后的 7 年时间，曾在 17 家公司任职，甲 公司以孙某未如实提供工作经历为由，在试 裁判结果① 裁判理由② 现实意义③ 第8页/共10页 用期将其辞退。孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。
3,included_needs_review,2025_顺义_一模_024_Q21,2025 顺义 一模 2025顺义一模 第21题,2025_顺义_一模_024,2025,顺义,一模,21,subjective,included_needs_review,defer_needs_rubric,formal_scoring_matched,144,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,,物权相邻继承家庭,结合材料，综合运用所学，谈谈你对这句话的理 解。
3,included_needs_review,2026_延庆_一模_039_Q18,2026 延庆 一模 2026延庆一模 第18题,2026_延庆_一模_039,2026,延庆,一模,18,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,,,知识产权不正当竞争,（1）结合材料一，运用《法律与生活》知识，分析 M 公司涉嫌哪些违法行为，若主持人李某诉至法 院，可提出哪些诉讼请求并说明理由。 （8 分）
3,included_needs_review,2026_朝阳_期末_050_Q18,2026 朝阳 期末 2026朝阳期末 第18题,2026_朝阳_期末_050,2026,朝阳,期末,18,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,225,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,,,合同消费者劳动,（1）结合上述案例，运用《法律与生活》知识，说明法院判决的依据。（7分）
3,included_needs_review,2026_海淀_一模_042_Q18,2026 海淀 一模 2026海淀一模 第18题,2026_海淀_一模_042,2026,海淀,一模,18,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,,,合同消费者劳动,（3）阅读材料二，运用《法律与生活》知识，完成下表。（7分）
3,included_needs_review,2026_门头沟_一模_045_Q18,2026 门头沟 一模 2026门头沟一模 第18题,2026_门头沟_一模_045,2026,门头沟,一模,18,subjective,included_needs_review,defer_mixed_module,formal_scoring_matched,kept_current,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,,,纠纷解决生态公益与新业态,（1）结合材料，运用《法律与生活》的知识，说明本案是如何消除损害风险，维护 生态环境公共利益的。 （8 分）
