suite_id,year,district,stage,suite_name,question_no,question_material,complete_prompt,rubric_source,rubric_match_method,evidence_type,rubric_original_text,notes
2025_西城_二模_030,2025,西城,二模,2025西城二模,18,18.（8 分） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达 45 万余元。 家长：我们发现之后，先跟主播沟通，有几位主播退了一部分钱，总计5 万余元。后与平台客服沟通， 想要回其余 40 万余元的打赏款，遭到拒绝。所以，我们现在将平台告上人民法院，要求返还充值款项。 平台：注意到小刘账号的异常消费后，采取了消费限制措施，停止了该账户的充值和打赏权限。但随后， 小刘冒充监护人的身份与平台客服电话沟通，平台才 解除了涉案账号的全部限制措施，平台不应承担 责 任。 人民法院一审判定，判定由被告平台退还未成 年人充值款 24 万元，平台不服提出上诉，二审法院 维持了一审判决。 结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,exact_qno_block_priority_130,formal_or_scoring_source,18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观。 【细则】 小刘为限制民事行为能力人（1分），其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为（民事法律行为）无效。（1分） 平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。（过错分析，共3分） 综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则（1分）。 判决意义：2分。引导平台健全审核机制、担当社会责任（或促进平台经济健康发展）（1分），警示监护人依法履行监护义务，或教育引导未成年人树立正确消费观。（1分） （即规范引导平台…1分，规范引导监护人或未成年人…）,
2025_西城_二模_030,2025,西城,二模,2025西城二模,19,19.（10 分） 为了更好地跟踪监测经济进步的可持续性和衡量国家财富，世界银行推出了《国民财富变化》系列报 告，从多个方面综合衡量国民财富。《2024 国民财富变化》报告显示，1995 年至 2020 年期间，全球人均财 富增长了 21%，但占世界总人口一半的低收入国家只占财富总量的 7%。构成财富的各项资产的变化趋势 揭示出重要的信息： 生产资本：生产资本的快速积累说明了对基础设施、工业和技术的大量投资。 人力资本：人力资本与人口同步增长，反映出劳动力参与率的上升和教育回报率的提高。然而，这些 改善的质量和可及性因国家而异。 不可再生的自然资本： 不可再生自然资本的增长呈现不稳定性，其主要构成是化石燃料和矿产，且后 者重要性在增加。 可再生的自然资本：在过去 25 年可再生自然资本急剧下降，降幅超过 20%。 世界人均全球财富的变化（按资产类别） 第一百五十七条 民事法律行为无效、被撤销或者 确定不发生效力后，行为人因该行为取得的财产应 当予以返还;不能返还或者没有必要返还的应当折价 补偿。有过错的一方应当赔偿对方由此所受到的损 失;各方都有过错的，应当各自承担相应的责任。 《中华人民共和国民法典》 第7页/共10页 资料来源：世界银行《2024 国民财富变化》报告 注：每种资产类别的人均实际综合财富报告是相对于 1995 年的变化（设定为 100）。 （1）结合材料，说明国民财富的变化给发展问题带来的机遇与挑战。 （5 分） 中国为国民财富稳定增长的国家，具有良好的市场经济体制、完备的产业体系和广阔的市场。中国宣 布，给予所有同中国建交的最不发达国家 100%税目产品零关税待遇。 （2）结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。（5 分）,（2）结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,exact_qno_block_priority_120,formal_or_scoring_source,19．（10分） （1）（5分）机遇：世界国民财富总体增长，有利于经济发展和增进福祉。基础设施、工业和技术的增长，可以提高生产率和支持提高生活水平。人力资本的增长，劳动者素质提高，对长期经济可持续性发展至关重要。 挑战：国民财富增长不平衡，不可再生自然资本的增长不稳定性，各种安全风险增加，影响发展的稳定性；可再生自然资本急剧下降，对环境可持续性和经济韧性都构成重大风险；人力资本改善的质量和可及性因国家而异，加剧发展的不平衡。 【细则】 机遇：世界国民财富总体增长，有利于经济发展和增进福祉。 基础设施、工业和技术的增长，可以提高生产率和支持提高生活水平。 人力资本的增长，劳动者素质提高，对长期经济可持续性发展至关重要。 （任意1点1分，共2分）（文字材料信息和两条上升的线） 挑战：国民财富增长不平衡； 不可再生自然资本的增长不稳定性，各种安全风险增加； 可再生自然资本急剧下降，影响环境可持续性和经济韧性； 人力资本改善的质量和可及性因国家而异，加剧发展的不平衡。 （任意1点1分，共3分） （2）（5分）发展是解决一切问题的总钥匙。释放各国发展潜力，实现世界各国共同发展，才能保证持久的和平。中国对最不发达国家实行零关税，开放广阔的中国市场，惠民生增福祉，与各国包括最不发达国家共享发展新机遇，开放包容、互利共赢，携手推动建设开放型世界经济，展现了大国担当。 【细则】 ①中国担当：3分 开放广阔的中国市场（或坚持正确义利观）（1分） 与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢 （2分） （发展中国家/最不发达国家1分，具体说明1分） ②世界意义：2分 推动普惠包容的经济全球化/建设开放型世界经济/促进贸易自由化， 促进共同发展、维护持久和平， 共同推进现代化 （任意1点1分，共2分）,
2025_东城_期末_031,2025,东城,期末,2025东城期末,17,17．（9 分）近年来，北京法院坚持预防性、恢复性司法理念，以法治之力提升“生态颜值” 。 ◆破坏环境受严惩 “张某的行为构成污染环境罪，判处有期徒刑六年十个月，并对清除污染、修复生态费用等 1.4 亿元承 担赔偿责任……”随着法槌敲响，张某等 5 人因非法倾倒垃圾严重污染环境受到严惩。 ◆劳务代偿修复生态 “这 100 棵云杉和侧柏是去年种下的，弥补了违法犯罪行为对生态环境造成的损害”补植复绿基地设立 后，连续开展了 4 起非法狩猎刑事附带民事公益诉讼案件的生态修复工作，并进行 10 余次生态保护普 法宣传活动。 ◆公开道歉常态化 不久前，全某兄弟二人非法揽收并邮寄野生动物制品 40 起共 56 件，被北京市门头沟区人民法院判处有 期徒刑并处罚金，同时要求他们在全国公开发行的媒体上向社会公众赔礼道歉。 结合材料，运用法治知识，说明北京法院是如何提升“生态颜值”的。,结合材料，运用法治知识，说明北京法院是如何提升“生态颜值”的。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_东城_期末_031,2025,东城,期末,2025东城期末,19,19．（8 分）某校开展“我为社区献一策”的社会实践活动。下面是一组同学撰写的调查报告。 一、调查背景 近年来，电动自行车以其经济、便利的特点成为市民重要的交通工具。然而，保有量与充电设施数量不 匹配，让充电成为困扰居民的问题。 二、调查发现 第6页/共20页 某社区有 446 辆电动自行车，却只有 60 个充电接口，对车主新增充电设施的提议，大家产生了意见分 歧。 甲：我没有电动自行车，建车栩会占用绿地，影响我遛弯了。 乙：既不能飞线充电，小区也没有配套设备能集中充电，让我们怎么办？ 丙：消防安全问题谁来管？影响居民通行、采光怎么办？ 三、学生建议 为解决这一困扰，让电动自行车在楼下待得住，该组同学为社区设计了“在公共区域设置电池充电柜， 车电分离”的方案。 运用《法律与生活》和《政治与法治》知识，完成下列任务。 （1）遇到的法律问题： 资料卡 《高层民用建筑消防安全管理规定） 第三十七条……电动自行车存放、充电场所应当配备必要的消防器材，充电设施应当具备充 满自动断电功能。 《中华人民共和国民法典》 第二百七十八条下列事项由业主共同决定：……（八）改变共有部分的用途或者利用共有部 分从事经营活动。 （1）遇到的法律问题： 、 。 （2）解决电动自行车“安家难” ，涉及居民、物业、 、 等利益相关方。 （3）如何更好地解决居民分歧，达成共识？,运用《法律与生活》和《政治与法治》知识，完成下列任务。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_丰台_期末_032,2025,丰台,期末,2025丰台期末,19,19. 尹某在某购物中心担任主管期间，存在违反公司管理规章制度等问题。购物中心基于自身经营需 要并结合尹某的工作实际以其不能胜任为由，将其工作岗位调整为营业员。尹某对此消极怠工，经常无故 旷工。购物中心多次提醒之后，尹某仍未改变，购物中心遂向尹某发出解除劳动合同通知书。尹某对仲裁 结果不满意，遂向法院提起诉讼，要求购物中心支付违约赔偿金。购物中心辩称其依据管理规章制度与尹 某解除劳动合同不存在违法情形，无需向尹某支付赔偿金。法院驳回了尹荣的诉讼请求。 《中华人民共和国劳动法》 第三条 劳动者享有平等就业和选择职业 的权利、取得劳动报酬的权利、休息休假 的权利、获得劳动安全卫生保护的权利、 接受职业技能培训的权利、享受社会保险 和福利的权利、提请劳动争议处理的权利 以及法律规定的其他劳动权利。 劳动者应当完成劳动任务，提高职业技 能，执行劳动安全卫生规程，遵守劳动纪 律和职业道德。 …… 《中华人民共和国劳动合同法》 第三十九条 劳动者有下列情形之一的， 用人单位可以解除劳动合同： （一）在试用期间被证明不符合录用条件 的； （二）严重违反用人单位的规章制度的； （三）严重失职，营私舞弊，给用人单位 造成重大损害的； …… 请运用《法律与生活》相关知识阐释法院的裁判理由。,…… 请运用《法律与生活》相关知识阐释法院的裁判理由。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_朝阳_期末_033,2025,朝阳,期末,2025朝阳期末,20,20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 了解案件，分析事实，印证法理，参考示例，完成下表。 案件事实 拟写裁判要点 案件一 甲公司在 2016 年与乙公司终 止合作后，继续在甲公司运营的相关地图软 件、应用和第三方服务中使用乙公司数据。 乙公司以甲公司侵犯署名权、修改权、复制 权、信息网络传播权等理由向人民法院提起 诉讼。 示例： 裁判理由：根据著作权法， 甲公司在 应用软件中使用被诉侵权电子地图， 侵害了乙公司对涉案导航电子地图的 署名权、修改权、复制权、信息网络 传播权。 裁判 结果 ： 被 告 停 止 侵 害 、 赔 礼 道 歉、消除影响并赔偿损失。 案件二 丙公司依托电子地图收集的电 子地图数据、用户出行数据和实时交通信息 等原始数据，通过特定算法并经分析处理形 成数据产品“拥堵延时指数” 。被告丁公司 采用变换 IP 地址和伪造浏览器标识等不正 裁判理由： ① 裁判结果： ② 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。丙公司就此诉至人民法 院。 案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。在该项目进行 过程中，乙旅游 公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院 13 天。经鉴定，甲的损伤及目前后遗症评定为 九级伤残。甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。 裁判理由： ③ 裁判结果： ④,不正 裁判理由： ① 裁判结果： ② 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。丙公司就此诉至人民法 院。 案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。在该项目进行 过程中，乙旅游 公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院 13 天。经鉴定，甲的损伤及目前后遗症评定为 九级伤残。甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。 裁判理由： ③ 裁判结果： ④,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,exact_qno_block_priority_110,formal_or_scoring_source,20.（10分） 能运用侵权责任、过错责任等知识，从法律依据、法律事实、法律责任等层面作答。 阅卷前制定的参考答案： 能运用侵权责任、过错责任等知识，从法律依据、法律事实、法律责任 等层面作答。 理由；①原告凭借对外授权”拥堵延时指数“数据获取经营利益，属于竞争 性权益，受到反不正当党争法保护，被告的行为违背了数据领域中公认的商业 道德和滅实信用原则，损畫了原告合法权益及消费者利益，破坏了数据领域中 市场竞争秩序，构成不正当竞争。（3分） 结果：②被告停止侵权、消除影响，并赔偿原告经济损失及维权合理开支 理由；品务造澳肥具有名險件，接游公司本对參与者提供充分直效的安全 保降，且旅游公司工作人员过度掘晁桥面与甲捧落、愛伤之间有因果关系，旅 [ocr page 5],
2025_海淀_期中_034,2025,海淀,期中,2025海淀期中,21,21. 75 年，大国自信而坚定的脚步。 1950 年 5 月 1 日， 《中华人民共和国婚姻法》开始施行。这是新中国成立后颁布的第一部具有基本法 律性质的法律，彻底废除了封建主义家庭制度，确立了以婚姻自由、一夫一妻、保护妇女儿童权益为原则 的社会主义婚姻家庭制度。2021 年1 月1 日， 《中华人民共和国民法典》正式实施。民法典专门设置了“婚 姻家庭编”，包括婚姻法在内的多部法律同时废止。 中华人民共和国婚姻法（1950） 第二十四条 离婚时，原为夫妻共同生活所 负担的债务，以共同生活时所得财产偿还；如无 共同生活时所得财产或共同生活时所得财产不足 清偿时，由 男方清偿。 男女一方单 独所负的债 务，由本人偿还。 中华人民共和国民法典 第一千零八十九条 离婚时， 夫妻共同债务应当共同偿还。共同 财产不足清偿或者财产归各自所有 的 ， 由 双 方 协 议 清 偿 ； 协 议 不 成 的，由人民法院判决。 思政课上，大家围绕老师出示的两则法条展开了讨论。小海认为，1950 年婚姻法中“由男方清偿”的 规定并不合理，民法典的规定才符合良法的要求。 （1）运用法治知识，对小海的观点进行评析。 第8页/共10页 回顾历史，新中国外交经历了三个阶段。 第一阶段（1949—1978 年） ，核心问题是中国如何在世界舞台中“站起来”，在世界舞台上赢得生存。 新中国诞生后外交上首要的任务是维护国家安全和主权独立，捍卫革命胜利果实。按照 “一边倒”方针， 先后与苏联以及保加利亚等人民民主国家建交；按照 “另起炉灶”和“打扫干净屋子再请客”的方针，同 印度、缅甸以及瑞典、丹麦等国家建交，在风云激荡的国际环境中展示了东方大国的鲜明形象，站稳了脚 跟，改善了国际处境。 第二阶段（1978—2012 年） ，核心问题是中国如何在世界舞台中“富起来”，成长为一个富强的现代 化国家。党的十一届三中全会之后，中国外交始终坚持把为国内现代化建设营造和平稳定的国际环境作为 头等大事。根据国际形势的变化，中国提出和平与发展是当代世界的主题，与世界上绝大多数国家建立起 了外交关系，积极融入以联合国体系为核心的国际秩序。经过多年努力，中国综合国力持续快速发展。 第三阶段（2012 年以来） ，核心问题是中国如何在世界舞台中“强起来”，获得世界各国的尊重和支 持。中共十八大以来，面对深刻变化的国际形势，党中央深刻把握新时代中国和世界发展大势，在对外工 作上进行一系列重大理论和实践创新，形成了习近平外交思想。中国拓宽与发达国家的合作领域，妥善处 理分歧，与俄罗斯、法国、德国、英国等世界主要国家的关系稳步发展；按照 “亲、诚、惠、容”理念和 “与邻为善、以邻为伴”的外交方针，推出多种新机制和新举措，深化同周边国家的关系；提出 “真实亲 诚”理念，加强与非洲国家之间的团结合作。中国特色大国外交形成了全方位、多层次、立体化的外交布 局。 （2）结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。 第9页/共10页 参考答案 第一部分 本部分共 15 题，每题 3 分，共 45 分。,（2）结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,exact_qno_block_priority_100,formal_or_scoring_source,21．（15分） （1）小海的观点片面。新中国成立初期尚未完全建立夫妻共同财产制度，在家庭生活中男方经济地位更强，根据权利与义务相对应原则，由男方清偿具有合理性，有利于保护当事各方的利益。随着时代的发展，夫妻双方的经济状况发生变化，具备了“共同偿还”“协议清偿”的条件。良法应当符合国情和实际，符合社会发展的需求。婚姻法与民法典的规定都符合良法的要求。 （2）新中国外交的时代背景不断变化，政治多极化、经济全球化深入发展，和平与发展成为时代主题；中国的综合国力不断增强，国际地位不断提升，承担越来越多的国际责任；外交指导思想与时俱进，习近平外交思想为新时代中国特色大国外交提供了根本遵循和行动指南。新中国外交始终服务于我国人民民主专政的国家性质；坚持独立自主的基本立场；贯彻维护世界和平、促进共同发展的宗旨；以维护我国的主权、安全和发展利益，促进世界的和平与发展为基本目标；坚持以和平共处五项原则作为我国对外关系的基本准则。,
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,20,20. 阅读材料，完成问题。 最高人民法院围绕民法典实施过程中社会广泛关注、审判实践中亟需解决的重大争议问题，制定了《最高人民法院关于适用<中华人民共和国民法典>侵权责任编的解释（一）》（以下简称《解释》）。 下表列出了《解释》部分条款。参考示例，完成下表。,20. 阅读材料，完成问题。 最高人民法院围绕民法典实施过程中社会广泛关注、审判实践中亟需解决的重大争议问题，制定了《最高人民法院关于适用<中华人民共和国民法典>侵权责任编的解释（一）》（以下简称《解释》）。 下表列出了《解释》部分条款。参考示例，完成下表。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,21,21. 阅读材料，完成问题。 “竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原单位有竞争关系的同类产品或经营同类业务。 案例一：李某是A公司自主培养的高级管理人员。在职期间，李某与该公司签订了保密协议和竞业限制协议。两年后，李某离职，次日即入职相同经营范围和业务的B公司，任职相同岗位，负责相同产品生产。该产品生产技术属A公司“不为公众所知悉的技术信息”，A公司将李某诉至法院。法院经审理认为，李某违反了竞业限制义务，判决其向A公司支付赔偿金。 案例二：厨师刘某在某餐饮公司从事拌黄瓜等冷菜制作。公司认为刘某在制作过程中会掌握一些菜品秘方，双方签署了保密及竞业限制协议。刘某从该公司离职后，到其他餐馆从事冷菜制作。原公司以违反竞业限制协议为由起诉刘某，要求赔偿违约金及损失。法院经审理认为，餐饮公司与刘某签订的竞业限制协议应属无效。 结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_西城_期末_036,2025,西城,期末,2025西城期末,19,19．（8 分） 【案情回放】 “小爱同学，今天天气怎么样？”“小爱同学，讲个故事”……随着M 公司2017 年7 月推出的“小爱 同学”智能语音设备后，“小爱同学”越来越多的参与到我们的生活中。截至 2020 年 12 月，其月活跃用 户数达到 8670 万人，累计唤醒约 495 亿次。 陈某于 2017 年 8 月至 2020 年 6 月间，在不同商品类别上抢先大量申请注册相关商标，并向 M 科技关 联企业发函，要求停止使用“小爱同学”商标。同时与深圳市 Y 公司合作，在运动手表、闹钟等商品上使 用“小爱同学”商标，并发布相关宣传文章。M 公司因此提起诉讼，指控陈某及深圳市 Y 公司构成不正当 竞争。 【判决结果】 经人民法院审理，“小爱同学”作为有一定影响力的唤醒词、人工智能引擎的名称以及 搭载人工智能引擎的智能音箱等商品的名称，受到反不正当竞争法的保护。判决陈某、深圳市 Y 智能 科技有限公司立即停止侵权，陈某赔偿M 科技经济损失及合理支出120 万元，深圳市Y 公司对其中25 万元 承担连带责任。一审判决后，当事人均未上诉。 “唤醒词”亦受法律保护，请运用法律知识分析法院的判决。 第7页/共10页,“唤醒词”亦受法律保护，请运用法律知识分析法院的判决。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,exact_qno_block_priority_130,formal_or_scoring_source,19. （8 分） 根据反不正当竞争法，陈某在明知他人已经使用“小爱同学”唤醒词并有一定影响的 情况下，抢先注册，并发布引人误解的商业宣传信息，构成混淆及虚假宣传，属于不 正当竞争，违背了诚实信用原则。该案判决合理确定各方利益，规制了滥用权利的行 为，保护了科技创新型企业的品牌商誉，有利于促进新业态的发展，为数字经济发展 营造良好的法治化营商环境。 北京市西城区 2024—2025 学年度第一学期期末试卷 高三思想政治答案及评分参考 第4页（共5页） 解析： 结合材料描述侵权事实； 引人误解/混淆/虚假宣传； 属于不正当竞争/违反反不正 当竞争法 ； 违背了诚实信用原则 /商业道德； 该案判决保护了~或规范了~ 有利于新业态/新经济/数字经济发展/创新/，维护市场秩序/营商环境,
2026_东城_一模_037,2026,东城,一模,2026东城一模,18,18．（8 分）人民法院以司法之力守护“向新力” 。 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。对此，办 案合议庭没有“一判了之” ，而是居中斡旋，弥合分歧。当事人最终达成和解，全身心投入创新创业，实 现了多方共赢。 案例二 甲公司系某水稻植物新品种的权利人。乙公司擅自将甲公司享有植物新品种权的稻种更换包 装后对外销售。经人民法院查明，乙公司侵权行为覆盖范围广。人民法院判令乙公司立即停止侵害，并对 其适用惩罚性赔偿，赔偿甲公司经济损失 300 万元。 案例三 丙公司资金运转困难，又得知丁公司处于上市关键期，遂以丁公司生产的机器狗侵犯其专利 权为由，向人民法院提起诉讼，索赔诉求反复变更。人民法院综合考量丙公司起诉时机、诉讼请求反复无 常、缺乏依据等情形，依法驳回其全部诉讼请求，并明确谴责丙公司的恶意诉讼行为。 结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,exact_qno_block_priority_110,formal_or_scoring_source,18.（8分）人民法院以司法之力守护“向新力”。 案例一 某科技公司三名创始人，因专利权归后诉讼调解 一推动纠纷实质 展因此停滞。对此，办案合议庭没有“一判了之”，而 性化解/以和为贵/效率或节 人景终达成和解，全身心授入创新创业，实现了多方， 约司法资源 一甲瓜副的生水菇培肠新丝种的如人 公司擅自将甲公司享有植 严惩（主观恶性和社会危害性大）的知识产 E明，乙公司侵权行为覆盖 权侵权，贯彻了公平原则 加大侵权成本（1 分）一警示规范，保护当事人合法权益，有 用惩罚性賠偿，賠偿甲公司 利于维护市场秩序/公平竞争（1分） 杀明二 内公司質金运猪困准，又得知』公司处十上市关键期，遂以丁公司生 产的机器狗侵犯其专利权沟由，向人民法院扩 驳回并谴责恶意诉讼/法院惩治滥用程 总：公正司法/以事实为依据，以法 求反复 序权利的行为（1分） 贯彻诚信原 律为准绳/司法裁判导向作用（1分） 意诉则，明确权利行使界限/权利义务统 保护知识产权就是保护创新/创新活 1识，谈 一，维护诉讼/司法秩序，节约司法 力（1分） 资源（与案例一不重复给）1分 CS 扫描全能王 3亿人都在用的扫描App [ocr page 8] 案例一 诉讼调解（1分）替：调解 推动纠纷实质性化解（表达出“解决问题”） 以和为贵/和谐价 观/法 结合 效率高/节约司法资源 （1分） 案例二 惩罚性赔偿/严惩（主观恶性强，社会危 害大）知产侵权，增加侵权成本（1分） 替：不正当竞争 消费者知情权 注意：不是混淆行为“搭便车” 警示规范作用 保护当事人合法权益 市场秩序，诚信原则（与案例三不重 复给），公平竞争，公平正义（1分） 案例三 驳回并谴责恶意诉讼/滥用诉讼权利 的行为（1分） 注意：不是商业诋毁，不正当竞争 诚信原则/权利行使界限/权利义务统一 维护诉公/司法秩序（社会秩序不给） 节约司法资源（与案例一不重复给）1分 总说（可以混进其他段落里） 【法院】公正司法/以事实为依据，法律为准绳/发挥司法裁判导向作用（1分） 【创新】保护知识产权就是保护创新，提升创新活力（1分） CS 扫描全能王 3亿人都在用的扫描App [ocr page 9] 太阳风带电粒子：A 星际中性粒子：B 外日球层衍生例子：C,
2026_丰台_一模_038,2026,丰台,一模,2026丰台一模,20,20.（8分） 以案释法，明理释义。 《中华人民共和国民法典》 第一千一百九十八条 宾馆、商场、银行、车站、机场、体育场馆、娱乐场所 等经营场所、公共场所的经营者、管理者或者群众性活动的组织者，未尽到安全保 障义务，造成他人损害的，应当承担侵权责任。 【基本案情】 郭某在某餐厅用餐结束后步行离开，在餐厅外的台阶区城不慎踩空摔倒。餐厅外 的监控视频显示，郭某从出现在画面中开始，就一直在低头看手机 监控画面中未见 下雨、下雪，台阶处也未见积雪、积水、冰冻。事发十天后，郭某自行到医院就诊， 诊断腰椎右侧横突骨折。郭某向人民法院起诉餐厅经营者某餐饮公司和餐厅所在楼 宇的物业管理企业某商业管理公司，要求某餐饮公司、某商业管理公司承担侵权责 任，支付赔偿金。 【裁判结果】 人民法院审理认为，原告郭某摔倒是其自身未尽安全注意义务所致，被告某餐饮 公司和某商业管理公司对此并无过错，不应承担赔偿责任。故判决驳回郭某全部诉讼 请求。 结合材料，运用《法律与生活》知识，阐明人民法院作出该判决的法理依据和现 实意义。 高三思想政治 第9页（共10页） CS 扫描全能王 3亿人都在用的扫描App [ocr page 10],结合材料，运用《法律与生活》知识，阐明人民法院作出该判决的法理依据和现 实意义。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,exact_qno_block_priority_110,formal_or_scoring_source,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。 [slide 52] 三、典型示例 8分 [slide 53] 7.5分 [slide 55] 四、学生问题及建议 学生问题:,
