suite_id,year,district,stage,suite_name,question_no,answer,answer_source,overview_sentence,wrong_option_sentences,question_excerpt,rubric_source,notes
2024_西城_二模_013,2024,西城,二模,西城二模,11,B,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,在H省第一公立小学旧址位于J县内，为该省文物保护单位。但J县文化和旅游局对该旧址一直未采取有效措施加强监督管理，致使其建筑面临损毁灭失的风险。J县人民检察院提起公益诉讼，请求判令J县文化和旅游局履行文物监管职责。J县人民法院查明事实后依法作出一审判决，责令被告J县文化和旅游局继续履……中，应选B，核心判断是“炒股本金10万元属于王某个人财产，炒股所得的5万元收益属于夫妻共同财产”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“王某所欠的3万元是其个人债务，而非夫妻共同债务”与题面事实或法律规则不匹配。；C项不对在继承规则或协议效力判断不准，因为“赵某继承其父房子的时间因在婚姻关系存续期间，房子属于夫妻共同财产”与题面事实或法律规则不匹配。；D项不对在条件说绝对或忽略法定前提，因为“应将王某和赵某的所有财产加在一起，离婚时平均分配，一人一半”与题面事实或法律规则不匹配。,11．H省第一公立小学旧址位于J县内，为该省文物保护单位。但J县文化和旅游局对该旧址一直未采取有效措施加强监督管理，致使其建筑面临损毁灭失的风险。J县人民检察院提起公益诉讼，请求判令J县文化和旅游局履行文物监管职责。J县人民法院查明事实后依法作出一审判决，责令被告J县文化和旅游局继续履行对H省第一公立小学旧址的监管职责。在这起案件中 ① J 县文化和旅游局应当提供证据证明其行为的合法性 ②法庭辩论和宣告判决是整个诉讼过程中最重要的环节 ③人民法院应当严格按照民事诉讼法规定的程序进行审理 ④ J 县文化和旅游局可以在一审判决书下达后15日内提起上诉 A．①② B．①④ C．②③ D．③④ 12．2018年王某因个人做生意的需要，向朋友借款3万元，一直未还。2020年王某和赵某登记结婚。2021年，赵某基于遗嘱继承了父亲指定给她的房子。现在，王某和赵某感情破裂，准备协议离婚。王某表示，他这两年炒股所用的本金10万元是他的工资奖金，因此炒股所得的5万元收益属于自己的“私房钱”，不是夫妻共同财产。下列观点正确的是 A．王某所欠的3万元是其个人债务，而非夫妻共同债务 B．炒股本金10万元属于王某个人财产，炒股所得的5万元收益属于夫妻共同财产 C．赵某继承其父房子的时间因在婚姻关系存续期间，房子属于夫妻共同财产 D．应将王某和赵某的所有财产加在一起，离婚时平均分配，一人一半,,
2024_西城_二模_013,2024,西城,二模,西城二模,13,C,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,在在人民调解方式的探索与深化方面，追求“小事不出村，大事不出镇，矛盾不上交”的“枫桥经验”是典型代表。我们要坚持好、发展好新时代“枫桥经验”，是因为它中，应选C，核心判断是“②③”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“①③”与题面事实或法律规则不匹配。；B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①④”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“②④”与题面事实或法律规则不匹配。,13．在人民调解方式的探索与深化方面，追求“小事不出村，大事不出镇，矛盾不上交”的“枫桥经验”是典型代表。我们要坚持好、发展好新时代“枫桥经验”，是因为它 ①尊重当事人的权利，只收取最基本的费用 ②是党领导下解决纠纷行之有效的基层社会治理机制和方法 ③依靠人民群众正确处理人民内部矛盾 ④由人民法院主持调解，可使当事人达成调解协议 A．①③ B．①④ C．②③ D．②④,,
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,7,C,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,在随着科技进步和数字化转型的加速，数字经济成为了我国经济发展的重要动力。数字劳动是数字经济发展的重要因素，是依托于互联网、大数据、云计算、人工智能等新型技术载体，以智力、创造力为主导，创造数字化产品的非物质劳动。只有不断加深对于数字劳动的认识，把握数字劳动的基本特征，并以此为基础构……中，应选C，核心判断是“构建起相关法律法规是保证我国数字经济稳定和快速发展的必要条件”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在劳动关系或用人单位责任边界不准，因为““数字劳动是数字经济发展的重要因素”是运用“种差加属概念”的方法下的定义”与题面事实或法律规则不匹配。；B项不对在劳动关系或用人单位责任边界不准，因为“数字劳动和非物质劳动是交叉关系”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“材料中假言判断的真假取决于前后件本身的真假”与题面事实或法律规则不匹配。,7.随着科技进步和数字化转型的加速，数字经济成为了我国经济发展的重要动力。数字劳动是数字经济发展的重要因素，是依托于互联网、大数据、云计算、人工智能等新型技术载体，以智力、创造力为主导，创造数字化产品的非物质劳动。只有不断加深对于数字劳动的认识，把握数字劳动的基本特征，并以此为基础构建起相关法律法规，才能确保数字劳动受到监管和保护，保证我国数字经济稳定和快速发展。如果上述结论皆为真，下列逻辑分析正确的是 A.“数字劳动是数字经济发展的重要因素”是运用“种差加属概念”的方法下的定义 B.数字劳动和非物质劳动是交叉关系 C.构建起相关法律法规是保证我国数字经济稳定和快速发展的必要条件 D.材料中假言判断的真假取决于前后件本身的真假,,
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,8,B,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,在公益诉讼助力文物保护，百年米仓重焕生机。 注：行政公益诉讼是指人民检察院作为公共利益的代表，对违反法律规定，侵犯国家利益或社会公共利益的行为，督促行政机关依法履行监督管理职责，支持合格的当事人依法行使公益诉权的法律制度。 这表明 “禄米仓”保护是司法救助的体现，以法治思维解决文化……中，应选B，核心判断是“①④”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“①②”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“③④”与题面事实或法律规则不匹配。,8. 公益诉讼助力文物保护，百年米仓重焕生机。 注：行政公益诉讼是指人民检察院作为公共利益的代表，对违反法律规定，侵犯国家利益或社会公共利益的行为，督促行政机关依法履行监督管理职责，支持合格的当事人依法行使公益诉权的法律制度。 这表明 “禄米仓”保护是司法救助的体现，以法治思维解决文化保护难题 行政公益诉讼有利于推进法治政府建设和国家治理现代化 人民检察院对行政机关提起公诉保护了社会公共利益 通过诉讼调解，促进文物的活化利用和文化遗产的依法保护 新修订的《中华人民共和国保守国家秘密法》自2024年5月1日起施行。 据此，下列说法正确的是 ①坚持党的领导是保密工作的优良传统和必须坚持的政治原则 ②该法为科技安全提供法律保障，维护和塑造总体国家安全观 ③该法要求减少信息公开数量，进一步强化精准保护国家秘密 ④保守国家秘密是公民的权利，危害国家秘密安全必受到追究 A. ①② B. ①④ C. ②③ D. ③④,,
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,10,B,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,在近年来，越来越多的商家通过直播带货吸引消费者。经营者吴某与某文化传媒公司合作，约定由该公司负责吴某所经营店铺在某平台上的运营与推广。合同约定平均每日可增加营销额数百元，吴某支付推广费用2万余元。合作期间，引流带货效果与在签订协议时对方承诺的相差甚远，吴某总共只赚了200元。由此引……中，应选B，核心判断是“传媒公司违背诚信经营，因未完全履行合同需承担违约责任”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“订立合同就能规范市场主体的交易行为，维护民事权利”与题面事实或法律规则不匹配。；C项不对在纠纷解决程序或法律效力错位，因为“吴某可以申请仲裁，对仲裁不服可提起诉讼解决合同纠纷”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“传媒公司履行合同义务不符合约定，应该向吴某公开道歉”与题面事实或法律规则不匹配。,10.近年来，越来越多的商家通过直播带货吸引消费者。经营者吴某与某文化传媒公司合作，约定由该公司负责吴某所经营店铺在某平台上的运营与推广。合同约定平均每日可增加营销额数百元，吴某支付推广费用2万余元。合作期间，引流带货效果与在签订协议时对方承诺的相差甚远，吴某总共只赚了200元。由此引起合同纠纷。以下分析正确的是 A.订立合同就能规范市场主体的交易行为，维护民事权利 B.传媒公司违背诚信经营，因未完全履行合同需承担违约责任 C.吴某可以申请仲裁，对仲裁不服可提起诉讼解决合同纠纷 D.传媒公司履行合同义务不符合约定，应该向吴某公开道歉,,
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,11,A,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,在小卫购买并学习了E公司的课程后，对此课程不满意，在某网站匿名评价。之后小卫向某报业公司投稿，某报业公司调查后如实报道了这起事件。E公司就此诉至法院，主张某报业公司、小卫的行为构成共同侵权，要求立即删除案涉内容，公开赔礼道歉并赔偿经济损失。一审法院判决驳回了E公司的全部诉讼请求。对……中，应选A，核心判断是“①③”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“②④”与题面事实或法律规则不匹配。,11.小卫购买并学习了E公司的课程后，对此课程不满意，在某网站匿名评价。之后小卫向某报业公司投稿，某报业公司调查后如实报道了这起事件。E公司就此诉至法院，主张某报业公司、小卫的行为构成共同侵权，要求立即删除案涉内容，公开赔礼道歉并赔偿经济损失。一审法院判决驳回了E公司的全部诉讼请求。对此，认识正确的是 ①小卫匿名差评，积极行使了批评监督权，没有逾越法律红线 ②本判决为终审判决，E公司不得提起上诉 ③某报业公司作为新闻媒体，为公共利益如实报道，不承担民事责任 ④该案件适用举证责任倒置原则，故小卫需承担举证责任 A.①③ B.①④ C.②③ D.②④,,
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,10,,,在某市人民检察院在“新就业形态劳动者权益保护”专项活动中，发现某外卖平台长期忽视骑手工伤保 险缴纳义务，导致 37 名骑手因工伤索赔无门。该检察院遂向法院提起公益诉讼，要求平台补缴社保并公 开道歉。下列认识正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10. 某市人民检察院在“新就业形态劳动者权益保护”专项活动中，发现某外卖平台长期忽视骑手工伤保 险缴纳义务，导致 37 名骑手因工伤索赔无门。该检察院遂向法院提起公益诉讼，要求平台补缴社保并公 开道歉。下列认识正确的是（ ） A. 公司应履行缴纳社会保险的义务，按照平等自愿的原则与劳动者订立合同 第4页/共11页 B. 人民检察院通过公益诉讼，可以纠正损害公共利益的行为 C. 人民法院在执法过程中要公开透明，积极维护劳动者合法权益 D. 公益诉讼作为解决劳动争议纠纷的必经程序，补齐了劳动者权益保护机制短板,,答案未从可靠答案表或逐题解析锁定
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,11,,,在赵某经销售人员朱某介绍与其所在养老产业公司签订《养老卡合同》 ，并预付10 万元购买 60 个月的养 老服务。合同约定缴费后有 3 天考虑期，期内提出退款并填写退款申请，可在7 个工作日内全额退款。赵 某缴费后，当日即联系朱某要求办理退费，但朱某未作回应。后来，该公司以赵某未提交……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 赵某经销售人员朱某介绍与其所在养老产业公司签订《养老卡合同》 ，并预付10 万元购买 60 个月的养 老服务。合同约定缴费后有 3 天考虑期，期内提出退款并填写退款申请，可在7 个工作日内全额退款。赵 某缴费后，当日即联系朱某要求办理退费，但朱某未作回应。后来，该公司以赵某未提交书面退款申请及 拨打公司退款电话为由，不予全额退款。赵某诉至法院，请求判令该公司全额退款并赔偿利息损失。下列 分析正确的是（ ） ①合同约定明确，赵某未按约定方式申请退款，其诉求不应得到法院支持 ②朱某作为公司销售人员，赵某联系朱某要求退款可视为履行了退款申请手续 ③该公司以未提交书面申请、未拨打电话为由拒绝退款，违背了诚信原则 ④该公司在法院判决后全额退款并赔偿利息损失，属于违约责任中的继续履行 A. ①② B. ①④ C. ②③ D. ③④,,答案未从可靠答案表或逐题解析锁定
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,14,,,在中华民族有着善治水的优良传统。中国大运河是古代劳动人民创造的一项伟大水利工程，由京杭大运 河、隋唐大运河、浙东运河三部分构成，全长近 3200 公里，对中国政治统一、经济发展、文化繁荣发挥 了重要作用，是中华民族伟大创造力、凝聚力和生命力的代表，是展现中华文明突出特性的鲜活文化符……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,14. 中华民族有着善治水的优良传统。中国大运河是古代劳动人民创造的一项伟大水利工程，由京杭大运 河、隋唐大运河、浙东运河三部分构成，全长近 3200 公里，对中国政治统一、经济发展、文化繁荣发挥 了重要作用，是中华民族伟大创造力、凝聚力和生命力的代表，是展现中华文明突出特性的鲜活文化符 号。下列选项正确的是（ ） A. “大运河”与“水利工程”之间是交叉关系 B. “中国大运河由京杭大运河、隋唐大运河、浙东运河三部分构成”是相容选言判断 C. “展现中华文明突出特性的鲜活文化符号”作为单称肯定判断的谓项是不周延的 D. “中华民族有着善治水的优良传统”是特称肯定判断，其主项周延而谓项不周延,,答案未从可靠答案表或逐题解析锁定
2025_延庆_一模_017,2025,延庆,一模,2025延庆一模,10,,,在甲、乙两公司分别是自动驾驶领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将 “萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是 （ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10. 甲、乙两公司分别是自动驾驶领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将 “萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是 （ ） A. 丙公司属“搭便车”行为，构成不正当竞争，需承担违约的民事责任 B. 丙公司行为妨害健康的市场秩序，本案事实清楚，甲、乙公司无需承担举证责任 C. 因为丙公司企业名称是经工商部门核准注册，其行为无侵权恶意，法院应不予受理 D. 法院应以司法裁判树立清晰法律边界，维护健康的市场秩序，护航新质生产力发展,,答案未从可靠答案表或逐题解析锁定
2025_延庆_一模_017,2025,延庆,一模,2025延庆一模,11,,,在小何入职某网络科技公司，从事外卖配送工作，双方签订了承揽配送协议，未签订书面劳动合同。该 公司对外卖员工配备统一的服装并记录考勤。后小何在取餐途中不慎摔倒受伤，造成左臂骨折。下列认识 正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 小何入职某网络科技公司，从事外卖配送工作，双方签订了承揽配送协议，未签订书面劳动合同。该 公司对外卖员工配备统一的服装并记录考勤。后小何在取餐途中不慎摔倒受伤，造成左臂骨折。下列认识 正确的是（ ） A. 双方基于意思自治签订了承揽配送协议，应确认为承揽合同关系 B. 公司对小何有劳动管理，双方形成事实劳动关系 C. 双方未签订书面劳动合同，无法确定双方的权利义务关系 D. 外卖配送等新就业形态突破了劳动关系范畴，应由平台经济法调整,,答案未从可靠答案表或逐题解析锁定
2025_房山_一模_018,2025,房山,一模,2025房山一模,11,,,在张先生发现家里漏水，便上楼查看，不料竟发现楼上的住户把本是厨房的区域变成了卫生间并安放了马 桶。这样的改动，让张先生一家觉得难以接受。因协商未果，张先生将楼上住户高先生诉至法院，要求对 方恢复房屋结构布局。法院判决恢复原状。对本案分析正确的是（ ） 《住宅设计规范》规定：卫生间不……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 张先生发现家里漏水，便上楼查看，不料竟发现楼上的住户把本是厨房的区域变成了卫生间并安放了马 桶。这样的改动，让张先生一家觉得难以接受。因协商未果，张先生将楼上住户高先生诉至法院，要求对 方恢复房屋结构布局。法院判决恢复原状。对本案分析正确的是（ ） 《住宅设计规范》规定：卫生间不应直接布置在下层住户的卧室、起居室（厅） 、厨 房和餐厅的上层，并且该条款属于强制性条文。 ①高先生对房屋改造是行使处分的权利，符合自愿原则 ②高先生行使权利要注意界限，不违背法律与公序良俗 ③张先生以和为贵选调解，因其是解决纠纷的优先选择 ④作为邻居应本着友善的态度处理不动产相邻权的纠纷 A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,2,,,在中共中央、国务院印发的《教育强国建设规划纲要（2024－2035 年）》强调，要促进学生健康成长、全 面发展，深入实施素质教育，健全德智体美劳全面培养体系，加快补齐体育、美育、劳动教育短板。关于 落实上述规划要求，下列说法正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,2.中共中央、国务院印发的《教育强国建设规划纲要（2024－2035 年）》强调，要促进学生健康成长、全 面发展，深入实施素质教育，健全德智体美劳全面培养体系，加快补齐体育、美育、劳动教育短板。关于 落实上述规划要求，下列说法正确的是 ①健全德智体美劳全面培养体系，关键在于监测学生体质健康和心理健康水平 ②补齐美育短板，要把开足音乐课、临摹名画作、参观博物馆艺术馆作为充分条件 ③加强宪法法治教育、国家安全教育、国防教育，有利于践行社会主义核心价值观 ④加强劳动教育，有助于提升学生动手实践能力、解决问题能力和社会适应能力 A.①② B.①④ C.②③ D. ③④,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,答案未从可靠答案表或逐题解析锁定
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,10,,,"在王某是一名 AI（人工智能）生成内容的创作者，他发现某公司发布的广告图片与自己用 AI 创作的图片 完全一致，认为该公司侵犯了自己的著作权，遂诉至法院。法院经审理认为, 该图片虽用AI创作，但需王 某构思画面、在人机对话中多次提交和调整关键词以获得理想的图案，体现了王某的个性化表……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。",答案未锁定，暂不生成错项句。,"10.王某是一名 AI（人工智能）生成内容的创作者，他发现某公司发布的广告图片与自己用 AI 创作的图片 完全一致，认为该公司侵犯了自己的著作权，遂诉至法院。法院经审理认为, 该图片虽用AI创作，但需王 某构思画面、在人机对话中多次提交和调整关键词以获得理想的图案，体现了王某的个性化表达，凝结了 王某的智力劳动成果，遂判令该公司停止侵权并赔偿王某经济损失。由 AI 生成的图片 ①并非由人类直接创作，故不属于艺术作品 ②使得法律和法院都难以界定艺术作品的创作主体 ③如果符合一定的条件，可以受到著作权法的保护 ④是否构成法律意义上的作品，关键在于是否体现出作者的独创性智力投入 A.①② B. ①④ C. ②③ D.③④",,答案未从可靠答案表或逐题解析锁定
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,11,,,在某区人民检察院发现，辖区内的一座古桥（市级保护文物）双侧壁附生的榕树树根大面积侵入桥体， 存在全桥坍塌的风险，遂向区文旅局发出检察建议，建议其依法履行监管职责。区文旅局在接到检察建议 后，并未采取有效措施进行修缮整改。区人民检察院依法向区人民法院提起行政公益诉讼。对此 ，下列说 ……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 某区人民检察院发现，辖区内的一座古桥（市级保护文物）双侧壁附生的榕树树根大面积侵入桥体， 存在全桥坍塌的风险，遂向区文旅局发出检察建议，建议其依法履行监管职责。区文旅局在接到检察建议 后，并未采取有效措施进行修缮整改。区人民检察院依法向区人民法院提起行政公益诉讼。对此 ，下列说 法正确的是 A.区人民检察院代表公众维权，属于无偿提供代理法律服务 B.本案适用审判监督程序，一经做出判决，即发生法律效力 C.在行政公益诉讼中，区文旅局作为行政相对人始终处于被告地位 D.区人民检察院当诉则诉，展现了以检察职能维护社会公共利益的担当,,答案未从可靠答案表或逐题解析锁定
2025_石景山_一模_021,2025,石景山,一模,2025石景山一模,8,,,在入党誓词是中国共产党的政治宣言，是党员的庄严承诺。某班同学查阅党史文献发现，党不同时期的入 党誓词内容不尽相同，但背后蕴涵着中国共产党人不变的“红色基因” 。例如，都包含“为共产主义奋斗 终身” “为群众谋利益”的承诺，都提出“严守纪律、永不叛党”的基本要求。入党誓词的“不变”表……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,8.入党誓词是中国共产党的政治宣言，是党员的庄严承诺。某班同学查阅党史文献发现，党不同时期的入 党誓词内容不尽相同，但背后蕴涵着中国共产党人不变的“红色基因” 。例如，都包含“为共产主义奋斗 终身” “为群众谋利益”的承诺，都提出“严守纪律、永不叛党”的基本要求。入党誓词的“不变”表明 我们党 ①坚定信仰信念，为实现共产主义这一共同理想而奋斗 ②牢记初心使命，始终坚持党性和人民性的高度统一 ③勇于自我革命，以严明纪律增强自身凝聚力和战斗力 ④坚持与时俱进，根据形势发展对党员提出新的要求 A. ①② B. ①④ C. ②③ D. ③④ 9.2024 年，全国人大常委会法制工作委员会共收到报送备案的法规、司法解释等规范性文件 1999 件，对经 审查发现的 15 件报备不规范问题，及时督促报备机关纠正；共收到公民、组织提出的审查建议 5682 件， 经逐一研究沟通，深入调研论证，提出审查处理意见。对此，下列理解正确的是 A.全国人大作为最高国家权力机关，依法行使监督其他国家机关运行的职权 B.我国不断健全立法机关和社会公众的沟通机制，拓宽公民参与立法的途径 C.我国形成了以宪法为核心的社会主义法律体系，实现了国家治理有法可依 D.推进合宪性审查工作，切实保证宪法法律的有效实施，维护国家法治统一,,答案未从可靠答案表或逐题解析锁定
2025_石景山_一模_021,2025,石景山,一模,2025石景山一模,11,,,在大学毕业生王某与甲公司依法签署了劳动合同，按照约定公司为王某申请了进京户口指标，并额外支出 专项费用对其培训；王某承诺长期在职为公司服务，劳动合同周期为 8 年，如提前离职应当退回相应费用。 工作 3 年后，王某以个人原因提出离职申请，并因公司要求其交纳离职赔偿金而产生纠纷。据此……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11.大学毕业生王某与甲公司依法签署了劳动合同，按照约定公司为王某申请了进京户口指标，并额外支出 专项费用对其培训；王某承诺长期在职为公司服务，劳动合同周期为 8 年，如提前离职应当退回相应费用。 工作 3 年后，王某以个人原因提出离职申请，并因公司要求其交纳离职赔偿金而产生纠纷。据此，下列说 法正确的是 ①王某在其服务期满前单方提出辞职违反诚实信用原则，没有履行应尽义务 ②双方签署的劳动合同具有法律效力，王某在服务期内不可以解除劳动合同 ③王某的行为会给公司造成一定的损失，公司要求其作出相应赔偿并无不当 ④王某和公司可以直接向法院提起诉讼，并对各自提出的主张提供相应证据 A. ①② B. ①③ C. ②④ D. ③④ 12.2024 年是实现“十四五”规划目标任务的关键一年。北京市国资国企平稳发展，交出一份亮眼成绩单。 下表中，对相关成绩的积极影响评析恰当的是 序号 成绩 影响 ① 瞄准人工智能、信息技术、医药健康等重点领域，北京国管 8 只市级政府投资基金全年已投资决策 170 亿元、带动社会 投资 286 亿元。 加 强 在 战 略 性 新 兴 产 业 领 域 投 资，壮大耐心资本，推动首都产 业升级 ② 汇集 260 余家店铺、包括 100 家区域首店的首开通州万象汇 开业；8 家企业联合发起成立亚奥商圈联盟，合力打造国际 文化商业新地标。 建设高标准市场体系，创造更加 公平、更有活力的市场环境 ③ 北辰集团国家会议中心二期、新国展二期会展业态竣工；国 企在施和完工居住类城市更新项目超 300 个，开通通学、通 医等公交专线超 350 条。 履行公共服务职能，助推首都功 能优化和超大城市精细化治理 ④ 国企继续保持在城市副中心 300 亿元以上投资强度，加快第 二批市属国企搬迁；加强与津冀两地的产业联动。 服务国家和首都发展大局，积极 主动融入京津冀协同发展 A. ①② B. ①④ C. ②③ D. ③④,,答案未从可靠答案表或逐题解析锁定
2025_石景山_一模_021,2025,石景山,一模,2025石景山一模,13,,,在碳足迹是量化产品、个人或企业碳排放的有效工具。近年来，我国一些地区的水果贴上了碳足迹标签， 标签记录了水果“全生命周期”的碳排放量，告知消费者产品的碳信息。以下是中国碳标签的标识。 给商品贴上碳标签，有助于中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,13.碳足迹是量化产品、个人或企业碳排放的有效工具。近年来，我国一些地区的水果贴上了碳足迹标签， 标签记录了水果“全生命周期”的碳排放量，告知消费者产品的碳信息。以下是中国碳标签的标识。 给商品贴上碳标签，有助于 ①发挥市场配置碳排放资源的决定性作用 第5页/共11页 ②政府运用宏观调控手段控制碳排放总量 ③构建起以需求侧牵引供给侧的减碳机制 ④激励企业承担减排责任和挖掘减排潜力 A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定
2025_西城_一模_022,2025,西城,一模,2025西城一模,9,C,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,在人民法院的裁定中，应选C，核心判断是“有效规范了行政执法行为，依法保障了行政相对人的权益”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“及时化解了公民和政府之间的民事纠纷”与题面事实或法律规则不匹配。；B项不对在纠纷解决程序或法律效力错位，因为“通过行政复议，积极维护了社会公平正义”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“说明行政执法机关应严格文明执法，尽可能减少自由裁量权  某 行 政 执 法 机 关接到投诉，称 某水果店存在虚 假宣传行为。 行政执法机关 核实 投诉 线索，发现店内张贴的海 ……”与题面事实或法律规则不匹配。,9． 人民法院的裁定 A．及时化解了公民和政府之间的民事纠纷 B．通过行政复议，积极维护了社会公平正义 C．有效规范了行政执法行为，依法保障了行政相对人的权益 D．说明行政执法机关应严格文明执法，尽可能减少自由裁量权  某 行 政 执 法 机 关接到投诉，称 某水果店存在虚 假宣传行为。 行政执法机关 核实 投诉 线索，发现店内张贴的海 报夸大水果功效 ，责令整 改，水果店当天将宣传海 报拆除。 之后，该行政执法机关作出《行 政处罚决定书》 ，对水果店罚款 5 万元。店主未缴纳罚款，该行政执 法机关向当地人民法院申请强制 执行。 人民法院审理认为，该违法行为轻微并及时改正，没有造成危害后果。该处罚决定不符 合《中华人民共和国行政处罚法》规定的过罚相当的原则，遂裁定不准予强制执行行政处罚 决定。 第4页/共10页,,
