line,source,trigger,v3_audit_id,v3_final_grade,v3_final_status,retained_grade,tag,recommended_action
553,2024北京朝阳高三期中 第17题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,矛盾就是对立统一 / 全面观点,V3-FW-0131,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
559,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,矛盾的普遍性 / 承认矛盾,V3-FW-0132,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
565,2026北京朝阳高三（上）期中 第18题（正式阅卷细则）,具体问题具体分析,V3-FW-0133,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
569,2025北京丰台高三（上）期末 第16题（`丰台期末细则.pptx`）,矛盾的特殊性 / 具体问题具体分析,V3-FW-0134,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
573,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,矛盾的特殊性 / 具体问题具体分析,V3-FW-0135,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
577,2025北京西城高三二模 第16题第（1）问（`讨论定稿-答案细则 -25.5西城高三政治二模-1.docx`）,矛盾的特殊性 / 具体问题具体分析,V3-FW-0138,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
581,2024北京东城高三二模 第16题（`阅卷总结/16题/16题二模阅卷总结.docx`、`16题评分细则.pptx`）,具体问题具体分析,V3-FW-0139,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
585,2024北京西城高三二模 第18题第（4）问（`高三模拟测试思想政治答案细则.docx`）,矛盾的特殊性 / 具体问题具体分析,V3-FW-0140,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
589,2024北京朝阳高三期中 第17题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,矛盾的特殊性 / 具体问题具体分析,V3-FW-0141,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
594,2025北京石景山高三一模 第16题（教师版 + 评分细则）,矛盾的普遍性和特殊性,V3-FW-0144,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
598,2025北京朝阳高三（上）期末 第16题（`朝阳期末评标.pdf`扫描页读图核定）,矛盾的普遍性和特殊性,V3-FW-0146,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
602,2026北京西城高三（上）期末 第4题（教师版参考答案）,矛盾的普遍性和特殊性,V3-FW-0147,C,C_verified_choice_source,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source
620,2024北京朝阳高三一模 第16题（`2024朝阳一模政治评标.pptx`）,内外因 / 矛盾分析法,V3-FW-0148,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
624,2026北京顺义高三一模 第21题（`2026年顺义一模  细则.pptx`）,内外因 / 矛盾分析法,V3-FW-0149,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
630,2024北京顺义高三二模 第3题②③（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,具体问题具体分析,V3-FW-0238,C,C_verified_choice_source,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source
635,2026北京东城高三一模 第16题（由“2026一模已处理映射（细则支持）”已证映射反向拆回）,矛盾主次方面,V3-FW-0242,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
640,2024北京顺义高三二模 第16（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾普遍性与特殊性 / 具体问题具体分析,V3-FW-0243,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
645,2026北京朝阳高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾对立统一,V3-FW-0247,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
650,2026北京丰台高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾对立统一,V3-FW-0248,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
655,2026北京延庆高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾分析法,V3-FW-0249,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
660,2026北京房山高三一模 第16（2）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾分析法,V3-FW-0250,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
665,2026北京房山高三一模 第18（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,具体问题具体分析,V3-FW-0251,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
670,2026北京石景山高三一模 第17（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾对立统一 / 具体问题具体分析,V3-FW-0253,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
675,2026北京西城高三一模 第21题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾分析法,V3-FW-0255,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
680,2026北京门头沟高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾对立统一,V3-FW-0256,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
685,2026北京门头沟高三一模 第18（2）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,全面观点,V3-FW-0257,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
690,2026北京顺义高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,矛盾分析法,V3-FW-0259,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
696,2025北京丰台高三（上）期末 第16题（`丰台期末细则.pptx`）,实践与认识,V3-FW-0150,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
700,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,实践与认识,V3-FW-0151,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
704,2026北京海淀高三（上）期末 第16题（评分标准）,实践的观点,V3-FW-0152,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
708,2026北京朝阳高三（上）期中 第18题（用户提供正式阅卷细则）,实践的观点,V3-FW-0153,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
712,2025北京西城高三一模 第16题（教师版 + 细则）,实践与认识,V3-FW-0154,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
716,2024北京顺义高三二模 第20（2）题（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,实践与认识 / 实践观点,V3-FW-0241,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
721,2024北京顺义高三二模 第16（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践与认识 / 实践观点,V3-FW-0244,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
726,2026北京房山高三一模 第18（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践与认识 / 实践观点,V3-FW-0251,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
731,2026北京西城高三一模 第21题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践与认识 / 实践观点,V3-FW-0255,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
736,2026北京门头沟高三一模 第18（2）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践与认识 / 实践观点,V3-FW-0257,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
741,2026北京顺义高三一模 第21题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践与认识 / 实践观点,V3-FW-0260,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
747,2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,实践是认识的基础 / 实践是认识发展的动力 / 实践是检验认识真理性的唯一标准,V3-FW-0156,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
751,2025北京丰台高三（上）期末 第16题（`丰台期末细则.pptx`）,实践是认识的基础,V3-FW-0159,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
755,2024北京门头沟高三一模 第2题③（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,实践是认识的基础 / 实践检验认识,V3-FW-0231,C,C_verified_by_worker_report,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source-with-worker-boundary
760,2024北京门头沟高三一模 第9题①（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,实践是认识的基础 / 实践检验认识,V3-FW-0234,C,C_verified_by_worker_report,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source-with-worker-boundary
765,2026北京东城高三一模 第20题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践是认识的基础 / 实践检验认识,V3-FW-0246,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
770,2026北京朝阳高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,实践是认识的基础 / 实践检验认识,V3-FW-0247,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
777,2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,认识具有反复性 / 无限性 / 上升性,V3-FW-0166,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
781,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,认识发展原理 / 认识受条件限制,V3-FW-0167,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
785,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,认识发展原理,V3-FW-0169,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
789,2024北京丰台高三二模 第20题（`丰台政治二模阅卷评标.docx`）,认识发展原理 / 实践推动认识深化,V3-FW-0176,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
794,2026北京东城高三一模 第20题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,认识发展 / 认识上升性,V3-FW-0246,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
800,2025北京丰台高三（上）期末 第16题（`丰台期末细则.pptx`）,认识对实践的反作用,V3-FW-0178,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
804,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,认识对实践的反作用,V3-FW-0179,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
809,2026北京东城高三一模 第20题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,认识对实践的反作用,V3-FW-0246,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
814,2026北京朝阳高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,认识对实践的反作用,V3-FW-0247,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
820,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,真理观,V3-FW-0180,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
824,2026北京西城高三（上）期末 第16题第（2）问（`西城高三期末评标.pptx`）,追求真理 / 真理是主观与客观相符合,V3-FW-0182,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
830,2024北京门头沟高三一模 第2题③（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,真理在实践中检验和发展,V3-FW-0231,C,C_verified_by_worker_report,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source-with-worker-boundary
835,2026北京东城高三一模 第20题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,真理在实践中检验和发展,V3-FW-0246,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
841,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,社会存在决定社会意识 / 社会意识具有相对独立性,V3-FW-0183,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
845,2024北京朝阳高三期中 第16题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,社会存在决定社会意识 / 社会存在变化决定社会意识变化,V3-FW-0185,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
850,2026北京海淀高三一模 第16题（`26海淀一模政治评分标准.pdf`）,社会存在与社会意识 / 社会存在决定社会意识 / 社会意识具有反作用,V3-FW-0252,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
855,2026北京东城高三一模 第16题（由“2026一模已处理映射（细则支持）”已证映射反向拆回）,社会存在与社会意识,V3-FW-0242,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
860,2026北京顺义高三一模 第21题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,社会存在与社会意识,V3-FW-0260,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
865,2026北京西城高三一模 第1题（由“2026西城一模选择题正确项补充（答案源支持）”已证映射反向拆回）,社会存在与社会意识,V3-FW-0261,E,E_choice_key_or_stem_not_confirmed,C,【证据：C选择题正确项；答案源为PDF第10页“答案及评分参考”，经督工视觉核验】,needs-choice-answer-key
871,2026北京东城高三一模 第20题（`东城一模评标细则（勿传）/20.pptx`）,上层建筑反作用于经济基础 / 社会基本矛盾运动,V3-FW-0186,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
875,2024北京西城高三二模 第17题（`高三模拟测试思想政治答案细则.docx`）,生产力与生产关系 / 经济基础与上层建筑 / 社会基本矛盾运动,V3-FW-0187,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
879,2024北京朝阳高三期中 第16题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,生产力与生产关系 / 经济基础与上层建筑 / 社会基本矛盾运动,V3-FW-0188,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
885,2025北京石景山高三一模 第21题（`石景山 高三政治评分细则.doc`）,改革的实质 / 社会基本矛盾运动,V3-FW-0189,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
889,2024北京东城高三一模 第18题第（1）问（`2024东城一模政治评标1.pptx`）,改革 / 生产关系适应生产力 / 上层建筑反作用,V3-FW-0190,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
893,2024北京西城高三二模 第17题（`高三模拟测试思想政治答案细则.docx`）,改革 / 改革的实质 / 生产关系适应生产力,V3-FW-0191,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
897,2024北京朝阳高三期中 第16题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,改革是社会主义社会发展的直接动力 / 社会主义制度自我完善和发展,V3-FW-0192,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
903,2025北京丰台高三（上）期末 第17题（`丰台期末细则.pptx`）,人民群众是历史的创造者 / 群众观点,V3-FW-0193,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
907,2025北京朝阳高三（上）期末 第16题（`朝阳期末评标.pdf`扫描页读图核定）,人民群众 / 群众观点,V3-FW-0194,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
911,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,人民群众 / 人民立场,V3-FW-0195,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
915,2026北京东城高三一模 第20题（`东城一模评标细则（勿传）/20.pptx`）,人民群众 / 人民立场,V3-FW-0197,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
919,2026北京西城高三（上）期末 第16题第（2）问（`西城高三期末评标.pptx`）,人民群众 / 群众观点,V3-FW-0198,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
923,2024北京东城高三二模 第16题（`阅卷总结/16题/16题二模阅卷总结.docx`、`16题评分细则.pptx`）,人民群众 / 群众观点,V3-FW-0199,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
927,2024北京西城高三二模 第18题第（4）问（`高三模拟测试思想政治答案细则.docx`）,人民群众的历史作用 / 群众观点,V3-FW-0200,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
931,2024北京朝阳高三期中 第16题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,人民群众是社会历史的主体和创造者 / 群众观点和群众路线,V3-FW-0201,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
937,2026北京东城高三一模 第16题（由“2026一模已处理映射（细则支持）”已证映射反向拆回）,人民群众,V3-FW-0242,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
942,2026北京延庆高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,人民群众,V3-FW-0249,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
947,2026北京顺义高三一模 第21题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,人民群众,V3-FW-0260,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
952,2026北京西城高三一模 第5题（由“2026西城一模选择题正确项补充（答案源支持）”已证映射反向拆回）,人民群众,V3-FW-0262,E,E_choice_key_or_stem_not_confirmed,C,【证据：C选择题正确项；答案源为PDF第10页“答案及评分参考”，经督工视觉核验】,needs-choice-answer-key
958,2026北京海淀高三（上）期末 第16题（评分标准）,价值观的导向作用,V3-FW-0202,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
962,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,价值观的导向作用,V3-FW-0203,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
966,2026北京朝阳高三（上）期中 第18题（正式阅卷细则）,价值观的导向作用,V3-FW-0207,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
970,2025北京丰台高三（上）期末 第16题（`丰台期末细则.pptx`）,价值观的导向作用,V3-FW-0211,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
974,2025北京朝阳高三（上）期末 第16题（`朝阳期末评标.pdf`扫描页读图核定）,价值观的导向作用,V3-FW-0212,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
978,2025北京朝阳高三（上）期末 第22题（`朝阳期末评标.pdf`扫描页读图核定）,价值观的导向作用,V3-FW-0213,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
982,2026北京西城高三（上）期末 第16题第（2）问（`西城高三期末评标.pptx`）,价值观的导向作用,V3-FW-0214,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
986,2025北京西城高三二模 第16题第（1）问（`讨论定稿-答案细则 -25.5西城高三政治二模-1.docx`）,价值观的导向作用 / 生态价值观,V3-FW-0215,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
990,2024北京东城高三二模 第16题（`阅卷总结/16题/16题二模阅卷总结.docx`、`16题评分细则.pptx`）,价值观的导向作用 / 正确价值观,V3-FW-0216,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
994,2024北京丰台高三二模 第21题（`丰台政治二模阅卷评标.docx`）,价值观的导向作用 / 理想信念,V3-FW-0217,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
998,2024北京朝阳高三期中 第17题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,价值观的导向作用,V3-FW-0218,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
1003,2024北京顺义高三二模 第20（2）题（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,价值观的导向作用,V3-FW-0241,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1008,2026北京东城高三一模 第16题（由“2026一模已处理映射（细则支持）”已证映射反向拆回）,价值观的导向作用,V3-FW-0242,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1013,2024北京顺义高三二模 第16（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值观的导向作用,V3-FW-0243,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1018,2026北京丰台高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值观的导向作用,V3-FW-0248,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1023,2026北京海淀高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值观的导向作用,V3-FW-0252,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
1028,2026北京石景山高三一模 第17（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值观的导向作用,V3-FW-0253,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1033,2026北京西城高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值观的导向作用,V3-FW-0254,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
1038,2026北京顺义高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值观的导向作用,V3-FW-0259,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1044,2026北京朝阳高三（上）期中 第18题（正式阅卷细则）,价值判断与价值选择,V3-FW-0219,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
1048,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,价值判断与价值选择,V3-FW-0220,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1052,2025北京朝阳高三（上）期末 第16题（`朝阳期末评标.pdf`扫描页读图核定）,价值判断与价值选择,V3-FW-0221,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1056,2026北京海淀高三（上）期末 第16题（`2025-2026海淀期末政治评分标准(1).pdf`）,价值判断与价值选择,V3-FW-0222,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
1060,2024北京西城高三二模 第18题第（4）问（`高三模拟测试思想政治答案细则.docx`）,价值判断与价值选择,V3-FW-0223,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
1064,2024北京朝阳高三期中 第17题（`2024.11期中政治朝阳评标docx.docx`、`阅卷细则总.rtf`）,价值判断与价值选择,V3-FW-0224,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
1069,2026北京东城高三一模 第16题（由“2026一模已处理映射（细则支持）”已证映射反向拆回）,价值判断与价值选择,V3-FW-0242,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
