audit_id,line,batch,source,year,district,stage,question,question_nature,module,wrong_statement,error_type,bundle_path,bundle_state,choice_answer_key_state,final_status,recommended_action,support_path
V3-WO-0447,525,2025东城期末选择题补充,2025北京东城高三（上）期末 第7题③,2025,东城,期末,第7题,choice,必修二/宏观调控,降低存款准备金率会加强基建财政支持。,财政货币政策混淆,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0448,526,2025东城期末选择题补充,2025北京东城高三（上）期末 第8题A,2025,东城,期末,第8题,choice,必修二/直接融资与间接融资,外资对上市公司进行战略性投资，有利于提高间接融资比重。,融资类型错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0449,527,2025东城期末选择题补充,2025北京东城高三（上）期末 第8题C,2025,东城,期末,第8题,choice,必修二/对外开放,修订外资战略投资办法，有利于促进对外投资提升质量。,引进来与走出去混淆,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0450,528,2025东城期末选择题补充,2025北京东城高三（上）期末 第9题B,2025,东城,期末,第9题,choice,当代国际政治/国际组织,金砖国家逐渐成为世界最具代表性的国际组织。,主体定位错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0451,529,2025东城期末选择题补充,2025北京东城高三（上）期末 第9题C,2025,东城,期末,第9题,choice,当代国际政治/国家利益,金砖合作机制生命力越来越强，源于更多发展中国家的核心利益是相同的。,国家利益绝对化,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0452,530,2025东城期末选择题补充,2025北京东城高三（上）期末 第9题D,2025,东城,期末,第9题,choice,当代国际政治/国际关系,金砖合作使竞争与合作代替冲突成为国际关系的基本形式。,基本形式表述错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0453,531,2025东城期末选择题补充,2025北京东城高三（上）期末 第10题A,2025,东城,期末,第10题,choice,当代国际政治/联合国作用,联合国是实践多边主义的最佳场所，因此主导全球发展。,作用夸大,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0454,532,2025东城期末选择题补充,2025北京东城高三（上）期末 第10题B,2025,东城,期末,第10题,choice,当代国际政治/中国与联合国,中国是联合国各项行动的坚定支持者和重要合作伙伴。,表述过宽,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0455,533,2025东城期末选择题补充,2025北京东城高三（上）期末 第11题①,2025,东城,期末,第11题,choice,选必二/民事法律关系,数据知识产权纠纷中，民事行为客体是不正当竞争行为。,客体混淆,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0456,534,2025东城期末选择题补充,2025北京东城高三（上）期末 第11题③,2025,东城,期末,第11题,choice,选必二/侵权责任,数据集被非法获取并传播牟利，当然适用无过错侵权责任。,责任归责原则错用,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0457,535,2025东城期末选择题补充,2025北京东城高三（上）期末 第12题B,2025,东城,期末,第12题,choice,选必二/遗赠扶养协议,自然人可以与继承人范围内的个人签订遗赠扶养协议。,主体范围错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0458,536,2025东城期末选择题补充,2025北京东城高三（上）期末 第12题C,2025,东城,期末,第12题,choice,选必二/著作权使用费,报刊转载其他报刊已经刊登的作品，不必支付使用费。,著作权规则错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0459,537,2025东城期末选择题补充,2025北京东城高三（上）期末 第12题D,2025,东城,期末,第12题,choice,选必二/担保方式,房屋、汽车、电脑、股票都可以同时进行抵押和质押担保。,担保方式混淆,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0460,538,2025东城期末选择题补充,2025北京东城高三（上）期末 第14题A,2025,东城,期末,第14题,choice,选必三/概念关系,“北京中轴线”和“古代皇家宫苑建筑”是属种关系。,概念关系错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0461,539,2025东城期末选择题补充,2025北京东城高三（上）期末 第14题B,2025,东城,期末,第14题,choice,选必三/关系判断,“北京中轴线位于北京老城中心”中的“位于”关系是传递关系。,关系性质误判,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0462,540,2025东城期末选择题补充,2025北京东城高三（上）期末 第14题C,2025,东城,期末,第14题,choice,选必三/外延关系,“北京中轴线”和“中华文明‘中’‘和’文化传统的特殊见证”在外延上是一致的。,外延关系错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md
V3-WO-0463,545,2025西城期末选择题补充,2025北京西城高三（上）期末 第1题①,2025,西城,期末,第1题,choice,必修四/社会进步标准,人民群众的需要是衡量社会进步的根本标准。,标准错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0464,546,2025西城期末选择题补充,2025北京西城高三（上）期末 第1题②,2025,西城,期末,第1题,choice,必修三/全过程人民民主,人民广场成为人民多彩生活的舞台和智慧城市实践场，说明人民群众已经成为社会治理的参与者、评判者。,材料外推；治理机制错读,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0465,547,2025西城期末选择题补充,2025北京西城高三（上）期末 第2题②,2025,西城,期末,第2题,choice,必修一/历史阶段,依托红色历史遗存，主要是为了探究社会主义建设的艰辛历程。,历史阶段错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0466,548,2025西城期末选择题补充,2025北京西城高三（上）期末 第2题③,2025,西城,期末,第2题,choice,必修一/理论创新,追忆革命奋斗历程，就是了解马克思主义中国化时代化的新成果。,时段错位；对象错配,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0467,549,2025西城期末选择题补充,2025北京西城高三（上）期末 第3题①,2025,西城,期末,第3题,choice,必修四/思维与存在,“想象的中国”包含主体的选择与创造，因此无法与“真正的中国”一致。,主客观割裂；认识悲观论,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0468,550,2025西城期末选择题补充,2025北京西城高三（上）期末 第3题④,2025,西城,期末,第3题,choice,必修四/客观性,只有“自己亲眼所见的”才具有客观性，更为真实可靠。,经验主义；客观性理解错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0469,551,2025西城期末选择题补充,2025北京西城高三（上）期末 第4题①,2025,西城,期末,第4题,choice,必修四/对立统一,当下收益和未来收益之间无法统一。,否认统一性；片面观点,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0470,552,2025西城期末选择题补充,2025北京西城高三（上）期末 第5题A,2025,西城,期末,第5题,choice,选必三/充分必要条件,“使用统一提供的用具”是获胜的充分且必要条件。,条件判断错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0471,553,2025西城期末选择题补充,2025北京西城高三（上）期末 第5题D,2025,西城,期末,第5题,choice,选必三/关系判断,有的攀椰竞速选手不是海南代表团的，就能推出有的海南代表团的不是攀椰竞速选手。,推理错误；主客项不当倒置,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0472,554,2025西城期末选择题补充,2025北京西城高三（上）期末 第6题B,2025,西城,期末,第6题,choice,选必三/推理类型,由蜘蛛结网想到吊桥、由植物生长环境想到民营经济发展，都属于归纳推理。,推理类型错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0473,555,2025西城期末选择题补充,2025北京西城高三（上）期末 第7题②,2025,西城,期末,第7题,choice,必修四/具体问题具体分析,错位发展就是超越地区资源禀赋，实施差异化竞争。,因地制宜误解；脱离实际,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0474,556,2025西城期末选择题补充,2025北京西城高三（上）期末 第7题③,2025,西城,期末,第7题,choice,必修四/矛盾分析法,抢位和错位的关键在于相互转化。,重点错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0475,557,2025西城期末选择题补充,2025北京西城高三（上）期末 第8题①,2025,西城,期末,第8题,choice,必修二/资源配置,用水权交易对节水方更有利。,片面判断；交易结果绝对化,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0476,558,2025西城期末选择题补充,2025北京西城高三（上）期末 第8题④,2025,西城,期末,第8题,choice,必修二/要素市场化配置,用水权市场化交易属于创新融资模式，把水资源直接变成“水资产”。,性质错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0477,559,2025西城期末选择题补充,2025北京西城高三（上）期末 第9题④,2025,西城,期末,第9题,choice,必修二/土地制度,延长土地承包期是为了保障农户的土地所有权。,权利错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0478,560,2025西城期末选择题补充,2025北京西城高三（上）期末 第10题③,2025,西城,期末,第10题,choice,必修三/民主集中制,听取中央纪委国家监委工作汇报，体现了地方服从中央的民主集中制原则。,主体错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0479,561,2025西城期末选择题补充,2025北京西城高三（上）期末 第10题④,2025,西城,期末,第10题,choice,必修三/党的建设,党风廉政建设和反腐败工作属于党自身建设，与执政能力无关。,关系割裂,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0480,562,2025西城期末选择题补充,2025北京西城高三（上）期末 第11题A,2025,西城,期末,第11题,choice,必修三/政协履职,高质量提案必须与自己所在行业紧密相关。,认识狭隘,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0481,563,2025西城期末选择题补充,2025北京西城高三（上）期末 第11题B,2025,西城,期末,第11题,choice,必修三/协商民主,政协协商应按照少数服从多数原则凝聚共识。,协商原则错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0482,564,2025西城期末选择题补充,2025北京西城高三（上）期末 第11题C,2025,西城,期末,第11题,choice,必修三/政协性质,政协委员应对所在界别的选民负责。,主体称谓错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0483,565,2025西城期末选择题补充,2025北京西城高三（上）期末 第12题②,2025,西城,期末,第12题,choice,选必二/消费者权利,“莫名开通”先用后付，侵犯的是消费者知情权和隐私权。,权利判断不准,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0484,566,2025西城期末选择题补充,2025北京西城高三（上）期末 第12题④,2025,西城,期末,第12题,choice,选必二/民事行为能力,只要未满18周岁，其民事行为都是可撤销的。,绝对化；年龄规则错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0485,567,2025西城期末选择题补充,2025北京西城高三（上）期末 第13题B,2025,西城,期末,第13题,choice,选必二/教育机构责任,12岁学生在学校受伤，校方不论有无过错都应承担侵权责任。,归责原则错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0486,568,2025西城期末选择题补充,2025北京西城高三（上）期末 第13题C,2025,西城,期末,第13题,choice,选必二/环境侵权举证,污染致害案件中，应由受害村民证明行为与损害后果存在因果关系。,举证责任错配,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0487,569,2025西城期末选择题补充,2025北京西城高三（上）期末 第13题D,2025,西城,期末,第13题,choice,选必二/高空抛物责任,高空抛物案件中，住户即使证明自己家中无人，仍需承担侵权责任。,免责事由理解错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0488,570,2025西城期末选择题补充,2025北京西城高三（上）期末 第14题A,2025,西城,期末,第14题,choice,必修二/比较优势,图表说明中国的比较优势保持不变。,静止观点；图表解读错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0489,571,2025西城期末选择题补充,2025北京西城高三（上）期末 第14题D,2025,西城,期末,第14题,choice,必修二/制造业发展,图表说明中国制造业优势正在逐渐消退。,结论反向；图表误判,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0490,572,2025西城期末选择题补充,2025北京西城高三（上）期末 第15题②,2025,西城,期末,第15题,choice,当代国际政治/全球治理,抗击饥饿与贫困要坚持单边行动与集体行动相结合。,治理路径偏差,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0491,573,2025西城期末选择题补充,2025北京西城高三（上）期末 第15题③,2025,西城,期末,第15题,choice,当代国际政治/二十国集团,二十国集团主要完善全球政治治理。,组织功能错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md
V3-WO-0492,578,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第1题③,2025,海淀,期末,第1题,choice,文化生活/文化认同,中轴线上的声音能够直接增进各国人民对中华文化的认同。,作用夸大；对象泛化,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0493,579,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第2题①,2025,海淀,期末,第2题,choice,必修四/辩证否定,复刻百年前的电车外观，就是对旧事物积极部分的扬弃。,辩证否定误用,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0494,580,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第2题④,2025,海淀,期末,第2题,choice,必修四/实践基础,人们可以立足观光巴士的成功经验，开发更多沉浸式体验新形式。,立足点错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0495,581,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第3题④,2025,海淀,期末,第3题,choice,当代文化/话语体系,构建中国话语和中国叙事体系，就是要引领世界文化。,目标错位；文化优越论,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0496,582,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第4题A,2025,海淀,期末,第4题,choice,必修四/客观条件,借助AI可以使艺术创作超越人类生产生活的制约。,主体作用夸大；脱离客观条件,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0497,583,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第4题B,2025,海淀,期末,第4题,choice,必修四/文化创造来源,人们丰富的艺术创作思考是AI创作的源头活水。,来源错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0498,584,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第4题D,2025,海淀,期末,第4题,choice,必修四/主客体关系,AI作为实践主体，与人类共同打造了创作新模式。,主体错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0499,585,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第5题①,2025,海淀,期末,第5题,choice,必修四/联系客观性,治沙是根据生态保护和经济发展的需要建立新的联系。,联系客观性理解错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0500,586,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第5题②,2025,海淀,期末,第5题,choice,必修四/规律客观性,治沙人发挥主观能动性创新了多种治沙规律。,规律观错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0501,587,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第6题②,2025,海淀,期末,第6题,choice,必修四/矛盾分析法,弹性物体形变与外力间的关系，印证了矛盾双方力量总是平衡的。,关系机械化；概念硬套,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0502,588,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第6题③,2025,海淀,期末,第6题,choice,必修四/同一性与斗争性,弹性物体形变后具有恢复原状的倾向，说明矛盾同一性寓于斗争性之中。,原理方向颠倒,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0503,589,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第7题②,2025,海淀,期末,第7题,choice,选必三/分析与综合,从“点单”到“定单”，体现综合为分析做准备。,关系表述错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0504,590,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第7题④,2025,海淀,期末,第7题,choice,必修四/整体与部分,各环节“连环操作”实现了部分功能之和大于整体功能的效果。,整体部分关系错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0505,591,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第8题A,2025,海淀,期末,第8题,choice,选必三/演绎推理,“饲养动物致人损害，饲养人应承担侵权责任；小王饲养的狗咬伤了小李；因此，小王应承担侵权责任”是充分条件假言推理。,推理类型错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0506,592,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第8题B,2025,海淀,期末,第8题,choice,选必三/概念关系,“中国”和“东亚”是种属关系。,概念关系错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
V3-WO-0507,593,2025海淀期末选择题补充,2025北京海淀高三（上）期末 第8题C,2025,海淀,期末,第8题,choice,选必三/逻辑错误类型,伯乐的儿子把癞蛤蟆认成好马，犯的是“轻率概括”的错误。,错误类型判断不准,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md
