source_key,year,district,stage,source,entry_count,bundle_path,bundle_state,max_risk_grade,review_statuses
2025-东城-期末-2025北京东城高三（上）期末 第5题,2025,东城,期末,2025北京东城高三（上）期末 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,C,choice-answer-review
2025-丰台-一模-2025北京丰台高三一模 第2题,2025,丰台,一模,2025北京丰台高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025丰台一模.md,found,C,choice-answer-review
2025-丰台-一模-2025北京丰台高三一模 第4题,2025,丰台,一模,2025北京丰台高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025丰台一模.md,found,C,choice-answer-review
2025-丰台-二模-2025北京丰台高三二模 第16题第（1）问,2025,丰台,二模,2025北京丰台高三二模 第16题第（1）问,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025丰台二模.md,found,E,needs-source-proof
2025-丰台-二模-2025北京丰台高三二模 第16题（1）,2025,丰台,二模,2025北京丰台高三二模 第16题（1）,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025丰台二模.md,found,E,needs-source-proof;rubric-source-review
2025-丰台-二模-2025北京丰台高三二模 第21题,2025,丰台,二模,2025北京丰台高三二模 第21题,4,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025丰台二模.md,found,E,needs-source-proof
2025-丰台-二模-2025北京丰台高三二模 第4题,2025,丰台,二模,2025北京丰台高三二模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025丰台二模.md,found,C,choice-answer-review
2025-丰台-二模-2025北京丰台高三二模 第5题,2025,丰台,二模,2025北京丰台高三二模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025丰台二模.md,found,C,choice-answer-review
2025-丰台-期末-2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,10,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,found,B,angle-list-review;rubric-source-review
2025-丰台-期末-2025北京丰台高三（上）期末 第17题（丰台期末细则.pptx）,2025,丰台,期末,2025北京丰台高三（上）期末 第17题（丰台期末细则.pptx）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,found,A,rubric-source-review
2025-丰台-期末-2025北京丰台高三（上）期末 第4题,2025,丰台,期末,2025北京丰台高三（上）期末 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,found,C,choice-answer-review
2025-丰台-期末-2025北京丰台高三（上）期末 第7题,2025,丰台,期末,2025北京丰台高三（上）期末 第7题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,found,C,choice-answer-review
2025-延庆-一模-2025北京延庆高三一模 第16题（教师版 + 答案细则合并文件）,2025,延庆,一模,2025北京延庆高三一模 第16题（教师版 + 答案细则合并文件）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md,found,A,rubric-source-review
2025-延庆-一模-2025北京延庆高三一模 第2题,2025,延庆,一模,2025北京延庆高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md,found,C,choice-answer-review
2025-延庆-一模-2025北京延庆高三一模 第4题,2025,延庆,一模,2025北京延庆高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md,found,C,choice-answer-review
2025-房山-一模-2025北京房山高三一模 第16题第（1）问（教师版 + 参考答案细则）,2025,房山,一模,2025北京房山高三一模 第16题第（1）问（教师版 + 参考答案细则）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,D,downgrade-or-boundary-review
2025-房山-一模-2025北京房山高三一模 第1题,2025,房山,一模,2025北京房山高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,C,choice-answer-review
2025-房山-一模-2025北京房山高三一模 第2题,2025,房山,一模,2025北京房山高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,C,choice-answer-review
2025-房山-一模-2025北京房山高三一模 第3题,2025,房山,一模,2025北京房山高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,C,choice-answer-review
2025-房山-一模-2025北京房山高三一模 第4题,2025,房山,一模,2025北京房山高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,C,choice-answer-review
2025-房山-一模-2025北京房山高三一模 第5题,2025,房山,一模,2025北京房山高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,C,choice-answer-review
2025-昌平-二模-2025北京昌平高三二模 第16题,2025,昌平,二模,2025北京昌平高三二模 第16题,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,found,E,needs-source-proof
2025-昌平-二模-2025北京昌平高三二模 第2题,2025,昌平,二模,2025北京昌平高三二模 第2题,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,found,C,choice-answer-review
2025-昌平-二模-2025北京昌平高三二模 第3题,2025,昌平,二模,2025北京昌平高三二模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,found,C,choice-answer-review
2025-昌平-二模-2025北京昌平高三二模 第4题,2025,昌平,二模,2025北京昌平高三二模 第4题,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,found,C,choice-answer-review
2025-昌平-二模-2025北京昌平高三二模 第6题,2025,昌平,二模,2025北京昌平高三二模 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,found,C,choice-answer-review
2025-朝阳-一模-2025北京朝阳高三一模 第12题,2025,朝阳,一模,2025北京朝阳高三一模 第12题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025朝阳一模.md,found,C,choice-answer-review
2025-朝阳-一模-2025北京朝阳高三一模 第16题（用户补充评分截图）,2025,朝阳,一模,2025北京朝阳高三一模 第16题（用户补充评分截图）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025朝阳一模.md,found,E,needs-source-proof
2025-朝阳-一模-2025北京朝阳高三一模 第1题,2025,朝阳,一模,2025北京朝阳高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025朝阳一模.md,found,C,choice-answer-review
2025-朝阳-一模-2025北京朝阳高三一模 第4题,2025,朝阳,一模,2025北京朝阳高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025朝阳一模.md,found,C,choice-answer-review
2025-朝阳-二模-2025北京朝阳高三二模 第16题,2025,朝阳,二模,2025北京朝阳高三二模 第16题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025朝阳二模.md,found,E,needs-source-proof
2025-朝阳-二模-2025北京朝阳高三二模 第2题,2025,朝阳,二模,2025北京朝阳高三二模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025朝阳二模.md,found,C,choice-answer-review
2025-朝阳-二模-2025北京朝阳高三二模 第3题,2025,朝阳,二模,2025北京朝阳高三二模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025朝阳二模.md,found,C,choice-answer-review
2025-朝阳-期末-2025北京朝阳高三（上）期末 第16题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,2025北京朝阳高三（上）期末 第16题（朝阳期末评标.pdf扫描页读图核定）,10,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,found,A,rubric-source-review
2025-朝阳-期末-2025北京朝阳高三（上）期末 第22题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,2025北京朝阳高三（上）期末 第22题（朝阳期末评标.pdf扫描页读图核定）,12,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,found,E,needs-source-proof;rubric-source-review
2025-朝阳-期末-2025北京朝阳高三（上）期末 第2题,2025,朝阳,期末,2025北京朝阳高三（上）期末 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,found,C,choice-answer-review
2025-朝阳-期末-2025北京朝阳高三（上）期末 第7题,2025,朝阳,期末,2025北京朝阳高三（上）期末 第7题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,found,C,choice-answer-review
2025-朝阳-期末-2025北京朝阳高三（上）期末 第9题,2025,朝阳,期末,2025北京朝阳高三（上）期末 第9题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,found,C,choice-answer-review
2025-海淀-一模-2025北京海淀高三一模 第16题（教师版 + 评分标准）,2025,海淀,一模,2025北京海淀高三一模 第16题（教师版 + 评分标准）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,found,A,rubric-source-review
2025-海淀-一模-2025北京海淀高三一模 第22题,2025,海淀,一模,2025北京海淀高三一模 第22题,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,found,E,needs-source-proof
2025-海淀-一模-2025北京海淀高三一模 第2题,2025,海淀,一模,2025北京海淀高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,found,C,choice-answer-review
2025-海淀-一模-2025北京海淀高三一模 第4题,2025,海淀,一模,2025北京海淀高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,found,C,choice-answer-review
2025-海淀-一模-2025北京海淀高三一模 第5题,2025,海淀,一模,2025北京海淀高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,found,C,choice-answer-review
2025-海淀-一模-2025北京海淀高三一模 第8题,2025,海淀,一模,2025北京海淀高三一模 第8题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,found,C,choice-answer-review
2025-海淀-二模-2025北京海淀高三二模 第10题,2025,海淀,二模,2025北京海淀高三二模 第10题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,found,C,choice-answer-review
2025-海淀-二模-2025北京海淀高三二模 第12题,2025,海淀,二模,2025北京海淀高三二模 第12题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,found,C,choice-answer-review
2025-海淀-二模-2025北京海淀高三二模 第16题,2025,海淀,二模,2025北京海淀高三二模 第16题,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,found,E,needs-source-proof
2025-海淀-二模-2025北京海淀高三二模 第16题（2025届二模考试讲评0510.pdf）,2025,海淀,二模,2025北京海淀高三二模 第16题（2025届二模考试讲评0510.pdf）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,found,A,rubric-source-review
2025-海淀-二模-2025北京海淀高三二模 第9题,2025,海淀,二模,2025北京海淀高三二模 第9题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025海淀二模.md,found,C,choice-answer-review
2025-海淀-期末-2025北京海淀高三（上）期末 第16题,2025,海淀,期末,2025北京海淀高三（上）期末 第16题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,E,needs-source-proof
2025-海淀-期末-2025北京海淀高三（上）期末 第16题（用户确认PPT给分口径）,2025,海淀,期末,2025北京海淀高三（上）期末 第16题（用户确认PPT给分口径）,4,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,B,angle-list-review
2025-海淀-期末-2025北京海淀高三（上）期末 第17题（2）,2025,海淀,期末,2025北京海淀高三（上）期末 第17题（2）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,E,needs-source-proof
2025-海淀-期末-2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,2025,海淀,期末,2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,4,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,B,angle-list-review
2025-海淀-期末-2025北京海淀高三（上）期末 第2题,2025,海淀,期末,2025北京海淀高三（上）期末 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,C,choice-answer-review
2025-海淀-期末-2025北京海淀高三（上）期末 第4题,2025,海淀,期末,2025北京海淀高三（上）期末 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,C,choice-answer-review
2025-海淀-期末-2025北京海淀高三（上）期末 第5题,2025,海淀,期末,2025北京海淀高三（上）期末 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,C,choice-answer-review
2025-海淀-期末-2025北京海淀高三（上）期末 第6题,2025,海淀,期末,2025北京海淀高三（上）期末 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,C,choice-answer-review
2025-海淀-期末-2025北京海淀高三（上）期末 第7题,2025,海淀,期末,2025北京海淀高三（上）期末 第7题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,found,C,choice-answer-review
2025-石景山-一模-2025北京石景山高三一模 第10题,2025,石景山,一模,2025北京石景山高三一模 第10题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,C,choice-answer-review
2025-石景山-一模-2025北京石景山高三一模 第16题（教师版 + 评分细则）,2025,石景山,一模,2025北京石景山高三一模 第16题（教师版 + 评分细则）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,A,rubric-source-review
2025-石景山-一模-2025北京石景山高三一模 第21题,2025,石景山,一模,2025北京石景山高三一模 第21题,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,E,needs-source-proof;rubric-source-review
2025-石景山-一模-2025北京石景山高三一模 第21题（石景山 高三政治评分细则.doc）,2025,石景山,一模,2025北京石景山高三一模 第21题（石景山 高三政治评分细则.doc）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,A,rubric-source-review
2025-石景山-一模-2025北京石景山高三一模 第2题,2025,石景山,一模,2025北京石景山高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,C,choice-answer-review
2025-石景山-一模-2025北京石景山高三一模 第3题,2025,石景山,一模,2025北京石景山高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,C,choice-answer-review
2025-石景山-一模-2025北京石景山高三一模 第4题,2025,石景山,一模,2025北京石景山高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,found,C,choice-answer-review
2025-西城-一模-2025北京西城高三一模 第16题（教师版 + 细则）,2025,西城,一模,2025北京西城高三一模 第16题（教师版 + 细则）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,found,E,needs-source-proof
2025-西城-一模-2025北京西城高三一模 第1题,2025,西城,一模,2025北京西城高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,found,C,choice-answer-review
2025-西城-一模-2025北京西城高三一模 第2题,2025,西城,一模,2025北京西城高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,found,C,choice-answer-review
2025-西城-一模-2025北京西城高三一模 第3题,2025,西城,一模,2025北京西城高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,found,C,choice-answer-review
2025-西城-二模-2025北京西城高三二模 第16题第（1）问,2025,西城,二模,2025北京西城高三二模 第16题第（1）问,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,found,E,needs-source-proof
2025-西城-二模-2025北京西城高三二模 第16题第（1）问（讨论定稿-答案细则 -25.5西城高三政治二模-1.docx）,2025,西城,二模,2025北京西城高三二模 第16题第（1）问（讨论定稿-答案细则 -25.5西城高三政治二模-1.docx）,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,found,A,rubric-source-review
2025-西城-二模-2025北京西城高三二模 第16题第（3）问,2025,西城,二模,2025北京西城高三二模 第16题第（3）问,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,found,E,needs-source-proof
2025-西城-二模-2025北京西城高三二模 第2题,2025,西城,二模,2025北京西城高三二模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,found,C,choice-answer-review
2025-西城-二模-2025北京西城高三二模 第4题,2025,西城,二模,2025北京西城高三二模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,found,C,choice-answer-review
2025-西城-二模-2025北京西城高三二模 第5题,2025,西城,二模,2025北京西城高三二模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,found,C,choice-answer-review
2025-西城-期末-2025北京西城高三（上）期末 第18题,2025,西城,期末,2025北京西城高三（上）期末 第18题,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,E,needs-source-proof
2025-西城-期末-2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,2025,西城,期末,2025北京西城高三（上）期末 第18题（用户确认答案解析可用）,6,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,B,angle-list-review
2025-西城-期末-2025北京西城高三（上）期末 第3题,2025,西城,期末,2025北京西城高三（上）期末 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,C,choice-answer-review
2025-西城-期末-2025北京西城高三（上）期末 第4题,2025,西城,期末,2025北京西城高三（上）期末 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,C,choice-answer-review
2025-西城-期末-2025北京西城高三（上）期末 第7题,2025,西城,期末,2025北京西城高三（上）期末 第7题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025西城期末.md,found,C,choice-answer-review
2025-门头沟-一模-2025北京门头沟高三一模 第16题,2025,门头沟,一模,2025北京门头沟高三一模 第16题,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,A,rubric-source-review
2025-门头沟-一模-2025北京门头沟高三一模 第16题（教师版 + 门头沟一模细则）,2025,门头沟,一模,2025北京门头沟高三一模 第16题（教师版 + 门头沟一模细则）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,E,needs-source-proof
2025-门头沟-一模-2025北京门头沟高三一模 第21题第（2）问（门头沟一模细则.doc）,2025,门头沟,一模,2025北京门头沟高三一模 第21题第（2）问（门头沟一模细则.doc）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,A,rubric-source-review
2025-门头沟-一模-2025北京门头沟高三一模 第21题（1）,2025,门头沟,一模,2025北京门头沟高三一模 第21题（1）,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,A,rubric-source-review
2025-门头沟-一模-2025北京门头沟高三一模 第21题（2）,2025,门头沟,一模,2025北京门头沟高三一模 第21题（2）,4,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,E,needs-source-proof;rubric-source-review
2025-门头沟-一模-2025北京门头沟高三一模 第5题,2025,门头沟,一模,2025北京门头沟高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,C,choice-answer-review
2025-门头沟-一模-2025北京门头沟高三一模 第6题,2025,门头沟,一模,2025北京门头沟高三一模 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,C,choice-answer-review
2025-门头沟-一模-2025北京门头沟高三一模 第7题,2025,门头沟,一模,2025北京门头沟高三一模 第7题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,found,C,choice-answer-review
2025-顺义-一模-2025北京顺义高三一模 第12题,2025,顺义,一模,2025北京顺义高三一模 第12题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,found,C,choice-answer-review
2025-顺义-一模-2025北京顺义高三一模 第16题,2025,顺义,一模,2025北京顺义高三一模 第16题,5,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,found,E,needs-source-proof;rubric-source-review
2025-顺义-一模-2025北京顺义高三一模 第16题（教师版 + 评分细则）,2025,顺义,一模,2025北京顺义高三一模 第16题（教师版 + 评分细则）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,found,A,rubric-source-review
2025-顺义-一模-2025北京顺义高三一模 第2题,2025,顺义,一模,2025北京顺义高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,found,C,choice-answer-review
2025-顺义-一模-2025北京顺义高三一模 第3题,2025,顺义,一模,2025北京顺义高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,found,C,choice-answer-review
2025-顺义-一模-2025北京顺义高三一模 第4题,2025,顺义,一模,2025北京顺义高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,found,C,choice-answer-review
2026-东城-一模-2026北京东城高三一模 第16题,2026,东城,一模,2026北京东城高三一模 第16题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,found,E,needs-source-proof
2026-东城-一模-2026北京东城高三一模 第1题,2026,东城,一模,2026北京东城高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,found,C,choice-answer-review
2026-东城-一模-2026北京东城高三一模 第20题,2026,东城,一模,2026北京东城高三一模 第20题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,found,B,angle-list-review
2026-东城-一模-2026北京东城高三一模 第20题（东城一模评标细则（勿传）/20.pptx）,2026,东城,一模,2026北京东城高三一模 第20题（东城一模评标细则（勿传）/20.pptx）,2,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,found,A,rubric-source-review
2026-东城-一模-2026北京东城高三一模 第2题,2026,东城,一模,2026北京东城高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,found,C,choice-answer-review
2026-东城-一模-2026北京东城高三一模 第5题,2026,东城,一模,2026北京东城高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,found,C,choice-answer-review
2026-东城-期末-2026北京东城高三（上）期末 第16题（用户补充评分页截图）,2026,东城,期末,2026北京东城高三（上）期末 第16题（用户补充评分页截图）,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026东城期末.md,found,E,needs-source-proof
2026-东城-期末-2026北京东城高三（上）期末 第3题,2026,东城,期末,2026北京东城高三（上）期末 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026东城期末.md,found,C,choice-answer-review
2026-东城-期末-2026北京东城高三（上）期末 第4题,2026,东城,期末,2026北京东城高三（上）期末 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026东城期末.md,found,C,choice-answer-review
2026-丰台-一模-2026北京丰台高三一模 第16题,2026,丰台,一模,2026北京丰台高三一模 第16题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026丰台一模.md,found,E,needs-source-proof
2026-丰台-一模-2026北京丰台高三一模 第4题,2026,丰台,一模,2026北京丰台高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026丰台一模.md,found,C,choice-answer-review
2026-丰台-一模-2026北京丰台高三一模 第5题,2026,丰台,一模,2026北京丰台高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026丰台一模.md,found,C,choice-answer-review
2026-丰台-一模-2026北京丰台高三一模 第6题,2026,丰台,一模,2026北京丰台高三一模 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026丰台一模.md,found,C,choice-answer-review
2026-丰台-期末-2026北京丰台高三期末 第1题,2026,丰台,期末,2026北京丰台高三期末 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026丰台期末.md,found,C,choice-answer-review
2026-丰台-期末-2026北京丰台高三期末 第2题,2026,丰台,期末,2026北京丰台高三期末 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026丰台期末.md,found,C,choice-answer-review
2026-丰台-期末-2026北京丰台高三期末 第4题,2026,丰台,期末,2026北京丰台高三期末 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026丰台期末.md,found,C,choice-answer-review
2026-丰台-期末-2026北京丰台高三期末 第6题,2026,丰台,期末,2026北京丰台高三期末 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026丰台期末.md,found,C,choice-answer-review
2026-丰台-期末-2026北京丰台高三（上）期末 第16题,2026,丰台,期末,2026北京丰台高三（上）期末 第16题,4,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026丰台期末.md,found,E,needs-source-proof
2026-丰台-期末-2026北京丰台高三（上）期末 第22题,2026,丰台,期末,2026北京丰台高三（上）期末 第22题,3,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026丰台期末.md,found,E,needs-source-proof
