audit_id,line,section,source,year,district,stage,question,question_nature,final_grade,final_status,content_verdict,content_action,content_reason,trigger,direct_aliases,scoring_direct_hits,paper_direct_hits,v2_logic_alias_hits,scoring_source_title,paper_source_title,source_excerpt,paper_excerpt,bundle_path,support_path,choice_answer_key_state,material,logic
V3-FW-0244,1121,2026-04-25 夜间监管补丁,2024北京顺义高三二模 第16（1）题,2024,顺义,二模,,unknown,B,B_angle_or_scoring_source,NEEDS_HUMAN_CONTENT_CHECK,manual-review-before-draft,能定位原题/来源片段，但未找到该原理的直接或等价支撑。,尊重客观规律与发挥主观能动性 / 实践观点,主观能动性;意识的能动作用;发挥主观能动性;能动地;尊重客观规律;尊重规律;规律的客观性;按规律;符合规律;2026-04-25;夜间监管补丁;尊重客观规律与发挥主观能动性;实践观点,,,,2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,,顺义区 2024届高三第二次统练试题 思想政治参考答案 第一部分共15题，每题3分，共45分。 1．D 2．D 3．C 4．B 5．B 6．C 7．C 8．B 9．A 10．B 11．A 12．A 13．B 14．D 15．A 第二部分共5题，共55分。 （7分） （1）可以从价值观、规律、普特关系等角度回答。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；,,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,unknown,材料写“持续推进固体废物源头减量和资源化利用”，并列举市场化危废综合利用、监管执法推动环保改造、收运处一体化、焚烧与回收等实践路径；细则明确可从“规律”角度回答。,固废治理不能凭主观愿望消除废物，而要认识废物产生、流转、处理和资源化利用规律，再通过制度、技术、市场和公众行动改变处理方式。各地探索可推广模式，说明人在尊重生态治理和城市运行规律基础上能动设计治理方案。
V3-FW-0245,1122,2026-04-25 夜间监管补丁,2024北京顺义高三二模 第16（1）题,2024,顺义,二模,,unknown,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,价值观导向 / 价值判断与价值选择,价值观;价值观的导向作用;价值导向;价值判断;价值选择;价值判断与价值选择;2026-04-25;夜间监管补丁;价值观导向,价值观,,价值观,2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,,2024届高三第二次统练试题 思想政治参考答案 第一部分共15题，每题3分，共45分。 1．D 2．D 3．C 4．B 5．B 6．C 7．C 8．B 9．A 10．B 11．A 12．A 13．B 14．D 15．A 第二部分共5题，共55分。 （7分） （1）可以从价值观、规律、普特关系等角度回答。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 答案示例： 矛盾的普遍性和特殊性相互联结，要在矛盾普遍性原理的指导下具体研究矛盾的特殊性。 矛盾的普遍性和特殊性相互连结，普遍性寓于特殊性之中，特殊性包含普遍性。 发展中国特色社会主义是一个不断实践的过程，是一个以马克思主义基本原理为,,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,unknown,材料把“无废城市”指向绿色、低碳、资源可持续利用和未来城市建设；同时反面指出大拆大建、分类意识不足、低值资源回收动力不足等问题；细则明确可从“价值观”角度回答。,是否推进“无废城市”体现城市发展价值取向。把绿色低碳、资源节约和人民生活环境作为价值标准，会引导政府、企业和公众选择源头减量、分类回收、循环利用等实践；若片面追求光鲜开发，就会加剧固废问题。
V3-FW-0246,1123,2026-04-25 夜间监管补丁,2026北京东城高三一模 第20题,2026,东城,一模,第20题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,实践决定认识；认识反作用于实践；真理在实践中检验和发展；认识上升性；发展观；人民群众/人民立场；上层建筑反作用经济基础,实践决定认识;实践是认识的基础;实践是认识的来源;真理;真理是具体的;真理是有条件的;追求真理;人民群众;群众观点;群众路线;以人民为中心;人民主体;2026-04-25;夜间监管补丁;认识反作用于实践;真理在实践中检验和发展;认识上升性;发展观;人民立场;上层建筑反作用经济基础,实践决定认识;真理;认识上升性;发展观,人民立场,真理,2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf,2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf,"20.结合材料，综合所学，就“我国不断深化对生态文明建设的规律性认识”,谈谈你的理解。8分 逻 辑 1 分 有两个以上角度/分总结合，有总结 紧扣问题1分 实践决定认识/在实践中检验发展真理/认识上升性/发展观 “不断深化——对XX的认识” 要求：知识1分+阐述1分 阐述要有对“不断深化、生态建 设、规律性认识”等关键词的回 应 。 阐述不充分扣1分，这部分最 多5分 阐述6分 1.党的角度——坚持党的领导/党科学执政——根本保证/方向指 任意三点，每点2分。 引/制度优势 ---",促进产业升级， 为未来产业拓展国际空间、提升国际竞争力，筑牢安全基础。强化未来产业关键核心技术自主可控，增强 产业链稳定性与竞争力，为高水平对外开放筑牢安全屏障。在开放与安全协同发力中推动未来产业高质量 发展。 (4)体现系统观念和创新思维，符合中关村发展目标，措施合理、具体。 20.(8 分) 可从中国共产党的领导、人民立场、全面依法治国、实践与认识关系等角度作答。 等级水平 等级描述 水平 4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学展开论述，逻辑严密， 条理清晰 水平 3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确，逻辑 性较强，条理较清晰 水平 2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平 1 应答与试题无关；或重复试题内容，或没有应答 ---,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,answer-key-present,题干围绕“我国不断深化对生态文明建设的规律性认识”设问。,细则把关键词锁定在“不断深化”“规律性认识”。这类材料不是单讲生态建设措施，而是讲认识从实践中来、在实践中深化，并继续指导生态文明建设。因而稳定触发实践与认识关系、真理发展和认识上升。同时，评标 PPT 明确列出人民角度和法治角度，要求把规律性认识落到人民生态权益和生态治理法治化中。
V3-FW-0247,1124,2026-04-25 夜间监管补丁,2026北京朝阳高三一模 第16题,2026,朝阳,一模,第16题,subjective,A,A_verified_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,尊重客观规律与发挥主观能动性；联系观点；整体与部分/系统优化；实践是认识的基础；认识反作用于实践；矛盾对立统一,主观能动性;意识的能动作用;发挥主观能动性;能动地;尊重客观规律;尊重规律;规律的客观性;按规律;符合规律;整体与部分;整体;部分;立足整体;统筹全局;系统优化;系统观念;优化组合;综合思维;矛盾;对立统一;一分为二;全面看问题;既对立又统一;2026-04-25;夜间监管补丁;尊重客观规律与发挥主观能动性;联系观点;实践是认识的基础,主观能动性;发挥主观能动性;尊重客观规律;整体;部分;系统优化;对立统一;尊重客观规律与发挥主观能动性;实践是认识的基础,主观能动性;发挥主观能动性;尊重客观规律;系统优化;矛盾;尊重客观规律与发挥主观能动性,主观能动性;发挥主观能动性;尊重客观规律;系统优化;对立统一;尊重客观规律与发挥主观能动性;联系观点,2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf,北京市朝阳区2025-2026学年度第二学期一模质量监测 高三思想政治主观题阅卷细则 结合材料。运用《哲学与文化》知识，分析中国农历所蕴含的独特智慧。 （8分） 给分分值分配（共8分，建议答3-4个角度） 1. 必答角度（2个，共5分）： ①尊重客观规律与发挥主观能动性的辩证关系。3分（核心哲学考点） ——紧扣“独特智慧”（历法是人们认识自然界时间变化规律的智慧结晶） ②中华优秀传统文化的特点、价值，文化自信。2分（核心文化考点） ——紧扣“中国农历” 选答角度（共3分，哲学/文化任选，不重复给分）： 哲学类（认识论/实践与认识、联系观/系统优化、对立统一）；文化类（文化创新、文化的功能等）。每答对1个且结合材料，得2-3分，累计不超过3分。 注意：只写原理不结合材料，该知识点给1分，答案纯罗列知识的最高3分；只抄材料不写原理，该知识点不得分。 答案示例： 中国农历以日月运行的客观规律为基础，同时通过“十九年七闰”协调历法差异、创制二十四节气，发挥主观能动性认识和利用规律，实现了尊重客观规律与正确发挥主观能动性的统一。 农历将阳历与阴历有机结合，统,16.【答案】①坚持尊重客观规律与发挥主观能动性的辩证统一。农历依据太阳运行定年、月亮运行定 月，这说明历法的制定尊重了天体运行的客观规律。同时，古人通过“十九年七闰”协调年月差异，独创二 十四节气指导农业，体现了人们在认识和把握规律的基础上，充分发挥主观能动性，利用规律造福人类。 ②坚持联系的普遍性、客观性和多样性，善于分析和把握事物存在和发展的各种条件。中国农历属于阴阳 合历，将阴历与阳历有机结合，兼顾日月运行规律。这体现了事物是普遍联系的，人们用联系的观点看问 题，分析和把握了日、月、地之间的内在联系，实现了历法系统的优化。 ③坚持矛盾普遍性与特殊性、共性与个性的具体的历史的统一。一般的阳历或阴历各有侧重，而中国农历 独创二十四节气，将天文的精确性与物候的生命性完美结合，既遵循了天文规律，又适应了具体的农业生 产需求，做到了,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026朝阳一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026朝阳一模.md,answer-key-present,中国农历以太阳运行定年、月亮朔望定月，通过“十九年七闰”协调年月差异，创制二十四节气，把天文、物候和农事安排结合，并沿用两千多年。,细则将“尊重客观规律与发挥主观能动性的辩证关系”列为必答角度，并把认识论、联系观、系统优化、对立统一列为哲学选答角度。材料先说历法是认识自然界时间变化规律的智慧结晶，太阳运行、月相变化属于客观规律；“十九年七闰”“二十四节气”则体现人在把握规律基础上的主动创制和利用。阴阳合历把阳历、阴历、天文、物候、农业生产统筹起来，触发联系观点和系统优化；农历产生于长期生产生活实践，又指导农业生产和社会生活，触发实践与认识关系。
V3-FW-0248,1125,2026-04-25 夜间监管补丁,2026北京丰台高三一模 第16题,2026,丰台,一模,第16题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,矛盾对立统一；两点论与重点论；联系观点；整体与部分/系统观念；价值观导向；价值判断与价值选择；尊重规律与发挥主观能动性；辩证否定,主观能动性;意识的能动作用;发挥主观能动性;能动地;整体与部分;整体;部分;立足整体;统筹全局;系统观念;系统优化;系统;整体性;协同;辩证否定;守正创新;扬弃;自己否定自己;矛盾;对立统一;一分为二;全面看问题;既对立又统一;两点论;重点论;两点论与重点论;抓重点;价值观,主观能动性;发挥主观能动性;整体;部分;立足整体;系统观念;系统;辩证否定;矛盾;一分为二;两点论;重点论;两点论与重点论;价值观,,整体;价值观,2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx,,丰台区2025-2026学年度 第二学期第一次练习 ——主观题阅卷说明 四、学生问题及建议 知识和材料不对应，分析不到位 四、学生问题及建议 1.明确模块范围，注意兼顾哲学与文化。 2.审准设问，加强材料关键信息的提取训练，围绕主要观点进行作答。 3.多角度展开，规范使用学科术语，训练作答逻辑（整体逻辑框架和某一维度的表述） 4.深刻理解哲学原理，通过训练提高精准选用哲学观点的能力。 五、复练试题 五、复练试题 一、试题分析 知识板块：政治与法治 能力板块：解释与论证 在法治轨道上推进新时代生态文明建设，全面推进美丽中国建设，加快推进人与自然和谐共生的现代化，实现永续发展。 立法过程 法典内容 宣告了什么？（侧重理念） 规划了什么？（侧重实践） 材料逻辑 设问逻辑 起点 参考答案： 17.（8 分） 生态环境法典的诞生坚持党的领导、人民当家作主和依法治国的有机统一。 生态环境法典贯彻习近平法治思想和生态文明思想，使党的主张通过法定程序成为国家意志，完善中国特色社会主义法治体系，推动国家治理体系和治理能力的现代化。 坚持科学立法、民主立法和依法,,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026丰台一模.md,possible-answer-key,人工智能辅助文物修复、数字创作、智慧政务医疗，但也带来仿造历史影像、虚假新闻、算法窄化文化视野、智能鸿沟等风险。,材料把AI写成“强劲动能”和“风险隐忧”的统一体，要求学生既看到主流积极作用，又正视支流风险。细则进一步把AI与科技、伦理、社会公平、文化传承、民生福祉联系起来，说明治理AI不能只看技术单点，而要以正确价值观统筹整体方向。
V3-FW-0249,1126,2026-04-25 夜间监管补丁,2026北京延庆高三一模 第16题,2026,延庆,一模,第16题,subjective,A,A_verified_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,矛盾观；矛盾特殊性；群众观点；辩证否定观；联系观点；发展观点,辩证否定;守正创新;扬弃;自己否定自己;矛盾;对立统一;一分为二;全面看问题;群众观点;群众路线;人民群众;以人民为中心;2026-04-25;夜间监管补丁;矛盾观;矛盾特殊性;辩证否定观;联系观点;发展观点,辩证否定;矛盾;对立统一;群众观点;群众路线;以人民为中心;矛盾观;矛盾特殊性;辩证否定观,辩证否定;矛盾;群众观点;矛盾观;矛盾特殊性,辩证否定;群众观点,2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,16.（7分） 可从矛盾观、群众观点、矛盾特殊性、辩证否定观、文化的传承与创新等角度作答。 角度 每层2分（原理1分+材料1分） 角度 每层2分（原理1分+材料1分） 文化 继承传统，推陈出新/双创 以人民为中心 文化的功能（至少2个） 哲学 矛盾即对立统一 辩证否定观 矛盾特殊性 群众观点和群众路线 社会意识 备注 一共4个采分点，4点7分，3点6分，2点4分，1点2分 原理不准确不给原理分，材料浮于表面，不给材料分 通篇列知识，不结合材料，给2分 抄材料0-1分 以人民为中心和群众观点都写取一个,16.（7 分） 可从矛盾观、群众观点、矛盾特殊性、辩证否定、文化的传承与创新等角度作答。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026延庆一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026延庆一模.md,answer-key-present,城市更新中通过街巷微更新、旧粮仓改造、胡同修缮、数字化保护、红色文化和地名保护等方式赓续城市文脉。,材料不是主张拆旧建新，而是要求在城市现代化中延续文脉。不同城市依据自身历史资源形成不同保护方式，触发具体问题具体分析；“保留根脉又功能升级”触发辩证否定；“公众获得感、城市凝聚力”触发群众观点。
V3-FW-0250,1127,2026-04-25 夜间监管补丁,2026北京房山高三一模 第16（2）题,2026,房山,一模,,unknown,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,矛盾普遍性和特殊性；一切从实际出发；尊重客观规律与发挥主观能动性；联系观点；整体与部分/系统观念,一切从实际出发;实事求是;主观与客观;客观实际;具体的历史的统一;主观能动性;意识的能动作用;发挥主观能动性;能动地;尊重客观规律;尊重规律;规律的客观性;按规律;符合规律;整体与部分;整体;部分;立足整体;统筹全局;系统观念;系统优化;系统;整体性;协同;矛盾;对立统一;一分为二;全面看问题,一切从实际出发;主观能动性;发挥主观能动性;尊重客观规律;尊重规律;整体;系统优化;系统;整体性;矛盾,,一切从实际出发;实事求是;尊重规律;整体;矛盾,2026各区一模\2026房山一模\细则\2026房山一模细则.docx,,提升农产品附加值→推动乡村振兴/共同富裕 ♣2分【统筹发展和安全】→因地制宜发展地区经济/扩大农产品有效和中高端供给粮食安全→维护国家粮食安全提供有力支撑 ♣2分 【消费】培育文化新业态新模式，以新供给创造新需求，激发消费潜力/推动文化产业供给侧结构性改革→满足人民美好生活需要/实现共享发展 16（2） 评分细则 可从矛盾普遍性和特殊性的统一、一切从实际出发、联系的观点等角度作答。 细则 等级赋分 矛盾普遍性和特殊性的统一、一切从实际出发、尊重客观规律、发挥主观能动性、联系等 ♣1-2分 单纯知识，无论述 ♣3-4分 一点深入论述，或2点论述一般 ♣5-6分 矛盾普遍性和特殊性的统一、一切从实际出发/开展调查研究的关系/尊重规律/主观能动性深入论述（唯物论与辩证法的有机统一论述深入） ♣7分 融入大局中找定位/系统/整体，逻辑清晰、知识运用准确 联系观（在大局中找准定位）——调查研究/一切从实际出发/尊重物质运动的客观规律，从客观存在的事物出发，经过调查研究，找出事物本身的规律性——矛盾普遍性与特殊性具体的历史统一（比如产业发展-清洁能源产业）/在普遍性的指导下具体问题具体分析（发挥主观能动性） 17.（1）（3分,,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026房山一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026房山一模.md,unknown,“因地制宜，本质就是实事求是”；材料要求在全国大局中找准本地定位，依托区位优势发展口岸、清洁能源、农牧产品深加工、文化活动等。,细则明确给出“矛盾普遍性和特殊性的统一、一切从实际出发、尊重规律、联系”等角度。材料先给国家大局，再给本地资源和产业路径，说明地方发展要在普遍要求指导下分析自身特殊条件，把局部定位放进整体格局中。
V3-FW-0251,1128,2026-04-25 夜间监管补丁,2026北京房山高三一模 第18（1）题,2026,房山,一模,,unknown,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,联系观点；整体与部分/系统优化；矛盾分析法；具体问题具体分析；量变质变；发展观点；实践观点,整体与部分;整体;部分;立足整体;统筹全局;系统优化;系统观念;优化组合;综合思维;矛盾;对立统一;一分为二;全面看问题;具体问题具体分析;矛盾的特殊性;因地制宜;2026-04-25;夜间监管补丁;联系观点;矛盾分析法;量变质变;发展观点;实践观点,整体;系统优化;矛盾;具体问题具体分析;因地制宜;矛盾分析法,,整体;具体问题具体分析,2026各区一模\2026房山一模\细则\2026房山一模细则.docx,,产力/供给侧结构性改革 ♣2分 【新发展理念】完整准确全面贯彻创新/绿色/开放等新发展理念→加快产业智能化、绿色化转型发展培育新业态新产业→ 建设美丽中国 ♣2分 【乡村振兴】推动畜牧业等传统产业转型升级/发展农业特色产业，促进乡村产业振兴/延长产业链提升农产品附加值→推动乡村振兴/共同富裕 ♣2分【统筹发展和安全】→因地制宜发展地区经济/扩大农产品有效和中高端供给粮食安全→维护国家粮食安全提供有力支撑 ♣2分 【消费】培育文化新业态新模式，以新供给创造新需求，激发消费潜力/推动文化产业供给侧结构性改革→满足人民美好生活需要/实现共享发展 16（2） 评分细则 可从矛盾普遍性和特殊性的统一、一切从实际出发、联系的观点等角度作答。 细则 等级赋分 矛盾普遍性和特殊性的统一、一切从实际出发、尊重客观规律、发挥主观能动性、联系等 ♣1-2分 单纯知识，无论述 ♣3-4分 一点深入论述，或2点论述一般 ♣5-6分 矛盾普遍性和特殊性的统一、一切从实际出发/开展调查研究的关系/尊重规律/主观能动性深入论述（唯物论与辩证法的有机统一论述深入） ♣7分 融入大局中找定位/系统/整体，逻辑清晰、知识运用准确 联系观（在大局中找准定位,,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026房山一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026房山一模.md,unknown,北京治理空气污染，统筹产业、能源、交通、用地结构调整，聚焦重点区域和行业精准施策，并以持续治理推动空气质量稳步提升。,细则按“系统治理、精准施策、久久为功”给分。材料中的“四大结构调整”要求从整体结构看问题；“分区分类、一企一策”触发具体问题具体分析；“日积月累推动稳步提升”触发量变到质变。
V3-FW-0252,1129,2026-04-25 夜间监管补丁,2026北京海淀高三一模 第16题,2026,海淀,一模,第16题,subjective,A,A_verified_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,发展观点；社会存在与社会意识；价值观导向；文化功能,社会存在决定社会意识;社会存在;社会意识;社会意识具有相对独立性;价值观;价值观的导向作用;价值导向;2026-04-25;夜间监管补丁;发展观点;社会存在与社会意识;价值观导向;文化功能,社会存在;社会意识;价值观;社会存在与社会意识,,社会存在;社会意识;价值观;价值导向;发展观点;社会存在与社会意识;文化功能,2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,,16. （8 分） 可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。 高三思想政治参考答案 第 2 页,,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026海淀一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026海淀一模.md,answer-key-present,AI可以完成写作、翻译、分析信息，但技术只能模拟语言，不能理解语言背后的情感；拥有历史意识、伦理意识和文化理解时，技术才会成为文明进步工具。,材料把人文学科放在AI技术进步的社会背景中考察，说明社会巨变提出新的思想能力要求；同时又强调技术方向取决于人的历史、伦理、文化理解。细则给出发展观点、社会存在与社会意识、价值观、文化功能，说明这题的触发链是“技术变革的社会存在变化—人文意识和价值导向—技术服务文明进步”。
V3-FW-0253,1130,2026-04-25 夜间监管补丁,2026北京石景山高三一模 第17（1）题,2026,石景山,一模,,unknown,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,矛盾对立统一；矛盾特殊性；具体问题具体分析；联系观点；整体与部分/系统优化；价值观导向；发展观点,整体与部分;整体;部分;立足整体;统筹全局;系统优化;系统观念;优化组合;综合思维;矛盾;对立统一;一分为二;全面看问题;既对立又统一;具体问题具体分析;矛盾的特殊性;因地制宜;价值观;价值观的导向作用;价值导向;2026-04-25;夜间监管补丁;矛盾对立统一;矛盾特殊性;联系观点;价值观导向;发展观点,部分;系统优化;矛盾;对立统一;具体问题具体分析;价值观;矛盾特殊性,,矛盾;价值观,2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc,,石景山区2026年高三统一练习 思想政治试卷答案及评分参考 第一部分共15题，每题3分，共45分。 1．B 2．D 3．A 4．C 5．D 6．D 7．C 8．D 9．A 10．D 11．B 12．C 13．C 14．C 15．B 第二部分共6题，共55分。 16．（8分） 一方面，充分发挥市场在资源配置中的决定性作用。/企业深度挖掘潜在市场需求（1分），以技术创新为动力（1分），拓展应用场景，促进产业转型升级/(替换:以信息化推动生产发展、推动生产方式变革)（1分），实现新需求牵引新供给、新供给创造新需求的良性循环（1分）。另一方面，更好发挥政府作用。/完善制度适配体,,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026石景山一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026石景山一模.md,unknown,中医讲执中和谐、阴阳平衡、顺势利导，通过望闻问切辨证论治，强调气血循环、脏腑经络联系，并推崇仁心仁术。,细则示例把“阴阳平衡”对应矛盾观，把“四诊合参、辨证论治”对应从特殊到普遍再到特殊的认识秩序，把“脏腑经络”对应系统联系，把“医德伦理”对应人民至上和价值观。因此材料中的医学方法、人体观和医德观分别触发不同哲学点。
V3-FW-0254,1131,2026-04-25 夜间监管补丁,2026北京西城高三一模 第16题,2026,西城,一模,第16题,subjective,A,A_verified_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,联系观点；发展观点；正确意识的促进作用；价值观导向；辩证思维；超前思维,价值观;价值观的导向作用;价值导向;2026-04-25;夜间监管补丁;联系观点;发展观点;正确意识的促进作用;价值观导向;辩证思维;超前思维,价值观;价值观的导向作用;联系观点;发展观点;正确意识的促进作用;辩证思维;超前思维,,价值观;联系观点;价值观导向;超前思维,2026各区一模\2026西城一模\细则\2026西城一模细则.docx,2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,】 ●回应任务，表明全民阅读不仅仅是个人私事，更关乎社会文明、国家发展紧密相连，承载着重要的公共利益（4分） 1）文化角度： 促进全民阅读进步能促进人的全面发展，提高国民素质/引领风尚、教育人民、服务社会、推动发展/传承民族文化/提高全社会文明程度/助力文化强国建设…… 2）哲学与思维观点： 促进全民阅读进步体现：发挥正确意识的促进作用（着眼阅读）/联系观点（着眼全民）/发展观点（着眼战略投资）/正确价值观的导向作用（着眼入法彰显国家导向）/辩证思维、超前思维 3）经济角度：提高劳动者素质，助力人才强国、科教兴国，创新驱动战略 （结合材料，运用学科知识，适当展开分析，逻辑顺畅，一点2分，2点4分） ● 全民阅读入法对促进阅读的重要性（3分） 为促进全民阅读提供了法律依据、法治保障/国家强制力保障实施 1分 条例明晰了政府的权力与责任/利于政府全面履行职能/良法善治 1分 保障公民阅读权利/满足人民美好生活需要 1分,16．（7分） 阅读，涵养文明、传承文脉。对于国家发展而言，国民的创新能力和文化素养，是一项为未来“蓄水”的战略投资。 我国首部针对全民阅读的行政法规《全民阅读促进条例》2026年2月1日起施行，政府、社会、家庭需共同承担保障阅读权利的责任。《条例》要求政府科学合理规划全民阅读设施建设，支持和引导出版单位推出更多思想精深、艺术精湛、制作精良的优秀出版物，鼓励实体书店改善阅读条件、开展阅读活动，推动优质数字阅读内容从“有”到“优”、从“泛”到“精”，不仅“易得”，更能带来“悦读”体验。 有人说，阅读是私事，多凭个人兴趣，为什么还需要国家立一部法呢？综合运用所学，谈谈你对这一问题的认识。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026西城一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026西城一模.md,answer-key-not-detected,阅读既涵养文明、传承文脉，也关系国民创新能力和文化素养；《全民阅读促进条例》要求政府、社会、家庭共同保障阅读权利。,设问回应“阅读是不是私事”。细则要求指出全民阅读与社会文明、国家发展和公共利益相连，因此材料从个人兴趣上升到社会文明工程，触发联系观点；“为未来蓄水的战略投资”触发发展与超前思维；入法彰显国家导向，触发价值观导向。
