sample_rank,matrix_row_id,题源,题号,是否进宝典,宝典节点,证据等级,formal_signal,objective_choice_boundary,weak_signal,source_pointer_exists,source_artifact,support_excerpt
32,M1356,2026海淀期末,Q17,是：已进入当前DOCX/PDF正文,价值观的导向作用,正式评分标准,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026海淀期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7832041a93d37e1f_2026海淀期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md; rubric OCR: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_RUBRIC_OCR_TRANSCRIPTION_20260525.md; rubric lines: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_RUBRIC_OCR_LINES_20260525.md; teacher OCR: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_TEACHER_OCR_TRANSCRIPTION_20260525.md; teacher lines: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_TEACHER_OCR_LINES_20260525.md; source render manifest: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_SOURCE_RENDER_MANIFEST.json; teacher PDF text page 9 answer key: 1B,2A,3A,4C,5D,6C,7D,8A,9D,10B,11B,12C,13C,14B,15D; rubric OCR pages 1-2 formal Q16-Q17 scoring; rubric OCR page 6 formal Q21 scoring.",正式评分标准page_002 Q17哲学知识栏列出“价值观的导向作用”。
33,M1256,2026朝阳期中,Q19,是：已进入当前DOCX/PDF正文,价值观的导向作用,正式细则,true,false,true,true,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026朝阳期中.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\885e694cf464c22b_2026朝阳期中细则.md; duplicate rubric cache: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\885e694cf464c22b_2025.11朝阳期中政治评标.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\5a53b5c6863d7f95_2025北京朝阳高三_上_期中政治_教师版.md; teacher-version answer key lines 580-585; Q4 paper lines 373-380; Q7 paper lines 399-410; Q14 paper lines 455-461; Q18 prompt/rubric lines 52-85; Q19 prompt/rubric lines 87-104; current DOCX verified: 11 existing unregistered 2026朝阳期中 headings were present before Batch29,正式评分细则第98-99行：为什么弘扬列正确价值观的导向作用
34,M0024,2026通州一模,Q18,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,强细则,true,false,false,true,04_fusion_audit\student_patch_entries.accepted.jsonl:24; 01_source_inventory\suite_source_bundles\2026通州一模.md:169-178,通州一模评标Q18：评分细则写“辩证否定观（1分），既保留历史记忆，又注入时代元素，实现传统与现代融合（1分）”；“双创”只作文化表达边界，不单独立哲学节点。
35,M0567,2026房山一模,Q18,是：已由当前DOCX覆盖并补齐两点论与重点论条目,系统观念/量变质变/具体问题具体分析/两点论与重点论,评分细则原文明示,true,false,false,true,2026各区模拟题/2026各区一模/2026房山一模/26 房山一模评标 全.docx:paras42-49; 2026各区模拟题/2026各区一模/2026房山一模/细则/2026房山一模细则.docx:paras42-49; preprocessed_corpus/renders/e37482eff39f3618/page_009.png,房山一模评标/细则paras42-49明示：整体性/系统优化、质量互变/发展、具体问题具体分析、两点论与重点论统一、立足实践。
36,M0916,2024朝阳期中,Q4,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,客观答案表+题面正确项；非主观评分细则,true,false,false,true,BATCH19_2024_CHAOYANG_MIDTERM_SOURCE_TRANSCRIPTION_20260525.md; C:/Users/Administrator/Desktop/beijing_politics_research/data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md; C:/Users/Administrator/Desktop/2024各区模拟题/2024各区期中/2024朝阳期中/细则/2024朝阳期中细则.rtf; current DOCX text verified,官方答案C（②④）：系统优化方法；保留原有方法基础上增加新防治手段体现创新意识。
37,M0970,2025东城期末,Q21,是：已进入当前DOCX/PDF正文,人民群众,正式讲评/评分细则+题面材料+当前DOCX正文,true,false,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\5b78436dd863858b_2025_1东城讲评_修改.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\26b1173765262a2f_2025东城期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.md; current DOCX text verified after Batch21 insertion,评分细则价值取向层列出人民性/群众观，材料链条为人民立场、发展为民生、治理重民生。
38,M1362,2026海淀期末,Q21,是：已进入当前DOCX/PDF正文,人民群众,正式评分标准,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026海淀期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7832041a93d37e1f_2026海淀期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md; rubric OCR: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_RUBRIC_OCR_TRANSCRIPTION_20260525.md; rubric lines: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_RUBRIC_OCR_LINES_20260525.md; teacher OCR: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_TEACHER_OCR_TRANSCRIPTION_20260525.md; teacher lines: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_TEACHER_OCR_LINES_20260525.md; source render manifest: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_SOURCE_RENDER_MANIFEST.json; teacher PDF text page 9 answer key: 1B,2A,3A,4C,5D,6C,7D,8A,9D,10B,11B,12C,13C,14B,15D; rubric OCR pages 1-2 formal Q16-Q17 scoring; rubric OCR page 6 formal Q21 scoring.",正式评分标准page_006 Q21“以人民为中心”角度写明人民群众是历史的主体，坚持群众观点、群众路线。
39,M1096,2025海淀期末,Q16,是：已进入当前DOCX/PDF正文,根据固有联系建立新的具体联系,强细则/PPT评标细则,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,PPT细则第37-44行明列“根据固有联系建立新的联系”
40,M0015,2026丰台二模,Q16,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,强阅卷版,true,false,false,true,04_fusion_audit\student_patch_entries.accepted.jsonl:15,丰台主观题阅卷说明：哲学角度列“联系观点/系统优化”。
41,M1116,2025海淀期末,Q6,是：客观选择题挂点，已在当前DOCX正文登记,实践与认识（总）,教师版客观题答案,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,教师版答案第6题B；正确项④支持实践与认识相互作用
42,M0157,2026房山二模,Q16,是：已由当前DOCX覆盖,尊重规律与能动性/系统观念/量变质变,正式评分细则+当前DOCX正文覆盖,true,false,false,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026房山二模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,Q16正式评分细则列正确发挥主观能动性、系统观念、矛盾、中华文明特征等角度；当前DOCX已有Q16三处哲学正文条目覆盖。
43,M1147,2025西城期末,Q21,是：已进入当前DOCX/PDF正文,改革 / 改革的实质,强细则,true,false,true,true,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\89d264a31e348be6_2025西城期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\6662da1c2772cc38_2025北京西城高三_上_期末政治_教师版.md; current DOCX verified: 10 existing unregistered 2025西城期末 headings were present before Batch26,正式细则第190-193行明列改革是社会主义制度的自我完善和自我发展
44,M0032,2026顺义二模,Q16,是：已进入当前DOCX/PDF正文,实践是认识的基础,强阅卷版,true,false,false,true,04_fusion_audit\student_patch_entries.accepted.jsonl:32,顺义二模评标doc第16题阅卷版：评标说明列“实践观点”；阅卷版明确“一切从实际出发，实事求是/实践是认识的基础/社会存在决定社会意识”，并写“群众的实践活动是新大众文艺创作的源泉”。
45,M0151,2026朝阳二模,Q16,是：已在最终DOCX覆盖（无需新增）,Q16：矛盾/联系/辩证否定或发展/具体问题具体分析/价值观,强细则,true,false,false,true,03_claudecode_lane\claudecode_b_coverage_matrix.csv:7,source bundle lines 123-148 and 505-524 give Q16 detailed scoring dimensions.
46,M1445,2026通州期末,Q16,是：已进入当前DOCX/PDF正文,量变与质变 / 适度原则,正式评分标准宽角度/术语支持,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026通州期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\44537714bd68a7c1_2026通州期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7f3083ea306ea1e9_2026北京通州高三_上_期末政治_教师版.md; raw formal rubric PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx; raw teacher PDF: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf; lecture/marking PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx; formal answer key: 1A,2D,3B,4D,5C,6A,7B,8D,9D,10B,11C,12A,13C,14A,15B.",正式细则第16题发展观括注“质变量变”。
47,M1114,2025海淀期末,Q5,是：客观选择题挂点，已在当前DOCX正文登记,尊重客观规律与发挥主观能动性相结合,教师版客观题答案,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,教师版答案第5题D；正确项③支持规律与能动性组合
48,M0065,2026西城一模,Q21,是：已进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,强细则,true,false,false,true,data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区一模__2026西城一模.md:100-110;334-358,Q21正式阅卷细则明确可用规律与主观能动性的关系；当前DOCX围绕关键时期尊重规律并主动探索展开。
49,M0349,2025东城一模,Q18,是：已由当前DOCX覆盖,联系观点/发展观点/主要矛盾/两点论重点论,正式阅卷报告-可替换哲学原理明示+现有DOCX正文覆盖,true,false,false,true,01_source_inventory/suite_source_bundles/2025东城一模.md:76-126;418-429;578-586,Q18(1)正式阅卷报告明确联系、系统优化、发展、量变质变、主要矛盾、两点论重点论等可替换哲学原理。
50,M1243,2026朝阳期中,Q18,是：已进入当前DOCX/PDF正文,主观能动性 / 意识的能动作用,正式细则,true,false,true,true,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026朝阳期中.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\885e694cf464c22b_2026朝阳期中细则.md; duplicate rubric cache: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\885e694cf464c22b_2025.11朝阳期中政治评标.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\5a53b5c6863d7f95_2025北京朝阳高三_上_期中政治_教师版.md; teacher-version answer key lines 580-585; Q4 paper lines 373-380; Q7 paper lines 399-410; Q14 paper lines 455-461; Q18 prompt/rubric lines 52-85; Q19 prompt/rubric lines 87-104; current DOCX verified: 11 existing unregistered 2026朝阳期中 headings were present before Batch29,正式评分细则第60-62、78-81行：反对理由列主观能动性，并指向过度依赖削弱现实交往能力
51,M1047,2025朝阳期末,Q22,是：已进入当前DOCX/PDF正文,认识对实践的反作用,强细则,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,PPT评分细则第337-340行明列“以新的理论指导新的实践”
52,M0051,2026丰台一模,Q16,是：Batch16回源确认，既有最终DOCX已覆盖并补登记ledger/accepted,系统观念 / 系统优化,正式阅卷细则,true,false,true,true,01_source_inventory\suite_source_bundles\2026丰台一模.md:432-436; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\26649804f1de31f5_2026丰台一模细则.md:98-101,丰台一模主观题阅卷说明Q16哲学评分细则：第（2）点明确“坚持联系的观点，立足整体，统筹部分”，要求统筹科技、伦理与社会公平。
53,M0168,2026延庆一模,Q16,是：已进入当前DOCX/PDF正文,Q16多节点正文覆盖,正式评分细则,true,false,true,true,preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区一模__2026延庆一模.md:58-80; preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区一模__2026延庆一模.md:302-320,正式细则存在，并非参考答案无细则；当前DOCX覆盖矛盾观、群众观点、辩证否定、社会意识等。
54,M0777,2026顺义二模,Q21,是：本批新增进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,正式评标doc-哲学综合角度+等级赋分（非逐点细则）,true,false,false,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026顺义二模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模(1).pdf; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\shunyi_ermo_source_pages_20260525\page_05.png; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\shunyi_ermo_source_pages_20260525\page_12.png,题干要求“综合运用哲学”阐述“先见”与“远虑”的传统理政智慧为什么能支撑中国式现代化稳步前行、护航民族复兴；评标doc第21题阅卷参考维度明确列出哲学角度：坚持尊重客观规律与发挥主观能动性相统一，依托认识与实践的辩证发展，并秉持联系、发展、全面的辩证观点。
55,M1000,2025丰台期末,Q16,是：已进入当前DOCX/PDF正文,实践是认识的基础,正式PPT评分细则+教师版题面/解析+当前DOCX正文,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\360d57a4b250de81_2025丰台期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\89765092a6f26242_2025北京丰台高三_上_期末政治_教师版.md; current DOCX text verified before Batch22 insertion,正式PPT细则第205-263行支持实践、实际出发、联系观、量变质变、矛盾观等，当前DOCX已有正文条目。
56,M0232,2026门头沟一模,Q16,是：已由当前DOCX覆盖并登记ledger/accepted,发展观/矛盾对立统一/辩证否定-扬弃/联系-根据固有联系建立新联系,评分细则原文明示,true,false,false,true,01_source_inventory/suite_source_bundles/2026门头沟一模.md:19-30;371-379;944-955,门头沟一模细则明确哲学角度：发展的观点、矛盾双方对立统一、辩证否定观、联系的观点；答出一点2分，两点及以上3分，结合材料1分。
57,M0663,2026顺义一模,Q21,是：已进入当前DOCX/PDF正文，本批不重复插入,尊重客观规律与发挥主观能动性相结合；两点论与重点论；人民群众/价值判断价值选择,正式评分PPT-哲学角度+等级赋分（非逐点细则）,true,false,true,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026顺义一模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf,顺义一模第21题正式评分PPT第10-11页写明哲学角度：客观性2分可用主观能动性和客观规律相结合、社会存在和社会意识、实践和认识等；辩证性2分可用主次矛盾和矛盾主次方面辩证关系、两点论和重点论、矛盾对立统一、整体部分/系统优化、前进性曲折性、量变质变、内外因；价值性2分可用人民群众是历史创造者、群众观点路线、价值判断价值选择遵循社会发展规律并站在最广大人民立场。当前DOCX已在相应节点多处覆盖第21题。
58,M1112,2025海淀期末,Q22,是：已进入当前DOCX/PDF正文,量变与质变 / 适度原则,强细则/PPT评标细则,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,PPT细则第520-521行将“质量互变规律”列为必修四可选知识
59,M0044,2026顺义二模,Q16,是：已进入当前DOCX/PDF正文，本批关闭弱证据重复候选,价值观的导向作用,正式评标doc/阅卷版-已由强证据行覆盖,true,false,true,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026顺义二模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模(1).pdf; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\shunyi_ermo_source_pages_20260525\page_05.png; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\shunyi_ermo_source_pages_20260525\page_12.png,顺义二模评标doc第16题阅卷版已明确实践观点、人民主体、价值观、矛盾观、中华优秀传统文化等角度，当前DOCX已分别在实践是认识的基础、人民群众、价值观的导向作用、两点论与重点论、辩证否定/守正创新五个节点覆盖。
60,M0007,2026朝阳二模,Q16,是：已进入当前DOCX/PDF正文,矛盾就是对立统一,强阅卷版,true,false,false,true,04_fusion_audit\student_patch_entries.accepted.jsonl:7,正式阅卷细则：传承与创新的关系对应“对立统一/联系”。
61,M1030,2025朝阳期末,Q16,是：已进入当前DOCX/PDF正文,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,强细则,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,PPT评分细则第131行明列“实际/一切从实际出发”
62,M1213,2026丰台期末,Q22,是：已进入当前DOCX/PDF正文,社会存在与社会意识,正式细则,true,false,true,true,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026丰台期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\dbc93cbfd3a93eff_2026丰台期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\6553ff85e09d299a_2026北京丰台高三_上_期末政治.md; rendered paper pages: C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\renders\6553ff85e09d299a; choice-answer closure evidence: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\skills\beijing-gaokao-politics-rubric\assets\current-artifacts\必修四哲学材料-知识触发总框架_持续更新版_v2.md lines 1813-1836 and C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\skills\feige-politics-garden-bixiu4\references\current-state.md lines 218-222; current DOCX verified: 4 existing unregistered 2026丰台期末 headings were present before Batch28,正式细则第444行：社会意识；当前框架第1443行说明规划属于社会意识并反作用于实践
63,M1431,2026通州期末,Q16,是：已进入当前DOCX/PDF正文,主观能动性 / 意识的能动作用,正式评分标准,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026通州期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\44537714bd68a7c1_2026通州期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7f3083ea306ea1e9_2026北京通州高三_上_期末政治_教师版.md; raw formal rubric PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx; raw teacher PDF: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf; lecture/marking PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx; formal answer key: 1A,2D,3B,4D,5C,6A,7B,8D,9D,10B,11C,12A,13C,14A,15B.",正式细则第16题写明“同时发挥人的主观能动性，实现人与自然的和谐共生”。
64,M0222,2026房山一模,Q16(2),是：已由当前DOCX覆盖并补齐整体与部分条目,矛盾普遍特殊统一/一切从实际/规律主观能动/联系立足整体,评分细则原文明示,true,false,false,true,2026各区模拟题/2026各区一模/2026房山一模/26 房山一模评标 全.docx:paras13-21; 2026各区模拟题/2026各区一模/2026房山一模/细则/2026房山一模细则.docx:paras13-21; preprocessed_corpus/renders/e37482eff39f3618/page_007.png,房山一模评标/细则paras13-21明示：矛盾普遍性和特殊性的统一、一切从实际出发、尊重客观规律、发挥主观能动性、联系；高档要求融入大局中找定位/系统/整体。
