matrix_row_id,题源,题号,宝典节点,证据等级,formal_signal,objective_choice_boundary,verdict,support_excerpt
M1038,2025朝阳期末,Q16,规律的客观性,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第132行明列“文化发展有其自身规律，要尊重客观规律”
M1039,2025朝阳期末,Q16,辩证否定 / 守正创新,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第134行明列“辩证的否定观”
M1040,2025朝阳期末,Q22,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第329-330行明列“一切从实际出发，实事求是”
M1041,2025朝阳期末,Q22,人民群众,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第342-344行明列“人民至上，站稳人民立场、把握人民愿望、尊重人民创造、集中人民智慧”
M1042,2025朝阳期末,Q22,发展的观点 / 发展的普遍性,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第332-336行明列“发展的观点”
M1043,2025朝阳期末,Q22,实践与认识（总）,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第337-340行明列“实践观点/理论与实践相结合”
M1044,2025朝阳期末,Q22,实践是认识的基础,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第337-340行明列“实践基础上的理论创新”
M1045,2025朝阳期末,Q22,矛盾的特殊性 / 具体问题具体分析,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第332-336行明列“问题导向/具体问题具体分析”
M1046,2025朝阳期末,Q22,系统观念 / 系统优化,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第332-336行明列“系统观念”
M1047,2025朝阳期末,Q22,认识对实践的反作用,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第337-340行明列“以新的理论指导新的实践”
M1048,2025朝阳期末,Q22,辩证否定 / 守正创新,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT评分细则第332-336行明列“守正创新”
M1092,2025海淀期末,Q16,主观能动性 / 意识的能动作用,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行列“坚持客观规律和发挥主观能动性相结合”；当前条目按组合原理理解
M1093,2025海淀期末,Q16,价值判断与价值选择,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第28-44行列“人民立场”；当前条目以人民立场/正确价值选择处理
M1094,2025海淀期末,Q16,发展的观点 / 发展的普遍性,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行明列“坚持发展的观点”
M1095,2025海淀期末,Q16,尊重客观规律与发挥主观能动性相结合,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行明列“坚持客观规律和发挥主观能动性相结合”
M1096,2025海淀期末,Q16,根据固有联系建立新的具体联系,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行明列“根据固有联系建立新的联系”
M1097,2025海淀期末,Q16,矛盾就是对立统一,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-40行明列“坚持对立统一的观点”
M1098,2025海淀期末,Q16,矛盾的普遍性和特殊性,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行明列“具体问题具体分析/矛盾普遍性和特殊性辩证统一”
M1099,2025海淀期末,Q16,联系的普遍性 / 联系的观点（总）,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行明列“坚持联系观点/根据固有联系建立新的联系”
M1100,2025海淀期末,Q16,辩证否定 / 守正创新,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第37-44行明列“坚持辩证否定，推动创新”
M1101,2025海淀期末,Q17(2),事物发展是前进性与曲折性的统一,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第73-75、115-119行明列“事物发展是前进性和曲折性的统一”
M1102,2025海淀期末,Q17(2),人民群众,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第78、125-126行明列“人民群众是社会历史的主体/历史的创造者/精神财富的创造者”
M1103,2025海淀期末,Q17(2),实践与认识（总）,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第69-95行明列“实践是检验认识真理性的唯一标准/实践是认识发展的动力”
M1104,2025海淀期末,Q17(2),实践是认识的基础,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第71、94行明列“实践是检验认识真理性的唯一标准/实践是认识发展的动力”
M1105,2025海淀期末,Q17(2),真理观,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第69-70、91-94行支持追求真理过程；教师版参考答案写“追求真理是一个过程”
M1106,2025海淀期末,Q17(2),矛盾就是对立统一,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第78-80、129-130行明列“矛盾双方在一定条件下相互转化/矛盾有同一性”
M1107,2025海淀期末,Q17(2),认识发展原理,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第69-70、91-94行明列“认识有反复性或无限性/追求真理是一个过程”
M1108,2025海淀期末,Q17(2),量变与质变 / 适度原则,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第69-130行明列“量变是质变的前提和必要准备”
M1109,2025海淀期末,Q22,主观能动性 / 意识的能动作用,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第520-521行将“主观能动性”列为必修四可选知识
M1110,2025海淀期末,Q22,人民群众,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第520-521行将“人民主体地位”列为必修四可选知识
M1111,2025海淀期末,Q22,价值观的导向作用,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第520-521行将“价值观”列为必修四可选知识
M1112,2025海淀期末,Q22,量变与质变 / 适度原则,强细则/PPT评标细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,PPT细则第520-521行将“质量互变规律”列为必修四可选知识
M1113,2025海淀期末,Q4,主观能动性 / 意识的能动作用,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第4题C；客观选择题正确项文本支持“主观能动性”
M1114,2025海淀期末,Q5,尊重客观规律与发挥主观能动性相结合,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第5题D；正确项③支持规律与能动性组合
M1115,2025海淀期末,Q5,量变与质变 / 适度原则,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第5题D；正确项④支持渐进性与飞跃性统一
M1116,2025海淀期末,Q6,实践与认识（总）,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第6题B；正确项④支持实践与认识相互作用
M1117,2025海淀期末,Q6,真理观,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第6题B；正确项①支持真理具体性、条件性和真理谬误关系
M1118,2025海淀期末,Q7,价值判断与价值选择,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第7题A；正确项①支持人民利益最高价值标准
M1119,2025海淀期末,Q7,实践与认识（总）,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第7题A；正确项③支持从群众中来到群众中去工作方法
M1138,2025西城期末,Q1,社会存在与社会意识,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第1题D；正确项④支持公共记忆折射社会发展和时代变迁
M1139,2025西城期末,Q18,事物发展是前进性与曲折性的统一,强细则/节点解释延展,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第106-108行支持新事物发展过程和技术恐惧的两面性；按新事物成长曲折性登记
M1140,2025西城期末,Q18,价值判断与价值选择,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第116-118行明列正确价值判断和价值选择要符合客观规律、符合人民根本利益
M1141,2025西城期末,Q18,价值观的导向作用,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第116-118行明列“价值观具有导向作用”，科技要以人为本
M1142,2025西城期末,Q18,发展的观点 / 发展的普遍性,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第80-118行明列“新事物的特点”：新事物从小到大、从不完善到完善
M1143,2025西城期末,Q18,矛盾就是对立统一,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第111-113行明列“矛盾就是对立统一，要一分为二辩证看问题”
M1144,2025西城期末,Q18,矛盾的普遍性,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第114-115行明列“矛盾具有普遍性”，要直面矛盾、解决矛盾
M1145,2025西城期末,Q18,认识发展原理,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第109-110行明列认识受实践水平、立场观点方法、知识水平、思维能力等条件限制
M1146,2025西城期末,Q2,实践是认识的基础,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第2题B；正确项④支持亲身实践改造主观世界、弘扬伟大建党精神
M1147,2025西城期末,Q21,改革 / 改革的实质,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第190-193行明列改革是社会主义制度的自我完善和自我发展
M1148,2025西城期末,Q21,社会发展的两大基本规律和基本矛盾,强细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第190-193行明列改革是解决社会基本矛盾、社会主义社会发展的直接动力
M1149,2025西城期末,Q3,实践与认识（总）,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第3题C；正确项③支持亲眼所见、亲身所历有利于了解真实中国
M1150,2025西城期末,Q4,发展的观点 / 发展的普遍性,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第4题D；正确项③支持着眼长远、从更长时限思考问题
M1151,2025西城期末,Q7,矛盾就是对立统一,教师版客观题答案,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版答案第7题B；正确项④支持处理快与慢、同与异的辩证关系
M1169,2026东城期末,Q16,主观能动性 / 意识的能动作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第156行列“意识能动作用（社会意识）”；第159-161行提示“表象→深意”和意识能动反映
M1170,2026东城期末,Q16,价值判断与价值选择,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第156行列“价值判断和价值选择”；第174行以“清白”道德准则和责任担当作示例
M1171,2026东城期末,Q16,价值观的导向作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第156行列“价值观”；第174行示例明确“价值观具有导向作用”
M1172,2026东城期末,Q16,整体与部分,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第156行列“整体部分等”为哲学知识角度；用于说明“白”意象由局部表象联结整体文化深意
M1173,2026东城期末,Q16,矛盾就是对立统一,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第156行列“矛盾对立统一”；第173行示例说明“留白”以无衬有、以虚映实
M1174,2026东城期末,Q21,价值判断与价值选择,正式细则宽角度支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第550行列人民价值导向，第573、581行确认人民立场为核心知识点
M1175,2026东城期末,Q21,整体与部分,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第551行要求立足整体、统筹全局，以优势地区带动其他地区发展
M1176,2026东城期末,Q21,矛盾就是对立统一,正式细则宽角度支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第551行列“辩证思维/矛盾观”；按综合题宽角度说明区域落差可转化为发展动能
M1177,2026东城期末,Q21,系统观念 / 系统优化,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第551行明列“系统观念”，并要求统筹东中西部、南北方协调发展、国内协同与内外联动
M1178,2026东城期末,Q21,规律的客观性,正式细则宽角度支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,细则第551行明列“尊重客观规律等”；材料第539-541行强调区域自然禀赋和发展基础差异
M1179,2026东城期末,Q3,矛盾就是对立统一,教师版客观题答案+细则详解,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第3题答案B；细则第269-274行确认“保障安全卫生与尊重人文需求的矛盾”推动治理
M1180,2026东城期末,Q4,联系的客观性,教师版客观题答案+细则详解,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第4题答案D；正确项②及细则第340-344行确认核糖核酸与氨基酸的自在联系
M1181,2026东城期末,Q4,认识对实践的反作用,教师版客观题答案+细则详解,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第4题答案D；正确项④及细则第343-344行确认基础科学突破推动生物工程与生物技术应用
M1202,2026丰台期末,Q1,社会存在与社会意识,答案闭环表+试卷渲染页+当前框架,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,当前框架第1827行+current-state第218-222行答案闭环：第1题答案B，正确项支持社会意识反作用/精神力量
M1203,2026丰台期末,Q16,尊重客观规律与发挥主观能动性相结合,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第54行：留白需要在尊重客观规律的基础上充分发挥主观能动性
M1204,2026丰台期末,Q16,整体与部分,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第51-52行：立足整体、正确处理整体与部分关系
M1205,2026丰台期末,Q16,矛盾就是对立统一,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第46-48行：矛盾双方对立统一、相互对立相互依存
M1206,2026丰台期末,Q16,联系的客观性,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第52-53行：联系具有普遍性、客观性
M1207,2026丰台期末,Q16,联系的普遍性 / 联系的观点（总）,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第51-53行：留白与周围事物相互联系、相互影响；坚持联系的观点
M1208,2026丰台期末,Q16,量变与质变 / 适度原则,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第49-50行：量变质变与把握适度原则
M1209,2026丰台期末,Q2,人民群众,答案闭环表+试卷渲染页+当前框架,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,当前框架第1828行+current-state第218-222行答案闭环：第2题答案C，正确项支持群众观点/人民立场
M1210,2026丰台期末,Q22,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第444行：与中国具体实际相结合
M1211,2026丰台期末,Q22,人民群众,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第448行：群众观点、群众路线；试卷材料问计于民
M1212,2026丰台期末,Q22,社会发展的两大基本规律和基本矛盾,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第444行：上层建筑；试卷材料《国家发展规划法》提供法律支撑
M1213,2026丰台期末,Q22,社会存在与社会意识,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第444行：社会意识；当前框架第1443行说明规划属于社会意识并反作用于实践
M1214,2026丰台期末,Q22,系统观念 / 系统优化,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第452行：系统优化；材料中央统筹、地方分解、部门协同、全国一盘棋
M1215,2026丰台期末,Q22,联系的普遍性 / 联系的观点（总）,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第452行：联系的观点；材料长期战略、中期灵活、中央地方部门协同
M1216,2026丰台期末,Q22,规律的客观性,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第444、452行：遵循规律
M1217,2026丰台期末,Q22,认识对实践的反作用,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第444行：正确认识；当前框架第1443行：正确认识指导实践
M1218,2026丰台期末,Q4,主观能动性 / 意识的能动作用,答案闭环表+试卷渲染页+当前框架,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,当前框架第1829行+current-state第218-222行答案闭环：第4题答案B，正确项①支持实践工具革新是发挥主观能动性的结果
M1219,2026丰台期末,Q4,实践与认识（总）,答案闭环表+试卷渲染页+当前框架,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,当前框架第1829行+current-state第218-222行答案闭环：第4题答案B，正确项④支持机器人延伸认识器官、提高实践水平
M1239,2026朝阳期中,Q4,联系的多样性,教师版答案键+试卷原题,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第373-380行+答案键第584-585行：第4题答案A，正确题肢①为把握联系的多样性
M1240,2026朝阳期中,Q7,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,教师版答案键+试卷原题,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第399-410行+答案键第584-585行：第7题答案D，正确题肢③为从具体实际出发
M1241,2026朝阳期中,Q14,实践与认识（总）,教师版答案键+试卷原题,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第455-461行+答案键第584-585行：第14题答案B，正确题肢①为生活实践中产生并反作用于生活实践
M1242,2026朝阳期中,Q18,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第57-59、69-71行：支持理由列从实际出发，并要求结合用户需求调整对话模式
M1243,2026朝阳期中,Q18,主观能动性 / 意识的能动作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第60-62、78-81行：反对理由列主观能动性，并指向过度依赖削弱现实交往能力
M1244,2026朝阳期中,Q18,价值判断与价值选择,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第63-66、72-85行：如何做列价值判断价值选择
M1245,2026朝阳期中,Q18,价值观的导向作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第63-66、72-85行：如何做列正确价值观的导向作用
M1246,2026朝阳期中,Q18,实践与认识（总）,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第60-62、78-81行：反对理由列实践等，并指向现实交往能力
M1247,2026朝阳期中,Q18,物质决定意识,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第60-62行：反对理由列意识依赖于物质
M1248,2026朝阳期中,Q18,矛盾就是对立统一,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第54-56行：总说列对立统一/一分为二/全面观点
M1249,2026朝阳期中,Q18,矛盾的普遍性,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第54-56行：总说列矛盾的普遍性/一分为二/全面观点
M1250,2026朝阳期中,Q18,矛盾的特殊性 / 具体问题具体分析,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第57-59、69-71行：支持理由列矛盾特殊性或具体问题具体分析
M1251,2026朝阳期中,Q18,规律的客观性,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第57-59、69-71行：支持理由列按规律办事
M1252,2026朝阳期中,Q18,辩证否定 / 守正创新,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第63-66、72-85行：如何做列辩证否定观
M1253,2026朝阳期中,Q18,量变与质变 / 适度原则,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第60-62、78-81行：反对理由列适度原则
M1254,2026朝阳期中,Q19,主观能动性 / 意识的能动作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第98-99行：为什么弘扬列正确意识的能动作用
M1255,2026朝阳期中,Q19,价值判断与价值选择,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第100-102行：如何弘扬列价值判断与价值选择的标准
M1256,2026朝阳期中,Q19,价值观的导向作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第98-99行：为什么弘扬列正确价值观的导向作用
M1257,2026朝阳期中,Q19,发展的观点 / 发展的普遍性,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第100-102行：如何弘扬列发展的观点
M1258,2026朝阳期中,Q19,实践与认识（总）,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第100-102行：如何弘扬列立足实践、知行合一
M1259,2026朝阳期中,Q19,矛盾就是对立统一,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第100-102行：如何弘扬列矛盾的观点
M1260,2026朝阳期中,Q19,社会存在与社会意识,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第98-99行：为什么弘扬列正确社会意识的推动作用
M1261,2026朝阳期中,Q19,联系的普遍性 / 联系的观点（总）,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第100-102行：如何弘扬列联系的观点
M1262,2026朝阳期中,Q19,认识对实践的反作用,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则第98-99行：为什么弘扬列正确认识对实践的反作用
M1282,2026朝阳期末,Q16,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第21行补充“从实际出发”；题面第359-360行要求以当代之思叩问传统
M1283,2026朝阳期末,Q16,发展的观点 / 发展的普遍性,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第18、21行：创造性转化、创新性发展，并补充“发展”
M1284,2026朝阳期末,Q16,矛盾就是对立统一,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第21行补充“矛盾”；第15-18行材料逻辑围绕剔除与保留、传统与时代统一
M1285,2026朝阳期末,Q16,联系的普遍性 / 联系的观点（总）,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第19-21行：连接过去、现在与未来，并补充“联系”
M1286,2026朝阳期末,Q16,规律的客观性,正式细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第21行补充“规律”；第15-18行要求在传承创新中遵循辩证否定和文化发展逻辑
M1287,2026朝阳期末,Q16,辩证否定 / 守正创新,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第15-18行：遵循辩证否定观，剔除脱节部分、保留精髓、赋予时代内涵并推动双创
M1288,2026朝阳期末,Q21,人民群众,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第157-158行：坚持以人民为中心/群众观，激发人民群众投身现代化建设的积极性、主动性、创造性
M1289,2026朝阳期末,Q21,整体与部分,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第152-153行：整体与部分的辩证统一；题面第469-470行：四大优势是相互依存、协同赋能的有机整体
M1290,2026朝阳期末,Q21,系统观念 / 系统优化,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第152-153行：系统优化；题面第469-470行：四大优势相互依存、协同赋能
M1291,2026朝阳期末,Q21,联系的普遍性 / 联系的观点（总）,正式细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则第152-153行：联系的观点看问题；题面第469-470行：相互依存、协同赋能、有机整体
M1314,2026海淀期中,Q9,人民群众,教师版答案键+试卷原题,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第9题题面与答案键A：正确项①“坚持问计于民，激发人民群众的智慧和力量”、③“以人民为中心的价值取向”；仅作客观选择题挂点。
M1315,2026海淀期中,Q22(2),主观能动性 / 意识的能动作用,正式阅卷细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则page_094 Q22(2)常见知识列明“发挥主观能动性”，并要求分析扣在“势”上、说明其在民族复兴中的作用。
M1316,2026海淀期中,Q22(2),事物发展是前进性与曲折性的统一,正式阅卷细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则page_094 Q22(2)常见知识列明“发展观（前途光明、道路曲折）”。
M1317,2026海淀期中,Q22(2),人民群众,正式阅卷细则,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则page_094 Q22(2)常见知识列明“人民群众主体地位”，示例写明人民群众是推动中华民族伟大复兴的力量之源。
M1318,2026海淀期中,Q22(2),社会发展的两大基本规律和基本矛盾,正式阅卷细则宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式阅卷细则page_094 Q22(2)常见知识列明“人类社会发展规律”，属于社会历史发展规律的宽口径正式支持。
M1342,2026海淀期末,Q1,实践与认识（总）,教师版答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第1题答案键1B；题面和正确项包含圭表应用服务于社会实践并受历史条件制约，仅作客观选择题挂点。
M1343,2026海淀期末,Q2,联系的普遍性 / 联系的观点（总）,教师版答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第2题答案键2A；正确项含“坚持全面的观点，既重视他人评价又不盲从”，仅作客观选择题挂点。
