matrix_row_id,row_source,题源,年份,阶段,题号,题型或模块判断,是否进宝典,宝典节点,细则支持原理,证据等级,是否误放,是否需补厚,当前处理,备注,source_artifact
M0390,codex_a_coverage_matrix,2025延庆一模,2025,一模,Q19,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 矛盾 | 部分,term_hit_needs_review,待核,是：需逐题回源/融合裁决,weak_hit_review_or_exclude,《民法典》的诚信原则和公平原则，消费者在行使权利时不得损害他人合法权益。杨某 未与卖家协商直接申请“仅退款”且擅自丢弃商品，导致贾某既损失商品又承担邮费，应当承担赔偿责任 （如退还部分款项或赔偿商品成本）。 举证责任：若杨某主张商品质量不合格，需提供证据（如商品质量 鉴定、照片等），否则需承担举证不能的后果。 对贾某： 根据《消费者权益保护法》，经营者应保证商品质量。若商品确实存在问题，贾某需承担退货退 [page 10] 第10页/共10页 款义务，且不能因平台规则免除自身责任。 协商义务：贾某应积极回应消费者沟通，避免因未及时回复激 化矛盾。 调解结果： 杨某因未妥善保管商品，需赔偿贾某商品成本（如78 元），贾某承担邮费损失； 若双方同 意，可协商部分赔偿或和解，避免进一步诉讼成本。（原试题无答案，此答案仅供参考） 20.（1）建议①：加强关键核心技术攻关，提升自主创新能力。 理由： 我国部分核心技术受制于人，存在 “卡脖子”风险。通过加大科研投入、完善创新体系，能够突破技术瓶颈，增强产业链自主可控能力。 建议②：推动产业基础高级化和产业链现代化。 理由： 我国制造业处于全球价值链中低端，需通过技术 改造、数字化转型等提升附加值，推动产业链向“微笑曲线”两端延伸。 建议,02_codex_lane\codex_a_coverage_matrix.csv:145
M0391,codex_a_coverage_matrix,2025延庆一模,2025,一模,Q20,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,人民群众 | 价值观 | 发展 | 实践 | 联系 | 规律 | 部分,rubric_term_hit,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,"请退款，且收到了退回的货款，与杨某之间买卖合同已经解除，应依法退还贾某的货物。（2分）杨某主张贾某出售的商品质量不合格，达不到预期效果，但又称其已将商品扔掉，缺乏证据意识，这一主张依法不予支持。如杨某确已无法将商品退回，应当向商家支付商品价款及诉讼费用。（2分）杨某作为经营者，要诚信经营，如商品确实存在质量问题则不应追究消费者责任。 细则:“以和为贵”或社会主义核心价值观1分；诚信原则1分，分析材料1分；合同解除1分，材料分析1分；证据意识1分，材料分析1分，如学生未答出证据意识而是从商家角度分析可酌情给分。 20. （16分） （1）（8分） 贯彻创新发展理念，增强自主创新能力。因为创新是发展的第一动力，实现关键核心技术自主可控，利于增强产业链供应链自主性和安全性。（可替代发展新质生产力、产业结构优化升级）（3分） 更好发挥政府作用，实施宏观经济政策、产业政策等扶持中小企业发展、激发企业活力。因为扶持企业发展利于提升产业基础能力，增强产业链供应链的稳定性。（替代：发挥政府的经济职能，通过税收优惠等经济政策）（3分） 加快构建国内大循环为主体、国内国际双循双循环相互促进的新发展格局。因为以内需与实体经济支撑，建设现代化产业体系利于防范化解风险,增强应对内外部冲击的能力，增强产业链供应链韧性和安全水平。（",02_codex_lane\codex_a_coverage_matrix.csv:146
M0392,codex_a_coverage_matrix,2025延庆一模,2025,一模,Q21,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,价值观 | 发展 | 实践 | 物质 | 部分,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,城秩序的杰作”成功申遗，老城的市井烟火和现代的生活方式 相融共生；“春节——中国人庆祝传统新年的社会实践”列入联合国教科文组织人类非物质文化遗产代表 作名录，赓续不绝的中华传统文化符号进一步走向世界。 镜头四 盛世莲花，灼灼绽放。2024 年12 月18 日至20 日，澳门回归祖国25 周年之际，习近平总书 记亲临澳门，擘画濠江故事的崭新篇章。天际线上，层楼隔海相望；海岸线旁，百舸排浪而行。 结合材料，综合运用所学，说明如何凝聚起以中国式现代化全面推进强国建设、民族复兴伟业的磅礴力 量。 [page 9] 第9页/共10页 参考答案 第一部分 一、本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求 的一项。 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 A B C D D C A C B D B C B D A 第二部分 二、本部分共6 题，共55 分。 16.①坚持具体问题具体分析。针对中老年群体的认知特点和需求，创作符合其审美习惯、价值观念的网络 文艺作品，避免简单套用年轻化模式。 ②坚持以人民为中心。立足老年群体精神文化需求，通过简化操作、优化内容推荐等,02_codex_lane\codex_a_coverage_matrix.csv:147
M0393,codex_a_coverage_matrix,2025延庆一模,2025,一模,Qunknown,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,部分,rubric_term_hit,待核,是：需逐题回源/融合裁决,possible_omission_needs_source_review,path: C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx status: docx-text chars: 2632 ```text 延庆区2024-2025学年高三模拟试卷参考答案 思想政治 第一部分共15题，每题3分，共45分。 第二部分共6题 共55分。 16.（8分） 网络文艺作品的创作要从实际出发，充分了解老年人的精神文化需要，为老年人提供丰富的文化产品（3分）；网络文艺作品的创作要坚持正确的价值导向，立足时代，创作表现新时代中老年人老有所为为家庭文明、社会发展、国家进步贡献“银发力量”的故事（3分）；网络文艺作品的创作要满足群众多层次多样化的精神文化需求，坚持社会效益和经济效益的统一（2分）。 细则：只答哲学或文化最高7分；每个观点2分材料1分，（可以从一切从实际出发、矛盾、价值观、文化发展的基本途径等角度作答。） 17. (8分),02_codex_lane\codex_a_coverage_matrix.csv:148
M0394,codex_a_coverage_matrix,2025房山一模,2025,一模,Q1,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,主要矛盾 | 发展 | 改革 | 矛盾 | 认识,rubric_term_hit,待核,是：需逐题回源/融合裁决,possible_omission_needs_source_review,共享的治理格局(共商机制/召开70 余次协商会/群策群力……)、 民主协商1 分 角度四：公民角度 /社会角度 1 分 公众自觉保护河流/全民守法 上述点都满的基础上，逻辑分加1 分 18.（15 分） （1）（7 分） 该省政府在创新、绿色的新发展理念的指导下，实施科学的宏观调控，通过财政补贴、税收优惠等 扶持智慧农业；同时充分发挥市场在资源配置中的决定性作用，企业敏锐捕捉农业市场需求，打通 生产与交换环节，利用大数据等先进技术提高农业生产效率，降低成本，提升质量，促进了产业结 构优化升级，助推农业高质量发展。 细则： 1.新发展理念（创新、绿色）的指导 1 分 2.政府经济职能(实施科学的宏观调控，通过财政补贴、税收优惠等扶持智慧农业)；1 分 3.充分发挥市场在资源配置中的决定性作用（替代有效市场和有为政府相结合）1 分 4.企业敏锐捕捉农业市场需求，打通生产与交换环节（替代 深化供给侧结构性改革/生产智能化/ 优化产品结构/ 生产创造需求，需求牵引供给）1 分 利用大数据等先进技术提高农业生产效率，降低成本，1 分 提升质量，促进了产业结构优化升级1 分，助推农业高质量发展（替代 农业新质生产力 1 分）（2） [page 3] （8 分） 可从技术共享促,02_codex_lane\codex_a_coverage_matrix.csv:149
M0395,codex_a_coverage_matrix,2025房山一模,2025,一模,Q2,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 整体 | 部分,rubric_term_hit,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,智能化/ 优化产品结构/ 生产创造需求，需求牵引供给）1 分 利用大数据等先进技术提高农业生产效率，降低成本，1 分 提升质量，促进了产业结构优化升级1 分，助推农业高质量发展（替代 农业新质生产力 1 分）（2） [page 3] （8 分） 可从技术共享促进经济全球化、多边合作推动全球治理、构建人类命运共同体等角度回答。 细则： 1.国际竞争的实质→坚持高水平对外开放（可替代为：对外开放的基本国策）→以科学技术的发展 推动建设创新型、开放型世界经济（不可替代）→促进经济全球化发展（4 分） 2.和平与发展的国际潮流→在联合国宗旨和原则的框架下（不可替代），构建人类命运共同体→加 强国际交流和合作（可替代为：坚持正确的义利观）→积极参与全球治理（3 分） 3.逻辑1 分（学生答题观点鲜明，思维严密，条理清晰） 19.（8 分） ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。 ③法院公正司法，维护了社会公,02_codex_lane\codex_a_coverage_matrix.csv:150
M0396,codex_a_coverage_matrix,2025房山一模,2025,一模,Q3,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,主要方面 | 价值观 | 发展 | 矛盾 | 部分,rubric_term_hit,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则： 1.不正当竞争 B 集团通过挖走A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法院的判决打击了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市 场经济健康发展。（法治价值2 分） 2.惩罚性赔偿 法院对B 集团适用的高额赔偿提高了侵权成本（材料1 分），强化知识产权保护，使企业更愿意投入 研发，激发创新活力和科技进步。（创新2 分） 3.道德意义 法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。（1 分，给出社会主义核心价值 观的具体词语也可以） 4.劳动者 劳动者有保守秘密的义务，在就业过程中要做到权利和义务相统一，严守职业道德。（2 分） 5.民法的基本原则（1 分） 6.必修三法治 公正司法、全民守法、法治社会、法治国家等角度。（2 分） 从以上角度答题，总分不超过8 分，单纯写知识，没有材料，比如每一点的开头都是有利于，总分不 超过6 分。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能,02_codex_lane\codex_a_coverage_matrix.csv:151
M0397,codex_a_coverage_matrix,2025房山一模,2025,一模,Q4,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 实践 | 改革 | 联系 | 认识,rubric_term_hit,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,效率，降低成本，提升质量，促进了产业结 构优化升级，助推农业高质量发展。 细则： 1.新发展理念（创新、绿色）的指导 1 分 2.政府经济职能(实施科学的宏观调控，通过财政补贴、税收优惠等扶持智慧农业)；1 分 3.充分发挥市场在资源配置中的决定性作用（替代有效市场和有为政府相结合）1 分 4.企业敏锐捕捉农业市场需求，打通生产与交换环节（替代 深化供给侧结构性改革/生产智能化/ 优化产品结构/ 生产创造需求，需求牵引供给）1 分 利用大数据等先进技术提高农业生产效率，降低成本，1 分 提升质量，促进了产业结构优化升级1 分，助推农业高质量发展（替代 农业新质生产力 1 分）（2） [page 3] （8 分） 可从技术共享促进经济全球化、多边合作推动全球治理、构建人类命运共同体等角度回答。 细则： 1.国际竞争的实质→坚持高水平对外开放（可替代为：对外开放的基本国策）→以科学技术的发展 推动建设创新型、开放型世界经济（不可替代）→促进经济全球化发展（4 分） 2.和平与发展的国际潮流→在联合国宗旨和原则的框架下（不可替代），构建人类命运共同体→加 强国际交流和合作（可替代为：坚持正确的义利观）→积极参与全球治理（3 分） 3.逻辑1 分（学,02_codex_lane\codex_a_coverage_matrix.csv:152
M0398,codex_a_coverage_matrix,2025房山一模,2025,一模,Q5,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,主观能动性 | 价值判断 | 价值选择 | 发展 | 守正创新 | 实践,rubric_term_hit,待核,是：需逐题回源/融合裁决,possible_omission_needs_source_review,向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 [page 4] 20.（9 分） 可从中华民族伟大复兴、中华民族精神、发展观等角度回答。 细则： 1.必答：全面深化改革或者中华民族精神-奋斗精神，2 分； 2.逻辑结构：是-为-怎；是-怎；为-怎，1 分； 3.综合运用所学，如果单一模块知识作答，最高4 分； 4.主体角度：党，人民，青年； 5.具体可用知识点：中华民族伟大复兴中国梦，发挥主观能动性，中华民族精神，群众观点群众路线， 发展观（质量互变，前进性与曲折性），实现人生价值，价值判断与价值选择。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 ```,02_codex_lane\codex_a_coverage_matrix.csv:153
M0399,codex_a_coverage_matrix,2025房山一模,2025,一模,Q6,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,矛盾,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,（形式美），吸引了国内外年轻观众，体现了“守正创新”和内容与形式的统一，A 符合题意。 B：文化创作应立足社会实践，而非传统文化，B 说法错误。 C：建立健全把社会效益放在首位、社会效益和经济效益相统一的文化创作生产体制机制。而不是要以经 济效益为中心，C 说法错误。 D：材料没有体现中华文化吸收其他国家文化，不涉及世界各国文化兼容并蓄，D 不符合题意。 故本题选A。 6. 【答案】B 【详解】①：小王说既要去颐和园，又要去八达岭长城，小张说要么去颐和园，要么去古北水镇，只去其 中一个地方，若去了古北水镇和八达岭长城，没去颐和园，就与小王的话矛盾，能推出小王的话为假 ， ①正确。 ②：“很多人没去过古北水镇”属于特称否定判断，特称否定判断不能直接进行换位推理 ，不能直接推出 “去过古北水镇的没有很多人”，②错误。 ③：小张说要么去颐和园，要么去古北水镇，只去其中一个地方，若去了颐和园、古北水镇和八达岭长 城，就与小张的话矛盾，能推出小张的话为假 ，③正确。 ④：“或者去八达岭长城，或者去古北水镇”，无法同时满足小王既要去颐和园又要去八达岭长城，以及小 张只在颐和园和古北水镇中选其一的要求 ，④错误。 故本题选B。 7. 【答案】B 【详解】A：认识的终点应为思维具体，而非,02_codex_lane\codex_a_coverage_matrix.csv:154
M0400,codex_a_coverage_matrix,2025房山一模,2025,一模,Q7,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 矛盾 | 认识,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,④“或者去八达岭长城，或者去古北水镇”能同时满足小王和小张的要求 A. ①② B. ①③ C. ②④ D. ③④ 7. 蛇年春晚的创意融合舞蹈《秧BOT》中，机器人与舞者共舞，手绢花翻飞旋转，传统文化与现代科技实 现跨界融合，将机器人设计成能承担艺术表达和文化传承功能的表演主体。这种创意（ ） A. 将传统秧歌迁移到机器人，达到了思维抽象这一认识的终点 B. 用反向法打破传统表演的界限，展现了未来舞台表演的无限可能性 C. 用机器人与人共舞演绎社会主义先进文化，体现了中华民族精神的核心 D. 以机器人与舞者和谐共舞的方式，体现了矛盾同一性是推动事物发展的动力 8. “小法庭”绘就基层治理新风景。某地法庭创新开展“庭审代训”工作方式，选定当地典型纠纷作为示 范案件，邀请村干部旁听庭审，提升村干部法律意识和调解工作能力，从而帮助他们在基层工作中更好地 解决纠纷。“庭审代训”工作（ ） ①有利于健全法律援助体系，使公平正义得到切实维护 ②推动自治与法治的有机结合，提高基层社会治理能力 ③旨在创新基层群众自治组织形式，促进多元协同治理 ④有利于提高化解纠纷能力，提升社会治理法治化水平 A. ①② B. ①③ C. ②④ D. ③④ 9. 一条“12345”政务服,02_codex_lane\codex_a_coverage_matrix.csv:155
M0401,codex_a_coverage_matrix,2025房山一模,2025,一模,Q8,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,意识,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,器人与舞者共舞，手绢花翻飞旋转，传统文化与现代科技实 现跨界融合，将机器人设计成能承担艺术表达和文化传承功能的表演主体。这种创意（ ） A. 将传统秧歌迁移到机器人，达到了思维抽象这一认识的终点 B. 用反向法打破传统表演的界限，展现了未来舞台表演的无限可能性 C. 用机器人与人共舞演绎社会主义先进文化，体现了中华民族精神的核心 D. 以机器人与舞者和谐共舞的方式，体现了矛盾同一性是推动事物发展的动力 8. “小法庭”绘就基层治理新风景。某地法庭创新开展“庭审代训”工作方式，选定当地典型纠纷作为示 范案件，邀请村干部旁听庭审，提升村干部法律意识和调解工作能力，从而帮助他们在基层工作中更好地 解决纠纷。“庭审代训”工作（ ） ①有利于健全法律援助体系，使公平正义得到切实维护 ②推动自治与法治的有机结合，提高基层社会治理能力 ③旨在创新基层群众自治组织形式，促进多元协同治理 ④有利于提高化解纠纷能力，提升社会治理法治化水平 A. ①② B. ①③ C. ②④ D. ③④ 9. 一条“12345”政务服务便民热线，搭建起汇集民生幸福指数的“智慧中枢”。北京市创造性提出“以市 民诉求驱动超大城市治理”的改革方案，促进政府转变职能，推动党员干部持续深入转作风，实现了“人 民监督,02_codex_lane\codex_a_coverage_matrix.csv:156
M0402,codex_a_coverage_matrix,2025房山一模,2025,一模,Q9,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,改革 | 矛盾,term_hit_needs_review,待核,是：需逐题回源/融合裁决,weak_hit_review_or_exclude,①② B. ①③ C. ②④ D. ③④ 9. 一条“12345”政务服务便民热线，搭建起汇集民生幸福指数的“智慧中枢”。北京市创造性提出“以市 民诉求驱动超大城市治理”的改革方案，促进政府转变职能，推动党员干部持续深入转作风，实现了“人 民监督”和“自我革命”的有机结合。可见（ ） ①党坚持以人民为中心，求真务实，解决市民诉求 ②政府坚持解放思想，依法执政，创新超大城市治理模式 [page 3] 第3页/共16页 ③“人民监督”和“自我革命”的有机结合利于巩固党的长期执政地位 ④政府及时掌握市民诉求的“第二手材料”，利于化解矛盾，促进社会和谐 A. ①③ B. ①④ C. ②③ D. ②④ 10. 原告李某使用某软件通过输入提示词的方式生成一图片，并将该图片以“春风送来了温柔”为名发布到 社交平台。被告刘某在社交平台发布原创诗歌用其配图，且截去了原告在社交平台的署名水印。下列说法 正确的是（ ） ①李某使用该软件生成的图片有智力付出，享有该图片的著作权 ②刘某将含该图片的诗歌发布在社交平台，侵犯了李某的发表权 ③李某可向法院起诉刘某侵犯其信息网络传播权，要求消除影响 ④李某与刘某发生违约纠纷，刘某应对其没有过错承担举证责任 A. ①③ B. ①④,02_codex_lane\codex_a_coverage_matrix.csv:157
M0403,codex_a_coverage_matrix,2025房山一模,2025,一模,Q12,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展,term_hit_needs_review,待核,是：需逐题回源/融合裁决,weak_hit_review_or_exclude,，要求对 方恢复房屋结构布局。法院判决恢复原状。对本案分析正确的是（ ） 《住宅设计规范》规定：卫生间不应直接布置在下层住户的卧室、起居室（厅）、厨 房和餐厅的上层，并且该条款属于强制性条文。 ①高先生对房屋改造是行使处分的权利，符合自愿原则 ②高先生行使权利要注意界限，不违背法律与公序良俗 ③张先生以和为贵选调解，因其是解决纠纷的优先选择 ④作为邻居应本着友善的态度处理不动产相邻权的纠纷 A. ①② B. ①③ C. ②④ D. ③④ 12. 2025 年2 月，习近平总书记在北京主持召开民营企业座谈会，强调“党和国家对民营经济发展的基本 方针政策，已经纳入中国特色社会主义制度体系，将一以贯之坚持和落实，不能变，也不会变”。下列促 进民营企业发展的举措，合理的是（ ） ①减轻民企税费负担→降低民企融资成本→增强民企发展信心 ②破除市场准入障碍→营造公平竞争环境→激发民营经济活力 ③构建亲清政商关系→保障民企合法权益→降低企业经营风险 ④加强反不正当竞争执法→规范市场秩序→优化民企营商环境 A. ①② B. ①③ C. ②④ D. ③④ 13. 2025 年中央经济工作会议将“提振消费、提高投资效益，全方位扩大国内需求”放在重点工作的首位。 下列有利于扩大国,02_codex_lane\codex_a_coverage_matrix.csv:158
M0404,codex_a_coverage_matrix,2025房山一模,2025,一模,Q13,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,→降低民企融资成本→增强民企发展信心 ②破除市场准入障碍→营造公平竞争环境→激发民营经济活力 ③构建亲清政商关系→保障民企合法权益→降低企业经营风险 ④加强反不正当竞争执法→规范市场秩序→优化民企营商环境 A. ①② B. ①③ C. ②④ D. ③④ 13. 2025 年中央经济工作会议将“提振消费、提高投资效益，全方位扩大国内需求”放在重点工作的首位。 下列有利于扩大国内需求的措施是（ ） ①不断增加居民收入，提高劳动报酬在再分配中的比重 ②完善社会保障制度，降低城乡居民基础养老金最低标准 ③实施家电产品补贴，发挥消费在经济发展中的基础性作用 ④优化地方政府专项债券管理机制，助力新兴产业基础设施建设 [page 4] 第4页/共16页 A. ①② B. ①④ C. ②③ D. ③④ 14. “从法国农场到中国餐桌”“第10 万列中欧班列从重庆驶向德国杜伊斯堡”……这是“开放中国”的 鲜活注脚。我国全面取消制造业领域外资准入限制措施，给予所有建交的最不发达国家100%税目产品零关 税待遇，连续七年举办中国国际进口博览会……这说明（ ） A. 中国在对外关系中正视矛盾分歧，加强协商交流 B. 中国构建同周边国家友好发展格局的步伐更加坚实 C. 中国通,02_codex_lane\codex_a_coverage_matrix.csv:159
M0405,codex_a_coverage_matrix,2025房山一模,2025,一模,Q14,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 矛盾,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,②完善社会保障制度，降低城乡居民基础养老金最低标准 ③实施家电产品补贴，发挥消费在经济发展中的基础性作用 ④优化地方政府专项债券管理机制，助力新兴产业基础设施建设 [page 4] 第4页/共16页 A. ①② B. ①④ C. ②③ D. ③④ 14. “从法国农场到中国餐桌”“第10 万列中欧班列从重庆驶向德国杜伊斯堡”……这是“开放中国”的 鲜活注脚。我国全面取消制造业领域外资准入限制措施，给予所有建交的最不发达国家100%税目产品零关 税待遇，连续七年举办中国国际进口博览会……这说明（ ） A. 中国在对外关系中正视矛盾分歧，加强协商交流 B. 中国构建同周边国家友好发展格局的步伐更加坚实 C. 中国通过对外直接投资为世界经济发展增添新动能 D. 中国以人类命运共同体思想为全球发展提供现实路径 15. 2024 年我国货物贸易进出口总量、增量、质量“三量”齐升，部分数据如下图所示。 部分种类产品出口增长率 可见，中国（ ） ①出口产品结构不断优化升级，制造业竞争优势增强 ②进出口贸易规模不断扩大，国际收支逐渐达到平衡 ③改革开放持续推进，积极主动参与贸易全球化进程 ④坚持多边贸易机制体制，参与全球产业分工和合作 A. ①③ B. ①④,02_codex_lane\codex_a_coverage_matrix.csv:160
M0406,codex_a_coverage_matrix,2025房山一模,2025,一模,Q15,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,改革 | 部分,term_hit_needs_review,待核,是：需逐题回源/融合裁决,weak_hit_review_or_exclude,D. ③④ 14. “从法国农场到中国餐桌”“第10 万列中欧班列从重庆驶向德国杜伊斯堡”……这是“开放中国”的 鲜活注脚。我国全面取消制造业领域外资准入限制措施，给予所有建交的最不发达国家100%税目产品零关 税待遇，连续七年举办中国国际进口博览会……这说明（ ） A. 中国在对外关系中正视矛盾分歧，加强协商交流 B. 中国构建同周边国家友好发展格局的步伐更加坚实 C. 中国通过对外直接投资为世界经济发展增添新动能 D. 中国以人类命运共同体思想为全球发展提供现实路径 15. 2024 年我国货物贸易进出口总量、增量、质量“三量”齐升，部分数据如下图所示。 部分种类产品出口增长率 可见，中国（ ） ①出口产品结构不断优化升级，制造业竞争优势增强 ②进出口贸易规模不断扩大，国际收支逐渐达到平衡 ③改革开放持续推进，积极主动参与贸易全球化进程 ④坚持多边贸易机制体制，参与全球产业分工和合作 A. ①③ B. ①④ C. ②③ D. ②④ 第二部分 本部分共5 题，共55 分。 16. 阅读材料，回答问题。 博物馆是保护和传承人类文明的重要殿堂，是连接过去、现在、未来的桥梁。打卡博物馆成为假期 “顶流”，某班同学畅谈活动体验。 同学甲北京古代建筑博物馆的,02_codex_lane\codex_a_coverage_matrix.csv:161
M0407,codex_a_coverage_matrix,2025房山一模,2025,一模,Q16,philosophy_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,价值判断 | 价值观 | 价值选择 | 发展 | 哲学 | 哲学与文化 | 实践 | 意识 | 矛盾 | 联系 | 规律 | 认识 | 部分,rubric_explicit,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,作用的结果，既赋能经济发展彰显文化自信，也折射 发展中的矛盾问题，需要用一分为二的观点去看。要让博物馆真热，一方面在科技赋能中促进中华 优秀传统文化创造性转化和创新性发展，另一方面参与者要树立正确的价值观，把握“守正与创新” 的关系，最终让博物馆在促进文化传承和社会发展的价值充分释放。 细则： 文化（4 分）： 优秀文化的传承（1 分） 中华优秀传统文化创造性转化和创新性发展（文化创新） （1 分） 文化自信（1 分） 文化载体、丰增促（文化功能）、满足人民美好生活需要，任何一点为（1 分） 哲学（3 分）： 要树立正确的价值观、或者正确的价值判断和价值选择（1 分） 用一分为二全面的观点去看问题（2 分）、或者写矛盾、辩证的看问题（1 分） 以上两点均没有，或者只写其中一点的，写联系、发展、具体问题具体分析、一切从实际出发、正 确的意识等（1 分） （2）（4 分） 示例1： 具有教育功能的场所是保护和传承人类文明的重要殿堂； 博物馆是具有教育功能的场所； 所以，博物馆是保护和传承人类文明的重要殿堂。 细则： 前提为真，推理结构正确（符合三段论基本规则）4 分 只写出前提（正确）,02_codex_lane\codex_a_coverage_matrix.csv:162
M0408,codex_a_coverage_matrix,2025房山一模,2025,一模,Q17,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,人民群众 | 意识,term_hit_needs_review,待核,是：需逐题回源/融合裁决,weak_hit_review_or_exclude,通过材料找出一个“中项”即可，注意第一要符合符合三段论的逻辑规则。 【小问3 详解】 本题属于开放性试题，要求结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建 议。切合主题要求，言之有理即可。具体可运用联想思维、发散思维等知识来作答。 17. 【答案】 ①坚持和加强党的全面领导，发挥党员的先锋模范作用和基层党组织的战斗堡垒作用，提升河道治理效 能。 ②建立多方协调治理体系，凝聚各方力量，调动各主体的主动性和创造性，坚持共建共治共享，形成治理 合力，提升河道治理水平。 ③坚持人民立场，践行全心全意为人民服务的根本宗旨，把人民群众的根本利益作为河道治理的出发点和 落脚点，探索出一条河道治理的有效路径。 ④坚持自治与法治相结合，引导人们尊法、守法，促进社会和谐。 （原题无答案，此答案仅供参考） 【分析】背景素材：某地河道治理 考点考查：中国共产党的领导、人民当家作主、全面依法治国 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科学精神、法治意识 【详解】第一步：审设问。明确主体、作答范围、问题限定和作答角度。 本题为材料分析类主观题，要求运用《政治与法治》知识，从中国共产党的领导、人民当家作主、全面依 法治国角度来分析作答。 第二步：审材,02_codex_lane\codex_a_coverage_matrix.csv:163
