matrix_row_id,matched_terms,题源,题号,是否进宝典,宝典节点,证据等级,当前处理,disposition,formal_signal,source_pointer_exists,support_excerpt
M0820,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2024海淀二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0821,SUITE_LEVEL_SUMMARY,2024海淀一模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_RECHECKED_FORMAL_SCORING_AND_DOCX,MATRIX_ONLY_CLOSED_20260525_HAIDIAN_2024_YIMO_SUITE_LEVEL_RECHECKED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录不替代逐题细则核验。本轮已核验Q16正式细则宽角度与当前DOCX多节点覆盖，并确认Q17误放已移除且不属必修四正文补充范围。
M0822,SUITE_LEVEL_SUMMARY,2024石景山一模,SUITE_LEVEL,套卷已完成Batch18逐题回源；有新增Q2正文和既有Q3/Q5/Q16覆盖,SUITE_LEVEL_SUMMARY,BATCH18_SUITE_SOURCE_REVIEW_CLOSED,BATCH18_SUITE_SOURCE_REVIEW_CLOSED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2024各区一模\2024石景山一模\其他材料\2024年石景山一模.pptx
M0823,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2024顺义二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0824,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2024西城二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0825,COVERED_OR_PATCHED; COVERED_OR_PATCHED_WITH_ROW_REVIEW; SUITE_LEVEL_SUMMARY,2024西城一模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,COVERED_OR_PATCHED_WITH_ROW_REVIEW,SUITE_LEVEL_CLOSED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,当前DOCX已有2024西城一模正文提及，且本次补入Q2、移动Q9、逐题关闭旧候选。
M0826,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2025昌平二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0827,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2025朝阳二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0828,SUITE_LEVEL_SUMMARY,2025朝阳一模,SUITE_LEVEL,套卷逐题已由Batch14闭合,SUITE_LEVEL_SUMMARY,Batch14逐题矩阵闭合,SUITE_CLOSED_BY_BATCH14,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,2025朝阳一模源包、教师版、细则渲染页及17/18/19阅卷总结已核；逐题挂起项已关闭。
M0829,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2025东城二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0830,SUITE_LEVEL_SUMMARY,2025东城一模,SUITE_LEVEL,套卷逐题已由Batch08闭合,SUITE_LEVEL_SUMMARY,Batch08逐题矩阵闭合,SUITE_CLOSED_BY_BATCH08,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,逐题回源已闭合：Q1/Q4/Q5/Q16新增，Q6/Q16/Q18/Q21现有覆盖，其余模块边界排除。
M0832,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2025丰台二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0833,SUITE_LEVEL_SUMMARY,2025丰台一模,SUITE_LEVEL,套卷逐题已由Batch09闭合,SUITE_LEVEL_SUMMARY,Batch09逐题矩阵闭合,SUITE_CLOSED_BY_BATCH09,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,逐题回源已闭合：Q15/Q18(1)新增，Q2/Q4/Q16/Q18(3)现有覆盖，其余模块边界排除。
M0834,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2025海淀二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0835,SUITE_LEVEL_SUMMARY,2025海淀一模,SUITE_LEVEL,套卷逐题已由Batch10闭合,SUITE_LEVEL_SUMMARY,Batch10逐题矩阵闭合,SUITE_CLOSED_BY_BATCH10,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,逐题回源已闭合：Q2/Q5新增，Q16/Q22现有覆盖并重引源证，其余模块边界排除或另补边界行。
M0836,COVERED_OR_PATCHED; SUITE_LEVEL_SUMMARY,2025门头沟一模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,COVERED_OR_PATCHED,BATCH17_SUITE_SOURCE_REVIEW_CLOSED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc
M0837,SUITE_LEVEL_SUMMARY,2025石景山一模,SUITE_LEVEL,套卷级索引：已拆为逐题处置,SUITE_LEVEL_SUMMARY,套卷索引+逐题裁决已完成,SUITE_LEVEL_INDEX_SUPERSEDED_BY_ROW_REVIEW_SHIJINGSHAN_2025,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2025石景山一模已按Q1-Q21逐题裁决；套卷级行只作索引，不能替代逐题证据。
M0838,COVERED_OR_PATCHED; SUITE_LEVEL_SUMMARY,2025顺义一模,SUITE_LEVEL,套卷已完成逐题修复记录,SUITE_LEVEL_SUMMARY,COVERED_OR_PATCHED,COVERED_OR_PATCHED_ROW_LEVEL_REPAIRED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,逐题矩阵已覆盖Q1-Q21；套卷级记录不再作为补厚风险。
M0839,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2025西城二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0840,COVERED_OR_PATCHED; SUPERSEDED_BY_ROW_LEVEL_REPAIR; SUITE_LEVEL_SUMMARY,2025西城一模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY_SUPERSEDED,COVERED_OR_PATCHED,SUPERSEDED_BY_ROW_LEVEL_REPAIR,NON_BODY_SUPERSEDED_OR_CANDIDATE_ONLY,true,true,逐题矩阵已补齐Q1-Q22决策；套卷级行不替代逐题细则核验。
M0841,SUITE_LEVEL_SUMMARY,2025延庆一模,SUITE_LEVEL,套卷级索引：已拆为逐题处置,SUITE_LEVEL_SUMMARY,套卷索引+逐题裁决已完成,SUITE_LEVEL_INDEX_SUPERSEDED_BY_ROW_REVIEW_YANQING_2025,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2025延庆一模已按Q1-Q21逐题裁决；套卷级行只作索引，不能替代逐题证据。
M0842,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK; SUITE_LEVEL_SUMMARY,2026朝阳二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_SUMMARY_RECHECKED_NO_OPEN_ROW_RISK,MATRIX_ONLY_CLOSED_20260525_SUITE_LEVEL_SUMMARY_DOWNGRADED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录仅作覆盖摘要，不替代逐题细则核验，也不单独支持新增正文条目。当前风险审计中该套卷无需要再由套卷级行触发的正文补厚项；若后续重开，必须回到具体题号和正式评分来源。
M0843,COVERED_OR_PATCHED; COVERED_OR_PATCHED_WITH_ROW_REVIEW; SUITE_LEVEL_SUMMARY,2026朝阳一模,SUITE_LEVEL,套卷有最终DOCX提及且Batch05已逐题闭合,SUITE_LEVEL_SUMMARY,COVERED_OR_PATCHED_WITH_ROW_REVIEW,Batch05套卷级闭合。,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,Batch05逐题回源闭合，不再仅依赖套卷级记录。
M0844,SUPERSEDED_BY_ROW_LEVEL_REPAIR; SUPERSEDED_BY_ROW_LEVEL_MATRIX,2026东城二模,SUITE_LEVEL,套卷级行已被逐题矩阵承接,SUPERSEDED_BY_ROW_LEVEL_MATRIX,套卷级/候选承接,SUPERSEDED_BY_ROW_LEVEL_REPAIR,NON_BODY_SUPERSEDED_OR_CANDIDATE_ONLY,false,true,套卷级覆盖口径已由2026-05-25逐题矩阵修复承接。
M0846,SUITE_LEVEL_SUMMARY,2026房山二模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_FANGSHAN_2026_ERMO_REPAIR_RENDER_PASS,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2026房山二模：Q16已有正文覆盖，Q18(2)和Q21哲学角度本批补入，Q17/Q19/Q20边界排除，Q18(1)法律边界不入哲学正文。
M0847,SUITE_LEVEL_SUMMARY,2026房山一模,SUITE_LEVEL,套卷级旧行已拆分为逐题行,SUITE_LEVEL_SUMMARY,Batch12逐题拆分,SUPERSEDED_BY_BATCH12_PER_QUESTION_ROWS,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,当前有效状态见Q16-Q20回源行和新增Q1-Q15选择题答案键blocker行。
M0848,SUITE_LEVEL_SUMMARY,2026丰台二模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_FENGTAI_2026_ERMO_REPAIR_RENDER_PASS,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2026丰台二模逐题回源：Q4-Q7、Q22补入或登记正文链条；Q16已有5处正文覆盖；其余政治/法律/经济/逻辑/国际政治经济题边界排除。
M0849,SUITE_LEVEL_SUMMARY,2026丰台一模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_RECHECKED_MODULE_BOUNDARY,MATRIX_ONLY_CLOSED_20260525_FENGTAI_YIMO_SUITE_LEVEL_RECHECKED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录不替代逐题细则核验。Q19/Q20已按正式答案版PDF题面完成模块边界闭合，不进当前必修四哲学正文。
M0850,COVERED_OR_PATCHED; COVERED_OR_PATCHED_WITH_ROW_REVIEW; SUITE_LEVEL_SUMMARY,2026海淀二模,SUITE_LEVEL,套卷已逐题回源闭合,SUITE_LEVEL_SUMMARY,COVERED_OR_PATCHED_WITH_ROW_REVIEW,BATCH06_SUITE_CLOSED_WITH_ROW_REVIEW,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,Batch06完成Q1-Q21逐题裁决；新增Q2/Q3/Q4，保留Q16两总节点，Q21 HOLD。
M0851,SUITE_LEVEL_SUMMARY,2026海淀一模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_HAIDIAN_2026_YIMO_REPAIR,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2026海淀一模本批完成Q16现有正文覆盖核验，Q15/Q17/Q18/Q19/Q20边界排除；套卷级记录只作为闭合摘要。
M0852,SUITE_LEVEL_SUMMARY,2026门头沟一模,SUITE_LEVEL,套卷逐题已由Batch13闭合,SUITE_LEVEL_SUMMARY,Batch13逐题矩阵闭合,SUITE_CLOSED_BY_BATCH13,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,Q1-Q21已逐题回源；Q7新增，Q3/Q6/Q10补边界行，其余入正文/排除均有答案键或细则依据。
M0853,SUITE_LEVEL_SUMMARY,2026石景山二模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY,SUITE_LEVEL_RECHECKED_FORMAL_SCORING_AND_DOCX,MATRIX_ONLY_CLOSED_20260525_SHIJINGSHAN_ERMO_SUITE_LEVEL_RECHECKED,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,套卷级记录不替代逐题细则核验。本轮已核验Q17(3)正式答案及评分参考的哲学宽角度与等级表，并与当前DOCX三处正文落点对齐。
M0854,SUITE_LEVEL_SUMMARY,2026石景山一模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_SHIJINGSHAN_2026_YIMO_REPAIR_RENDER_PASS,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2026石景山一模：Q2/Q3哲学选择链条本批补入；Q17(1)和Q21已有当前DOCX正文覆盖；其余政治、法律、经济、逻辑、国际题边界排除。
M0855,SUITE_LEVEL_SUMMARY,2026顺义二模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_SHUNYI_2026_ERMO_REPAIR_RENDER_PASS,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,顺义二模本批完成Q16弱证据重复候选关闭、Q21新增、Q11/Q17/Q18/Q20边界排除；套卷级记录只作为闭合摘要。
M0856,SUITE_LEVEL_SUMMARY,2026顺义一模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_SHUNYI_2026_YIMO_REPAIR_RENDER_PASS,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,顺义一模本批完成Q2/Q5新增、Q16/Q21现有正文覆盖核验、非本模块行边界排除；套卷级记录只作为闭合摘要。
M0857,SUITE_LEVEL_SUMMARY,2026通州一模,SUITE_LEVEL,套卷逐题风险已回源闭合,SUITE_LEVEL_SUMMARY,逐题回源闭合汇总,SUITE_LEVEL_CLOSED_BY_TONGZHOU_2026_YIMO_REPAIR,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,false,true,2026通州一模本批完成Q18现有正文覆盖核验、Q1-Q3选择题答案键缺失边界记录、Q17模块边界排除；套卷级记录只作为闭合摘要。
M0858,SUITE_LEVEL_SUMMARY,2026西城二模,SUITE_LEVEL,套卷逐题已由Batch11闭合,SUITE_LEVEL_SUMMARY,Batch11逐题矩阵闭合,SUITE_CLOSED_BY_BATCH11,NON_BODY_SUITE_LEVEL_SUMMARY_NOT_ROW_EVIDENCE,true,true,逐题回源已闭合：Q3/Q4/Q16价值观/Q20新增，Q16原两条重引评标PNG证据，其余模块边界排除或补行。
M0859,SUPERSEDED_BY_ROW_LEVEL_REPAIR; SUPERSEDED_BY_ROW_LEVEL_MATRIX,2026西城一模,SUITE_LEVEL,套卷级行已被逐题矩阵承接,SUPERSEDED_BY_ROW_LEVEL_MATRIX,模块边界/套卷级承接,SUPERSEDED_BY_ROW_LEVEL_REPAIR,NON_BODY_SUPERSEDED_OR_CANDIDATE_ONLY,false,true,套卷级覆盖口径已由2026-05-25逐题矩阵修复承接。
M0860,COVERED_OR_PATCHED; SUPERSEDED_BY_ROW_LEVEL_REPAIR; SUITE_LEVEL_SUMMARY,2026延庆一模,SUITE_LEVEL,套卷有最终DOCX提及或闭合记录,SUITE_LEVEL_SUMMARY_SUPERSEDED,COVERED_OR_PATCHED,SUPERSEDED_BY_ROW_LEVEL_REPAIR,NON_BODY_SUPERSEDED_OR_CANDIDATE_ONLY,true,true,逐题矩阵已补齐Q1-Q20决策；套卷级行不替代逐题细则核验。
