queue_id,priority,priority_reason,heading,entry_group,question_kind,thin_flags,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,recommended_action,answer_excerpt
T0068,P1,inserted entry needs parity with legacy thickness,3. 2025海淀期末 第16题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,132,34,192,123,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,中药材与食材之间存在“药食同源”的固有联系；打造中医药新时尚，要把中药养生功效与烘焙食品形态之间这种固有联系利用起来——针对熬夜人群以石斛入曲奇、针对消暑以荷叶入包、针对低糖需求以青稞入面包，根据事物的固有联系建立中药与日常饮食之间新的具体联系。
T0412,P1,inserted entry needs parity with legacy thickness,3. 2025海淀期末 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,69,34,141,115,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,打造中医药新时尚，要坚持人民立场——把不同人群的健康需求与生活需要作为产品研发的根本出发点，针对熬夜人群、消暑人群、低糖需求人群分别开发石斛曲奇、荷叶消暑包、青稞零蔗糖面包等产品，让中医药文化以受人民欢迎的形式更好地服务人民健康。
T0201,P1,inserted entry needs parity with legacy thickness,3. 2025海淀期末 第17题第（2）问（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,86,28,180,155,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,矛盾双方既对立又统一，在一定条件下相互转化。失败者的失败与能量守恒定律的最终发现并非彼此孤立——正是这些失败让法国科学院宣布不再审查永动机设计、让人们头脑冷静、让科学家从不同角度提出能量守恒思想，“失败”在“冷静研究能量转化规律”这一条件下转化为通向“能量守恒定律”这一重大成功的环节。所以应当纪念这些失败者。
T0281,P1,inserted entry needs parity with legacy thickness,3. 2025海淀期末 第17题第（2）问（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,108,28,188,163,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,实践是检验认识真理性的唯一标准，实践是认识发展的动力。永动机制造的一次次失败，正是用实践检验出“不消耗任何能量便能自动运转”这种认识不符合客观真理；同时这些失败的实践推动焦耳、亥姆霍兹、迈尔等科学家从不同角度去思考能量转化规律，最终促成能量守恒定律的发现。失败者用实践给后人提供了认识发展的动力和真理性的检验，所以应当被纪念。
T0271,P1,inserted entry needs parity with legacy thickness,3. 2026东城一模 第16题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,107,50,121,139,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,看待优秀文艺要坚持两点论与重点论的统一：思想性、艺术性是矛盾的主要方面，体现为“家国之情”“烈士豪情”“劳动者之歌”等时代恢弘深沉情感；情绪需求是矛盾的次要方面。题目观点把次要方面的“满足大众情绪需求”当作判定优秀与否的本质，是以次要方面代替主要方面，因而该观点片面、不能成立。
T0091,P1,inserted entry needs parity with legacy thickness,3. 2026海淀二模 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,59,248,88,92,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选A。卷面可写：人为事物的联系具有“人化”特点，但形成之后仍具有客观性，必须以客观规律和客观条件为依据。调暗照明体现的是尊重候鸟迁飞规律、按客观联系优化城市管理，而不是主观折中。
T0388,P1,inserted entry needs parity with legacy thickness,3. 2026海淀期末 第17题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,84,34,180,132,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,红色文化承载着革命理想、奋斗精神、爱国情怀等正确价值观，作为“精神之钙”对年轻人具有导向作用；通过体验、数字呈现和青年讲述等方式，红色文化把蕴含其中的正确价值观注入年轻人的精神世界，引领年轻人把先辈的理想、奋斗、担当转化为自己的价值追求，所以能持续“圈粉”年轻人。
T0140,P1,inserted entry needs parity with legacy thickness,30. 2025朝阳期末 第9题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,80,94,89,103,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选A。打造韧性城市要坚持系统观念，把不同空间圈层、治理主体和安全发展目标作为相互联系的系统进行统筹，优化城市抵御风险和恢复运行的整体能力。本条只证明客观题正确项可以作为系统观念挂点，不冒充主观题细则。
T0292,P1,inserted entry needs parity with legacy thickness,30. 2025海淀期末 第6题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,51,85,66,93,1,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题正确项包含④。实践推动人们发现胡克定律，形成关于弹性形变与外力关系的认识；该认识又被运用于弹簧制造、工程设计和地质力学实践，体现实践与认识的相互作用。此条只作为客观选择题正确项挂点。
T0321,P1,inserted entry needs parity with legacy thickness,30. 2026丰台一模 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,63,86,108,108,4,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选A。本节点只处理①：古人在建筑营造实践中形成凹曲屋面的设计智慧，说明实践是认识的来源和发展动力。②“综合思维”属选择性必修三思维方法，不作为本哲学节点新增；③“全新重构”和④“迁移最速降线理论”均与题意不符。
T0039,P1,inserted entry needs parity with legacy thickness,30. 2026丰台期末 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,52,49,38,62,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题只作客观选择题挂点。机器人不会自行生成治理模式，其作为实践工具的革新，是人在认识水务治理问题基础上发挥主观能动性的结果。
T0199,P1,inserted entry needs parity with legacy thickness,30. 2026房山二模 第18题第（2）问（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,105,65,98,134,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,OPC的出现否定了传统单人公司依赖个人单打独斗的旧形态，形成“单人成军”的新创业范式；这种否定是联系和发展的环节。OPC继续发展时，既要肯定数字员工带来的效率和能力提升，又要对商业诋毁、秘密泄露、侵权等风险进行规范改造，把风险治理包含进新事物发展过程，这就是坚持扬弃。
T0084,P1,inserted entry needs parity with legacy thickness,30. 2026石景山二模 第17(3)题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,75,21,135,101,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,从联系角度写，良法与善治紧密联系：良法为治理提供制度基础和规范依据，善治让法律效力转化为国家治理现代化的实际成效。卷面可写：不能孤立地只看法律文本，也不能只看治理效果，而要把制度建设和治理实践联系起来。
T0293,P1,inserted entry needs parity with legacy thickness,31. 2026丰台期末 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,51,35,33,54,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题只作客观选择题挂点。水务机器人延伸人的认识器官和实践工具，使人能够更有效获取治理信息并改进水务治理实践。
T0382,P1,inserted entry needs parity with legacy thickness,31. 2026海淀期中 第9题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,68,32,72,50,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,答案选A。问计于民说明人民群众是社会历史的主体，规划形成要尊重人民主体地位，汇聚人民群众智慧和力量。
T0085,P1,inserted entry needs parity with legacy thickness,31. 2026西城二模 第3题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,55,222,72,66,1,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选D。本节点处理④：城市规划要看到人与空间、时间、他人的普遍联系，用联系的观点理解城市生命体，而不是把城市拆成孤立的物理空间。
T0086,P1,inserted entry needs parity with legacy thickness,32. 2025朝阳期末 第2题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,93,190,90,108,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选D。城市治理要坚持联系的观点，从整体上把握传统文化记忆、居民生活需求、城市环境秩序和空间设计之间的联系，才能在整治杂乱鸽子笼的同时保留北京声音和乡愁记忆。本条只作为客观选择题正确项挂点，不升级为主观评分细则。
T0294,P1,inserted entry needs parity with legacy thickness,32. 2026朝阳期中 第14题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,44,38,38,63,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题只作客观选择题挂点。天气谚语来源于生活实践，是劳动人民实践经验的概括；它又能反作用于生活实践，帮助人们预判天气、安排活动。
T0223,P1,inserted entry needs parity with legacy thickness,33. 2026朝阳二模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,134,40,114,116,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,城市文化建设要把传承与创新统一起来：一方面保护历史古迹和城市文脉，另一方面通过四合院焕新、公共文化空间和线上文化产品让传统进入现代生活。卷面可写：传承与创新既有区别又相互促进，只有在保护中利用、在利用中传承，才能让城市文化持续发展。
T0322,P1,inserted entry needs parity with legacy thickness,33. 2026海淀期末 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,63,30,63,48,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,理论创新来自实践、服务实践。新时代人文经济学要在中国式现代化实践中把文化繁荣和经济发展统一起来。
T0323,P1,inserted entry needs parity with legacy thickness,34. 2026丰台二模 第7题（选择题）,inserted,choice,WHY_LT_90_CHARS,117,41,88,134,4,expand material-to-principle recognition path; match inserted-entry detail level to surrounding legacy entries,本题应选D。可控核聚变研究通过实验装置和技术攻关不断解决现实难题，使人们对核聚变规律的认识持续深化，并为后续科研提供实践基础。③作为能源安全方向保留，④进入实践与认识链条；①把科技创新说成社会发展的根本动力且彻底否定既有成果，②把发展片面归结为量变，均不进入正文链条。
T0295,P1,inserted entry needs parity with legacy thickness,34. 2026海淀期末 第1题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,58,39,64,50,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,计时和测量工具在社会实践需要中被使用、发展和赋义，认识工具及其应用要服务实践，也受特定历史条件制约。
T0224,P1,inserted entry needs parity with legacy thickness,34. 2026通州一模 第18题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,119,47,130,92,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,隆福寺街区改造既保护古都肌理、留住历史记忆，又融入现代科技和时代元素，让保护与更新、传统与现代在同一空间中共生共荣。卷面可写：坚持对立统一观点，在承认古朴与创新差异的基础上寻找结合点。
T0141,P1,inserted entry needs parity with legacy thickness,34. 2026通州期末 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,33,27,40,40,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,基层治理要把多元主体、治理环节和现实问题作为系统来把握，统筹优化而不是孤立处理。
T0225,P1,inserted entry needs parity with legacy thickness,35. 2026石景山二模 第17(3)题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,106,21,110,84,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,从矛盾角度写，良法与善治是区别中的统一：没有良法，善治缺少规范基础；没有善治，良法难以充分发挥治理效能。卷面可写：在承认制度规范与治理成效差异的基础上推动二者相互促进。
T0142,P1,inserted entry needs parity with legacy thickness,35. 2026通州期末 第9题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,45,22,30,42,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,通过系统化、数字化方式统筹医保、商保和数据资源，可以优化服务流程，形成协同保障机制。
T0409,P1,inserted entry needs parity with legacy thickness,36. 2026东城一模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,79,50,90,105,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,优秀文艺不能只满足瞬时情绪，还要以正确价值观引领人、塑造人，弘扬中华民族精神和社会主义核心价值观，把大众情绪提升为深沉的时代情感。题目观点把“满足情绪”当作唯一标准，忽视了优秀文艺的价值导向作用，因而是片面的。
T0040,P1,inserted entry needs parity with legacy thickness,36. 2026延庆一模 第2题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,61,54,94,97,2,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选D。本节点只处理③：人工智能应用体现人发挥意识能动作用，把人的目的、知识和技术方案转化为智能化生产生活实践，推动劳动方式升级。④作为劳动分工信息保留为选择题边界，不扩展为主观题评分链条。
T0226,P1,inserted entry needs parity with legacy thickness,36. 2026石景山二模 第2题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,75,237,96,73,3,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,正确项是D（②④）。本节点只处理④：抗战剪纸把艺术表达和思想教育统一起来，说明矛盾双方既有区别又相互依存，艺术性与思想性在同一作品中实现对立统一。
T0296,P1,inserted entry needs parity with legacy thickness,36. 2026西城期末 第3题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,56,21,56,50,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,虚拟人模拟不能取消认识阶段，也不能保证没有偏差，但能让实践检验和认识调整更快循环，提高新药研发效率。
T0383,P1,inserted entry needs parity with legacy thickness,36. 2026通州期末 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,45,30,42,47,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,基层治理要尊重群众主体地位，从群众需要和群众参与中形成治理合力，不能把基层问题割裂、孤立处理。
T0227,P1,inserted entry needs parity with legacy thickness,37. 2025东城一模 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,64,102,91,106,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选C。已知与未知、噪与静、鸣与幽不是彼此孤立的两个方面，而是在同一情境中相互规定、相互映衬；这体现矛盾双方的对立统一。学习中认识越深入，越能发现新的未知，也正是在这种已知与未知的矛盾运动中推动认识继续发展。
T0143,P1,inserted entry needs parity with legacy thickness,37. 2025房山一模 第2题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,75,160,89,95,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,答案选D。体育课不是只解决体能问题，而是服务学生全面发展这一整体目标；应坚持系统观念和统筹兼顾，把体育、德育、智育、美育、劳育放在同一育人系统中协同推进。选择题边界已明示；非主观题评分细则。
T0041,P1,inserted entry needs parity with legacy thickness,37. 2026丰台二模 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,95,39,89,108,2,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选D。竹的美好寓意既以竹自身形态、气节等客观特点为基础，又经过创作者审美、价值追求和文化传统的加工，成为人脑对竹子能动反映的主观映象。①把来源误归为创作者素养，③把审美象征误说成揭示本质属性，均不作为正文链条。
T0228,P1,inserted entry needs parity with legacy thickness,38. 2025海淀一模 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,75,231,89,80,1,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选C。本节点处理④：完善生态产品价值实现机制，要在严格保护生态环境和实现经济社会价值之间动态把握条件、路径与限度，体现用矛盾运动的观点分析和推进制度完善。
T0386,P1,inserted entry needs parity with legacy thickness,38. 2025西城一模 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,62,79,75,87,2,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选D。本节点只处理③：人民群众是社会历史的主体，发展必须坚持人民立场，把人的发展和保障作为现代化的重要目的。④可作为联系/良性循环的选择题信息，不扩展成主观题评分链条。
T0144,P1,inserted entry needs parity with legacy thickness,38. 2026东城一模 第8题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,78,75,59,90,1,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选A。本节点只处理①：提升养老服务供给水平，要统筹基本养老、市场化养老和社会互助共济养老等资源，立足养老服务体系整体，优化结构和协同关系。选择题边界已明示；非主观题评分细则。
T0042,P1,inserted entry needs parity with legacy thickness,38. 2026丰台二模 第6题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,77,41,87,104,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选D。燕子归来的文学意象来源于现实春日景象，又经过人的审美加工，反映春日生机和时光流转，说明思维能够能动地反映客观世界。A夸大为直接揭示本质必然联系，B误写主客观相互转化，C误写脱离客观现实，均应排除。
T0435,P1,inserted entry needs parity with legacy thickness,38. 2026房山一模 第2题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,44,93,63,63,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选D。作答落点是价值判断与价值选择要符合社会发展规律并站在正确立场上；个人关照不能脱离社会关系，个人价值要在社会中实现。
T0087,P1,inserted entry needs parity with legacy thickness,38. 2026海淀期末 第2题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,49,35,46,51,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,看待评价和自我认识要坚持全面观点，既看到他人评价的参考意义，也看到评价背后的动机和条件，避免片面盲从。
T0164,P1,inserted entry needs parity with legacy thickness,38. 2026通州期末 第7题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,42,23,32,34,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,事物处于变化发展过程中，认识和行动要与时俱进，在变化中把握发展方向。
T0145,P1,inserted entry needs parity with legacy thickness,39. 2026东城二模 第21题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,96,30,97,120,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,做好“五篇大文章”要坚持系统观念，把科技、数字、绿色、普惠、养老金融放到中国特色现代金融体系中统筹优化，使不同金融资源围绕创新、绿色转型、民生保障和实体经济协同发力；只有优化系统结构、促进各要素联动，才能提高金融服务中国式现代化的整体效能。
T0043,P1,inserted entry needs parity with legacy thickness,39. 2026石景山一模 第3题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,109,35,88,113,2,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选A。AI可以进行思维模拟和信息处理，但不能替代人的意识、感知、价值判断和创造性表达；写作仍需要人发挥主观能动性，跳出路径依赖，形成独立思考。②把利弊说成不可调和，④把AI写作说成具有实践的直接现实性，均不进入正文链条。
T0233,P1,inserted entry needs parity with legacy thickness,4. 2024西城一模 第9题（选择题）,inserted,choice,SHORT_WITHOUT_POINT_MARKERS,70,54,111,121,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题应选D。世界上的一切事物都包含矛盾，矛盾具有普遍性；逆境与生命韧性、资源消耗与长期生存之间的矛盾关系，引发人们对生命意义和生命潜能的反思。A把理性认识都说成真理性认识，B把主观能动性错误用于树木，C把矛盾转化结果绝对化，均不作为正文链条。
T0256,P1,inserted entry needs parity with legacy thickness,4. 2025东城一模 第16题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,66,31,150,153,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,矛盾普遍性与特殊性辩证统一，普遍性寓于特殊性之中。中国春节是中华民族特有的节日（特殊性），但其中蕴含的热爱和平、和谐发展、阖家团圆的理念是全人类共同价值追求（普遍性）；正是这种特殊文化形式中所承载的普遍价值追求，使春节得到世界人民尊重和喜爱、入选联合国人类非遗代表作名录，所以中国年能够走向世界并生生不息。
T0024,P1,inserted entry needs parity with legacy thickness,4. 2025海淀期末 第16题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,79,34,131,139,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,打造中医药新时尚，要坚持尊重客观规律和发挥主观能动性相结合。一方面尊重中药材自身功效与适用人群的客观规律（石斛之于熬夜、荷叶之于消暑、当归之于调养），另一方面发挥主观能动性，主动把中药融入曲奇、面包、吐司、消暑包等现代烘焙形态，创造出契合当代消费者口味与生活方式的中医药新时尚。
T0330,P1,inserted entry needs parity with legacy thickness,4. 2025西城一模 第16题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,58,43,148,161,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,认识具有反复性、无限性和上升性，在实践基础上不断深化：从行前准备到实地研学再到“校园诗经角”持续种植更新、设计旅游路线推荐文旅部门，是把短期研学得到的认识在更长时段、更广实践中继续检验和发展；这种持续行动使学生对《诗经》及中华优秀传统文化的认识在反复实践中不断深化和上升，所以行动框架必须从“行前准备”延伸到“持续行动”。
T0176,P1,inserted entry needs parity with legacy thickness,4. 2025西城期末 第18题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,104,21,164,159,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,新事物战胜旧事物是一个曲折过程。新事物发展要经历一个从小到大、从不完善到完善的过程，新技术不可避免存在弱点和不完善的地方，人们对新技术的认识也有一个过程。看到技术恐惧具有两面性——既反映了人们对新事物的合理担忧，也提示新事物在发展过程中需要不断完善——所以要支持新事物的成长，又要正视新事物的不足，推动新事物健康发展。
T0413,P1,inserted entry needs parity with legacy thickness,4. 2025西城期末 第18题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,72,21,127,128,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,价值观具有导向作用，正确的价值判断与价值选择要符合客观规律、符合人民的根本利益。看待技术恐惧要坚持科技以人为本——既要有尊重技术发展规律的科学精神，也要有关注受技术变革冲击群体（担心失业、担心隐私、担心安全的人群）的人文关怀，让技术发展真正服务于人民利益。
T0092,P1,inserted entry needs parity with legacy thickness,4. 2026东城期末 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,60,49,60,83,1,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题正确项②只作为客观选择题挂点。生命起源研究发现核糖核酸与氨基酸之间可能存在客观的自在联系，人们不能随意创造这种联系，只能在尊重客观联系的基础上认识、把握并利用它。
T0267,P1,inserted entry needs parity with legacy thickness,4. 2026丰台二模 第22题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,130,37,129,114,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,可从主要矛盾角度作答：建设社会主义现代化强国任务复杂，要抓住科技自立自强这个关键，把关键核心技术、国家创新体系、教育科技人才统筹等重点环节抓实，才能带动新质生产力发展和现代化强国建设。其他政治、经济、国际与逻辑角度不混入本节点。
T0102,P1,inserted entry needs parity with legacy thickness,4. 2026通州期末 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,37,32,122,100,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,都江堰跨越千年的智慧在于它不只解决单一防洪问题，而是把防洪、灌溉、生态保护、文物传承、科技治理和文化体验等多样联系统筹起来；正因为治水同时联通自然、生产、生活和文化，它才能在不同时代持续发挥综合效益。
T0146,P1,inserted entry needs parity with legacy thickness,40. 2024朝阳一模 第9题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,77,30,97,104,2,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选D。本节点只处理③：从模拟提案到正式提案，需要坚持系统观念，有序完成调查研究和思考任务，把问题发现、利益关系、调查材料、提案完善和制度渠道衔接起来；④的制度认同作为政治线索保留，不扩展为主观题评分链。
T0387,P1,inserted entry needs parity with legacy thickness,40. 2026房山二模 第21题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,74,30,96,100,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,可从人民群众角度作答：新征程是新的长征，意味着推进中国式现代化和民族复兴必须坚持人民至上，尊重人民主体地位，依靠人民群众的实践创造，把人民对美好生活的向往作为奋斗目标。这样才能把新的长征路走稳、走实。
T0088,P1,inserted entry needs parity with legacy thickness,40. 2026西城期末 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,68,17,45,43,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,全球挑战把各国客观联系在一起，应坚持联系观点，在普遍、客观的国家间联系中共同应对问题。
