matrix_row_id,row_source,题源,年份,阶段,题号,题型或模块判断,是否进宝典,宝典节点,细则支持原理,证据等级,是否误放,是否需补厚,当前处理,备注,source_artifact
M0411,codex_a_coverage_matrix,2025房山一模,2025,一模,Q20,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,主观能动性 | 发展 | 意识 | 规律 | 认识 | 部分,rubric_term_hit,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,超过8 分，单纯写知识，没有材料，比如每一点的开头都是有利于，总分不 超过6 分。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑 严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻 辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 [page 4] 20.（9 分） 可从中华民族伟大复兴、中华民族精神、发展观等角度回答。 细则： 1.必答：全面深化改革或者中华民族精神-奋斗精神，2 分； 2.逻辑结构：是-为-怎；是-怎；为-怎，1 分； 3.综合运用所学，如果单一模块知识作答，最高4 分； 4.主体角度：党，人民，青年； 5.具体可用知识点：中华民族伟大复兴中国梦，发挥主观能动性，中华民族精神，群众观点群众路线， 发展观（质量互变，前进性与曲折性），实现人生价值，价值判断与价值选择。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；,02_codex_lane\codex_a_coverage_matrix.csv:166
M0412,codex_a_coverage_matrix,2025房山一模,2025,一模,Qunknown,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,部分,rubric_term_hit,待核,是：需逐题回源/融合裁决,possible_omission_needs_source_review,path: C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf status: pdf-text chars: 3575 ```text [page 1] 房山区2025 年高三年级第一次综合练习 思想政治参考答案 第一部分共15 题，每题3 分，共45 分。 1 2 3 4 5 6 7 8 B D B C A B B C 9 10 11 12 13 14 15 A A C C D D A 第二部分共5 题，共55 分。 16.（15 分） （1）（7 分） “博物馆热”是传统文化与现代科技相互联系作用的结果，既赋能经济发展彰显文化自信，也折射 发展中的矛盾问题，需要用一分为二的观点去看。要让博物馆真热，一方面在科技赋能中促进中华 优秀传统文化创造性转化和创新性发展，另一方面参与者要树立正确的价,02_codex_lane\codex_a_coverage_matrix.csv:167
M0413,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q1,philosophy_term_candidate,否：中国特色社会主义/党史定位边界题,不进入当前哲学宝典正文,Q1官方答案C（②④）：强调中国共产党与时俱进把握世情国情党情变化、把握历史规律和趋势；属于党史/中国特色社会主义政治判断，错误项①不使用。,官方答案键+正确选项链条+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不因材料出现发展、规律字样强行放入哲学节点。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:527-534;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0414,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q2,philosophy_term_candidate,否：教育强国/法治教育边界题,不进入当前哲学宝典正文,Q2官方答案D（③④）：宪法法治教育践行社会主义核心价值观、劳动教育提升实践能力，属于教育政策/德育劳动教育；不是必修四哲学细则题。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,可作教育素材，不作为哲学宝典正文新增。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:535-542;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0415,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q3,philosophy_term_candidate,否：逻辑与思维/经济技术边界题,不进入当前哲学宝典正文,Q3官方答案C（②④）：分析与综合属于逻辑与思维，解放生产力属于经济/技术发展；①改变物质意识关系为错误项。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不把错误项①或技术发展字样转入哲学正文。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:543-551;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0416,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q4,philosophy_term_candidate,是：已由当前DOCX覆盖并登记ledger/accepted,矛盾的特殊性 / 具体问题具体分析,Q4官方答案B：正确选项明确“敌进我退，敌驻我扰，敌疲我打，敌退我追”把握具体分析方法。,选择题官方答案键+正确选项B,否,否,COVERED_AND_REGISTERED_BATCH14,登记条目：20. 2025朝阳一模 第4题（选择题）。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:552-562;818-853
M0417,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q5,philosophy_term_candidate,否：逻辑与思维判断题,不进入当前哲学宝典正文,Q5官方答案D（③④）：考查判断的周延、联言判断等逻辑知识；虽出现“认识”字样，但设问本体是逻辑与思维。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,术语近邻不入必修四哲学正文。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:563-569;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0418,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q7,philosophy_term_candidate,否：逻辑与思维/创新思维边界题,不进入当前哲学宝典正文,Q7官方答案C（②④）：跨越性、形象思维和抽象思维互补，属于逻辑与思维。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不使用错误项③“突破客观条件制约”。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:576-583;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0419,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q8,philosophy_term_candidate,否：政治与法治/人大政协履职边界题,不进入当前哲学宝典正文,Q8官方答案C（②④）：人大代表、政协委员履职及建议提案办理机制，属于政治与法治。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不因促进经济高质量发展字样转入发展观。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:584-600;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0420,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q9,philosophy_term_candidate,否：政治与法治/生态法治边界题,不进入当前哲学宝典正文,Q9官方答案B（①③）：国家公园保护发展和区域协同立法，属于政治法治/生态治理；不作为系统观念或整体部分新增。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,正确项①虽含统筹，但本题不是哲学设问，且落点为国家公园法治建设。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:601-608;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0421,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q12,philosophy_term_candidate,否：经济与社会/绿色发展边界题,不进入当前哲学宝典正文,Q12官方答案B（①④）：林下经济、绿水青山、研究市场和多种经营，属于经济与社会/绿色发展。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,实践字样来自绿色发展实践，不作哲学正文新增。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:626-637;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0422,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q13,philosophy_term_candidate,否：经济与社会/全国统一大市场边界题,不进入当前哲学宝典正文,Q13官方答案A（①②）：就业公共服务、数据交易标准、要素资源市场，属于经济与社会。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,改革/发展词不替代哲学细则。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:638-644;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0423,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q15,philosophy_term_candidate,否：当代国际政治与经济边界题,不进入当前哲学宝典正文,Q15官方答案B（①③）：联合国、主权平等、多边主义，属于当代国际政治与经济；材料“矛盾越复杂”不是本题正确项的哲学落点。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不把国际关系材料中的矛盾字样转入哲学节点。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:675-685;01_source_inventory/suite_source_bundles/2025朝阳一模.md:818-853
M0424,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q16,philosophy_candidate,是：已由当前DOCX覆盖/补插并登记ledger/accepted,实践与认识（总）/实践是认识的基础/社会存在与社会意识/实现人生价值/辩证否定/尊重客观规律与发挥主观能动性/整体与部分,2025朝阳一模细则第16题：文化载体1分，文化资源/正确价值观2分，借助现代科技推动文化创新2分，立足国情满足人民需要2分，发挥主观能动性/个人与社会统一/实现人生价值/以局部推动整体1分；教师版参考答案列文化传承与创新、实践、社会存在社会意识、价值创造与实现。,评分细则原文明示+教师版参考答案,否,否,COVERED_AND_REGISTERED_BATCH14,Q16已登记/补插：10. 2025朝阳一模 第16题（主观题）；13. 2025朝阳一模 第16题（主观题）；23. 2025朝阳一模 第16题（主观题）；22. 2025朝阳一模 第16题（主观题）；18. 2025朝阳一模 第16题（主观题）；6. 2025朝阳一模 第16题（主观题）；2. 2025朝阳一模 第16题（主观题）。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:688-704;855-856;beijing_politics_research/data/preprocessed_corpus/renders/f5f683a900508fd2/page_001.png
M0425,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q17,philosophy_term_candidate,否：逻辑与思维+经济与社会边界题,不进入当前哲学宝典正文,Q17(1)设问明确《逻辑与思维》，阅卷总结细则为充分/必要条件推理；Q17(2)设问明确《经济与社会》。,评分细则原文明示-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不把阅卷总结中的主流/部分等通用词转入必修四。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:705-729;857-888;2025各区模拟题/2025各区一模/2025朝阳一模/其他材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc
M0426,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q18,philosophy_term_candidate,否：政治与法治边界题,不进入当前哲学宝典正文,Q18设问明确《政治与法治》，细则为党建引领、政府履职、基层自治、居民参与、社会组织协同。,评分细则原文明示-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不把人民群众、整体、联系等泛词从政治法治题误放到哲学宝典。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:730-742;890-891;beijing_politics_research/data/preprocessed_corpus/renders/f5f683a900508fd2/page_002.png;2025各区模拟题/2025各区一模/2025朝阳一模/其他材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc
M0427,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q19,philosophy_term_candidate,否：法律与生活边界题,不进入当前哲学宝典正文,Q19设问明确《法律与生活》，细则为合同成立/可撤销、消费者权益保护法、欺诈、三倍赔偿。,评分细则原文明示-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,末尾社会意义中有核心价值观，但不是必修四哲学主落点。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:743-763;892-926;beijing_politics_research/data/preprocessed_corpus/renders/f5f683a900508fd2/page_002.png;2025各区模拟题/2025各区一模/2025朝阳一模/其他材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc
M0428,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q20,philosophy_term_candidate,否：当代国际政治与经济边界题,不进入当前哲学宝典正文,Q20设问明确《当代国际政治与经济》，细则为全球产业链供应链多元化、区域化、绿色化、数字化及对外开放应对。,评分细则原文明示-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH14,不把产业发展字样转入发展观。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:764-797;beijing_politics_research/data/preprocessed_corpus/renders/f5f683a900508fd2/page_002.png;beijing_politics_research/data/preprocessed_corpus/renders/f5f683a900508fd2/page_003.png
M0429,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Q21,philosophy_candidate,是：已由当前DOCX覆盖/补插并登记ledger/accepted,一切从实际出发/人民群众/价值观的导向作用/价值判断与价值选择,2025朝阳一模细则第21题：尊重人民主体地位，坚持群众观点和群众路线；重视价值观导向作用，自觉站在最广大人民立场上，把人民群众利益作为最高价值标准；坚持实事求是、求真务实。,评分细则原文明示,否,否,COVERED_AND_REGISTERED_BATCH14,Q21已登记/补插：22. 2025朝阳一模 第21题（主观题）；11. 2025朝阳一模 第21题（主观题）；31. 2025朝阳一模 第21题（主观题）；14. 2025朝阳一模 第21题（主观题）。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:800-813;927-948;beijing_politics_research/data/preprocessed_corpus/renders/f5f683a900508fd2/page_003.png
M0430,codex_a_coverage_matrix,2025朝阳一模,2025,一模,Qunknown,philosophy_term_candidate,否：抽取残留/阅卷总结泛词,不进入当前哲学宝典正文,该行无独立题号，内容来自Q18政治法治阅卷总结中的体系建构/系统性泛词；已在M0426按模块边界关闭。,抽取残留清理+逐题源包核对,否,否,EXTRACTION_RESIDUE_CLOSED_BATCH14,不保留Qunknown挂起。,01_source_inventory/suite_source_bundles/2025朝阳一模.md:1-949;2025各区模拟题/2025各区一模/2025朝阳一模/其他材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc
M0431,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q1,philosophy_term_candidate,否：理论宣讲/政治文化边界题,不进入当前哲学宝典正文,Q1官方答案B，正确项为聚焦时代问题、宣讲形式创新激发情感共鸣，属于理论宣讲/政治文化表达，不形成必修四哲学落点。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,不把“大道理大流量”泛化为哲学条目。,01_source_inventory/suite_source_bundles/2025海淀一模.md:229-239;537
M0432,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q2,philosophy_term_candidate,是：本批新增进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,Q2官方答案D，正确项④明确“主动作为与敬畏自然相统一”。,选择题官方答案键+题干正确项链条（正确项④）,否,否,INSERTED_BATCH10_2025_HAIDIAN_Q2_RULE_SUBJECTIVITY,新增条目：21. 2025海淀一模 第2题（选择题）；正确项③为文化线，不在本节点展开。,01_source_inventory/suite_source_bundles/2025海淀一模.md:241-251;537-538
M0433,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q3,philosophy_candidate,否：文化交流边界题,不进入当前哲学宝典正文,Q3官方答案D，正确项为跨文明对话中的尊重差异、交流借鉴和互补共生，属于文化交流线。,官方答案键+文化模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,文化线另审。,01_source_inventory/suite_source_bundles/2025海淀一模.md:252-262;539
M0434,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q4,philosophy_term_candidate,否：体育教育/青年责任边界题,不进入当前哲学宝典正文,Q4官方答案A，正确项①②指向学生责任和学校全面育人；含“成长成才规律”的③为错误选项，不能作为哲学正文证据。,官方答案键+错误项剔除,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,不得把错误选项③转成规律条目。,01_source_inventory/suite_source_bundles/2025海淀一模.md:263-277;540
M0435,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q5,philosophy_term_candidate,是：本批新增进入当前DOCX/PDF正文,矛盾就是对立统一,Q5官方答案C，正确项④明确“运用矛盾运动的观点，以动态的方式思考生态产品价值”。,选择题官方答案键+题干正确项链条（正确项④）,否,否,INSERTED_BATCH10_2025_HAIDIAN_Q5_CONTRADICTION_MOVEMENT,新增条目：38. 2025海淀一模 第5题（选择题）；②为条件关系判断，不作为本哲学节点正文主证。,01_source_inventory/suite_source_bundles/2025海淀一模.md:278-287;537-541
M0436,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q6,philosophy_term_candidate,否：选必三逻辑与思维边界题,不进入当前哲学宝典正文,Q6官方答案B，正确项①④为联想思维迁移和想象性；含辩证否定意味的②为错误选项，不能入哲学正文。,官方答案键+错误项剔除+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,不采错误选项②。,01_source_inventory/suite_source_bundles/2025海淀一模.md:288-298;542
M0437,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q7,philosophy_term_candidate,否：法律/检察公益诉讼边界题,不进入当前哲学宝典正文,Q7官方答案D，正确项为公益诉讼检察和普法宣传，属于法律与政治法治边界。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,法律线排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:299-310;543
M0438,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q8,philosophy_term_candidate,否：养老服务/政治治理边界题,不进入当前哲学宝典正文,Q8官方答案A，正确项为基层党组织作用和志愿服务，属于养老服务治理/政治与法治。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,政治治理线排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:311-321;544
M0439,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q9,philosophy_term_candidate,否：政协/区域协作边界题,不进入当前哲学宝典正文,Q9官方答案D，考查政协优势、双向沟通和铸牢中华民族共同体意识，属于政治与法治/政协。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,政治模块排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:326-332;545
M0440,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q12,philosophy_term_candidate,否：经济与社会边界题,不进入当前哲学宝典正文,Q12官方答案C，民营企业参股核电项目涉及股权结构、市场准入和营商环境，属于经济与社会。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,经济模块排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:354-364;548
M0441,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q14,philosophy_term_candidate,否：选必一国际经济政治边界题,不进入当前哲学宝典正文,Q14官方答案D，国际金融体系、全球治理和南南合作/南北对话，属于当代国际政治与经济。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,选必一另审。,01_source_inventory/suite_source_bundles/2025海淀一模.md:377-387;550
M0442,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q15,philosophy_term_candidate,否：国际关系/公共外交边界题,不进入当前哲学宝典正文,Q15官方答案B，正确项为人民友谊促进国际关系和多样化人民交往，属于国际关系/公共外交。,官方答案键+模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,选必一/文化交流边界排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:388-403;551
M0443,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q16,philosophy_candidate,是：已由当前DOCX覆盖,矛盾分析法/实践与认识/价值观,Q16正式评分标准仅给出矛盾分析法、实践与认识的关系、价值观等角度，当前DOCX已覆盖对应Q16条目；证据等级按角度提示处理。,正式评分标准-角度提示+现有DOCX正文覆盖（非逐点细则）,否,否,COVERED_BY_EXISTING_DOCX_BATCH10,不新增重复Q16。,01_source_inventory/suite_source_bundles/2025海淀一模.md:406-415;554-568
M0444,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q17,philosophy_term_candidate,否：政治与法治边界题,不进入当前哲学宝典正文,Q17正式评分标准为人民主体地位、社会治理法治化和法治宣传教育，属于政治与法治。,正式评分标准-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,政治法治模块排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:24-31;569-576
M0445,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q18,philosophy_term_candidate,否：法律与生活边界题,不进入当前哲学宝典正文,Q18正式评分标准为格式合同、诚信原则和合同解除，属于法律与生活。,正式评分标准-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,法律模块排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:38-41;577-580
M0446,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q19,philosophy_term_candidate,否：政治与法治/基层治理边界题,不进入当前哲学宝典正文,Q19正式评分标准为党的领导、法治政府和多方参与社会治理，属于政治与法治/基层治理。,正式评分标准-模块边界,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,政治法治模块排除。,01_source_inventory/suite_source_bundles/2025海淀一模.md:44-56;581-585
M0447,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q20,philosophy_term_candidate,否：经济与社会/政协边界题,不进入当前哲学宝典正文,Q20正式评分标准甲为企业经营，乙为政协委员履职；源包明确乙为必修三模块且无其他模块替换，不得混搭模块。,正式评分标准-模块边界+禁止混搭提示,否,否,MODULE_BOUNDARY_EXCLUDED_BATCH10,不得用普通参考答案或其他模块提示混入哲学正文。,01_source_inventory/suite_source_bundles/2025海淀一模.md:58-81;586-594
M0448,codex_a_coverage_matrix,2025海淀一模,2025,一模,Q22,philosophy_candidate,是：已由当前DOCX覆盖,系统观念 / 系统优化；主要矛盾和次要矛盾,原行题号记为Q21但内容对应Q22系统观念。正式评分点支持系统观念，展开文本支持主要矛盾和次要矛盾。,正式评分标准-系统观念评分点+现有DOCX正文覆盖,否,否,QUESTION_NUMBER_CORRECTED_AND_COVERED_BATCH10,真实Q21另补边界行。,01_source_inventory/suite_source_bundles/2025海淀一模.md:101-122;203-210;601-616
M0449,codex_a_coverage_matrix,2025海淀一模,2025,一模,Qunknown,philosophy_candidate,否：抽取残留/题号不明,不进入当前哲学宝典正文,该行无可核定独立题号；经Q1-Q22回源，真实缺行已补为Q10、Q11、Q13、Q21，残留关闭。,抽取残留清理+逐题源包核对,否,否,EXTRACTION_RESIDUE_CLOSED_BATCH10,不保留Qunknown挂起。,01_source_inventory/suite_source_bundles/2025海淀一模.md:1-616
M0450,codex_a_coverage_matrix,2025石景山一模,2025,一模,Q1,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 改革,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,。 1.历史的长镜头，记录着我们党和国家的奋进征程。 ●1935 年1 月召开的遵义会议，开启了党独立自主解决中国革命实际问题的新阶段。 ●1964 年10 月16 日，第一颗原子弹爆炸成功，中国人民依靠自己的力量，实现了国防尖端科技的重大突 破。 ●党的十一届三中全会作出改革开放的战略抉择，实现了党的历史上具有深远意义的伟大转折。 ●进入新时代，党团结带领中国人民持续奋斗，摆脱了绝对贫困，走上了全面小康、共同富裕的康庄大道。 透过镜头可以感悟到 ①坚持自信自立是党带领中国人民创造历史伟业的成功密码 ②坚持深化改革破除体制机制弊端是可持续发展的动力来源 ③坚持走自己的路是党和人民事业不断取得胜利的根本保证 ④坚持胸怀天下是党立足全球视野担当大国责任的生动体现 A. ①② B. ①③ C. ②④ D. ③④ 2.长于大地、顺于时令，源于劳作、寓于生活。非物质文化遗产是被各地人民世代相传的文化实践、表现 形式和知识技能。它不以物质为核心载体，强调以人为核心的技艺、经验、精神。截至目前，我国有44 个 项目列入联合国教科文组织非物质文化遗产名录名册，总数居世界第一。由以上信息可知，非物质文化遗 产 ①具有“非物质”的属性，属于意识和精神,02_codex_lane\codex_a_coverage_matrix.csv:205
M0451,codex_a_coverage_matrix,2025石景山一模,2025,一模,Q2,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 实践 | 意识 | 物质,term_hit_needs_review,待核,是：需逐题回源/融合裁决,weak_hit_review_or_exclude,领，发挥党组织在基层治理中的领导核心作用，为街乡镇赋权明责，有效凝聚治理合力。 坚持依法治理，将接诉即办改革纳入法治化轨道，为推进首都治理体系和治理能力现代化提供法治保障。 坚持人民至上，践行全过程人民民主，实现城市发展为了人民、依靠人民、发展成果由人民共享。(8 分) (2)中国主张坚持共商共建共享的全球治理观，各国的事应由本国政府和人民决定，国际上的事应由各国政 府和人民平等互利共同商量着办。坚持国家不分大小、强弱、贫富一律平等，平等参与决策、享受权利、 履行义务，共同推动国际关系民主化。推进普惠包容的经济全球化，让不同国家都能参与并享有经济社会 发展成果，实现共同发展繁荣。践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为 基础的国际秩序。 (8 分，若考生从其他角度回答，言之成理可酌情给分。) 18. (9 分) 生产生活需求不断增长，使低空经济拥有超大规模市场优势，应以需求为牵引，创新开拓更丰富的应用场 景，培育新产业新模式，不断壮大低空经济规模。相关产业规模大技术优，使低空经济具有产业基础优势， 应增强核心技术研发能力，推进产业融合发展，不断完善低空经济产业链。中央和地方密集出台相关政策 和法规，为发展低空经济创造了良好的政策和法治环境，应坚持有为政府与有效市场相结合，,02_codex_lane\codex_a_coverage_matrix.csv:206
M0452,codex_a_coverage_matrix,2025石景山一模,2025,一模,Q3,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 实践 | 改革 | 社会存在,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,一般是指神话传说中能产生神奇威力的宝贝。中国共产党人在革命、建设和改革的不同时期， 根据时代主题，提出了一系列关于“法宝”的重要论断。 统一战线、武装斗争、党的建设，是中国共产党在中国革命中战胜敌人的三个法宝。 坚持民主集中制是保证党的创造力、凝聚力、战斗力的重要法宝。 改革开放是党和人民事业大踏步赶上时代的重要法宝。 我国社会主义制度能够集中力量办大事是我们成就事业的重要法宝。 [page 2] 第2页/共11页 …… 中国共产党话语体系中的“法宝” ①兼具工具价值和理论价值，是共产党人世界观和方法论的集中体现 ②是社会存在和发展的基础，是推动社会历史进步和发展的决定力量 ③具有主观同客观相符合的特征，既要指导实践也要接受实践的检验 ④总结了应对风险挑战的宝贵经验，是我们立党立国的根本指导思想 A. ①③ B. ①④ C. ②③ D. ②④ 4.在党的二十届三中全会审议通过的《中共中央关于进一步全面深化改革、推进中国式现代化的决定》中， 多次出现“自愿” “自主”“允许”等表述。例如，按照自愿、弹性原则，稳妥有序推进渐进式延迟法定 退休年龄改革；赋予地方政府房地产市场调控自主权，允许有关城市调减住房限购政,02_codex_lane\codex_a_coverage_matrix.csv:207
M0453,codex_a_coverage_matrix,2025石景山一模,2025,一模,Q4,philosophy_term_candidate,待核：生产线候选，非最终正文证据,TO_BE_PLACED_BY_SOURCE_REVIEW,发展 | 改革,term_hit_needs_review,待核,是：需逐题回源/融合裁决,base_has_local_match_verify_quality,C. ②③ D. ②④ 4.在党的二十届三中全会审议通过的《中共中央关于进一步全面深化改革、推进中国式现代化的决定》中， 多次出现“自愿” “自主”“允许”等表述。例如，按照自愿、弹性原则，稳妥有序推进渐进式延迟法定 退休年龄改革；赋予地方政府房地产市场调控自主权，允许有关城市调减住房限购政策……这表明我们党 ①充分依靠群众，支持基层探索创新，自下而上总结改革经验 ②尊重个性差异，根据主体愿望调整政策，增强改革的包容性 ③坚持实事求是，尊重多元诉求，最大限度地协调各方利益 ④把握适度原则，有序推动改革，促进经济和社会平稳发展 A. ①② B. ①③ C. ②④ D. ③④ 5.三段论是一种有效锻炼推理思维的方法。 “成功的企业都注重制定正确经营战略，某企业不是成功的企 业，所以某企业不注重制定正确经营战略。”该三段论在推理过程中违反了基本规则。下列三段论中与其 违反同样规则的是 A.凡是学生都要有校园安全意识，小明有校园安全意识，所以小明是学生 B.社会意识属于上层建筑，国家机关不属于社会意识，所以国家机关不属于上层建筑 C.汉字是世界文化瑰宝，汉字也是交流的工具，所以交流的工具都是世界文化瑰宝,02_codex_lane\codex_a_coverage_matrix.csv:208
