matrix_row_id,suite,year,stage,question,question_type,in_book_value,baodian_node,evidence_level,evidence_class,formal_signal,objective_key_signal,choice_boundary_disclosed,weak_signal,ordinary_reference_signal,broad_angle_or_level_signal,source_pointer_exists,source_artifact,current_status,misplaced_value,need_thickness_value,proof_status,proof_gap_flags,support_excerpt,note_excerpt
M0078,2026顺义一模,2026,一模,Q21,必修四哲学主观题现有正文覆盖,是：已进入当前DOCX/PDF正文，本批不重复插入,尊重客观规律与发挥主观能动性相结合,正式评分PPT-哲学角度+等级赋分（非逐点细则）,formal_broad_angle_or_level_support,true,true,false,true,true,true,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026顺义一模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf,SOURCE_REVIEW_CLOSED_CURRENT_DOCX_COVERAGE_SHUNYI_2026_YIMO,否,否：当前正文已覆盖，本批改正证据等级并关闭重复候选,PASS_MACHINE_PROOF_PACK_ROW,,顺义一模第21题正式评分PPT第10-11页写明哲学角度：客观性2分可用主观能动性和客观规律相结合、社会存在和社会意识、实践和认识等；辩证性2分可用主次矛盾和矛盾主次方面辩证关系、两点论和重点论、矛盾对立统一、整体部分/系统优化、前进性曲折性、量变质变、内外因；价值性2分可用人民群众是历史创造者、群众观点路线、价值判断价值选择遵循社会发展规律并站在最广大人民立场。当前DOCX已在相应节点多处覆盖第21题。,第21题已有当前DOCX多节点覆盖；本批只修正普通参考答案冒充细则的问题，并记录正式评分PPT边界。
M0079,2026顺义一模,2026,一模,Q21,必修四哲学主观题现有正文覆盖,是：已进入当前DOCX/PDF正文，本批不重复插入,矛盾的主要方面和次要方面 / 两点论与重点论 / 主要矛盾和次要矛盾（评分PPT综合角度）,正式评分PPT-哲学角度+等级赋分（非逐点细则）,formal_broad_angle_or_level_support,true,true,false,true,true,true,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026顺义一模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf,SOURCE_REVIEW_CLOSED_CURRENT_DOCX_COVERAGE_SHUNYI_2026_YIMO,否,否：当前正文已覆盖，本批改正证据等级并关闭重复候选,PASS_MACHINE_PROOF_PACK_ROW,,顺义一模第21题正式评分PPT第10-11页写明哲学角度：客观性2分可用主观能动性和客观规律相结合、社会存在和社会意识、实践和认识等；辩证性2分可用主次矛盾和矛盾主次方面辩证关系、两点论和重点论、矛盾对立统一、整体部分/系统优化、前进性曲折性、量变质变、内外因；价值性2分可用人民群众是历史创造者、群众观点路线、价值判断价值选择遵循社会发展规律并站在最广大人民立场。当前DOCX已在相应节点多处覆盖第21题。,第21题已有当前DOCX多节点覆盖；本批只修正普通参考答案冒充细则的问题，并记录正式评分PPT边界。
M0080,2026顺义一模,2026,一模,Q21,必修四哲学主观题现有正文覆盖,是：已进入当前DOCX/PDF正文，本批不重复插入,人民群众,正式评分PPT-哲学角度+等级赋分（非逐点细则）,formal_broad_angle_or_level_support,true,true,false,true,true,true,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026顺义一模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf,SOURCE_REVIEW_CLOSED_CURRENT_DOCX_COVERAGE_SHUNYI_2026_YIMO,否,否：当前正文已覆盖，本批改正证据等级并关闭重复候选,PASS_MACHINE_PROOF_PACK_ROW,,顺义一模第21题正式评分PPT第10-11页写明哲学角度：客观性2分可用主观能动性和客观规律相结合、社会存在和社会意识、实践和认识等；辩证性2分可用主次矛盾和矛盾主次方面辩证关系、两点论和重点论、矛盾对立统一、整体部分/系统优化、前进性曲折性、量变质变、内外因；价值性2分可用人民群众是历史创造者、群众观点路线、价值判断价值选择遵循社会发展规律并站在最广大人民立场。当前DOCX已在相应节点多处覆盖第21题。,第21题已有当前DOCX多节点覆盖；本批只修正普通参考答案冒充细则的问题，并记录正式评分PPT边界。
M0081,2025东城一模,2025,一模,Q16,already_in_base_exact_source,是：已由当前DOCX覆盖,价值判断与价值选择；价值观的导向作用,正式阅卷报告-哲学可用知识明示+现有DOCX正文覆盖,formal_scoring_or_marking_support,true,true,false,false,false,false,true,01_source_inventory/suite_source_bundles/2025东城一模.md:21-30;390-402;569-573,COVERED_BY_EXISTING_DOCX_BATCH08,否,否,PASS_MACHINE_PROOF_PACK_ROW,,16题阅卷报告明确价值观导向作用、价值判断和价值选择可用于价值/文化价值角度；当前DOCX已有价值观导向和价值判断两处Q16条目。,保留旧条目并校正为两个价值观节点覆盖。
M0082,2025东城一模,2025,一模,Q16,already_in_base_exact_source,是：已由当前DOCX覆盖,辩证否定 / 守正创新,正式阅卷报告-哲学可用知识明示+现有DOCX正文覆盖,formal_scoring_or_marking_support,true,false,false,false,false,false,true,01_source_inventory/suite_source_bundles/2025东城一模.md:24-30;390-402;569-573,COVERED_BY_EXISTING_DOCX_BATCH08,否,否,PASS_MACHINE_PROOF_PACK_ROW,,16题阅卷报告在文化创新角度明确哲学可用知识包括辩证否定观。,现有DOCX有Q16辩证否定条目。
M0083,2025东城一模,2025,一模,Q16,already_in_base_exact_source,是：本批新增进入当前DOCX/PDF正文,发展的观点 / 发展的普遍性,正式阅卷报告评分点+哲学可用知识明示,formal_scoring_or_marking_support,true,false,false,false,false,false,true,01_source_inventory/suite_source_bundles/2025东城一模.md:24-30;390-402;569-573,INSERTED_BATCH08_2025_DONGCHENG_Q16_DEVELOPMENT,否,否,PASS_MACHINE_PROOF_PACK_ROW,,16题阅卷报告在文化创新角度明确哲学可用知识包括发展；材料写春节形式与时俱进、传统与现代结合。,新增条目：29. 2025东城一模 第16题（主观题）
M0084,2025东城一模,2025,一模,Q16,already_in_base_exact_source,是：已由当前DOCX覆盖,矛盾的普遍性和特殊性,正式阅卷报告-哲学可用知识明示+现有DOCX正文覆盖,formal_scoring_or_marking_support,true,false,false,false,false,false,true,01_source_inventory/suite_source_bundles/2025东城一模.md:27-30;390-402;569-573,COVERED_BY_EXISTING_DOCX_BATCH08,否,否,PASS_MACHINE_PROOF_PACK_ROW,,16题阅卷报告在共鸣角度明确哲学可用知识包括矛盾普遍性与特殊性的辩证关系。,现有DOCX有Q16矛盾普遍性与特殊性条目。
M0085,2025延庆一模,2025,一模,Q16,already_in_base_exact_source,是：当前DOCX已有Q16覆盖，不重复新增,一切从实际出发/矛盾/价值观/文化发展基本途径,正式细则,formal_scoring_or_marking_support,true,false,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md:59-61,COVERED_BY_CURRENT_DOCX_YANQING_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,延庆一模Q16正式细则：网络文艺作品创作要从实际出发了解老年人精神文化需要；坚持正确价值导向、创作表现银发力量故事；满足多层次精神文化需要，并明示可从一切从实际出发、矛盾、价值观、文化发展基本途径等角度作答。,早期候选已并入Q16正式细则覆盖记录；状态已关闭。
M0086,2025延庆一模,2025,一模,Q16,already_in_base_exact_source,是：当前DOCX已有Q16覆盖，不重复新增,一切从实际出发/矛盾/价值观/文化发展基本途径,正式细则,formal_scoring_or_marking_support,true,false,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md:59-61,COVERED_BY_CURRENT_DOCX_YANQING_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,延庆一模Q16正式细则：网络文艺作品创作要从实际出发了解老年人精神文化需要；坚持正确价值导向、创作表现银发力量故事；满足多层次精神文化需要，并明示可从一切从实际出发、矛盾、价值观、文化发展基本途径等角度作答。,早期候选已并入Q16正式细则覆盖记录；状态已关闭。
M0087,2025延庆一模,2025,一模,Q16,already_in_base_exact_source,是：当前DOCX已有Q16覆盖，不重复新增,一切从实际出发/矛盾/价值观/文化发展基本途径,正式细则,formal_scoring_or_marking_support,true,false,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md:59-61,COVERED_BY_CURRENT_DOCX_YANQING_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,延庆一模Q16正式细则：网络文艺作品创作要从实际出发了解老年人精神文化需要；坚持正确价值导向、创作表现银发力量故事；满足多层次精神文化需要，并明示可从一切从实际出发、矛盾、价值观、文化发展基本途径等角度作答。,早期候选已并入Q16正式细则覆盖记录；状态已关闭。
M0088,2025延庆一模,2025,一模,Q16,already_in_base_exact_source,是：当前DOCX已有Q16覆盖，不重复新增,一切从实际出发/矛盾/价值观/文化发展基本途径,正式细则,formal_scoring_or_marking_support,true,false,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md:59-61,COVERED_BY_CURRENT_DOCX_YANQING_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,延庆一模Q16正式细则：网络文艺作品创作要从实际出发了解老年人精神文化需要；坚持正确价值导向、创作表现银发力量故事；满足多层次精神文化需要，并明示可从一切从实际出发、矛盾、价值观、文化发展基本途径等角度作答。,早期候选已并入Q16正式细则覆盖记录；状态已关闭。
M0092,2025石景山一模,2025,一模,Q16,already_in_base_exact_source,是：当前DOCX已有Q16覆盖,联系观/发展观/矛盾观/中华优秀传统文化特点及当代价值,正式评分细则,formal_scoring_or_marking_support,true,true,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md:22-31; CURRENT_DOCX_2025_SHIJINGSHAN_YIMO_CONTEXT_20260525.md,COVERED_BY_CURRENT_DOCX_SHIJINGSHAN_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,2025石景山一模Q16正式非选择题评分细则明确：可选用联系观、发展观、矛盾观等相关哲理，解析“不数既往，不能知将来；不求远因，不能明近果”，并阐明中华优秀传统文化的特点和当代价值。,纠正旧节点：Q16正式细则支持联系观、发展观、矛盾观及文化价值，不支持将其落为“尊重客观规律与发挥主观能动性相结合”的独立节点。
M0093,2025石景山一模,2025,一模,Q16,already_in_base_exact_source,是：当前DOCX已有Q16覆盖,联系观/发展观/矛盾观/中华优秀传统文化特点及当代价值,正式评分细则,formal_scoring_or_marking_support,true,true,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md:22-31; CURRENT_DOCX_2025_SHIJINGSHAN_YIMO_CONTEXT_20260525.md,COVERED_BY_CURRENT_DOCX_SHIJINGSHAN_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,2025石景山一模Q16正式非选择题评分细则明确：可选用联系观、发展观、矛盾观等相关哲理，解析“不数既往，不能知将来；不求远因，不能明近果”，并阐明中华优秀传统文化的特点和当代价值。,纠正旧节点：Q16正式细则支持联系观、发展观、矛盾观及文化价值，不支持将其落为“尊重客观规律与发挥主观能动性相结合”的独立节点。
M0094,2025石景山一模,2025,一模,Q16,culture_boundary,是：当前DOCX已有Q16覆盖,联系观/发展观/矛盾观/中华优秀传统文化特点及当代价值,正式评分细则,formal_scoring_or_marking_support,true,true,false,false,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md:22-31; CURRENT_DOCX_2025_SHIJINGSHAN_YIMO_CONTEXT_20260525.md,COVERED_BY_CURRENT_DOCX_SHIJINGSHAN_2025_Q16,否,否,PASS_MACHINE_PROOF_PACK_ROW,,2025石景山一模Q16正式非选择题评分细则明确：可选用联系观、发展观、矛盾观等相关哲理，解析“不数既往，不能知将来；不求远因，不能明近果”，并阐明中华优秀传统文化的特点和当代价值。,纠正旧节点：Q16正式细则支持联系观、发展观、矛盾观及文化价值，不支持将其落为“尊重客观规律与发挥主观能动性相结合”的独立节点。
M0095,2025门头沟一模,2025,一模,Q16,main_question_philosophy_addon_existing_docx_covered,是：最终DOCX已覆盖该哲学节点；文化4分另走文化线,联系的普遍性 / 联系的观点（总）,强细则+当前DOCX,formal_scoring_or_marking_support,true,true,false,false,false,false,true,BATCH17_2025_MENTOUGOU_YIMO_SOURCE_TRANSCRIPTION_20260525.md; C:/Users/Administrator/Desktop/beijing_politics_research/data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md; current DOCX text verified,BATCH17_CLOSED_EXISTING_DOCX_COVERED,否,否,PASS_MACHINE_PROOF_PACK_ROW,,正式评分细则：哲学加2分可从联系的观点看问题、发展的观点看问题、对立统一、价值判断与价值选择任一结合材料作答。,旧blocked/culture_boundary行经源证据复核改闭合；不新增正文。
M0096,2025门头沟一模,2025,一模,Q16,main_question_philosophy_addon_existing_docx_covered,是：最终DOCX已覆盖,价值判断与价值选择,强细则+当前DOCX,weak_signal_with_formal_support,true,true,false,true,true,false,true,BATCH17_2025_MENTOUGOU_YIMO_SOURCE_TRANSCRIPTION_20260525.md; C:/Users/Administrator/Desktop/beijing_politics_research/data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md; current DOCX text verified,BATCH17_CLOSED_EXISTING_DOCX_COVERED,否,否,PASS_MACHINE_PROOF_PACK_ROW,,正式评分细则支持价值判断和价值选择的标准：符合社会发展的需求，满足人们对文化生活的更高追求。,旧question_prompt_not_verified阻塞已由教师版试卷、细则和当前DOCX三方闭合。
M0097,2025门头沟一模,2025,一模,Q16,main_question_philosophy_addon_existing_docx_covered,是：最终DOCX已覆盖该哲学节点；文化4分另走文化线,发展的观点 / 发展的普遍性,强细则+当前DOCX,formal_scoring_or_marking_support,true,false,false,false,false,false,true,BATCH17_2025_MENTOUGOU_YIMO_SOURCE_TRANSCRIPTION_20260525.md; C:/Users/Administrator/Desktop/beijing_politics_research/data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md; current DOCX text verified,BATCH17_CLOSED_EXISTING_DOCX_COVERED,否,否,PASS_MACHINE_PROOF_PACK_ROW,,正式评分细则：哲学加2分可从发展的观点看问题等角度结合材料作答。,旧culture_boundary行中哲学加分点已闭合；不新增正文。
M0098,2025房山一模,2025,一模,Q16(1),逐题回源裁决,是：当前DOCX已覆盖,价值观的导向作用,强细则,formal_scoring_or_marking_support,true,true,false,false,false,false,true,preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025房山一模.md:29-45,CURRENT_DOCX_VERIFIED_Q16_1,否,否,PASS_MACHINE_PROOF_PACK_ROW,,正式细则哲学3分第①点：树立正确价值观/价值判断与价值选择。,2025房山一模逐题回源修复：正式细则/正式答案键与教师详解分层，不把普通答案冒充主观评分细则。
M0099,2025房山一模,2025,一模,Q16(1),逐题回源裁决,是：当前DOCX已覆盖,矛盾就是对立统一,强细则,formal_scoring_or_marking_support,true,true,false,false,false,false,true,preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025房山一模.md:29-45,CURRENT_DOCX_VERIFIED_Q16_1,否,否,PASS_MACHINE_PROOF_PACK_ROW,,正式细则哲学3分第②点：一分为二全面看问题2分，或矛盾/辩证看问题1分。,2025房山一模逐题回源修复：正式细则/正式答案键与教师详解分层，不把普通答案冒充主观评分细则。
M0105,2025丰台一模,2025,一模,Q16,already_in_base_exact_source,是：已由当前DOCX覆盖,价值判断与价值选择,正式细则-哲学可用知识明示+现有DOCX正文覆盖,formal_scoring_or_marking_support,true,true,false,false,false,false,true,01_source_inventory/suite_source_bundles/2025丰台一模.md:21-31;364-369;511-524,COVERED_BY_EXISTING_DOCX_BATCH09,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q16评分标准说明明确可从坚持正确价值观、做出正确价值判断和价值选择角度作答。,现有DOCX已有Q16价值判断与价值选择条目。
M0107,2025丰台一模,2025,一模,Q18(3),already_in_base_exact_source,是：已由当前DOCX覆盖,联系的普遍性 / 联系的观点（总）,正式评分标准-角度提示+现有DOCX正文覆盖（非逐点细则）,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,01_source_inventory/suite_source_bundles/2025丰台一模.md:88-97;417-420;546-559,COVERED_BY_EXISTING_DOCX_BATCH09,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q18(3)评分标准明确可从联系观等角度阐述人与人工智能的关系；当前DOCX已有联系观Q18(3)条目。,不把广义角度提示升格为逐点细则。
M0108,2025丰台一模,2025,一模,Q18(3),already_in_base_exact_source,是：已由当前DOCX覆盖,发展的观点 / 发展的普遍性,正式评分标准-角度提示+现有DOCX正文覆盖（非逐点细则）,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,01_source_inventory/suite_source_bundles/2025丰台一模.md:88-97;417-420;546-559,COVERED_BY_EXISTING_DOCX_BATCH09,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q18(3)评分标准明确可从发展观等角度阐述人与人工智能的关系；当前DOCX已有发展观Q18(3)条目。,不把广义角度提示升格为逐点细则。
M0109,2025丰台一模,2025,一模,Q18(3),already_in_base_exact_source,是：已由当前DOCX覆盖,矛盾就是对立统一,正式评分标准-角度提示+现有DOCX正文覆盖（非逐点细则）,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,01_source_inventory/suite_source_bundles/2025丰台一模.md:88-97;417-420;546-559,COVERED_BY_EXISTING_DOCX_BATCH09,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q18(3)评分标准明确可从矛盾观等角度阐述人与人工智能的关系；当前DOCX已有矛盾对立统一Q18(3)条目。,不把广义角度提示升格为逐点细则。
M0110,2025丰台一模,2025,一模,Q18(3),already_in_base_exact_source,是：已由当前DOCX覆盖,价值观的导向作用；价值判断与价值选择,正式评分标准-角度提示+现有DOCX正文覆盖（非逐点细则）,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,01_source_inventory/suite_source_bundles/2025丰台一模.md:88-97;417-420;546-559,COVERED_BY_EXISTING_DOCX_BATCH09,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q18(3)评分标准明确可从价值观等角度阐述人与人工智能的关系；当前DOCX已有价值观相关Q18(3)条目。,不把广义角度提示升格为逐点细则。
M0111,2026房山二模,2026,二模,Q18(2),必修四哲学主观题,是：本批新增进入当前DOCX/PDF正文,辩证否定 / 守正创新,正式评分细则-逐点赋分,formal_scoring_or_marking_support,true,false,false,false,false,false,true,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24\01_source_inventory\suite_source_bundles\2026房山二模.md; C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,DOCX_INSERTED_FANGSHAN_2026_ERMO_RENDER_PASS,否,否：已补入对应节点；证据边界已明示,PASS_MACHINE_PROOF_PACK_ROW,,正式细则写明：OPC的出现是对传统一人公司这一旧矛盾统一体的否定，实现“单人成军”全新创业范式，是联系的环节、发展的环节；OPC的发展要求创业者坚持扬弃，肯定并保留数字员工的强大功能，同时针对法律风险加以改造。,本批回源核对正式答案/评分细则；综合论述角度不冒充逐点细则。
M0117,2026西城二模,2026,二模,Q16,resolved_by_source_repair,是：已由当前DOCX覆盖,矛盾的普遍性和特殊性,评标PDF渲染证据-哲学观点明示+现有DOCX正文覆盖,formal_scoring_or_marking_support,true,false,false,false,false,false,true,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md,COVERED_BY_EXISTING_DOCX_BATCH11,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q16评标PDF渲染页明示矛盾普遍性寓于特殊性，特殊性包含普遍性。,保留现有正文。
M0118,2026西城二模,2026,二模,Q16,resolved_by_source_repair,是：已由当前DOCX覆盖,实践是认识的基础,评标PDF渲染证据-哲学观点明示+现有DOCX正文覆盖,formal_scoring_or_marking_support,true,false,false,false,false,false,true,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md,COVERED_BY_EXISTING_DOCX_BATCH11,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q16评标PDF渲染页明示实践决定认识（来源/动力/标准）。,保留现有正文。
M0119,2026西城二模,2026,二模,Q16,resolved_by_source_repair,是：本批新增进入当前DOCX/PDF正文,价值观的导向作用,评标PDF渲染证据-哲学观点明示,formal_scoring_or_marking_support,true,false,false,false,false,false,true,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md,INSERTED_BATCH11_2026_XICHENG_Q16_VALUE_GUIDANCE,否,否,PASS_MACHINE_PROOF_PACK_ROW,,Q16评标PDF渲染页明示价值观的导向作用。,新增条目：30. 2026西城二模 第16题（主观题）。
M0120,2026顺义二模,2026,二模,Q16,resolved_by_source_repair,是/保留或补入：弱证据已回源修复,实践是认识的基础,formal_marking_doc_text,formal_scoring_or_marking_support,true,false,false,false,false,false,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:9,keep_rewritten_entry,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/26顺义二模评标.txt,评标 doc 明确可从实践观点作答，并在思路二中说明群众实践活动是新大众文艺创作源泉。
M0121,2026顺义二模,2026,二模,Q16,resolved_by_source_repair,是/保留或补入：弱证据已回源修复,价值观的导向作用,formal_marking_doc_text,formal_scoring_or_marking_support,true,false,false,false,false,false,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:10,keep_rewritten_entry,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/26顺义二模评标.txt,评标 doc 明确列价值观，并说明价值观对认识世界和改造世界活动具有导向作用。
M0122,2026顺义二模,2026,二模,Q16,resolved_by_source_repair,是/保留或补入：弱证据已回源修复,两点论与重点论,formal_marking_doc_text,weak_signal_with_formal_support,true,false,false,true,false,false,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:11,replace_node,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/26顺义二模评标.txt,原弱证据将矛盾泛写成对立统一；评标 doc 更具体支持矛盾普遍性特殊性、两点论重点论统一与主流价值。
M0123,2026顺义二模,2026,二模,Q16,resolved_by_source_repair,是/保留或补入：弱证据已回源修复,人民群众,formal_marking_doc_text,formal_scoring_or_marking_support,true,false,false,false,false,false,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:12,add_companion_entry,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/26顺义二模评标.txt,评标 doc 明确人民群众是历史创造者、文化创造主体；本轮补出人民群众节点。
M0124,2026顺义二模,2026,二模,Q16,resolved_by_source_repair,是/保留或补入：弱证据已回源修复,辩证否定 / 守正创新,formal_marking_doc_text,formal_scoring_or_marking_support,true,false,false,false,false,false,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:13,add_companion_entry,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/26顺义二模评标.txt,评标 doc 明确守正创新、继承传统推陈出新、创造性转化创新性发展；本轮补入辩证否定/守正创新。
M0125,2026石景山二模,2026,二模,Q17(3),resolved_by_source_repair,是/保留或补入：弱证据已回源修复,联系的普遍性 / 联系的观点（总）,formal_rubric_optional_angle,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:14,keep_with_optional_angle_note,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/石景山区高三政治第二次模拟考试答案评分细则(1).txt,细则明确可从联系、矛盾、实践与认识关系等角度回答；只能标可选角度，不能写成逐点累计细则。
M0126,2026石景山二模,2026,二模,Q17(3),resolved_by_source_repair,是/保留或补入：弱证据已回源修复,矛盾就是对立统一,formal_rubric_optional_angle,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:15,keep_with_optional_angle_note,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/石景山区高三政治第二次模拟考试答案评分细则(1).txt,同上，矛盾角度为正式细则允许角度。
M0127,2026石景山二模,2026,二模,Q17(3),resolved_by_source_repair,是/保留或补入：弱证据已回源修复,实践是认识的基础,formal_rubric_optional_angle,formal_broad_angle_or_level_support,true,false,false,false,false,true,true,04_fusion_audit\weak_gate_source_repair_resolution.csv:16,keep_with_optional_angle_note,否,否,PASS_MACHINE_PROOF_PACK_ROW,,99_logs/weak_gate_sources/石景山区高三政治第二次模拟考试答案评分细则(1).txt,同上，实践与认识关系为正式细则允许角度；学生版须保留证据边界。
M0128,2026丰台一模,2026,一模,Q16,哲学与文化主观题,是：Batch16回源确认，既有最终DOCX已覆盖并补登记ledger/accepted,矛盾就是对立统一,正式阅卷细则,formal_broad_angle_or_level_support,true,false,false,true,true,true,true,01_source_inventory\suite_source_bundles\2026丰台一模.md:432-436; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\26649804f1de31f5_2026丰台一模细则.md:98-101,KEEP_IN_BODY_FORMAL_RUBRIC_CONFIRMED_EXTERNAL_OPEN,否,否：Q16对应节点已有正式阅卷细则支撑；全书厚度外审仍 real_call_pending。,PASS_MACHINE_PROOF_PACK_ROW,,丰台一模主观题阅卷说明Q16哲学评分细则：第（1）点明确“坚持矛盾的观点，用全面、辩证的眼光看问题”，并要求看到AI积极作用和风险挑战。,移除证据等级中的参考答案措辞；本行只按正式阅卷细则计入正文支撑。
