atom_id,question,status,bucket,core,expected_location,teacher_index,student_doc,evidence_level,source_boundary,boundary_note
ATOM-CY07,2024朝阳二模 Q20,candidate_with_fixes,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,平等原则与开放原则分属两个空 不混成一个词
ATOM-CY08,2024朝阳二模 Q20,candidate_with_fixes,政治多极化,全球治理应坚持开放、合作、共享、共赢、包容和共商共建,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,与共商共建共享全球治理观有关 但此处是基本原则空
ATOM-CY09,2024朝阳二模 Q20,candidate_with_fixes,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,背景分不替代治理路径分
ATOM-CY10,2024朝阳二模 Q20,candidate_with_fixes,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,该角度内多个替代表述同槽 不制造多个必答频次
ATOM-CY11,2024朝阳二模 Q20,candidate_with_fixes,政治多极化,坚持共同但有区别的责任，发达国家应承担更多责任,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,这是气候治理责任原则 不泛化为所有全球治理题必写
ATOM-CY12,2024朝阳一模 Q21,candidate_with_fixes_boundary_guard,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,main,yes,yes,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,题目混入经济形势分析 只抽选必一政治多极化功能
ATOM-CY13,2024朝阳一模 Q21,candidate_with_fixes_boundary_guard,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,main,yes,yes,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,高水平对外开放和新发展格局只作边界支撑 不单独计入选必一主链
ATOM-CY14,2024朝阳一模 Q21,candidate_with_fixes_boundary_guard,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,main,yes,yes,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,独立自主和发展主动权可作选必一边界候选；增强自主创新能力、关键核心技术自主可控偏经济/科技创新模块 不计选必一主链频次
ATOM-CY15,2025朝阳一模 Q20,candidate_with_fixes,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,不要把产业链供应链安全稳定压成经济全球化正确方向；绿色化和数字化是本题混模块材料方向 不作独立选必一频次
ATOM-CY16,2025朝阳一模 Q20,candidate_with_fixes,经济全球化,推动贸易和投资自由化便利化,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,一带一路作为用法积累 不单独造频次；绿色化和数字化角度保持边界留痕
ATOM-CY17,2025朝阳一模 Q20,candidate_with_fixes,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,绿色技术和数字化加速只作为材料方向或混模块支撑 不替代全球治理规则核心 也不作独立选必一频次
ATOM-CY18,2026朝阳期末 Q20,candidate_with_fixes,时代背景,和平与发展仍是时代主题,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,后续命运共同体等是目标层 不把时代主题替代四角度全题
ATOM-CY19,2026朝阳期末 Q20,candidate_with_fixes,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,与时代主题同角度但不同分层
ATOM-CY20,2026朝阳期末 Q20,candidate_with_fixes,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,本角度是背景1分+目标1分成对结构；多极化/霸权强权等背景词不得和发展中国家话语权目标混成单一必答频次
ATOM-CY21,2026朝阳期末 Q20,candidate_with_fixes,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,本角度是背景1分+目标1分成对结构；贸易保护主义是背景 目标表述进入完整五词经济全球化方向的表述积累 不能替代完整核心名
ATOM-CY22,2026朝阳期末 Q20,candidate_with_fixes,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,main,yes,yes,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,本角度是背景1分+目标1分成对结构；国家利益理论不混入中国政策桶 维护人民利益和中国式现代化是目标层表达
ATOM-CY23,2024朝阳期中 Q20(3),candidate_with_boundary_guard,经济全球化,推动贸易和投资自由化便利化,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,只处理Q20第三问 前两问经济与社会不计选必一；短评结构分标题分表达分不计术语频次
ATOM-CY24,2024朝阳期中 Q20(3),candidate_with_boundary_guard,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,与2025朝阳二模Q21等合并成一个核心 保留完整五词；只处理Q20第三问且不计短评形式分
ATOM-CY25,2024朝阳期中 Q20(3),candidate_with_boundary_guard,中国,中国平等开放、合作共享的全球治理理念,main,yes,yes,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,只处理Q20第三问；短评题标题分结构分表达分不计术语频次
ATOM-CY-B01,2025朝阳期末 Q21,reference_only,政治多极化,世界多极化深入发展与平等有序的世界多极化,side_or_audit,yes,yes,P1_level_answer_or_reference_only,scanned_scoring_pdf_visual_no_point_rubric,如后续找到逐点细则可升级；当前不进主链频次
ATOM-CY26,2025朝阳期末 Q21,candidate_p2_guard,中国,推动构建人类命运共同体,main,yes,yes,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,同层8句任一句给1分；仅P2低等级候选 不计P0频次
ATOM-CY27,2025朝阳期末 Q21,candidate_p2_guard,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,main,yes,yes,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,同层8句任一句给1分满2分；只作P2表述池 不拆成多个P0必答频次
ATOM-CY28,2025朝阳期末 Q21,candidate_p2_guard,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,完整五词必须保留；高水平对外开放和新发展格局为混模块边界；仅P2低等级候选
ATOM-CY29,2025朝阳期末 Q21,candidate_p2_guard,中国,坚持正确义利观，在发展合作中义利相兼、互利共赢,main,yes,yes,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,正确义利观可入中国外交桶；文化自信和讲好中国故事主要作选必三边界；仅P2低等级候选
ATOM-HDQZ01,2024海淀期中 Q16(2),candidate_with_boundary_guard,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,本题为必修二4分+选必一2分混合题；品牌战略产品创新成本降低税收政策等不计入选必一主链
ATOM-HDQZ02,2024海淀期中 Q21(2),candidate_with_fixes,政治多极化,世界多极化深入发展与平等有序的世界多极化,main,yes,yes,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,这是变的背景层 不替代中国外交不变原则；属变侧框架 不得移入不变侧
ATOM-HDQZ03,2024海淀期中 Q21(2),candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,人类命运共同体在本题属于中国之变变通或新时代外交理念 不得移入不变侧；属变侧框架 不得移入不变侧
ATOM-HDQZ04,2024海淀期中 Q21(2),candidate_with_fixes,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,main,yes,yes,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,不得随意改写习近平外交思想；只在新时代外交指导层使用；属变侧框架 不得移入不变侧
ATOM-HDQZ05,2024海淀期中 Q21(2),candidate_with_fixes,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,main,yes,yes,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,国家性质可作为外交政策决定因素保留但不单独扩成政治与法治频次；主权安全发展利益与国家利益不累计；属不变侧框架 不得与时代背景之变混同
ATOM-HDQZ06,2024海淀期中 Q21(2),candidate_with_fixes,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,作为不变侧可得分表达积累 不反向泛化为所有外交题必答；属不变侧框架 不得与时代背景之变混同
ATOM-FT01,2025丰台二模 Q20,candidate_with_fixes,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化,main,yes,yes,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,不能只写全球南方关键词；必须保留中国身份+参与全球治理+推动现代化的解释链
ATOM-FT02,2025丰台二模 Q20,candidate_with_fixes,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,这里是中国通过国际组织参与全球治理的角色点 不等同于联合国常任理事国专门角度；二者需分开
ATOM-FT03,2025丰台二模 Q20,candidate_with_fixes,联合国,《联合国宪章》宗旨和原则,main,yes,yes,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,不能只写联合国；必须说明常任理事国身份+宪章原则+多边主义+体制权威有效
ATOM-FT04,2025丰台二模 Q20,candidate_with_fixes,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,保留平等开放合作共享和更加公正合理；主功能是全球治理方向 人类命运共同体作为中国理念交叉引用；统一使用共商共建共享 不继承ClaudeCode原始条目的共建共商共享错序；不要压缩成中国方案或全球治理正确方向
ATOM-MTG01,2025门头沟一模 Q19,candidate_with_fixes,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,充分利用两个市场两种资源在本题明确不给分 不得作为本题核心；必须保留市场红利+共享发展机遇+全球化方向的解释链
ATOM-MTG02,2025门头沟一模 Q19,candidate_with_fixes,中国,国际发展合作、南南合作与“小而美”项目,main,yes,yes,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,不能只写中国技术先进；必须写对发展中国家自主发展和民生/可持续的世界意义
ATOM-MTG03,2025门头沟一模 Q19,candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,国际公共产品/中国智慧中国方案是1分槽 维护和平促进发展/HMC是另1分槽 同角度保留1+1 不拆成多个独立频次
ATOM-MTG04,2025门头沟一模 Q19,candidate_with_fixes,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,main,yes,yes,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,国家关系民主化、世界多极化、多边主义在本题明确不给分；文明平等互鉴/全人类共同价值与DC04同表达家族但本题是独立1分子点 必须保留；不能用这些低信息标签替代文明互鉴+共同价值+公正合理秩序
ATOM-MTG26-01,2026门头沟一模 Q20,candidate_with_fixes,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,原因2分是综合术语阐释 不能只堆概念；必须接上海南自贸港封关背景
ATOM-MTG26-02,2026门头沟一模 Q20,candidate_with_fixes,经济全球化,推动贸易和投资自由化便利化,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,这是中国侧意义 不能只写世界开放；也不能把贸易自由化便利化抽空成低信息标签
ATOM-MTG26-03,2026门头沟一模 Q20,candidate_with_fixes,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,新质生产力是材料意义表述 不把它扩展成《经济与社会》主线；两种市场两种资源联动在本题中国侧正面赋分 但不得迁移到世界意义题裸写
ATOM-MTG26-04,2026门头沟一模 Q20,candidate_with_fixes,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,世界侧意义必须单独写出；不能只停在中国发展新动能
ATOM-MTG26-05,2026门头沟一模 Q20,candidate_with_fixes,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,开放型世界经济必须保留完整表达 不合并成模糊的经济全球化正确方向
ATOM-FT26-01,2026丰台一模 Q19,candidate_with_guard,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,main,yes,yes,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,不把slide42当逐点细则；作为高信息表述积累 guarded
ATOM-FT26-02,2026丰台一模 Q19,candidate_with_guard,联合国,《联合国宪章》宗旨和原则,main,yes,yes,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,联合国2030议程是本题高信息场景 不等同于一般联合国关键词
ATOM-FT26-03,2026丰台一模 Q19,candidate_with_guard,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,真正的多边主义和正确义利观要保留完整 不压缩成多边主义或义利观短标签
ATOM-FT26-04,2026丰台一模 Q19,candidate_with_guard,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,共商共建共享保留正确词序且后缀必须为全球治理观；本题是表达积累 guarded 不是逐点评分主频
ATOM-YQ26-01,2026延庆一模 Q19(2),candidate_with_fixes,理论,国家间共同利益是国家合作的基础,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,共同利益解释合作成立 正确义利观解释中国怎样合作 二者同属本题国家利益角度但在总框架中需分功能积累; A/B closure completed and guarded status preserved
ATOM-YQ26-02,2026延庆一模 Q19(2),candidate_with_fixes,中国,国际发展合作、南南合作与“小而美”项目,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,主桶放时代背景 同时在经济全球化桶交叉积累“融入经济全球化进程” 不拆成两个并列频次; A/B closure completed and guarded status preserved
ATOM-YQ26-03,2026延庆一模 Q19(2),candidate_with_fixes,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,必须保留后缀“全球治理观” 不能写成发展理念或发展格局; A/B closure completed and guarded status preserved
ATOM-YQ26-04,2026延庆一模 Q19(2),candidate_with_fixes,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,保留完整“相互尊重、公平正义、合作共赢” 不压成“新型国际关系”短标签; A/B closure completed and guarded status preserved
ATOM-YQ26-05,2026延庆一模 Q19(2),candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,人类命运共同体为正式评分点 中国方案在答案段出现但不作为独立评分槽；主放中国桶并交叉引用政治多极化; A/B closure completed and guarded status preserved
ATOM-FS26-01,2026房山一模 Q19,candidate_with_fixes,经济全球化,推动贸易和投资自由化便利化,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,不压缩成“对外开放”；保留货物服务贸易升级和要素自由流动; A/B closure completed and guarded status preserved
ATOM-FS26-02,2026房山一模 Q19,candidate_with_fixes,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,产业升级可与必修二交叉 但本题评分落点是融入全球产业分工和合作; A/B closure completed and guarded status preserved
ATOM-FS26-03,2026房山一模 Q19,candidate_with_fixes,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,营商环境本身不是选必一独立术语 本题因吸引外资和国际循环语境进入经济全球化机制; A/B closure completed and guarded status preserved
ATOM-FS26-04,2026房山一模 Q19,candidate_with_fixes,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,main,yes,yes,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,与2026门头沟一模Q20同属海南开放家族 但本题功能是助力国际循环；两市场两资源只在开放/循环语境正面赋分; A/B closure completed and guarded status preserved
ATOM-SJS26-01,2026石景山一模 Q20,candidate_with_guard,理论,国家间共同利益是国家合作的基础,main,yes,yes,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,等级题角度来源 不作为逐点细则频次
ATOM-SJS26-02,2026石景山一模 Q20,candidate_with_guard,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,不得裸写共商共建共享；必须绑定全球治理观语境，不得混入国内治理或发展理念
ATOM-SJS26-03,2026石景山一模 Q20,candidate_with_guard,经济全球化,推动贸易和投资自由化便利化,main,yes,yes,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,保留区域经济一体化和开放型经济格局 不压成开放
ATOM-SJS26-04,2026石景山一模 Q20,candidate_with_guard,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,本批只给包容可持续表达 不改写成完整五词核心名称
ATOM-SJS26-05,2026石景山一模 Q20,candidate_with_guard,中国,推动构建人类命运共同体,main,yes,yes,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,角度列举项且示例不总是使用 故只作可选升华/表述积累
M-FT24YM-01,2024丰台一模 Q20,candidate_with_guard,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,main,yes,yes,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,四方面等级说明，不按固定2分逐点计频
M-FT24YM-02,2024丰台一模 Q20,candidate_with_guard,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,main,yes,yes,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,更偏材料机制，入供应链表达积累，不单列教材核心主频
M-FT24YM-03,2024丰台一模 Q20,candidate_with_guard,经济全球化,推动贸易和投资自由化便利化,main,yes,yes,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,保留贸易投资自由化便利化，不压成开放
M-FT24YM-04,2024丰台一模 Q20,candidate_with_guard,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,main,yes,yes,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,可拆为技术与畅通链条表达，但本题按等级四方面 guarded 处理
M-FT24EM-01,2024丰台二模 Q19,candidate_with_fixes,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化,main,yes,yes,P0_formal_scoring_docx,formal_three_angles_each_2,不能泛写大国担当，必须对应气候变化行动
M-FT24EM-02,2024丰台二模 Q19,candidate_with_fixes,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,main,yes,yes,P0_formal_scoring_docx,formal_three_angles_each_2,中国智慧/方案须与南南合作和气候变化绑定
M-FT24EM-03,2024丰台二模 Q19,candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_docx,formal_three_angles_each_2,细则明示经济全球化、国际关系民主化等跑题需扣分
M-SJS24YM-01,2024石景山一模 Q19(2),reference_only,时代背景,经济全球化、世界多极化深入发展构成当代国际背景,side_or_audit,yes,yes,P1_reference_answer_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
M-SJS24YM-02,2024石景山一模 Q19(2),reference_only,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,side_or_audit,yes,yes,P1_reference_answer_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
M-SJS24YM-03,2024石景山一模 Q19(2),reference_only,中国,通过技术交流与资源共享带动当地发展，实现合作共赢,side_or_audit,yes,yes,P1_reference_answer_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
M-SY24EM-01,2024顺义二模 Q19(2),reference_only,理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,side_or_audit,yes,yes,P1_reference_answer_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
M-SY24EM-02,2024顺义二模 Q19(2),reference_only,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,side_or_audit,yes,yes,P1_reference_answer_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
M-SY24EM-03,2024顺义二模 Q19(2),reference_only,政治多极化,世界多极化深入发展与平等有序的世界多极化,side_or_audit,yes,yes,P1_reference_answer_only,reference_answer_only_not_rubric,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.
M-FT25YM-01,2025丰台一模 Q20,boundary_only,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,side_or_audit,yes,yes,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
M-FT25YM-02,2025丰台一模 Q20,boundary_only,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,side_or_audit,yes,yes,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
M-FT25YM-03,2025丰台一模 Q20,boundary_only,中国,推出国际职业资格认可目录、推动职业资格双向互认，吸引人才,side_or_audit,yes,yes,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
M-FT25YM-04,2025丰台一模 Q20,boundary_only,中国,实施优惠政策，吸引高新技术企业入驻，助力科技创新和开放型经济高质量发展,side_or_audit,yes,yes,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.
M-FT25QM-01,2025丰台期末 Q20,candidate_with_fixes,时代背景,和平与发展仍是时代主题,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,与其他时代主题表述合并，保留题目化表达
M-FT25QM-02,2025丰台期末 Q20,candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,P0逐点
M-FT25QM-03,2025丰台期末 Q20,candidate_with_fixes,理论,在平等互利基础上开展合作,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,P0逐点
M-FT25QM-04,2025丰台期末 Q20,candidate_with_fixes,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,必须保留全球治理观后缀
M-FT25QM-05,2025丰台期末 Q20,candidate_with_fixes,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,保留完整三词，不只写新型国际关系
M-FT25QM-06,2025丰台期末 Q20,candidate_with_fixes,中国,中非携手推进现代化,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,材料分，不作教材核心主频
M-FT25QM-07,2025丰台期末 Q20,candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_pptx,formal_point_rubric,P0逐点
M-YQ25YM-01,2025延庆一模 Q20(2),candidate_with_fixes,理论,国家间共同利益是国家合作的基础,main,yes,yes,P0_formal_scoring_docx,formal_point_rubric,2分组
M-YQ25YM-02,2025延庆一模 Q20(2),candidate_with_fixes,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P0_formal_scoring_docx,formal_point_rubric,保留五词，不压成正确方向
M-YQ25YM-03,2025延庆一模 Q20(2),candidate_with_fixes,政治多极化,世界多极化深入发展与平等有序的世界多极化,main,yes,yes,P0_formal_scoring_docx,formal_point_rubric,P0逐点
M-YQ25YM-04,2025延庆一模 Q20(2),candidate_with_fixes,中国,推动构建人类命运共同体,main,yes,yes,P0_formal_scoring_docx,formal_point_rubric,P0逐点
M-FS25YM-01,2025房山一模 Q18(2),candidate_with_fixes,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_pdf,formal_point_rubric,不可替代项必须保留
M-FS25YM-02,2025房山一模 Q18(2),candidate_with_fixes,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,main,yes,yes,P0_formal_scoring_pdf,formal_point_rubric,逻辑1分另记，不作核心术语
M-CP25EM-01,2025昌平二模 Q21,candidate_with_guard,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,main,yes,yes,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,无明确书本限定，guarded 进入经济全球化表述积累
M-CP25EM-02,2025昌平二模 Q21,candidate_with_guard,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,guarded
M-CP25EM-03,2025昌平二模 Q21,candidate_with_guard,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,main,yes,yes,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,guarded
M-CP25EM-04,2025昌平二模 Q21,candidate_with_guard,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,与完整五词方向区分，不补写未出现的平衡共赢
M-SJS25YM-01,2025石景山一模 Q17(2),candidate_with_fixes,政治多极化,共商共建共享的全球治理观,main,yes,yes,P0_formal_scoring_doc,formal_point_rubric,P0逐点
M-SJS25YM-02,2025石景山一模 Q17(2),candidate_with_fixes,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,main,yes,yes,P0_formal_scoring_doc,formal_point_rubric,P0逐点
M-SJS25YM-03,2025石景山一模 Q17(2),candidate_with_fixes,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,main,yes,yes,P0_formal_scoring_doc,formal_point_rubric,保留普惠包容，不替换完整五词
M-SJS25YM-04,2025石景山一模 Q17(2),candidate_with_fixes,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,main,yes,yes,P0_formal_scoring_doc,formal_point_rubric,P0逐点
