question,point_no,basis,bucket,framework_core,scoring_position,red_scoring_terms,answer_sentence,evidence_level,promotion_status,source_boundary,source_refs,student_summary_status
2026东城期末 Q20,4,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,四大倡议4分中的文明倡议1分,全球文明倡议；以文明增互信；文明交流互鉴；相互理解与信任；平等包容的文明观；全人类共同价值,全球文明倡议以文明增互信，倡导文明交流互鉴和平等包容的文明观，弘扬全人类共同价值。,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,included_main
2026东城期末 Q20,5,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,四大倡议4分中的治理倡议1分,全球治理倡议；以治理求公正；完善全球治理；公平治理；实现共赢,全球治理倡议以治理求公正，完善全球治理，在公平治理中实现共赢。,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,included_main
2026东城期末 Q20,6,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,系统推动2分和实践层面1分,四大全球倡议系统推动；有机统一；中国主张到国际共识；合作理念到共同行动；构建人类命运共同体新篇章,四大全球倡议相互促进、有机统一，从中国主张走向国际共识，从合作理念走向共同行动，不断谱写构建人类命运共同体新篇章。,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,included_main
2025东城期末 Q20,1,atom_expression_variant_from_source_ledger,经济全球化,中国新能源汽车发展促进资源优化配置和国际贸易，让经济全球化更有活力,第一层中国贡献2分,促进资源优化配置；促进国际贸易；为世界新能源产业注入活力；让经济全球化更有活力,中国新能源汽车走向世界市场，促进资源优化配置和国际贸易，为世界新能源产业注入活力，让经济全球化更有活力。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9,included_main
2025东城期末 Q20,2,atom_expression_variant_from_source_ledger,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,第二层批判欧盟行为2分,贸易保护主义；逆全球化；违背经济规律；破坏市场竞争；破坏市场秩序；损害消费者利益,欧盟对中国新能源汽车征收反补贴税是贸易保护主义和逆全球化行为，违背经济规律，破坏市场竞争和市场秩序。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9,included_main
2025东城期末 Q20,3,atom_expression_variant_from_source_ledger,中国,坚定维护本国利益，坚持互利共赢、和平谈判并推动贸易自由便利,第三层我国态度和做法2分,维护本国利益；互利共赢；和平谈判方式；推动贸易自由便利；维护市场秩序,中国应坚定维护本国利益，坚持互利共赢和和平谈判方式，推动贸易自由便利并维护市场秩序。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9,included_main
2025东城一模 Q20,1,atom_expression_variant_from_source_ledger,理论,国家间共同利益是国家合作的基础,第一层4分中的共同利益2分及替代,共同利益；一带一路；贸易自由化便利化；具体合作,国家间共同利益是合作的基础，中拉共建“一带一路”和自贸协定升级契合双方发展需要，因而能够深化合作。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,included_main
2025东城一模 Q20,2,atom_expression_variant_from_source_ledger,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,第一层4分中的经济全球化方向2分,贸易自由化便利化；中拉合作；自贸协定升级；开放、包容、普惠、平衡、共赢,此次元首外交推进中拉经贸合作和自贸协定升级，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,included_main
2025东城一模 Q20,3,atom_expression_variant_from_source_ledger,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,第二层2分及替代,维护发展中国家利益；全球南方；完善全球治理；推进国际关系民主化,此次元首外交回应全球南方求平等促变革的愿望，维护发展中国家利益，推动全球治理完善和国际关系民主化。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,included_main
2025东城一模 Q20,4,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,第三层2分,中国特色大国外交新境界；构建人类命运共同体的新实践,此次元首外交以密集多边活动和务实合作开辟中国特色大国外交新境界，成为构建人类命运共同体的新实践。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,included_main
2025东城二模 Q20,1,atom_expression_variant_from_source_ledger,政治多极化,世界多极化深入发展与平等有序的世界多极化,第一层背景2分及替代表述1分,局部动荡不断；和平与发展主题；世界多极化；全球经济复苏乏力；贸易保护主义；地区冲突；阵营对抗；非传统安全威胁,当今国际局势变乱交织，局部动荡不断，面临贸易保护主义、地区冲突和非传统安全威胁等诸多问题和挑战。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8,included_main
2025东城二模 Q20,2,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,第二层精神4分中的两点,同球共济；人类命运共同体内涵；各国共同利益,同球共济精神丰富人类命运共同体内涵，符合各国共同利益，能把各国应对共同挑战的行动凝聚起来。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8,included_main
2025东城二模 Q20,3,atom_expression_variant_from_source_ledger,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,第三层行动2分及替代表述,中国智慧；中国方案；推动国际关系民主化；和平解决国际争端；劝和促谈；全球人工智能治理倡议,中国通过劝和促谈、推动气候合作和提出全球人工智能治理倡议，为解决全球性问题贡献中国智慧和中国方案。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8,included_main
2024东城一模 Q20,1,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,试题分析PPT slide64第3点,制度型开放；深入融入经济全球化,我国主动对标国际规则、规制、管理和标准，推进制度型开放、深入融入经济全球化，为外循环提速和新发展格局构建提供开放条件。,P2_teaching_or_lecture,candidate_with_fixes,teaching_analysis_ppt_with_scoring_info,2024东城一模_Q20_SRC_1f17f2c91d92;2024东城一模_Q20_SRC_a1c55f582bad,included_main
2024东城一模 Q20,2,atom_expression_variant_from_source_ledger,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,试题分析PPT slide64第4点,以国内大循环吸引全球资源要素；两个市场两种资源,我国放宽外资准入、依托超大规模市场优势，以国内大循环吸引全球资源要素，增强国内国际两个市场两种资源联动效应。,P2_teaching_or_lecture,candidate_with_fixes,teaching_analysis_ppt_with_scoring_info,2024东城一模_Q20_SRC_1f17f2c91d92;2024东城一模_Q20_SRC_a1c55f582bad,included_main
2024东城一模 Q20,3,atom_expression_variant_from_source_ledger,经济全球化,提升贸易投资合作质量和水平,试题分析PPT slide64第4点,贸易投资合作质量和水平,我国优化市场准入和营商环境，提升贸易投资合作质量和水平，使外循环更好服务经济高质量发展。,P2_teaching_or_lecture,candidate_with_fixes,teaching_analysis_ppt_with_scoring_info,2024东城一模_Q20_SRC_1f17f2c91d92;2024东城一模_Q20_SRC_a1c55f582bad,included_main
2024东城二模 Q20,1,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,全球发展倡议2分 路径1分+效果1分,全球发展倡议；合作援助；共谋发展合作新空间；提供新机遇；注入新动力；增强发展中国家内生动力；繁荣世界经济,全球发展倡议通过合作援助，为世界共谋发展合作开辟新空间、提供新机遇、注入新动力，增强发展中国家的发展内生动力并繁荣世界经济。,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,included_main
2024东城二模 Q20,2,atom_expression_variant_from_source_ledger,联合国,《联合国宪章》宗旨和原则,全球安全倡议2分 路径1分+效果1分,全球安全倡议；对话协商；和平解决国际争端；遵守联合国宪章宗旨和原则；共赢思维；持久和平；普遍安全,全球安全倡议通过对话协商以和平方式解决国际争端，坚持联合国宪章宗旨和原则，以共赢思维应对安全挑战，推动建设持久和平、普遍安全的世界。,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,included_main
2024东城二模 Q20,3,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,全球文明倡议2分 路径1分+效果1分,全球文明倡议；交流互鉴；传承和创新；民心相通；开放包容的世界,全球文明倡议通过交流互鉴、传承和创新促进民心相通，建设开放包容的世界。,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,included_main
2024东城二模 Q20,4,atom_expression_variant_from_source_ledger,时代背景,在动荡变化的时代为国际社会注入稳定性和确定性,阅卷总结总论1分中的现实意义,百年未有之大变局；发展困难；安全挑战；文明冲突；稳定性和确定性,中国三大倡议为动荡变化的时代注入更多稳定性和确定性，助力国际社会携手走向美好未来。,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT,included_main
2026朝阳期末 Q20,1,atom_expression_variant_from_source_ledger,时代背景,和平与发展仍是时代主题,和平发展角度背景1分,和平与发展；世界发展大势；服务国家发展大局,和平与发展是当今时代主题，中国特色大国外交主动作为顺应世界发展大势并服务国家发展大局。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,included_main
2026朝阳期末 Q20,2,atom_expression_variant_from_source_ledger,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,和平发展角度目标1分,命运共同体；共同利益；国际新秩序；全球治理,中国特色大国外交更有作为，有利于推动构建人类命运共同体，维护共同利益，推动国际新秩序和全球治理发展。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,included_main
2026朝阳期末 Q20,3,atom_expression_variant_from_source_ledger,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,政治角度背景1分+目标1分,多极化；单边主义；霸权强权；发展中国家代表性话语权；全球南方联合自强,面对单边主义和霸权强权，中国特色大国外交推动多极化进程，提升发展中国家代表性和话语权，维护发展中国家利益并促进全球南方联合自强。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,included_main
2026朝阳期末 Q20,4,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,经济角度背景1分+目标1分,经济全球化；贸易保护主义；开放型世界经济；共同繁荣；互利共赢；开放合作；共享成果,面对贸易保护主义，中国特色大国外交应坚定维护多边贸易体制，推动开放型世界经济和世界经济共同繁荣，在互利共赢和开放合作中共享发展成果。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,included_main
2026朝阳期末 Q20,5,atom_expression_variant_from_source_ledger,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,我国国家利益角度背景1分+目标1分,国家核心利益；国家利益决定性因素；维护国家利益是对外活动出发点和落脚点；维护人民利益；中国式现代化,主权、安全、发展利益是国家核心利益，国家利益是国际关系的决定性因素，维护国家利益是主权国家对外活动的出发点和落脚点，中国特色大国外交要维护人民利益并服务中国式现代化。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_visual_support,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,included_main
2026朝阳期中 Q17,1,atom_expression_variant_from_source_ledger,中国,坚持正确义利观，在发展合作中义利相兼、互利共赢,朝阳期中第三层分说2,正确义利观；兼顾他国合理关切,推进人工智能国际合作要坚持正确义利观，在发展人工智能时兼顾各方合理利益，帮助全球南方共享技术发展成果。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx_or_ppt,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,2,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,朝阳期中第三层分说2,人类命运共同体,推进人工智能发展要把中国发展同世界共同发展联系起来，通过国际合作和能力建设推动构建人类命运共同体。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx_or_ppt,2026通州期末_Q20_SRC_35ef9424281a;2026朝阳期中_Q17_SRC_763b7470b96b;2024东城一模_Q16_SRC_1f17f2c91d92,included_main
2026朝阳期中 Q17,3,atom_expression_variant_from_source_ledger,理论,处理好自力更生和对外开放的关系,第一层总说1分,自力更生与对外开放,推进人工智能发展既要依靠核心技术自主可控掌握主动，又要通过开放合作融入国际分工，因此要处理好自力更生和对外开放的关系。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,4,atom_expression_variant_from_source_ledger,理论,核心技术自主可控；把握创新主动权,第一层分说1,核心技术自主可控；自主研发；核心竞争力,面对人工智能关键环节和外部竞争压力，我国要推进核心技术自主可控、把握创新主动权，增强人工智能发展的核心竞争力。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,5,atom_expression_variant_from_source_ledger,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,第一层分说2,国际交流合作；两个市场两种资源；国际分工,我国在坚持自主创新的同时，应积极参与经济全球化和国际分工，联动国内国际两个市场、两种资源，形成自主与开放相互支撑的发展路径。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,6,atom_expression_variant_from_source_ledger,理论,处理好发展和安全的关系；统筹发展和安全,第二层总说1分,发展与安全,发展人工智能必须统筹发展和安全，在释放降本增效和发展动能的同时，有效防范数据安全、科技安全等风险。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,7,atom_expression_variant_from_source_ledger,理论,处理好发展和安全的关系；统筹发展和安全,第二层分说1,底线思维；应对风险,我国应坚持总体国家安全观和底线思维，维护国家经济安全、科技安全，为人工智能发展守住安全底线。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,8,atom_expression_variant_from_source_ledger,理论,处理好中国发展和世界发展的关系,第三层总说1分,中国发展与世界发展,我国推进人工智能发展要处理好中国发展和世界发展的关系，在提升我国人工智能能力的同时，关注全球智能鸿沟，帮助全球南方国家加强人工智能能力建设，以中国发展促进世界共同发展。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳期中_Q17_SRC_763b7470b96b,included_main
2026朝阳期中 Q17,9,atom_expression_variant_from_source_ledger,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,第二层发展端分说2，本项目不作为选必一主链术语,经济平稳可持续发展；高质量发展；注入新动能；降本增效；提高效率；优化资源配置；经济增长；政府履行经济职能监管；完善法律法规,,P0_formal_scoring_rule_boundary,excluded_boundary_subpoint,formal_scoring_docx_but_cross_module_boundary,2026朝阳期中_Q17_SRC_763b7470b96b,included_as_question_auxiliary
2026朝阳一模 Q20,1,atom_expression_variant_from_source_ledger,理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,第20题第①点2分(1+1)必答点,综合国力较量；经济和科技实力；创新驱动战略,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量，中国坚持创新驱动战略，科技实力日益增强，能够为全球产业链供应链稳定和全球发展提供支撑。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,2,atom_expression_variant_from_source_ledger,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,第20题第②点1分,大国责任与担当；正确义利观；共享发展经验,中国通过鲁班工坊、菌草技术和现代化经验共享助力共同繁荣，秉持正确义利观，贡献中国智慧和中国方案，展现大国责任与担当。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,3,atom_expression_variant_from_source_ledger,中国,国际发展合作、南南合作与“小而美”项目,第20题第②点1分,发展中国家民生改善；全球发展内生动力,中国职业教育国际合作和菌草种植技术帮助发展中国家培养技术人才、减贫和生态治理，改善发展中国家民生，增强全球发展内生动力。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,4,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,第20题第②点1分,人类命运共同体,中国同世界分享减贫技术、发展成果和现代化经验，推动构建人类命运共同体，使全球发展更具包容性和稳定性。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,5,atom_expression_variant_from_source_ledger,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,第20题第③点发展潜力角度1分,两个市场、两种资源,中国依托超大规模市场和全球贸易网络，联动国内国际两个市场、两种资源，为各国共享中国发展机遇提供稳定空间。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,6,atom_expression_variant_from_source_ledger,经济全球化,推动贸易和投资自由化便利化,第20题第③点发展潜力角度1分,贸易投资自由化便利化,中国通过自贸协定和便利化政策推动贸易投资自由化便利化，促进人才、商品和资金双向流动，为开放型世界经济提供支撑。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,7,atom_expression_variant_from_source_ledger,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,朝阳第20题第③点1分,开放、包容、普惠、平衡、共赢；普惠、平衡、共赢,中国持续释放市场潜力、扩大自贸朋友圈并促进要素流动，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f,included_main
2026朝阳一模 Q20,8,atom_expression_variant_from_source_ledger,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,朝阳第20题第③点1分,合作共赢的新型国际关系；合作共赢；互利共赢；共享发展成果,中国同各国分享减贫、职业教育和现代化经验，扩大互利合作，推动建设合作共赢的新型国际关系，为全球发展注入稳定力量。,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f,included_main
2026朝阳一模 Q20,9,atom_expression_variant_from_source_ledger,政治多极化,共商共建共享的全球治理观,第20题第③点发展潜力角度1分,共商共建共享,中国坚持共商共建共享，与世界携手开拓发展新空间，使中国发展机遇转化为各国共同发展机遇。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,10,atom_expression_variant_from_source_ledger,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,第20题第③点发展潜力角度1分,人才流、商品流、资金流；生产要素全球流动,中国通过自贸协定、免签政策和市场开放促进人才、商品、服务和生产要素在全球范围内流动，增强世界经济循环韧性。,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0,included_main
2026朝阳一模 Q20,11,atom_expression_variant_from_source_ledger,时代背景,和平与发展仍是时代主题,朝阳第20题第③点1分,中国的做法符合时代主题和平与发展；时代主题：和平和发展,中国通过鲁班工坊、菌草技术、现代化经验共享和开放合作回应各国共同发展诉求，顺应和平与发展的时代主题，为全球发展注入稳定性和正能量。,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f,included_main
2025朝阳期末 Q21,1,atom_expression_variant_from_source_ledger,政治多极化,世界多极化深入发展与平等有序的世界多极化,细则PDF视觉核读仅见等级答案式宽口径,等级答案宽口径；中国特色大国外交；全球南方；中国式现代化外部环境,中国特色大国外交要在习近平外交思想指导下推动人类命运共同体建设并为中国式现代化营造良好外部环境。,P1_level_answer_or_reference_only,reference_only,scanned_scoring_pdf_visual_no_point_rubric,2025朝阳期末_Q21_SRC_49b23fecab97;2025朝阳期末_Q21_SRC_131c6c890bd4,included_as_question_auxiliary
2025朝阳期末 Q21,2,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,②营造总体外部环境1分；P2讲评PPT slide33,推动构建人类命运共同体；独立自主和平外交政策；和平共处五项原则；主权安全发展利益；三大全球倡议,中国坚持独立自主的和平外交政策和和平共处五项原则，推动构建人类命运共同体，维护主权安全发展利益，为中国式现代化营造和平稳定的总体外部环境。,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,included_main
2025朝阳期末 Q21,3,atom_expression_variant_from_source_ledger,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,③营造良好的外部政治环境2分；P2讲评PPT slide33,平等有序世界多极化；全球南方团结合作；合作共赢新型国际关系；共商共建共享；反对霸权主义强权政治；国际关系民主化；联合国核心体系；全球治理体系变革完善,中国倡导平等有序的世界多极化，推动建设以合作共赢为核心的新型国际关系，推动国际关系民主化，维护以联合国为核心的国际体系并推动全球治理体系变革完善。,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,included_main
2025朝阳期末 Q21,4,atom_expression_variant_from_source_ledger,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,④营造良好的外部经济环境2分；P2讲评PPT slide34,普惠包容的经济全球化；开放、包容、普惠、平衡、共赢；高水平对外开放边界；新发展格局边界,面对逆全球化和脱钩断链，中国倡导普惠包容的经济全球化，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展，为中国式现代化营造良好外部经济环境。,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,included_main
2025朝阳期末 Q21,5,atom_expression_variant_from_source_ledger,中国,坚持正确义利观，在发展合作中义利相兼、互利共赢,⑤营造良好的外部文化环境和国际舆论环境1分；P2讲评PPT slide34,正确义利观；国际话语权；世界文明多样性；文明交流互鉴；讲好中国故事边界,中国坚持正确的义利观，尊重世界文明多样性，提升国际话语权，以负责任大国形象为中国式现代化营造良好外部文化和舆论环境。,P2_teaching_lecture_with_point_scoring,candidate_p2_guard,p0_pdf_level_only_plus_paper_text_support,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,included_main
2025朝阳一模 Q20,1,atom_expression_variant_from_source_ledger,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,多元化布局角度2分,多元化布局；顺应经济全球化趋势；利用世界各地优势组织生产经营；产业链供应链安全；多元稳定国际经济格局,中国应鼓励有实力的跨国公司顺应经济全球化趋势，在全球范围内分散投资并利用各地优势组织生产经营，推进产业链供应链多元化布局，维护产业链供应链安全稳定。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_text_support,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994,included_main
2025朝阳一模 Q20,2,atom_expression_variant_from_source_ledger,经济全球化,推动贸易和投资自由化便利化,区域化合作角度2分,亲诚惠容外交理念；区域经济合作；一带一路；区域投资和贸易自由化便利化；区域产业链供应链深度融合,中国应深化区域经济合作，秉持亲诚惠容外交理念，加强与周边国家和地区经济合作，促进区域投资和贸易自由化便利化，推动区域产业链供应链深度融合。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_text_support,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994,included_main
2025朝阳一模 Q20,3,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,总结1分及绿色规则相关角度,全球经济治理和规则制定；多边贸易体系；更高水平开放型经济；开放型世界经济；人类命运共同体,中国应积极参与全球经济治理和规则制定，维护多边贸易体系，发展更高水平开放型经济，推动构建开放型世界经济和人类命运共同体。,P0_formal_scoring_rule_visual,candidate_with_fixes,scanned_scoring_pdf_visual_with_paper_text_support,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994,included_main
