year_root,year,district,stage,suite_guess,role,extension,size,modified,relative_path,absolute_path
2025各区模拟题,2025,东城,二模,2025东城二模,paper,.pdf,575180,2025-05-17T15:18:26,2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.doc,1120834,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,861603,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,1892630,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,3477321,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,650202,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,530536,2025-05-17T15:36:52,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,894350,2025-05-17T15:36:52,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,5374172,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx
2025各区模拟题,2025,丰台,二模,2025丰台二模,paper,.pdf,851941,2025-05-17T15:34:04,2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf
2025各区模拟题,2025,昌平,二模,2025昌平二模,rubric,.pptx,3287406,2026-04-01T16:28:01,2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx
2025各区模拟题,2025,昌平,二模,2025昌平二模,paper,.pdf,826723,2026-04-01T16:13:52,2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,paper,.pdf,4268564,2025-05-17T15:34:46,2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,rubric,.docx,29885,2025-05-17T15:34:34,2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,paper,.pdf,704674,2025-05-17T15:18:43,2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.pdf,5903279,2025-05-17T15:17:06,2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.docx,15122,2025-05-17T15:17:16,2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.docx,146207,2025-05-17T15:17:34,2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx
2025各区模拟题,2025,海淀,二模,2025海淀二模,paper,.pdf,7863464,2025-05-17T15:16:51,2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf
2025各区模拟题,2025,西城,二模,2025西城二模,rubric,.docx,43967,2025-05-17T15:35:29,2025各区二模\2025西城二模\细则\2025西城二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx
2025各区模拟题,2025,西城,二模,2025西城二模,paper,.pdf,971063,2025-05-17T15:18:05,2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf
2025各区模拟题,2025,东城,期末,2025东城期末,rubric,.pdf,1375593,2026-04-20T00:47:18,2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf
2025各区模拟题,2025,东城,期末,2025东城期末,rubric,.pptx,8107362,2025-04-16T19:32:49,2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\细则\2025东城期末细则.pptx
2025各区模拟题,2025,东城,期末,2025东城期末,paper,.pdf,704654,2025-04-16T19:30:51,2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf
2025各区模拟题,2025,丰台,期末,2025丰台期末,rubric,.pptx,5796219,2025-04-16T19:36:01,2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx
2025各区模拟题,2025,丰台,期末,2025丰台期末,paper,.pdf,1008849,2025-04-16T19:32:16,2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,lecture,.pptx,123585,2025-04-16T19:35:13,2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,rubric,.pdf,2249777,2025-03-13T20:24:55,2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,paper,.pdf,707918,2025-02-25T18:38:52,2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf
2025各区模拟题,2025,海淀,期中,2025海淀期中,rubric,.docx,1478316,2025-02-25T17:59:54,2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx
2025各区模拟题,2025,海淀,期中,2025海淀期中,paper,.pdf,773864,2025-02-25T17:59:44,2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf
2025各区模拟题,2025,海淀,期末,2025海淀期末,rubric,.pptx,8891068,2025-03-13T20:26:45,2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx
2025各区模拟题,2025,海淀,期末,2025海淀期末,paper,.docx,667420,2025-03-13T20:26:22,2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx
2025各区模拟题,2025,西城,期末,2025西城期末,rubric,.pdf,503340,2025-02-25T18:37:38,2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf
2025各区模拟题,2025,西城,期末,2025西城期末,paper,.pdf,998833,2025-02-25T18:38:18,2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,5246761,2026-04-11T00:44:37,2026各区一模\2026东城一模\2026东城一模 原卷扫描版.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\2026东城一模 原卷扫描版.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,945774,2026-04-11T00:43:22,2026各区一模\2026东城一模\2026北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\2026北京东城高三一模政治（教师版）.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,668225,2026-04-11T23:04:03,2026各区一模\2026东城一模\26东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\26东城一模细则.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,6179160,2026-04-11T17:35:04,2026各区一模\2026东城一模\东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模细则.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,33684424,2026-04-12T14:26:26,2026各区一模\2026东城一模\东城一模评标细则（勿传）\16.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\16.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,12028511,2026-04-12T14:26:26,2026各区一模\2026东城一模\东城一模评标细则（勿传）\17.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\17.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,19133563,2026-04-12T14:26:26,2026各区一模\2026东城一模\东城一模评标细则（勿传）\18+选择7、13.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\18+选择7、13.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,17424512,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（1）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（1）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,16444486,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（2）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（2）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,6794799,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（3）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（3）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,48215605,2026-04-12T14:26:45,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（4）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（4）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,5399320,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\20.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\20.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,668225,2026-04-11T23:04:03,2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,6179160,2026-04-11T17:35:04,2026各区一模\2026东城一模\其他材料\东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\东城一模细则.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,33684424,2026-04-12T14:26:26,2026各区一模\2026东城一模\细则\2026东城一模细则\16.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\16.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,12028511,2026-04-12T14:26:26,2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,19133563,2026-04-12T14:26:26,2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,17424512,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\19（1）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（1）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,16444486,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\19（2）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（2）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,6794799,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\19（3）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（3）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,48215605,2026-04-12T14:26:45,2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,5399320,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,5246761,2026-04-11T00:44:37,2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,945774,2026-04-11T00:43:22,2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf
2026各区模拟题,2026,丰台,一模,2026丰台一模,lecture,.pptx,23449985,2026-04-05T13:13:06,2026各区一模\2026丰台一模\26 丰台一模政治(1).pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\26 丰台一模政治(1).pptx
2026各区模拟题,2026,丰台,一模,2026丰台一模,paper,.pdf,5971693,2026-04-05T13:11:44,2026各区一模\2026丰台一模\丰台一模.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\丰台一模.pdf
2026各区模拟题,2026,丰台,一模,2026丰台一模,rubric,.pptx,23449985,2026-04-05T13:13:06,2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx
2026各区模拟题,2026,丰台,一模,2026丰台一模,paper,.pdf,5971693,2026-04-05T13:11:44,2026各区一模\2026丰台一模\试卷\丰台一模.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\试卷\丰台一模.pdf
2026各区模拟题,2026,延庆,一模,2026延庆一模,paper,.pdf,694178,2026-04-05T13:16:08,2026各区一模\2026延庆一模\2026北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\2026北京延庆高三一模政治（教师版）.pdf
2026各区模拟题,2026,延庆,一模,2026延庆一模,rubric,.docx,24071,2026-04-05T13:17:52,2026各区一模\2026延庆一模\26 延庆一模评标.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\26 延庆一模评标.docx
2026各区模拟题,2026,延庆,一模,2026延庆一模,rubric,.docx,24071,2026-04-05T13:17:52,2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx
2026各区模拟题,2026,延庆,一模,2026延庆一模,paper,.pdf,694178,2026-04-05T13:16:08,2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf
2026各区模拟题,2026,房山,一模,2026房山一模,paper,.pdf,4378557,2026-04-05T13:16:51,2026各区一模\2026房山一模\2026北京房山高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\2026北京房山高三一模政治.pdf
2026各区模拟题,2026,房山,一模,2026房山一模,rubric,.docx,45608,2026-04-12T14:29:21,2026各区一模\2026房山一模\26 房山一模评标 全.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\26 房山一模评标 全.docx
2026各区模拟题,2026,房山,一模,2026房山一模,rubric,.docx,45608,2026-04-12T14:29:21,2026各区一模\2026房山一模\细则\2026房山一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx
2026各区模拟题,2026,房山,一模,2026房山一模,paper,.pdf,4378557,2026-04-05T13:16:51,2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,paper,.pdf,668962,2026-04-05T13:15:09,2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,rubric,.docx,24525,2026-04-08T13:15:08,2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,rubric,.docx,24525,2026-04-08T13:15:08,2026各区一模\2026朝阳一模\朝阳高三政治一模阅卷细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\朝阳高三政治一模阅卷细则.docx
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,rubric,.docx,24525,2026-04-08T13:15:08,2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,paper,.pdf,668962,2026-04-05T13:15:09,2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf
2026各区模拟题,2026,海淀,一模,2026海淀一模,paper,.pdf,1739453,2026-04-11T00:46:52,2026各区一模\2026海淀一模\2026海淀一模 试卷扫描版_去水印.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\2026海淀一模 试卷扫描版_去水印.pdf
2026各区模拟题,2026,海淀,一模,2026海淀一模,rubric,.pdf,2405986,2026-04-11T00:39:52,2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf
2026各区模拟题,2026,海淀,一模,2026海淀一模,rubric,.pdf,2405986,2026-04-11T00:39:52,2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf
2026各区模拟题,2026,海淀,一模,2026海淀一模,paper,.pdf,1739453,2026-04-11T00:46:52,2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf
2026各区模拟题,2026,石景山,一模,2026石景山一模,paper,.pdf,701385,2026-04-05T13:15:40,2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf
2026各区模拟题,2026,石景山,一模,2026石景山一模,rubric,.doc,61440,2026-04-05T13:17:21,2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc
2026各区模拟题,2026,石景山,一模,2026石景山一模,rubric,.doc,61440,2026-04-05T13:17:21,2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc
2026各区模拟题,2026,石景山,一模,2026石景山一模,paper,.pdf,701385,2026-04-05T13:15:40,2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.pdf,13170039,2026-04-11T00:42:44,2026各区一模\2026西城一模\2026北京西城高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\2026北京西城高三一模政治.pdf
2026各区模拟题,2026,西城,一模,2026西城一模,rubric,.docx,21457,2026-04-11T22:11:15,2026各区一模\2026西城一模\细则\2026西城一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.pdf,13170039,2026-04-11T00:42:44,2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.docx,4178588,2026-04-11T17:38:47,2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx
2026各区模拟题,2026,西城,一模,2026西城一模,rubric,.docx,21457,2026-04-11T22:11:15,2026各区一模\2026西城一模\高三一模阅卷细则26.04(1).docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\高三一模阅卷细则26.04(1).docx
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.docx,4178588,2026-04-11T17:38:47,2026各区一模\2026西城一模\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\高三统一测试思想政治试卷.docx
2026各区模拟题,2026,通州,一模,2026通州一模,paper,.pdf,8260419,2026-04-28T09:17:57,2026各区一模\2026通州一模\2026北京通州高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026通州一模\2026北京通州高三一模政治.pdf
2026各区模拟题,2026,通州,一模,2026通州一模,rubric,.pdf,1769056,2026-04-28T09:18:23,2026各区一模\2026通州一模\26 通州一模评标.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026通州一模\26 通州一模评标.pdf
2026各区模拟题,2026,门头沟,一模,2026门头沟一模,rubric,.docx,23845,2026-04-14T11:20:46,2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx
