year_root,year,district,stage,suite_guess,role,extension,size,modified,relative_path,absolute_path,source_id,text_path,method,status,quality_flag,char_count,cjk_count,error
2024各区模拟题,2024,西城,二模,2024西城二模,rubric,.pdf,1174827,2025-03-22T22:33:16,2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,00fde452c823,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\00fde452c823_西城东城二模选择题讲评.txt,pymupdf_text,ok,usable_text,530,278,
2024各区模拟题,2024,西城,二模,2024西城二模,rubric,.pptx,3106616,2025-03-22T22:33:16,2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,9e25c346f65e,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\9e25c346f65e_西城东城二模选择题讲评.txt,python-pptx,ok,usable_text,645,292,
2024各区模拟题,2024,西城,二模,2024西城二模,answer,.docx,43143,2025-03-22T22:33:16,2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,72d5c00e3778,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\72d5c00e3778_高三模拟测试思想政治答案.txt,python-docx,ok,usable_text,1984,1472,
2024各区模拟题,2024,西城,二模,2024西城二模,rubric,.docx,50023,2025-03-22T22:33:16,2024各区二模\2024西城二模\细则\2024西城二模细则.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx,a66c8ad8b1e4,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a66c8ad8b1e4_2024西城二模细则.txt,python-docx,ok,usable_text,3619,2737,
2024各区模拟题,2024,西城,二模,2024西城二模,paper,.docx,483636,2025-03-22T22:33:16,2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,e94a6c917f52,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e94a6c917f52_高三模拟测试思想政治试卷.txt,python-docx,ok,usable_text,5917,4677,
2024各区模拟题,2024,顺义,二模,2024顺义二模,rubric,.docx,32521,2025-03-22T22:33:15,2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,1d378ab098d5,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\1d378ab098d5_2024顺义思政二模细则.txt,python-docx,ok,usable_text,2071,1706,
2024各区模拟题,2024,顺义,二模,2024顺义二模,paper,.docx,13156426,2025-03-22T22:33:15,2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,ba0fd81adfe7,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ba0fd81adfe7_20240318顺义思政二模试题（定）.txt,python-docx,ok,usable_text,6289,4950,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,rubric,.docx,121373,2026-04-01T15:50:58,2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,81bcdf4167b9,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\81bcdf4167b9_2024.11期中政治朝阳评标2.txt,python-docx,ok,usable_text,22626,17229,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,rubric,.docx,29099,2026-04-01T15:50:42,2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,e882bfe40061,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e882bfe40061_2024.11期中政治朝阳评标docx.txt,python-docx,ok,usable_text,5616,4315,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,rubric,.rtf,186917,2026-04-01T15:51:23,2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf,f43fde14d97e,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\f43fde14d97e_2024朝阳期中细则.txt,unsupported,unsupported,empty,0,0,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,paper,.pdf,532797,2026-04-01T15:51:11,2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,a43a020e8d58,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a43a020e8d58_202411朝阳高三政治_期中1试题(1).txt,pymupdf_text,ok,usable_text,7672,5752,
2024各区模拟题,2024,朝阳,期中,2024朝阳期中,paper,.pdf,532797,2026-04-01T15:50:25,2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,23ba120fedbd,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\23ba120fedbd_202411朝阳高三政治_期中1试题.txt,pymupdf_text,ok,usable_text,7672,5752,
2024各区模拟题,2024,海淀,期中,2024海淀期中,rubric,.pdf,5808964,2026-04-01T16:28:50,2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,aa74a63f9d92,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\aa74a63f9d92_2024海淀期中细则.txt,pymupdf_text,ok,usable_text,15389,10821,
2024各区模拟题,2024,海淀,期中,2024海淀期中,paper,.pdf,4988708,2026-04-01T16:29:12,2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,0f83ee67fbc6,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\0f83ee67fbc6_海淀区2024～2025学年第一学期期中练习政治试题.txt,pymupdf_text,ok,usable_text,975,144,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,568828,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,9ebfccc22a07,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\9ebfccc22a07_2024届各区一模试题分类汇编必修1.txt,python-docx,ok,usable_text,4010,3002,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,1633889,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,92f417617f5d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\92f417617f5d_2024届各区一模试题分类汇编必修2.txt,python-docx,ok,usable_text,10521,8271,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,366309,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,bd439883dd59,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\bd439883dd59_2024届各区一模试题分类汇编必修3.txt,python-docx,ok,usable_text,12032,9123,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,1517404,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,d4636a33ec65,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\d4636a33ec65_2024届各区一模试题分类汇编必修4.txt,python-docx,ok,usable_text,11029,8397,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,1940457,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,de6139a6c11e,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\de6139a6c11e_2024届各区一模试题分类汇编选必1.txt,python-docx,ok,usable_text,10524,7866,
2024各区模拟题,2024,,一模,2024一模,paper,.docx,779706,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,22399ae81fb0,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\22399ae81fb0_2024届各区一模试题分类汇编选必2.txt,python-docx,ok,usable_text,11955,9353,
2024各区模拟题,2024,,一模,2024一模,paper,.doc,674304,2025-03-22T22:33:14,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,1c9e7a5bcf6a,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\1c9e7a5bcf6a_2024届各区一模试题分类汇编选必3.txt,binary_text_scan,ok,usable_text,358792,118972,
2025各区模拟题,2025,东城,一模,2025东城一模,rubric,.pdf,370507,2025-04-16T19:14:45,2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,9adf68700704,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\9adf68700704_2025东城一模细则.txt,pymupdf_text,ok,usable_text,5820,4254,
2025各区模拟题,2025,东城,一模,2025东城一模,paper,.pdf,810417,2025-04-14T16:27:33,2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,74ee5ba6077c,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\74ee5ba6077c_2025北京东城高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,8167,5862,
2025各区模拟题,2025,丰台,一模,2025丰台一模,rubric,.docx,28150,2025-04-14T16:33:31,2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,de06393b8b58,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\de06393b8b58_2025丰台一模细则.txt,python-docx,ok,usable_text,6488,5193,
2025各区模拟题,2025,丰台,一模,2025丰台一模,paper,.pdf,820699,2025-04-14T16:33:22,2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,87011a4cfef8,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\87011a4cfef8_2025北京丰台高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,8995,6420,
2025各区模拟题,2025,延庆,一模,2025延庆一模,rubric,.docx,21765,2025-04-14T16:39:25,2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,6204ead48721,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\6204ead48721_2025延庆一模细则.txt,python-docx,ok,usable_text,2674,2015,
2025各区模拟题,2025,延庆,一模,2025延庆一模,paper,.pdf,870780,2025-04-14T16:38:28,2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,b94865235d2c,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\b94865235d2c_2025北京延庆高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,9802,7305,
2025各区模拟题,2025,房山,一模,2025房山一模,rubric,.pdf,245221,2025-04-14T16:36:44,2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,6758416a7761,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\6758416a7761_2025房山一模细则.txt,pymupdf_text,ok,usable_text,3603,2442,
2025各区模拟题,2025,房山,一模,2025房山一模,paper,.pdf,785455,2025-04-14T16:36:30,2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,1ea01526a6f4,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\1ea01526a6f4_2025北京房山高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,16555,12529,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.doc,50176,2025-04-14T16:30:25,2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,b9ecc69888ef,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\b9ecc69888ef_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.txt,binary_text_scan,ok,usable_text,9335,1521,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.doc,66048,2025-04-14T16:31:19,2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,a270e10b6160,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a270e10b6160_20250329高3阅卷总结18题_社区治理_汤桃玲组_探究建构.txt,binary_text_scan,ok,usable_text,15957,2329,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.doc,52736,2025-04-14T16:30:15,2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,ef3b9a50acc7,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ef3b9a50acc7_20250329高3阅卷总结19题_合同欺诈_阐释论证.txt,binary_text_scan,ok,usable_text,16983,1308,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.pptx,660961,2025-04-14T18:57:58,2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,eebdbe552088,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\eebdbe552088_高三政治一模试卷讲评.txt,unknown,error,empty,0,0,"XMLSyntaxError('Namespace prefix w for pos on tab is not defined, line 1, column 1202')"
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,rubric,.pdf,731224,2025-04-14T16:29:19,2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf,b0ee01771419,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\b0ee01771419_2025朝阳一模细则.txt,pymupdf_text+tesseract_ocr,ok,usable_text,5218,1272,
2025各区模拟题,2025,朝阳,一模,2025朝阳一模,paper,.pdf,631028,2025-04-14T16:28:14,2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,773f6ec548fb,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\773f6ec548fb_2025北京朝阳高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,10097,7370,
2025各区模拟题,2025,海淀,一模,2025海淀一模,paper,.pdf,1672781,2025-04-15T23:00:14,2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,526a0cc25faf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\526a0cc25faf_EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.txt,pymupdf_text,ok,usable_text,2970,2076,
2025各区模拟题,2025,海淀,一模,2025海淀一模,rubric,.docx,9649034,2025-04-14T16:23:01,2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,6c25dc5749d0,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\6c25dc5749d0_2025海淀一模细则.txt,python-docx,ok,usable_text,994,784,
2025各区模拟题,2025,海淀,一模,2025海淀一模,paper,.pdf,692410,2025-04-20T13:44:05,2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,41042f694dbd,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\41042f694dbd_2025北京海淀高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,9369,7023,
2025各区模拟题,2025,石景山,一模,2025石景山一模,rubric,.doc,47104,2025-04-14T16:34:04,2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,f615d243464b,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\f615d243464b_2025石景山一模细则.txt,binary_text_scan,ok,usable_text,13655,1354,
2025各区模拟题,2025,石景山,一模,2025石景山一模,paper,.pdf,761460,2025-04-14T16:33:55,2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,76e7b162f829,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\76e7b162f829_2025北京石景山高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,10611,7593,
2025各区模拟题,2025,西城,一模,2025西城一模,rubric,.docx,29503,2025-05-02T18:19:15,2025各区一模\2025西城一模\细则\2025西城一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,5b30c37177a9,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\5b30c37177a9_2025西城一模细则.txt,python-docx,ok,usable_text,4127,3085,
2025各区模拟题,2025,西城,一模,2025西城一模,paper,.pdf,847160,2025-04-14T16:25:17,2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,aca0c08ff760,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\aca0c08ff760_2025北京西城高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,9982,7065,
2025各区模拟题,2025,门头沟,一模,2025门头沟一模,rubric,.doc,29742,2025-04-17T13:39:38,2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,6ad95af315f0,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\6ad95af315f0_2025门头沟一模细则.txt,binary_text_scan,ok,usable_text,9615,1583,
2025各区模拟题,2025,门头沟,一模,2025门头沟一模,paper,.pdf,754233,2025-04-17T13:40:38,2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,7d728bc28b3f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\7d728bc28b3f_2025北京门头沟高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,10438,7627,
