source_type,suite,question,normalized_key,current_status,matched_terms,reason,next_action,paper_evidence,scoring_evidence
coverage_diff,2025东城二模,Q18,2025东城二模Q18,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,平台为群众 提供了便捷的司法服务，降低群众维权成本，提升维权效率。通过数字赋能审判，提升审判工作质效和司 法公信力。 18.（12 分） （1）“土壤层”有效市场和有为政府形成合力，政府实施重大发展战略规划、建设新型基础设施、完善产业 体系，为创新提供战略指引、软硬件保障、全产业链支撑；市场驱动资源配置与需求迭代，为创新发展提 供强大动力。“乔木层”产学研深度融合，引领创新方向，科研机构与高校加强基础研究、攻坚关键技术、 培养人才，大企业主导产业化应用。 “灌木层”中小企业作为创新主体，增强创新活力，形成更具生机的创新生态系统。 （2）该同学推理是充分条件假言推理。 该推理不正确。该同学采用的是“肯定前件而肯定后件”，其推理结构,扣材料，从主体、措施、作用等维度有条理有针对性地阐述观点。 3．严格落实分点分段作答的要求，保证卷面整洁清晰。 18（1）说明我国形成热带雨林创新生态的秘诀。 （一）本题标准和变通 政府促进创新的措施：实施重大战略规划等/履行经济职能，宏观经济政策/市场监管，知识 产权保护等，为创新提供软硬件保障、全产业链支撑。 2 分 市场促进创新的方式：市场驱动资源配置与需求迭代/市场驱动供求、竞争/高标准市场体系 等，为创新发展提供强大动力。2 分 产学研深度融合，引领方向/技术攻坚/人才培养/创新成果转化 2 分 企业促进创新的方法：研发投入、技术进步、自主创新等，增强创新活力 2 分 （二）学生表现和问题 1、绝大部
coverage_diff,2025东城二模,Q19,2025东城二模Q19,candidate_review,人类命运共同体；中国智慧,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,推理结构正确。但“良好的创新生态”是“实现创 新发展”的必要条件，不是充分条件，该同学推理的前提虚假，所以结论错误。 19.（8 分） 钱某是限制民事行为能力人，且事后其法定代理人未予追认，合同无效。同时，龙某未尽到年龄身份的核 实义务，存在过错，侵犯钱某的身体权、健康权，应当承担侵权责任。 杨某利用自媒体，故意侮辱、诽谤某公司，造成其社会评价降低，侵害名誉权并造成潜在经济损失，应当 承担侵权责任。 公平原则 明确提供格式条款一方的责任，既维护了消费者合法权益，又规范了格式条款的使用，发挥其便利交易的 长远作用。 20.（8 分） 可从国际局势变乱交织、中国智慧和行动、人类命运共同体等角度作答。 21.（10 分） -,理判断和推理部分各个概念之间的关系，绘制思维导图。 4.进行逻辑第二单元文字题训练，形成规范表达，增加熟练度。 19.阅读材料，完成表格。 （一）本题标准和变通 ①龙某为钱某文身案例（2 分）：该情境有两个问题，即合同效力问题和侵权问题： 学生可以通过把一个问题说清楚得2 分，也可以通过呈现2 个准确的知识点得2 分 合同效力问题：限制民事行为能力人/法定代理人未追认（1 分）+ 合同无效（1 分） 侵权问题：龙某没有尽到核实义务/存在过错（1 分）+ 侵犯身体权/健康权（1 分） 呈现了两个知识点，如：钱某事限制民事行为能力人（1 分）+龙某侵犯了身体权/健康 --- page 4 ---
coverage_diff,2025东城二模,Q21,2025东城二模Q21,candidate_review,当代国际政治与经济；国际政治与经济,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,材料，运用《当代国际政治与经济》知识，写一篇小论文。 要求：自拟题目、观点明确、逻辑清晰，200 字左右。 21.(10 分)小小联系点，民主大气象。 2014 年，党中央提出建立基层立法联系点制度，2023 年该制度写入立法法，中国的民主之路越走越宽。 十多年来，全国人大常委会法工委先后设立54 个基层立法联系点，就185 件次法律草案、立法规划稿征求 群众“原汁原味”的意见建议30520 多条，有3300 多条真知灼见被立法研究吸纳。我国现行有效的300 多件 法律中，有142 件征求过联系点意见。 国家设置的基层立法联系点已覆盖全国，地域、人文、经济社会特色鲜明。上海虹桥联系点设在虹桥国际 中央法务区；新疆库车、云,强调回归教材，继续加强对核心主干知识的准确理解。 ②强化训练分析“设问”和“材料”的能力，把握主旨和关键信息。 21.结合材料，综合运用所学，谈谈“小小联系点”蕴含的“民主大气象”。（10 分） （一）本题标准和变通 1.逻辑结构：说明小小联系点是什么——具体阐明小小联系点是如何体现民主大气象的 2.第一层：说明小小联系点是什么 2 分 党以人民为中心；民主实践；人大制度；对民主政治规律的认识；全过程人民民主…… 3.第二层：具体阐明小小联系点是如何体现民主大气象的 表达规范：归纳材料中主旨做法+具体体现民主气象的内容 分值总共6 分，等级赋分；准确把握主旨归纳做法，赋分4 分；遵循表达规范，做法+ 意义的表达
coverage_diff,2025东城期末,Q21,2025东城期末Q21,evidence_not_located,国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。 要求：题目自拟，观点明确，逻辑清晰，200 字左右。 21．（10 分）中国式现代化，民生为大。 材料一：民生无小事枝叶总关情 --- page 7 --- 第7页/共20页 材料二：发展向前 民生向暖 发展为民生 2023 年，全国居民人均可支配收入已达39218 元， 比上年实际增长6.1%。 截至2023 年底，全国基本医疗保险参保约13.34 亿 人，覆盖率达95%以上。 2023 年，我国高等教育毛入学率超过60%，规模位 居世界第一。 截至2023 年底，全国共有体育场地459.3 万个，面 积达40.7 亿平方米。 …… 治理,
coverage_diff,2025丰台一模,Q16,2025丰台一模Q16,candidate_review,贸易投资,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,年，北京地区货物贸易进出口额连续突破3 万亿元，服务贸易规模保持全国前三。2024 年，全市新 设外资企业数量同比增长16.4％。北京“两区”建设作为深化改革开放的试验田，自成立以来，采取了多 项措施： 便利贸易投资 ➢ 出台《北京市外商投资条例》，推出“北京市全球服务伙伴计划”并为首批13 家 伙伴企业授牌； ➢ 实行“合格保证+符合性验证”检验监管模式，实现进口机电设备“分钟通关”； ➢ 发布全国首个场景化、字段级自贸试验区数据出境负面清单。 助力科技创新 ➢ 在全国率先推出国际职业资格认可目录，推动职业资格从单边认可到双向互认； ➢ 在全国先行先试高新技术企业“报备即批准”、公司型创投企业所得税优惠、技 术,[TBL] 丰台高三一模阅卷细则 2025.3 [TBL] 16.（6分）评分标准 可从践行社会主义核心价值观、传承中华优秀传统文化、坚持理想信念等角度作答。 参考示例： 新时代家建设应锚定“根基之点”，坚持弘扬中华优秀传统文化，以中华传统美德中的孝老爱亲、团结和睦、诚信节俭等精神来涵养家风，发挥中华优秀传统文化的当代价值，筑牢家风的文化根基。 新时代家风建设应校准“时代之点”，融入爱国、敬业、诚信、友善等社会主义核心价值观，推动家风更具平等、民主、责任意识，丰富家风的时代内涵。 新时代家风建设应坚定理想信念，培养家国情怀，以中华民族精神和时代精神涵养家风，以家风促国风，实现家风
coverage_diff,2025丰台一模,Q21,2025丰台一模Q21,candidate_review,当代国际政治与经济；国际政治与经济；经济全球化；新型国际关系；人类命运共同体,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,合材料，运用《经济与社会》《当代国际政治与经济》知识，说明北京“两区”建设的举措是如何助力 开放型经济迈上新台阶的。 21. 古语云：“变化者，乃天地之自然。” 从“一五计划”到“十四五规划”，中国通过长期性政策保持发展的连贯性，为经济腾飞奠定了坚实 基础。 从“东方红一号”到“天宫二号”，中国在科技创新领域久久为功，不断取得重大突破。 --- page 8 --- 第8页/共11页 从打开国门到共建“一带一路”，中国始终坚持对外开放，逐步形成了全方位、多层次的开放格局。 当不确定性成为全球共同挑战，中国始终以自身的稳定性和确定性为世界注入信心与力量。 综合运用所学，撰写一篇时评短文。 题目：中国以确定的____,会》政府与市场知识、《当代国际政治与经济》新型国际关系、构建人类命运共同体、推动经济全球化发展等，不给分。 [TBL] 21.（8分） 该题考查学生建构逻辑思路与分析论证的能力，既考查学生思维的广度，也考查学生思维的深度。具体如下： 1. 主题提炼：提炼主题并补全题目，需精准关联材料核心。 2. 观点表达：观点明确，围绕“中国以确定的 应对不确定的世界”展开。 3. 内容逻辑：内容充实，逻辑清晰，结合材料事例（如规划政策、科技创新、对外开放等）层层分析，或全面或深入。 4. 知识运用：准确运用所学知识（如党的领导、制度优势、新发展理念、对外开放等等）。 5. 字数规范：字数不少于150字，符合写作篇幅要求。 [TBL] 21题评分
coverage_diff,2025丰台二模,Q21,2025丰台二模Q21,candidate_review,全球治理；人类命运共同体；中国智慧；中国方案；联合国；多边主义；国际秩序,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起，推动全球治理体制向着更加 公正合理的方向发展。 21．（9 分）可从唯物论、辩证法、党的领导、对外开放等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣观点，综合运用所学知识展开论述；逻辑严 密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住观点展开论述，知识运用比较准确；逻辑性 较强，有条理 水平2 观点不明确：论述不能集中指向观点，罗列知识；知识运用不正确；论述缺乏逻辑，条 理性差 水平1 应答与试题无关；或重复试题内容；或没有应答,会发展成果，实现共同发展繁荣。践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序。 21．（6分） 联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，在维护世界和平、推动共同发展、促进人类文明进步等方面发挥了重要作用。联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台。中国作为联合国创始会员国和安理会常任理事国，积极参与联合国的各项工作，坚定维护以联合国为核心的国际体系。中国推动多边合作机制的完善和发展，为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用。 | （2025·北京石景山·一模）宣言，指国家、政府、政党等为了对某重大问题表明立场
coverage_diff,2025丰台期末,Q18,2025丰台期末Q18,candidate_review,经济全球化,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,…… 一座座城市的成长，体现着“人民城市人民建，人民城市为人民”理念。结合材料，运用所学，谈谈对这 一理念的认识。 18. 高水平社会主义市场经济体制是中国式现代化的重要保障。 材料一 高水平社会主义市场经济体制是更高层次、更高标准的市场经济体制。①“放得活”才有春 色满园，“管得住”才能土沃林丰，②这不仅是我国改革开放40 多年实践中被不断验证的成功经验，更 是构建高水平社会主义市场经济体制、实现高质量发展的内在要求。 在当今经济全球化与国内经济转型发展的大背景下，诸多领域面临着如何平衡“放得活”与“管得 住”关系的这一重要课题。例如，数字经济迅速发展、辐射范围日益宽广、影响程度逐渐加深，同时，市 场垄断、数据安全、数据伦理等,一位 ，判断其推理是否正确，并说明理由。（5 分） --- slide 30 --- --- slide 31 --- 18（2）运用《经济与社会》的相关知识，分析数字经济应如何处理好“放得活”与“管的住”的关系。（7分）数字经济下如何处理好市场和政府的关系 发展数字经济，处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。（1分） 一方面，要充分发挥市场在资源配置中的决定性作用，建设统一开放、竞争有序的数字经济市场体系，激发市场活力，促进企业发展；（3分） 另一方面，要更好发挥政府作用，制定促进数字经济发展的规划和政策，完善法律法规，加强市场监管，规范市场秩序，保障公平竞争，优化公共服务，促进数字经济健康持续发展。（3分） -
coverage_diff,2025丰台期末,Q21,2025丰台期末Q21,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,联合自强的时代强音。 阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。 21. 制度优势是一个国家的最大优势。 新中国成立75 年来，中国共产党团结带领全国各族人民不懈奋斗，创造了经济快速发展和社会长期 稳定两大奇迹，中国发生沧海桑田的巨大变化，中华民族伟大复兴进入了不可逆转的历史进程。 党的领导制度体系、人民当家作主制度体系、中国特色社会主义法治体系等13 个方面的制度，构筑 中国特色社会主义的制度图谱，奠定了“中国之治”的制度基石。今天，支撑中国特色社会主义制度的根 本制度不断筑牢、基本制度更加完善、重要制度不断创新，各领域基础性制度框架基本确立，系统完备、 科学规范、运行有效的制度,
coverage_diff,2025延庆一模,Q21,2025延庆一模Q21,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,对此有何评论”？ （2）假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回 应。 21. 乘长风破万里浪。当历史掀开新的一页，复兴的曙光喷薄而出。同心协力一往无前凝聚起以中国 式现代化全面推进强国建设、民族复兴伟业的磅礴力量。 镜头一 2024 年6 月30 日，伶仃洋上碧波浩荡。继港珠澳大桥后粤港澳大湾区又一超大型交通工程 ——深圳至中山跨江通道建成开通，见证“中国之治”创造的又一个奇迹。长龙腾海，天堑通途。一项项 “当惊世界殊”的超级工程，在华夏大地拔节生长，汇聚起中华民族同心协力一往无前的磅礴力量。 镜头二 “人民卫士”“人民艺术家”“人民科学家”“人民教育家”“人民医护工作者”……国家,
coverage_diff,2025房山一模,Q19,2025房山一模Q19,candidate_review,当代国际政治与经济；国际政治与经济；全球治理,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,革新，更是对全球合作新模式的一次积极探索和实践。”结合材 料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。 19. 阅读材料，回答问题。 “真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。 案情回放 A 集团近40 名高级管理人员及技术人员，先后离职赴B 集团工作，其中30 人于当年离职 后即入职。两年后，A 集团发现B 集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、 掌握的有关新能源汽车底盘应用技术以及其中的12 套底盘零部件图纸及数模承载的技术信息（下称技术秘 密）申请了12 件实用新型专利，且B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出 某系列型号电动汽车，涉嫌,替代为：坚持正确的义利观）→积极参与全球治理（3 分） 3.逻辑1 分（学生答题观点鲜明，思维严密，条理清晰） 19.（8 分） ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。 ③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则： 1.不正当竞争 B 集团通过挖走A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法
coverage_diff,2025朝阳一模,Q17,2025朝阳一模Q17,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,共 55 分) 16. (8 分) 能运用文化传承与创新、实践、社会存在社会意识、价值创造与实现等知识作答。 17. (12 分) （1）(5 分) 该推理不正确。 “想要实现虚拟与现实的深度融合，就必须让人工智能拥有智能硬件载体”，这表明拥有智能硬件载 体是实现深度融合的必要条件，而非充分条件。 必要条件假言推理中，肯定前件并不能必然肯定后件。所以仅让人工智能拥有智能载体，不能得出就 能实现虚拟与现实深度融合的结论，此推理违反了相应逻辑规则 。 （2）(7 分) 企业加大人形机器人的技术创新与研发，降低制造成本，提高产品的可靠性和稳定性，使其能够更好 地适应复杂多变的应用场景。 促进人形机器人产业链上下游企业的,"ARAK/ 以 上 部 没 答 出 ， 习 近 平 文化 思想 /建设 文化 强国 /坚定 文化 自信 一 一 1 分 17 (1) 评分 细则 、 答 案 恋 通 说 明 本 Die BY AS DA. OL AP . DRE WIE IL IS Sy RAVER IE RET OG 1 分 : AEE ALIN HY IE PE LE RE REAR) 1 4 “Ho RAB TESS AI RE AREAS. LIL A aR RRR” FFE Ab Ae (Me Tide intl, Paces Ren rae, 或 者 “只 有 让 人 十 智 能 拥有 智能 硬件 载体 ， 才 能 实现 虚拟 与 现实 的 深度 融合 ” Tea"
coverage_diff,2025朝阳一模,Q21,2025朝阳一模Q21,candidate_review,当代国际政治与经济；国际政治与经济；供应链；产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,材料，运用《当代国际政治与经济》知识，说明我国应如何应对全球产业链供应链新态势，在全 球产业变革中赢得主动。 21.（10 分）中国共产党人践行初心使命，能够把好事办好，把实事办实，把难事办妥。 “大事小事观”：民生是“国之大者”。对老百姓来说，他们身边每一件琐碎的小事，都是实实在在 的大事，有的甚至还是急事、难事。要“把人民群众的小事当作我们的大事”，这正是中国共产党人的 “大事小事观”，更寄托着中国共产党人把好事办好的深厚情怀。 “为民办事观”：人民群众是最实在的，不光要听“唱功”，而且要看“做功”。破解“来回跑”， 加快推进政务服务“跨省通办”；缓解“看病贵”，医药集中采购提质扩面；化解“落户难”，全面取消 在就业地参,国际 双 循 环 的 新 发 展 格局 / 蕉 动 构建 开放 型 世界 经 济 /人 类 命运 共同 体 。(1 分 21. 评 分 细则 、 答 案 变 通 说 明 : CD 综合 运用 ， 至 少 两 个 模块 知识 。 逻 辑 清晰 : 是 什么 一 -为 什么 一 -怎么 料 (1 分 ) 四 是 什么 (24) “ “大 事 小 事 观 ”涉及 如 何 正确 看 待 对 待 党 的 事 和 人 民 群 众 的 事 的 关系 ， “为 民办 事 观 ”涉及 如 何 正确 看 待 对 待 亚 求 群众 利 服务 帮 欢 的 关系 ， “ 造 袜 人 民 的 政绩 观 ” 涉 及 如 何 正确 看 待 对 待 自 我 评价 和 群众
coverage_diff,2025朝阳期末,Q16,2025朝阳期末Q16,candidate_review,中国智慧,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,"C D B C D A A B A D A C B D A 第二部分( 共 55 分) 16. (8 分) ①弘扬中华优秀传统文化，传承传统思想，展示现代思想，向世界阐释推介具有中国 特色、体现中国精神、 蕴藏中国智慧的优秀文化。 ②聚焦中国文化元素，借助中国历史文物、传统节日等多样载体，阐释中国文化价值， 融入国际交流话语 体系，增强中华文明传播力影响力。 ③用对立统一的观点看待文化交流，坚定文化自信，尊重文化多样性，既要展示中华 文化独特魅力，又要 以包容心态、开放姿态借鉴国外优秀文化成果，促进人类文明繁荣进步。 17. (8 分) 能运用全过程人民民主、根本政治制度 ,基本政治制度等知识作答",". | 44, | 6 | 和 welalcilsflol] a ar ee a 第 二 部 分 ( 共 55 分 ) 16. (8 分 ) -评分 细则 、 答 案 变通 说 明 文化 〈6 分 ) + 哲学 (2 分 ) ， 或 哲学 (6 分 ) + 文化 (2 分 ) ， 共 8 分 文化 + 哲学 ， 答 全 两 个 模块 ， 满 分 8 分 :只 答 一 个 模块 ， 最 多 给 6 分 。 Sk: CRNA, seh). 在 文化 对 话 中 ， G) 自信 (24>) PX TE WAY, , yee SULA 2: oH AE Wr hb A Arh Ae Hp 1 HE FH 尊重 文化 多 样 性 /尊重 差异 ，"
coverage_diff,2025朝阳期末,Q22,2025朝阳期末Q22,candidate_review,当代国际政治与经济；国际政治与经济,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现 代化营造良好外部环境。 22.（8 分）推进马克思主义中国化时代化是一个追求真理、揭示真理、笃行真理的过程。 十八大以来，国内外形势新变化和实践新要求，迫切需要我们从理论和实践的结合上深入回答关系党 和国家事业发展、党治国理政的一系列重大时代课题。我们党勇于进行理论探索和创新，以全新的视野深 化对共产党执政规律、社会主义建设规律、人类社会发展规律的认识，取得重大理论创新成果，集中体现 为习近平新时代中国特色社会主义思想。十九大、十九届六中全会提出的“十个明确”、“十四个坚 持”、“十三个方面成就”概括了这一思想的主要内容，必须长期坚持并不断丰,，有其中1句，即给1分，满分1分 堆砌罗列教材知识，未回答设问问题，最多不超过4分。 --- slide 35 --- 22.（8分）推进马克思主义中国化时代化是一个追求真理、揭示真理、笃行真理的过程。 十八大以来，国内外形势新变化和实践新要求，迫切需要我们从理论和实践的结合上深入回答关系党和国家事业发展、党治国理政的一系列重大时代课题。我们党勇于进行理论探索和创新，以全新的视野深化对共产党执政规律、社会主义建设规律、人类社会发展规律的认识，取得重大理论创新成果，集中体现为习近平新时代中国特色社会主义思想。十九大、十九届六中全会提出的“十个明确”、“十四个坚持”、“十三个方面成就”概括了这一思想的主要内容，必须长期坚持并不断丰富发展。 实
coverage_diff,2025石景山一模,Q18,2025石景山一模Q18,evidence_not_located,联合国；国际秩序；产业链,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,维护以联合国为核心的国际体系、以国际法为 基础的国际秩序。 (8 分，若考生从其他角度回答，言之成理可酌情给分。) 18. (9 分) 生产生活需求不断增长，使低空经济拥有超大规模市场优势，应以需求为牵引，创新开拓更丰富的应用场 景，培育新产业新模式，不断壮大低空经济规模。相关产业规模大技术优，使低空经济具有产业基础优势， 应增强核心技术研发能力，推进产业融合发展，不断完善低空经济产业链。中央和地方密集出台相关政策 和法规，为发展低空经济创造了良好的政策和法治环境，应坚持有为政府与有效市场相结合，统筹产业发 展与安全，推动低空经济有序健康发展。 19. (5 分) --- page 11 --- 第11页/共11页,
coverage_diff,2025西城一模,Q16,2025西城一模Q16,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,12．B 13．D 14．B 15．C 第二部分共 7 题，共 55 分。 16．（7分） 可从知行关系、继承弘扬中华优秀传统文化等角度作答。 17．（7分）可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。 18．（7分）环境保护给产业发展带来新机遇，推动生态价值实现，促进生态优势转换为发展优势。地区利 用资源优势，注重技术和品质，探索打造特色产业链，不断提高竞争力，成功开拓海外市场。便捷的 交通基础设施、高水平的物流体系，内外联通，畅通了国际国内双循环，产品等得以高效率地流通， 与其他国家合作共赢。我国经济发展的内生动力和可靠性不断增强，国际循环质量和水平不断提升。,C 10．D 11．B 12．B 13．D 14．B 15．C 第二部分共 7 题，共 55 分。 16．（7分） 可从知行关系、继承弘扬中华优秀传统文化等角度作答。 答案示例： 《诗经》作为优秀古典诗词的代表作，承载着丰富的文化内涵，在行前准备环节，诵读《诗经》、观看纪录片，学习了解优秀古典诗词文化，增进对中华优秀传统文化的认识。正确的认识对实践有促进作用，学习了解《诗经》，可以使实践更具目的性，避免盲目。 实践是认识的基础（来源、动力、标准、目的），通过实地研学、亲身实践，溯源自然密码、触摸文化记忆、激活现代表达，在实践中体验、感受和深化对中华优秀传统文化的认识，增进文化认同、增强文化自信。 认识具有前进性、上升性
coverage_diff,2025西城一模,Q17,2025西城一模Q17,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,．C 第二部分共 7 题，共 55 分。 16．（7分） 可从知行关系、继承弘扬中华优秀传统文化等角度作答。 17．（7分）可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。 18．（7分）环境保护给产业发展带来新机遇，推动生态价值实现，促进生态优势转换为发展优势。地区利 用资源优势，注重技术和品质，探索打造特色产业链，不断提高竞争力，成功开拓海外市场。便捷的 交通基础设施、高水平的物流体系，内外联通，畅通了国际国内双循环，产品等得以高效率地流通， 与其他国家合作共赢。我国经济发展的内生动力和可靠性不断增强，国际循环质量和水平不断提升。 19．（8分）人大代表依法履职，关注国家创新发展，调研自动驾驶发展中的问题,转化创新性发展 （行） 哲学观点和分析具有内在一致性，逻辑顺畅 1分 哲学原理不恰当，文化分析得当，给相应的分析分 17．（7分）可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。 如：角度1：追求认识的客观性 科学思维追求认识的客观性，要从实际出发、努力把握和遵循客观规律。“生态心”的建设从当地客观自然条件出发，遵循自然规律，实现人与自然的和谐统一 角度2：辩证思维 科学思维要运用辩证思维方法，用联系的、变化发展的、全面的观点思考问题，分析生态心建设的各个要素，整体规划，营造良好生态环境，促进生态建设。 角度3：创新思维 科学思维要能创新性解决问题，创新思维的“新”意味着思路新、方法新、结果新（或逆向
coverage_diff,2025西城一模,Q18,2025西城一模Q18,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,扬中华优秀传统文化等角度作答。 17．（7分）可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。 18．（7分）环境保护给产业发展带来新机遇，推动生态价值实现，促进生态优势转换为发展优势。地区利 用资源优势，注重技术和品质，探索打造特色产业链，不断提高竞争力，成功开拓海外市场。便捷的 交通基础设施、高水平的物流体系，内外联通，畅通了国际国内双循环，产品等得以高效率地流通， 与其他国家合作共赢。我国经济发展的内生动力和可靠性不断增强，国际循环质量和水平不断提升。 19．（8分）人大代表依法履职，关注国家创新发展，调研自动驾驶发展中的问题，积极推动自动驾驶领域 法律法规的完善。国家机关认真听取人大代表意见和建议，自觉接,少一点深入，有逻辑 说明：一点未深入分析得2分；两点均未深入分析得4分； 三点均未深入分析得5分； 其他情况0~2分。 18．（7分）环境保护给产业发展带来新机遇，推动生态价值实现，促进生态优势转换为发展优势。地区利用资源优势，注重技术和品质，探索打造特色产业链，不断提高竞争力，成功开拓海外市场。便捷的交通基础设施、高水平的物流体系，内外联通，畅通了国际国内双循环，产品等得以高效率地流通，与其他国家合作共赢。我国经济发展的内生动力和可靠性不断增强，国际循环质量和水平不断提升。 【细则】 产业优势（内生动力）-3分 生态优势转换为发展优势/生态效益与经济效益相统一 / 绿色环保/实现生态价值 1分 特色资源禀赋（本地资源优势）/比较优
coverage_diff,2025西城一模,Q22,2025西城一模Q22,candidate_review,经济全球化；人类命运共同体,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,共建“一带一路”为共建国家参与国际经 济合作提供了机遇，推动经济全球化向更加开放、包容、普惠、平衡、共赢的方向发展。 22.（10分） 可从党的领导、民族精神、理想信念、把握发展趋势等角度作答。 等级水平 等 级 描 述 水平4 （8~10 分） 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学展开论述，逻辑 严密，条理清晰 水平3 （5~7 分） 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确，逻辑性较强，有条理 水平2 （2~4 分） 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏 逻辑，条理性差 水平1 （0~1 分） 应答与试题无关；或重,全球化向更加开放、包容、普惠、平衡、共赢的方向发展。 举例1分 说明1分 如三大倡议、人类命运共同体理念、进博会等 22.（10分） 可从党的领导、民族精神、理想信念、把握发展趋势等角度作答。 【细则】 长期主义能够科学把握事物发展趋势，坚持真理尊重规律，把眼前利益和长远利益相结合，在量的积累中实现质变。（4分：两个层面。①一个是“长期”：发展的观点、量变质变、前进性曲折性、超前思维、战略思维。②一个是“正确：科学、坚持真理、尊重规律、正确价值观） 长期主义植根于中国优秀传统文化，蕴含着自强不息的伟大民族精神。（2分。优秀传统文化、民族精神、自强不息，任意两个2分） 党总揽全局协调各方，团结带领人民，坚定理想信念、集中力量办大事，为贯
