suite,question,normalized_key,likely_xuanbiyi,matched_terms,evidence_status,current_status,reason,next_action,scoring_evidence,paper_evidence
2024朝阳期中,Q20,2024朝阳期中Q20,candidate_xuanbiyi_review,经济全球化；全球治理；两个市场,scoring_located,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,结汇总人：代超 | 阅卷人：代超 张凤莲 辛立奎 刘萌 赵春平 徐佳 杨康 李浩 | 平均分：4.19 [TBL] 20（3）（10分） 阅卷前制定的参考答案： 能运用经济全球化、提高开放型经济水平、完善全球治理等知识作答。 示例一： 全球数字贸易博览会聚焦创新、开放、共赢，具有重要的意义。 数字贸易博览会促进了数字科技产品的贸易，推动新技术的研发和广泛应用，为全球经济发展注入新的动力 数字贸易博览会为全球数字贸易搭建交流与合作平台，促进数字经济领域投资和贸易的自由化、便利化，实现资源优化配置，有利于各国更好地利用两个资源两个市场。 中国电子商务平台促进世界的商贸联通，让全球贸易变得更加便捷，让世界共享中国发展新机遇。 我国要坚持办好数字,"济”的北京朝外样本的打造是如何体现创新思维的。 --- page 7 --- 高三思想政治试卷 第7 页(共8 页) 20. (23 分) 数字经济是以数据资源为关键要素,以现代信息网络为主要载体,以信息通信技术融合应 用、全要素数字化转型为重要推动力,促进公平与效率更加统一的新经济形态。 材料一 党的十八大以来,我国数字经济进入加速发展周期。 50% 25% 20% 15% 10% 5% 0% 40% 30% 20% 10% 0% 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 ᝆ ᪥ႌ4"" ! E !G E ᪥ႌ4"" (%1!G ᪥ႌ4"" E (%1 E ("
2024海淀一模,Q16,2024海淀一模Q16,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,4．D 5．C6．B 7．C8．D9．B10．D11．C12．B13．A14．D 15．A 本部分共5题，共55分。 16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 第二问答案17（2） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准地分析各自的功能定位和特色优势。 在此基础上，整,- page 5 --- 高三年级（思想政治） 第5 页（共8 页） 第二部分 本部分共5 题，共55 分。 16．（8 分）中国新一代载人飞船命名为“梦舟”，月面着陆器命名为“揽月”。 中国空间站建造完成后，登陆月球成为中国人探索太空的下一个目标。按计划，我国将在 2030 年前实现载人登陆月球开展科学探索。为实现这一目标，我国已于2023 年底完成关键技术 攻关和方案研制工作。目前，长征十号运载火箭、“梦舟”载人飞船、“揽月”着陆器和登月服等已 完成方案阶段的各项研制工作，全面进入初样研 制阶段。 “梦舟”寓意载人月球探测承载中国人的航 天梦，开启探索太空的新征程，也体现了与神 舟、天舟飞船家族的体系传承。“揽月”取自毛 泽
2024海淀一模,Q17,2024海淀一模Q17,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 第二问答案17（2） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准地分析各自的功能定位和特色优势。 在此基础上，整体把握区域差异，共商合作大计，着力推动优势互补，携手绘就中国式现代化先行区、示范区的新图景。在分析与综合的对立统一中，把握各,，彰显中国人探 索宇宙、登陆月球的自信。 结合材料，运用《哲学与文化》知识，谈谈中国人探索宇宙、登陆月球何以自信。 17．（20 分）高质量发展是新时代的硬道理。 材料一 哈尔滨的雪花、上海的“繁花”……借助现代交通工具，南北互换式旅游成为触手 可及的浪漫，也带动了国内南北多省份“隐藏款土特产”走俏。 ◇黑龙江抚远市2014 年从北美引进蔓越莓，现拥有全国最大的蔓越莓种植基地，其种植面 积超4200 亩，每亩收益至少能达6 万元，相当于过去50 亩水稻或100 亩玉米的收益。 ◇安徽霍邱县鹅肝以及各种鹅副产品的年产值达近20 亿元，占全国鹅肥肝产量三成以上， 鹅肝产业发展辐射带动当地近8000 人就业，从业人员年收入5-8 万元。
2024海淀一模,Q18,2024海淀一模Q18,candidate_xuanbiyi_review,贸易投资；两个市场；两种资源,scoring_located,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,行政效率；治理体系治理能力现代化），推进经济社会高质量发展。 （2分，任意一点给2分） 提示：只写“经济职能”不给分。 18.（10分） （1）降低外国朋友来华旅游、拜访、商务等活动的成本，提升往来便利度，促进贸易投资便利化、自由化。吸引全球资源要素，促进商品、服务、技术、资金、劳务等自由流动，充分利用国际国内两种资源、两个市场，推动经济发展。推进高水平对外开放，发展更高水平开放型经济。 【细则】 （2）不完全归纳推理。 通过考察更多的认识对象，分析认识对象与有关现象之间的因果关系等方法。 【细则】 不完全归纳推理。2分（归纳推理1分，其他0分） 通过考察更多的认识对象（1分，可替换：扩大研究的范围、增加归纳的角度、增加样本的数量） 分析,如何当好高质量发展排头兵的。 （7 分） --- page 7 --- 高三年级（思想政治） 第7 页（共8 页） 18．（10 分）便利中外人员往来，服务高水平对外开放。 【免签时代】 为便利中外人员往来、服务高水平对外开放，我国决定试行扩大单方面免签国家范围。截至 2024 年1 月底，我国已与157 个国家缔结涵盖不同护照的互免签证协定，与44 个国家达成简化 签证手续协定或安排，同包括泰国、新加坡、马尔代夫、阿联酋在内的23 个国家实现全面互免签 证，同时放宽来华外籍人员申办口岸签证条件。对急需来华从事商贸合作、访问交流、投资创业、 探望亲属及处理私人事务等非外交、公务活动的外籍人员，来不及在境外办妥签证的，可凭邀请 函件等相
2024海淀一模,Q19,2024海淀一模Q19,evidence_or_module_review,,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,施。 （2）指出材料中得出“不想用”这一结论的过程运用了什么推理方法，并说明如何提高这种 推理的可靠性。（4 分） 19．（8 分）首例涉“虚拟数字人”侵权案宣判。 甲公司系一家以计算机图形学和AI 技术为核心的科 技公司，Ada 系甲公司在发展其产品业务过程中打造的超 写实虚拟数字人。甲公司自称于2018 年12 月创作完成了 虚拟数字人Ada 的正面形象，为进一步宣传和推广旗下虚 拟数字人，又制作完成了虚拟数字人的两段相关视频，并 于2019 年10 月、11 月通过某平台发布。其中一段用以介 绍虚拟数字人Ada 的场景应用，另一段记录真人演员与虚 拟数字人Ada 的动作捕捉画面，对虚拟数字人Ada 进行商业化使用。 2022 年
2024海淀一模,Q20,2024海淀一模Q20,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。 【细则】 20.（9分） 活动主题：要求符合题意，具体贴切。如赓续红色血脉，争做时代新人。 活动内容：要求具体可行。如参观中国共产党历史展览馆，以小组为单位提交成果，成果形式不限，诗歌、短视频、海报、小论文等。 设计依据：要求与活动主题、活动内容相关，综合运用知识，理论联系实际。 【细则】 活动主题： 不能简单重复材料，需要结合党史学习进行活动设计，并且价值观正确。 活动内容：有活动过程（1分）和预期成果（1分）的设计 定档： 1.知识运用准确，综合运用所学 2.逻辑层次清晰 （能从活动内容和活动意义两个角度进行分析） 3.理论联,有识别外界环境并能 与人交流互动的能力。 --- page 8 --- 高三年级（思想政治） 第8 页（共8 页） 20．（9 分）开展党史学习教育，以史鉴今、资政育人。 2024 年2 月初，中共中央印发《党史学习教育工作条例》，并发出通知，要求各地区各部门 认真遵照执行。 党史学习教育工作条例 第二十一条 用好革命博物馆、纪念馆、党史馆、烈士纪念设施、革命旧址等红色 资源，保护利用好革命文物，精心设计展览陈列、红色旅游线路、学习体验线路，加强 革命传统教育、爱国主义教育、思想道德教育。 第二十二条 把党史学习教育融入重大主题宣传，与新中国史、改革开放史、社会 主义发展史、中华民族发展史宣传教育结合起来，加强舆论引导，弘扬主旋律，传
2024海淀二模,Q16,2024海淀二模Q16,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,5．A 6．C7．D 8．B 9．D10．B11．A 12．B 13．A 14．C15．D 本部分共6题，共55分。 16.（6分） 【答案】 联系是普遍的，在人际关系和社交领域，“同频”更容易使人们达成共识，形成合力。矛盾双方是对立统一的，人与人在思想、价值观、生活方式或行为方式上有不同，也有共同点，在对立中把握统一，更能相互理解和引起共鸣。价值观不同，人们面对冲突时作出的选择也不同，人生价值要在个人与社会的统一中创造和实现。 【细则】 17.（11分） （1）【答案】 此次时间利用调查是为了全面、真实、准确了解我国居民时间利用情况，追求认识的客观性。与前两次调查相比，此次调查思路新、方法新，具有探索性；调查范围广，调查对象多，内容更,B．①③ C．②④ D．③④ 第二部分 本部分共6题，共55分。 16．（6分）以调频促同频，同频共振，同向同行。 在物理学中，频道又称信道，是信号在通信系统中传输的通道，频道不同，传输的信号就不一样。同频指的是两个或多个声波在频率上相同，从而产生共振现象。 人与人的“频道”不同，对事物的看法、判断就不一样。在人际关系和社交领域，同频通常指的是人们之间在思想、价值观、生活方式或行为上有共同点，能够相互理解和共鸣。因此，小到个人生活相处，大到国家社会发展，都需要“以调频促同频”。 结合材料，从哲学角度，谈谈为什么要“以调频促同频”。 17．（11分）时间都去哪儿了？ 时间利用调查是国际通
2024海淀二模,Q17,2024海淀二模Q17,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,能相互理解和引起共鸣。价值观不同，人们面对冲突时作出的选择也不同，人生价值要在个人与社会的统一中创造和实现。 【细则】 17.（11分） （1）【答案】 此次时间利用调查是为了全面、真实、准确了解我国居民时间利用情况，追求认识的客观性。与前两次调查相比，此次调查思路新、方法新，具有探索性；调查范围广，调查对象多，内容更丰富，敢用新手段，试用新工具，创造性地解决问题。调查工作的安排具有整体性，分阶段实施，每个阶段主要任务明确。 （1）【细则】 注：如果只有一个角度，理例结合较好，给3分 （2）【答案】 调查了解阶段对事物的认识属于感性具体，认识要向前发展，就需要通过分析研究对事物进行思维抽象，并使认识发展到思维具体。调查研究的这两个阶段相互,此，小到个人生活相处，大到国家社会发展，都需要“以调频促同频”。 结合材料，从哲学角度，谈谈为什么要“以调频促同频”。 17．（11分）时间都去哪儿了？ 时间利用调查是国际通行的一项社会调查，主要通过采集居民在一段特定时间内的活动信息，反映居民在个人生理必需活动、有酬劳动、无酬劳动、个人自由支配活动等各项活动的时间投入。此次全国时间利用调查的主要目的，是为了全面、真实、准确了解我国居民时间利用情况，客观反映居民生活质量和生活模式变化，为改善民生福祉、科学制定社会民生政策提供详实、准确的统计信息支撑。 我国曾于2008年、2018年开展过两次时间利用调查。与前两次调查相比，此次调查范围首次拓宽到全国，调查对象首次扩展至6周岁以上常住成员，调
2024海淀二模,Q18,2024海淀二模Q18,candidate_xuanbiyi_review,当代国际政治与经济；国际政治与经济；世界多极化；全球治理；人类命运共同体,scoring_located,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,升性：1分 调查研究的这两个阶段相互依赖、不可分割。（2分） 替代：“调查了解阶段”与“分析研究阶段”基础，可以给1分 18.（16分） （1）【答案】 可从时代主题、世界多极化、人类命运共同体、国际组织等角度作答。 （1）【细则】 （2）【答案】 我国社会主义民主是全过程人民民主，是最广泛、最真实、最管用的民主，不仅有完整的制度创新，而且有完整的参与实践，能解决人民需要解决的实际问题。人大代表行使国家权力，享有广泛的职权；与人民群众保持密切联系，采取多种方式听取意见和要求。政协委员开展调查研究，通过提案、建议案等形式参政议政。在我国社会主义民主政治的伟大实践中，党的领导、人民当家作主、依法治国有机统一。 （2）【细则】 角度一：我国社会,段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分） 18．（16分）民主是人类文明发展进步的重要标志，是全人类共同价值。 材料一 在“民主：全人类共同价值”国际论坛上，来自多个国家、地区和国际组织的200余名嘉宾，围绕“民主与治理现代化”“人工智能与民主的未来”“多极化世界中的民主与全球治理”等议题，共论民主互鉴之道。 （1）任选一个议题，参考资料包中的内容，运用《当代国际政治与经济》知识，围绕所选议题写一篇时政述评。（8分） 要求：观点明确；知识运用准确、贴切；论述合乎逻辑，条理清晰。 材料二 人民民主更是中国共产党和中国人民的一贯追求，为以中国式现代化全面推进中华
2024海淀二模,Q19,2024海淀二模Q19,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,人民当家作主、依法治国有机统一。2分 三个有机统一出来一个或两个给1分/中国共产党的相关知识（人民立场等除外）给1分； 19.（6分） 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】 20.（8分） 产业基础：深化产业协同，推动城市间产业合作，优势互补，促进资源优化，助力产业结构优化升级，共同打造区域经济增长极。 绿色崛,自己的问题，开启人类政治文明的新境界。 （2）结合材料，运用《政治与法治》知识，谈谈对中国民主独特实践的理解。（8分） 19．（6分）遗赠扶养协议纠纷案宣判。 【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某，每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等，养老至寿终；曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。此后，某居委会按照约定履行扶养义务。曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。该居委会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效；（2）曹某名下的房屋、股权、现金、存款归某居委会所有。 【裁判结果】
2024海淀二模,Q20,2024海淀二模Q20,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】 20.（8分） 产业基础：深化产业协同，推动城市间产业合作，优势互补，促进资源优化，助力产业结构优化升级，共同打造区域经济增长极。 绿色崛起：坚持绿色发展，加快绿色低碳转型，改善生态环境，建设人与自然和谐共生的中国式现代化。 城乡发展：坚持城乡融合发展，扎实推进乡村全面振兴，缩小收入差距。推动公共资源均衡配置，完善社会保障，社会事业全面发展。 【细则】 21.（8分） 【答案】 可从中国共产党的领导、制度优势、经济社会发展、国家治理、文化自信等角度回答。 【细则】 “热词”分 2分：在“新”的关键词（新质生产力、新型城镇,屋以及其生前遗留的股权、现金、银行存款本息归某居委会所有。 结合材料，运用《法律与生活》知识，分析本案判决的社会价值。 20．（8分）在更高起点上扎实推动中部地区崛起。 我国中部地区包括山西、安徽、江西、河南、湖北、湖南六省，承东启西、连南接北，以全国十分之一的国土面积承载着全国约四分之一的人口，创造了全国约五分之一的经济总量，具有举足轻重的地位。 近5年来，中部地区经济社会发展取得显著成就，发展站到了更高起点上。 运用《经济与社会》知识，分析如何进一步发挥上述因素的作用，在更高起点上扎实推动中部地区崛起。 21．（8分）循“新”出发，向“新”而行。 习近平总书记强调：“我们的目标很宏伟，也很朴素，归根到底就是让老百姓过上更好的日子。孩子
2024海淀二模,Q21,2024海淀二模Q21,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,坚持城乡融合发展，扎实推进乡村全面振兴，缩小收入差距。推动公共资源均衡配置，完善社会保障，社会事业全面发展。 【细则】 21.（8分） 【答案】 可从中国共产党的领导、制度优势、经济社会发展、国家治理、文化自信等角度回答。 【细则】 “热词”分 2分：在“新”的关键词（新质生产力、新型城镇化、新型举国体制优势、社会治理、文化）中，任选两个“热词”，即1分*2 知识运用分 4分：不同模块任意两条恰当的理论（表述明确），2分*2 紧扣核心问题论述分 2分：能够恰当运用理论，围绕所选“热词”，分析如何循“新”出发，以实现目标，即1分*2 补充说明（1）若学生出现多个点，则优采两个点；若学生只写一个角度，但综合运用所学一以贯之，论述充分，也可得8,，发展站到了更高起点上。 运用《经济与社会》知识，分析如何进一步发挥上述因素的作用，在更高起点上扎实推动中部地区崛起。 21．（8分）循“新”出发，向“新”而行。 习近平总书记强调：“我们的目标很宏伟，也很朴素，归根到底就是让老百姓过上更好的日子。孩子的抚养教育，年轻人的就业成才，老年人的就医养老，是家事也是国事，大家要共同努力，把这些事办好。” 2024年政府工作报告提出的“新”热词，“新”意满满，要求我们循“新”出发，向“新”而行。政府工作报告的部署以人民为中心，惠民生、暖民心，让现代化建设成果更多更公平惠及全体人民，更好激发全体人民的积极性主动性创造性，把强国建设、民族复兴伟业不断推向前进。 结合材料，综合运用所学，谈谈如何循“新”
2024海淀期中,Q16,2024海淀期中Q16,candidate_xuanbiyi_review,供应链,scoring_located,candidate_review,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,二 + 选必一 分值角度：必修二4分 + 选必一2分 主体角度：企业4分 + 政府2分 题型角度：路径 + 结果 16（2） 主体 --- page 14 --- 1.差异： (理论) 战略、品牌 (材料) 调研、开发新产品 2.成本： 企业：科技、创新、科学管理，稳定供应链或完善基础设施 — 降成本； 2分 或政府：经济职能或税收优惠政策，稳定供应链或完善基础设施 — 助力企业降成本 3.贸易摩擦：企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定， 为企业“出海”营造良好的国际环境2分 满足需求，形成竞争优势 2分 --- page 15 --- 学生存在的问题,
2024海淀期中,Q17,2024海淀期中Q17,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,--- 必修2 必修3 选择性必修1 合计 客观题题号 1-6 7-11 12-15 1-15 主观题题号 16（1）、17、 20 18、19、21（1） 16（2）、 21（2） 16-21 必修2 必修3 选择性必修1 合计 客观题分值 18 15 12 45 主观题分值 19 21 15 55 合计 37 36 27 100 --- page 4 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 375 6.59 4001 70.29 222 3.9 1082 19.01 --- page 5 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 1419,
2024海淀期中,Q18,2024海淀期中Q18,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,必修3 选择性必修1 合计 客观题题号 1-6 7-11 12-15 1-15 主观题题号 16（1）、17、 20 18、19、21（1） 16（2）、 21（2） 16-21 必修2 必修3 选择性必修1 合计 客观题分值 18 15 12 45 主观题分值 19 21 15 55 合计 37 36 27 100 --- page 4 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 375 6.59 4001 70.29 222 3.9 1082 19.01 --- page 5 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 1419 24.93,
2024海淀期中,Q19,2024海淀期中Q19,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,3 选择性必修1 合计 客观题题号 1-6 7-11 12-15 1-15 主观题题号 16（1）、17、 20 18、19、21（1） 16（2）、 21（2） 16-21 必修2 必修3 选择性必修1 合计 客观题分值 18 15 12 45 主观题分值 19 21 15 55 合计 37 36 27 100 --- page 4 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 375 6.59 4001 70.29 222 3.9 1082 19.01 --- page 5 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 1419 24.93 412,
2024海淀期中,Q20,2024海淀期中Q20,candidate_xuanbiyi_review,当代国际政治与经济；国际政治与经济,scoring_located,candidate_review,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,势的 突出特点，中国愿意与各国携 手走向现代化，共筑人类命运 共同体。 --- page 69 --- （2023山东20.）察势者智，驭势者赢。 一百多年来，中国共产党始终站在历史 正确的一边，站在人类进步的一边，坚 持立足中国、放眼世界，正确认识和处 理同世界的关系，团结带领中国人民实 现了从落后时代、赶上时代再到引领时 代的伟大跨越，显著提升了中国的国际 影响力、感召力、塑造力……。 结合材料，运用中国特色社会主义， 当代国际政治与经济知识，以“在历史 前进的逻辑中前进”为主题撰写一篇短 评。 要求:①围绕主题，观点明确:②论证 充分，逻辑清晰:③学科术语使用规范: ④总字数在250字左右。 一个国家、一个民族要振兴，就必须在 历,
2024海淀期中,Q21,2024海淀期中Q21,non_xuanbiyi_or_unclear,,scoring_located,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,择性必修1 合计 客观题题号 1-6 7-11 12-15 1-15 主观题题号 16（1）、17、 20 18、19、21（1） 16（2）、 21（2） 16-21 必修2 必修3 选择性必修1 合计 客观题分值 18 15 12 45 主观题分值 19 21 15 55 合计 37 36 27 100 --- page 4 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 375 6.59 4001 70.29 222 3.9 1082 19.01 --- page 5 --- A B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 1419 24.93 4120 72.,
2024石景山一模,Q16,2024石景山一模Q16,xuanbiyi_answer_only,人类命运共同体,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,世界经济共同繁荣 C．坚持和平发展道路，推动构建人类命运共同体 D．坚持互学互鉴，加强世界各民族文化交流融合 第二部分 16．（6 分） 思想凝聚力量，旗帜昭示方向。习近平文化思想，植根广袤中国大地和悠久中华民 族历史，把马克思主义的思想精髓与中华优秀传统文化的精神特质融会贯通起来，对文 化建设各个领域提出了许多标志性引领性的新思想新观点新论断，具有强大的历史穿透 力、文化感染力、精神感召力，为建设中华民族现代文明举旗定向。 运用《哲学与文化》知识，说明习近平文化思想为什么能为建设中华民族现代文明 举旗定向。 17．（8 分） 2023 年 12 月 28 日，北京市第三中级人民法院终审公开宣判北京甲环保公司与四川乙发电公司合同纠纷一案
2024石景山一模,Q17,2024石景山一模Q17,evidence_or_module_review,,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,建设中华民族现代文明举旗定向。 运用《哲学与文化》知识，说明习近平文化思想为什么能为建设中华民族现代文明 举旗定向。 17．（8 分） 2023 年 12 月 28 日，北京市第三中级人民法院终审公开宣判北京甲环保公司与四川乙发电公司合同纠纷一案，该案系北京市首例碳排放权交易纠纷案件。 【基本案情】 2021 年12 月，乙公司就采购碳排放配额发布比选公告，甲公司向其进行报价，内容具体明确，并承诺：如未依约履行，乙公司可另行购买等量的碳排放配额；如有差价， 由甲公司补足。乙公司经过比选确认甲公司中标，并向其送达了中标通知。此后，甲公 司明确表示不再履行合同，在此情况下，乙公司另行与第三方公司签订合同，以高于甲 公司所报交易单价的价格购买
2024石景山一模,Q18,2024石景山一模Q18,evidence_or_module_review,,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,回上诉，维持原判。 运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。 18．（13 分） 为弘扬新时代“枫桥经验”，助力社会矛盾纠纷在法治轨道上得到解决，石景山法 院在巩固深化党建法治共建机制的基础上，推出“一米法庭”项目。“一米法庭”中“一米”音同“益民”，取“有益人民”之意，一米之距，代表法院与群众距离贴近，传递 “一套桌椅、一米见方，努力化解纠纷”的工作理念。要从三个方面把“一米法庭”打 造为坚持和践行新时代“枫桥经验”的“枫”景线。 （1）结合材料，运用《政治与法治》知识，分析“一米法庭”项目如何使群众真正 获益。（7 分） 在街道、社区及行业特设组织中设立的“一米法庭”项目，通过
2024石景山一模,Q19,2024石景山一模Q19,xuanbiyi_answer_only,供应链；产业链,answer_only,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,,望能够提供 专业指导，将矛盾化解在基层。 （2）假如你是法官，请结合材料，运用法治知识，为老刘提供专业指导。（6 分） 19．（20 分） 新质生产力不是传统生产力的局部优化和简单迭代，而是先进生产力的具体体现。 加快形成新质生产力，是我国把握新一轮科技革命机遇，全面塑造发展新优势的关键之 举。 新质生产力的载体是产业。一方面，我国围绕新一代信息技术、新能源、新材料等 战略性新兴产业和未来产业的前沿领域进行探索；同时广泛应用数智技术、绿色技术为 传统产业赋能，推动传统产业向高端化、绿色化、智能化发展。另一方面，强化战略科 技力量，需要找准关键核心技术和零部件薄弱环节，提升产业链供应链韧性和安全水平。 （1）结合材料，运用《经济与社会》知识
2024石景山一模,Q20,2024石景山一模Q20,evidence_or_module_review,,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,文化等方面还存在一定的冲突和问题。运用《逻 辑与思维》知识，任用一种辩证思维方法，针对上述问题提出合理建议。（4 分） 20．（8 分） 中国式现代化是强国建设、民族复兴的康庄大道。 中国式现代化既有各国现代化的共同特征，更有基于自己国情的鲜明特色。党的二十大报告明确概括了中国式现代化五个方面的中国特色，深刻揭示了中国式现代化的科 学内涵。 中国共产党领导人民前赴后继奋斗了百余年，为国家发展创造了诸多战略性有利条 件，使得中国式现代化和中华民族伟大复兴展现出前所未有的光明前景。 结合材料中的一个特色，综合运用所学，分析上述战略性有利条件为何能在全面实 现中华民族伟大复兴中发挥作用。 参考答案 第一部分共15题，每题3分，共45分。 1．C
2024石景山一模,Q22,2024石景山一模Q22,xuanbiyi_answer_only,经济全球化；全球治理,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,3.14 万亿美元，占全球市场的 77.2%。中国、印度等发展中经济体数字服务出口 9270 亿美元，在全球的占比为 22.8%，同比增长 14%。 读图，据此推断正确的是 ①2015 年、2020 年、2022 年全球可数字化服务出口规模有明显下降 ②随着数字技术创新步伐加快，数字贸易为全球经济增长注入新动能 ③数字鸿沟是经济全球化中的重要挑战，需要深化全球数字治理与合作 ④全球治理体系加速变革，各经济体在数字贸易规则方面达成全面共识 A．①② B．①④ C．②③ D．③④ 15．2023 年是“一带一路”倡议提出十周年。作为“一带一路”倡议的“总设计师”， 习近平主席在多个
