pool,situation,label,question_type,front_domain,framework_domain,evidence,source_label,material_triggers,prompt,rubric_or_answer,scoring_terms,score_sentence,situation_reason,source_path,include_status,curation_status
已入框可用情境,运动伤害、见义勇为、产品动物高空等特殊侵权,2025 顺义 一模 2025顺义一模 第11题,选择题,人格权与侵权责任,人格权与侵权责任,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025顺义一模 第11题答案表/题肢来源,民事、赔偿、侵权、法院、判决,相关部门拟对卫先生 颁发“见义勇为”荣誉证书，需古阿姨对救助情况进行确认却遭到拒绝，卫先生将古阿姨诉至法院。法院依 法判决古阿姨补偿卫先生 7000 元。对此，下列看法正确的是（ ） ①卫先生因保护古阿姨民事权益使自己受到损害，故由侵权人古阿姨承担民事责任 ②法院综合考虑卫先生的受伤情况、救助行为及所起作用等实际情况确定赔偿责任 ③因保护古阿姨民事权益致使卫先生受到损害，可以由受益人古阿姨给予适当补偿 ④用法治力量扶起“跌倒的美德”，弘扬了见义勇为、知恩图报的中华民族传统美德 A．①② B．①④ C．②③ D．③④,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先识别一般侵权还是特殊规则，再落免责、减责、补偿或无过错责任。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,included,accept_high
已入框可用情境,调解、仲裁、诉讼、司法确认、执行与举证,2025 顺义 一模 2025顺义一模 第19题,主观题,创新竞争与公共救济,纠纷解决与程序救济,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025顺义一模 第19题细则/给分依据,高某、刘某、甲公司、乙公司、侵权、调解、诉讼、法院、裁判,(1)运用《法律与生活》知识，分析上述案例是如何解决纠纷的。,"（1）能够准确并全部写对三位同学判断类型，给1分（如：甲—充分条件假言判断，乙—必要条件假言判断，丙—相容选言判断）（2）三个判断类型中，有一个具体分析准确，即可得2分 优秀试卷 存在问题：1.没读懂设问：缺少条件，只分析三个观点；2.推导错误：只写出了一部分条件；3.基础知识不扎实：判断类型错误。 17（2） 答案：构建优质高效的企业政策服务体系，健全企业成长要素保障，让更多中小企业成为高质量发展的生力军。政府要简政放权，利用数字化手段赋能宏观调控、市场监管等基本职能，规范市场秩序，创新工作方式，为企业减负，增强企业和群众的获得感。 给分依据： 可以从多个主体进行作答。6分共两个角度,每个角度知识2分，具体做法1分。但是两个角度中至少有一个角度是从政府这个主体来作答的，也可以两个角度都是以政府这个主体。 政府主体（主要从政府的职能:公共服务，市场监管，宏观调控） 1建设服务型政府，政府履行公共服务职能，做到有求必应，为专精特新中小企业发展壮大提供优质服务。 2.建设职能科学、权责法定的政府，对待专精特新中小企业做到无事不扰。 3.政府履行宏观调控职能，扩大中小企业发展专项资金支持，促进专精特新中小企业发展。 4. 政府创新工作方式，梯度培育创新型企业，通过“揭榜挂帅”机制，促进大企业与专精特新中小企业合作，推动专精特新中小企业融入产业链供应链。 其他主体:党，人大，依法治国的主体均可，但都要扣到促进专精特新中小企业发展这个话题上就可以。 优秀卷 存在问题：答经济角度的较多；没有主体，直接说做法；两个毫不动摇答的较多，特别是毫不动摇鼓励支持引导非公经济发展；只有具体做法，无知识。 18.给分依据：（总3分）：因地制宜发展新质生产力是根据资源禀赋、产业基础、科研条件等，有选择地推动新产业、新模式、新动能发展（替代：新发展理念，创新、绿色发展理念，创新驱动发展战略，落脚点新质生产力发展，建设现代化产业体系） （传统产业的角度2分）传统产业是现代化产业体系的基底，借助大数据、云计算、人工智能等新技术和新设备，促进传统产业转型升级（替代：数字产业化，数字经济赋能传统产业或实体经济发展，提高劳动生产率）； （新兴产业角度2分）近年来，我国新兴产业加快发展，新动能不断集聚，深入推进战略性新兴产业融合集群发展，培育壮大新兴产业；（替代：科技助力战略性新兴产业发展，发展规模不断壮大，形成规模效益，促进供给侧结构性改革，产业结构优化升级） （未来产业角度1分）科技创新，是发力未来产业、加快形成新质生产力的源动力，科技创新和产业创新的深度融合，布局未来产业。（替代：自主创新能力，自主知识产权，关键核心技术自主可控） （1）给分依据： 案例1：（解决纠纷方式）法院坚持诉讼调解实现邻里和谐、实质化解纠纷。（1分）（理由）根据通道为公共通行的通道，属于建筑物的共有部分，应当在合理限度内恰当使用；刘某为自家方便堆放垃圾和杂物，不仅影响邻居通行，存在重大安全隐患，而且违反了民法典关于相邻权的规定，亦有违邻里之间和谐相处的文化传统。（1分）（要求）不动产的相邻各方要按照有利于生产、方便生活、团结互助、公平合理的原则，正确处理通风、采光、通行等相邻关系，给相邻方造成妨碍的，应当主动排除妨碍。（1分。替换：正确处理相邻关系、遵守民法典的相关原则） 存在问题： 案例2：（事实分析）甲公司……",共有部分；相邻关系；排除妨碍；市场秩序；知识产权；调解；诉讼,三个判断类型中，有一个具体分析准确，即可得2分 优秀试卷 存在问题：1.没读懂设问：缺少条件，只分析三个观点。,先看纠纷解决路径和程序效果，再落举证、执行力、诉讼时效或裁判理由。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,included,accept_high
已入框可用情境,物权归属、担保物权、登记交付与绿色物权,2026 东城 一模 2026东城一模 第10题,选择题,财产、相邻、继承与家庭,财产权、物权与相邻关系,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026东城一模 第10题答案表/题肢来源,所有权、夫妻,10．张三与李四系夫妻，张三婚前向村集体申请了一处宅基地。婚后，夫妻二人在宅基地上建造房屋，张 三私下向王五借款用于房屋装修。夫妻二人商议进城务工，将房屋出租。下列说法正确的是 A．宅基地由张三申请，故房屋属张三个人财产，需登记以取得所有权 B．李四对于借款行为并不知情，故借款属于张三个人债务，李四无需偿还 C．宅基地的权益对应物的使用价值，张三与李四无权处分该地块 D．若张三、李四将房屋出租，所获取的财产性收益属于再分配,答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“宅基地由张三申请，故房屋属张三个人财产，需登记以取得所有权”与题面事实或法律规则不匹配。；B项不对在把有条件的法律判断说绝对，因为“李四对于借款行为并不知情，故借款属于张三个人债务，李四无需偿还”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“若张三、李四将房屋出租，所获取的财产性收益属于再分配”与题面事实或法律规则不匹配。,所有权,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看权利种类和公示方式，再落归属、效力、担保或绿色边界。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,著作权、AI作品、虚拟数字人与作品使用,2026 东城 一模 2026东城一模 第11题,选择题,创新竞争与公共救济,知识产权与竞争秩序,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026东城一模 第11题答案表/题肢来源,林某、赔偿、过错、消费者、著作权、肖像权、举证责任、人工智能、AI,据并赔偿损失。 第4页/共10页 《直播电商监督管理办法》 第三十七条 直播间运营者使用人工智能等技术生成的人物图像、视频从事直播电商活 动的，应当符合有关法律、法规、规章和强制性国家标准的要求，并依照国家有关规定进行 标识，持续向消费者提示该人物图像、视频由人工智能等技术生成。 下列说法正确的是 A．该企业作为营利法人，其收入应缴纳企业所得税 B．该企业侵犯林某肖像权和声音权益，应停止侵害，恢复原状 C．未标注“AI 生成”字样，虽未侵犯林某著作权，但属违法行为 D．企业提供自身不存在过错的证据，属于举证责任倒置,答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“该企业作为营利法人，其收入应缴纳企业所得税”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“该企业侵犯林某肖像权和声音权益，应停止侵害，恢复原状”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“企业提供自身不存在过错的证据，属于举证责任倒置”与题面事实或法律规则不匹配。,停止侵害；恢复原状；肖像权；过错；举证责任,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先判断是否属于受保护作品和权利主体，再落未经许可使用、署名、报酬和侵权责任。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,商业秘密、数据抓取、专利与创新司法保护,2026 东城 一模 2026东城一模 第18题,主观题,创新竞争与公共救济,知识产权与竞争秩序,主观题细则已锁定；可以提炼踩分词和上卷面句。,2026东城一模 第18题细则/给分依据,甲公司、系某、乙公司、丙公司、丁公司、赔偿、侵权、惩罚性赔偿、专利、诉讼、人民法院、法院,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,案例一：通过诉讼调解或和解，实质化解专利权归属纠纷，减少诉讼对创新创业的干扰，提高效率、节约司法资源。案例二：对故意知识产权侵权适用惩罚性赔偿，提高侵权成本，保护权利人合法权益，维护公平竞争和市场秩序。案例三：驳回并谴责恶意诉讼、滥用诉讼权利行为，明确权利行使边界，维护诉讼秩序和诚信原则。总说：人民法院坚持以事实为根据、以法律为准绳，发挥司法裁判导向作用，保护知识产权就是保护创新，有利于激发创新活力。,以事实为根据；以法律为准绳；诚信原则；惩罚性赔偿；市场秩序；知识产权；保护创新；创新活力；恶意诉讼；滥用诉讼权利；调解；诉讼；合法权益,案例二：对故意知识产权侵权适用惩罚性赔偿，提高侵权成本，保护权利人合法权益，维护公平竞争和市场秩序。 案例三：驳回并谴责恶意诉讼、滥用诉讼权利行为，明确权利行使边界，维护诉讼秩序和诚信原则。,先看创新成果或竞争利益，再用司法救济保护权利、维护诚信竞争和创新秩序。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,included,accept_high
已入框可用情境,物权归属、担保物权、登记交付与绿色物权,2026 东城 期末 2026东城期末 第10题,选择题,财产、相邻、继承与家庭,财产权、物权与相邻关系,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026东城期末 第10题答案表/题肢来源,李某、张某、甲公司、乙公司、姜某、用某、王某、侵权、消费者、知情权、专利、物权,”含有不被公众知晓的技 乙公司侵犯了甲公司的专利权 第4页/共9页 术信息，乙公司未经许可，破译该技术信息，并将搭载该技 术的产品投产销售 C 姜某长期使用某款AI 付费软件，在一次强制升级过程中，界 面提示必须同意安装其捆绑的另一款应用，否则无法完成升 级 软件公司侵犯了消费者知情权，违 背了民法自愿原则 D 书画家王某将一幅画作赠与好友张某。后张某将该作品在其 经营的书画馆公开展览，并擅自汇编出版。王某深感不满， 要求张某返还作品 张某有权拒绝返还作品，但需承担 侵权责任 A. A B. B C. C D. D,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“A”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“B”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“C”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看权利种类和公示方式，再落归属、效力、担保或绿色边界。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,included,defer_answer_missing
已入框可用情境,平台用工与新就业形态劳动关系,2026 东城 期末 2026东城期末 第11题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026东城期末 第11题答案表/题肢来源,小王、合同、承诺、劳动合同、劳动关系、经济补偿,11. 小王入职时，上司口头承诺“灵活工作制”，但未签劳动合同。后公司推行打卡制度，小王数次忘记打 卡，经提醒仍未补打卡。最终，公司以小王 “多次旷工，严重违反规章制度 ”为由单方将其解雇。对此， 下列说法正确的是（ ） A. 因双方未签订书面劳动合同，劳动关系未成立，公司解雇无须承担责任 B. “灵活工作制”的口头承诺具有法律效力，公司应当给予小王经济补偿 C. 公司侵犯劳动者合法权益，构成违法解除劳动合同 D. 小王可以向劳动保障监察部门投诉，提起行政复议,答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在劳动关系或用工责任边界错位，因为“因双方未签订书面劳动合同，劳动关系未成立，公司解雇无须承担责任”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为““灵活工作制”的口头承诺具有法律效力，公司应当给予小王经济补偿”与题面事实或法律规则不匹配。；D项不对在劳动关系或用工责任边界错位，因为“小王可以向劳动保障监察部门投诉，提起行政复议”与题面事实或法律规则不匹配。,劳动关系；经济补偿；承诺,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看是否只是合作外观，再用人格、经济、组织从属性判断是否形成劳动关系。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,included,defer_answer_missing
已入框可用情境,合同成立、合同效力与违约责任,2026 东城 期末 2026东城期末 第18题,主观题,交易关系与消费者保护,交易关系：合同规则与消费者保护,主观题细则已锁定；可以提炼踩分词和上卷面句。,2026东城期末 第18题细则/给分依据,陈某、刘某、赔偿,（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。,【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 要件/侵犯XX权利 → 侵权责任 要约+承诺→合同成立 第一层：违约 【违约角度：合同成立+合同有效+存在违约行为 → 承担违约责任 共4分】 陈某与刘某之间通过要约与承诺达成一致意思表示，合同成立/订立，双方主体适格、意思表示真实，合同形式与内容合法，合同有效（分析清楚2分，只说成立且有效1分）,合同成立；要约；承诺；违约责任；侵权责任,【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 要件/侵犯XX权利 → 侵权责任 要约+承诺→合同成立 第一层：违约 【违约角度：合同成立+合同有效+存在违约行为 → 承担违约责任 共4分】 陈某与刘某之间通过要约与承诺达成一致意思表示，合同成立/订立，双方主体适格、意思表示真实，合同形式与内容合法，合同有效（分析清楚2分，只说成立且有效1分）。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,included,accept_high
已入框可用情境,劳动合同解除、工资、录用通知与竞业限制,2026 丰台 一模 2026丰台一模 第11题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026丰台一模 第11题答案表/题肢来源,张某、系某、甲公司、合同、赔偿、劳动合同、劳动关系、用人单位、诉讼、法院、判决,字，并由 公司确认后正式生效。”张某遂即回复“收到”，次日向原单位辞职并办理了离职手 续。后甲公司告知张某因出现财务问题取消录用。张某遂向法院起诉请求甲公司赔偿 其相应损失。法院审理后判决支持了张某的诉讼请求。下列说正确的是 ①甲公司取消录用张某的行为，侵犯了张某平等就业和选择职业的权利 ②张某与甲公司虽未签订书面劳动合同，但双方劳动关系已于邮件回复之后建立 ③ 《录用通知书》是甲公司发出的明确意思表示，属于要 ④法院判决有利于引导用人单位重信守诺，保护劳动者合法权益 A. ①② B. ①④ C. ②③ D. ③④,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看劳动者保护和用人单位管理边界，再落解除、补偿、违约或协议效力。,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京丰台高三一模政治试题_有答案.txt,included,defer_answer_missing
已入框可用情境,消费者权益、虚假宣传、格式条款与平台规则,2026 丰台 一模 2026丰台一模 第13题,选择题,交易关系与消费者保护,交易关系：合同规则与消费者保护,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026丰台一模 第13题答案表/题肢来源,消费者、经营者、平台,格标示行为，要求平台经营者、平台内经营者公开差别定价、 动态定价、竞价排名等规则，规范补贴促销行为。 三是严厉打击不正当价格竞争，经营者不得实施低价倾销、价格歧视、价格串 通、哄抬价格、价格欺诈等不正当价格行为。 四是强化消费者秘益保护，对自动续期、免密支付等服务提出显著提示、便捷 取消的要求。 该规则的实施能够 ①规范平台价格行为，弥补市场调节缺陷 ②发挥政府定价作用，推动完善价格监管体系 ③规范市场竞争秩序，保护消费者合法权益 ④健全市场准人制度，保障平台经营者利润 A. ①③ B ①④ C. ②③ D. ②④,答案：A；客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“②④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是A；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看经营者是否真实诚信、是否尽提示说明义务，再落退赔、赔偿或惩罚性赔偿。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,included,defer_answer_missing
已入框可用情境,公共场所受伤、安全保障义务与一般侵权,2026 丰台 一模 2026丰台一模 第20题,主观题,人格权与侵权责任,人格权与侵权责任,主观题细则已锁定；可以提炼踩分词和上卷面句。,2026丰台一模 第20题细则/给分依据,郭某、在某、者某、业某、求某、告某、和某、民法典、赔偿、侵权、过错、经营者,结合材料，运用《法律与生活》知识，阐明人民法院作出该判决的法理依据和现 实意义。,根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。 三、典型示例 8分 7.5分 四、学生问题及建议 学生问题: 1.模块基本运用准确，但法理依据和现实意义揉在一起作答，思路混乱。 2.背诵模版，从维护个体权益到法治社会、法治政府、法治国家建设、再到社会稳定与公序良俗，没有围绕题意作答 。 3.很多学生写有利于维护市场秩序，优化营商环境。 3.基本概念不准确，以法律为准绳、以事实为依据（写反了或者以实事为依据）。 4.部分答错位置、空白卷。 建议： 1.答题逻辑梳理，明确设问与材料指向，答题的策略训练。 2.语言规范，知识严谨性、适切性、科学性。 3.字迹工整。 五、复练试题 2026朝阳期末 1．网络消费为人们日常生活提供较大便利，已成为人们消费的重要方式。 材料一 【基本案情】 张某系某网络店铺的经营者。在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗小叶紫檀材质制作，并承诺“保真”“假一赔十”。侯某观看该直播后购买手串1件，支付价款1千元。侯某收到手串后发现不是小叶紫檀材质，遂诉至法院，请求判令张某赔偿十倍价款1万元。 【裁判结果】 审理法院认为，主播人员在直播营销中宣称所售手串系小叶紫檀，并明确承诺“保真”“假一赔十”，上述承诺构成店铺与侯某买卖合同的内容，该合同对张某具有约束力。张某交付给侯某的手串材质并非小叶紫檀，而是属于大叶紫檀，这不符合合同约定，而木质首饰的原材料对其价值具有重要影响。“假一赔十”的承诺虽高于法定赔偿标准，但张某应当履行。法院最终判决：张某赔偿侯某1万元。 （1）结合上述案例，运用《法律与生活》知识，说明法院判决的依据。 答案要点： 1.依法成立的合同具有法律约束力，当事人应当按照约定全面履行合同义务。侯某观看直播购买手串的行为，与店铺形成合法有效的买卖合同，主播宣称手串为小叶紫檀、承诺“假一赔十”的内容属于合同条款，对店铺具有法律约束力；商家交付的手串为大叶紫檀，未履行合同约定的质量义务，构成违约。 2.经营者提供商品有欺诈行为的，应当承担惩罚性赔偿责任；当事人自愿约定的违约金条款，只要不违反法律强制性规定即合法有效。商家以大叶紫檀冒充小叶紫檀的行为构成经营者欺诈，其“假一赔十”的承诺是自愿作出的，高于法定赔偿标准但不违反法律规定，应依法履行。 3.民事活动应当遵循诚实信用原则，消费者的知情权、公平交易权受《消费者权益保护法》保护。商家隐瞒商品真实材质，违背诚实信用原则，侵犯了侯某的知情权与公平交易权，法院据此支持侯某的诉讼请求，既是对消费者合法权益的保护，也符合法律基本原则。 2026昌平期末 答案要点 法理依据：虚拟数字人形象由制作团队精心打造，体现了独特美学选择，符合美术作品……,以法律为准绳；承诺；消费者合法权益；知情权；公平交易权；欺诈；惩罚性赔偿；公序良俗；侵权责任；过错；损害；安全保障义务；作品；市场秩序；诉讼；合法权益,根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。 被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。 原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。,先看行为、损害、因果和过错，再判断管理者是否尽到合理限度内安全保障义务。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,included,accept_high
已入框可用情境,劳动合同解除、工资、录用通知与竞业限制,2026 丰台 期末 2026丰台期末 第11题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026丰台期末 第11题答案表/题肢来源,小区、民事、过错、经营者、用人单位,学法，明理笃行。 案例一 蹂踏烈士墓碑底座、在墓碑前不敬摆拍应依法承担刑事和民事责任 案例二 经民主决策以合理方式在老旧小区加装电梯受法律保护 案例三 用人单位发录用通知后无故取消录用导致劳动者从原单位离职后失业 的，应当承担賠偿责任 案例四 低头看手机踩空摔伤的，无过错的公共场所经营者、管理者不担贵 上述案例共同体现了 ［取利与义务相一致．践行遵约守信 ②伙先维护弱势群体，织密法治保护网 ③“正司法的生动实践，促进社会公平正义 ④法治与德治相结合，引领社会文明新风尚 A. ①② B. ①③ C. ②④ D. ③④,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①③”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看劳动者保护和用人单位管理边界，再落解除、补偿、违约或协议效力。,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2026北京丰台高三（上）期末政治_有答案_vision.txt,included,defer_answer_missing
已入框可用情境,小区共有部分、相邻关系、物业与排除妨碍,2026 延庆 一模 2026延庆一模 第8题,选择题,财产、相邻、继承与家庭,财产权、物权与相邻关系,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2026延庆一模 第8题答案表/题肢来源,小区、赔偿、所有权、调解、人民法院、法院,8.某小区三楼业主擅自截断卫生间共用暖气管路，导致二楼张女士家供暖中断，张女士与三楼住户协商， 第3页/共9页 要求其恢复共用暖气管路，三楼业主以各种理由予以拒绝。双方协商无果，于是，张女士将三楼业主诉 至人民法院。下列对该案例的法律分析正确的是 A. 三楼业主对自家卫生间内的暖气管享有完全处分权，截断行为合法 B. 三楼业主的行为侵犯了张女士的财产所有权，应承担赔偿损失责任 C. 小区共用暖气管路属于业主共有财产，三楼业主无权对其擅自处置 D. 双方纠纷属于相邻权纠纷，应以和为贵，调解方式是最佳解决途径,答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“三楼业主对自家卫生间内的暖气管享有完全处分权，截断行为合法”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“三楼业主的行为侵犯了张女士的财产所有权，应承担赔偿损失责任”与题面事实或法律规则不匹配。；D项不对在纠纷解决方式或程序效力错位，因为“双方纠纷属于相邻权纠纷，应以和为贵，调解方式是最佳解决途径”与题面事实或法律规则不匹配。,赔偿损失；所有权；调解,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看共有和相邻利益平衡，再落停止侵害、排除妨碍、恢复状态或赔偿。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,消费者权益、虚假宣传、格式条款与平台规则,2026 延庆 一模 2026延庆一模 第18题,主观题,创新竞争与公共救济,知识产权与竞争秩序,主观题有细则来源，但属于复合题/二次匹配/摘录需复核；先保留原句，不直接进入学生背诵核心。,2026延庆一模 第18题细则/给分依据,李某、诉讼、AI、虚拟数字人,（1）结合材料一，运用《法律与生活》知识，分析 M 公司涉嫌哪些违法行为，若主持人李某诉至法 院，可提出哪些诉讼请求并说明理由。 （8 分）,给分依据： ①违法行为3分，每个角度1分（人格权角度、消费者权益角度、不正当竞争） ②诉讼请求1分可替代 ③事实1分；侵权行为1分；违背诚信原则1分； ④事实与侵权分析恰当1分（形象-肖像；虚假宣传-名誉） （2）（7分） 要坚持辩证思维，用联系、发展、全面的观点看待事物，坚持矛盾分析法，既要看到虚拟数字人直播的积极影响，也要关注其带来的挑战。 要坚持适度原则，防止过犹不及。对于虚拟数字人直播，应在支持发展的同时采取适度的监管措施。 要坚持创新思维，突破常规，敢于探索新的思路和方法。面对虚拟数字人直播，我们应鼓励创新，推动技术不断升级，同时完善相应的法律法规，促进电商行业健康可持续发展。 给分依据：理论1分+材料1分X3（四选三） ①辩证思维/用联系、发展、全面/矛盾分析法 1分； ②适度原则/1分； ③创新思维/三新1分； ④辩证否定1分；,诚信原则；虚假宣传；人格权；不正当竞争；诉讼,给分依据： ①违法行为3分，每个角度1分（人格权角度、消费者权益角度、不正当竞争）。 ②诉讼请求1分可替代 ③事实1分。 侵权行为1分。,先看经营者是否真实诚信、是否尽提示说明义务，再落退赔、赔偿或惩罚性赔偿。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,included_needs_review,defer_mixed_module
