question_id,suite_id,source_id,stable_locator,original_qno,question_type,phase03_section_scope,phase03_knowledge_node,phase03_reasoning_node,phase03_blocked_status,phase03_final_classification,phase12_category,phase12_action,phase12_blocker_reason,body77_status,body77_decision,phase05_status,current_exhaustive_conclusion,evidence_level,decision_basis,decision_reason,duplicate_or_reference,excerpt
Q-2025丰台期末-13,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q13,13,选择题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-13; canonical_conclusion=blocked,yes,"13. 【答案】C 【详解】1:实施更加积极的财政政策,优化调整税费政策,落实高新技术企业税费优惠,能减轻企业税 收负担,与拓宽企业融资渠道无关,1排除。 2:实施适度宽松的货币政策,适时下调存贷款利率,会降低社会综合融资成本,有利于扩大国内需求, 2正确。 3:实施更加积极的财政政策,合理安排政府投资规模,发挥好带动放大效应,有利于带动社会有效投 资,3正确。 4:增发超长期特别国债,是积极的财政政策,不是适度宽松的货币政策,4排除。 故本题选C。"
Q-2025丰台期末-14,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q14,14,选择题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-14; canonical_conclusion=blocked,yes,"14. 【答案】C 【详解】1:根据材料中首发经济的含义,可知首发经济强调的是企业发布新产品,推出新业态、新模 式、新服务、新技术,开设首店等经济活动,和“助力企业出海,提振国际经济”没有直接联系,1不 选。 2:首发经济“涵盖了企业从产品或服务的首次发布、首次展出到首次落地开设门店、首次设立研发中 心,再到设立企业总部的链式发展全过程”,所以有利于整合产业链条,推动产业升级,增强市场信心, 2正确。 3:首发经济强调企业发布新产品,推出新业态、新模式、新服务、新技术,这有利于引领消费潮流,优 化产品服务,满足多样需求,3正确。 4:根据材料中首发经济的含义可知,首发经济和促进区域协调没有直接联系,4不选。 故本题选C。"
Q-2025丰台期末-15,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q15,15,选择题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-15; canonical_conclusion=blocked,yes,"15. 【答案】A 【详解】1:从我国出口高技术产品同比增长的情况可以得出我国出口结构优化,对外开放水平不断提 ===== PAGE 13 ===== 第13页/共18页 高,1符合题意。 2:全球公共产品是指那些具有消费或使用上的非竞争性和受益上的非排他性的产品或服务,它们能够为 全世界的人们共同享受或使用。材料没有涉及我国提供了更多的全球公共物品,2不符合题意。 3:从我国出口的每10 辆汽车中有4 辆是电动汽车,每10 辆轨道机车中有7 辆是电力机车,体现了我国 新发展理念见成效,绿色成为我国外贸高质量发展鲜明底色,3符合题意。 4:营商环境改善强调有利于促进外商投资,而材料强调我国贸易进出口,没有涉及营商环境改善,4不 符合题意。 故本题选A。 第二部分 二.本部分共6 题,共55 分。"
Q-2025丰台期末-17,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q17,17,主观题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-17; canonical_conclusion=blocked,yes,"17. 【答案】 人民性是马克思主义的本质属性,全过程人民民主是社会主义民主政治的本质属性。“人民城市人民建, 人民城市为人民”的理念凸显了以人民为中心的发展思想,坚持发展为了人民、发展依靠人民、发展成果 由人民共享。建设人民城市要聚焦人民群众在经济、文化、民生等方面的急难愁盼问题,把人民对美好生 活的向往作为奋斗目标。人民群众可以通过民主决策、民主协商、民主管理、民主监督等途径参与城市建 设。 【分析】背景素材:人民城市的图景 考点考查:贯彻新发展理念、中国共产党的领导、人民当家作主 能力考查:获取和解读信息、调动和运用知识、描述和阐述事物 核心素养:政治认同、科学精神 【详解】第一步:审设问,明确主体、作答范围、问题限定和作答角度。本题属于分析说明类主观题,需 调用贯彻新发展理念、中国共产党的领导、人民当家作主的相关知识结合材料有效信息分析作答。"
Q-2025丰台期末-18-1,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(1),18(1),主观题,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,not_represented,body_after_repair,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-18-1; canonical_conclusion=入正文,yes,"18. 【答案】(1) 1必要条件假言判断。保真条件:必要条件假言判断的保真条件是前件是后件的必要条件。2联言判断。 保真条件:联言判断的保真条件是当且仅当,组成联言判断的各个联言之都是真的。 (2) ===== PAGE 15 ===== 第15页/共18页 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。一方面,要充 分发挥市场在资源配置中的决定性作用,建设统一开放、竞争有序的数字经济市场体系,激发市场活力; 另一方面要更好发挥政府作用,制定促进数字经济发展的规划和政策,完善法律法规,加强市场监管,规 范市场秩序、保障公平竞争,优化公共服务,促进数字经济健康持续发展。 (3)1立法机关必须坚持科学立法,立良善之法,管用之法,遵循社会主义市场经济发展规律,不断提 高立法质量,为护航高水平社会主义市场经济体制建设提供法"
Q-2025丰台期末-18-2,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(2),18(2),主观题,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维),,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-18-2; canonical_conclusion=excluded,yes,"18. 【答案】(1) 1必要条件假言判断。保真条件:必要条件假言判断的保真条件是前件是后件的必要条件。2联言判断。 保真条件:联言判断的保真条件是当且仅当,组成联言判断的各个联言之都是真的。 (2) ===== PAGE 15 ===== 第15页/共18页 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。一方面,要充 分发挥市场在资源配置中的决定性作用,建设统一开放、竞争有序的数字经济市场体系,激发市场活力; 另一方面要更好发挥政府作用,制定促进数字经济发展的规划和政策,完善法律法规,加强市场监管,规 范市场秩序、保障公平竞争,优化公共服务,促进数字经济健康持续发展。 (3)1立法机关必须坚持科学立法,立良善之法,管用之法,遵循社会主义市场经济发展规律,不断提 高立法质量,为护航高水平社会主义市场经济体制建设提供法"
Q-2025丰台期末-18-3,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(3),18(3),主观题,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=政治与法治(非选必三逻辑与思维),,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-18-3; canonical_conclusion=excluded,yes,"18. 【答案】(1) 1必要条件假言判断。保真条件:必要条件假言判断的保真条件是前件是后件的必要条件。2联言判断。 保真条件:联言判断的保真条件是当且仅当,组成联言判断的各个联言之都是真的。 (2) ===== PAGE 15 ===== 第15页/共18页 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。一方面,要充 分发挥市场在资源配置中的决定性作用,建设统一开放、竞争有序的数字经济市场体系,激发市场活力; 另一方面要更好发挥政府作用,制定促进数字经济发展的规划和政策,完善法律法规,加强市场监管,规 范市场秩序、保障公平竞争,优化公共服务,促进数字经济健康持续发展。 (3)1立法机关必须坚持科学立法,立良善之法,管用之法,遵循社会主义市场经济发展规律,不断提 高立法质量,为护航高水平社会主义市场经济体制建设提供法"
Q-2025丰台期末-19,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q19,19,主观题,边界,,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-19; canonical_conclusion=excluded,yes,"19. 【答案】1根据《中华人民共和国劳动法》和《劳动合问法》规定,劳动者应当完成劳动任务,遵守 劳动纪律和职业道德。尹某没有履行劳动者的义务,违反了相关法律规定,不符合敬业等社会主义核心价 值观;2购物中心要求解除与尹某的劳动合网,符合《中华人民共和国劳动介同法》第三十九条的规定, 因此,法院驳回尹某的诉讼请求,法院的裁判保护了用人单位合理的用工自主权,引导劳动者坚持权利义 务相统一,构建合理健康的劳动关系。 【分析】背景素材:劳动合同纠纷具体案例 考点考查:劳动争议解决方式、劳动者权利和义务 能力考查:描述和阐释事物、论证和探究问题 核心素养:政治认同、科学精神、法治意识 【详解】第一步:审设问。明确主体、作答范围、问题限定和作答角度。 本题要求考生运用《法律与生活》相关知识阐释法院的裁判理由,为原因类主观试题。考生根据材料中信 息和相关法律规定"
Q-2025丰台期末-20,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q20,20,主观题,边界,,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-20; canonical_conclusion=excluded,yes,"20. 【答案】 中非达成一系列战略性共识符合和平与发展的时代主题,是基于国家间共同利益构建中非命运共同体,在 平等互利基础上开展合作,落实共商共建共享的全球治理观,有利于推动建设相互尊重、公平正义、合作 共赢的新型国际关系,有利于中非携手推进现代化,构建人类命运共同体。 【分析】背景素材:中非合作论坛北京峰会 考点考查:当今时代主题、世界多极化、影响国际关系的决定性因素、推动经济全球化的发展、推进世界 和平与发展的有效途径 能力考查:描述和阐述事物、论证和探究问题 核心素养:政治认同、科学精神 【详解】第一步:审设问。明确主体、知识范围、问题限定和作答角度。 本题要求考生阐明中非达成一系列战略性共识的理论逻辑和价值意蕴,“理论逻辑”即理论原因,“价值 意蕴”即作用和意义。考生需要调用《当代国际政治与经济》的有关知识,从当今时代主题、世界多极化、 影"
Q-2025丰台期末-21,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q21,21,主观题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025丰台期末-21; canonical_conclusion=blocked,yes,"21. 【答案】观察视角:要结合具体制度,从理论和实践两个层面阐述制度优势。 评分标准 等级水平 等级描述 水平4 观点鲜明,能明确表达自己的见解;紧扣观点,综合运用所学知识展开论 述:逻辑严密,条理清晰 水平3 观点比较明确,能表达自己的见解;能扣住观点展开论述,知识运用比较 准确;逻辑性较强,有条理 ===== PAGE 18 ===== 第18页/共18页 水平2 观点不明确;论述不能集中指向观点,罗列知识;知识运用不正确;论述 缺乏逻辑,条理性差 水平1 应答与试题无关;或重复试题内容;或没有应答 【分析】背景素材:新中国成立75 年 考点考查:根本政治制度、基本经济制度等有关知识 能力考查:获取和解读信息、调动和运用这是、描述和阐释事物 核心素养:政治认同、科学精神 【详解】第一步:审设问。明确主体、作答范围、问题限定和作答角度。 本题为理"
Q-2025海淀期末-22,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q22,22,主观题,待判,质量互变,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=综合所学(非选必三逻辑与思维primary);但质量互变可fusion-only attach,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-22; canonical_conclusion=excluded,yes,"22. 阅读材料,完成问题。 国家博物馆西大厅的巨型浮雕《愚公移山》以徐悲鸿1940年所作国画《愚公移山》为原本。“愚公移山”既指古代典籍中的“移山神话”,又指抗战期间各民族团结实现的“移山壮举”,彰显着中华民族的精神品格。 结合材料,综合运用所学,围绕“愚公移山”这一主题,自选角度,自拟题目,撰写一篇短文。 要求:观点鲜明:可以全面论述,也可以就某一点深入分析;知识运用准确、贴切;论述合乎逻辑,条理清晰;200字左右。 参考答案 第一部分 本部分共15题,每题3分,共45分。 第二部分 本部分共7题,共55分。"
Q-2025海淀期末-16,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q16,16,主观题,待判,辩证否定,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-16; canonical_conclusion=excluded,yes,16.(8分) 可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。
Q-2025海淀期末-17-1,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q17(1),17(1),主观题,思维,客观性;想象;科学思维,,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,body,body_now,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-17-1; canonical_conclusion=入正文,yes,"17.(12分) (1)科学思维追求认识的客观性。科学思维总是从实际出发,力图如实地反映认识对象,努力把握和遵循客观规律。这个设计图违背了物理学基本规律,试图利用毛巾吸水得到连续的“动力”,但是毛巾通过毛细作用吸水的高度是有限的,不可能越过支架而得到设计图所构想的动力。 (2)可从发展的观点、对立统一的观点、追求真理是一个过程等角度作答。"
Q-2025海淀期末-17-2,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q17(2),17(2),主观题,思维,客观性;想象;科学思维,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=哲学(非选必三逻辑与思维),,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-17-2; canonical_conclusion=excluded,yes,"17.(12分) (1)科学思维追求认识的客观性。科学思维总是从实际出发,力图如实地反映认识对象,努力把握和遵循客观规律。这个设计图违背了物理学基本规律,试图利用毛巾吸水得到连续的“动力”,但是毛巾通过毛细作用吸水的高度是有限的,不可能越过支架而得到设计图所构想的动力。 (2)可从发展的观点、对立统一的观点、追求真理是一个过程等角度作答。"
Q-2025海淀期末-18,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q18,18,主观题,思维,创新思维;联想思维;迁移;逆向思维,,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,body,body_now,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-18; canonical_conclusion=入正文,yes,"18.(6分) 北京城市图书馆在建设新型公共文化空间的过程中,运用了逆向思维,对事物结构顺序的已有认识进行反向思考,借助科技实现从“人找书”向“书找人”的转换,给读者提供便利;运用了联想思维,将原有的认知经验直接应用到其他工作之中进行同化性迁移,将传统“赤印”意象迁移运用到建筑设计之中,打造富有文化韵味的城市地标。"
Q-2025海淀期末-19,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q19,19,主观题,待判,创新思维;发散思维;聚合思维,,pending_pairing,pending,blocked,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-19; canonical_conclusion=blocked,yes,"19.(6分) 法律规定财产权,有利于确定财产归属,并以此促进财产的流通使用。土地承包经营权等用益物权是农民重要的财产权。不动产统一登记有利于明确权属,从而定分止争,减少土地纠纷;有利于落实农村土地“三权分置”改革的要求,促进土地经营权有序流转,优化资源配置,增加农民收入,推进乡村振兴,实现共同富裕。"
Q-2025海淀期末-20,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q20,20,主观题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-20; canonical_conclusion=blocked,yes,"20.(6分) 1生产者产品责任是无过错侵权责任,行为人只要损害了他人的民事权益,不论其有无过错,均应当承担侵权责任。《解释》从保护消费者角度作出解释,明确缺陷产品造成的产品自身损害属于产品责任赔偿范围,切实维护消费者合法权益。 2禁止饲养的烈性犬等危险动物造成他人损害的,动物饲养人或者管理人应承担无过错侵权责任,没有任何免责事由和减责事由。《解释》阐明民法典“最严格的无过错责任”立法精神,强化动物饲养人、管理人责任意识,维护动物饲养管理秩序,保障人民群众生命财产安全。"
Q-2025海淀期末-21,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q21,21,主观题,待判,,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-21; canonical_conclusion=excluded,yes,"21.(8分) “竞业限制”是用人单位通过协议的方式对劳动者自由择业的合理限制,有利于保护知识产权,维护市场公平竞争,推动社会创新。李某作为负有保密义务的劳动者,泄露公司商业秘密,违反协议约定,应当承担违约责任。若不对“竞业限制”加以限制则可能侵犯劳动者的基本劳动权利,阻碍人才资源合理配置。刘某作为公司普通员工,并非负有保密义务的人员,餐饮公司与其签订的竞业限制协议违反了相关法律规定,协议无效。法律规定“竞业限制”并对其加以限制,有利于依法平衡劳动者合法权益与企业商业秘密保护,营造公平公正市场环境。"
Q-2025海淀期末-1,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q1,1,选择题,待判,可检验性;客观性;科学思维,,pending_pairing,pending,visual_missing,blocked_keep_out,choice options not fully detected in text,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-1; canonical_conclusion=blocked,yes,1.A | 2.C | 3.B | 4.C | 5.D
Q-2025海淀期末-6,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q6,6,选择题,待判,判断,其他复合推理,pending_pairing,pending,visual_missing,blocked_keep_out,choice options not fully detected in text,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-6; canonical_conclusion=blocked,yes,6.B | 7.A | 8.D | 9.B | 10.C
Q-2025海淀期末-11,S-2025海淀期末,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx::Q11,11,选择题,待判,,,pending_pairing,pending,visual_missing,blocked_keep_out,choice options not fully detected in text,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025海淀期末-11; canonical_conclusion=blocked,yes,"11.D | 12.A | 13.B | 14.C | 15.D ===== TABLE 8 ===== 等级水平 | 等级描述 水平4 | 观点鲜明,能明确表达自己的见解;紧扣问题,综合运用所学知识展开论述;逻辑严密,条理清晰。 水平3 | 观点比较明确,能表达自己的见解;能扣住问题展开论述,知识运用比较准确;逻辑性较强,有条理。 水平2 | 观点不明确;论述不能集中指向问题,罗列知识;知识运用不正确;论述缺乏逻辑,条理性差。 水平1 | 应答与试题无关;或重复试题内容;或没有应答。 ===== TABLE 9 ===== 等级水平 | 等级描述 水平4 | 观点鲜明,能明确表达自己的见解;紧扣问题,综合运用所学知识展开论述;逻辑严密,条理清晰。 水平3 | 观点比较明确,能表达自己的见解;能扣住问题展开论述,知识运用比较准确;逻辑性较强,有条理。"
Q-2025西城二模-15,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q15,15,选择题,待判,,,pending_pairing,pending,visual_missing,blocked_keep_out,choice options not fully detected in text,,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025西城二模-15; canonical_conclusion=blocked,yes,"15.B 第二部分共 5 题,共 55 分。"
Q-2025西城二模-16-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(1),16(1),主观题,交叉,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=哲学(非选必三逻辑与思维),,,,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025西城二模-16-1; canonical_conclusion=excluded,yes,"16.(14分) (1)(6分)可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度 作答。 (2)(4分)无法确定一定有岩松鼠行动。 条件1与岩松鼠无关,条件2是一个充分条件假言判断,看到了红嘴蓝鹊,后件为真,无法确定 前件的真假,无法确定一定有岩松鼠行动。 (3)(4分)方案应合理合法、展现良好的人文关怀与生态意识。 如:倾听了解村民诉求,尊重其合法权益,做好生态补偿;加强宣传教育,提升生态保护意识。 (处理好短期经济利益与长远发展的关系,人与自然和谐相处) 调整种植结构,改种动物们不喜欢啃食的农产品等。(运用创新思维,改变创造条件、建立新的具 体联系,分析解决矛盾)"
Q-2025西城二模-16-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(2),16(2),主观题,交叉,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,pending_pairing,pending,already_in_74,covered_by_74_review_body,无blocker；Codex结论已独立确认,body,body_now,L4_LOCKED_FOR_FUSION,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025西城二模-16-2; canonical_conclusion=入正文,yes,"16.(14分) (1)(6分)可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度 作答。 (2)(4分)无法确定一定有岩松鼠行动。 条件1与岩松鼠无关,条件2是一个充分条件假言判断,看到了红嘴蓝鹊,后件为真,无法确定 前件的真假,无法确定一定有岩松鼠行动。 (3)(4分)方案应合理合法、展现良好的人文关怀与生态意识。 如:倾听了解村民诉求,尊重其合法权益,做好生态补偿;加强宣传教育,提升生态保护意识。 (处理好短期经济利益与长远发展的关系,人与自然和谐相处) 调整种植结构,改种动物们不喜欢啃食的农产品等。(运用创新思维,改变创造条件、建立新的具 体联系,分析解决矛盾)"
Q-2025西城二模-16-3,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(3),16(3),主观题,交叉,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,pending_pairing,pending,already_in_74,covered_by_74_review_body,无blocker；Codex结论已独立确认,body,body_now,L4_LOCKED_FOR_FUSION,同类索引,missing_or_blocked,phase03_duplicate_or_reference_row,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2025西城二模-16-3; canonical_conclusion=入正文,yes,"16.(14分) (1)(6分)可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度 作答。 (2)(4分)无法确定一定有岩松鼠行动。 条件1与岩松鼠无关,条件2是一个充分条件假言判断,看到了红嘴蓝鹊,后件为真,无法确定 前件的真假,无法确定一定有岩松鼠行动。 (3)(4分)方案应合理合法、展现良好的人文关怀与生态意识。 如:倾听了解村民诉求,尊重其合法权益,做好生态补偿;加强宣传教育,提升生态保护意识。 (处理好短期经济利益与长远发展的关系,人与自然和谐相处) 调整种植结构,改种动物们不喜欢啃食的农产品等。(运用创新思维,改变创造条件、建立新的具 体联系,分析解决矛盾)"
