question_id,suite_id,stable_locator,原始题号,题型,部分归属,知识节点,题型节点,是否有答案,是否有评分细则,是否有讲评,blocked_status,source_final_classification,codex_preliminary_action,codex_reason,excerpt
Q-2024海淀二模-17-1,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q17(1),17(1),主观题,思维,客观性;思维具体;思维抽象;感性具体;整体性;科学思维,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_evidence_pairing_then_body_or_choice,control_base_audit_only,"17.(11 分)时间都去哪儿了? 时间利用调查是国际通行的一项社会调查,主要通过采集居民在一段特定时间内的活动信 息,反映居民在个人生理必需活动、有酬劳动、无酬劳动、个人自由支配活动等各项活动的时间 投入。此次全国时间利用调查的主要目的,是为了全面、真实、准确了解我国居民时间利用情况, 客观反映居民生活质量和生活模式变化,为改善民生福祉、科学制定社会民生政策提供详实、准 确的统计信息支撑。 我国曾于2008 年、2018 年开展过两次时间利用调查。与前两次调查相比,此次调查范围首 次拓宽到全国,调查对象首次扩展至6 周岁以上常住成员,调查首次全面使用电子化采集方式, 调查内容更加丰富,时间利用活动分类更加细化。 此次时间利用调查工作总体安排如下。 时间 阶段 主要任务 2024 年2-4 月 调查准备 选聘培训调查员,研发部署调查软件等 2024 "
Q-2024海淀二模-17-2,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q17(2),17(2),主观题,思维,客观性;思维具体;思维抽象;感性具体;整体性;科学思维,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_evidence_pairing_then_body_or_choice,control_base_audit_only,"17.(11 分)时间都去哪儿了? 时间利用调查是国际通行的一项社会调查,主要通过采集居民在一段特定时间内的活动信 息,反映居民在个人生理必需活动、有酬劳动、无酬劳动、个人自由支配活动等各项活动的时间 投入。此次全国时间利用调查的主要目的,是为了全面、真实、准确了解我国居民时间利用情况, 客观反映居民生活质量和生活模式变化,为改善民生福祉、科学制定社会民生政策提供详实、准 确的统计信息支撑。 我国曾于2008 年、2018 年开展过两次时间利用调查。与前两次调查相比,此次调查范围首 次拓宽到全国,调查对象首次扩展至6 周岁以上常住成员,调查首次全面使用电子化采集方式, 调查内容更加丰富,时间利用活动分类更加细化。 此次时间利用调查工作总体安排如下。 时间 阶段 主要任务 2024 年2-4 月 调查准备 选聘培训调查员,研发部署调查软件等 2024 "
Q-2024海淀二模-18-1,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q18(1),18(1),主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"18.(16 分)民主是人类文明发展进步的重要标志,是全人类共同价值。 材料一 在“民主:全人类共同价值”国际论坛上,来自多个国家、地区和国际组织的200 余名嘉宾,围绕“民主与治理现代化”“人工智能与民主的未来”“多极化世界中的民主与全球治 理”等议题,共论民主互鉴之道。 资料包 来自不同国家嘉宾的观点: 嘉宾1:进入21 世纪后,全球南方国家纷纷崛起,这些国家在国际舞台上发挥着 越来越重要的作用。随着成员国数量的增加,金砖国家合作机制的整体力量增强,削弱 “单极主导地位”的力量随之增大。现在,二十国集团、上海合作组织等其他国际组织和 框架也发挥着越来越重要的作用。 嘉宾2:人工智能、大数据等技术在提供便利的同时,也使社会出现两极分化。然 而,目前并没有一个有效、民主的全球治理体系来应对这些挑战。如今全球各国经济和 政治力量已经发生很大改变,很多新"
Q-2024海淀二模-18-2,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q18(2),18(2),主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"18.(16 分)民主是人类文明发展进步的重要标志,是全人类共同价值。 材料一 在“民主:全人类共同价值”国际论坛上,来自多个国家、地区和国际组织的200 余名嘉宾,围绕“民主与治理现代化”“人工智能与民主的未来”“多极化世界中的民主与全球治 理”等议题,共论民主互鉴之道。 资料包 来自不同国家嘉宾的观点: 嘉宾1:进入21 世纪后,全球南方国家纷纷崛起,这些国家在国际舞台上发挥着 越来越重要的作用。随着成员国数量的增加,金砖国家合作机制的整体力量增强,削弱 “单极主导地位”的力量随之增大。现在,二十国集团、上海合作组织等其他国际组织和 框架也发挥着越来越重要的作用。 嘉宾2:人工智能、大数据等技术在提供便利的同时,也使社会出现两极分化。然 而,目前并没有一个有效、民主的全球治理体系来应对这些挑战。如今全球各国经济和 政治力量已经发生很大改变,很多新"
Q-2024海淀二模-19-1,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q19(1),19(1),主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"19.(6 分)遗赠扶养协议纠纷案宣判。 【案情简介】某社区居委会与曹某签订协议,约定由某居委会定时定员结对子照看关心曹某, 每月给予曹某基本生活费,免费看病诊治,逢年过节给予曹某各类生活补助及慰问生活用品等, 养老至寿终;曹某现有的动产和不动产在曹某寿终后,产权移交某居委会。此后,某居委会按照 约定履行扶养义务。曹某去世后,曹某的四个子女要求继承遗产,与该居委会产生争议。该居委 会遂将曹某的四个子女等人诉至法院,请求判令:(1)确认某居委会与曹某签订的协议有效;(2) 曹某名下的房屋、股权、现金、存款归某居委会所有。 【裁判结果】法院认为,案涉协议符合法律有关遗赠扶养协议的规定,属于有效的遗赠扶养 协议;原告某居委会对被扶养人曹某已尽到扶养义务,判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。 结合材料,运用"
Q-2024海淀二模-19-2,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q19(2),19(2),主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"19.(6 分)遗赠扶养协议纠纷案宣判。 【案情简介】某社区居委会与曹某签订协议,约定由某居委会定时定员结对子照看关心曹某, 每月给予曹某基本生活费,免费看病诊治,逢年过节给予曹某各类生活补助及慰问生活用品等, 养老至寿终;曹某现有的动产和不动产在曹某寿终后,产权移交某居委会。此后,某居委会按照 约定履行扶养义务。曹某去世后,曹某的四个子女要求继承遗产,与该居委会产生争议。该居委 会遂将曹某的四个子女等人诉至法院,请求判令:(1)确认某居委会与曹某签订的协议有效;(2) 曹某名下的房屋、股权、现金、存款归某居委会所有。 【裁判结果】法院认为,案涉协议符合法律有关遗赠扶养协议的规定,属于有效的遗赠扶养 协议;原告某居委会对被扶养人曹某已尽到扶养义务,判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。 结合材料,运用"
Q-2024海淀二模-20,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q20,20,主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"20.(8 分)在更高起点上扎实推动中部地区崛起。 我国中部地区包括山西、安徽、江西、河南、湖北、湖南六省,承东启西、连南接北,以全 国十分之一的国土面积承载着全国约四分之一的人口,创造了全国约五分之一的经济总量,具有 举足轻重的地位。 近5 年来,中部地区经济社会发展取得显著成就,中部地区发展站到了更高起点上。 因素 内 容 产业基础 “长株潭”(长沙、株洲、湘潭)、郑州、合肥、南昌等都市圈深入推进城市间合 作,以基础设施互联互通、公共服务共建共享为重点,不断形成区域竞争新优势。 绿色崛起 中部地区的“含绿量”在不断增加,鄱阳湖、洞庭湖总磷浓度较2018 年下 降均超过20%,长江干流、黄河干流水质均达到II类及以上,生态系统功能及森 林覆盖率不断提升。 城乡发展 近5 年,中部地区城乡居民人均可支配收入由2.6 万元增加到3.33 万元,城 乡收"
Q-2024海淀二模-21,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q21,21,主观题,待判,分析与综合;创新思维;发散思维;客观性;整体性;科学思维;聚合思维;超前思维;辩证思维;预见性,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"21.(8 分)循“新”出发,向“新”而行。 习近平总书记强调:“我们的目标很宏伟,也很朴 素,归根到底就是让老百姓过上更好的日子。孩子的 抚养教育,年轻人的就业成才,老年人的就医养老, 是家事也是国事,大家要共同努力,把这些事办好。” 2024 年政府工作报告提出的“新”热词,“新”意 满满,要求我们循“新”出发,向“新”而行。政府 工作报告的部署以人民为中心,惠民生、暖民心,让 现代化建设成果更多更公平惠及全体人民,更好激发 全体人民的积极性主动性创造性,把强国建设、民族 复兴伟业不断推向前进。 结合材料,综合运用所学,谈谈如何循“新”出发,实现“既宏伟又朴素”的目标。 2024 年政府工作报告的“新”热词 ● 加快发展新质生产力 ● 积极推进新型城镇化 ● 充分发挥新型举国体制优势 ● 加强和创新社会治理 ● 培育创新文化  ......"
Q-2024西城一模-1,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q1,1,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"1. 中国经济何以“磁力”不减?陕西杨凌的小麦种子怎样翻山越岭,在哈萨克斯坦落地生根?巴西铁矿石如何在中国炼出“绿色”钢铁?“中国建造”为什么能又快又好?在多语种系列短视频《在中国寻找答案》(第三季)中,来自9个国家的主持人与融入中国工作生活的国际“打工人”一起踏上“在中国寻找答案”的旅程。假如主持人带着以上疑问继续寻找答案,适宜提出的问题是 1为什么用马克思主义基本原理就能正确回答时代和实践提出的重大问题 2为什么说新时代中国人民追求幸福的梦,同世界人民的梦想息息相通 3中国共产党和中国人民为解决人类面临的共同问题提供了什么智慧和方案 4中国是如何推动全球治理体系向着公正合理的方向前行的 A.12 B.14 C.23 D.34"
Q-2024西城一模-2,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q2,2,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"2. 有这样一种科技小院,在其间参与生产的不仅有农民和农业专家,还有农业专业的研究生。这些学生在完成知识、理论学习的基础上,研究解决农业农村的实际问题。科技小院像是一个连结点,一头连着师生,一头连着田间地头。对此分析正确的是 1应提倡科研院所、高校服务农业农村,以产业发展带动农民致富 2走进乡土中国深处,才能深刻理解怎样实事求是、联系群众 3科研成果从田间孕育,完成后又回到田间,农业发展的关键在于劳动要素投入 4构建产学研用深度融合的创新育人体系,要把掌握农业知识作为实践的目的 A.12 B.13 C.24 D.34"
Q-2024西城一模-3,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q3,3,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"3. 东晋谢安镇守广陵期间,发现甘棠西北为湖,地势西高东低,旱涝频繁交替,庄稼连年歉收,百姓苦不堪言,便组织人手在湖上筑起拦水大堤灌溉农田,“随时蓄泄,岁用丰稔”。一段时间后,远近渔农聚集甘棠,生产作业,遂成繁荣集镇。《晋书》评价谢安此功曰:“在官无当时誉,去后为人所思。”这启示党员干部,应具备的价值追求和奋斗姿态是 A.穷则独善其身,达则兼济天下 B.分毫不取民膏脂,心中自存清廉尺 C.学以益才,砺以致刃 D.功成不必在我,功成必定有我"
Q-2024西城一模-4,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q4,4,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"4. 早在1981年,浙江省月山村的村民便用一副锣鼓、两把二胡、三支笛子,奏响了全国第一台“乡村春节联欢晚会”......2023年,文化和旅游部发文鼓励全国开展“四季村晚”活动,引导各地“村晚”常态化开展。山村“小欢喜”发展成全国“大联欢”能够 A.擦亮群众文化品牌,把乡土文化打造成“村晚”载体 B.融洽邻里关系,弘扬文明风尚,助力农村基层群众自治 C.让地方政府调控宏观经济,促进城乡互补、产业联动 D.吸引农村外出人口返乡和城市人口下乡,推动区域协调发展"
Q-2024西城一模-5,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q5,5,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"5. 综合上述信息,可以看到司法机关 A.坚持以事实为根据、以法律为准绳 B.在定分止争中传递司法善意、展现司法担当、促进社会和谐 C.依法独立行使审理权,裁判结果合理合法 D.以司法救助制度来实现权利救济、传递司法温暖"
Q-2024西城一模-6,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q6,6,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"6. 王某向赵某借了50万元,并将自己唯一的机动车交予赵某作为质押。王某又向钱某借了20万元,承诺半年后还款。结果,半年后王某并没有还款。钱某不满,在得知王某名下有机动车后,将王某诉至人民法院,要求将王某名下的机动车折价赔偿给他。以下认识正确的是 1本案涉及债权关系,客体是王某名下的机动车 2本案涉及担保物权,对应的是机动车的交换价值 3王某将机动车交予赵某,赵某则拥有了该机动车的所有权 4赵某实际占有王某作为担保物的机动车,享有质权,可依法优先受偿 A.12 B.13 C.24 D.34"
Q-2024西城一模-7,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q7,7,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"7. 蔬菜照绿光加正白光、鲜肉照红光加冷白光、海鲜照蓝光加冷白光......打灯销售生鲜农产品的现象很普遍,这种灯行业内叫“生鲜灯”。“生鲜灯”照射下的食品格外诱人。国家市场监管总局修订发布的《食用农产品市场销售质量安全监督管理办法》规定,销售生鲜食用农产品,不得使用对食用农产品的真实色泽等感官性状造成明显改变的照明等设施误导消费者对商品的感官认知。下列观点正确的是 1经营者应依法、诚信经营,保障消费者的合法权益 2消费者发现经营者利用“生鲜灯”等照明设施误导自己,可依法维权 3经营者使用“生鲜灯”销售产品属于不正当竞争,是搭他人商业信誉的便车 4经营者利用与消费者信息不对称的优势,侵害了消费者的自主选择权 A.12 B.14 C.23 D.34"
Q-2024西城一模-8,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q8,8,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"8. 张某和李某同住一栋楼。张某发现李某将两个空调外机安装在自家卧室窗户边的外墙上。由于空调外机在使用过程中持续发出噪音并排出气流,严重影响了张某正常休息和开窗通风。张某多次与李某协商无果。张某可以 1直接拆除李某的空调外机 2向相关仲裁机关申请商事仲裁 3向人民调解委员会申请调解 4到当地人民法院起诉李某 A.12 B.13 C.24 D.34"
Q-2024西城一模-9,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q9,9,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"9. 青藏高原具有高寒、干旱等极端环境,但这里却有比我国其他地区更多的千年古树。有人推测,一个重要原因是青藏高原的树木经过逆境条件下的长期适应,采用慢速生长策略,减少资源消耗,生命维持了韧性。以下分析正确的是 A.基于实践的理性认识,都是对生命现象的真理性认识 B.树木并非被动响应环境变化,而是具备一定的主观能动性 C.逆境和顺境作为矛盾双方相互转化,导致生态系统不再脆弱 D.无处不在的矛盾,能引发对生命意义、生命潜能的反思"
Q-2024西城一模-10,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q10,10,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"10.铜镜除可以观容鉴貌外,也带有社会文化意蕴。古人留下的“夫以铜为镜,可以正衣冠;以古为镜,可以知兴替;以人为镜,可以明得失”的名句,增添了“镜鉴”“洞察”之意。《东京梦华录》则记载了北宋有拜铜镜的婚姻习俗,取其外形特征代表圆满、团圆和吉祥之意。以下分析正确的是 1铜镜的价值是人的需要在物身上的体现 2铜镜与人的需要结成了自在事物的联系 3铜镜的文化价值是在人与人的关系中创造和赋予的 4物的属性本身就是价值,铜镜被赋予了多重的、深刻的内涵 A.13 B.14 C.23 D.24"
Q-2024西城一模-11,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q11,11,选择题,推理,推理,其他复合推理,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,same_type_index_or_boundary,control_base_audit_only,"11.“问天”“梦天”“天和”不仅是中国空间站的三个舱段,也是中国航天人走过的路,它们连缀起中华民族求索太空的浩瀚征程。据此,以下推理正确的是 1 2 3 4 A.12 B.13 C.24 D.34"
Q-2024西城一模-12,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q12,12,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"12.黑格尔说,人们总以为肯定和否定具有绝对的区别,其实两者是相同的。我们甚至可以称肯定为否定,也可以称否定为肯定。譬如说一条往东的路同时也是一条往西的路。对此理解正确的是 A.肯定和否定没有界限,肯定即否定,否定即肯定 B.有些事物包含着肯定因素,另有一些事物则包含着否定因素 C.肯定与否定互为条件,且只存在于它们的联系中 D.处理复杂问题,既不能持肯定态度,也不能持否定态度"
Q-2024西城一模-13,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q13,13,选择题,推理,判断;推理,其他复合推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"13.美学家朱光潜说,“我现在从‘火’字出发,就想到红、石榴、家里的天井、浮山、雷鲤的诗、鲤鱼、孔夫子的儿子(孔鲤)等。这个联想线索前后相承,虽有关系可寻,但是这些关系都是偶然的。我的‘火’字的联想线索如此,换一个人或是我自己在另一时境,‘火’字的联想线索却另是一样。从此可知联想的散漫飘忽。”可见,联想 A.是思维的分离、提纯、简略化和理想化 B.具有非逻辑制约的畅想性 C.把看似不相关的判断串联起来 D.是有待于提高其可靠程度的或然推理"
Q-2024西城一模-14,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q14,14,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"14.璀璨的灯光照亮古笛故里,啊哩哩歌台上芦笙悠扬,榕树下中国和东盟青年携手欢歌,“中国—东盟啊哩哩乡村音乐市集”浪漫开启。以乐为媒,有助于中国和东盟 1建设更加紧密的开放包容伙伴关系 2合作谱写构建人类命运共同体的时代华章 3建成当今世界一体化程度最高的区域性国际组织 4完善亚太地区层级最高、领域最广、最具影响力的经济合作机制 A.12 B.13 C.24 D.34"
Q-2024西城一模-15,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q15,15,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,blocked_until_options_visual_check,pending,needs_module_judgment,control_base_audit_only,"15.右图是以“一带一路”为主题的漫画。下列解读合理的是 1各国青年祈求风调雨顺、五谷丰登,证明文化具有多样性 2舞动龙珠、龙头的中国人,在共建“一带一路”倡议和实践中作出了引领和贡献 3龙身上写的“共商”“共建”“共享”,是推动“一带一路”的原则 4“龙腾四海”显示了新兴国际组织活力,这是经济全球化发展的结果 A.13 B.14 C.23 D.24 第二部分 本部分共4题,共55分。"
Q-2024西城一模-16,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q16,16,主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"16.(7分) 2023年6月1日,新版《北京市未成年人保护条例》(以下简称《条例》)施行。《条例》将“最有利于未成年人”原则放在重要位置,在与《中华人民共和国未成年保护法》保持一致的基础上,补充和细化规范了网络保护、剧本杀、网络欺凌预警等社会公众普遍关心的问题。 在修法过程中,北京市人大常委会以首善标准推进《条例》修订工作: 【倾听】广泛听取未成年人及其家长、人大代表、专家学者、学校教师等方面的意见和建议。 【尊重】剧本杀这类新兴娱乐对孩子们的吸引力较强,但也存在一些问题。《条例》没有一味限制,而是充分尊重未成年人的现实娱乐需求,要求面向未成年人的剧本杀脚本应设置适龄提示、标明适龄范围,同时鼓励创作有利于未成年人身心健康的作品。 结合材料,运用《政治与法治》的知识,说明市人大是如何推进《条例》修订工作的。"
Q-2024西城一模-17,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q17,17,主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"17.(9分) 在中国,有这样一个城市公园,没有精心筛选的观赏植物,没有大片修剪整齐的绿地,也没有平整规矩的健身步道。园林设计师们从城市各个角落搜集了不同的土壤将公园填满,然后将种植权完全交给自然,让风来种,让鸟来种,让昆虫来种,让土壤里的种子自己萌发。各种植物野蛮生长,那些常被园丁斩草除根的野草、野花和野树,成了这里的主人。 这个完全信任自然、由自然意志主宰的公园如今枝繁叶茂、郁郁葱葱,有各种各样的鸟类、昆虫、浮游生物、底栖动物,甚至出现了以往踪迹难觅的国家一级重点保护动物。这个公园向久居水泥森林的都市人,展现出自然界真正的物竞天择、景观春秋。 从哲学角度,说明处理人与自然的关系,应避免陷入人类中心主义。"
Q-2024西城一模-18-1,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q18(1),18(1),主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"18.(8分) 【基本案情】郭某与刘某是夫妻关系,刘某于2022年去世。二人育有子女四人,现郭某年已九十,由小女儿照顾,郭某起诉要求另外三子支付赡养费,其中郭某每月有退休金五千余元,大儿子居住在外地,二儿子肢体残疾,三儿子表示郭某现有收入并不需要子女支付赡养费。 一审法院认为郭某尚不存在生活困难的情形,故对于郭某的请求未予支持。郭某提起上诉。二审法院审理期间,三个儿子前往郭某住处探望老人,老人表达希望儿子多来陪伴的想法。二审法院虽未支持老人要求抚养费的主张,但基于老人渴望子女陪伴的意愿,向郭某的三个儿子发出了《督促履行义务告知书》,要求其常回家看看,多与老人沟通交流,让老人感受到家人的温暖,安享晚年。 【模拟庭审】某班学生参考此案二审,组织了一场模拟庭审活动。 镜头一 学生甲:上诉人申请书记员小袁回避,因为 。 镜头二 学生乙:“我是被上诉人郭某的三"
Q-2024西城一模-18-2,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q18(2),18(2),主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"18.(8分) 【基本案情】郭某与刘某是夫妻关系,刘某于2022年去世。二人育有子女四人,现郭某年已九十,由小女儿照顾,郭某起诉要求另外三子支付赡养费,其中郭某每月有退休金五千余元,大儿子居住在外地,二儿子肢体残疾,三儿子表示郭某现有收入并不需要子女支付赡养费。 一审法院认为郭某尚不存在生活困难的情形,故对于郭某的请求未予支持。郭某提起上诉。二审法院审理期间,三个儿子前往郭某住处探望老人,老人表达希望儿子多来陪伴的想法。二审法院虽未支持老人要求抚养费的主张,但基于老人渴望子女陪伴的意愿,向郭某的三个儿子发出了《督促履行义务告知书》,要求其常回家看看,多与老人沟通交流,让老人感受到家人的温暖,安享晚年。 【模拟庭审】某班学生参考此案二审,组织了一场模拟庭审活动。 镜头一 学生甲:上诉人申请书记员小袁回避,因为 。 镜头二 学生乙:“我是被上诉人郭某的三"
Q-2024西城一模-18-3,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q18(3),18(3),主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"18.(8分) 【基本案情】郭某与刘某是夫妻关系,刘某于2022年去世。二人育有子女四人,现郭某年已九十,由小女儿照顾,郭某起诉要求另外三子支付赡养费,其中郭某每月有退休金五千余元,大儿子居住在外地,二儿子肢体残疾,三儿子表示郭某现有收入并不需要子女支付赡养费。 一审法院认为郭某尚不存在生活困难的情形,故对于郭某的请求未予支持。郭某提起上诉。二审法院审理期间,三个儿子前往郭某住处探望老人,老人表达希望儿子多来陪伴的想法。二审法院虽未支持老人要求抚养费的主张,但基于老人渴望子女陪伴的意愿,向郭某的三个儿子发出了《督促履行义务告知书》,要求其常回家看看,多与老人沟通交流,让老人感受到家人的温暖,安享晚年。 【模拟庭审】某班学生参考此案二审,组织了一场模拟庭审活动。 镜头一 学生甲:上诉人申请书记员小袁回避,因为 。 镜头二 学生乙:“我是被上诉人郭某的三"
Q-2024西城一模-19-1,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q19(1),19(1),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"19.(31分) 未来产业由前沿技术驱动,是具有显著战略性、引领性、颠覆性和不确定性的前瞻性新兴产业,当前处于孕育萌发阶段或产业化初期。 2022年度全球未来产业发展指数排名前6位国家六大产业情况 (1)读上图,分析我国未来产业发展的状况。(3分) 我国新型举国体制不断完善,为国民经济和社会发展主要领域提供支撑、保障和引领。 (2)有研究者给“举国体制”下了一个定义。阅读文本信息,按下图中的序号写出其构成。(2分) (3)“举国体制”与“新型举国体制”的外延是 关系。(1分) 党的十九届四中、五中全会均提出构建社会主义市场经济条件下关键核心技术攻关新型举国体制。党的二十大报告强调健全新型举国体制,提出加快实施创新驱动发展战略,强化企业科技创新主体地位,发挥科技型骨干企业引领支撑作用,营造有利于科技型中小微企业成长的良好环境,推动创新链产业链资金链人才"
Q-2024西城一模-19-2,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q19(2),19(2),主观题,推理,判断;前提;想象;推理;超前思维,归纳推理与因果探求;逻辑三律与概念规则,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"19.(31分) 未来产业由前沿技术驱动,是具有显著战略性、引领性、颠覆性和不确定性的前瞻性新兴产业,当前处于孕育萌发阶段或产业化初期。 2022年度全球未来产业发展指数排名前6位国家六大产业情况 (1)读上图,分析我国未来产业发展的状况。(3分) 我国新型举国体制不断完善,为国民经济和社会发展主要领域提供支撑、保障和引领。 (2)有研究者给“举国体制”下了一个定义。阅读文本信息,按下图中的序号写出其构成。(2分) (3)“举国体制”与“新型举国体制”的外延是 关系。(1分) 党的十九届四中、五中全会均提出构建社会主义市场经济条件下关键核心技术攻关新型举国体制。党的二十大报告强调健全新型举国体制,提出加快实施创新驱动发展战略,强化企业科技创新主体地位,发挥科技型骨干企业引领支撑作用,营造有利于科技型中小微企业成长的良好环境,推动创新链产业链资金链人才"
