source_root,source_path,exists,suffix,year,district,stage,kind,size,mtime
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,yes,.pptx,2025,朝阳,一模,paper_or_teacher,660961,1744628278.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf,yes,.pdf,2025,朝阳,一模,rubric_or_marking,731224,1744619359.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,yes,.pdf,2025,朝阳,一模,paper_or_teacher,631028,1744619294.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,yes,.pdf,2025,房山,一模,rubric_or_marking,245221,1744619804.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,yes,.pdf,2025,房山,一模,paper_or_teacher,785455,1744619790.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,yes,.docx,2025,延庆,一模,rubric_or_marking,21765,1744619965.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,yes,.pdf,2025,延庆,一模,paper_or_teacher,870780,1744619908.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,yes,.docx,2025,丰台,一模,rubric_or_marking,28150,1744619611.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,yes,.pdf,2025,丰台,一模,paper_or_teacher,820699,1744619602.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,yes,.pdf,2025,东城,一模,rubric_or_marking,370507,1744802085.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,yes,.pdf,2025,东城,一模,paper_or_teacher,810417,1744619253.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\其他材料\2026各区一模.zip,yes,.zip,2026,,一模,other,227816412,1776876653.8985112
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\其他材料\2026各区期末和期中.zip,yes,.zip,2026,,期中,other,454852875,1776876653.6194012
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx,yes,.pptx,2026,通州,期中,rubric_or_marking,845024,1773204642.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf,yes,.pdf,2026,通州,期中,paper_or_teacher,1136980,1773205069.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx,yes,.pptx,2026,西城,期中,rubric_or_marking,1259440,1773204458.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\细则\2026西城期末细则.pdf,yes,.pdf,2026,西城,期中,rubric_or_marking,2838973,1775674723.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\试卷\2026北京西城高三（上）期末政治（教师版）.pdf,yes,.pdf,2026,西城,期中,paper_or_teacher,11156816,1773204444.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\试卷\2026北京石景山高三（上）期末政治.pdf,yes,.pdf,2026,石景山,期中,paper_or_teacher,6826389,1773204527.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf,yes,.pdf,2026,海淀,期中,rubric_or_marking,2944879,1773204374.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf,yes,.pdf,2026,海淀,期中,paper_or_teacher,9185851,1773204396.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\细则\2026海淀期中细则.pdf,yes,.pdf,2026,海淀,期中,rubric_or_marking,83737967,1773204739.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\试卷\2025北京海淀高三（上）期中政治（教师版）.docx,yes,.docx,2026,海淀,期中,paper_or_teacher,262700,1773204680.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\细则\2026朝阳期末细则.pdf,yes,.pdf,2026,朝阳,期中,rubric_or_marking,1423094,1773204764.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\试卷\2026北京朝阳高三（上）期末政治.pdf,yes,.pdf,2026,朝阳,期中,paper_or_teacher,11974231,1773204508.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\其他材料\2025.11朝阳期中政治评标.docx,yes,.docx,2026,朝阳,期中,rubric_or_marking,32954,1775029380.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx,yes,.docx,2026,朝阳,期中,rubric_or_marking,32954,1773204623.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf,yes,.pdf,2026,朝阳,期中,paper_or_teacher,1051598,1773205118.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\细则\2026丰台期末细则.pdf,yes,.pdf,2026,丰台,期中,rubric_or_marking,10715348,1773204602.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\试卷\2026北京丰台高三（上）期末政治.pdf,yes,.pdf,2026,丰台,期中,paper_or_teacher,6789048,1773204552.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\细则\2026东城期末细则.pptx,yes,.pptx,2026,东城,期中,rubric_or_marking,312723506,1773204568.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\试卷\2026北京东城高三（上）期末政治（教师版）.pdf,yes,.pdf,2026,东城,期中,paper_or_teacher,917160,1773204488.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx,yes,.pptx,2026,顺义,一模,rubric_or_marking,119656,1776001908.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\试卷\2026顺义一模.pdf,yes,.pdf,2026,顺义,一模,paper_or_teacher,2907362,1776001870.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx,yes,.docx,2026,门头沟,一模,rubric_or_marking,23845,1776136846.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf,yes,.pdf,2026,门头沟,一模,paper_or_teacher,1288180,1776136872.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx,yes,.docx,2026,西城,一模,rubric_or_marking,21457,1775916675.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf,yes,.pdf,2026,西城,一模,paper_or_teacher,13170039,1775839364.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,yes,.docx,2026,西城,一模,paper_or_teacher,4178588,1775900327.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc,yes,.doc,2026,石景山,一模,rubric_or_marking,61440,1775366241.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf,yes,.pdf,2026,石景山,一模,paper_or_teacher,701385,1775366140.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,yes,.pdf,2026,海淀,一模,rubric_or_marking,2405986,1775839192.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf,yes,.pdf,2026,海淀,一模,paper_or_teacher,1739453,1775839612.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,yes,.docx,2026,朝阳,一模,rubric_or_marking,24525,1775625308.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx,yes,.docx,2026,朝阳,一模,rubric_or_marking,24525,1775625308.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf,yes,.pdf,2026,朝阳,一模,paper_or_teacher,668962,1775366109.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx,yes,.docx,2026,房山,一模,rubric_or_marking,45608,1775975361.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf,yes,.pdf,2026,房山,一模,paper_or_teacher,4378557,1775366211.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,yes,.docx,2026,延庆,一模,rubric_or_marking,24071,1775366272.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,yes,.pdf,2026,延庆,一模,paper_or_teacher,694178,1775366168.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx,yes,.pptx,2026,丰台,一模,rubric_or_marking,23449985,1775365986.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\试卷\丰台一模.pdf,yes,.pdf,2026,丰台,一模,paper_or_teacher,5971693,1775365904.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf,yes,.pdf,2026,东城,一模,rubric_or_marking,668225,1775919843.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\东城一模细则.pdf,yes,.pdf,2026,东城,一模,rubric_or_marking,6179160,1775900104.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf,yes,.pdf,2026,东城,一模,paper_or_teacher,5246761,1775839477.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf,yes,.pdf,2026,东城,一模,paper_or_teacher,945774,1775839402.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\16.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,33684424,1775975186.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,12028511,1775975186.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,19133563,1775975186.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（1）.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,17424512,1775975197.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（2）.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,16444486,1775975197.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（3）.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,6794799,1775975197.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,48215605,1775975205.0
C:\Users\Administrator\Desktop\2026各区模拟题,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,yes,.pptx,2026,东城,一模,rubric_or_marking,5399320,1775975197.0
