question_id,year,district,stage,suite_name,question_no,book_part,question_type,evidence_level,source_packet,status,decision_reason,run_route,body_policy,v98_use_policy,current_run_body_status,current_run_note
Q0061,2024,丰台,二模,2024丰台二模,18(1),reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_FENGTAI_ERMO_Q18_SOURCE_LOCK.md#q0061-2024丰台二模-q181,source_locked_pending_external_review,冰雪经济三段论补全题：正式细则锁定对外交流合作平台为中项，要求三段论形式要件和内容真实,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0062,2024,丰台,二模,2024丰台二模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_FENGTAI_ERMO_Q18_SOURCE_LOCK.md#q0062-2024丰台二模-q182,source_locked_pending_external_review,冰雪经济科学思维评析题：正式细则锁定预测前景的预见性合理性、必要条件非唯一条件边界和辩证思维补充分析,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_both_or_cross_mount,added_to_reasoning_sufficient_condition_trap_v20_content_audit
Q0063,2024,西城,二模,2024西城二模,18(1),reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_ERMO_Q18_1_SOURCE_LOCK.md#q0063-2024西城二模-q181,source_locked_pending_external_review,高粱AT1基因科学归纳推理题：正式细则锁定归纳/不完全归纳/科学归纳推理和共变法、求异法、求同法等探求因果方法,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0064,2024,海淀,一模,2024海淀一模,18(2),reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q18_2_SOURCE_LOCK.md#q0064-2024海淀一模-q182,source_locked_pending_external_review,不完全归纳推理可靠程度题：正式细则锁定不完全归纳推理2分、扩大认识对象1分、分析因果关系或求同/求异/共变法1分,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0065,2024,石景山,一模,2024石景山一模,19(3),thinking,main_question,A-support,02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q19_3_SOURCE_LOCK.md#q0065-2024石景山一模-q193,source_locked_pending_external_review,新能源汽车企业走出去问题建议题：教师版答案和讲评PPT锁定可从分析与综合方法、辩证否定观等角度作答；未发现正式细则，按A-support而非A-formal,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0066,2024,西城,一模,2024西城一模,19(5),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q19_5_SOURCE_LOCK.md#q0066-2024西城一模-q195,source_locked_pending_external_review,未来产业方向研判题：正式细则锁定实践问题导向、调查研究、状况/因果/规律、综合研判、矛盾分析、推理和想象、超前思维等采分点,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0067,2024,西城,一模,2024西城一模,19(2),reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q19_2_Q19_3_SOURCE_LOCK.md#q0067-2024西城一模-q192,source_locked_pending_external_review,概念定义构成题：正式细则锁定举国体制/是/利用国家力量动员规模性资源实现国家目标/一种任务组织方式和体制机制安排四个构成点,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0068,2024,西城,一模,2024西城一模,19(3),reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q19_2_Q19_3_SOURCE_LOCK.md#q0068-2024西城一模-q193,source_locked_pending_external_review,概念外延关系题：正式细则锁定举国体制与新型举国体制外延为相容或属种关系,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0069,2024,门头沟,一模,2024门头沟一模,20,thinking,main_question,B-compilation,02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0069-2024门头沟一模-q20,source_locked_pending_external_review,模拟提案完成过程科学思维题：分类汇编锁定现实问题、法规标准查找、219件商品和626个样本、头脑风暴、发散聚合、分析综合；缺原区正式细则，按B-compilation,thinking_main,exclude_from_student_body_until_original_district_rubric_locked,index_only_source_lock_coverage_review_issues_not_student_body,boundary_or_low_evidence,removed_from_thinking_body_v20_content_audit_due_to_B_compilation_no_original_rubric
Q0070,2024,房山,一模,2024房山一模,20(1),thinking,main_question,B-compilation,02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0070-2024房山一模-q201,source_locked_pending_external_review,未来产业抢占先机超前思维题：分类汇编锁定多角度分析、矛盾分析、推理想象、调查研究；缺原区正式细则，按B-compilation,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,boundary_or_low_evidence,derived_from_previous_source_index_not_new_source_evidence
Q0071,2024,东城,一模,2024东城一模,6,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_DONGCHENG_YIMO_Q6_Q7_Q8_SOURCE_LOCK.md#q0071-2024东城一模-q6,source_locked_pending_external_review,逻辑规则综合选择题：官方答案D，细则提示选择必须比较，不加比较作选择包含逻辑矛盾,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0072,2024,东城,一模,2024东城一模,7,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_DONGCHENG_YIMO_Q6_Q7_Q8_SOURCE_LOCK.md#q0072-2024东城一模-q7,source_locked_pending_external_review,三段论形式有效与前提真实边界题：官方答案A，形式有效但大前提假、结论不真,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0073,2024,东城,一模,2024东城一模,8,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_DONGCHENG_YIMO_Q6_Q7_Q8_SOURCE_LOCK.md#q0073-2024东城一模-q8,source_locked_pending_external_review,复合推理链选择题：官方答案D，小徐未选物理推出小赵未选地理、小王未选政治，再由选言推出小李选政治,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0074,2024,石景山,一模,2024石景山一模,6,thinking,choice_question,A-support,02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q6_Q7_SOURCE_LOCK.md,source_locked_pending_external_review,教师版原卷和答案键锁定 Q6= A；无独立正式细则，按 A-support 处理；联想思维迁移与类比推理复合选择题,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0075,2024,石景山,一模,2024石景山一模,7,reasoning,choice_question,A-support,02_codex_lane/GAP006_2024_SHIJINGSHAN_YIMO_Q6_Q7_SOURCE_LOCK.md,source_locked_pending_external_review,教师版原卷和答案键锁定 Q7= B；无独立正式细则，按 A-support 处理；概念外延关系选择题,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0076,2024,西城,一模,2024西城一模,11,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q11_Q12_Q13_SOURCE_LOCK.md#q0076-2024西城一模-q11,source_locked_pending_external_review,官方答案/评分参考锁定 Q11=B；原卷渲染确认 ①③ 为正确推理；枚举概括与同一对象替换题,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0077,2024,西城,一模,2024西城一模,12,thinking,choice_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q11_Q12_Q13_SOURCE_LOCK.md#q0077-2024西城一模-q12,source_locked_pending_external_review,官方答案/评分参考锁定 Q12=C；肯定与否定互为条件并存在于联系中,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0078,2024,西城,一模,2024西城一模,13,thinking,choice_question,A-formal,02_codex_lane/GAP006_2024_XICHENG_YIMO_Q11_Q12_Q13_SOURCE_LOCK.md#q0078-2024西城一模-q13,source_locked_pending_external_review,官方答案/评分参考锁定 Q13=B；联想思维非逻辑制约的畅想性,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0079,2024,朝阳,一模,2024朝阳一模,7,thinking,choice_question,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_YIMO_Q7_SOURCE_LOCK.md#q0079-2024朝阳一模-q7,source_locked_pending_external_review,官方答案锁定 Q7=C；创新思维跨越性、逻辑推导与开放创新继承借鉴边界,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0080,2024,丰台,一模,2024丰台一模,7,reasoning,choice_question,A-support,02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q7_SOURCE_LOCK.md#q0080-2024丰台一模-q7,source_locked_pending_external_review,试题及答案 PDF 锁定 Q7=C；无独立选择题细则解释，按 A-support 处理；性质判断谓项不周延题,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0081,2024,海淀,一模,2024海淀一模,6,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q6_Q7_SOURCE_LOCK.md#q0081-2024海淀一模-q6,source_locked_pending_external_review,官方答案锁定 Q6=B；选言推理与逆向思维复合选择题，思维册交叉登记,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0082,2024,海淀,一模,2024海淀一模,7,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q6_Q7_SOURCE_LOCK.md#q0082-2024海淀一模-q7,source_locked_pending_external_review,官方答案锁定 Q7=C；不是P而是Q与并且式联言判断类型题,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0083,2024,海淀,一模,2024海淀一模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q17_2_SOURCE_LOCK.md#q0083-2024海淀一模-q172,source_locked_pending_external_review,正式细则锁定分析与综合三层：分别分析三地特色、综合优势互补、二者对立统一服务协同发展,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0084,2024,朝阳,二模,2024朝阳二模,19(1),thinking+reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_ERMO_Q19_SOURCE_LOCK.md#q0084-2024朝阳二模-q191,source_locked_pending_external_review,原卷和2024朝阳二模主观题阅卷总结锁定①动态性②类比；双登记到思维动态性和类比推理，外审前不释放,thinking_main;reasoning_main,may_enter_both_handbooks_with_distinct_question_function,index_only_source_lock_coverage_review_issues_not_student_body,body_both_or_cross_mount,derived_from_previous_source_index_not_new_source_evidence
Q0085,2024,朝阳,二模,2024朝阳二模,19(2),reasoning,main_question,A-formal,02_codex_lane/GAP006_2024_CHAOYANG_ERMO_Q19_SOURCE_LOCK.md#q0085-2024朝阳二模-q192,source_locked_pending_external_review,原卷和2024朝阳二模主观题阅卷总结锁定联言判断及全真才真一假即假条件；并入推理宝典，外审前不释放,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0086,2024,顺义,二模,2024顺义二模,3,thinking,choice_question,B-choice-signal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0086-2024顺义二模-q3,source_locked_pending_external_review,官方答案锁定 Q3=C；正确项含矛盾分析法科学履职，排除逆向思维误挂；只作选择题信号，外审前不释放,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0087,2024,顺义,二模,2024顺义二模,5,thinking,choice_question,B-choice-signal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0087-2024顺义二模-q5,source_locked_pending_external_review,官方答案锁定 Q5=B；C项把不同角度不同方向散点叙事误写为聚合思维，只作思维陷阱信号,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0088,2024,顺义,二模,2024顺义二模,6,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0088-2024顺义二模-q6,source_locked_pending_external_review,独立参考答案锁定 Q6=C；刑法正当防卫条文属于复合判断，推理册登记,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0089,2024,顺义,二模,2024顺义二模,7,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q3_Q5_Q6_Q7_SOURCE_LOCK.md#q0089-2024顺义二模-q7,source_locked_pending_external_review,独立参考答案锁定 Q7=C；只有……才……必要条件假言判断，推理册登记,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0090,2024,丰台,一模,2024丰台一模,10,thinking,choice_question,A-support,02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q10_Q11_SOURCE_LOCK.md#q0090-2024丰台一模-q10,source_locked_pending_external_review,试题及答案 PDF 锁定 Q10=A；抽象思维与形象思维互补性；无独立客观题细则解释，按 A-support 处理,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0091,2024,丰台,一模,2024丰台一模,11,reasoning,choice_question,A-support,02_codex_lane/GAP006_2024_FENGTAI_YIMO_Q10_Q11_SOURCE_LOCK.md#q0091-2024丰台一模-q11,source_locked_pending_external_review,试题及答案 PDF 锁定 Q11=D；河流作为生命宜居必要条件；无独立客观题细则解释，按 A-support 处理,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0092,2024,顺义,二模,2024顺义二模,2,thinking,choice_question,B-choice-signal,02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q2_SOURCE_LOCK.md#q0092-2024顺义二模-q2,source_locked_pending_external_review,官方答案锁定 Q2=D；①把文化命名误写为抽象思维，只作思维陷阱信号,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0093,2024,海淀,二模,2024海淀二模,5,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_ERMO_Q5_Q6_SOURCE_LOCK.md#q0093-2024海淀二模-q5,source_locked_pending_external_review,原卷、独立参考答案和正式细则答案表锁定 Q5=A；探求因果联系的求异法，推理册登记,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0094,2024,海淀,二模,2024海淀二模,6,reasoning,choice_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_ERMO_Q5_Q6_SOURCE_LOCK.md#q0094-2024海淀二模-q6,source_locked_pending_external_review,原卷、独立参考答案和正式细则答案表锁定 Q6=C；概念属性、外延关系和换位推理边界题，推理册登记,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0095,2026,门头沟,一模,2026门头沟一模,5,thinking,choice_question,B-choice-signal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0095-2026门头沟一模-q5,source_locked_pending_external_review,官方答案锁定 Q5=C；正确项含扬弃和逆向思维信号，只作选择题信号，外审前不释放,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0096,2026,门头沟,一模,2026门头沟一模,6,reasoning,choice_question,A-formal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0096-2026门头沟一模-q6,source_locked_pending_external_review,官方答案锁定 Q6=A；EAST人造太阳类比推理与换位/换质推理综合辨析，推理册登记,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0097,2026,门头沟,一模,2026门头沟一模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q5_Q6_Q18_2_SOURCE_LOCK.md#q0097-2026门头沟一模-q182,source_locked_pending_external_review,正式细则锁定《逻辑与思维》科学思维方法：辩证思维3分、创新思维3分、整体逻辑1分,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_both_or_cross_mount,split_into_dialectic_and_innovation_nodes_v20_content_audit
Q0098,2024,海淀,二模,2024海淀二模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP006_2024_HAIDIAN_ERMO_Q17_2_SOURCE_LOCK.md#q0098-2024海淀二模-q172,source_locked_pending_external_review,正式细则锁定认识发展历程：调查了解阶段为感性具体，分析研究阶段推动思维抽象并发展到思维具体，二者相互依赖不可分割,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0099,2026,门头沟,一模,2026门头沟一模,7,thinking,choice_question,B-choice-signal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q7_SOURCE_LOCK.md#q0099-2026门头沟一模-q7,source_locked_pending_external_review,官方答案锁定 Q7=B；正确项①为必修四实践第一观点，④为辩证思维整体性，只登记④及②③错项为选必三思维选择题信号，不升格主观题链,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0100,2026,延庆,一模,2026延庆一模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP015_2026_YANQING_YIMO_Q18_2_SOURCE_LOCK.md#q0100-2026延庆一模-q182,source_locked_pending_external_review,正式细则锁定虚拟数字人直播题：辩证思维、适度原则、创新思维/三新、辩证否定四选四，按《逻辑与思维》主观题登记,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0101,2026,东城,一模,2026东城一模,19(4),thinking,main_question,A-formal,02_codex_lane/GAP016_2026_DONGCHENG_YIMO_Q19_4_SOURCE_LOCK.md#q0101-2026东城一模-q194,source_locked_pending_external_review,正式细则锁定中关村把‘1’拉长推进题：系统观念知识、创新思维知识、对应分析分，系统角度不足可由动态性替代,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0102,2026,房山,一模,2026房山一模,18(1),thinking,main_question,A-formal,02_codex_lane/GAP017_2026_FANGSHAN_YIMO_Q18_1_SOURCE_LOCK.md#q0102-2026房山一模-q181,source_locked_pending_external_review,原卷渲染页和正式细则锁定常态蓝天治理题：系统治理触发整体性/分析综合，精准施策触发矛盾分析法，久久为功触发动态性和质量互变,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0103,2026,石景山,一模,2026石景山一模,2,thinking,choice_question,B-choice-signal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0103-2026石景山一模-q2,source_locked_pending_external_review,官方答案锁定 Q2=D；②为辩证思维矛盾转化信号，④为发展观点，作为混合选择题信号，不升格主观题链,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0104,2026,石景山,一模,2026石景山一模,5,reasoning,choice_question,A-formal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0104-2026石景山一模-q5,source_locked_pending_external_review,官方答案锁定 Q5=D；特称肯定判断可换质但换质后为特称否定判断，不能继续换位，登记换质位推理边界,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0105,2026,石景山,一模,2026石景山一模,6,reasoning,choice_question,A-formal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0105-2026石景山一模-q6,source_locked_pending_external_review,官方答案锁定 Q6=D；具身智能定义和只有P才Q结构确认必要条件关系，②④正确，①③为范围与逆否误读,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0106,2026,石景山,一模,2026石景山一模,7,reasoning,choice_question,A-formal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0106-2026石景山一模-q7,source_locked_pending_external_review,官方答案锁定 Q7=C；观茶芽、察茶汤、闻茶香从有限经验识别内在关联，登记不完全归纳推理，排除必要条件、求同法和辩证思维泛化,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0107,2026,石景山,一模,2026石景山一模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0107-2026石景山一模-q172,source_locked_pending_external_review,正式细则锁定创新思维建议题：发散与聚合思维、超前思维等角度，一条正确建议3分，两条6分,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0108,2025,丰台,二模,2025丰台二模,12,thinking,choice_question,A-support,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0108-2025丰台二模-q12,source_locked_pending_external_review,教师版原题和答案键锁定 Q12=C；科技成果先使用后付费训练逆向思维和辩证思维动态性，未找到独立客观题细则，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0109,2025,丰台,二模,2025丰台二模,13,reasoning,choice_question,A-support,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0109-2025丰台二模-q13,source_locked_pending_external_review,教师版原题和答案键锁定 Q13=A；同学关系为非传递关系，兼记录划分、特称否定换位和定义边界陷阱，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0110,2025,丰台,二模,2025丰台二模,14,thinking,choice_question,A-support,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0110-2025丰台二模-q14,source_locked_pending_external_review,教师版原题和答案键锁定 Q14=B；商品到资本主义矛盾链训练感性具体到思维抽象和辩证思维方法，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0111,2025,丰台,二模,2025丰台二模,16(2),reasoning,main_question,A-formal,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0111-2025丰台二模-q162,source_locked_pending_external_review,阅卷评标细则锁定三段论构建：所有M都是P；S是M；所以S是P，并列出四概念、中项不周延、小项不当扩大等错误,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0112,2025,丰台,二模,2025丰台二模,19(1),thinking+reasoning,main_question,A-formal,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0112-2025丰台二模-q191,source_locked_pending_external_review,阅卷评标细则锁定 AI 版权雷达观点辨析：重要条件但非充分条件，并要求配套法律技术用户素养和辩证思维，多措施综合治理,thinking_main;reasoning_main,may_enter_both_handbooks_with_distinct_question_function,index_only_source_lock_coverage_review_issues_not_student_body,body_both_or_cross_mount,derived_from_previous_source_index_not_new_source_evidence
Q0113,2026,丰台,二模,2026丰台二模,8,reasoning,choice_question,A-support,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0113-2026丰台二模-q8,source_locked_pending_external_review,原卷渲染页与答案表锁定 Q8=C；②为特称肯定判断换位有效，④为使用方下两类概念矛盾关系；①定义宽窄方向错误，③误判中项不周延；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
