suite,question_no,evidence_level,terms,source_kinds,note
2026丰台二模,19,rubric_term_hit,发展 | 改革 | 联系 | 部分,answer | rubric_or_marking,坚持以花为纽带，串起农业、制造业和服务业。 盘活农村闲置资源，促进城乡要素流动 生态帐 2分 | 绿色发展理念/可持续发展1分 经济效益、社会效益与生态效益的统一/生态优势转化为经济优势1分 [slide 40] 要点精准，结构明确，逻辑清晰，论述充分 三、典型示例 [slide 41] 没有写出充分发挥市场在资源配置中的决定性作用 三、典型示例 [slide 42] 纯抄材料 三、典型示例 [slide 43] 与材料逻辑脱节：脱离材料的 “三笔账” 情境，未按材料逻辑分层分析，答题与材料信息对应性差，部分仅摘抄材料，缺乏学科分析。 知识与材料联系不足： 对市场在资源配置中的决定性作用理解不到位，能精准作答的学生较少； 对新发展理念的体现不足，未能将绿色发展理念有效结合 “生态账” 进行阐释； 供需关系分析与材料情境对应不准，未能结合“消费帐”情境展开； 较少学生写出经济效益、社会效益、生态效益的统一，未能体现赏花经济的综合价值。 答题思维固化：依赖模板化答题，机械套用旧题答案，缺乏对本题情境的针对性分析。 四、学生问题及建议 [slide 44] 1.破除模板依赖：引导学生摒弃“套模板、套旧题”的惯性思维，学会具体问题具体分析，紧扣本题情境作答。 2.回归核心基础：强化《经济与社会》核心概
2026丰台二模,20,rubric_term_hit,人民群众 | 发展 | 实践 | 整体 | 规律 | 部分,answer | rubric_or_marking,次发散的，但有一个明显解释的聚合，分析的很到位 5.空白卷挺多 四、学生问题及建议 [slide 52] 1.高考前回归教材基础，重温核心重点，好一点的学生要细化 2.学生对自己学科知识内容掌握的的反思与知识体系的构建 3.审题——再提示各种题型的分析与作答 4.稳稳的心态 四、学生问题及建议 [slide 53] 22年 五、复练试题 [slide 54] 25年 [slide 55] 25年海淀二模 20．（6分） 坚持共享发展理念推进共同富裕，要运用分析与综合方法，既要处理好发展过程中的各环节各部分，实现人人享有、各得其所，更要立足整体，全面推进经济、政治、文化、社会、生态各方面建设，实现全面共享。要遵循质量互变规律，发挥人民群众的积极性主动性，正确把握发展过重中渐进性与飞跃性、连续性与间断性的关系，循序渐进地实现共同富裕。（其他答案言之有理，可酌情给分） [slide 56] 25年海淀期末 [slide 58] 一、试题分析 [slide 59] 材料逻辑： [强国之基]理论层面：国内国际 [领航定向]实践层面：宏观战略 [实践路径]实践层面：具体措施 设问拆解： 科技自立自强为什么是关键 高水平科技自立自强如何支撑强国建设 独立自主自力更生 高水平、科技强国 两者关系
2026丰台二模,21,rubric_explicit,发展 | 唯物辩证法 | 实践 | 整体 | 矛盾 | 辩证法,answer | rubric_or_marking,"的思维活动。 创新思维的特征：思路新、方法新和结果新。 联想——迁移、想象 发散——不同的角度、不同的方向 聚合——集中、围绕轴心。 发散思维与聚合思维——反复地“发散-聚合-发散-聚合” 二、变通答案 [slide 48] 21.(6分) 该区立足实践or创新思维的含义or”三新”特征(单纯只写创新思维不给分）+材料2分(知识1分+材料分析1分) 运用联想思维(迁移和想象的方法),+材料。2分(知识1分+材料分析1分) 运用发散思维与聚合思维(分开或整体论述都可以）+材料2分(知识1分+材料分析1分) 其他角度---超前思维（通过实地调查，运用矛盾分析法，深化“教育+公园+治理”模式，作出科学预测，推动公园成为乐学之地）或逆向思维（打破了公园的传统认知，从功能上反向思考，由“休闲场所”变为“立体课堂”）,言之有理,也可给2分 没有具体知识，只在说具体做法，说的充分做多2分。 特别注明:运用发散思维与聚合思维 发散或聚合只说一个，分析到位也可2分。 但如果通篇只用的发散思维，聚合思维(分别说的，分析也很具体)外加另一个观点，分析到位，最多只能5分 通篇只用发散和聚合思维(分开分析的到位，做多只能3分) [slide 49] 思路较为清晰，知识明确，分析具体 三、典型示例 [slide 50"
2026丰台二模,unknown,question_explicit,发展 | 哲学 | 哲学与文化 | 实践 | 改革 | 整体 | 矛盾 | 系统 | 联系 | 规律 | 认识 | 部分 | 量变,answer | paper,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\高三政治答案.docx status: docx-text chars: 1617 ```text 丰台区2025-2026学年度第二学期第二次练习 高三思想政治 参考答案 第一部分 选择题（共45分） 第二部分 非选择题（共55分） 16.（8分） 可从联系观、发展观、价值观、弘扬中华优秀传统文化等角度作答。 17.（8分） 北京在坚持多措并举破解超大城市治理难题的过程中，坚持党的领导、人民当家作主和依法治国的有机统一。发挥党总揽全局、协调各方的领导核心作用，为北京城市治理提供根本政治保证。坚持以人民为中心，依托12345热线和“每月一题”机制，回应民生诉求。坚持以法治思维和法治方式推进城市治理，完善法律体系，严格规范执法，促进全民守法。善用绣花功夫，通过精准施策和智能科技，建设职能科学、权责法定、执法严明、公开公正、智能
2026房山二模,16,term_hit_needs_review,主观能动性 | 人民群众 | 价值观 | 发展 | 实践 | 矛盾 | 系统 | 联系 | 规律 | 质变,paper,模\试卷\2026北京房山高三二模政治（教师版）.pdf status: pdf-text chars: 3706 ```text [page 9] 1 房山区2026 届高三年级二模考试答案 思想政治参考答案 第一部分共15 题，每题3 分，共45 分。 1 2 3 4 5 6 7 8 B D C A C D D A 9 10 11 12 13 14 15 B A A B C B D 第二部分共6 题，共55 分。 16. （8 分） 可从正确发挥主观能动性、系统观念、矛盾、中华文明的特征等角度作答。 细则 等级赋分 正确发挥主观能动性与尊重客观规律、系统观念、中华民族精神、价值观导向作用、联系、发展、矛 盾、人民群众、中华优秀传统文化（双创/特点） ♣1-2 分 单纯知识，无论述 ♣3-4 分 一点深入论述，或2 点论述一般（比如只用联系、发展，未展开） ♣5-6 分 两点深入论述，或3 点论述一般 ♣7 分 系统观念/中华民族精神/工匠精神 论述深刻，逻辑清晰、知识运用准确 ♣8 分 中华文明突出的连续性/创新性 中华工业文化（系统观念/量质变/工匠精神…
2026房山二模,17,rubric_term_hit,价值观 | 实践,paper | rubric_or_marking,华文明突出的连续性/创新性 中华工业文化（系统观念/量质变/工匠精神……）—— 中华民族最感动人的浪漫(2) 价值观导向作用/量的积累促成质变，实现事物的飞跃——将“极致”奉为圭臬（标准） 尊重客观规律与发挥主观能动性相统一——将“天工”转为日常 系统观念/矛盾对立统一/立足实践——将制造化为艺术 能工巧匠们传承工匠精神/中华民族精神，推动中华优秀传统文化创造性转化和创新性发展，创造了 光辉灿烂的工业文明，彰显了中华文明突出的连续性和创新性 17.（8分） 完善涉外法律法规体系，出台外商投资法及其实施条例，平等保护内外资企业合法权益；创新涉外司法实践，公正司法，创造性适用“活扣押”等措施，提升司法公信力；打造“调解、仲裁、诉讼”衔接的一站式线上多元纠纷解决平台，高效率实现公平正义；以和为贵，创新诉讼调解，构建多元主体参与的涉外海事纠纷化解模式。中国以法治方式践行大国责任和担当，推动涉外法治建设。 细则 ♣2分 完善涉外法律法规体系/加强涉外立法——合法权益/为……提供法律依据 ♣2分 创新司法实践/公正司法/完善涉外法治实施体系——平等中外当事人合法权益 （上述2条效果总分不超过2分，平等1分，合法权益/法律依据1分） ♣2分 多元纠纷解决平台/高效率——公平正义 ♣2分 创新诉
2026房山二模,18,rubric_term_hit,发展 | 矛盾 | 联系,paper | rubric_or_marking,风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁1分规定，同时可能侵犯该公司的名誉权1分。应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI平台，可能造成商业秘密泄露1分。应完善保密措施，与平台签订保密合同/协议 风险3：数字员工设计的图案直接用作商业用途，可能会侵犯他人的著作权/外观设计1分。应履行审核义务 ♣2+1分 风险：不正当竞争/商业诋毁1分，名誉权1分，商业秘密泄露1分，著作权/外观设计1分 ♣2+1分 措施：履行审核义务2分+应完善保密措施……1分 （5分） OPC的出现，是对传统一人公司这一旧矛盾统一体的否定，实现了“单人成军”全新创业范式，是联系的环节，是发展的环节。OPC的发展，创业者要坚持扬弃，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中。 细则 OPC的出现，是对传统一人公司这一旧矛盾统一体的否定1分，实现了“单人成军”全新创业范式，是联系的环节1分，是发展的环节1分。OPC的发展，创业者要坚持扬弃1分，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中1分。 ♣3分 联系、发展、扬弃 ♣1分 OPC的出现——否定分析 ♣1分 OPC的发展——肯定
2026房山二模,19,rubric_term_hit,发展 | 改革,paper | rubric_or_marking,物之中1分。 ♣3分 联系、发展、扬弃 ♣1分 OPC的出现——否定分析 ♣1分 OPC的发展——肯定分析 19.（1）（6分） 我国构建高水平的社会主义市场经济体制，能更好发挥政府作用：实施货币政策，促进科技创新和技术改造，以新供给创造新需求；实施财政政策支持支持消费品以旧换新，降低消费成本，激发居民消费活力；支持大规模设备更新，助力产业结构优化升级，扩大有效投资需求。这些政策协同发力，彰显了以人民为中心、科学的宏观调控、集中力量办大事的制度优势，为扩大内需这一战略之举提供坚实支撑，实现供给和需求的动态平衡，做强国内大循环，推动经济高质量发展。 细则 中国特色社会主义制度优势（社会主义基本经济制度-社会主义市场经济体制）—扩大内需 ♣1分 高水平的社会主义市场经济体制/能更好发挥政府作用/宏观调控/政府履行经济职能 ♣2分 货币政策，以新供给创造新需求/供给侧结构性改革-需求 ♣2分 财政政策，降低消费成本/激发居民消费活力/助力产业结构优化升级/扩大有效投资需求 ♣1分 以人民为中心/集中力量办大事/做强国内大循环/构建新发展格局/推动经济高质量发展 （2）（3分）只要任选一个建议具体理由合理就可给分 示例1 选超大规模市场优势 建议：依托超大规模市场优势，开展新能源汽车下乡专项活动/
2026房山二模,20,term_hit_needs_review,发展,paper,助力产业结构优化升级/扩大有效投资需求 ♣1 分 以人民为中心/集中力量办大事/做强国内大循环/构建新发展格局/推动经济高质量发展 （2）（3 分）只要任选一个建议具体理由合理就可给分 示例1 选超大规模市场优势 建议：依托超大规模市场优势，开展新能源汽车下乡专项活动/完善县域充电基础设施 理由：完善配套设施和专项促销活动能释放农村居民购车需求/改善消费环境 细则 ♣1 分 具体建议 ♣1 分 理由 ♣1 分 建议和理由逻辑一致 20. （8 分） 世界数据组织顺应经济全球化和世界多极化的趋势，坚持正确的义利观，基于各国数据发展的共同利 益，推动技术联合研发，促进数智技术创新，合作共赢、弥补数据鸿沟；践行共商共建共享的全球治 理观，搭建平台，推动关标准的制定、对接和互认，促进数据要素在全球范围内流动，释放数据价值， 支撑数字经济高质量发展。 细则 ♣1 分 普惠包容的经济全球化 ♣1 分 平等有序的世界多极化 ♣1 分 共同利益/共同发展 ♣1 分 合作共赢/互利共赢 ♣1 分 共商共建共享/全球治理观/真正的多边主义 ♣1 分 数据要素在全球范围内流动 ♣2 分 结合材料弥合数据鸿沟/释放数据价值/繁荣数字经济（论述好2 分，论述一般1 分） [p
2026房山二模,21,rubric_term_hit,人民群众 | 发展 | 真理 | 矛盾 | 联系,paper | rubric_or_marking,坚持真理/以习近平新时代中国特色社会主义思想为行动指南/完整准确贯彻新发展理念/推进“五位一体”总体布局、“四个全面”战略布局 弘扬伟大长征精神/弘扬以伟大建党精神为源头的共产党人精神谱系 坚持创新在我国现代化建设全局中的核心地位/科技创新 促进城乡区域协调发展/促进经济社会协调发展 立法推进生态文明建设/走可持续发展之路 统筹国内国际两个大局/高水平对外开放/推动建设新型国际关系，构建人类命运共同体 坚持人民至上/人民群众是历史的主体 矛盾普遍性，承认分析解决矛盾/伟大斗争（四个伟大） 联系/发展 运用科学思维方法 （为什么/怎么做） 细则 等级赋分 ♣2分 新征程是新的长征——以中国式现代化全面推进中华民族伟大复兴 ♣1-3分 1点深入论述，或2点论述一般 ♣4-6分 2点深入论述，或3点论述一般 ♣7-8分 3点深入论述，至少2个模块，逻辑清晰 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 B | D | C | A | C | D | D | A 9 | 10 | 11 | 12 | 13 | 14 | 15 B
2026房山二模,unknown,rubric_term_hit,主观能动性 | 人民群众 | 价值观 | 发展 | 实践 | 矛盾 | 系统 | 联系 | 规律 | 质变 | 部分,paper | rubric_or_marking,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx status: docx-text chars: 4179 ```text 房山区2026届高三年级二模考试答案 思想政治参考答案 第一部分共15题，每题3分，共45分。 第二部分共6题，共55分。 （8分） 可从正确发挥主观能动性、系统观念、矛盾、中华文明的特征等角度作答。 细则 等级赋分 正确发挥主观能动性与尊重客观规律、系统观念、中华民族精神、价值观导向作用、联系、发展、矛盾、人民群众、中华优秀传统文化（双创/特点） ♣1-2分 单纯知识，无论述 ♣3-4分 一点深入论述，或2点论述一般（比如只用联系、发展，未展开） ♣5-6分 两点深入论述，或3点论述一般 ♣7分 系统观念/中华民族精神/工匠精神 论述深刻，逻辑清晰、知识运用准确 ♣8分 中华文明突出的连续性/创新性 中华工业文化（系统观念/量质变/工匠精神……）—— 中华民族最感动人的浪漫(2) 价值观导向作用/量的积累促成质变
2026朝阳二模,1,rubric_term_hit,发展 | 整体,paper | rubric_or_marking,"场和有为政府二者结合。（1分）（与第一点不重复给分，最高6分） 注意： 1.政府职能：写不出市场监管，能落到市场秩序，即可给分 2.企业角度：若在第（2）点答出创新，在企业经营（3）角度再写创新视为重复 20（1）依据材料，概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。（4分） 1.做法/立场不同（2分） 《威斯特伐利亚和约》体系/前者：以民族国家为最高政治单元/国家实力视为秩序基础/坚持国家本位/维护本国主权和利益/自身利益 人类命运共同体/后者：立足全人类立场/在兼顾全人类共同利益下维护自身主权和发展/践行共商共建共享/追求整体利益/合作共赢/互利共赢 2. 结果/目标不同（2分） 《威斯特伐利亚和约》体系/前者：易导致零和博弈/冲突对立/利益对立/霸权主义强权政治/全人类整体利益得不到保障/为追求利益损害他国合法权益 人类命运共同体/后者：实现整体利益/合作共赢/互利共赢/共同利益/共同发展/和谐共生/国际关系民主化 注意： 1.同一得分术语不重复给分,纯抄写材料最多2分(两者各1分) 2.在没满分的情况下，如果能从二者产生的不同背景来分析，1分（在什么背景下做某事）；如果有哲学思维，强调前者只看到了对立，后者看到了对立统一，1分 3. 其他角度，言之有理，可酌情给分 2"
2026朝阳二模,2,rubric_term_hit,发展 | 哲学 | 实践 | 改革 | 整体 | 物质,paper | rubric_or_marking,"命运共同体/后者：立足全人类立场/在兼顾全人类共同利益下维护自身主权和发展/践行共商共建共享/追求整体利益/合作共赢/互利共赢 2. 结果/目标不同（2分） 《威斯特伐利亚和约》体系/前者：易导致零和博弈/冲突对立/利益对立/霸权主义强权政治/全人类整体利益得不到保障/为追求利益损害他国合法权益 人类命运共同体/后者：实现整体利益/合作共赢/互利共赢/共同利益/共同发展/和谐共生/国际关系民主化 注意： 1.同一得分术语不重复给分,纯抄写材料最多2分(两者各1分) 2.在没满分的情况下，如果能从二者产生的不同背景来分析，1分（在什么背景下做某事）；如果有哲学思维，强调前者只看到了对立，后者看到了对立统一，1分 3. 其他角度，言之有理，可酌情给分 20（2）结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。（6分） 角度1：符合共同利益： 可以代替的关键词——时代主题等 超越民族国家本位，维护全人类共同利益。该理念在尊重国家主权的前提下，强调全人类立场，为协调国家利益与全球共同利益提供了价值指引。 本角度知识1分，结合材料1分 角度2：倡导合作共赢： 可以代替的关键词——坚持多边主义/共商共建共享等 摒弃零和博弈，倡导合作共赢。该理念承继“天下为公、天下大同”的"
2026朝阳二模,3,rubric_term_hit,价值观 | 发展 | 实践 | 意识 | 整体 | 社会存在 | 社会意识 | 系统 | 联系 | 规律 | 认识 | 质变 | 辩证否定 | 量变,paper | rubric_or_marking,略定力的认识。（9分） 本题可以从系统思维和战略定力两个维度，结合 “四个中国” 来分析： 关于系统思维：系统思维强调整体性、关联性和协同性。 （1+1分） 整体性：将“四个中国”作为有机整体，共同构成中国式现代化的战略支柱，避免了单兵突进、顾此失彼。 关联性：各支柱相互支撑、协同发力。例如，数字中国为健康、美丽、平安中国提供技术赋能；美丽中国与健康中国共享良好的生态环境基础；平安中国为所有发展提供稳定保障。 协同性：在推进中注重统筹兼顾，如美丽中国强调“降碳、减污、扩绿、增长”协同推进，体现了多维目标的动态平衡。 系统思维要求我们用联系、全面、整体的观点看问题。（联系、全面、整体） 关于战略定力：战略定力体现为方向坚定、目标上的执着和行动上的持久。（1+1分） 方向坚定：在党的领导下，保证方向。不因短期波动或外部干扰而动摇，如面对复杂环境，仍坚定不移推进数字转型、绿色发展、健康优先和总体国家安全，确保中国式现代化沿着既定方向稳步前进，不因短期挑战而动摇方向。 目标执着：坚持“一张蓝图绘到底”，将生态文明、健康中国等长期目标纳入五年规划持续发力，将 “四个中国” 作为长期战略支柱，不是短期政策，而是面向 2026-2030 年乃至更长远的发展蓝图，彰显了党对中国式现代化建设方向的坚定
2026朝阳二模,4,term_hit_needs_review,整体 | 系统 | 联系,paper,物具有强大生命力，其发展进程符合客观规律，能很快被大众接受 ③实践是认识发展的动力，规模化应用促进人们深化对词元价值的认识 ④社会存在决定社会意识，人工智能技术发展催生并普及了“词元”概念 A．①② B．①③ C．②④ D．③④ 4．近年来，北京多个老旧小区引入了“智慧物业”管理系统。该系统整合了智能门禁、电梯监测、消防预警、垃圾分类监控等多个模块，既降低了运营成本，也提升了居民的安全感和幸福感。这一做法 ①立足小区整体，通过数据联动整合治理资源，实现小区精细化管理 ②突破了城市治理的客观条件限制，实现了社区治理模式的深刻变革 ③适应居民生活需求，把握了联系的多样性，提升了社区治理的效能 ④优化了事物固有属性，依托科技实现了经济效益与社会效益的统一 A．①③ B．①④ C．②③ D．②④ 5．唐诗《春晓》描绘了春日清晨田园景致与惜春之情。翻译家许渊冲先生在翻译该首诗时，恰当地进行了“添枝加叶”，用和风、阵雨、慵懒、鸟鸣等核心意象表达了原作意境之美。由此可见，该诗的翻译 ①能够完美再现诗作者创作时的细微心境 ②是翻译者的鉴赏感悟与原诗意境的融合 ③通过辩证否定对原诗的意境进行了升华 ④对自然意象的描写运用了形象思维以展现原作的情感意境 A．①② B．①③ C．②④ D．③④ 6．未
2026朝阳二模,5,term_hit_needs_review,辩证否定,paper,小区整体，通过数据联动整合治理资源，实现小区精细化管理 ②突破了城市治理的客观条件限制，实现了社区治理模式的深刻变革 ③适应居民生活需求，把握了联系的多样性，提升了社区治理的效能 ④优化了事物固有属性，依托科技实现了经济效益与社会效益的统一 A．①③ B．①④ C．②③ D．②④ 5．唐诗《春晓》描绘了春日清晨田园景致与惜春之情。翻译家许渊冲先生在翻译该首诗时，恰当地进行了“添枝加叶”，用和风、阵雨、慵懒、鸟鸣等核心意象表达了原作意境之美。由此可见，该诗的翻译 ①能够完美再现诗作者创作时的细微心境 ②是翻译者的鉴赏感悟与原诗意境的融合 ③通过辩证否定对原诗的意境进行了升华 ④对自然意象的描写运用了形象思维以展现原作的情感意境 A．①② B．①③ C．②④ D．③④ 6．未来产业是由前沿技术驱动，处于萌发阶段或产业化初期，具有显著战略性、引领性、颠覆性和不确定性的前瞻性产业。没有未来产业为载体，颠覆性技术就缺乏土壤，先进技术就无法形成现实的生产能力。未来产业涉及新业态，如果监管过严，会错失发展窗口期；如果完全放任自流，可能破坏市场秩序。从以上事实可以推出 A．除非对未来产业适度监管，否则就会破坏市场秩序 B．如果以未来产业为载体，先进技术就能形成现实的生产能力 C．未来产业没有高质
2026朝阳二模,6,term_hit_needs_review,发展,paper,译该首诗时，恰当地进行了“添枝加叶”，用和风、阵雨、慵懒、鸟鸣等核心意象表达了原作意境之美。由此可见，该诗的翻译 ①能够完美再现诗作者创作时的细微心境 ②是翻译者的鉴赏感悟与原诗意境的融合 ③通过辩证否定对原诗的意境进行了升华 ④对自然意象的描写运用了形象思维以展现原作的情感意境 A．①② B．①③ C．②④ D．③④ 6．未来产业是由前沿技术驱动，处于萌发阶段或产业化初期，具有显著战略性、引领性、颠覆性和不确定性的前瞻性产业。没有未来产业为载体，颠覆性技术就缺乏土壤，先进技术就无法形成现实的生产能力。未来产业涉及新业态，如果监管过严，会错失发展窗口期；如果完全放任自流，可能破坏市场秩序。从以上事实可以推出 A．除非对未来产业适度监管，否则就会破坏市场秩序 B．如果以未来产业为载体，先进技术就能形成现实的生产能力 C．未来产业没有高质量发展，不是缘于监管过严，就是缘于完全放任自流 D．有些具有显著战略性、引领性、颠覆性和不确定性的前瞻性产业不是非未来产业 7．某中学创客社团的学生，将脑电波技术、人工智能与传统轮椅相结合，历时四年研发出智能智慧轮椅。该产品实现脑电操控，具备障碍提醒、跌倒报警、安全防护等功能，切实解决行动不便者的生活难题，入选全球十大科普创新成果。下列说法正确的是 A．历时四年
2026朝阳二模,7,term_hit_needs_review,发展 | 整体 | 次要矛盾 | 矛盾,paper,力 C．未来产业没有高质量发展，不是缘于监管过严，就是缘于完全放任自流 D．有些具有显著战略性、引领性、颠覆性和不确定性的前瞻性产业不是非未来产业 7．某中学创客社团的学生，将脑电波技术、人工智能与传统轮椅相结合，历时四年研发出智能智慧轮椅。该产品实现脑电操控，具备障碍提醒、跌倒报警、安全防护等功能，切实解决行动不便者的生活难题，入选全球十大科普创新成果。下列说法正确的是 A．历时四年持续改进，关注技术发展的过程，体现了创新思维的动态性特征 B．将先进技术与传统轮椅相结合，表明辩证思维的整体性并不排斥相对静态性 C．针对行动不便者的生活难题进行研发，运用矛盾分析法重点抓住和解决次要矛盾 D．突破传统轮椅功能局限，实现脑电操控，体现了创新思维的思路多向性与跨越性 8．在《北京市文明行为促进条例》施行五周年之际，全市1.3万余名人大代表再次行动。在胡同深处的“小院议事厅”、在社区广场的“联络点”，人大代表们既带着“法规管不管用”的问题查找短板，也以“身边人”的身份聆听大家对清朗网络空间、社会心理服务等方面的更高期盼。结合上述事实，下列说法正确的是 ①人大代表密切联系群众，推动立法与监督环节的民意贯通衔接 ②市人大常委会作为立法机关，以坚实的法治保障护航首都发展 ③从发挥制度优势到提升服务效能，保证国家机关高
2026朝阳二模,8,term_hit_needs_review,发展 | 联系,paper,过程，体现了创新思维的动态性特征 B．将先进技术与传统轮椅相结合，表明辩证思维的整体性并不排斥相对静态性 C．针对行动不便者的生活难题进行研发，运用矛盾分析法重点抓住和解决次要矛盾 D．突破传统轮椅功能局限，实现脑电操控，体现了创新思维的思路多向性与跨越性 8．在《北京市文明行为促进条例》施行五周年之际，全市1.3万余名人大代表再次行动。在胡同深处的“小院议事厅”、在社区广场的“联络点”，人大代表们既带着“法规管不管用”的问题查找短板，也以“身边人”的身份聆听大家对清朗网络空间、社会心理服务等方面的更高期盼。结合上述事实，下列说法正确的是 ①人大代表密切联系群众，推动立法与监督环节的民意贯通衔接 ②市人大常委会作为立法机关，以坚实的法治保障护航首都发展 ③从发挥制度优势到提升服务效能，保证国家机关高效协调运转 ④人大代表参加执法检查，体现全过程人民民主推动文明理念走深走实 A．①② B．①④ C．②③ D．③④ 9．《全民阅读促进条例》规定，全民阅读促进工作由党委领导、政府主导，社会力量参与。县级以上地方人民政府应当加强对本行政区域内全民阅读促进工作的统筹协调，鼓励和支持依法兴办实体、资助项目、赞助活动、提供设施、捐赠出版物等多种方式，政府有效激发社会各方力量积极参与，形成共建共享的全民阅读
2026朝阳二模,9,term_hit_needs_review,发展 | 实践,paper,都发展 ③从发挥制度优势到提升服务效能，保证国家机关高效协调运转 ④人大代表参加执法检查，体现全过程人民民主推动文明理念走深走实 A．①② B．①④ C．②③ D．③④ 9．《全民阅读促进条例》规定，全民阅读促进工作由党委领导、政府主导，社会力量参与。县级以上地方人民政府应当加强对本行政区域内全民阅读促进工作的统筹协调，鼓励和支持依法兴办实体、资助项目、赞助活动、提供设施、捐赠出版物等多种方式，政府有效激发社会各方力量积极参与，形成共建共享的全民阅读局面。该条例的颁布 ①立足我国全民阅读促进工作实践，展现文化自觉与担当 ②旨在促进文化产业繁荣发展，更好保障人们的阅读权益 ③标志着我国全民阅读促进工作迈向法治化推进的新阶段 ④表明法治政府在配置全民阅读资源方面发挥决定性作用 A．①③ B．①④ C．②③ D．②④ 10．对婚姻幸福和美满家庭的追求是社会稳定的重要支撑，是社会主义核心价值观的体现。下列说法正确的是 11．刘某在科技公司负责传统人工地图数据采集业务。该公司为应对技术发展决定进行业务转型，将采集业务转向由AI技术主导的数据采集。公司以“劳动合同订立时所依据的客观情况发生重大变化”为由，解除与刘某的劳动合同。刘某认为公司的解除合同行为违法，遂申请仲裁。结合上述事实，下列说法正确的是 A
2026朝阳二模,10,term_hit_needs_review,价值观,paper,府主导，社会力量参与。县级以上地方人民政府应当加强对本行政区域内全民阅读促进工作的统筹协调，鼓励和支持依法兴办实体、资助项目、赞助活动、提供设施、捐赠出版物等多种方式，政府有效激发社会各方力量积极参与，形成共建共享的全民阅读局面。该条例的颁布 ①立足我国全民阅读促进工作实践，展现文化自觉与担当 ②旨在促进文化产业繁荣发展，更好保障人们的阅读权益 ③标志着我国全民阅读促进工作迈向法治化推进的新阶段 ④表明法治政府在配置全民阅读资源方面发挥决定性作用 A．①③ B．①④ C．②③ D．②④ 10．对婚姻幸福和美满家庭的追求是社会稳定的重要支撑，是社会主义核心价值观的体现。下列说法正确的是 11．刘某在科技公司负责传统人工地图数据采集业务。该公司为应对技术发展决定进行业务转型，将采集业务转向由AI技术主导的数据采集。公司以“劳动合同订立时所依据的客观情况发生重大变化”为由，解除与刘某的劳动合同。刘某认为公司的解除合同行为违法，遂申请仲裁。结合上述事实，下列说法正确的是 A．技术革新带来的岗位调整属于不可抗力，解除合同不违法 B．刘某有权提起行政诉讼，请求法院判令公司承担违约责任 C．仲裁委员会一经作出公司违法的裁决，就会发生强制执行力 D．企业经营决策应考虑到通过适当途径妥善安置相关劳动者 12．2020至2
2026朝阳二模,11,term_hit_needs_review,发展,paper,支持依法兴办实体、资助项目、赞助活动、提供设施、捐赠出版物等多种方式，政府有效激发社会各方力量积极参与，形成共建共享的全民阅读局面。该条例的颁布 ①立足我国全民阅读促进工作实践，展现文化自觉与担当 ②旨在促进文化产业繁荣发展，更好保障人们的阅读权益 ③标志着我国全民阅读促进工作迈向法治化推进的新阶段 ④表明法治政府在配置全民阅读资源方面发挥决定性作用 A．①③ B．①④ C．②③ D．②④ 10．对婚姻幸福和美满家庭的追求是社会稳定的重要支撑，是社会主义核心价值观的体现。下列说法正确的是 11．刘某在科技公司负责传统人工地图数据采集业务。该公司为应对技术发展决定进行业务转型，将采集业务转向由AI技术主导的数据采集。公司以“劳动合同订立时所依据的客观情况发生重大变化”为由，解除与刘某的劳动合同。刘某认为公司的解除合同行为违法，遂申请仲裁。结合上述事实，下列说法正确的是 A．技术革新带来的岗位调整属于不可抗力，解除合同不违法 B．刘某有权提起行政诉讼，请求法院判令公司承担违约责任 C．仲裁委员会一经作出公司违法的裁决，就会发生强制执行力 D．企业经营决策应考虑到通过适当途径妥善安置相关劳动者 12．2020至2025年，我国“万亿GDP”城市扩容，从17个增至29个。“万亿GDP俱乐部”的扩容为我们提供了观
