suite,year,phase,question_no,module_judgment,evidence_level,base_status,proposed_framework_node,decision,terms,source_kinds,patch_term_hit,note
2026东城二模,2026,二模,16,philosophy_candidate,question_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,哲学 | 哲学与文化 | 实践 | 认识,paper,no,非选择题 本部分共6题，共55分。 16．（7分）北京市统筹推进思政课学习场景创新，让思政教育活起来、实起来。 全市各校积极探索创新教学形式，采用探究式、项目式、议题式等多种方法，让理论知识通俗易懂。 东城区依托中轴线、故宫等文化资源，打造“课本里的东城”品牌；海淀区组织科创基地探访；大兴区结合临空经济传递国家战略理念……“实景+任务+探究”模式让学生收获沉浸式学习体验。 思政教育数字化转型不断推进。思政数字地图、云研学、虚拟展馆等平台，让学生更加便捷灵活地获取个性化学习资源。 “京彩课堂”精彩纷呈，为教育强国首善之区建设注入青春动能。 结合材料，运用《哲学与文化》知识，谈谈“京彩课堂”的精彩所在。 17．（9分）“儿童友好”是一颗种子，孕育着国家美好的明天。 某小区公共空间紧张，不少孩子只能在车道、便道上玩耍。居委会经过前期调研，计划将小区一处闲置的公共边角地，改造为“儿童共享花园”，配套安装照明路灯等设施。对这一计划，居民展开讨论。 ✧家长代表：支持改造，但活动安全需要考虑。 ✧退休居民：希望也有适老化设施，建成全龄友好空间。 ✧上班族：公告栏没有标识，不了解改造方案。 ✧一楼住户：如果加装的路灯距离窗户太近，会影响休息。 为推动“儿童共享花园”改造，居委会组织筹备专题议事协商会。运用《政治与法治》
2026丰台二模,2026,二模,1,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,哲学 | 哲学与文化 | 实践 | 意识 | 整体 | 矛盾 | 系统 | 联系 | 部分,rubric_or_marking,no,水平4 （7-8） | 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 （4-6） | 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 （1-3） | 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1（0） | 应答与试题无关；或重复试题内容；或没有应答 紧扣“守护湿地”展开。回应两个层次，一是对应“生态之美”；二是对应“文化根脉”。 1、一共采3个点。3个点8分，2个点6分，1个点3分。上升到7-8分的水平4，需要哲学与文化双模块回应，要求逻辑清晰，理论与材料要匹配 2、原理不准确该条不给原理分，材料结合不具体不充分，酌情扣1分 3、通篇罗列知识没有结合材料，每个原理给1分，最多不超过3分 4、抄材料0-2分 5、典型的不给分的答案：选必3（科学、辩证、创新思维等） 二、变通答案 [slide 5] 学生结合论述的区别度（哲学）： 1分，仅知识表达，无材料结合论述 3分，知识准确，论证有效 三、典型示例 [slide 6] 学生结合论述的区别度（文化）：3分 文化层次论证清晰，表达有效 [slide 7] 学生结合论述的区别度（文化）： 3分，文化层次论证清
2026丰台二模,2026,二模,2,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,主要矛盾 | 主观能动性 | 发展 | 哲学 | 哲学角度 | 实践 | 意识 | 矛盾 | 系统 | 规律 | 部分,rubric_or_marking,yes,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\2026丰台区二模主观题阅卷细则(1).pptx status: pptx-text chars: 12813 ```text [slide 1] 2026丰台区二模主观题阅卷说明 ——思想政治 [slide 2] 文化角度： 1、审美意蕴 2、和合共生、天人合一等传统的生态智慧 哲学角度： 1、矛盾特殊性/具体问题具体分析 传承好湿地保护的中国传统智慧 维持生态系统的稳定和平衡 怎么想和 怎么做层次 4、正确价值观的导向作用（侧重生态价值观） 2、尊重规律与主观能动性相结合 3、联系观点/系统优化 回应路径： 治理思路和实践路径 对守护生态和守护文化根脉的作用 一、试题分析 [slide 3] 角度 | 每点3分（知识+材料论述+回扣设问） | 角度 | 每点3分（知识+材料论述+回扣设问） 哲学 | 价值观的导向作用/价值判断与价值选择（天人合一、顺应自然、人与自然和谐共生的思想观念等） 客观规律与发挥主观能动性相结合
2026丰台二模,2026,二模,3,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,两点论 | 主要矛盾 | 主观能动性 | 人民群众 | 价值判断 | 价值观 | 价值选择 | 发展 | 哲学 | 哲学角度 | 唯物辩证法 | 实践 | 意识 | 物质 | 矛盾 | 系统 | 联系 | 规律 | 认识 | 辩证法 | 部分 | 重点论,rubric_or_marking,yes,战略，开辟发展新领域新赛道，不断塑造发展新动能新优势。 从历史维度来看，关键核心技术“要不来、买不来、讨不来”，缺乏关键核心技术就会落后于人，唯有依靠独立自主、自立更生，才能提升国家综合实力与核心竞争力。 从实践维度看，科技自立自强是推动中国式现代化的重要支撑。要坚持系统思维、辩证思维，完善新型举国体制，发挥集中力量办大事的制度优势。完整准确全面贯彻新发展理念，以科技创新引领产业发展，推进高质量发展与高水平安全。 [slide 64] 拓展答案： 政治角度：党的领导、制度优势（集中力量办大事）、创新驱动发展、创新是引领发展的第一动力 哲学角度：主要矛盾、系统观念（系统优化）、联系、创新、生产力 现代化角度：中国式现代化、高质量发展、新质生产力、教育科技人才 国际与安全：国际竞争实质、关键核心技术自主可控、国家安全 逻辑学：超前思维 [slide 65] 水平四：9分 三、典型示例 [slide 66] 水平三：5分 没有清晰的阐释高水平科技自立自强与现代化强国的关系，主要指向如何推动科技创新 [slide 67] 1.存在空白卷，书写潦草，反映出学生作答时间分配不合理，速度慢、完卷率低。 2.部分学生有按照“是—为—怎”作答的意识，但作答无分段，逻辑混乱，堆砌知识，不成体
2026丰台二模,2026,二模,16,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,价值观 | 发展 | 哲学 | 哲学与文化 | 联系,answer | rubric_or_marking,no,秀作答 逻辑完整，路径清晰 [slide 11] 优秀作答 8分 [slide 12] 1、引导学生审读设问和材料逻辑，紧扣问题回应。 2、训练哲学原理的精准化表达，理论结合分析，加强材料关键信息的提取能力。 3、提醒区分哲学方法论与选必3模块思维方法的表达。 四、学生问题及建议 [slide 13] （2022·北京·高考真题） 16. （6分）今天，很多创作已不在纸上进行。然而，打印出来的文字，很难像手稿那样展现作者的笔底波澜。手稿是时间的证物，也是文化的传递，一些手稿还兼具学术价值和收藏价值。即使在数字时代，手稿依然有生命力。 运用《哲学与文化》知识，谈谈你对“手稿依然有生命力”的理解。 五、复练试题 [slide 14] 一、试题分析 设问逻辑 谁（主体）+做了什么（做法）+效果（破解超大城市治理难题） [slide 15] 参考答案： 17.（8 分） 北京在坚持多措并举破解超大城市治理难题的过程中，坚持党的领导、人民当家作主和依法治国的有机统一。发挥党总揽全局、协调各方的领导核心作用，为北京城市治理提供根本政治保证。坚持以人民为中心，依托12345热线和“每月一题”机制，回应民生诉求。坚持以法治思维和法治方式推进城市治理，完善法律体系，严格规范执法，促进全民守法。善用绣
2026丰台二模,2026,二模,21,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,发展 | 唯物辩证法 | 实践 | 整体 | 矛盾 | 辩证法,answer | rubric_or_marking,no,"的思维活动。 创新思维的特征：思路新、方法新和结果新。 联想——迁移、想象 发散——不同的角度、不同的方向 聚合——集中、围绕轴心。 发散思维与聚合思维——反复地“发散-聚合-发散-聚合” 二、变通答案 [slide 48] 21.(6分) 该区立足实践or创新思维的含义or”三新”特征(单纯只写创新思维不给分）+材料2分(知识1分+材料分析1分) 运用联想思维(迁移和想象的方法),+材料。2分(知识1分+材料分析1分) 运用发散思维与聚合思维(分开或整体论述都可以）+材料2分(知识1分+材料分析1分) 其他角度---超前思维（通过实地调查，运用矛盾分析法，深化“教育+公园+治理”模式，作出科学预测，推动公园成为乐学之地）或逆向思维（打破了公园的传统认知，从功能上反向思考，由“休闲场所”变为“立体课堂”）,言之有理,也可给2分 没有具体知识，只在说具体做法，说的充分做多2分。 特别注明:运用发散思维与聚合思维 发散或聚合只说一个，分析到位也可2分。 但如果通篇只用的发散思维，聚合思维(分别说的，分析也很具体)外加另一个观点，分析到位，最多只能5分 通篇只用发散和聚合思维(分开分析的到位，做多只能3分) [slide 49] 思路较为清晰，知识明确，分析具体 三、典型示例 [slide 50"
2026丰台二模,2026,二模,unknown,philosophy_candidate,question_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,发展 | 哲学 | 哲学与文化 | 实践 | 改革 | 整体 | 矛盾 | 系统 | 联系 | 规律 | 认识 | 部分 | 量变,answer | paper,no,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\高三政治答案.docx status: docx-text chars: 1617 ```text 丰台区2025-2026学年度第二学期第二次练习 高三思想政治 参考答案 第一部分 选择题（共45分） 第二部分 非选择题（共55分） 16.（8分） 可从联系观、发展观、价值观、弘扬中华优秀传统文化等角度作答。 17.（8分） 北京在坚持多措并举破解超大城市治理难题的过程中，坚持党的领导、人民当家作主和依法治国的有机统一。发挥党总揽全局、协调各方的领导核心作用，为北京城市治理提供根本政治保证。坚持以人民为中心，依托12345热线和“每月一题”机制，回应民生诉求。坚持以法治思维和法治方式推进城市治理，完善法律体系，严格规范执法，促进全民守法。善用绣花功夫，通过精准施策和智能科技，建设职能科学、权责法定、执法严明、公开公正、智能
2026朝阳二模,2026,二模,16,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,价值观 | 发展 | 哲学 | 哲学角度 | 矛盾 | 联系 | 部分,paper | rubric_or_marking,no,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx status: docx-text chars: 5348 ```text 北京市朝阳区2025-2026学年度第二学期二模质量监测 高三思想政治主观题阅卷细则 16.结合材料，从哲学角度，说明在城市文化建设中如何实现历史传承与现代创新的有机结合。（8分） 17结合材料，运用《政治与法治》知识，说明基层治理法治化是如何助推基层治理现代化的。（8分） 评分标准：按“4个核心维度+采意给分”来阅卷，每个维度满分2分。 18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。 【设问要素】结合材料，《法律与生活》，补充完整。任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其
2026海淀二模,2026,二模,16,philosophy_candidate,question_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,哲学 | 哲学角度 | 实践 | 系统 | 联系 | 认识,paper,no,多边主义的坚定步伐 ②作为亚太地区最具影响力的经济合作机制，APEC已成为区域合作的重要平台 ③APEC成员承担强制性的条约义务，共同促进地区繁荣发展 ④中国积极承办APEC会议，把同亚太国家友好合作作为外交政策宗旨 A．①② B．①③ C．②④ D．③④ 第二部分 本部分共6题，共55分。 16．（8分） 立身百行，以学为先。青年正处于成长成才的关键阶段，更应勤学善思、笃行不怠，既要多读“有字之书”，也要读“无字之书”。“有字之书”承载着古今中外的经典学说、系统完备的专业知识以及人类积淀的文明智慧；“无字之书”则镌刻于广袤大地，蕴藏于社会万象之中。 从哲学角度，谈谈为什么要把读“有字之书”和读“无字之书”结合起来。 17．（8分）“景区协商”答好古城保护与发展的时代考题。 【两难】 作为国家级历史文化名城，贵州镇远古城长期面临着“景城合一”带来的挑战。一方面，依据相关法律要求，古城保护要求严格控制建设与交通，以保留历史街区的原真性与完整性；另一方面，居民生活、游客体验和商业发展又呼唤更便捷的交通、更合理的业态布局和更完善的服务配套。 【调研】 为破解难题，当地政协组建多个调研组。调研组深入古城核心区，走访公交公司、民宿协会、商户和群众，通过听取意见、座谈交流、随机走访等方式，全面摸排问题，并最终梳理出
2026石景山二模,2026,二模,3,philosophy_candidate,question_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,发展 | 改革 | 辩证法,paper,no,动态抗战英雄人物、重要抗战场景。作品通过“破纸重生”工艺生动展现抗战历史，引导人们铭记历史，珍爱和平。据此，下列理解正确的是 ①立体抗战剪纸是对传统剪纸中合理因素的辩证否定 ②剪纸作品承载并传递着以爱国主义为核心的民族精神 ③剪纸作品是根据抗战纪念需要建立起的人为事物的联系 ④艺术性与思想性的对立属性寓于剪纸作品的统一属性中 A．①③ B．①④ C．②③ D．②④ 3．“致广大而尽精微”语出《中庸》，意思是：既要致力于达到广博深厚的境界，又要尽心于精细微妙之处。这句话包含大与小的辩证法，又是为政、修身的方法论。以下做法符合其理念的是 ①立足推进中国式现代化的大局谋划地区工作，因地制宜、精准发力 ②重视“微”，群众利益无小事，从细节着手，做到“眉毛胡子一把抓” ③注重“精”，以“绣花功夫”把改革发展各项工作做扎实、做到位 ④做到“尽”，防止过犹不及，做到得中而处，把握好事物发展的度 A．①② B．①③ C．②④ D．③④ 4．同学们结合身边的故事，围绕2025北京文化论坛“文化和科技融合发展”的主题展开热议。下面评价正确的是 A．①③
2026石景山二模,2026,二模,17,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,发展 | 哲学 | 哲学角度 | 实践 | 改革 | 矛盾 | 系统 | 联系 | 认识 | 辩证否定,paper | rubric_or_marking,no, 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 1~2分  水平1 应答与试题无关；或重复试题内容；或没有应答 0分  示例：本次立法实践看，最大的难点在于如何将长期以来“多元参与”的原则性表述，转化为主体明确、划分清晰的责任体系。这就要求运用辨证分合方法，针对不同主体的不同功能进行分析（2分）；再把不同主体责任统一成“权责清晰、衔接有序的保障网络”（2分）；分析是综合的基础，综合是分析的先导，应对养老立法最大难点的关键，就在于对分析与综合思维方法的辩证运用（2分）。 （3）正确使用1个哲学观点概括二者关系，可得1分；运用1个哲学观点进行正确分析，可得2-4分；能够在分析中，结合必修3相关内容做综合表达，可得5-6分。 可从联系、矛盾、实践与认识关系等角度回答。（7分） 等级水平 等 级 描 述 等级赋分  水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 6~7分  水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 3~5分  水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条
2026西城二模,2026,二模,16,philosophy_candidate,question_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,哲学 | 哲学与文化 | 实践 | 矛盾 | 认识,paper,no,C．②④ D．③④ 第二部分 本部分共5题，共55分。 16．（6分） 近年来，以“Becoming Chinese”为标签的网络热潮在海内外社交平台持续发酵。“Becoming Chinese”直译为“成为中国人”，但并非指国籍变更，而是全球青年主动体验、模仿并认同中式生活方式的表现。他们自发体验喝热水、练八段锦、节气起居与和睦共居的日常，在烟火气中感受中华文明崇尚和谐、顺应自然、身心兼顾的独特智慧。这些内容以朴素自然的方式在海外社交平台广泛传播，吸引众多外国民众开启中国之旅，以更加直观、深度的方式认识感知中国，形成真挚的跨文化共鸣。 结合材料，运用《哲学与文化》知识，分析中式生活方式为什么能跨越文化差异、引发全球青年广泛共鸣。 17．（6分） 【新闻报道】 数据显示，截至2026年4月初，我国约有机器人租赁企业15.3万家，其中2025年新增3.82万家，同比增长55.7%。机器人使用场景也出现明显变化，机器人租赁不再局限于表演和节庆活动，正逐步向门店服务、轻工业辅助等经营型场景延伸。 随着机器人品类和数量的增加，适配场景越来越多，机器人租赁价格逐步下降。人形机器人日租价格从2025年初的1~2万元下降到3000~5000元，机器狗不超过400元。机器人租赁服务已覆盖全国。 资料包 2021年12月
2026丰台二模,2026,二模,2,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,主要矛盾 | 主观能动性 | 发展 | 哲学 | 哲学角度 | 实践 | 意识 | 矛盾 | 系统 | 规律 | 部分,rubric_or_marking,yes,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\2026丰台区二模主观题阅卷细则(1).pptx status: pptx-text chars: 12813 ```text [slide 1] 2026丰台区二模主观题阅卷说明 ——思想政治 [slide 2] 文化角度： 1、审美意蕴 2、和合共生、天人合一等传统的生态智慧 哲学角度： 1、矛盾特殊性/具体问题具体分析 传承好湿地保护的中国传统智慧 维持生态系统的稳定和平衡 怎么想和 怎么做层次 4、正确价值观的导向作用（侧重生态价值观） 2、尊重规律与主观能动性相结合 3、联系观点/系统优化 回应路径： 治理思路和实践路径 对守护生态和守护文化根脉的作用 一、试题分析 [slide 3] 角度 | 每点3分（知识+材料论述+回扣设问） | 角度 | 每点3分（知识+材料论述+回扣设问） 哲学 | 价值观的导向作用/价值判断与价值选择（天人合一、顺应自然、人与自然和谐共生的思想观念等） 客观规律与发挥主观能动性相结合
2026丰台二模,2026,二模,3,philosophy_candidate,rubric_explicit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,两点论 | 主要矛盾 | 主观能动性 | 人民群众 | 价值判断 | 价值观 | 价值选择 | 发展 | 哲学 | 哲学角度 | 唯物辩证法 | 实践 | 意识 | 物质 | 矛盾 | 系统 | 联系 | 规律 | 认识 | 辩证法 | 部分 | 重点论,rubric_or_marking,yes,战略，开辟发展新领域新赛道，不断塑造发展新动能新优势。 从历史维度来看，关键核心技术“要不来、买不来、讨不来”，缺乏关键核心技术就会落后于人，唯有依靠独立自主、自立更生，才能提升国家综合实力与核心竞争力。 从实践维度看，科技自立自强是推动中国式现代化的重要支撑。要坚持系统思维、辩证思维，完善新型举国体制，发挥集中力量办大事的制度优势。完整准确全面贯彻新发展理念，以科技创新引领产业发展，推进高质量发展与高水平安全。 [slide 64] 拓展答案： 政治角度：党的领导、制度优势（集中力量办大事）、创新驱动发展、创新是引领发展的第一动力 哲学角度：主要矛盾、系统观念（系统优化）、联系、创新、生产力 现代化角度：中国式现代化、高质量发展、新质生产力、教育科技人才 国际与安全：国际竞争实质、关键核心技术自主可控、国家安全 逻辑学：超前思维 [slide 65] 水平四：9分 三、典型示例 [slide 66] 水平三：5分 没有清晰的阐释高水平科技自立自强与现代化强国的关系，主要指向如何推动科技创新 [slide 67] 1.存在空白卷，书写潦草，反映出学生作答时间分配不合理，速度慢、完卷率低。 2.部分学生有按照“是—为—怎”作答的意识，但作答无分段，逻辑混乱，堆砌知识，不成体
2026朝阳二模,2026,二模,7,philosophy_term_candidate,term_hit_needs_review,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,发展 | 整体 | 次要矛盾 | 矛盾,paper,yes,力 C．未来产业没有高质量发展，不是缘于监管过严，就是缘于完全放任自流 D．有些具有显著战略性、引领性、颠覆性和不确定性的前瞻性产业不是非未来产业 7．某中学创客社团的学生，将脑电波技术、人工智能与传统轮椅相结合，历时四年研发出智能智慧轮椅。该产品实现脑电操控，具备障碍提醒、跌倒报警、安全防护等功能，切实解决行动不便者的生活难题，入选全球十大科普创新成果。下列说法正确的是 A．历时四年持续改进，关注技术发展的过程，体现了创新思维的动态性特征 B．将先进技术与传统轮椅相结合，表明辩证思维的整体性并不排斥相对静态性 C．针对行动不便者的生活难题进行研发，运用矛盾分析法重点抓住和解决次要矛盾 D．突破传统轮椅功能局限，实现脑电操控，体现了创新思维的思路多向性与跨越性 8．在《北京市文明行为促进条例》施行五周年之际，全市1.3万余名人大代表再次行动。在胡同深处的“小院议事厅”、在社区广场的“联络点”，人大代表们既带着“法规管不管用”的问题查找短板，也以“身边人”的身份聆听大家对清朗网络空间、社会心理服务等方面的更高期盼。结合上述事实，下列说法正确的是 ①人大代表密切联系群众，推动立法与监督环节的民意贯通衔接 ②市人大常委会作为立法机关，以坚实的法治保障护航首都发展 ③从发挥制度优势到提升服务效能，保证国家机关高
2026海淀二模,2026,二模,4,philosophy_term_candidate,term_hit_needs_review,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,主要方面 | 主要矛盾 | 矛盾 | 联系 | 部分,paper,yes,墨梅这一独特的美学符号 A．是在思维具体中描摹了梅花的整体表象 B．由梅的特性隐喻人格之美，运用了类比推理方法 C．表明人们能够创造出自然界并不存在的艺术形象 D．在艺术创作实践中深化了对梅花自然属性的真理性认识 4．深圳湾公园是全球候鸟迁飞通道上的重要“补给站”和“中转站”。为防止干扰鸟类昼夜节律，该公园将园内部分道路灯光调暗，在主要出入口保留基础照明设施。对此，有市民认为“公园亮灯是城市文明的体现，调暗灯光为生态让路也是城市文明的体现”。下列说法正确的是 A．候鸟迁飞与公园照明之间的联系具有“人化”的特点 B．在候鸟迁飞期间，生态保护成为当前社会主要矛盾的主要方面 C．材料中市民的说法是对同一事物作出相反的论断，违反了矛盾律的要求 D．公园的做法遵循折中主义，实现“便民”与“护鸟”平衡 5．词元，是人工智能大模型处理信息的最小信息单元，具有可计量、可定价、可交易的特征。人们每一次向人工智能提问、使用人工智能生成内容，都是在调用词元。无论是用户的提问，还是输入的代码，只有这些数据被拆解成词元，人工智能才能分析运算。对此分析正确的是 A．“词元”与“人工智能大模型处理信息的最小信息单元”在外延上是交叉关系 B．“输入的代码”和“词元”是属种关系 C．“这些数据被拆解成词元”，此处“被拆解成”关系为非对称
2026顺义二模,2026,二模,11,philosophy_term_candidate,rubric_term_hit,base_no_local_match,TO_BE_PLACED_BY_SOURCE_REVIEW,new_2026_second_mock_candidate,两点论 | 主流 | 人民群众 | 价值判断 | 价值观 | 价值选择 | 发展 | 守正创新 | 实践 | 意识 | 矛盾 | 社会存在 | 社会意识 | 规律 | 认识 | 部分 | 重点论,rubric_or_marking,yes,\2026顺义二模\26顺义二模评标.doc status: word-com-doc-text chars: 6577 ```text 顺义区2026年高三统一测试参考答案（2026.5） 思想政治 第一部分 本部分共15题，每题3分，共45分。 1.D 2.D 3.C 4.B 5.B 6.C 7.B 8.A 9.C 10.A 11.D 12.B 13. A 14.A 15.C 第二部分 （8分）可从实践观点、人民主体、价值观、矛盾观、中华优秀传统文化等角度作答。 等级水平 等 级 描 述  水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰  水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理  水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差  水平1 应答与试题无关；或重复试题内容；或没有应答   【阅卷版】 思路一： 角度1---尊重多样性与弘扬主流价值：对立统一，守正创新 ①矛盾具有普遍性和特殊性，要坚
