question_id,year,district,exam_stage,question_no,ask_text,evidence_level,framework_entry_node,why_this_entry,ask_trigger,material_trigger,minimum_judgment_required,material_layering,legal_knowledge_triggered,rubric_atom_ids_matched,full_score_sentence_generated,complete_answer_generated,lost_points_if_any,reason_for_loss,module_boundary_risk,risk_of_empty_value_talk,risk_of_legal_exam_overanalysis,pass_status,patch_needed,patch_type,patch_suggestion,final_body_status,final_use_rule
CC0206_2025_西城_期末_19,2025,西城,期末,19,运用法律知识分析法院的判决。,formal,F3 定准法律入口：从六类候选中选,codes=CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用法律知识分析法院的判决。,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19．（8 分） 【案情回放】 “小爱同学，今天天气怎么样？ | ”“小爱同学，讲个故事”……随着M 公司2017 年7 月推出的“小爱 同学”智能语音设备后，“小爱同学”越来越多的参与到我们的生活中。 | 截至2020 年12 月，其月活跃用 户数达到8670 万人，累计唤醒约495 亿次。,消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0206_2025_西城_期末_19_01,19. （8 分） 根据反不正当竞争法，陈某在明知他人已经使用“小爱同学”唤醒词并有一定影响的 情况下，抢先注册，并发布引人误解的商业宣传信息，构成混淆及虚假宣传，属于不 正当竞争，违背了诚实信用原则。该案判决合理确定各方利益，规制了滥用权利的行 为，保护了科技创新型企业的品牌商誉，有利于促进新业态的发展，为数字经济发展 营造良好的法治化营商环境。 [page 4] 北京市西城区2024—2025 学年度第一学期期末试卷 高三思想政治答案及评分参考 第4页（共5页） 解析：结合材料描述侵权事实；引人误解/混淆/虚假,19. （8 分） 根据反不正当竞争法，陈某在明知他人已经使用“小爱同学”唤醒词并有一定影响的 情况下，抢先注册，并发布引人误解的商业宣传信息，构成混淆及虚假宣传，属于不 正当竞争，违背了诚实信用原则。该案判决合理确定各方利益，规制了滥用权利的行 为，保护了科技创新型企业的品牌商誉，有利于促进新业态的发展，为数字经济发展 营造良好的法治化营商环境。 [page 4] 北京市西城区2024—2025 学年度第一学期期末试卷 高三思想政治答案及评分参考 第4页（共5页） 解析：结合材料描述侵权事实；引人误解/混淆/虚假宣传；属于不正当竞争/违反反不正 当竞争法 ； 违背了诚实信用原则 /商业道德； 该案判决保护了~或规范了~ 有利于新业态/新经济/数字经济发展/创新/，维护市场秩序/营商环境,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0213_2025_门头沟_一模_20,2025,门头沟,一模,20,,formal,F3 定准法律入口：从六类候选中选,codes=CB02;CB03;CB04；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。 | 请结合以下案例，参照所给出完成下表。 | 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡,R_CC0213_2025_门头沟_一模_20_M17_01 ; R_CC0213_2025_门头沟_一模_20_M17_02 ; R_CC0213_2025_门头沟_一模_20_M17_03 ; R_CC0213_2025_门头沟_一模_20_M17_04,裁判结果：驳回或不支持孙某诉讼请求，1分。；裁判结果：甲公司无需支付赔偿金，1分。,裁判结果：驳回或不支持孙某诉讼请求，1分。。裁判结果：甲公司无需支付赔偿金，1分。。裁判理由：根据劳动合同法，订立劳动合同应遵循诚实信用原则，1分。。裁判理由：孙某违反诚实信用原则、劳动者基本职业道德或侵犯甲公司知情权，1分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0214_2025_门头沟_一模_20_2,2025,门头沟,一模,20,,formal,F3 定准法律入口：从六类候选中选,codes=CB02;CB03;CB04；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,劳动/用工事实；合同/责任事实；消费/IP/竞争事实,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20（2）裁判理由共4分。 | ①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分； | /根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡,R_CC0214_2025_门头沟_一模_20_2_01 ; R_CC0214_2025_门头沟_一模_20_2_02 ; R_CC0214_2025_门头沟_一模_20_2_03 ; R_CC0214_2025_门头沟_一模_20_2_04,20（2）裁判理由共4分。；①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。,20（2）裁判理由共4分。。①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。。②违反诚实信用原则/违反劳动者基本的职业道德/侵犯了甲公司知情权（1分）。③甲公司在违背真实的意思的情况与其签订合同/写出不是甲公司真实的意愿/劳动合同无效即可得（1分）,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,medium,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0218_2025_顺义_一模_16,2025,顺义,一模,16,运用联系是普遍的，要求我们用联系的观点看问题的知识来分析说明措施。,formal,F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,运用联系是普遍的，要求我们用联系的观点看问题的知识来分析说明措施。,意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,16．①要推动中华优秀传统文化创造性转化与创新性发展。 | 3D 建模、动态水墨、粒子特效等技术手段， 让传统文化以符合当代审美的方式“活起来”。 | ②要坚持辩证否定观，既要克服旧事物中消极、过时的内容，又要保留其中积极合理的因素，自己否定自 己，自己发展自己。,意义/价值收束任务,R_CC0218_2025_顺义_一模_16_01 ; R_CC0218_2025_顺义_一模_16_02 ; R_CC0218_2025_顺义_一模_16_03 ; R_CC0218_2025_顺义_一模_16_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,low,FAIL,yes,必修三化,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0223_2025_顺义_一模_19,2025,顺义,一模,19,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。,formal,F6 价值收束必须从法律规则推出 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,codes=CB01;CB08;CB09；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用法治知识，设问指向是阐释定分止争的价值，运用 《法律与生活》的知识进行说明。,合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19．(1)案例1 通过法院调解解决纠纷。 | 案例2 通过行政裁决和行政诉讼解决纠纷。 | (2)①有利于明确权利边界。,法理依据与现实意义分层 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,R_CC0223_2025_顺义_一模_19_M17_01 ; R_CC0223_2025_顺义_一模_19_M17_02 ; R_CC0223_2025_顺义_一模_19_M17_03 ; R_CC0223_2025_顺义_一模_19_M17_04,案例1解决纠纷方式：法院坚持诉讼调解实现邻里和谐、实质化解纠纷，1分。；案例1理由：通道属于建筑物共有部分，应合理限度恰当使用；堆放垃圾杂物影响通行并违反民法典相邻权规定，1分。,案例1解决纠纷方式：法院坚持诉讼调解实现邻里和谐、实质化解纠纷，1分。。案例1理由：通道属于建筑物共有部分，应合理限度恰当使用；堆放垃圾杂物影响通行并违反民法典相邻权规定，1分。。案例1要求：相邻各方按有利生产、方便生活、团结互助、公平合理原则正确处理相邻关系，1分。。材料二价值：民事主体行使权利不得超过正当界限，不得损害国家、社会和他人合法权益。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,综合,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0229_2026_东城_一模_18,2026,东城,一模,18,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,formal,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,专利权归属纠纷；诉讼调解；植物新品种权侵权；惩罚性赔偿；恶意诉讼；驳回并谴责,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18．（8 分）人民法院以司法之力守护“向新力”。 | 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。 | 对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。,知识产权保护；诉讼调解；惩罚性赔偿；诚信原则；权利行使界限；司法秩序,R_CC0229_2026_东城_一模_18_01 ; R_CC0229_2026_东城_一模_18_02 ; R_CC0229_2026_东城_一模_18_03 ; R_CC0229_2026_东城_一模_18_04 ; R_CC0229_2026_东城_一模_18_05 ; R_CC0229_2026_东城_一模_18_06 ; R_CC0229_2026_东城_一模_18_07 ; R_CC0229_2026_东城_一模_18_08,法院依法保护知识产权，通过诉讼调解化解专利权归属纠纷，对植物新品种权侵权适用惩罚性赔偿，并驳回、谴责恶意诉讼，从而守护创新活力。,见 boundary-patched Markdown 中 CC0229 正文示范。,可能丢失部分细则闭合、低频题源或正式评分依据。,已完成边界恢复修补。,选必二,high,medium,PASS,no,已修复,作为开放容器低频题源记录；回源补证后再决定是否新增/拆分 code，不凭单题扩核心。,正文示范（边界恢复）,可作知识产权司法保护/诉讼调解/惩罚性赔偿/恶意诉讼样本
CC0238_2026_东城_二模_19,2026,东城,二模,19,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。,formal,F3 定准法律入口：从六类候选中选 + F2 把材料事实翻译成法律事实,codes=CB02;CB03;CB04;CB06;CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19．（8分）法治是最好的营商环境。 | 大健康产业蓬勃发展，需要企业规范深耕。 | 甲公司开拓新领域，打造“中药＋餐饮＋健康检测”一站式新型养生空间。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡 ; 原名术语与主体身份精度 ; 消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0238_2026_东城_二模_19_M17_01 ; R_CC0238_2026_东城_二模_19_M17_02 ; R_CC0238_2026_东城_二模_19_M17_03 ; R_CC0238_2026_东城_二模_19_M17_04,乙公司以商业诋毁获取竞争优势，2分；构成不正当竞争或违背诚信原则可替代1分。；乙公司未全面履行合同，构成违约，1分。,乙公司以商业诋毁获取竞争优势，2分；构成不正当竞争或违背诚信原则可替代1分。。乙公司未全面履行合同，构成违约，1分。。乙公司应承担赔偿损失等违约责任，为必出点1分。。张某未遵守或违反劳动纪律与职业道德，2分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0240_2026_东城_二模_21,2026,东城,二模,21,,formal,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,设问抽取不完整，需回源,劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,21.(7分) 可从中国共产党的领导、人民立场、政府的经济职能、高质量发展、辩证思维等角度作答。 | ✧1935年4月，中央红军在简陋的花江铁索桥死守三天三夜； | 2025年9月，“横竖都是世界第一”的花江峡谷大桥正式通车。,劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,R_CC0240_2026_东城_二模_21_01 ; R_CC0240_2026_东城_二模_21_02 ; R_CC0240_2026_东城_二模_21_03 ; R_CC0240_2026_东城_二模_21_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,必修三化,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0244_2026_东城_期中_18,2026,东城,期中,18,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。,formal,F4 把定性落成责任、效果或裁判理由 + F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,codes=CB05;CB06;CB08;CB09；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18. 无人机起飞如何系好“安全带”? | 陈某向店主刘某发送邮件：“急需购买A 型号无人机一台。 | ”刘某回复：“全新 原装，15000 元。,合同层次与责任路径定性 ; 原名术语与主体身份精度 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,R_CC0244_2026_东城_期中_18_01 ; R_CC0244_2026_东城_期中_18_02 ; R_CC0244_2026_东城_期中_18_03 ; R_CC0244_2026_东城_期中_18_04,"18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。 陈某要求刘某赔偿，双方协商未果。；（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分)","18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。 陈某要求刘某赔偿，双方协商未果。。（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分)。（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作?（4分） 要约 实质性变更，新要约 承诺 主体适格+意思表示真实+形式内容合法→合同有效 【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 要件/侵犯XX权利 → 侵权责任 要约+承诺→合同成立 [slide 50] 第一层：违约 【违约角度：合同成立+合同有效+存在违约行为 → 承担违约责任 共4分】 陈某与刘某之间通过要约与承诺达成一致意思表示，合同成立/",未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0245_2026_东城_期中_18_2,2026,东城,期中,18,,formal,F5 程序救济单独成步：路径、证据、选择 + F2 把材料事实翻译成法律事实,codes=CB08;CB10；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,合同/责任事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18（2）维权成功需要做好充分准备和策略选择。 | 你认为陈某需要做好哪些工作？ | 维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高,具体救济与程序路径 ; 材料事实转译为法律语言,R_CC0245_2026_东城_期中_18_2_01 ; R_CC0245_2026_东城_期中_18_2_02 ; R_CC0245_2026_东城_期中_18_2_03 ; R_CC0245_2026_东城_期中_18_2_04,18（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作？ 维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高效解决争议； 若不愿调解或调解不成，可考虑诉讼。如果决定向人民法院提起诉讼。需准备起诉状、原被告身份信息、熟悉诉讼流程、注意诉讼三年时效等） | 依法收集证据及类型2分 （无解释不具体1分） 可向相关部门提交固定证据，证明交易存在的合同、订单证据，如转账、邮件记录等电,18（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作？ 维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高效解决争议； 若不愿调解或调解不成，可考虑诉讼。如果决定向人民法院提起诉讼。需准备起诉状、原被告身份信息、熟悉诉讼流程、注意诉讼三年时效等） | 依法收集证据及类型2分 （无解释不具体1分） 可向相关部门提交固定证据，证明交易存在的合同、订单证据，如转账、邮件记录等电子证据；证明无人机问题故障与手臂受伤损害事实、相关经济损失有直接因果关系的物证等 明确权利和义务，诉求合理，2分 （无解释不具体1分） 陈某应主动明确相关法律依据，可通过查询法律法规、咨询专业法律人士或利用法律援助服务等途径，厘清自身权利义务/主张违约责任或侵权责任，退还无人机购置费，赔偿医疗费、误工费、损失费等经济损失/或者不告不理原则。 三个角度可选择， 两个角度充分4分 三个角度不充分4分。 | | [slide 57] 三个角度 4分 优秀卷 [slide 58] 优秀卷 两个角度充分 4分 [slide ,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0250_2026_丰台_一模_19,2026,丰台,一模,19,,formal,F2 把材料事实翻译成法律事实 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,设问抽取不完整，需回源,意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19.（8分） 中国秉持人类命运共同体的理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，做全球发展的贡献者。 | 中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，坚持合作共赢，致力于扩大同各国利益的汇合点。 | 中国坚持共商共建共享的全球治理观，在消除贫困、教育普及和卫生健康等领域成就举世瞩目，生动彰显了中国在可持续发展征程中谱写的辉煌篇章，也集中展现了中国对可持续发展作出的积极贡献，,意义/价值收束任务,R_CC0250_2026_丰台_一模_19_01 ; R_CC0250_2026_丰台_一模_19_02 ; R_CC0250_2026_丰台_一模_19_03 ; R_CC0250_2026_丰台_一模_19_04,不生成选必二法律满分句。,本题主干为人类命运共同体/2030议程/可持续发展，不是法律主观题。,可能丢失部分细则闭合、低频题源或正式评分依据。,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,选必二,high,low,EXCLUDED,no,非法律题剔除,从开放容器和最终满分句库删除。,剔除，不进入法律正文,只作入口闸门反例：不能因复练页出现法律板块就恢复
CC0251_2026_丰台_一模_20,2026,丰台,一模,20,运用所学知识展开论述；逻辑严密，条理清晰 水平3 | 观点比较明确，能表达自己的见解；能扣住观点展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 | 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 | 应答与试题无关；或重复试题内容；或没有应答,formal,F6 价值收束必须从法律规则推出,codes=CB01；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用所学知识展开论述；逻辑严密，条理清晰 水平3 | 观点比较明确，能表达自己的见解；能扣住观点展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 | 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 | 应答与试题无关；或重复试题内容；或没有应答,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。 | 根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。 | 被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。,法理依据与现实意义分层,R_CC0251_2026_丰台_一模_20_01 ; R_CC0251_2026_丰台_一模_20_02 ; R_CC0251_2026_丰台_一模_20_03 ; R_CC0251_2026_丰台_一模_20_04,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。 [slide 52] 三、典型示例 8分 [slide 53]。7.5分 [slide 54] [slide 55] 四、学生问题及建议 学生问题:。1.模块基本运用准确，但法理依据和现实意义揉在一起作答，思路混乱。。2.背诵模版，从维护个体权益到法治社会、法治政府、法治国家建设、再到社会稳定与公序良俗，没有围绕题意作答 。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0254_2026_丰台_二模_18,2026,丰台,二模,18,运用《法律与生活》知识，谈谈你对这句话的理解。,formal,F6 价值收束必须从法律规则推出 + F4 把定性落成责任、效果或裁判理由 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,codes=CB01;CB05;CB08;CB09；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用《法律与生活》知识，谈谈你对这句话的理解。,劳动/用工事实；合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18.（8分） 该案的成功调解坚持了法治与德治相结合的原则。 | （1分）该案以法理定分止争，依据《民法典》，确定李某应承担无过错侵权责任，依法维护张某的合法权益。 | （3分） 同时，引入《生态环境法典》的核心原则和立法理念，将矛盾化解与生态修复同步推进，彰显法律的刚性；,法理依据与现实意义分层 ; 合同层次与责任路径定性 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,R_CC0254_2026_丰台_二模_18_01 ; R_CC0254_2026_丰台_二模_18_02 ; R_CC0254_2026_丰台_二模_18_03 ; R_CC0254_2026_丰台_二模_18_04,1.答案未指向问题，答案不聚焦，按照某类主观题模板机械化作答，从司法机关的权力到案件的法理依据写到现实意义，并非辩证思考回答法律的规范作用与道德的教化层面。；2.分辨不清过错推定与无过错责任，同样是动物（动物园动物伤人与家庭饲养动物的侵权案件的区分）,1.答案未指向问题，答案不聚焦，按照某类主观题模板机械化作答，从司法机关的权力到案件的法理依据写到现实意义，并非辩证思考回答法律的规范作用与道德的教化层面。。2.分辨不清过错推定与无过错责任，同样是动物（动物园动物伤人与家庭饲养动物的侵权案件的区分）。3.学生答题逻辑不清晰，思维跳脱，一个观点反复阐述，不能进行有层次的思考与论证，法治与德治的统一可以呈现但并未结合材料展开详细表述。。4.模块错误，少部分作答写的哲学模块/政治与法治,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
