trigger_id,question_id,year,district,exam_stage,question_no,pass_status,material_trigger,material_layering,legal_knowledge_triggered,framework_entry_node,use_condition,risk
MT_036,CC0195_2025_西城_一模_20,2025,西城,一模,20,PASS,劳动/用工事实；合同/责任事实；意义/价值收束任务,20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订 集体合同，可以确保双方协商一致，更加公平、平等自愿。 | 更好地保护劳动者合法权益，促进广大劳 动者特别是低薪劳动者群体实现体面劳动，实现社会公平。 | 促进企业依法规范用工，构建和谐劳动关 系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_037,CC0200_2025_西城_二模_18,2025,西城,二模,18,PASS,劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,18.（8 分） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达45 万余元。 | 家长：我们发现之后，先跟主播沟通，有几位主播退了一部分钱，总计5 万余元。 | 后与平台客服沟通， 想要回其余40 万余元的打赏款，遭到拒绝。,原名术语与主体身份精度,F2 把材料事实翻译成法律事实,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_038,CC0206_2025_西城_期末_19,2025,西城,期末,19,PASS,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,19．（8 分） 【案情回放】 “小爱同学，今天天气怎么样？ | ”“小爱同学，讲个故事”……随着M 公司2017 年7 月推出的“小爱 同学”智能语音设备后，“小爱同学”越来越多的参与到我们的生活中。 | 截至2020 年12 月，其月活跃用 户数达到8670 万人，累计唤醒约495 亿次。,消费/知识产权/竞争秩序的行为-赔偿-价值链,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_039,CC0213_2025_门头沟_一模_20,2025,门头沟,一模,20,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。 | 请结合以下案例，参照所给出完成下表。 | 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_040,CC0214_2025_门头沟_一模_20_2,2025,门头沟,一模,20,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实,20（2）裁判理由共4分。 | ①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分； | /根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_041,CC0218_2025_顺义_一模_16,2025,顺义,一模,16,FAIL,意义/价值收束任务,16．①要推动中华优秀传统文化创造性转化与创新性发展。 | 3D 建模、动态水墨、粒子特效等技术手段， 让传统文化以符合当代审美的方式“活起来”。 | ②要坚持辩证否定观，既要克服旧事物中消极、过时的内容，又要保留其中积极合理的因素，自己否定自 己，自己发展自己。,意义/价值收束任务,F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_042,CC0223_2025_顺义_一模_19,2025,顺义,一模,19,PASS,合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,19．(1)案例1 通过法院调解解决纠纷。 | 案例2 通过行政裁决和行政诉讼解决纠纷。 | (2)①有利于明确权利边界。,法理依据与现实意义分层 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,F6 价值收束必须从法律规则推出 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_043,CC0229_2026_东城_一模_18,2026,东城,一模,18,PARTIAL,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,18．（8 分）人民法院以司法之力守护“向新力”。 | 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。 | 对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。
MT_044,CC0238_2026_东城_二模_19,2026,东城,二模,19,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,19．（8分）法治是最好的营商环境。 | 大健康产业蓬勃发展，需要企业规范深耕。 | 甲公司开拓新领域，打造“中药＋餐饮＋健康检测”一站式新型养生空间。,平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡 ; 原名术语与主体身份精度 ; 消费/知识产权/竞争秩序的行为-赔偿-价值链,F3 定准法律入口：从六类候选中选 + F2 把材料事实翻译成法律事实,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_045,CC0240_2026_东城_二模_21,2026,东城,二模,21,FAIL,劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,21.(7分) 可从中国共产党的领导、人民立场、政府的经济职能、高质量发展、辩证思维等角度作答。 | ✧1935年4月，中央红军在简陋的花江铁索桥死守三天三夜； | 2025年9月，“横竖都是世界第一”的花江峡谷大桥正式通车。,劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_046,CC0244_2026_东城_期中_18,2026,东城,期中,18,PASS,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,18. 无人机起飞如何系好“安全带”? | 陈某向店主刘某发送邮件：“急需购买A 型号无人机一台。 | ”刘某回复：“全新 原装，15000 元。,合同层次与责任路径定性 ; 原名术语与主体身份精度 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,F4 把定性落成责任、效果或裁判理由 + F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_047,CC0245_2026_东城_期中_18_2,2026,东城,期中,18,PASS,合同/责任事实；程序/证据事实；意义/价值收束任务,18（2）维权成功需要做好充分准备和策略选择。 | 你认为陈某需要做好哪些工作？ | 维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高,具体救济与程序路径 ; 材料事实转译为法律语言,F5 程序救济单独成步：路径、证据、选择 + F2 把材料事实翻译成法律事实,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_048,CC0250_2026_丰台_一模_19,2026,丰台,一模,19,PARTIAL,意义/价值收束任务,19.（8分） 中国秉持人类命运共同体的理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，做全球发展的贡献者。 | 中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，坚持合作共赢，致力于扩大同各国利益的汇合点。 | 中国坚持共商共建共享的全球治理观，在消除贫困、教育普及和卫生健康等领域成就举世瞩目，生动彰显了中国在可持续发展征程中谱写的辉煌篇章，也集中展现了中国对可持续发展作出的积极贡献，,意义/价值收束任务,F2 把材料事实翻译成法律事实 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。
MT_049,CC0251_2026_丰台_一模_20,2026,丰台,一模,20,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。 | 根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。 | 被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。,法理依据与现实意义分层,F6 价值收束必须从法律规则推出,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_050,CC0254_2026_丰台_二模_18,2026,丰台,二模,18,PASS,劳动/用工事实；合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,18.（8分） 该案的成功调解坚持了法治与德治相结合的原则。 | （1分）该案以法理定分止争，依据《民法典》，确定李某应承担无过错侵权责任，依法维护张某的合法权益。 | （3分） 同时，引入《生态环境法典》的核心原则和立法理念，将矛盾化解与生态修复同步推进，彰显法律的刚性；,法理依据与现实意义分层 ; 合同层次与责任路径定性 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,F6 价值收束必须从法律规则推出 + F4 把定性落成责任、效果或裁判理由 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_051,CC0259_2026_丰台_期中_19,2026,丰台,期中,19,FAIL,合同/责任事实；意义/价值收束任务,19．（6分）遗赠扶养协议纠纷案宣判。 | 【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照 看关心曹某，每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生 活补助及慰问生活用品等，养老至 | 曹某现有的动产和不动产在曹某寿终后， 产权移交某居委会。,合同/责任事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_052,CC0276_2026_房山_二模_17,2026,房山,二模,17,PARTIAL,劳动/用工事实；程序/证据事实；意义/价值收束任务,17.（8 分） 完善涉外法律法规体系，出台外商投资法及其实施条例，平等保护内外资企业合法权益； | 创新涉外司 法实践，公正司法，创造性适用“活扣押”等措施，提升司法公信力； | 打造“调解、仲裁、诉讼”衔 接的一站式线上多元纠纷解决平台，高效率实现公平正义；,劳动/用工事实；程序/证据事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。
MT_053,CC0277_2026_房山_二模_18,2026,房山,二模,18,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实,18.（1）（7 分）法律边界及应对措施 风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯 该公司的名誉权。 | 应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业秘密泄露。 | 应完善保密措施，与平台签 订保密合同 风险3：数字员工设计的图案直接用作商业用途，可能会侵犯他人的著作权。,消费/知识产权/竞争秩序的行为-赔偿-价值链,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_054,CC0283_2026_朝阳_一模_18,2026,朝阳,一模,18,PASS,合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,18. 【答案】①坚持调解优先，促进合作共赢。 | 人民法院通过调解方式化解知识产权纠纷，平衡各方利 益，减少诉讼对创新活动的干扰，让科研人员安心创新，促进创新成果转化运用。 | ②坚持严格保护，加大 惩戒力度。,消费/知识产权/竞争秩序的行为-赔偿-价值链 ; 具体救济与程序路径 ; 相邻关系与民法原则锚句,F3 定准法律入口：从六类候选中选 + F5 程序救济单独成步：路径、证据、选择,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_055,CC0289_2026_朝阳_二模_18,2026,朝阳,二模,18,PASS,合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。 | 从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。 | 【设问要素】 任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置,具体救济与程序路径 ; 相邻关系与民法原则锚句,F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_056,CC0294_2026_朝阳_二模_20_2,2026,朝阳,二模,20,FAIL,劳动/用工事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,20（2）结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。 | （6分） 角度1：符合共同利益： 可以代替的关键词——时代主题等 超越民族国家本位，维护全人类共同利益。 | 该理念在尊重国家主权的前提下，强调全人类立场，为协调国家利益与全球共同利益提供了价值指引。,劳动/用工事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_057,CC0305_2026_海淀_一模_18,2026,海淀,一模,18,FAIL,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,18.（15 分） （1）全国居民人均服务性消费支出总体上升，服务性消费占比不断提高，居民消费结构优化。 | （2 分） （2）提振消费，扩大内需，拉动经济增长，增强国内大循环的内生动力； | 引导和带动服务业以及相 关产业发展，推动产业结构优化，推动供给侧结构性改革；,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_058,CC0311_2026_海淀_二模_18,2026,海淀,二模,18,PARTIAL,劳动/用工事实；消费/IP/竞争事实；相邻/民法原则事实；意义/价值收束任务,18.（14分） （1）团队在市场调研中，运用分析与综合的思维方法，分别调查花农、批发商和电商三方的差异化需求，在具体分析各群体需求偏好的基础上，将调研结果整合为系统的育种指标 | 团队运用联想思维，将云南的自然特点与降低成本目标联结起来，并提出新假设，提出自主育种的新方案，打破照搬国外模式的传统思路。 | 团队自主育种的过程，体现了科学思维追求认识的客观性，坚持从实际出发，对品种选育效果作出合乎逻辑的推断，并借助市场测试实践加以检验，在实践探索中实现自主创新。,劳动/用工事实；消费/IP/竞争事实；相邻/民法原则事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。
MT_059,CC0317_2026_海淀_期中_18,2026,海淀,期中,18,PASS,合同/责任事实；相邻/民法原则事实；意义/价值收束任务,18.(12 分) (1) 该合同条款无效。 | 该合同条款是住房租赁企业为了重复使用而预先拟定，并在订立合同时 未与对方协商的条款，属于格式条款。 | 民法典规定，采用格式条款订立合同的，提供格式条款 的一方应当遵循公平原则确定当事人之间的权利和义务。,合同层次与责任路径定性,F4 把定性落成责任、效果或裁判理由,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_060,CC0318_2026_海淀_期中_18_2,2026,海淀,期中,18,PARTIAL,合同/责任事实；意义/价值收束任务,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷； | 引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序； | 明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。,合同/责任事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。
MT_061,CC0319_2026_海淀_期中_19,2026,海淀,期中,19,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,19.(7 分) 根据反不正当竞争法规定，不正当竞争行为是指经营者在生产经营活动中，扰乱市场竞争秩序， 损害其他经营者或者消费者的合法权益的行为。 | 郑某利用技术手段，为用户提供不正当抢票优 势，破坏平台的购票规则，干扰、妨碍平台售票业务的正常开展，损害了甲公司的信誉以及其 他合法权益，构成不正当竞争，应当承担侵权责任。 | 同时郑某的行为仅为少数消费者用户提供 了便利，损害了消费者的合法权益和长远利益，有违经营者公认的商业道德，不符合社会主义 核心价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩,消费/知识产权/竞争秩序的行为-赔偿-价值链,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_062,CC0325_2026_石景山_一模_18,2026,石景山,一模,18,PASS,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,18．（8 分） 证据是打官司决胜负的关键砝码。 | 根据我国法律关于举证责任分配的相关规定，在诉讼中，如果负有 举证责任的一方不能提供充分证据，将承担其主张不能成立的法律后果。 | 案件一 被告人朱某、宁某未经著作权人、注册商标权利人同意，生产、销售假冒泡泡玛特公司“温度”系列、 “夜之城”系列玩具产品，经营额达100 余万元。,合同层次与责任路径定性 ; 具体救济与程序路径,F4 把定性落成责任、效果或裁判理由 + F5 程序救济单独成步：路径、证据、选择,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_063,CC0332_2026_石景山_二模_19,2026,石景山,二模,19,PARTIAL,相邻/民法原则事实；意义/价值收束任务,19．（8分） 2026年1月1日，新修订的《中华人民共和国治安管理处罚法》正式施行，首次将校园欺凌纳入治安管理处罚范畴，明确以殴打、侮辱、恐吓等方式实施学生欺凌的，公安机关可 | “他还是个孩子”，不再是校园欺凌的挡箭牌。 | 本次修订打破了“未成年人违法不拘留”的惯例，规定已满14周岁不满16周岁的未成年人，一年内两次以上违反治安管理的，依法执行行政拘留；,相邻/民法原则事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。
MT_064,CC0340_2026_西城_一模_17,2026,西城,一模,17,PASS,合同/责任事实；相邻/民法原则事实；意义/价值收束任务,17．（8分）良好生态环境是最公平的公共产品，是最普惠的民生福祉。 | 【民法典物权编】 第286条： 业主应当遵守法律、法规以及管理规约，相关行为应当符合节约资源、保护生态环境的要求。 | 对于物业服务企业或者其他管理人执行政府依法实施的应急处置措施和其他管理措施，业主应当依法予以配合。,相邻关系与民法原则锚句,F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_065,CC0353_2026_西城_期中_17,2026,西城,期中,17,PARTIAL,合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,17．法院判决B 公司构成不正当竞争并赔偿损失是正确的，因为B 公司的行为违反了《中华 人民共和国反不正当竞争法》和《中华人民共和国未成年人保护法》的相关规定，损害 了T 公司 | 法院判决以事实为依据，以法律为准绳，彰显了司法公正，维护了市场竞争秩序 和未成年人合法权益。,合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。
MT_066,CC0358_2026_通州_一模_17,2026,通州,一模,17,FAIL,劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,"17.(2） 作为引领新一轮科技革命和产业变革的战略性技术，人工智能正悄然改变着人类的生产生活方式。 | 材料一 生活消费﹣-AI点亮""烟火气"" 从AI辅助点餐订外卖等日常便利，到智能调节的家用按摩设备； | 从通过大模型实现""量体裁衣""式的 个性化穿搭推荐与虚拟试衣，到担任家庭管家、提供养老陪护的具身智能机器人﹣人工智能融入生 活消费的各种场景，让寻常生活的烟火气添上了智能、便捷与",劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_067,CC0363_2026_通州_期中_19,2026,通州,期中,19,FAIL,合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,19. 【案件事实】 某小区3 号楼2 单元全体业主一致签字同意增设电梯，并于小区主要出入口张贴意见征集单、公示、 承诺及图纸等相关材料，公示期间未收到异议。 | 随后，该项目取得了主管部门的审批手续并正式开工。 | 居 住于相邻楼的业主范某认为，电梯安装位置影响其采光，侵犯其合法权益，遂多次在现场阻碍施工，导致 项目停工。,合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_068,CC0364_2026_通州_期中_19_1,2026,通州,期中,19,PASS,相邻/民法原则事实；意义/价值收束任务,19（1）细则 一、法理依据3分 依据《中华人民共和国民法典》规定（1分，写按照法律不给分），不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相 | （2分，写应当为相邻方提供便利或不侵害相邻方合法权益给1分）没写出以上内容，写出法院判决以事实为根据，以法律为准绳，给1分，与前面不重复给。 | 二、事实分析2分 业主角度：2分 范某角度：1分，但不与业主角度重复给分 三、判决意义3分 业主合法权益1分，其他共性意义两点2分（核心观、和谐邻里关系） 四、原卷答案： 法院,法理依据与现实意义分层 ; 原名术语与主体身份精度 ; 相邻关系与民法原则锚句,F6 价值收束必须从法律规则推出 + F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选,材料出现相同事实类型时可迁移,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。
MT_069,CC0373_2026_顺义_一模_17,2026,顺义,一模,17,FAIL,劳动/用工事实；合同/责任事实；意义/价值收束任务,17、阅卷细则： （总）首都都市圈建设从编制规划到实施，彰显了我国中国特色社会主义制度的显著优势。 | [slide 4] 18题评分细则 主体1闫某 ①表态：闫某能获得法院支持。 | （1分） ②法律依据：根据劳动法规定：“劳动者享有平等就业和选择职业的权利，不因民族、种族、性别、宗教信仰等不同而受歧视。,劳动/用工事实；合同/责任事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
MT_070,CC0380_2026_顺义_二模_18,2026,顺义,二模,18,FAIL,劳动/用工事实；合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,18.（14分） （1）（6分）结论一“企业前后说法自相矛盾”的观点是正确的，因为在同一时间、从同一方面、对同一对象所形成的论断，“A”和它的否定论断“非A”不能同真，其中必有 | 但是认为“车企前后两个判断相互冲突，违反思维的确定性要求”是错误的，应是违法思维的一致性要求。 | 结论二“企业没有坚持实事求是”的观点是正确的，科学思维追求认识的客观性，必须从实际出发，如实地反映客观对象。,劳动/用工事实；合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,仅作开放容器/边界识别参考,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。
