sentence_id,question_id,framework_entry_node,evidence_level,pass_status,sentence_pattern,must_have_keywords,source_rubric_atom_ids,use_condition,forbidden_scene
FS_BP_022,CC0162_2025_海淀_一模_18,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,reference_only,OPEN_OR_REFERENCE,小黄与主题乐园签订的格式合同意思表示真实，条款符合公平原则，合同有效。；小黄利用审查漏洞不当获利，违反合同约定，违背诚信原则。,条款符合公平原则；合同有效；合同；公平原则；公平；小黄利用审查漏洞不当获利；违反合同约定；违背诚信原则；诚信原则；法院判决保护主题乐园合法权益；有利于营造公平公正市场环境；市场环境；合法权益,R_CC0162_2025_海淀_一模_18_M17_01 ; R_CC0162_2025_海淀_一模_18_M17_02 ; R_CC0162_2025_海淀_一模_18_M17_03 ; R_CC0162_2025_海淀_一模_18_M17_04,开放/弱证据或综合边界题：只能作迁移参照，不能单独支撑核心框架节点。,不得宣称满分闭环；不得把综合/必修三角度写成选必二核心。
FS_BP_023,CC0180_2025_海淀_期末_20,F4 把定性落成责任、效果或裁判理由,formal,PASS,第十九条案例：生产者产品责任是无过错侵权责任，法理解释2分。；第十九条案例：从消费者权利、安全消费权角度展开解释可替代得分。,法理解释2分；侵权；第十九条案例：从消费者权利；安全消费权角度展开解释可替代得分；1分；合法权益；维护秩序；保障生命财产安全等；若通篇没有无过错侵权责任；不能得满分；把烈性犬案例写成过错推定；法理部分不给分,R_CC0180_2025_海淀_期末_20_M17_01 ; R_CC0180_2025_海淀_期末_20_M17_02 ; R_CC0180_2025_海淀_期末_20_M17_03 ; R_CC0180_2025_海淀_期末_20_M17_04 ; R_CC0180_2025_海淀_期末_20_M17_05 ; R_CC0180_2025_海淀_期末_20_M17_06,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_024,CC0181_2025_海淀_期末_21,F6 价值收束必须从法律规则推出 + F3 定准法律入口：从六类候选中选,formal,PASS,规范竞业限制的意义：有利于企业商业秘密保护、保护知识产权、推动社会创新，任意两条给2分。；限制竞业限制的意义：保护劳动者基本劳动权利或有利于人才资源合理配置，2分。,保护知识产权；推动社会创新；任意两条给2分；竞业限制；知识产权；2分；维护市场公平竞争等可替代1分；公平；公平竞争；合法权益；泄露商业秘密或违反协议；应承担违约责任；1分；案例二分析：刘某为普通员工；并非负有保密义务人员；竞业限制协议违法无效,R_CC0181_2025_海淀_期末_21_M17_01 ; R_CC0181_2025_海淀_期末_21_M17_02 ; R_CC0181_2025_海淀_期末_21_M17_03 ; R_CC0181_2025_海淀_期末_21_M17_04 ; R_CC0181_2025_海淀_期末_21_M17_05,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_025,CC0189_2025_石景山_一模_20,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,formal,PASS_RECOVERED,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据；①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 采点赋分。 对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 答非所问、回答错误或没有应答，0分。 事实依据,①根据民法典规定；守约方可以要求违约方承担违约责任；采点赋分；对应案件一；依据民法典；准确分析法理依据和事实依据；准确分析其中一方面得2分；准确分析两方面得4分；结合案件二；根据反不正当竞争法；阐释作用；准确回答一点得2分；准确回答两点得4分；答非所问；回答错误或没有应答；0分；事实依据；民法典,R_CC0189_2025_石景山_一模_20_01 ; R_CC0189_2025_石景山_一模_20_02 ; R_CC0189_2025_石景山_一模_20_03 ; R_CC0189_2025_石景山_一模_20_04,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_026,CC0195_2025_西城_一模_20,F3 定准法律入口：从六类候选中选,formal,PASS,20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合法权益，促进广大劳动者特别是低薪劳动者群体实现体面劳动，实现社会公平。促进企业依法规范用工，构建和谐劳动关系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。 【细则】 公平角度：4分 发挥工会的作用/集体的力量 1分 可以确保双方协商一致、平等自愿，公平签订劳动合同（或结合订立劳动合同基本原则说明） 1分 ——更好地,工会搭建协商平台；可以确保双方协商一致；更加公平；平等自愿；更好地保护劳动者合法权益；实现社会公平；促进企业依法规范用工；构建和谐劳动关系；激发劳动者积极性；推动生产效率的提高；培育良好商誉；实现社会公平与经济效率的平衡；保护苦脏险累且工资水平不高的劳动者等；保障收入 1分；企业信誉形象 1分；劳动法；劳动合同；劳动者,R_CC0195_2025_西城_一模_20_01,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_027,CC0200_2025_西城_二模_18,F2 把材料事实翻译成法律事实,formal,PASS,18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观。 【细则】 小刘为限制民事行为能力人（1分），其大额打,其大额打赏行为；家长事先不知情；事后也不同意追认；交易行为无效；平台的审核措施不完善；未能尽到合理审查的义务；存在过错；小刘父母疏于监管；未能履行好监护职责；行为存在过错；小刘沉迷打赏；并通过欺骗手段规避监管；自身行为也有过错；综合各方过错程度；根据民法典157条规定；符合公平原则；本案判决警示；平台应健全审核机制,R_CC0200_2025_西城_二模_18_01,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_028,CC0206_2025_西城_期末_19,F3 定准法律入口：从六类候选中选,formal,PASS,19. （8 分） 根据反不正当竞争法，陈某在明知他人已经使用“小爱同学”唤醒词并有一定影响的 情况下，抢先注册，并发布引人误解的商业宣传信息，构成混淆及虚假宣传，属于不 正当竞争，违背了诚实信用原则。该案判决合理确定各方利益，规制了滥用权利的行 为，保护了科技创新型企业的品牌商誉，有利于促进新业态的发展，为数字经济发展 营造良好的法治化营商环境。 [page 4] 北京市西城区2024—2025 学年度第一学期期末试卷 高三思想政治答案及评分参考 第4页（共5页） 解析：结合材料描述侵权事实；引人误解/混淆/虚假,抢先注册；并发布引人误解的商业宣传信息；构成混淆及虚假宣传；属于不 正当竞争；违背了诚实信用原则；该案判决合理确定各方利益；规制了滥用权利的行 为；保护了科技创新型企业的品牌商誉；有利于促进新业态的发展；引人误解；混淆；虚假宣传；属于不正当竞争；违反反不正 当竞争法；商业道德；新经济；数字经济发展；创新,R_CC0206_2025_西城_期末_19_01,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_029,CC0213_2025_门头沟_一模_20,F3 定准法律入口：从六类候选中选,formal,PASS,裁判结果：驳回或不支持孙某诉讼请求，1分。；裁判结果：甲公司无需支付赔偿金，1分。,裁判结果：驳回或不支持孙某诉讼请求；1分；裁判结果：甲公司无需支付赔偿金；裁判理由：根据劳动合同法；订立劳动合同应遵循诚实信用原则；合同；劳动合同；裁判理由：孙某违反诚实信用原则；劳动者基本职业道德或侵犯甲公司知情权；或劳动合同无效；解除行为无过错；现实意义：维护用人单位合法权益；合法权益；现实意义：有利于和谐劳动关系构建；弘扬诚信核心价值观或维护公平正义；公平；和谐,R_CC0213_2025_门头沟_一模_20_M17_01 ; R_CC0213_2025_门头沟_一模_20_M17_02 ; R_CC0213_2025_门头沟_一模_20_M17_03 ; R_CC0213_2025_门头沟_一模_20_M17_04 ; R_CC0213_2025_门头沟_一模_20_M17_05 ; R_CC0213_2025_门头沟_一模_20_M17_06 ; R_CC0213_2025_门头沟_一模_20_M17_07 ; R_CC0213_2025_门头沟_一模_20_M17_08 ; R_CC0213_2025_门头沟_一模_20_M17_09,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_030,CC0214_2025_门头沟_一模_20_2,F3 定准法律入口：从六类候选中选,formal,PASS,20（2）裁判理由共4分。；①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。,20（2）裁判理由共4分；①法律规定1分；写出签订劳动合同用遵循的原则；写出诚实信用原则即可得1分；欺诈；劳动合同法；劳动合同；②违反诚实信用原则；违反劳动者基本的职业道德；侵犯了甲公司知情权（1分）；劳动者；知情权；写出不是甲公司真实的意愿；劳动合同无效即可得（1分）；④甲公司提出解除劳动关系符合法律规定；解除劳动关系并无不妥；解除劳动关系的行为无过错（1分）,R_CC0214_2025_门头沟_一模_20_2_01 ; R_CC0214_2025_门头沟_一模_20_2_02 ; R_CC0214_2025_门头沟_一模_20_2_03 ; R_CC0214_2025_门头沟_一模_20_2_04 ; R_CC0214_2025_门头沟_一模_20_2_05,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_031,CC0223_2025_顺义_一模_19,F6 价值收束必须从法律规则推出 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,formal,PASS,案例1解决纠纷方式：法院坚持诉讼调解实现邻里和谐、实质化解纠纷，1分。；案例1理由：通道属于建筑物共有部分，应合理限度恰当使用；堆放垃圾杂物影响通行并违反民法典相邻权规定，1分。,实质化解纠纷；1分；调解；和谐；案例1理由：通道属于建筑物共有部分；应合理限度恰当使用；案例1要求：相邻各方按有利生产；方便生活；团结互助；公平合理原则正确处理相邻关系；相邻关系；公平；不得损害国家；社会和他人合法权益；合法权益；价值：选择适当途径解决纠纷；践行文明；和谐等社会主义核心价值观,R_CC0223_2025_顺义_一模_19_M17_01 ; R_CC0223_2025_顺义_一模_19_M17_02 ; R_CC0223_2025_顺义_一模_19_M17_03 ; R_CC0223_2025_顺义_一模_19_M17_04 ; R_CC0223_2025_顺义_一模_19_M17_05 ; R_CC0223_2025_顺义_一模_19_M17_06,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_032,CC0229_2026_东城_一模_18,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,formal,PASS_RECOVERED,法院依法保护知识产权，通过诉讼调解化解专利权归属纠纷，对植物新品种权侵权适用惩罚性赔偿，并驳回、谴责恶意诉讼，从而守护创新活力。,法院公正司法；坚持以事实为依据；以法律为准绳；发挥司法裁判的导向作用；公正司法；以事实为依据；司法裁判导向作用；司法守护创新；维护公平正义；保护知识产权就是保护创新；有利于提升创新活力；知识产权保护；保护创新；创新活力；提升创新活力；案例一中；诉讼调解；调解,R_CC0229_2026_东城_一模_18_01 ; R_CC0229_2026_东城_一模_18_02 ; R_CC0229_2026_东城_一模_18_03 ; R_CC0229_2026_东城_一模_18_04 ; R_CC0229_2026_东城_一模_18_05 ; R_CC0229_2026_东城_一模_18_06 ; R_CC0229_2026_东城_一模_18_07 ; R_CC0229_2026_东城_一模_18_08,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_033,CC0238_2026_东城_二模_19,F3 定准法律入口：从六类候选中选 + F2 把材料事实翻译成法律事实,formal,PASS,乙公司以商业诋毁获取竞争优势，2分；构成不正当竞争或违背诚信原则可替代1分。；乙公司未全面履行合同，构成违约，1分。,乙公司以商业诋毁获取竞争优势；2分；诚信原则；不正当竞争；乙公司未全面履行合同；构成违约；1分；合同；乙公司应承担赔偿损失等违约责任；为必出点1分；张某未遵守或违反劳动纪律与职业道德；应然表达：市场主体应依法诚信经营；或劳动者权利与义务相统一；应履行义务；总结：市场经济就是法治经济；或共同营造公平竞争的市场环境；必出1分；公平,R_CC0238_2026_东城_二模_19_M17_01 ; R_CC0238_2026_东城_二模_19_M17_02 ; R_CC0238_2026_东城_二模_19_M17_03 ; R_CC0238_2026_东城_二模_19_M17_04 ; R_CC0238_2026_东城_二模_19_M17_05 ; R_CC0238_2026_东城_二模_19_M17_06,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_034,CC0244_2026_东城_期中_18,F4 把定性落成责任、效果或裁判理由 + F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,formal,PASS,"18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。 陈某要求刘某赔偿，双方协商未果。；（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分)",用于重要商业拍摄；”刘某回复：“全新原装；15000元；”陈某立即转账；陈某收货后在首次使用中；该无人机因上述损伤失控坠毁；砸伤陈某手臂；陈某花费医疗费8000元；并因错过商业拍摄损失收入5000元；陈某要求刘某赔偿；双方协商未果；（1）运用《法律与生活》知识；分析本案涉及的法律责任及法律依据；(7分)；法律与生活；诚信履行；民法诚信；公平原则 要件,R_CC0244_2026_东城_期中_18_01 ; R_CC0244_2026_东城_期中_18_02 ; R_CC0244_2026_东城_期中_18_03 ; R_CC0244_2026_东城_期中_18_04 ; R_CC0244_2026_东城_期中_18_05 ; R_CC0244_2026_东城_期中_18_06 ; R_CC0244_2026_东城_期中_18_07 ; R_CC0244_2026_东城_期中_18_08,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_035,CC0245_2026_东城_期中_18_2,F5 程序救济单独成步：路径、证据、选择 + F2 把材料事实翻译成法律事实,formal,PASS,18（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作？ 维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高效解决争议； 若不愿调解或调解不成，可考虑诉讼。如果决定向人民法院提起诉讼。需准备起诉状、原被告身份信息、熟悉诉讼流程、注意诉讼三年时效等） | 依法收集证据及类型2分 （无解释不具体1分） 可向相关部门提交固定证据，证明交易存在的合同、订单证据，如转账、邮件记录等电,调解（例如第三方人民调解；行政调解；若不愿调解或调解不成；可考虑诉讼；如果决定向人民法院提起诉讼；需准备起诉状；原被告身份信息；熟悉诉讼流程；注意诉讼三年时效等）；证明交易存在的合同；订单证据；如转账；邮件记录等电子证据；证明无人机问题故障与手臂受伤损害事实；诉求合理；可通过查询法律法规；厘清自身权利义务；主张违约责任或侵权责任,R_CC0245_2026_东城_期中_18_2_01 ; R_CC0245_2026_东城_期中_18_2_02 ; R_CC0245_2026_东城_期中_18_2_03 ; R_CC0245_2026_东城_期中_18_2_04,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_036,CC0251_2026_丰台_一模_20,F6 价值收束必须从法律规则推出,formal,PASS,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界,以法律为准绳；作出了上述判决；根据民法典规定；宾馆；商场等公共场所经营者；管理者因过错造成他人损害的；应当承担侵权责任；原告是完全民事行为能力人；摔倒是其自身未尽安全注意义务所致；因此；不应承担赔偿责任；明确经营场所；公共场所的经营者；管理者安全保障义务的边界；弘扬社会主义核心价值观；[slide 52] 三；典型示例 8分 [slide 53]；民法典,R_CC0251_2026_丰台_一模_20_01 ; R_CC0251_2026_丰台_一模_20_02 ; R_CC0251_2026_丰台_一模_20_03 ; R_CC0251_2026_丰台_一模_20_04 ; R_CC0251_2026_丰台_一模_20_05 ; R_CC0251_2026_丰台_一模_20_06 ; R_CC0251_2026_丰台_一模_20_07 ; R_CC0251_2026_丰台_一模_20_08 ; R_CC0251_2026_丰台_一模_20_09 ; R_CC0251_2026_丰台_一模_20_10 ; R_CC0251_2026_丰台_一模_20_11 ; R_CC0251_2026_丰台_一模_20_12 ; R_CC0251_2026_丰台_一模_20_13 ; R_CC0251_2026_丰台_一模_20_14 ; R_CC0251_2026_丰台_一模_20_15 ; R_CC0251_2026_丰台_一模_20_16,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_037,CC0254_2026_丰台_二模_18,F6 价值收束必须从法律规则推出 + F4 把定性落成责任、效果或裁判理由 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,formal,PASS,1.答案未指向问题，答案不聚焦，按照某类主观题模板机械化作答，从司法机关的权力到案件的法理依据写到现实意义，并非辩证思考回答法律的规范作用与道德的教化层面。；2.分辨不清过错推定与无过错责任，同样是动物（动物园动物伤人与家庭饲养动物的侵权案件的区分）,1.答案未指向问题；答案不聚焦；按照某类主观题模板机械化作答；规范；2.分辨不清过错推定与无过错责任；3.学生答题逻辑不清晰；思维跳脱；一个观点反复阐述；不能进行有层次的思考与论证；4.模块错误；少部分作答写的哲学模块；政治与法治；5.字迹潦草根本看不清 四；学生问题及建议 [slide 34]；1.梳理答案逻辑；培养学生如何理解设问指向；找到材料对应知识逻辑；培养解题策略,R_CC0254_2026_丰台_二模_18_01 ; R_CC0254_2026_丰台_二模_18_02 ; R_CC0254_2026_丰台_二模_18_03 ; R_CC0254_2026_丰台_二模_18_04 ; R_CC0254_2026_丰台_二模_18_05 ; R_CC0254_2026_丰台_二模_18_06 ; R_CC0254_2026_丰台_二模_18_07 ; R_CC0254_2026_丰台_二模_18_08 ; R_CC0254_2026_丰台_二模_18_09,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_038,CC0276_2026_房山_二模_17,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,formal,PASS_RECOVERED,17.（8分） 完善涉外法律法规体系，出台外商投资法及其实施条例，平等保护内外资企业合法权益；创新涉外司法实践，公正司法，创造性适用“活扣押”等措施，提升司法公信力；打造“调解、仲裁、诉讼”衔接的一站式线上多元纠纷解决平台，高效率实现公平正义；以和为贵，创新诉讼调解，构建多元主体参与的涉外海事纠纷化解模式。中国以法治方式践行大国责任和担当，推动涉外法治建设。 细则 ♣2分 完善涉外法律法规体系/加强涉外立法——合法权益/为……提供法律依据 ♣2分 创新司法实践/公正司法/完善涉外法治实施体系——平等中外当事人合法权,17.（8分） 完善涉外法律法规体系；出台外商投资法及其实施条例；平等保护内外资企业合法权益；创新涉外司法实践；公正司法；创造性适用“活扣押”等措施；提升司法公信力；打造“调解；仲裁；高效率实现公平正义；以和为贵；创新诉讼调解；中国以法治方式践行大国责任和担当；推动涉外法治建设；细则 ♣2分 完善涉外法律法规体系；加强涉外立法——合法权益；平等1分；合法权益,R_CC0276_2026_房山_二模_17_01,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_039,CC0277_2026_房山_二模_18,F3 定准法律入口：从六类候选中选,formal,PASS,18.（1）（7分）法律边界及应对措施 风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯该公司的名誉权。；应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI平台，可能造成商业秘密泄露。,违反《反不正当竞争法》的商业诋毁规定；同时可能侵犯该公司的名誉权；名誉权；反不正当竞争法；应履行审核义务；可能造成商业秘密泄露；应完善保密措施；可能会侵犯他人的著作权；著作权；同时可能侵犯该公司的名誉权1分；可能造成商业秘密泄露1分；与平台签订保密合同；外观设计1分；商业诋毁1分；名誉权1分；商业秘密泄露1分；实现了“单人成军”全新创业范式；是联系的环节,R_CC0277_2026_房山_二模_18_01 ; R_CC0277_2026_房山_二模_18_02 ; R_CC0277_2026_房山_二模_18_03 ; R_CC0277_2026_房山_二模_18_04 ; R_CC0277_2026_房山_二模_18_05 ; R_CC0277_2026_房山_二模_18_06 ; R_CC0277_2026_房山_二模_18_07 ; R_CC0277_2026_房山_二模_18_08 ; R_CC0277_2026_房山_二模_18_09 ; R_CC0277_2026_房山_二模_18_10 ; R_CC0277_2026_房山_二模_18_11,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_040,CC0283_2026_朝阳_一模_18,F3 定准法律入口：从六类候选中选 + F5 程序救济单独成步：路径、证据、选择,formal,PASS,18.结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。 措施类：人民法院做了什么+做得怎么样？；1.通过特邀第三方调解，高效化解知识产权纠纷，既维护当事人合法权益，又能激发创新积极性和创新效率，助力创新驱动经济发展。 关键词：调解（1分），提高诉讼效率\降低诉讼成本（1分）,18.结合材料；运用《法律与生活》知识；知识产权；法律与生活；1.通过特邀第三方调解；高效化解知识产权纠纷；既维护当事人合法权益；又能激发创新积极性和创新效率；助力创新驱动经济发展；关键词：调解（1分）；提高诉讼效率\降低诉讼成本（1分）；维护；2.针对故意侵权的违法行为；适用《民法典》惩罚性赔偿规定；有效遏制侵权人再次侵权；保护创新主体的核心利益；维护市场环境；市场秩序（1分）,R_CC0283_2026_朝阳_一模_18_01 ; R_CC0283_2026_朝阳_一模_18_02 ; R_CC0283_2026_朝阳_一模_18_03 ; R_CC0283_2026_朝阳_一模_18_04 ; R_CC0283_2026_朝阳_一模_18_05,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_041,CC0289_2026_朝阳_二模_18,F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,formal,PASS,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。；从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,18.（8分） 结合材料；运用《法律与生活》知识；将以上回答补充完整；法律与生活；从以上三个问答中任选其一；谈谈如何依法保护问答中所涉及到的权利；【设问要素】结合材料；《法律与生活》；补充完整；任选其一；谈谈如何；保护权利；变通较少 生命权；身体权；相邻；民法典；相邻关系；人格权,R_CC0289_2026_朝阳_二模_18_01 ; R_CC0289_2026_朝阳_二模_18_02 ; R_CC0289_2026_朝阳_二模_18_03 ; R_CC0289_2026_朝阳_二模_18_04 ; R_CC0289_2026_朝阳_二模_18_05 ; R_CC0289_2026_朝阳_二模_18_06 ; R_CC0289_2026_朝阳_二模_18_07 ; R_CC0289_2026_朝阳_二模_18_08,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_042,CC0311_2026_海淀_二模_18,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,reference_only,OPEN_OR_REFERENCE,知识产权是财产权的重要组成部分，也是企业重要的无形资产。；民法典将知识产权中的财产权纳入可质押权利范围，有利于拓宽融资渠道、缓解资金压力。,知识产权是财产权的重要组成部分；也是企业重要的无形资产；知识产权；有利于拓宽融资渠道；缓解资金压力；公司法确认知识产权可以作价出资；促进技术要素转化资本；鼓励创业创新；专利法规定对发明人给予奖励和合理报酬；尊重创新主体权益；调动员工创新积极性；法律规定保护知识产权权利人合法权益；促进知识产权流通使用；为企业创新发展提供法治保障；法治保障；合法权益,R_CC0311_2026_海淀_二模_18_M17_01 ; R_CC0311_2026_海淀_二模_18_M17_02 ; R_CC0311_2026_海淀_二模_18_M17_03 ; R_CC0311_2026_海淀_二模_18_M17_04 ; R_CC0311_2026_海淀_二模_18_M17_05,开放/弱证据或综合边界题：只能作迁移参照，不能单独支撑核心框架节点。,不得宣称满分闭环；不得把综合/必修三角度写成选必二核心。
FS_BP_043,CC0317_2026_海淀_期中_18,F4 把定性落成责任、效果或裁判理由,formal,PASS,18.（1）该合同条款⽆效。该合同条款是住房租赁企业为了重复使⽤⽽预先拟定，并在订⽴ 合同时未与对⽅协商的条款，属于格式条款。⺠法典规定采⽤格式条款订⽴合同的，提供格 式条款的⼀⽅应当遵循公平原则确定当事⼈之间的权利和义务。该合同条款约定合同期满后， 承租⽅不得与产权⼈私下建⽴合同关系，限制了承租⽅⾃由订⽴合同的权利，应被认定为⽆ 效。(6 分),18.（1）该合同条款⽆效；并在订⽴ 合同时未与对⽅协商的条款；属于格式条款；⺠法典规定采⽤格式条款订⽴合同的；该合同条款约定合同期满后；承租⽅不得与产权⼈私下建⽴合同关系；限制了承租⽅⾃由订⽴合同的权利；应被认定为⽆ 效；(6 分)；格式条款；公平,R_CC0317_2026_海淀_期中_18_01,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
FS_BP_044,CC0318_2026_海淀_期中_18_2,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,formal,PASS_RECOVERED,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷；引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序；明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。 [page 3] 3,规范的⾏为指引；由相关政府部⻔提供合同 示范⽂本；有利于规范合同内容；防⽌格式条款滥⽤；保护租赁双⽅合法权益；减少合同纠 纷；引导市场主体依法依规从事⺠事活动；弘扬诚信的社会主义价值观；规范住房租赁市场 秩序；明确政府法定职责；推动政府依法履⾏市场监管职能；推进严格执法；推动良法善治；[page 3] 3；格式条款；引导；规范；秩序,R_CC0318_2026_海淀_期中_18_2_01,适用于同类材料事实和设问触发；需结合具体材料改写。,不得脱离材料套用；不得写成空泛必修三法治口号或法考式过细分析。
