question_id,node_names,sentence_id,sentence,source_rubric_atom_ids,use_condition
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_CLEAN_S01,竞业限制可以保护企业商业秘密和知识产权，防止核心技术、经营信息被不当利用。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_CLEAN_S02,对负有保密义务的高级管理人员或技术人员，违反竞业限制约定的，应承担相应违约责任。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_CLEAN_S03,对竞业限制加以限制，是为了保护劳动者的劳动权和择业自由。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_CLEAN_S04,普通劳动者掌握的一般劳动技能不能被随意包装成商业秘密。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_CLEAN_S05,竞业限制应在企业商业秘密保护与劳动者合法权益之间取得平衡。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0181_2025_海淀_期末_21,分关系·定责任,CC0181_2025_海淀_期末_21_CLEAN_S06,合理竞业限制有利于公平竞争和社会创新，滥用竞业限制则会妨碍人才合理流动。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S01,小刘属于限制民事行为能力人，大额打赏超出其可以独立实施的民事行为范围。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S02,家长事先不知情、事后未追认，该交易行为应认定无效。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S03,平台审核措施不完善，未尽合理审查义务，对损失发生存在过错。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S04,父母疏于监管，小刘欺骗平台规避限制，各方均有不同程度过错。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S05,民事法律行为无效后，应根据各方过错程度分担责任。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S06,法院判令退还部分款项，体现公平原则。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0200_2025_西城_二模_18,分关系·定责任 + 推价值,CC0200_2025_西城_二模_18_CLEAN_S07,判决引导平台完善机制，也提醒监护人履行监护职责。,R_CC0200_2025_西城_二模_18_01,结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_CLEAN_S01,“小爱同学”已具有一定影响力，能够指向M公司的相关产品和服务。,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_CLEAN_S02,陈某抢先注册并使用他人已有影响的标识，具有不当攀附他人商誉的性质。,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_CLEAN_S03,在相关商品上使用相同标识并宣传，容易造成消费者混淆或误认。,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_CLEAN_S04,该行为构成不正当竞争，违背诚实信用原则和商业道德。,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_CLEAN_S05,法院判令停止侵权、赔偿损失，有利于保护科技创新企业的品牌商誉。,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0206_2025_西城_期末_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界,CC0206_2025_西城_期末_19_CLEAN_S06,该判决能够维护公平竞争秩序，优化数字经济发展的法治化营商环境。,R_CC0206_2025_西城_期末_19_01,运用法律知识分析法院的判决。
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S01,定分止争能够明确权利边界，防止权利行使超过正当限度。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S02,楼道共有部分应合理使用，堆放杂物影响通行，不符合相邻关系处理原则。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S03,相邻各方应按照有利生产、方便生活、团结互助、公平合理的原则处理关系。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S04,法院调解有利于实质化解纠纷，修复邻里关系。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S05,企业名称纠纷中，纠正侵权名称有利于保护市场主体合法权益。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S06,多元纠纷解决机制协调运行，有利于化解社会矛盾、实现社会和谐。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0223_2025_顺义_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 划风险边界 + 推价值,CC0223_2025_顺义_一模_19_CLEAN_S07,依法解决纠纷体现文明、和谐等价值追求。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。"
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S01,法院公正司法，坚持以事实为依据、以法律为准绳，发挥司法裁判导向作用。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S02,诉讼调解能够实质化解专利权纠纷，促成创新主体回到创新创业中。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S03,对故意侵害植物新品种权的行为适用惩罚性赔偿，可以提高侵权成本。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S04,惩罚性赔偿具有警示和规范作用，保护权利人合法权益。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S05,驳回并谴责恶意诉讼，有利于规制滥用诉讼权利。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S06,权利行使有边界，诉讼权利也应遵循诚信原则。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0229_2026_东城_一模_18,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0229_2026_东城_一模_18_CLEAN_S07,保护知识产权就是保护创新，有利于提升创新活力。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S01,乙公司捏造事实贬损竞争对手，借此获取竞争优势，构成商业诋毁。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S02,商业诋毁属于不正当竞争，违背诚信原则。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S03,乙公司管理混乱导致项目严重延期，未全面履行合同义务。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S04,乙公司构成违约，应承担赔偿损失等违约责任。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S05,张某未经查证、违规签约，违反劳动纪律和职业道德。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S06,市场主体应依法诚信经营，劳动者应坚持权利义务相统一。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0238_2026_东城_二模_19,分关系·定责任,CC0238_2026_东城_二模_19_CLEAN_S07,市场经济是法治经济，公平竞争环境需要各方共同维护。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S01,陈某发出购买要约，刘某作出承诺，陈某付款后双方买卖合同成立。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S02,双方主体适格、意思表示真实、内容合法，合同有效。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S03,刘某未交付约定的全新原装无人机，未全面履行合同义务，构成违约。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S04,刘某应承担赔偿损失等违约责任。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S05,无人机内部损伤导致坠毁并造成陈某受伤，行为、损害后果和因果关系可以对应。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S06,销售者交付有安全隐患的商品，侵害消费者身体健康和安全消费权益，应承担侵权责任。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0244_2026_东城_期末_18,分关系·定责任 + 排维权步骤,CC0244_2026_东城_期末_18_CLEAN_S07,生产者产品责任属于无过错责任，不能写成过错推定。,R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S01,闫某的请求应获得支持，因为劳动者享有平等就业和选择职业的权利。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S02,用人单位不得因性别对求职者实施就业歧视。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S03,公司以仅招男性为由拒绝面试，损害了闫某平等获得就业机会的权益。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S04,张某的请求不应获得支持，因为其应按竞业限制协议履行义务。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S05,张某之妻投资竞争企业，且相关企业为张某缴纳社保，显示张某与竞争经营存在实质利益关联。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S06,夫妻生产经营所得具有共同利益属性，不能借配偶名义规避竞业限制。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
CC0373_2026_顺义_一模_18,分关系·定责任 + 推价值,CC0373_2026_顺义_一模_18_CLEAN_S07,劳动关系中应坚持权利义务相统一，平衡劳动者与用人单位利益。,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。
RECOVER_2025_海淀_二模_18,分关系·定责任 + 一格一答 + 认产权·抓侵权 + 排维权步骤,RECOVER_2025_海淀_二模_18_CLEAN_S01,与案件有利害关系或者可能影响公正审判的人员，应当依法回避。,R_RECOVER_2025_海淀_二模_18_01|R_RECOVER_2025_海淀_二模_18_02|R_RECOVER_2025_海淀_二模_18_03|R_RECOVER_2025_海淀_二模_18_04|R_RECOVER_2025_海淀_二模_18_05|R_RECOVER_2025_海淀_二模_18_06|R_RECOVER_2025_海淀_二模_18_07|R_RECOVER_2025_海淀_二模_18_08|R_RECOVER_2025_海淀_二模_18_09,运用法治知识，将笔记中划线处补充完整。
RECOVER_2025_海淀_二模_18,分关系·定责任 + 一格一答 + 认产权·抓侵权 + 排维权步骤,RECOVER_2025_海淀_二模_18_CLEAN_S02,原告可围绕被告商品包装、宣传材料、销售记录等提交证据。,R_RECOVER_2025_海淀_二模_18_01|R_RECOVER_2025_海淀_二模_18_02|R_RECOVER_2025_海淀_二模_18_03|R_RECOVER_2025_海淀_二模_18_04|R_RECOVER_2025_海淀_二模_18_05|R_RECOVER_2025_海淀_二模_18_06|R_RECOVER_2025_海淀_二模_18_07|R_RECOVER_2025_海淀_二模_18_08|R_RECOVER_2025_海淀_二模_18_09,运用法治知识，将笔记中划线处补充完整。
RECOVER_2025_海淀_二模_18,分关系·定责任 + 一格一答 + 认产权·抓侵权 + 排维权步骤,RECOVER_2025_海淀_二模_18_CLEAN_S03,未经许可在同类商品上使用他人注册商标，可能构成侵犯商标权。,R_RECOVER_2025_海淀_二模_18_01|R_RECOVER_2025_海淀_二模_18_02|R_RECOVER_2025_海淀_二模_18_03|R_RECOVER_2025_海淀_二模_18_04|R_RECOVER_2025_海淀_二模_18_05|R_RECOVER_2025_海淀_二模_18_06|R_RECOVER_2025_海淀_二模_18_07|R_RECOVER_2025_海淀_二模_18_08|R_RECOVER_2025_海淀_二模_18_09,运用法治知识，将笔记中划线处补充完整。
