source_id,path,exists,suffix,status,method,char_count,hit_count,text_path,hits_path,render_dir,error
037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,9869,7,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,
038_Desktop_2025模拟题_2025各区二模_2025西城二模_细则_细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,True,.docx,extracted,python_docx,4309,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/038_Desktop_2025模拟题_2025各区二模_2025西城二模_细则_细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/038_Desktop_2025模拟题_2025各区二模_2025西城二模_细则_细则.docx.hits.json,,
039_GaokaoPolitics_2025各区模拟题_2025各区二模_2025西城二模_讨论定稿-答案细则_-25.5西城高三政治二模-1.docx,/Users/wanglifei/GaokaoPolitics/2025各区模拟题/2025各区二模/2025西城二模/讨论定稿-答案细则 -25.5西城高三政治二模-1.docx,True,.docx,extracted,python_docx,4309,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/039_GaokaoPolitics_2025各区模拟题_2025各区二模_2025西城二模_讨论定稿-答案细则_-25.5西城高三政治二模-1.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/039_GaokaoPolitics_2025各区模拟题_2025各区二模_2025西城二模_讨论定稿-答案细则_-25.5西城高三政治二模-1.docx.hits.json,,
040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,17981,27,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,
041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,True,.pptx,extracted,python_pptx,10978,15,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx.hits.json,,
042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,210,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,
043_Desktop_2026模拟题_2026各区一模_2026丰台一模_细则_细则.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,True,.pptx,extracted,python_pptx,9386,23,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/043_Desktop_2026模拟题_2026各区一模_2026丰台一模_细则_细则.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/043_Desktop_2026模拟题_2026各区一模_2026丰台一模_细则_细则.pptx.hits.json,,
044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,8076,2,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf,
045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,True,.pptx,extracted,python_pptx,18946,33,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/045_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_细则_细则.pptx.hits.json,,
046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,8372,4,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,
047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,True,.pdf,extracted,pymupdf_text_plus_render,210,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/047_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_补充材料_2026东城一模_原卷扫描版.pdf,
048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,True,.pdf,extracted,pymupdf_text_plus_render,342,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/048_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_细则.pdf,
049_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__16.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,True,.pptx,extracted,python_pptx,1485,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/049_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__16.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/049_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__16.pptx.hits.json,,
050_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__17.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,True,.pptx,extracted,python_pptx,1333,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/050_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__17.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/050_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__17.pptx.hits.json,,
051_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__18_选择7_13.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,True,.pptx,extracted,python_pptx,1480,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/051_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__18_选择7_13.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/051_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__18_选择7_13.pptx.hits.json,,
052_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_1_.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,True,.pptx,extracted,python_pptx,202,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/052_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_1_.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/052_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_1_.pptx.hits.json,,
053_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_2_.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,True,.pptx,extracted,python_pptx,1458,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/053_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_2_.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/053_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_2_.pptx.hits.json,,
054_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_3_.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,True,.pptx,extracted,python_pptx,1244,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/054_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_3_.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/054_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_3_.pptx.hits.json,,
055_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_4_.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,True,.pptx,extracted,python_pptx,1208,6,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/055_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_4_.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/055_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__19_4_.pptx.hits.json,,
056_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__20.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,True,.pptx,extracted,python_pptx,506,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/056_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__20.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/056_Desktop_2026模拟题_2026各区一模_2026东城一模_细则_分题细则_东城一模评标细则_勿传__20.pptx.hits.json,,
