sheet	row	序号	题目定位	题目定位/模块	维度	原严重度	严重程度	严重度	v33状态	问题原文（摘录）	问题说明	复核说明（含仍需修改建议）	修改建议	备注
①汇编v33复核	90	89	2025·海淀·期末·第21题		答案与评分逻辑	高			已改			"设问已标""（8分）""，细则理顺为""一、规范竞业限制的意义（6分）……三、案例分析（2分）""，意义6分+案例分析2分=8分，总分缺失与结构混乱已解决。"		
①汇编v33复核	91	90	2025·门头沟·一模·第20题		错别字与表述	高			已改			"原题表格已重建为真表格，案例一裁判要点(""裁判结果……裁判理由……现实意义……"")文字连贯，原""规术作品""""案件事实/裁判理由两栏交错""乱码式串栏已消除。"		
①汇编v33复核	92	91	2026·东城·期末·第18题第1问		错别字与表述	高			已改			"v33第1问细则已重排为""第一层：违约责任（4分）…第二层：侵权责任（3分）""清晰分层，不再混入第2问的""（2）…（4分）/（7分）""编号与碎片批注，排版错乱已清理，第1问7分结构明确。"		
①汇编v33复核	93	92	2026·延庆·一模·第18题第1问		错别字与表述	高			已改			"v33已用""材料表格重建""将""名词解释""与""案例""还原为标准两栏真表格（名词解释栏完整定义+案例栏M公司糖果鱼油案），原左右串行交错、无法通读的串栏错误已彻底修复。"		
①汇编v33复核	94	93	2026·朝阳·一模·第18题		错别字与表述	高			已改			"v33已用""材料表格重建""将""调/惩/辩""三栏还原为标准真表格（以""调""解纷|以""惩""亮剑|以""辩""正风三栏内容各自完整可读），原三栏左右串行交错的串栏错误已修复。"		
①汇编v33复核	95	94	2024·丰台·一模·17题		法律准确性	中			已改			"【细则】参考答案与【答案落点】均已改为""侵犯了其身体权、健康权""，""生命权""已删除，与甲某受伤未致死的案情相符。"		
①汇编v33复核	96	95	2024·朝阳·二模·17题		法律准确性	中			已改			"【资料包】已改为""原劳动和社会保障部发布的《关于确立劳动关系有关事项的通知》""，删去""中华人民共和国""前缀并加""原""字。文号(劳社部发〔2005〕12号)未补，但属可选项，核心不规范问题已解决。"		
①汇编v33复核	97	96	2024·石景山·一模·第17题		法律准确性	中			已改			"【答案落点】已补""承诺自到达要约人时生效""""中标通知书送达甲公司，承诺生效，双方合同成立""，明确区分承诺作出与承诺生效。"		
①汇编v33复核	98	97	2024·石景山·一模·第18题第2问		法律准确性	中			已改			"【细则】与【答案落点】均已改为""不可抗力指的是不能预见、不能避免且不能克服的客观情况""，""现象""已改为""客观情况""，与民法典第180条一致。"		
①汇编v33复核	99	98	2024·西城·一模·第18题第1问		法律准确性	中			已改			"【答案落点】已点明""依据民事诉讼法回避制度，书记员参照适用审判人员回避规定""，依据明确化。"		
①汇编v33复核	100	99	2025·东城·一模·第19题		答案与评分逻辑	中			已改			设问表格重建后，表格①(案件一解决机制)/②(案件二典型意义)/③(案件三典型意义)与细则①(解决机制1分)②(柳某案3分)③(顾氏案4分)序号已对齐，加总=8分，错位问题解决。		
①汇编v33复核	101	100	2025·昌平·二模·第20题第1问		答案与评分逻辑	中			已改			"裁判理由与评分细则口径已统一为""信息网络传播权或署名权""""答出任意一种权利即可得1分""，""和""与""二选一""自相矛盾已消除(统一为""或"")。"		
①汇编v33复核	102	101	2025·朝阳·一模·第19题		答案与评分逻辑	中			已改			"细则⑤及落点已补""消费者权益保护法第五十五条规定……三倍不足五百元的按五百元计算""，明确了三倍赔偿计算与500元保底。"		
①汇编v33复核	103	102	2025·门头沟·一模·第20题		答案与评分逻辑	中			已改			"表格已标""裁判结果①、裁判理由②、现实意义③""，细则20(1)裁判结果/20(2)裁判理由/20(3)现实意义与①②③对应清晰。"		
①汇编v33复核	104	103	2025·顺义·一模·第19题第1问		答案与评分逻辑	中			已改			"细则案例2已改为""易使消费者产生误认、误导消费者，损害社会公共利益""，""对消费者构成欺诈""用语已纠正。"		
①汇编v33复核	105	104	2026·东城·二模·第19题		答案与评分逻辑	中			已改			"v33在张某采分点补注""劳动者应履行义务（1分，可与乙公司依法诚信经营互替）""、乙公司""依法诚信经营（1分，与诚信原则不重复给）""，正是v32建议的互替方案；按互替读取乙2+1+1+张2+总1=8，加总归位。注：仍受第1题歧义影响，建议在细则首部明示""全卷合计8分""。"		
①汇编v33复核	106	105	2026·东城·期末·第18题第1问		答案与评分逻辑	中			已改			"v33细则已在落点处明列""第一层：违约责任（4分）①合同成立有效2分②违约1分③违约责任1分；第二层：侵权责任（3分）要件2分+结论1分""，7分结构（违约4+侵权3）清晰可核分。"		
①汇编v33复核	107	106	2026·东城·期末·第18题第2问		答案与评分逻辑	中			已改			"v33细则首部增设""评分口径提示：本小问卷面标注为4分；原细则列出三类准备工作，每类按具体性给到2分，实际按有效采点择优累计，总分不超过4分，不理解为6分小问""，6→4压缩的醒目提示已保留并强化。"		
①汇编v33复核	108	107	2026·丰台·二模·第18题		答案与评分逻辑	中			已改			"v33细则已统一为一套踩分：""法治与德治相结合1分；依据《民法典》定分止争、饲养动物侵权适用无过错责任、依法维护合法财产权益、结合生态环境法典推进生态修复共4分；结合双方实际提出柔性调解方案、促成互谅互让、弘扬社会主义核心价值观共3分""，加总8分，归属一致。"		
①汇编v33复核	109	108	2026·朝阳·一模·第18题		题源与同题组	中			已改			"v33设问已补标""（8分）""（""…护航新质生产力发展的。（8分）""），与四组关键词各2分一致，分值缺标问题已解决。"		
①汇编v33复核	110	109	2026·海淀·期末·第18题第1问		法律准确性	中			已改			"v33答案落点已补""也可结合民法典第四百九十七条说明：该条款限制承租方自由订立合同的主要权利，属于排除或限制对方主要权利的格式条款风险""，第497条法条链条已补足。注：细则正文仍以第496条公平原则为主，建议两处口径一致。"		
①汇编v33复核	111	110	2026·西城·期末·第17题		法律准确性	中			已改			"v33细则已将""侵权责任""改为""应当承担赔偿损失、消除影响等民事责任""（第1160行），答案落点同步为""民事责任""，竞争法范畴下责任定性问题已纠正。"		
①汇编v33复核	112	111	2026·通州·一模·第20题		法律准确性	中			已改			"v33答案落点已补""理由：本案定案核心应突出民法典第一千一百九十八条安全保障义务；第一千一百七十六条可用于阐释自甘风险、风险自负精神""""并非其他参加者行为造成""，已纠正1176条误用、突出1198条为定案核心，避免误导为""其他参加者致害""型。"		
①汇编v33复核	113	112	2026·通州·期末·第19题第1问		法律准确性	中			已改			"v33答案落点已补""因争议焦点涉及采光，可补充民法典第二百九十三条：建造建筑物不得妨碍相邻建筑物的通风、采光和日照""，并在【法律依据】中列出第293条原文，已贴合采光争点。"		
①汇编v33复核	114	113	2024·海淀·一模·19题		错别字与表述	低			已改			"评分细则层次4变通项已改为""公平正义、核心价值观、公正司法、公序良俗""，""公序良法""错别字已修正。"		
①汇编v33复核	115	114	2024·西城·二模·第16题		法律准确性	低			已改			"【答案落点】已补""适用食品安全法第一百四十八条中的惩罚性赔偿""，明确法律依据。"		
①汇编v33复核	116	115	2024·西城·二模·第16题		题源与同题组	低			已改			"【答案落点】已改为""甲四次合计购买200盒，其中首单30盒""，盒数累计歧义已消除。"		
①汇编v33复核	117	116	2025·昌平·二模·第20题第2问		题源与同题组	低			已改			第2问已明确为案件二、本空3分(本题共6分)，细则①②③各1分=3分，与第1问3分合计6分，结构问题随第1问一并解决。		
①汇编v33复核	118	117	2025·朝阳·二模·第20题第2问		题源与同题组	低			已改			"来源行同题组已改为只列""2025·朝阳·二模·第20题第1问""，不再把第2问自身列入，列举已规范。"		
①汇编v33复核	119	118	2025·海淀·期末·第21题		错别字与表述	低			已改			"细则已重写为""一、规范竞业限制的意义……二、对竞业限制加以限制的意义……三、案例分析""完整结构，原""释义法条案例案例角度""""答案要点规范'竞业限制'""碎片化标签已消除。"		
①汇编v33复核	120	119	2026·丰台·期末·第18题		错别字与表述	低			已改			"v33【答案落点】已不含""知识板块/能力板块""命题人内部标签，仅保留可作答内容，规范问题已解决。"		
①汇编v33复核	121	120	2026·房山·二模·第18题第1问		法律准确性	低			已改			"v33答案落点已将""外观设计权""改为""著作权或外观设计专利权""（细则仍写""著作权/外观设计""为简写），规范称谓问题在落点处已纠正。"		
①汇编v33复核	122	121	2026·朝阳·期末·第18题第1问		法律准确性	低			已改			"v33答案落点已补""消费者权益保护法第55条规定欺诈通常为退一赔三；本案'假一赔十'属于当事人约定的更高违约责任标准""，明确了法定标准依据，对比已强化。"		
①汇编v33复核	123	122	2026·海淀·一模·第18题第3问		答案与评分逻辑	低			已改			"v33已用""设问表格重建""补出真表格（案件1①②、案件2③），细则明列①支持原告诉讼请求(1分)、②(3分)、③(3分)，加总7分；虽设问行未显式写""（7分）""，但踩分点已可据以核分。建议另在设问/细则首行补""（7分）""更醒目。"		
①汇编v33复核	124	123	2026·海淀·期末·第18题第2问		错别字与表述	低			已改			"v33第2问答案落点已写""弘扬诚信等社会主义核心价值观""，""社会主义价值观""漏字已补全为""社会主义核心价值观""。"		
①汇编v33复核	125	124	2026·西城·二模·第18题第3问		题源与同题组	低			已改			"v33同题组已改为""2026·西城·二模·第18题第1问；2026·西城·二模·第18题第2问""，不再重复列入本题自身第3问，问题已解决。"		
①汇编v33复核	126	125	2026·通州·一模·第20题		题源与同题组	低			已改			"v33已用""原题结构重建""以真表格给出基本案情/裁判结果/法律依据，并由细则完整给出待填的""裁判理由及意义""（理由2+1+2、意义3），正文已可据以作答，原""原题图""无法核对问题基本解决。注：第1179行仍残留""原题图""占位标记，可清理。"		
①汇编v33复核	127	126	2026·顺义·二模·第18题第2问		法律准确性	低			已改			"v33细则与答案落点已写""处理个人信息应遵循合法、正当、必要原则，不得过度处理""，漏""不得过度处理""已补全。"		
①汇编v33复核	128	127	2026·顺义·二模·第18题第2问		错别字与表述	低			已改			"v33材料已改为""图标是一只鲜红的龙虾""（第1243行），漏""的""问题已修正。"		
①汇编v33复核	129	128	2024·西城·一模·第18题第1问		答案与评分逻辑	低			原判不成立			"v32该条即认定""无需修改、分值无误""，仅建议核对师生朋友举例；v33细则两示例(学生/朋友)与官方一致，确无须改动。"		
②汇编v33新回归	2	1	2024·东城·一模·第19题		错别字与表述		高			"案件2""2019年1月资料卡诉讼时效是指…法律制度。起，冯某再未支付"""	"【材料】案件2中""资料卡""(诉讼时效定义)整段文字被插入案件2叙述中间，把""2019年1月……起""切断为""2019年1月[资料卡定义……法律制度。]起""，系双栏抽取导致的新串栏，学生无法连贯阅读案件2。"		"将""资料卡""诉讼时效定义单独作为【资料卡】段落抽出，恢复案件2为""自2019年1月起，冯某再未支付上述费用……""的连贯叙述。"	
②汇编v33新回归	3	2	2024·海淀·一模·第19题		错别字与表述		高			"""科资料卡技公司""""超虚拟数字人指具有数字化外形写实虚拟数字人""""为进一步宣传和推广旗下虚 不同，虚拟人依赖显示设备存在"""	"【材料】资料卡(虚拟数字人定义)文字逐句穿插进案情正文，""科技公司""被插成""科资料卡技公司""，多处文字断裂带空格(旗下虚 不同/介与人交流互动的能力。绍虚拟数字人Ada)，为严重双栏串栏，整段材料不可读。"		"按原题将资料卡(虚拟数字人定义)抽为独立【资料卡】段，案情正文恢复连贯(""甲公司系一家以计算机图形学和AI技术为核心的科技公司，Ada系……于2019年10月、11月通过某平台发布……"")。"	
②汇编v33新回归	4	3	2026·石景山·一模·第18题		错别字与表述		高			案例 举证责任的分配方式 理由本案属于刑事诉讼中的公诉案件…人民检察院承担被告人	"【材料】示例表格（案例一、案例二行）正文仍左右串行交错拼接，列间文字穿插，""案例 举证责任的分配方式 理由""表头还在正文中段重复出现一次，学生无法据材料读出案例一/二的示范填法。"		"应将该示例表格以""材料表格重建/真表格""还原为""案例|举证责任分配方式|理由""三列对齐（案例一公诉案件检察院举证、案例二行政诉讼被告举证），删除正文中重复的表头串行文字。"	
②汇编v33新回归	5	4	2024·西城·一模·第18题第1问/第2问		题源与同题组		中			"第1/2问""未支持老人要求抚养费的主张""，第3问""未支持老人要求赡养费的主张"""	"同一案件(郭某赡养案)的三个分问材料应一致，但v33只将第3问改为""赡养费""，第1问(line189)、第2问(line203)仍为""抚养费""，造成同案分问材料用词不一致(子女对父母应为赡养)。"		"将第1问、第2问材料中的""抚养费""统一改为""赡养费""，与第3问一致。"	
②汇编v33新回归	6	5	2025·顺义·一模·第19题第2问		错别字与表述		中			"案例2材料""市监局确认乙公司的名称侵犯甲公司公司合法权益"""	"同一案例第1问材料已修正为""甲公司合法权益""，但第2问材料(line718)仍残留""甲公司公司""衍字，系本轮只改了一处、漏改同案另一分问。"		"第2问材料删去多余""公司""，改为""侵犯甲公司合法权益""。"	
②汇编v33新回归	7	6	2026·海淀·二模·第18题第2问		错别字与表述		中			民法典将知识产权中的财 产权纳入…促进知识产权的流通使 用	"细则与答案落点多处词内OCR断字：""财 产权""""知识产 权""""流通使 用""""上述法 律""等，影响讲义规范与检索（与第24条复核项同源，但v33在本题落点新抄入时未清理）。"		"统一删除词内多余空格，恢复为""财产权""""知识产权""""流通使用""""法律""。"	
②汇编v33新回归	8	7	2024·东城·二模·第19题第1问		答案与评分逻辑		低			"【细则】先后出现""参考答案 示例一(我司)""与""阅卷细则 示例一(我公司)""两套示例一"	"同一第1问细则内并列两套""示例一""(措辞、自称不一致：前用我司/我方，后用我公司)，系拼接两版参考答案所致，易使师生误读为两个不同示例。"		"合并为一套示例一，统一自称为""我公司""，删除重复版本。"	
②汇编v33新回归	9	8	2025·顺义·一模·第19题第2问		答案与评分逻辑		低			"【细则】与【答案落点】两段完整重复""阅卷细则：对个人的价值……满分不超过5分"""	"该题""阅卷细则""整段在【细则】(line725)与【答案落点】(line730)两处原样重复，系讲义编排冗余，易让读者误以为是两套口径。"		【答案落点】段删去重复的阅卷细则整段，仅保留落点要点，阅卷细则只在【细则】出现一次。	
②汇编v33新回归	10	9	2026·东城·一模·第18题		题源与同题组		低			案例三：…（与\n案例一 不重复给，1分）总说：…	"细则中""案例三…（与案例一不重复给，1分）总说：""处""总说""紧贴上一采分点排在同一段、未另起，且""案例一""标签被换行打断，易使读者把""总说""误读为案例三的下位点，影响分值归属辨认。"		"将""总说：""另起一行单列；修复被换行打断的""案例一""标签，使案例一/二/三/总说四层界限清晰。"	
②汇编v33新回归	11	10	2026·朝阳·二模·第18题		答案与评分逻辑		低			【设问要素】结合材料，《法律与生活》，补充完整。…8分	"v33在本题新增【设问要素】【阅卷细则】【变通】【注意】等多段命题人内部标签段落，其中【设问要素】""结合材料，《法律与生活》，补充完整…保护权利，8分""等系阅卷拆解碎片，混排进讲义正文，非考生作答内容。"		将【设问要素】等内部拆解标签段从正文剥离或并入细则备注，避免与答案区混排。	
②汇编v33新回归	12	11	2026·顺义·二模·第18题第2问		题源与同题组		低			同题组：本题组仅本分问	"该题题干标""18（2）""、材料标""材料二""，显系含第1问的多分问大题，但v33同题组标""本题组仅本分问""，与""（2）""分问编号不一致，疑漏挂第1问同题组。"		核实该大题是否含第18题第1问，若有应在同题组中补列，保持分问与同题组对应。	
③宝典核对	2	1		2026·门头沟·一模·第18题第1问	法律准确性		高			"""公民、法人或者其他组织认为自己所享有或依法由自己管理、支配的民事权益受到侵害，可以向人民法院提出诉讼请求"""	"本案为环境民事公益诉讼，原告系社会组织为维护社会公共利益起诉，并非维护""自己享有/管理的民事权益""；该""知识对接""套用的是私益诉讼（自身权益受侵害）的表述，与公益诉讼性质不符，且公民个人不属环境民事公益诉讼适格主体，存在概念混淆"		知识对接改为公益诉讼表述：法律规定的机关和有关组织（符合条件的社会组织）为维护社会公共利益，对污染环境、破坏生态等损害公共利益的行为，可依法向法院提起公益诉讼	与汇编同源(修汇编即同步)
③宝典核对	3	2		2024·东城·一模·19题 案件2	错别字与表述		高			"""2019年1月资料卡诉讼时效是指权利主体…无法胜诉的法律制度。起，冯某再未支付"""	"典型""串栏/文字穿插""：资料卡整段定义被插入案件2材料句中（""2019年1月""与""起，冯某再未支付""被一段资料卡定义割裂），导致句子断裂、阅读混乱"		"将资料卡定义抽出单列为【资料卡】，把材料还原为""2019年1月起，冯某再未支付上述费用"""	与汇编同源(修汇编即同步)
③宝典核对	4	3		2024·海淀·一模·第19题	错别字与表述		高			甲公司系一家以计算机图形学和AI技术为核心的科资料卡技公司……超虚拟数字人指具有数字化外形写实虚拟数字人	"材料正文出现严重串栏/文字穿插：注释性文字(资料卡内容""虚拟数字人指…依赖显示设备存在"")插入正文中间，句子断裂不可读(如""科资料卡技公司""""打造的超虚拟数字人指…写实虚拟数字人"")"		按原题重排，将资料卡注释与正文分离，恢复正文连贯语句	与汇编同源(修汇编即同步)
③宝典核对	5	4		2025·海淀·期中·21题第1问(行119)	错别字与表述		高			"""负担的债务，以共同生活时所得财产偿还；如无 夫妻共同债务应当共同偿还。共同共同生活时所得财产或共同生活时所得财产不足 财产不足清偿或者财产归各自所有"""	"1950婚姻法第24条与民法典第1089条两列对照被左右串栏交错合并，文字穿插严重，且出现""共同共同生活时所得财产""重复""共同""，几乎无法阅读"		"按两栏重建：左栏完整列1950婚姻法第24条原文，右栏列民法典第1089条""离婚时，夫妻共同债务应当共同偿还。共同财产不足清偿或者财产归各自所有的，由双方协议清偿；协议不成的，由人民法院判决""，去除重复字"	与汇编同源(修汇编即同步)
③宝典核对	6	5		2026·石景山·一模·第18题（材料表格/案例一二）	错别字与表述		高			"""承担被告人有罪的举证责任，保障控辩双方公 案例一 有罪的举证责任由人民检察平对抗"""	"材料示例表格发生严重串栏/文字穿插，案例一、案例二的""分配方式""与""理由""两列文字相互错位拼接（""控辩双方公…平对抗""""人民检察…院承担""""作为被告的区人社…局及区政府""），且【设问】仅剩""案例三 ② ③""一行，原题材料表格未能正确重建，学生无法阅读示例与待填空格位置"		按原题恢复三行两列表格：案例一（示例：检察院承担有罪举证/无罪推定）、案例二（①待填，行政机关举证）、案例三（②③待填）；清除穿插文字，设问与材料表格分离呈现	与汇编同源(修汇编即同步)
③宝典核对	7	6		2025·丰台·二模·第19题第2问	AB双轴与结构		中			归位：A5…｜B6 维权路径	"设问为""谈谈你对这句话的理解""，属评析/理解(B4)类，非""维权路径(B6)""；B轴形状标注与设问类型不符"		B轴改为B4 评析认识（或B5 意义价值）	宝典专属·双轴/标签建议(编辑性)
③宝典核对	8	7		2025·延庆·一模·第19题	AB双轴与结构		中			归位：A9 消费者权益｜B6 维权路径	"设问明确问""如何进行调解""，按本宝典A10易错边界""真正问调解、仲裁、诉讼时A10才作主入口""，本题主入口应为A10纠纷解决程序；B6维权路径标签也偏离(实为调解程序)"		归位改A10纠纷解决程序(消费背景)，B轴可改为调解/程序类	宝典专属·双轴/标签建议(编辑性)
③宝典核对	9	8		2025·海淀·期末·第20题	AB双轴与结构		中			归位：A9 消费者权益	"本题核心是产品责任(1202/1203)与禁养烈性犬危险动物责任，评分细则踩分点为""无过错侵权责任""，主法律关系是侵权责任(A6)而非消费者权益(A9)，仅①轻微涉及消费者"		归位改为A6 侵权责任为主入口(可备注消费者角度)，B轴维持B1补表/补链	宝典专属·双轴/标签建议(编辑性)
③宝典核对	10	9		2025·西城·二模·18题	AB双轴与结构		中			"""【细则】…【细则】…""两段细则重复"	同一题出现两个【细则】标签：第一段为整段式答案，第二段为带分值踩分版，内容高度重复，易混淆评分口径		合并为一处细则，保留带分值的踩分版，删除重复整段	宝典专属·双轴/标签建议(编辑性)
③宝典核对	11	10		2025·顺义·一模·第19题第1问	AB双轴与结构		中			归位：A3 物权相邻与共有	本题含案例1(相邻/共有)与案例2(企业名称/不正当竞争)，案例2为纯A5知识产权与公平竞争，单一归位A3只覆盖一半题目		宜双归位A3+A5，或在标签注明案例2属A5	宝典专属·双轴/标签建议(编辑性)
③宝典核对	12	11		2026·东城·期末·第18题第1问	AB双轴与结构		中			归位：A4 合同与诚信｜B2	本问含违约责任+侵权责任(产品责任)双层，主体落点跨A4与A6侵权责任；纯归A4会丢失产品责任(无过错)这一A6核心考点		建议标注跨A4/A6双归位，或在A6核心答题点提示产品责任无过错	宝典专属·双轴/标签建议(编辑性)
③宝典核对	13	12		2026·房山·一模·第17题第1问	AB双轴与结构		中			归位：A4 合同与诚信｜B7	"该题设问为""运用'民事法律关系'知识辨析""，核心是民事主体资格（AI不具主体资格）、客体、内容，属A1民事行为/民事主体范畴，与A4合同与诚信不符"		改归位为A1（民事行为与时效，含民事主体资格）或单设民事法律关系模块；B轴设问为辨析，B7短答识别也偏弱，宜为B4评析认识	宝典专属·双轴/标签建议(编辑性)
③宝典核对	14	13		2026·海淀·二模·第18题第2问(第34行)	AB双轴与结构		中			归位：A5 知识产权与公平竞争｜B6 维权路径	"设问是""分析法律规定如何助力企业创新与发展""，属意义/作用分析；B轴应为""意义""(全卷同类用B5意义价值)，标注""B6维权路径""与设问类型不符"		"B轴改为""B5 意义价值"""	宝典专属·双轴/标签建议(编辑性)
③宝典核对	15	14		2026·海淀·期末·第18题第1问	AB双轴与结构		中			归位：A4 合同与诚信｜B2	本问确为格式条款效力，属A4无误；但同一海淀期末18题被拆两问分别归A4，与目录A4分问数核对相关，需确认未重复计数		"核对目录A4""14个分问""是否含本题两问，避免与跨模块重复"	宝典专属·双轴/标签建议(编辑性)
③宝典核对	16	15		2026·石景山·一模·第18题	AB双轴与结构		中			归位：A10 纠纷解决程序｜B7 短答识别	"本题设问为""参考示例分析举证责任分配方式及理由、完成下表""，属于补表格+说理（补表/补链型），标B7""短答识别""不准确；其知识落点是举证责任分配（诉讼程序内规则），归A10可接受但B轴形状应为B1补表/补链"		"B轴改为""B1 补表/补链""或增设说理标签；如保留B7需说明含表格填空"	宝典专属·双轴/标签建议(编辑性)
③宝典核对	17	16		2026·石景山·二模·19题	AB双轴与结构		中			"""归位：A2 人格权与个人信息｜B4 评析认识"""	"本题核心是校园欺凌""惩教并行""，主体为治安管理处罚法(行政法)+民法典父母管教义务+人格权，归入A2(人格权与个人信息)偏窄；材料主线是行政处罚与未成年人保护，与""个人信息""几无关联"		考虑归入跨模块或A7(婚姻家庭，含父母管教义务)+人格权互见，A2标签宜补注	宝典专属·双轴/标签建议(编辑性)
③宝典核对	18	17		2026·西城·一模·第17题	AB双轴与结构		中			归位：…｜B6 维权路径	"设问""说明上述规定如何推动国家绿色发展""问的是规定的作用/意义，细则也设""●意义价值(2分)""，属意义价值题，不是维权路径题，B轴标错"		"应改归位为""B5 意义价值"""	宝典专属·双轴/标签建议(编辑性)
③宝典核对	19	18		2026·西城·二模·第18题第1问	AB双轴与结构		中			归位：A4 合同与诚信｜B2	"该问""阐明本案判决的法律依据""，核心是AI不具民事主体资格、不构成侵权，属民事主体/侵权法律关系，与A4合同与诚信不符"		改归位A1或A6侵权责任；B轴判决依据偏评析/判责，可保留B2但模块应纠正	宝典专属·双轴/标签建议(编辑性)
③宝典核对	20	19		2024·海淀·一模·第19题	法律准确性		中			乙公司进行虚假和引人误解的商业宣传，属于不正当竞争	"答案将乙替换标识、加注商标定性为著作权侵权+不正当竞争(虚假宣传)；但""使用他人虚拟数字人名称作为标题、加注自己商标致混淆""更贴近混淆行为(反不正当竞争法第6条)，定性为""虚假/引人误解宣传""(第8条)略有偏差"		"评析可补""擅自使用他人有影响标识致混淆""的混淆型不正当竞争定性，与材料事实更对应"	与汇编同源(修汇编即同步)
③宝典核对	21	20		2025·丰台·一模·第19题	法律准确性		中			依法适用2倍惩罚性赔偿……判决被告方赔偿…合计6.4亿余元	"惩罚性赔偿表述正确；但""2倍惩罚性赔偿""宜明确系按反不正当竞争法对侵犯商业秘密的惩罚性赔偿(确定赔偿数额的倍数)，材料称""技术秘密""，答案/核心答题点应紧扣商业秘密而非泛称知识产权"		"答案落点强化""商业秘密(技术秘密)""定性，与惩罚性赔偿依据对应"	与汇编同源(修汇编即同步)
③宝典核对	22	21		2025·昌平·二模·第20题第1问	法律准确性		中			著作权人限于自然人、法人或非法人组织	"著作权法第十一条主体表述为""公民(自然人)、法人或者非法人组织""；""AI不能成为作者""结论正确，但宝典另需注意AI生成图是否构成""作品""取决于人的独创性投入，表述""具备智力成果和独创性即受保护""过于绝对"		"主体表述可接受；建议补""以体现自然人独创性智力投入为前提""，避免""用AI即享著作权""的误导"	与汇编同源(修汇编即同步)
③宝典核对	23	22		2025·昌平·二模·第20题第1问	法律准确性		中			侵害了李某的信息网络传播权或署名权	"抹去水印对应""署名权""，网络转载使用对应""信息网络传播权""，二者侵害的是不同行为；用""或""将两权并列为二选一，概念区分不清"		"表述为""既侵害署名权(抹水印)，又侵害信息网络传播权(擅自网络使用)""，分别对应行为"	与汇编同源(修汇编即同步)
③宝典核对	24	23		2025·朝阳·期末·第20题	法律准确性		中			⑤旅游公司与甲构成合同关系；⑥…应承担违约责任	"案件三同一损害下，细则既写""承担侵权责任(主要责任)""又写""承担违约责任""，未点明系违约责任与侵权责任竞合、受害人择一主张；易致违约/侵权概念混淆"		"补充说明""构成违约责任与侵权责任竞合，甲可择一请求""，明确二者关系"	与汇编同源(修汇编即同步)
③宝典核对	25	24		2025·石景山·一模·第20题	法律准确性		中			被告擅自使用与原告名称、图标相似的软件……构成不正当竞争，应当承担停止侵害、赔偿损失的侵权责任	"反不正当竞争行为承担的是民事责任(停止侵害、赔偿损失)，表述用""侵权责任""虽常见但严格应称""民事责任/不正当竞争的民事责任""，避免与侵权责任编混淆"		"将""侵权责任""调整为""民事责任""或""停止侵害、赔偿损失等责任""，与不正当竞争定性对应"	与汇编同源(修汇编即同步)
③宝典核对	26	25		2025·西城·期末·第19题	法律准确性		中			构成混淆及虚假宣传	"陈某抢注唤醒词、发函要求停用并合作使用，核心是""擅自使用有一定影响的标识致混淆""及""引人误解的商业宣传""；细则称""虚假宣传""，新反法表述为""引人误解的商业宣传/混淆""，""虚假宣传""用语欠精确"		"表述为""混淆行为+引人误解的商业宣传""，""虚假宣传""改为""引人误解的(虚假)商业宣传"""	与汇编同源(修汇编即同步)
③宝典核对	27	26		2026·东城·二模·第19题	法律准确性		中			乙公司…未全面履行合同，构成违约；应承担赔偿损失等违约责任	"张某""违规直接与乙签约""，该承包合同效力存疑(越权/违规)；细则直接认定乙违约担责，未辨合同效力，且乙以诋毁促成签约亦可能涉合同可撤销，定性偏单薄"		可补一句合同效力/撤销的边界提示，主线违约责任可保留	与汇编同源(修汇编即同步)
③宝典核对	28	27		2026·房山·二模·第18题第1问	法律准确性		中			风险1…违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯该公司的名誉权	"商业诋毁对象为""公司""，公司无""名誉权""中的人格利益时通常表述为""商誉/名誉""；对企业宜用""名誉(商誉)""，""名誉权""用于自然人更准，企业法人名誉权虽存在但应与商誉区分"		"表述为""侵犯该公司名誉权(商誉)""，明确企业法人名誉权指向商业信誉"	与汇编同源(修汇编即同步)
③宝典核对	29	28		2026·朝阳·二模·第18题(第176/188-189行)	法律准确性		中			"高空抛物、坠物…适用""举证责任倒置""；填空②举证责任倒置"	"""楼上墙砖脱落、花盆坠落""应定性为物件脱落、坠落致害(民法典1253，过错推定，由所有人/管理人/使用人证明无过错)，材料却与""高空抛物""(1254补偿规则)混同并统一称""举证责任倒置""，定性不准；答案落点已部分纠正但阅卷细则②仍只写""举证责任倒置""未区分"		"填空②及定性宜明确为""物件脱落/坠落—过错推定""，与高空抛物(1254)区分；阅卷细则同步补注"	与汇编同源(修汇编即同步)
③宝典核对	30	29		2026·石景山·二模·19题	法律准确性		中			"""依据民法典，自然人享有生命权、身体权、健康权…强化了对未成年人校园欺凌违法行为的惩罚"""	"""惩""的依据逻辑略错位：校园欺凌的""惩""主要依据2026新修《治安管理处罚法》(行政处罚)，材料本身即治安管理处罚法；以民法典人格权作""惩""之依据，与""行政拘留/治安处罚""性质不符，民法典提供的是民事救济(损害赔偿)非""惩罚"""		"""惩""的依据宜区分：治安管理处罚法提供行政处罚依据，民法典提供人格权受侵害的民事责任依据；核心答题点勿将民事人格权等同于""惩罚""依据"	与汇编同源(修汇编即同步)
