suite_id,suite_name,question_no,question_type,module,entry_kind,evidence_level,source_path,evidence_excerpt,material_trigger,knowledge_point,answer_landing,status,risk_note,_source_file
S017,2025西城一模,17,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md,可从追求认识的客观性、运用辩证思维方法、具有创新意识等角度作答。,生态心建设从当地自然条件出发，遵循自然规律。,一切从实际出发/尊重规律,评价建设方案要看它是否立足客观条件、尊重规律，并用创新方法解决实际问题。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S018,2025东城一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025东城一模.md,春节是中华民族社会生活实践的产物/承载着中华民族独特的精神传统和文化活动/中华优秀传统文化/源远流长、博大精深。,传统的中国年包含写春联、贴年画、守岁、拜年、观灯等生活实践。,中华优秀传统文化源远流长、博大精深,中国年生生不息，首先在于它承载中华民族长期生活实践和精神传统。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S018,2025东城一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025东城一模.md,春节增强了民族自豪感和凝聚力/满足人们对美好生活的向往、期待/引领风尚、教育人民、服务社会、推动发展的功能。,阖家团圆、和睦喜庆、对新一年真诚期盼。,文化功能,春节满足人民精神文化需求，增强民族凝聚力，发挥优秀文化的社会功能。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S018,2025东城一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025东城一模.md,传统文化创造性转化创新性发展/立足时代之基、回答时代之问/融通不同资源、综合创新。,机器人小狮子与醒狮共舞，滑雪场运动过大年成为时尚。,创造性转化和创新性发展,中国年把传统习俗与现代科技、时代生活结合起来，所以能够不断获得新生命力。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S018,2025东城一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025东城一模.md,哲学可用知识：价值观的导向作用、价值判断和价值选择；矛盾普遍性与特殊性的辩证关系。,春节蕴含热爱和平、和谐发展的理念，唤醒世界共鸣。,价值观导向/矛盾普遍性与特殊性,以共同价值追求连接中国表达和世界共鸣，说明民族的也可以成为世界的。,included,高风险词价值观导向有细则中价值观原词支撑,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S020,2025丰台一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025丰台一模.md,可从践行社会主义核心价值观、传承中华优秀传统文化、坚持理想信念等角度作答。,家风的家既是家庭的家，也是国家的家，家风建设与国运同频共振。,社会主义核心价值观,新时代家风建设要把家庭美德同国家价值要求统一起来。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S020,2025丰台一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025丰台一模.md,要求明确指出要坚持和践行社会主义核心价值观，否则不能满分。,家风建设要锚定根基之点、校准时代之点。,中华优秀传统文化传承,既传承家风中的优秀传统，又回应新时代家国同构的价值要求。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S021,2025延庆一模,16,主观题,哲学,material_to_rubric,formal-answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025延庆一模.md,坚持具体问题具体分析。针对中老年群体的认知特点和需求，创作符合其审美习惯、价值观念的网络文艺作品。,中老年观众资源搜索不便，缺乏即时文艺消费方式。,具体问题具体分析,网络文艺适老化要从老年群体实际需求出发，避免简单套用年轻化模式。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S021,2025延庆一模,16,主观题,文化,material_to_rubric,formal-answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025延庆一模.md,坚持以人民为中心。立足老年群体精神文化需求，通过简化操作、优化内容推荐等方式，提升文艺作品的便捷性和实用性。,微短剧方便快捷，适时满足中老年观众需要。,以人民为中心的文化创作,创作要回应人民群众分层多样的精神文化需求。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S021,2025延庆一模,16,主观题,文化,material_to_rubric,formal-answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025延庆一模.md,树立正确价值导向。抵制低俗化、极端化创作，弘扬社会主义核心价值观。,部分作品故意制造冲突、情节夸张离谱、价值观念违背时代潮流。,正确价值导向/社会主义核心价值观,适老化不是迎合流量，要坚持社会效益和正确价值导向。,included,高风险词价值导向有答案原词支撑,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S023,2025石景山一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025石景山一模.md,可从联系的观点、发展的观点、中华优秀传统文化的特点及其当代价值等角度回答。,中华版本包括古今中外载有中华文明印记的各类版本资源，是文脉赓续、文化传承的重要载体。,中华优秀传统文化的特点及当代价值,版本资源承载文脉，能帮助理解中华文明的连续性和创造性。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S023,2025石景山一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025石景山一模.md,可从联系的观点、发展的观点、中华优秀传统文化的特点及其当代价值等角度回答。,不数既往，不能知将来；不求远因，不能明近果。,联系观点/发展观点,把历史、现实和未来联系起来，才能理解文化传承对当下和未来发展的意义。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S024,2025门头沟一模,16,主观题,文化,material_to_rubric,formal-answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025门头沟一模.md,文化角度可从文化的传承与创新、中华优秀传统文化的创造性转化与创新性发展、文化自信和文化认同、文化与经济的关系等角度作答。,故宫数字文物展览、八达岭智能导览、北京胡同数字地图和多媒体展示。,文化传承与创新/科技赋能文化,数字化转型让文化遗产以新的方式被看见、理解和传播。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S024,2025门头沟一模,16,主观题,哲学,material_to_rubric,formal-answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025门头沟一模.md,哲学角度可从联系观、发展观、对立统一、价值判断和价值选择等角度作答。,古老文化遗产与现代数字技术深度融合。,联系观点/发展观点,文化和科技相互作用，推动文旅产业在继承中发展。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S025,2025顺义一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md,文化角度：文化载体、文化功能、中华文化与中华文明、双创。双创——以文化载体承载中华优秀传统文化——创造性转化、创新性发展。,哪吒、黑悟空、唐宫夜宴等用新的艺术形式表达传统文化。,创造性转化和创新性发展,让古老文化成为新生表达，要用符合时代特点的新内容、新形式承载传统文化。,included,按预警处理：不写成评分细则明确要求辩证否定或守正创新,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S025,2025顺义一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md,联系——文化与科技融合——借助3D建模、动态水墨等技术手段——展现中华文化与中华文明。,3D建模、动态水墨、粒子特效让传统文化以当代审美活起来。,联系观点,把传统文化、现代科技和当代审美联系起来，才能形成新的传播效果。,included,按预警处理：不用辩证否定表述,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S025,2025顺义一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md,发展——发展的普遍性——人类社会和人的认识都是不断发展的——古老的优秀传统文化借助科技焕发新的生机与活力。,古老的优秀传统文化正在成为新生的。,发展观点,用发展的观点看传统文化，看到它可以在新条件下获得新生命。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S033,2025海淀期末,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md,可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。,药食同源理念与中药元素烘焙产品结合，形成中医药新时尚。,中华优秀传统文化创造性转化创新性发展,把传统理念转化为现代消费场景，让中医药文化以新方式融入生活。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S033,2025海淀期末,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md,可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。,守正不守旧，尊古不复古。,联系观点/发展观点,对传统文化既要承接根脉，又要结合现实条件发展创新。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S033,2025海淀期末,17,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md,科学思维追求认识的客观性。科学思维总是从实际出发，力图如实地反映认识对象，努力把握和遵循客观规律。,永动机设计违背物理学基本规律，不可能得到构想的动力。,一切从实际出发/尊重客观规律,判断设计是否可行，要以客观规律为依据，不能被想象中的模型牵着走。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S033,2025海淀期末,17,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md,可从发展的观点、对立统一的观点、追求真理是一个过程等角度作答。,制造永动机的失败推动人们研究能量形式相互转化规律。,追求真理是一个过程/认识发展,失败也能成为认识深化的环节，人们在反复探索中逐步接近规律性认识。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S034,2025西城期末,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md,文物建筑承载着特定的历史记忆。通过活化利用，可以传承弘扬中华优秀传统文化、增强文化认同。,会馆、梨园公会、南货老店等文物建筑被活化为文化艺术、金融文化、阅读体验空间。,文化载体/文化认同,文物建筑是历史记忆的载体，活化利用能让人们在现实空间中理解文化根脉。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S034,2025西城期末,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md,实现中华优秀传统文化的创造性转化和创新性发展，激发文化创新创造活力。,旧功能空间被改造为新的公共文化消费空间。,创造性转化和创新性发展,保护不是封存，活化利用要把历史资源转化为当代文化供给。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S034,2025西城期末,18,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md,新事物发展要经历一个从小到大从不完善到完善的过程，新技术不可避免存在弱点和不完善的地方。,面对新技术恐惧和技术不完善，需要评价其发展过程。,发展观点/新事物成长,看待新技术要把握其从不完善到完善的发展过程，不因早期缺陷否定其前景。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S034,2025西城期末,18,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md,实践是检验认识真理性的唯一标准或实践是认识发展的动力。,技术应用中的问题要在实践中检验、修正和发展。,实践是认识发展的动力,对新技术的认识不是一次完成的，要在实践反馈中不断完善。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S035,2025东城期末,16,主观题,文化,material_to_rubric,lecture-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md,从文化载体、文化功能、中华文化的特征和当代价值、意识的能动作用等角度进行分析阐述。,何尊铭文“宅兹中国”是目前所知“中国”一词的最早出处。,中华文化源远流长、博大精深,器物能述史，因为它承载中华文明延续发展的历史信息。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S035,2025东城期末,16,主观题,文化,material_to_rubric,lecture-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md,文化载体，是指文化的记录、记载、标识、传承和表现的物化形式。,何尊是展示中华文化的重要载体。,文化载体,物能载道，因为精神活动和精神产品需要通过具体物化载体呈现。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S035,2025东城期末,16,主观题,哲学,material_to_rubric,lecture-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md,意识具有能动作用，能指导人们认识世界和改造世界。,习近平总书记多次携手何尊，向世界展示何以中国。,意识能动作用,用文物讲述中国故事，能促进世界对中华文明的认识和交流。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S036,2025朝阳期末,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md,弘扬中华优秀传统文化，传承传统思想，展示现代思想，向世界阐释推介具有中国特色、体现中国精神、蕴藏中国智慧的优秀文化。,《论语》《习近平谈治国理政》等书籍在许多国家发行，传递中国声音和价值观。,中华文化传播/文化自信,用文化同世界对话，要讲清中国精神、中国智慧和中国价值。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S036,2025朝阳期末,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md,聚焦中国文化元素，借助中国历史文物、传统节日等多样载体，阐释中国文化价值，融入国际交流话语体系。,汉代文物出境展注重趣味互动，春节成为联合国假日并列入非遗名录。,文化载体/中华文明传播力,要用世界听得懂的载体和话语阐释中国文化价值。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S036,2025朝阳期末,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md,用对立统一的观点看待文化交流，坚定文化自信，尊重文化多样性，既要展示中华文化独特魅力，又要以包容心态、开放姿态借鉴国外优秀文化成果。,展览方式关注当地普通观众视角，寻找文化资源与现代生活的契合点。,对立统一/文化多样性,文化对话既要坚持自身特色，又要尊重差异、开放互鉴。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S017,2025西城一模,3,选择题,哲学,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md,3A；科研团队运用高精度无人机激光雷达和人工智能技术绘制我国首张树密度地图，说明世界上只有尚未被认识之物，没有不可认识之物。,新技术推进森林资源调查。,认识具有无限性/可知论,科学技术和实践发展能够推动人们深化对客观世界的认识。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S017,2025西城一模,4,选择题,哲学,wrong_option,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md,4D为答案；②把投资于人和投资于物的对立说成矛盾的主要方面。,题干强调现代化要更多投资于人的发展。,矛盾主次方面错用,不能把两个投资方向的关系直接说成矛盾主要方面，材料主旨是以人民为中心。,included,wrong_option_only; high-risk term rejected,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S018,2025东城一模,1,选择题,文化,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025东城一模.md,1A；中华文明突出的包容性帮助理解各民族交往交流交融。,民族文化交流交融形成中华文明共同体。,中华文明包容性,看到多元汇聚、交流互鉴时，可联想到中华文明包容性。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S020,2025丰台一模,6,选择题,文化,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025丰台一模.md,6A；京彩灯会以自贡彩灯技艺为基础，与北京传统风俗文化、首都时代精神符号创意融合。,非遗技艺、北京传统风俗、时代精神融合。,中华优秀传统文化创造性转化创新性发展,传统文化借助新场景新表达焕发生命力。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S033,2025海淀期末,2,选择题,哲学,wrong_option,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md,2C为答案；①把复刻百年前电车外观直接说成对旧事物积极部分的扬弃。,观光巴士复刻电车外观并组织沉浸体验。,辩证否定硬套,复刻外观不等于事物自身扬弃，不能见到传统外观就套辩证否定。,included,wrong_option_only; high-risk term rejected,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S036,2025朝阳期末,7,选择题,哲学,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md,7A；删繁就简、领异标新强调既克服又保留，优化作品构成，并呈现个性风格。,书画文学创作去叶存干、独创一格。,辩证思维/创作中的扬弃,材料同时出现克服保留和个性创造，可作为辩证思维的选择题触发链。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S036,2025朝阳期末,7,选择题,哲学,wrong_option,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md,7A；④把创作要求写成对已有存在状态作转换性思考，不符合题干主旨。,题干强调删繁就简和领异标新。,逆向/转换思维错套,不能把所有创新材料都归成转换性思考，要看题干是否真正要求反向转换。,included,wrong_option_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S037,2025丰台期末,7,选择题,哲学,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md,7C；漫画启示从实际出发，从当下做起，生活才能少些迷茫。,关注当下行动与实际处境。,一切从实际出发,哲学选择题中，漫画落点常在从实际出发、具体分析现实处境。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S037,2025丰台期末,8,选择题,哲学,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md,8D；现代诗用发散思维和形象思维表达对和平的向往。,用白天鹅、门、红酒、灯等形象描写和平。,形象思维/发散思维,诗歌以具体形象触及抽象价值，适合从形象思维和发散思维判断。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S037,2025丰台期末,10,选择题,哲学,choice_chain,answer-key+question,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md,10B；吃一堑长一智体现从特殊推出一般，举一不能反三涉及类比推理。,从经验教训总结规律，从一个事例迁移到类似事例。,归纳推理/类比推理,经验材料转化为规律认识，要区分归纳和类比的适用。,included,choice_chain_only,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S019,2025朝阳一模,16,主观题,哲学/文化,material_to_rubric,insufficient-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025朝阳一模.md,参考答案仅概括为能运用文化传承与创新、实践、社会存在社会意识、价值创造与实现等知识作答。,国产动画电影材料。,待补正式细则,当前证据不能细化为学生版触发链。,NEED_EVIDENCE,按预警：朝阳一模16不清晰时标NEED_EVIDENCE,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S022,2025房山一模,16,主观题,哲学/文化,material_to_rubric,reference-only,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025房山一模.md,答案处明示“原卷无答案，本答案仅供参考”。,博物馆热材料。,reference-only,不能作为正式学生版触发链。,reference-only,普通答案降级，不作一手证据,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S023,2025石景山一模,21,主观题,综合,risk_review,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025石景山一模.md,可从改革的实质、全面深化改革的总目标和原则、党的领导、坚持中国特色社会主义、社会发展普遍规律等角度回答。,题干使用破与立，但细则落在改革、党的领导、制度和社会发展规律。,不生成辩证否定链,不把设问词破立直接当作辩证否定证据。,included,按预警：石景山一模21不反推辩证否定,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S025,2025顺义一模,16,主观题,风险复核,risk_review,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md,细则列文化载体、文化功能、中华文化与中华文明、双创；哲学列规律、联系、发展、矛盾、价值观等。,哪吒/黑悟空/唐宫夜宴材料。,不生成辩证否定/守正创新硬链,学生版只写双创、联系、发展，不写成细则明确要求辩证否定或守正创新。,included,按预警处理,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S032,2025海淀期中,16,主观题,经济,module_boundary,formal-answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期中.md,第16题为咖啡市场前景与企业出海，参考答案从生产技术、产品质量、消费方式、市场需求、经营战略等经济角度回答。,咖啡市场与企业出海。,module-boundary-excluded,非必修四哲学/文化主观题，不进入学生版。,module-boundary-excluded,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S037,2025丰台期末,16,主观题,哲学,material_to_rubric,reference-only,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md,教师版示例后标注“原题无答案，此答案仅供参考”。,胸中有数材料。,reference-only,不能作为正式主观题触发链；仅记录缺口。,reference-only,普通答案降级，不作一手证据,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S026,2025海淀二模,,,,,讲评PDF+细则docx,,题面为信息时代是否还需要记忆大量知识；细则列联系观点、整体与部分、系统优化；知识3分、材料分析3分,,联系观点与系统优化,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025B_v6_audit_entries.csv
S026,2025海淀二模,,,,,讲评PDF+细则docx,,细则可选知识列发展的观点、量变是质变的前提和基础,,量变是质变的必要准备,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025B_v6_audit_entries.csv
S026,2025海淀二模,,,,,讲评PDF+细则docx,,讲评列辩证否定，要求结合AI时代学习方式作答,,辩证否定,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025B_v6_audit_entries.csv
