relative_path,text_path,snippet_no,start,end,snippet
2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5b78436dd863858b_2025_1东城讲评_修改.txt,1,80,127,"• 以上3点写对一点得2分，写对2点得3分。第二层次满分3分。

• 19（1）评分细则（两种思路都可以得分，如果在同样的思路中，要求涉及具体问题不同，
1个问题1分）
• 思路1.充电桩方案的具体内容是否符合/违反规定（依法依规）
• 如：
• 设置充电柜是否违反消防规定；
• 改变公有部分用途的法律程序问题；
• 涉及民法典对公共区域功能改变的规定；
• 思路2.充电桩方案的具体内容涉及哪些权利？
• 如：
• 公共区域设置充电柜是否涉及侵权问题；
• 可能侵害部分业主对公共部分的合法权利
• 充电柜建设是否损害相邻权的问题
• 充电柜安全问题可能侵犯居民的人身安全和财产权
• xx问题侵犯了居民的合法权益

• 19（2）利益相关方（1个主体1分）
• 得分的主体有：
• 充电设施供应商/安装充电桩的企业/充电桩专家
• 街道办事处/街道/政府
• 社区基层自治组织/居委会
• 消防部门/消防队员
• 社区工作人员/社区志愿者
• 党/基层党组织
• 不得分的主体有：社区（没有明确指向具体身份）、车主/业主/非车
主 （已包含在居民之内）、电动车生产商、商家、企业 （本方案只和
充电柜有关）、人大代表、保安保洁。

• 19（3）如何达成共识？
• 思路：答案分两层，《法律与生活》相邻关系（2分），《政治与法治》民主程序与
实践（2分）
• 第一层满分2分
• 提到相邻权、相邻关系原则、权利和义务相统一、权利有界限不能影响他人的合法权
利。
• 如：要遵循相邻关系原则：有利生产、方便生活、团结互助、公平合理
• 如：应该邻里关系和睦、不影响他人合法权利
• 如：明确自己相关的权利和义务，权利有界限
• 没说法律术语，只说：邻里和谐、要相互理解、包容、体谅、谦让；社会主义核心价
值观的友善、和谐；民法公序良俗原则；以和为贵中华优秀传统美德，给1分。
• 第二层满分情况2分:
• 出现“民主协商”“共同商讨”“共同商量”、“汇集民意、集中民智”/知情权、参与权、表
达权。


• 20.运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认
识（8分）
• 评分细则：短文题目1分；分三段1分；"
2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\26b1173765262a2f_2025东城期末细则.txt,1,1,68,"19（1）评分细则（两种思路都可以得分，如果在同样的思路中，要求涉及具体问题不同，1个问题1分）

思路1.充电桩方案的具体内容是否符合/违反规定（依法依规）
如：
设置充电柜是否违反消防规定；
改变公有部分用途的法律程序问题；
涉及民法典对公共区域功能改变的规定；

思路2.充电桩方案的具体内容涉及哪些权利？
如：
公共区域设置充电柜是否涉及侵权问题；
可能侵害部分业主对公共部分的合法权利
充电柜建设是否损害相邻权的问题
充电柜安全问题可能侵犯居民的人身安全和财产权
xx问题侵犯了居民的合法权益
19（1）存在问题：
只陈述问题本身，不联系法律知识，不展现法律思维和语言。如“消防安全、安全隐患的问题”、“公共区域改变用途的问题”，因此得了0分
泛泛而谈，没有结合充电柜的方案把“具体问题”和“法律表述”对应上，如“涉及财产权”“涉及健康权”，酌情扣分。
启示：语言规范，答题要用法言法语！
19（2）利益相关方（1个主体1分）

得分的主体有：
充电设施供应商/安装充电桩的企业/充电桩专家
街道办事处/街道/政府
社区基层自治组织/居委会
消防部门/消防队员
社区工作人员/社区志愿者
党/基层党组织

不得分的主体有：社区（没有明确指向具体身份）、车主/业主/非车主 （已包含在居民之内）、电动车生产商、商家、企业 （本方案只和充电柜有关）、人大代表、保安保洁。
19（3）达成共识
思路：答案分两层
《法律与生活》相邻关系（2分）
《政治与法治》民主程序与实践（2分）
第一层满分2分：
提到相邻权、相邻关系原则、权利和义务相统一、权利有界限不能影响他人的合法权利。
如：要遵循相邻关系原则：有利生产、方便生活、团结互助、公平合理
如：应该邻里关系和睦、不影响他人合法权利
如：明确自己相关的权利和义务，权利有界限
没说法律术语，只说：邻里和谐、要相互理解、包容、体谅、谦让；社会主义核心价值观的友善、和谐；民法公序良俗原则；以和为贵中华优秀传统美德，给1分。
第二层满分情况2分:
出现“民主协商”“共同商讨”“共同商量”、“汇集民意、集中民智”/知情权、参与权、表达权。
存在问题：
问题1：缺少相邻关系层
看到社区问题、看到绿地、通行、采光，以及居民分歧这样的关键词，依然想不到涉及相邻关系或者邻里和睦，所以很多同学只靠民主协商得2分。
问题2：
从技术方面去解决问题，试图想一"
2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\26b1173765262a2f_2025东城期末细则.txt,2,73,98,"评分细则：
第一层 中国的贡献（3分） 
①阐述我国新能源汽车产业的发展对世界经济的贡献：
促进资源优化配置/促进国际贸易/为世界新能源产业注入活力 2分
（替代：只说我国新能源汽车产业发展好，阐述充分2分，不充分1分
②说明我国用行动为世界气候/环境/绿色/生态保护做贡献 1分
第二层：批判欧盟行为(2分）
①界定欧盟的行为：违背经济规律/贸易保护主义/逆全球化1分
②带来的不良影响：破坏市场竞争/破坏市场秩序/不利于自身的发展/损害消费者的利益1分
第三层：我国的态度/怎么做(3分)
坚定维护本国利益/互利共赢/和平谈判方式/推动贸易自由便利/维护市场秩序。 
1个点2分，2个点3分


存在问题：
①脱离设问和材料，套用知识，会什么答什么。
②对设问的解读有误，选择了一个角度按“是、为、怎”谈认识。或是将问题直接解读为“怎么做”，只能得到第三层的3分。
③不能全面关注材料，忽略了部分材料，5分卷很多，缺少第二段对欧盟行为的分析。
中国式现代化，民生为大是价值取向，更是实践要求。
结合材料，综合运用所学，谈谈你对这句话的理解。


答题思路：
是-为-怎 ／价值取向-实践要求-总
评分细则："
2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt,1,83,124,"D．使竞争与合作代替冲突成为国际关系的基本形式
10．中国在联合国发起的“全球发展倡议之友”小组成立以来，在减贫、粮食安全、发展筹资、工业化、
互联互通等领域合作，取得丰硕成果， “朋友圈”越来越大，得到100 多个国家及包括联合国在内的多
个国际组织支持和参与。这说明（  ）
A．联合国是实践多边主义的最佳场所，主导全球发展
B．中国是联合国各项行动的坚定支持者和重要合作伙伴
C．中国方案、中国行动为国际合作凝聚了强大共识
D．我国坚持独立自主的外交立场，推动世界繁荣进步
11．甲公司发现乙公司未经许可获得了其数据集，并向公众传播牟利，遂向法院提起诉讼。法院认为乙公
司上述行为侵害了甲公司的数据财产权和著作权，构成了不正当竞争。在该案审理中，甲公司提供的知
识产权局颁发的《数据知识产权登记证书》获得法院认可，本案成为涉数据知识产权登记证效力的“第
一案” 。在此案件中（  ）
资料卡
数据集，是一种由数据所组成的集合。
数据相关权益的认定往往因数据的无形性、可复制性等特性而变得困难，举证难度极大。
北京市知识产权局等部门于 2023 年 5 月颁布了北京市数据知识产权登记管理办法（试行） 》 。
①甲公司和乙公司发生民事纠纷，民事行为客体是不正当竞争行为
②《数据知识产权登记证书》获得法院认可，甲公司举证难度有所降低
③适用无过错侵权责任原则，无论乙公司有无过错都应承担责任
④完善行政机关与司法机关的协同保护机制，促进数据市场良性发展
A．①② B．①③ C．②④ D．③④
12．《中华人民共和国民法典》规范各类民事主体的各种人身关系和财产关系，涉及社会和经济生活的方
方面面，被称为“社会生活的百科全书” ，下列内容符合民法典规定的是（  ）
A．合同缺少价款、履行期限，不影响合同的成立和生效
B．自然人可以与继承人范围内的个人签订遗赠扶养协议
C．报刊转载其他报刊已经刊登的作品，不必支付使用费
D．房屋、汽车、电脑、股票等均可进行抵押和质押担保


第4页/共20页

13．2024 年 11 月，国资委开设的“国资小新”网上店铺一口气上架了十多款“大国重器”和数款技术过硬
的央企民用产品，让大家感受到央企既“顶天立地”又能保障和改善民生的责任担当。下列三段论推理
违反相同逻辑规则的是（  ）
①“祥云”AS700 是大国重器，有的大国重器是载人飞艇，有的载人飞"
2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt,2,148,173,"尊，向世界展示“何以中国” 。
结合材料，运用《哲学与文化》知识，谈谈你对“器以述史，物以载道”的理解。
17．（9 分）近年来，北京法院坚持预防性、恢复性司法理念，以法治之力提升“生态颜值” 。
◆破坏环境受严惩
“张某的行为构成污染环境罪，判处有期徒刑六年十个月，并对清除污染、修复生态费用等 1.4 亿元承
担赔偿责任……”随着法槌敲响，张某等 5 人因非法倾倒垃圾严重污染环境受到严惩。
◆劳务代偿修复生态
“这 100 棵云杉和侧柏是去年种下的，弥补了违法犯罪行为对生态环境造成的损害”补植复绿基地设立
后，连续开展了 4 起非法狩猎刑事附带民事公益诉讼案件的生态修复工作，并进行 10 余次生态保护普
法宣传活动。
◆公开道歉常态化
不久前，全某兄弟二人非法揽收并邮寄野生动物制品 40 起共 56 件，被北京市门头沟区人民法院判处有
期徒刑并处罚金，同时要求他们在全国公开发行的媒体上向社会公众赔礼道歉。
结合材料，运用法治知识，说明北京法院是如何提升“生态颜值”的。
18．（12 分）千年华夏飞天梦，廿载嫦娥揽月回。
自 2004 年以来，在国家资金和政策的支持下，遥感通信等核心技术取得重大突破，中国探月工程步步
衔接、接续跨越、连战连捷。2024 年 6 月 25 日，嫦娥六号带回人类首份 1935.3 克珍贵月球背面月壤，
这是我国建设航天强国、科技强国取得的又一标志性成果。总设计师胡浩感慨： “没有集中力量办大事
的优势，没有新型举国体制支撑，历时 17 年的‘绕、落、回’规划就不可能完成。 ”
河北某民营企业承接了探月工程测控系统中的射电望远镜天线工程，浙江某民营企业承建了探月工程地
面应用系统的网络工程建设……二十届三中全会提出，完善民营企业参与国家重大项目建设长效机制，
支持有能力的民营企业牵头承担国家重大技术攻关任务，向民营企业进一步开放国家重大科研基础设施。
（1）结合材料，运用《经济与社会》知识，阐述我国是如何实现“嫦娥揽月回”的。
登月服的外观融合了历史传统和现代元素，优雅飘逸的“飞天”飘带造型和火箭升空尾焰造型，形成一
飞冲天的姿态，传递出中华民族开拓进取、勇毅前行的意志精神。航天员可以自如完成行走、攀爬、驾
车、科考等月面出舱活动作业。综合防护面料可有效防护月面热环境及月尘影响，全景式防眩光面窗能"
2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt,3,185,216,"某社区有 446 辆电动自行车，却只有 60 个充电接口，对车主新增充电设施的提议，大家产生了意见分
歧。
甲：我没有电动自行车，建车栩会占用绿地，影响我遛弯了。
乙：既不能飞线充电，小区也没有配套设备能集中充电，让我们怎么办？
丙：消防安全问题谁来管？影响居民通行、采光怎么办？
三、学生建议
为解决这一困扰，让电动自行车在楼下待得住，该组同学为社区设计了“在公共区域设置电池充电柜，
车电分离”的方案。
运用《法律与生活》和《政治与法治》知识，完成下列任务。
（1）遇到的法律问题：
资料卡
《高层民用建筑消防安全管理规定）
第三十七条……电动自行车存放、充电场所应当配备必要的消防器材，充电设施应当具备充
满自动断电功能。
《中华人民共和国民法典》
第二百七十八条下列事项由业主共同决定：……（八）改变共有部分的用途或者利用共有部
分从事经营活动。
（1）遇到的法律问题：                、             。
（2）解决电动自行车“安家难” ，涉及居民、物业、          、         等利益相关方。
（3）如何更好地解决居民分歧，达成共识？
20．（8 分）新能源汽车是汽车产业的未来方向。近年我国比亚迪等车企发展迅猛，成功走向世界市场。
2023 年我国新能源汽车出口 409 亿美元，同比增长 69%，紧随德国排名全球第二，市场份额 18%，2024
年 1﹣6 月，中国向欧盟出口 26.2 万辆新能源汽车，以 32%的市场份额力压日本、英国位列榜首。
欧盟认为“中国生产过剩扰乱了全球市场秩序” ，决定从2024 年 7 月 4 日起，对中国的新能源汽车征收
临时反补贴税。其后，在布鲁塞尔举行的磋商中，中方多次提出建设性解决方案，但欧方始终未积极回
应，并于 10 月初通过了该反补贴案终裁草案。我国商务部立即回应：坚决反对欧方做法，必将采取一
切措施坚定维护中国企业的利益。
11 月初，欧方代表团来华，双方在北京继续磋商，就解决争议进行深入交流。
运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。
要求：题目自拟，观点明确，逻辑清晰，200 字左右。
21．（10 分）中国式现代化，民生为大。
材料一：民生无小事枝叶总关情"
2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt,4,460,522,"【解答】A 错误，联合国是实践多边主义的最佳场所，但无法主导全球发展；
B 错误，中国是联合国符合《联合国宪章》精神的各项行动的坚定支持者和重要合作伙伴；
C 符合题意，中国在联合国发起的“全球发展倡议之友”小组成立以来，得到 100 多个国家及包括联合
国在内的多个国际组织支持和参与。这说明中国方案、中国行动为国际合作凝聚了强大共识；
D 不合题意，材料未体现我国坚持独立自主的外交立场。
故选：C。
【点评】本题考查学生提取信息、调动所学知识理解和解决问题的能力。答题要把握材料主旨，找出与
主旨一致的表述，在选择过程一定要注意选项与题干主旨的相关性。
11．【分析】本题考查：过错推定与无过错侵权责任；举证责任
1.过错推定与无过错侵权责任
（1）过错推定侵权责任：依照法律规定推定行为人有过错，其不能证明自己没有过错的，应当承担侵
权责任。
（2）无过错侵权责任：法律规定无过错侵权责任的，则行为人只要损害了他人的民事权益，不论其有
无过错，均应当承担侵权责任。
2.举证责任
民事诉讼实行“谁主张，谁举证”的举证原则。但有些情况下，当案件当事人因欠缺专业知识或者远离
证据而难以举证时，法律出于公平合理的考虑，实行举证倒置原则，即当事人提出诉讼主张时，由对方


第14页/共20页

负责举证。
【解答】①错误，甲公司和乙公司发生民事纠纷，民事行为客体是智力成果；
②④正确，甲公司发现乙公司未经许可获得了其数据集，并向公众传播牟利，遂向法院提起诉讼。法院
认为乙公司上述行为侵害了甲公司的数据财产权和著作权，构成了不正当竞争。在该案审理中，甲公司
提供的知识产权局颁发的《数据知识产权登记证书》获得法院认可，本案成为涉数据知识产权登记证效
力的“第一案” 。在此案件中《数据知识产权登记证书》获得法院认可，甲公司举证难度有所降低；要
完善行政机关与司法机关的协同保护机制，促进数据市场良性发展；
③错误，过错推定侵权责任是指依照法律规定推定行为人有过错，其不能证明自己没有过错的，应当承
担侵权责任，乙公司未经甲公司许可使用数据构成一般侵权责任。
故选：C。
【点评】本题考查学生对教材知识点的掌握和对材料的分析理解能力，对于此类型题目，学生需要首先
明确题干的中心思想，将题干主旨与教材的知识点相结合，围绕题干主旨进行选择即可。
12．【分析】本题考查：有效合同与无效合同
（1）有"
2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt,5,670,695,"（2）本题要求回答解决电动自行车“安家难”涉及的利益相关方。甲和乙的观点说明社区电动自行车
的充电问题涉及居民；丙的观点说明涉及物业、街道办事处和消防部门等利益相关方。


第19页/共20页

（3）本题要求回答如何更好地解决居民分歧，达成共识。从《政治与法治》的角度看，解决社区居民
的问题，最好发挥基层群众自治的作用，通过召开居民会议，居委会介绍方案并进行民主协商、民主决
策，就充电柜设置问题达成共识。从《法律与生活》的角度看，解决邻里之间的问题，应该按照方便生
活、团结互助、公平合理的原则，正确处理相邻关系。
【解答】（1）
充电柜是否符合安全标准、公共区域的所有权等；
（2）
街道办事处、消防部门等；
（3）
①应当按照方便生活、团结互助、公平合理的原则，正确处理相邻关系，促进和谐。
②通过召开居民会议，居委会介绍方案并进行民主协商、民主决策，就充电柜设置问题达成共识。
【点评】（1）（2）属于简答题，难度较低。解答此类主观题需要考生夯实基础，加强知识储备，准确获
取和解读材料信息，直问直答，无需作过多分析。
（3）本题为措施类试题，解答这类题目时采用定点法，具体的解题思路是：
一是从教材找方法。要认真回想教材相关方面的知识，不能随意乱想。
二是从材料中找方法。如果材料呈现的是问题，那么材料中问题的反面就是方法。
三是从当前时政热点和党和国家重大政策中找方法。具体的解题程序：定点﹣﹣联系﹣﹣疏理﹣﹣作答。
20．【分析】本题要求运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。属于
认识类试题，知识范围是《当代国际政治与经济》知识，可以结合材料信息，从经济全球化、世界市场、
建设清洁美丽世界、贸易保护主义、国家利益、解决国际争端的方式、互利共赢等角度作答。"
2025各区二模\2025西城二模\细则\2025西城二模细则.docx,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\cfb0f19ef38aafd7_2025西城二模细则.txt,1,66,95,"（0~1分）
应答与试题无关；或重复试题内容，或没有应答
		【示例】
		①表态1分+合理性2分
		如：政府是国家权力机关的执行机关（行政机关），政府要全心全意为人民服务，建设人民满意政府。“伞型社会”概念，关注到了我国政府在国家和社会治理中的作用，但不足以描述整个中国的权力运行机制。
		②论证说明不足以  4分（国体1分；党的领导1分；人民角度2分如人大、民主集中制、多元主体、全过程民主等）
		如：我国是人民当家作主的社会主义国家，中国共产党作为执政党，是我国最高政治领导力量，为人民执政、依靠人民执政。人民行使国家权力的机关是全国人民代表大会和地方各级人民代表大会，按照民主集中制原则，充分发扬民主，集体行使职权，确保国家机关高效协调运转。同时，注重激发社会主体的活力，充分调动人民群众积极性，充分发挥人民群众在民主选举、民主协商、民主决策、民主监督中的主体作用。

		18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观。
		【细则】
		小刘为限制民事行为能力人（1分），其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为（民事法律行为）无效。（1分）
		平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。（过错分析，共3分）
		综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则（1分）。
		判决意义：2分。引导平台健全审核机制、担当社会责任（或促进平台经济健康发展）（1分），警示监护人依法履行监护义务，或教育引导未成年人树立正确消费观。（1分）
		（即规范引导平台…1分，规范引导监护人或未成年人…）


		19．（10分）
		（1）（5分）机遇：世界国民财富总体增长，有利于经济"
2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\06c08602a2f5c20b_2025北京西城高三二模政治_教师版.txt,1,95,120,"▪ “我们充分挖掘地域历史文化，重构展览体系。在展览中讲述各民族共同开拓疆域、共创文化、共守
家园的历史。”
据此推断，该活动的主题最可能是
A．民族特色与文化传承                                  B．实现各民族的共同繁荣
C．坚持和完善民族区域自治制度                  D．讲好铸牢中华民族共同体意识的故事
10．网络购物已逐渐成为主流的消费模式。有句广告词这样说， “只要有快递在路上，生活就有了盼头” ，
以市场交易的视角看
①“快递在路上” ，属于一方的要约还未到达的情况
②消费者履行付款义务，网络销售者履行交付义务，诚信机制的保障非常重要
③订立合同中涉及到一些必要的个人信息，若合同未成立，商家没有对此保密的义务
④网购页面的“购物须知” “退换货须知” ，在接受一方经阅读并按下同意或确认键后，一般会生效成
为合同的组成部分
A．①②           B．①③           C．②④           D．③④
11．在地铁站上下电梯的时 候，常常会听到广播里循环播放： “请您站稳扶好，不要看手机，不要倚靠电
扶梯……”在此情形中
①乘客作为自身安全的第一责任人，应自觉遵守公共场所的安全规定，履行对自身安全的注意义务
②地铁运营设施管理人履行的安全保障义务是一种不可免除的法定义务
③如果乘客在乘梯过程中看手机没有站稳而摔倒，地铁公司亦须承担无过错责任


第4页/共10页

④地铁公司履行了提醒的义务，若乘客自己不慎摔倒，地铁公司不再需要履行及时救助或协助的义务
A．①②           B．①③           C．②④           D．③④
12．“在演唱会现场和几千人一起合唱，那种情绪释放的快乐，值得我跨省奔
波。 ”2024 年，全国演出市场总收入达 796.29 亿元，增长强劲。其中，大"
2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\06c08602a2f5c20b_2025北京西城高三二模政治_教师版.txt,2,208,253,"想要回其余 40 万余元的打赏款，遭到拒绝。所以，我们现在将平台告上人民法院，要求返还充值款项。
平台：注意到小刘账号的异常消费后，采取了消费限制措施，停止了该账户的充值和打赏权限。但随后，
小刘冒充监护人的身份与平台客服电话沟通，平台才
解除了涉案账号的全部限制措施，平台不应承担 责
任。
人民法院一审判定，判定由被告平台退还未成
年人充值款 24 万元，平台不服提出上诉，二审法院
维持了一审判决。
结合材料，运用《法律与生活》的知识，分析人民法院的判决结果。


19.（10 分）
为了更好地跟踪监测经济进步的可持续性和衡量国家财富，世界银行推出了《国民财富变化》系列报
告，从多个方面综合衡量国民财富。《2024 国民财富变化》报告显示，1995 年至 2020 年期间，全球人均财
富增长了 21%，但占世界总人口一半的低收入国家只占财富总量的 7%。构成财富的各项资产的变化趋势
揭示出重要的信息：
生产资本：生产资本的快速积累说明了对基础设施、工业和技术的大量投资。
人力资本：人力资本与人口同步增长，反映出劳动力参与率的上升和教育回报率的提高。然而，这些
改善的质量和可及性因国家而异。
不可再生的自然资本： 不可再生自然资本的增长呈现不稳定性，其主要构成是化石燃料和矿产，且后
者重要性在增加。
可再生的自然资本：在过去 25 年可再生自然资本急剧下降，降幅超过 20%。
世界人均全球财富的变化（按资产类别）
第一百五十七条  民事法律行为无效、被撤销或者
确定不发生效力后，行为人因该行为取得的财产应
当予以返还;不能返还或者没有必要返还的应当折价
补偿。有过错的一方应当赔偿对方由此所受到的损
失;各方都有过错的，应当各自承担相应的责任。
《中华人民共和国民法典》


第7页/共10页


资料来源：世界银行《2024 国民财富变化》报告
注：每种资产类别的人均实际综合财富报告是相对于 1995 年的变化（设定为 100）。
（1）结合材料，说明国民财富的变化给发展问题带来的机遇与挑战。 （5 分）
中国为国民财富稳定增长的国家，具有良好的市场经济体制、完备的产业体系和广阔的市场。中国宣
布，给予所有同中国建交的最不发达国家 100%税目产品零关税待遇。
（2）结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。（5 分）

20.（10 分）建"
2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\06c08602a2f5c20b_2025北京西城高三二模政治_教师版.txt,3,314,339,"第9页/共10页

（2）（7分）可从党的领导、政府与人民的关系、民主集中制、各方参与等角度作答。
18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为
无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好
监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过
错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决
警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费
观。
19．（10分）
（1）（5分）机遇：世界国民财富总体增长，有利于经济发展和增进福祉。 基础设施、工业和技术的 增
长，可以提高生产率和支持提高生活水平 。人力资本的增长， 劳动者素质提高， 对长期经济可持
续性发展至关重要。
挑战：国民财富增长不平衡，不可再生自然资本的增长不稳定性，各种安全风险增加，影响发展的
稳定性；可再生自然资本急剧下降，对环境可持续性和经济韧性都构成重大风险；人力资本改善的
质量和可及性因国家而异，加剧发展的不平衡。
（2）（5分）发展是解决一切问题的总钥匙。释放各国发展潜力，实现世界各国共同发展，才能保证持
久的和平。中国对最不发达国家实行零关税，开放广阔的中国市场， 惠民生增福祉，与各国包括最
不发达国家共享发展新机遇，开放包容、互利共赢，携手推动建设开放型世界经济，展现了大国担
当。
20.（10分）可从党的性质宗旨；满足文化需求、丰富文化供给、推动文化创新创造；社会历史主体；中国式
现代化的实现等角度作答。
等级水平 等  级  描  述
水平 4"
2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\086cafc0d843cdfd_2025届二模考试讲评0510.txt,1,231,313,"基本的法律适用与论证能力，完成庭审流程和判决文书内容的补充，体会
公正司法是程序公正与结果公正的结合。
• 另一方面本题需要学生思考商标恶意抢注的效果，从自己真实收获出发体
会司法要实现政治效果、法律效果与社会效果的统一，提高法治意识。


1. 回避 1分
2. 被告………包装 1分
3. 未经许可使用商标权 / 侵犯商标权 （要和2对应）1分
4. ……………………的材料/或书证、物证、证词类的例子 1分（要合理）
5. 老字号 / 知名度 / 无侵权（没有损害原告权益） / 被告拥有的在先权利（要和4对
应）1分
6. 抢注/抢先注册/恶意注册/损害在先权利/用法条32条 1分
7. 诚信/公平/守法和公序良俗/公序良俗 1分（只能写一个，且必须是民法原则）
8. 市场秩序/营商环境/社会主义核心价值观/中华传统美德/公平竞争1分
9. 第一层 获得新知：学习了…法律知识 / 了解“行使权利有边界”.
证据对诉讼得价值 / 了解法庭审理得内容和流程
第二层 感受公正：程序公正/结果公正/以事实为依据，法律为准绳/体现公正司法.
第三层 体会价值：有利于维护老字号企业合法权益/有助于传承中华优秀传统美德
/社会主义核心价值观/有助于维护良好市场秩序
备注：以上中三个层次4分，两个层次3分 一个层次2分

A 组
1.回避 1分
7.诚信/公平/守法和公序良俗/公序良俗 1分

• 1、7 两问学生答卷反映的问题及建议
• ①正确答案是“回避申请”，正确率较高；
• 主要几种错误：“起诉”、“撤诉”、“和解”、“调解”。
建议温习课本P99模拟法庭的程序
• ⑦“_____这一民法原则”，学生写了多个；或表述错误，例如公正。
建议再温习一下民法原则

B 组
2.被告………包装 1分
3.未经许可使用商标权 / 侵犯商标权 （要和2对应）1分
4.……………………的材料/或书证、物证、证词类的例子 1分（要合理）
5.老字号 / 知名度 / 无侵权（没有损害原告权益） / 被告拥有的在先权利
（要和4对应）1分
6.抢注/抢先注册/恶意注册/损害在先权利/用法条32条 1分

• 2-6问学生答卷反映的问题及建议
• 学生大部分能够对②③⑥空进行较好的阐述。
• 部分学生②③空未从被告侵权角度回答，反而重复写 “商标注册文件”这一与前
文重复的答案；
• ④一部分"
