score,relative_path,status,chars,text_path,source_path,hits
23,2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx,text-extracted,6773,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\44537714bd68a7c1_2026通州期末细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx,法治:8?民法:5?民法典:4?相邻关系:3?法律与生活:1?专利:1?继承:1
22,2024各区二模\2024西城二模\细则\2024西城二模细则.docx,text-extracted,3637,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\f2e1772f20ed2085_2024西城二模细则.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx,消费者:8?民法:7?法治:3?食品安全:2?惩罚性赔偿:2
22,2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,text-extracted,3707,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\26b1173765262a2f_2025东城期末细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,法治:7?相邻关系:5?调解:3?法律与生活:2?民法:2?民法典:1?侵权:1?消费者:1
22,2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,text-extracted,9565,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,民法:4?侵权:3?诉讼:3?违约:2?消费者:2?法治:2?劳动者:1?著作权:1?不正当竞争:1?仲裁:1
22,2026各区期末和期中\2026海淀期中\试卷\2025北京海淀高三（上）期中政治（教师版）.docx,text-extracted,9012,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\11cac42f979196cd_2025北京海淀高三_上_期中政治_教师版.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\试卷\2025北京海淀高三（上）期中政治（教师版）.docx,法治:11?劳动者:3?诉讼:3?不正当竞争:2?民法:1?知识产权:1?个人信息:1
21,2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,text-extracted,3032,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\b692254ceb1b8174_2024海淀一模细则.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,著作权:6?法治:6?侵权:3?商标:2?不正当竞争:2?知识产权:1?专利:1
21,2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,text-extracted,1177,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5a07157a05d12bcf_18_选择7_13.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,诉讼:7?侵权:4?知识产权:3?调解:3?不正当竞争:2?消费者:1?惩罚性赔偿:1
21,2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,text-extracted,9656,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\cc91930411716013_2026北京延庆高三一模政治_教师版.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,法治:6?合同:3?诉讼:3?民法:2?肖像权:2?法律与生活:1?消费者:1?不正当竞争:1?调解:1?名誉权:1
20,2026各区期末和期中\2026丰台期末\细则\2026丰台期末细则.pdf,text-extracted,9018,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\dbc93cbfd3a93eff_2026丰台期末细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\细则\2026丰台期末细则.pdf,法治:14?法律与生活:2?侵权:2?继承:2
20,2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf,text-extracted,1790,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf,合同:11?消费者:3?不正当竞争:3?民法:1?民法典:1?侵权:1
19,2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,text-extracted,8074,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\13d454fdd813a039_高三二模_政治试题_以PDF为准_1.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,个人信息:4?民法:3?法治:3?民法典:2?诉讼:2?继承:2?法律与生活:1?侵权:1?违约:1
19,2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,text-extracted,7964,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\9b287871f660f23d_2025北京东城高三二模政治_教师版.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,合同:4?法治:3?侵权:2?仲裁:2?调解:2?民法:1?消费者:1?劳动合同:1?诉讼:1?名誉权:1
19,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,text-extracted,2410,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\a85076fc73d8e53e_19._2.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,著作权:7?侵权:6?法律与生活:3?民法:1?知识产权:1?法治:1
18,2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,text-extracted,3400,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\17cdecfbd774ee79_2025房山一模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,法治:7?不正当竞争:3?侵权:2?劳动者:2?知识产权:2?民法:1?惩罚性赔偿:1
18,2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf,text-extracted,8521,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e84e6bbdd8988978_门头沟区高三政治一模试卷.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf,调解:4?专利:3?诉讼:3?民法:2?法治:2?法律与生活:1?知识产权:1?商标:1?夫妻:1
18,2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf,text-extracted,1616,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\7832041a93d37e1f_2026海淀期末细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf,合同:11?消费者:3?不正当竞争:3?侵权:1
17,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,text-extracted,8880,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,民法:4?民法典:2?侵权:2?无过错:2?法律与生活:1?劳动者:1?知识产权:1?专利:1?诉讼:1?惩罚性赔偿:1
17,2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,text-extracted,7662,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5355283f436e3229_高三政治_二模试题_海_1.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,个人信息:4?法治:3?民法:2?诉讼:2?继承:2?法律与生活:1?民法典:1?侵权:1?违约:1
17,2025各区一模\2025西城一模\细则\2025西城一模细则.docx,text-extracted,4269,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\af675a5d751f41db_2025西城一模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,劳动者:9?合同:3?劳动合同:2?法治:2?继承:1
17,2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,text-extracted,9612,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\2542f29bb04e2ae0_2025北京西城高三一模政治_教师版.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,劳动者:5?民法:3?合同:2?专利:2?侵权:1?违约:1?著作权:1?继承:1?肖像权:1
17,2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,text-extracted,2341,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\2e0f67df1ab78a60_2026延庆一模细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,诉讼:3?法治:3?侵权:2?消费者:2?不正当竞争:2?名誉权:2?肖像权:2?继承:1
17,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,text-extracted,10239,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3965bc306d35c89f_2024届各区一模试题分类汇编必修2.txt,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,劳动者:4?知识产权:4?食品安全:3?消费者:2?专利:2?侵权:1?惩罚性赔偿:1
16,2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,text-extracted,5871,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\84218459671af8ac_2024朝阳二模细则.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,仲裁:6?民法:4?法治:4?劳动者:2
16,2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,text-extracted,9481,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\06c08602a2f5c20b_2025北京西城高三二模政治_教师版.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,民法:5?合同:3?民法典:2?法律与生活:1?消费者:1?劳动者:1?个人信息:1?无过错:1?法治:1
15,2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,text-extracted,3952,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\89d264a31e348be6_2025西城期末细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,法治:12?不正当竞争:2?侵权:1
14,2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,text-extracted,1989,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\85ebe0578ce81b18_高三模拟测试思想政治答案.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,民法:5?消费者:3?食品安全:2?惩罚性赔偿:2?法治:2
14,2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,text-extracted,6053,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\c143f0d3215c3417_2025丰台一模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,法治:9?侵权:2?知识产权:2?劳动者:1
14,2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,text-extracted,1755,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\506347bd4a7061dd_2025海淀一模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,法治:14
14,2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,text-extracted,3201,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5b78436dd863858b_2025_1东城讲评_修改.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,法治:6?相邻关系:3?民法:2?法律与生活:1?民法典:1?侵权:1
13,2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,text-extracted,3898,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\bef8332e23ce30ac_2025顺义一模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,民法:2?民法典:2?诉讼:2?相邻关系:2?消费者:1?知识产权:1?不正当竞争:1?调解:1?法治:1
13,2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,text-extracted,2132,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\9b5ac8fd0cfe59cb_2026海淀一模细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,消费者:6?侵权:2?民法:1?民法典:1?诉讼:1?惩罚性赔偿:1?法治:1
12,2026各区一模\2026房山一模\细则\2026房山一模细则.docx,text-extracted,3769,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\0ca482adfc64b0d7_2026房山一模细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx,法治:9?民法:2?侵权:1
11,2024各区一模\2024西城一模\细则\2024西城一模细则.docx,text-extracted,3145,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\f7bcf000f212cc69_2024西城一模细则.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx,诉讼:6?法治:3?赡养:2
10,2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（2）.docx,text-extracted,578,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5c18cbecb82d97a6_19_2.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（2）.docx,合同:8?法治:2
10,2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx,text-extracted,4071,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\de758e5e79500dd0_2026顺义一模细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx,劳动者:4?法治:3?合同:1?劳动合同:1?夫妻:1
10,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,text-extracted,11281,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3423b62eb032b5df_2024届各区一模试题分类汇编必修4.txt,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,法治:8?劳动者:1?继承:1
9,2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,text-extracted,2621,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\c0a3990e95796ddd_2025延庆一模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,合同:2?消费者:2?调解:2?法治:2?诉讼:1
9,2026各区期末和期中\2026西城期末\试卷\2026北京西城高三（上）期末政治（教师版）.pdf,text-extracted,2850,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\efbc5507a38dbd4f_2026北京西城高三_上_期末政治_教师版.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\试卷\2026北京西城高三（上）期末政治（教师版）.pdf,法治:3?不正当竞争:2?诉讼:2?侵权:1?劳动者:1
8,2024各区一模\2024海淀一模\其他材料\一模政治-答案.docx,text-extracted,1641,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\98d1d762f302004f_一模政治-答案.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\其他材料\一模政治-答案.docx,著作权:3?法治:2?侵权:1?商标:1?不正当竞争:1
8,2024各区一模\2024西城一模\其他材料\2024.4高三统一测试思想政治答案.docx,text-extracted,1760,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\91e28443e7a1bb0e_2024.4高三统一测试思想政治答案.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\其他材料\2024.4高三统一测试思想政治答案.docx,诉讼:6?赡养:2
7,2024各区一模\2024朝阳一模\其他材料\202404朝阳高三政治质量检测一参考答案 上交版.docx,text-extracted,1902,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\f6013d54b52c02dc_202404朝阳高三政治质量检测一参考答案_上交版.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\其他材料\202404朝阳高三政治质量检测一参考答案 上交版.docx,消费者:2?法治:2?民法:1?民法典:1?合同:1
7,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,text-extracted,7586,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\56b5533477c242dc_18题.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,消费者:3?劳动者:2?知识产权:1?法治:1
7,2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,text-extracted,2509,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\fc56fdd304fde118_2025海淀二模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,商标:2?法治:2?侵权:1?诉讼:1?继承:1
7,2026各区一模\2026西城一模\细则\2026西城一模细则.docx,text-extracted,2590,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\22206a780a1503a6_2026西城一模细则.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx,民法:2?法治:2?民法典:1?侵权:1?劳动者:1
7,2026各区期末和期中\2026石景山期末\试卷\2026北京石景山高三（上）期末政治.pdf,text-extracted,1618,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\22c2a9a9dc00eb28_2026北京石景山高三_上_期末政治.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\试卷\2026北京石景山高三（上）期末政治.pdf,合同:1?劳动者:1?劳动合同:1?仲裁:1?诉讼:1?调解:1?法治:1
6,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,text-extracted,4579,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\950d6b2d3cdda441_2024丰台一模细则.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,侵权:2?法律与生活:1?民法:1?民法典:1?法治:1
6,2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18(1).docx,text-extracted,1118,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4238b9f0bc92fe5b_18_1.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18(1).docx,法治:4?劳动者:2
6,2025各区二模\2025西城二模\细则\2025西城二模细则.docx,text-extracted,4463,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\cfb0f19ef38aafd7_2025西城二模细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,民法:2?民法典:2?劳动者:2
6,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,text-extracted,11806,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\0f4414a153ba94c0_2024届各区一模试题分类汇编选必1.txt,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,法治:6
5,2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,text-extracted,1791,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\f7c4cc4ac52ecefd_004202405朝阳高三政治质量检测二参考答案_以PDF为准.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,仲裁:2?民法:1?劳动者:1?法治:1
5,2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,text-extracted,1463,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\7bbd92bd3b93e531_2025海淀期中细则.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,夫妻:2?民法:1?民法典:1?法治:1
5,2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,text-extracted,842,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\16fa597a98fe48b9_20.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,法治:5
4,2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,text-extracted,2684,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\227192d22e10241b_2024海淀二模细则.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,法治:2?民法:1?赡养:1
3,2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,text-extracted,1718,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\8f109fb09efc0c6a_高三二模_政治答案_2.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,民法:1?赡养:1?法治:1
3,2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,text-extracted,2129,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\10b5fafe88245264_2025年海淀二模评标实录.txt,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,法治:2?诉讼:1
3,2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf,text-extracted,8056,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\5a53b5c6863d7f95_2025北京朝阳高三_上_期中政治_教师版.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf,继承:2?法治:1
2,2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,text-extracted,7923,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题_1.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,消费者:2
2,2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,text-extracted,7923,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题.txt,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,消费者:2
2,2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,text-extracted,1190,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3566266405cdbddd_17.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,法治:2
2,2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx,text-extracted,799,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\9aecfff2e370dc98_西城高三期末评标.txt,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx,消费者:1?不正当竞争:1
