material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0070_2024_顺义_二模_19_04,CC0070_2024_顺义_二模_19,2024年《政府工作报告》提出，大力推进现代化产业体系建设，加快发展新质生产力。,2024年《政府工作报告》提出，大力推进现代化产业体系建设，加快发展新质生产力。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_05,CC0070_2024_顺义_二模_19,加快前沿新兴氢能、新材料、创新药等产业发展，积极打造生物制造、商业航天、低空经济等新增长引擎。,加快前沿新兴氢能、新材料、创新药等产业发展，积极打造生物制造、商业航天、低空经济等新增长引擎。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_06,CC0070_2024_顺义_二模_19,制定未来产业发展规划，开辟量子技术、生命科学等新赛道。,制定未来产业发展规划，开辟量子技术、生命科学等新赛道。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_07,CC0070_2024_顺义_二模_19,开展“人工智能+”行动。,开展“人工智能+”行动。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_08,CC0070_2024_顺义_二模_19,"（2）结合材料,综合运用《政治与法治》和《当代国际政治与经济》知识,说明我国积极推动新质生产力发展的原因。","（2）结合材料,综合运用《政治与法治》和《当代国际政治与经济》知识,说明我国积极推动新质生产力发展的原因。",,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_09,CC0070_2024_顺义_二模_19,（8分） （10分）拥有科学理论的政党，才拥有真理的力量；,（8分） （10分）拥有科学理论的政党，才拥有真理的力量；,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_10,CC0070_2024_顺义_二模_19,科学理论指导的事业，才拥有光明的前途。,科学理论指导的事业，才拥有光明的前途。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_11,CC0070_2024_顺义_二模_19,中国共产党之所以能够带领人民在一次次求索、一次次挫折、一次次开拓中完成中国其他各种政治力量不可能完成的艰巨任务，根本在于不断推进马克思主义中国化时代化。,中国共产党之所以能够带领人民在一次次求索、一次次挫折、一次次开拓中完成中国其他各种政治力量不可能完成的艰巨任务，根本在于不断推进马克思主义中国化时代化。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_12,CC0070_2024_顺义_二模_19,在推进马克思主义中国化时代化的历史进程中，产生了毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会主义思想，使马克思主义在中国焕发出强大生命力。,在推进马克思主义中国化时代化的历史进程中，产生了毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会主义思想，使马克思主义在中国焕发出强大生命力。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_13,CC0070_2024_顺义_二模_19,党的二十大报告指出：“不断谱写马克思主义中国化时代化新篇章，是当代中国共产党人的庄严历史责任。,党的二十大报告指出：“不断谱写马克思主义中国化时代化新篇章，是当代中国共产党人的庄严历史责任。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_14,CC0070_2024_顺义_二模_19,” 科学的理论总是与伟大的实践相互激荡。,” 科学的理论总是与伟大的实践相互激荡。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_15,CC0070_2024_顺义_二模_19,坚持以马克思主义为指导，最终要落实到怎么用上来。,坚持以马克思主义为指导，最终要落实到怎么用上来。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_16,CC0070_2024_顺义_二模_19,当今世界正在经历百年未有之大变局，处在民族复兴关键时期的当代中国正在经历着有史以来最为广泛而深刻的社会变革，正在推进中国式现代化这一人类历史上非常宏大而独特的实践创新，中国之问、世界之问、人民之问、时代之问给我们提出的新考题比过去更复杂、更难，迫切需要我们从理论与实践的结合上提交答案。,当今世界正在经历百年未有之大变局，处在民族复兴关键时期的当代中国正在经历着有史以来最为广泛而深刻的社会变革，正在推进中国式现代化这一人类历史上非常宏大而独特的实践创新，中国之问、世界之问、人民之问、时代之问给我们提出的新考题比过去更复杂、更难，迫切需要我们从理论与实践的结合上提交答案。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_17,CC0070_2024_顺义_二模_19,党的二十大报告指出：从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴。,党的二十大报告指出：从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_18,CC0070_2024_顺义_二模_19,（1）我们如期完成脱贫攻坚、全面建成小康社会的历史任务，实现了第一个百年奋斗目标。,（1）我们如期完成脱贫攻坚、全面建成小康社会的历史任务，实现了第一个百年奋斗目标。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_19,CC0070_2024_顺义_二模_19,党的二十大对全面建设社会主义现代化国家新征程进行了总的战略安排。,党的二十大对全面建设社会主义现代化国家新征程进行了总的战略安排。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_20,CC0070_2024_顺义_二模_19,（2分） （8分） | 观点 | 逻辑分析 A | 法定继承第一顺位继承人中的子女，包括婚生子女、非婚生子女、养子女和有扶养关系的继子女。,（2分） （8分） | 观点 | 逻辑分析 A | 法定继承第一顺位继承人中的子女，包括婚生子女、非婚生子女、养子女和有扶养关系的继子女。,,,,,扶养；法定继承,carries 法律事实/规则信号,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_21,CC0070_2024_顺义_二模_19,| 对概念外延的划分犯了“多出子项”的逻辑错误 B | 若a=b，则ac=bc | 该判断中，a=b是ac=bc的充分必要条件 C | 刑法第二十条规定：“为了使国家、公共利益、本人或者他人的人身、财产和其他权利免受正在进行的不法侵害，而采取的制止不法侵害的行为，对不法侵害人造成损害的，属于正当防卫，不负刑事责任。,| 对概念外延的划分犯了“多出子项”的逻辑错误 B | 若a=b，则ac=bc | 该判断中，a=b是ac=bc的充分必要条件 C | 刑法第二十条规定：“为了使国家、公共利益、本人或者他人的人身、财产和其他权利免受正在进行的不法侵害，而采取的制止不法侵害的行为，对不法侵害人造成损害的，属于正当防卫，不负刑事责任。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_22,CC0070_2024_顺义_二模_19,” | 该判断属于复合判断 D | “服务员同志，请当心，你的手指浸到我的汤里去了。,” | 该判断属于复合判断 D | “服务员同志，请当心，你的手指浸到我的汤里去了。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_23,CC0070_2024_顺义_二模_19,” “没有关系，汤不烫，我不痛。,” “没有关系，汤不烫，我不痛。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0070_2024_顺义_二模_19_24,CC0070_2024_顺义_二模_19,” | 该回答违反了排中律 基本案情 | 调查和督促履职 “禄米仓”为北京市级文物保护单位，是研究古代仓储制度和仓房建筑的宝贵实物资料。,” | 该回答违反了排中律 基本案情 | 调查和督促履职 “禄米仓”为北京市级文物保护单位，是研究古代仓储制度和仓房建筑的宝贵实物资料。,,,,,,背景或价值铺垫,F0068:text | F0069:text | F0289:text | F0290:text,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_01,CC0077_2025_东城_一模_19,19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。,19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_02,CC0077_2025_东城_一模_19,以下三个案例生 动展现了法治的实践与成效。,以下三个案例生 动展现了法治的实践与成效。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_03,CC0077_2025_东城_一模_19,案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。,案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。,,,,yes,违约金；赔偿损失,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_04,CC0077_2025_东城_一模_19,在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。,在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。,,,,yes,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_05,CC0077_2025_东城_一模_19,案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。,案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_06,CC0077_2025_东城_一模_19,医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。,医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。,,,,yes,违约金,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_07,CC0077_2025_东城_一模_19,案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。,案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_08,CC0077_2025_东城_一模_19,因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。,因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。,,,,,遗产,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_09,CC0077_2025_东城_一模_19,判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。,判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。,,,,,遗产,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_10,CC0077_2025_东城_一模_19,阅读材料，完成下表。,阅读材料，完成下表。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_11,CC0077_2025_东城_一模_19,解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。,解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。,,,,yes,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_12,CC0077_2025_东城_一模_19,该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。,该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。,,,,yes,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_13,CC0077_2025_东城_一模_19,有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。,有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_14,CC0077_2025_东城_一模_19,案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。,案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。,,,,yes,违约金,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_15,CC0077_2025_东城_一模_19,② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。,② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。,,,,yes,民法典；扶养；赡养；遗产,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_01,CC0084_2025_东城_二模_19,19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。,19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_02,CC0084_2025_东城_二模_19,案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。,案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_03,CC0084_2025_东城_二模_19,钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。,钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。,,,,yes,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_04,CC0084_2025_东城_二模_19,因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。,因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。,,,,yes,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_05,CC0084_2025_东城_二模_19,案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。,案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_06,CC0084_2025_东城_二模_19,该公司诉至法院，最终法院判决杨某公开道歉并赔 偿损失。,该公司诉至法院，最终法院判决杨某公开道歉并赔 偿损失。,,,,yes,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_07,CC0084_2025_东城_二模_19,案件三 邬某通过某公司的 App 预定境外客房，支付方式为“到店支付”，下单后即被从银行卡中扣除房款， 邬某不知情也未入住。,案件三 邬某通过某公司的 App 预定境外客房，支付方式为“到店支付”，下单后即被从银行卡中扣除房款， 邬某不知情也未入住。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_08,CC0084_2025_东城_二模_19,邬某发现扣款后要求退还，而公司认为其服务条款中已注明“部分酒店住宿可能会 对您的银行卡预先收取全额预订费用”，拒绝退款。,邬某发现扣款后要求退还，而公司认为其服务条款中已注明“部分酒店住宿可能会 对您的银行卡预先收取全额预订费用”，拒绝退款。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_09,CC0084_2025_东城_二模_19,邬某诉至法院，最终法院判决该公司退还房款。,邬某诉至法院，最终法院判决该公司退还房款。,,,,yes,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_10,CC0084_2025_东城_二模_19,阅读材料，完成下表。,阅读材料，完成下表。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_11,CC0084_2025_东城_二模_19,案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。,案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_12,CC0084_2025_东城_二模_19,案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。,案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。,,,,,经营者,carries 法律事实/规则信号,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_13,CC0084_2025_东城_二模_19,[page 6] 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。,[page 6] 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。,,,,,格式条款,carries 法律事实/规则信号,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0103_2025_丰台_一模_19_01,CC0103_2025_丰台_一模_19,19. 2024 年6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。,19. 2024 年6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。,,,,yes,知识产权；上诉,carries 法律事实/规则信号,F0075:text | F0076:page 10 | F0076:page 7 | F0294:text,heuristic_sentence_split_from_text_layer
M_CC0103_2025_丰台_一模_19_02,CC0103_2025_丰台_一模_19,原告方下 属公司的近40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12 件实用新型专利。,原告方下 属公司的近40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12 件实用新型专利。,,,,,原告；被告,carries 法律事实/规则信号,F0075:text | F0076:page 10 | F0076:page 7 | F0294:text,heuristic_sentence_split_from_text_layer
M_CC0103_2025_丰台_一模_19_03,CC0103_2025_丰台_一模_19,根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。,根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。,,,,yes,知识产权；反不正当竞争法；惩罚性赔偿；原告；被告,carries 法律事实/规则信号,F0075:text | F0076:page 10 | F0076:page 7 | F0294:text,heuristic_sentence_split_from_text_layer
M_CC0103_2025_丰台_一模_19_04,CC0103_2025_丰台_一模_19,该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务 的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。,该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务 的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。,,,,,民事责任；停止侵害,carries 法律事实/规则信号,F0075:text | F0076:page 10 | F0076:page 7 | F0294:text,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_01,CC0131_2025_房山_一模_19,19. 【答案】 ①激励创新积极性。,19. 【答案】 ①激励创新积极性。,,,,,,背景或价值铺垫,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_02,CC0131_2025_房山_一模_19,通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。,通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。,,,,yes,惩罚性赔偿,carries 法律事实/规则信号,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_03,CC0131_2025_房山_一模_19,②维护市场公平竞争。,②维护市场公平竞争。,,,,,,背景或价值铺垫,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_04,CC0131_2025_房山_一模_19,严惩以不正当手段获取技术秘密的行为，保障市场规则的公平性，促进健康有序的 竞争环境。,严惩以不正当手段获取技术秘密的行为，保障市场规则的公平性，促进健康有序的 竞争环境。,,,,,,背景或价值铺垫,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_05,CC0131_2025_房山_一模_19,严格执法和公正司法强化了法律对侵权行为的威慑力，提升公众对法治的信任，推动法 治社会建设。,严格执法和公正司法强化了法律对侵权行为的威慑力，提升公众对法治的信任，推动法 治社会建设。,,,,yes,,背景或价值铺垫,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_06,CC0131_2025_房山_一模_19,（原卷无答案，本答案仅供参考） 【分析】背景素材：知识产权侵权诉讼案例 考点考查：依法治国、尊重知识产权、公平竞争 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科学精神 【详解】第一步：审设问。,（原卷无答案，本答案仅供参考） 【分析】背景素材：知识产权侵权诉讼案例 考点考查：依法治国、尊重知识产权、公平竞争 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科学精神 【详解】第一步：审设问。,,,,yes,知识产权,carries 法律事实/规则信号,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_07,CC0131_2025_房山_一模_19,明确主体、作答范围、问题限定和作答角度。,明确主体、作答范围、问题限定和作答角度。,,,,,,背景或价值铺垫,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_08,CC0131_2025_房山_一模_19,本题为说明类主观题，无主体，要求运用“依法治国、尊重知识产权、公平竞争”知识，从意义角度来分 析作答。,本题为说明类主观题，无主体，要求运用“依法治国、尊重知识产权、公平竞争”知识，从意义角度来分 析作答。,,,,,知识产权,carries 法律事实/规则信号,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_09,CC0131_2025_房山_一模_19,[page 15] 第15页/共16页 第二步：审材料，通过标点符号、段落等，提取材料有效信息。,[page 15] 第15页/共16页 第二步：审材料，通过标点符号、段落等，提取材料有效信息。,,,,,,背景或价值铺垫,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
M_CC0131_2025_房山_一模_19_10,CC0131_2025_房山_一模_19,有效信息①：我国知识产权侵权诉讼判赔数额创历史新高→可运用“尊重知识产权”知识，从“激励创 新”角度分析说明：“真创新”受到“真保护”有利于激发社会创新动力。,有效信息①：我国知识产权侵权诉讼判赔数额创历史新高→可运用“尊重知识产权”知识，从“激励创 新”角度分析说明：“真创新”受到“真保护”有利于激发社会创新动力。,,,,yes,知识产权,carries 法律事实/规则信号,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,heuristic_sentence_split_from_text_layer
