rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_Q0004_2024_东城_二模_19_1_08,Q0004_2024_东城_二模_19_1,②买卖合同有效，甲公司不支付尾款违反全面履行原则。 其行为构成违约，应承担违约责任。 （1个理由2分，2个理由3分） 学生问题 | 1.事实和理由混搭，或者只有事实没有理由。陈述事实时没有法律术语,marking_report,formal,②买卖合同有效，甲公司不支付尾款违反全面履行原则。 其行为构成违约，应承担违约责任。 （1个理由2分，2个理由3分） 学生问题 | 1.事实和理由混搭，或者只有事实没有理由。陈述事实时没有法律术语,M_Q0004_2024_东城_二模_19_1_01|M_Q0004_2024_东城_二模_19_1_02,②买卖合同有效，甲公司不支付尾款违反全面履行原则。 其行为构成违约，应承担违约责任。 （1个理由2分，2个理由3分） 学生问题 | 1.事实和理由混搭，或者只有事实没有理由。陈述事实时没有法律术语,判断法律关系/行为性质/责任或程序路径，需回源细化,合同；违约；责任,,knowledge+material,no,F0037:text | F0262:text,heuristic_atom_split; verify original rubric line
R_Q0004_2024_东城_二模_19_1_09,Q0004_2024_东城_二模_19_1,4.审题不清，将当事人的情况和诉求弄混 | 1.事实和理由混搭，或者只有事实没有理由。陈述事实时没有法律术语,marking_report,formal,4.审题不清，将当事人的情况和诉求弄混 | 1.事实和理由混搭，或者只有事实没有理由。陈述事实时没有法律术语,M_Q0004_2024_东城_二模_19_1_01|M_Q0004_2024_东城_二模_19_1_02,4.审题不清，将当事人的情况和诉求弄混 | 1.事实和理由混搭，或者只有事实没有理由。陈述事实时没有法律术语,判断法律关系/行为性质/责任或程序路径，需回源细化,,,material,no,F0037:text | F0262:text,heuristic_atom_split; verify original rubric line
R_Q0004_2024_东城_二模_19_1_10,Q0004_2024_东城_二模_19_1,4.审题不清，将当事人的情况和诉求弄混 | 试卷讲评建议 | 锻炼学生概括情境案例的能力，尤其是提取关键信息的能力。 要教会学生法律类试题答题的基本逻辑，事实、法理、因果关系、程序使用等等。 适当练习 教学建议 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,marking_report,formal,4.审题不清，将当事人的情况和诉求弄混 | 试卷讲评建议 | 锻炼学生概括情境案例的能力，尤其是提取关键信息的能力。 要教会学生法律类试题答题的基本逻辑，事实、法理、因果关系、程序使用等等。 适当练习 教学建议 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,M_Q0004_2024_东城_二模_19_1_01|M_Q0004_2024_东城_二模_19_1_02,4.审题不清，将当事人的情况和诉求弄混 | 试卷讲评建议 | 锻炼学生概括情境案例的能力，尤其是提取关键信息的能力。 要教会学生法律类试题答题的基本逻辑，事实、法理、因果关系、程序使用等等。 适当练习 教学建议 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,判断法律关系/行为性质/责任或程序路径，需回源细化,,引导,material+value,no,F0037:text | F0262:text,heuristic_atom_split; verify original rubric line
R_Q0004_2024_东城_二模_19_1_11,Q0004_2024_东城_二模_19_1,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,marking_report,formal,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,M_Q0004_2024_东城_二模_19_1_01|M_Q0004_2024_东城_二模_19_1_02,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,判断法律关系/行为性质/责任或程序路径，需回源细化,,引导,value,uncertain,F0037:text | F0262:text,heuristic_atom_split; verify original rubric line
R_Q0004_2024_东城_二模_19_1_12,Q0004_2024_东城_二模_19_1,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,marking_report,formal,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,M_Q0004_2024_东城_二模_19_1_01|M_Q0004_2024_东城_二模_19_1_02,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,判断法律关系/行为性质/责任或程序路径，需回源细化,,引导,value,uncertain,F0037:text | F0262:text,heuristic_atom_split; verify original rubric line
R_Q0004_2024_东城_二模_19_1_13,Q0004_2024_东城_二模_19_1,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,marking_report,formal,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,M_Q0004_2024_东城_二模_19_1_01|M_Q0004_2024_东城_二模_19_1_02,3.梳理知识结构。 | 1.引导学生正确区分课本基本概念和基本原理。要知其然，更要知其所以然。,判断法律关系/行为性质/责任或程序路径，需回源细化,,引导,value,uncertain,F0037:text | F0262:text,heuristic_atom_split; verify original rubric line
R_Q0006_2024_丰台_一模_17_01,Q0006_2024_丰台_一模_17,17.(8 分)法院判决应以事实为根据，以法律为准绳。本案中，驾驶人乙某和搭乘人甲某之间形成 好意同 乘关系。驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告 甲某受伤，侵 犯了其生命权、健康权，需要承担相应责任。被告乙某在原告甲某受伤一事上，固然 存在过错，但并非 故意或重大过失，原告甲某诉请其承担全部赔偿责任，有违民事活动的公平原则，根据民法典和好意同乘 相关规定，应当减轻被告乙某的赔偿责任。法院判决有利于维护双方合法权益，促进社会公平，对维持人 际关系和谐、弘扬社会主义核心价值观及减少交通拥堵、倡导绿色出行具有积极意义。,teacher_reference_answer,reference_only,17.(8 分)法院判决应以事实为根据，以法律为准绳。本案中，驾驶人乙某和搭乘人甲某之间形成 好意同 乘关系。驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告 甲某受伤，侵 犯了其生命权、健康权，需要承担相应责任。被告乙某在原告甲某受伤一事上，固然 存在过错，但并非 故意或重大过失，原告甲某诉请其承担全部赔偿责任，有违民事活动的公平原则，根据民法典和好意同乘 相关规定，应当减轻被告乙某的赔偿责任。法院判决有利于维护双方合法权益，促进社会公平，对维持人 际关系和谐、弘扬社会主义核心价值观及减少交通拥堵、倡导绿色出行具有积极意义。,M_Q0006_2024_丰台_一模_17_01|M_Q0006_2024_丰台_一模_17_03|M_Q0006_2024_丰台_一模_17_04|M_Q0006_2024_丰台_一模_17_05,17.(8 分)法院判决应以事实为根据，以法律为准绳。本案中，驾驶人乙某和搭乘人甲某之间形成 好意同 乘关系。驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告 甲某受伤，侵 犯了其生命权、健康权，需要承担相应责任。被告乙某在原告甲某受伤一事上，固然 存在过错，但并非 故意或重大过失，原告甲某诉请其承担全部赔偿责任，有违民事活动的公平原则，根据民法典和好意同乘 相关规定，应当减轻被告乙某的赔偿责任。法院判决有利于维护双方合法权益，促进社会公平，对维持人 际关系和谐、弘扬社会主义核心价值观及减少交通拥堵、倡导绿色出行具有积极意义。,判断法律关系/行为性质/责任或程序路径，需回源细化,民法典；赔偿；责任；义务；法院；判决；生命权；健康权,维护；促进；公平,knowledge+material+value,no,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_atom_split; verify original rubric line
R_Q0007_2024_丰台_二模_17_01,Q0007_2024_丰台_二模_17,17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。）,evaluation_standard,formal,17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。）,M_Q0007_2024_丰台_二模_17_01|M_Q0007_2024_丰台_二模_17_02|M_Q0007_2024_丰台_二模_17_03|M_Q0007_2024_丰台_二模_17_04|M_Q0007_2024_丰台_二模_17_06|M_Q0007_2024_丰台_二模_17_07|M_Q0007_2024_丰台_二模_17_08|M_Q0007_2024_丰台_二模_17_09|M_Q0007_2024_丰台_二模_17_10,17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。）,判断法律关系/行为性质/责任或程序路径，需回源细化,法律与生活；民法典；侵权；责任；权利；义务；知识产权,维护；公平；正义,knowledge+material+value,no,F0047:text | F0270:text,heuristic_atom_split; verify original rubric line
R_Q0009_2024_朝阳_一模_19_01,Q0009_2024_朝阳_一模_19,"19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。 诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。",marking_rubric,formal,"19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。 诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。",M_Q0009_2024_朝阳_一模_19_02|M_Q0009_2024_朝阳_一模_19_03|M_Q0009_2024_朝阳_一模_19_05|M_Q0009_2024_朝阳_一模_19_06,"19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。 诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。",判断法律关系/行为性质/责任或程序路径，需回源细化,民法典；合同；权利；义务；消费者；经营者,维护；引导；规范；公平；正义；秩序,knowledge+material+value,no,F0014:text | F0239:text,heuristic_atom_split; verify original rubric line
R_Q0013_2024_海淀_一模_18_01,Q0013_2024_海淀_一模_18,18.（10分）,marking_rubric,formal,18.（10分）,M_Q0013_2024_海淀_一模_18_01|M_Q0013_2024_海淀_一模_18_02,18.（10分）,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0013_2024_海淀_一模_18_02,Q0013_2024_海淀_一模_18,（1）降低外国朋友来华旅游、拜访、商务等活动的成本，提升往来便利度，促进贸易投资便利化、自由化。吸引全球资源要素，促进商品、服务、技术、资金、劳务等自由流动，充分利用国际国内两种资源、两个市场，推动经济发展。推进高水平对外开放，发展更高水平开放型经济。 【细则】,marking_rubric,formal,（1）降低外国朋友来华旅游、拜访、商务等活动的成本，提升往来便利度，促进贸易投资便利化、自由化。吸引全球资源要素，促进商品、服务、技术、资金、劳务等自由流动，充分利用国际国内两种资源、两个市场，推动经济发展。推进高水平对外开放，发展更高水平开放型经济。 【细则】,M_Q0013_2024_海淀_一模_18_01|M_Q0013_2024_海淀_一模_18_02,（1）降低外国朋友来华旅游、拜访、商务等活动的成本，提升往来便利度，促进贸易投资便利化、自由化。吸引全球资源要素，促进商品、服务、技术、资金、劳务等自由流动，充分利用国际国内两种资源、两个市场，推动经济发展。推进高水平对外开放，发展更高水平开放型经济。 【细则】,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进,value,uncertain,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0013_2024_海淀_一模_18_03,Q0013_2024_海淀_一模_18,（2）不完全归纳推理。 通过考察更多的认识对象，分析认识对象与有关现象之间的因果关系等方法。 【细则】 不完全归纳推理。2分（归纳推理1分，其他0分） 通过考察更多的认识对象（1分，可替换：扩大研究的范围、增加归纳的角度、增加样本的数量） 分析认识对象与有关现象之间的因果关系等方法。（1分，可替换：运用求同法、求异法、共变法等探求因果关系的具体方法） 19（8分）民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。 【细则】,marking_rubric,formal,（2）不完全归纳推理。 通过考察更多的认识对象，分析认识对象与有关现象之间的因果关系等方法。 【细则】 不完全归纳推理。2分（归纳推理1分，其他0分） 通过考察更多的认识对象（1分，可替换：扩大研究的范围、增加归纳的角度、增加样本的数量） 分析认识对象与有关现象之间的因果关系等方法。（1分，可替换：运用求同法、求异法、共变法等探求因果关系的具体方法） 19（8分）民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。 【细则】,M_Q0013_2024_海淀_一模_18_07|M_Q0013_2024_海淀_一模_18_08|M_Q0013_2024_海淀_一模_18_09|M_Q0013_2024_海淀_一模_18_10,（2）不完全归纳推理。 通过考察更多的认识对象，分析认识对象与有关现象之间的因果关系等方法。 【细则】 不完全归纳推理。2分（归纳推理1分，其他0分） 通过考察更多的认识对象（1分，可替换：扩大研究的范围、增加归纳的角度、增加样本的数量） 分析认识对象与有关现象之间的因果关系等方法。（1分，可替换：运用求同法、求异法、共变法等探求因果关系的具体方法） 19（8分）民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。 【细则】,判断法律关系/行为性质/责任或程序路径，需回源细化,侵权；赔偿；法院；判决；著作权；商标；不正当竞争,维护；秩序,knowledge+material+value,no,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0014_2024_海淀_一模_19_01,Q0014_2024_海淀_一模_19,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,teacher_reference_answer,reference_only,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,M_Q0014_2024_海淀_一模_19_01|M_Q0014_2024_海淀_一模_19_05|M_Q0014_2024_海淀_一模_19_06,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,判断法律关系/行为性质/责任或程序路径，需回源细化,侵权；赔偿；法院；判决；著作权；商标；不正当竞争,维护；秩序,knowledge+material+value,no,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_atom_split; verify original rubric line
R_Q0015_2024_海淀_一模_20_01,Q0015_2024_海淀_一模_20,20.（9分） 活动主题：要求符合题意，具体贴切。如赓续红色血脉，争做时代新人。 活动内容：要求具体可行。如参观中国共产党历史展览馆，以小组为单位提交成果，成果形式不限，诗歌、短视频、海报、小论文等。 设计依据：要求与活动主题、活动内容相关，综合运用知识，理论联系实际。 【细则】 活动主题： 不能简单重复材料，需要结合党史学习进行活动设计，并且价值观正确。 活动内容：有活动过程（1分）和预期成果（1分）的设计 定档：,marking_rubric,formal,20.（9分） 活动主题：要求符合题意，具体贴切。如赓续红色血脉，争做时代新人。 活动内容：要求具体可行。如参观中国共产党历史展览馆，以小组为单位提交成果，成果形式不限，诗歌、短视频、海报、小论文等。 设计依据：要求与活动主题、活动内容相关，综合运用知识，理论联系实际。 【细则】 活动主题： 不能简单重复材料，需要结合党史学习进行活动设计，并且价值观正确。 活动内容：有活动过程（1分）和预期成果（1分）的设计 定档：,M_Q0015_2024_海淀_一模_20_01|M_Q0015_2024_海淀_一模_20_02,20.（9分） 活动主题：要求符合题意，具体贴切。如赓续红色血脉，争做时代新人。 活动内容：要求具体可行。如参观中国共产党历史展览馆，以小组为单位提交成果，成果形式不限，诗歌、短视频、海报、小论文等。 设计依据：要求与活动主题、活动内容相关，综合运用知识，理论联系实际。 【细则】 活动主题： 不能简单重复材料，需要结合党史学习进行活动设计，并且价值观正确。 活动内容：有活动过程（1分）和预期成果（1分）的设计 定档：,判断法律关系/行为性质/责任或程序路径，需回源细化,,,material+value,no,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0015_2024_海淀_一模_20_02,Q0015_2024_海淀_一模_20,2.逻辑层次清晰 （能从活动内容和活动意义两个角度进行分析）,marking_rubric,formal,2.逻辑层次清晰 （能从活动内容和活动意义两个角度进行分析）,M_Q0015_2024_海淀_一模_20_01|M_Q0015_2024_海淀_一模_20_02,2.逻辑层次清晰 （能从活动内容和活动意义两个角度进行分析）,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0015_2024_海淀_一模_20_03,Q0015_2024_海淀_一模_20,3.理论联系结合个人体验 角度 | 表述 现代化产业体系 2分 | 促进当地特色产业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 | 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 | 协调/ 优势互补 推进高水平对外开放 2分 | 国内国际双循环/ 新发展格局/ 国际竞争优势 措施+知识 | 替代,marking_rubric,formal,3.理论联系结合个人体验 角度 | 表述 现代化产业体系 2分 | 促进当地特色产业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 | 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 | 协调/ 优势互补 推进高水平对外开放 2分 | 国内国际双循环/ 新发展格局/ 国际竞争优势 措施+知识 | 替代,M_Q0015_2024_海淀_一模_20_01|M_Q0015_2024_海淀_一模_20_02,3.理论联系结合个人体验 角度 | 表述 现代化产业体系 2分 | 促进当地特色产业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 | 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 | 协调/ 优势互补 推进高水平对外开放 2分 | 国内国际双循环/ 新发展格局/ 国际竞争优势 措施+知识 | 替代,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进,value,uncertain,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0015_2024_海淀_一模_20_04,Q0015_2024_海淀_一模_20,1. 促进贸易投资便利化、自由化（2分） | 促进贸易往来（2分）促进对外合作交流/便利国内外交流/便利人员往来/降低活动成本（1分）不重复给分,marking_rubric,formal,1. 促进贸易投资便利化、自由化（2分） | 促进贸易往来（2分）促进对外合作交流/便利国内外交流/便利人员往来/降低活动成本（1分）不重复给分,M_Q0015_2024_海淀_一模_20_01|M_Q0015_2024_海淀_一模_20_02,1. 促进贸易投资便利化、自由化（2分） | 促进贸易往来（2分）促进对外合作交流/便利国内外交流/便利人员往来/降低活动成本（1分）不重复给分,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进,value,uncertain,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0015_2024_海淀_一模_20_05,Q0015_2024_海淀_一模_20,2.吸引全球资源要素（商品、服务、技术、资金、劳务要素）自由流动（1分）充分利用国内国际两种资源、两个市场（2分） | 开放、包容、普惠、共赢/互利共赢/国内国际双循环（2分）,marking_rubric,formal,2.吸引全球资源要素（商品、服务、技术、资金、劳务要素）自由流动（1分）充分利用国内国际两种资源、两个市场（2分） | 开放、包容、普惠、共赢/互利共赢/国内国际双循环（2分）,M_Q0015_2024_海淀_一模_20_01|M_Q0015_2024_海淀_一模_20_02,2.吸引全球资源要素（商品、服务、技术、资金、劳务要素）自由流动（1分）充分利用国内国际两种资源、两个市场（2分） | 开放、包容、普惠、共赢/互利共赢/国内国际双循环（2分）,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0024:text | F0250:text,heuristic_atom_split; verify original rubric line
R_Q0016_2024_海淀_二模_19_01,Q0016_2024_海淀_二模_19,19.（6分） 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。,teacher_reference_answer,reference_only,19.（6分） 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。,M_Q0016_2024_海淀_二模_19_01|M_Q0016_2024_海淀_二模_19_04|M_Q0016_2024_海淀_二模_19_05|M_Q0016_2024_海淀_二模_19_06,19.（6分） 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。,判断法律关系/行为性质/责任或程序路径，需回源细化,法院；人民法院；判决；遗产；赡养；扶养,促进；公平；正义,knowledge+material+value,no,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_atom_split; verify original rubric line
