module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,paper_found,rubric_found,card_path,什么时候写,设问,得分层次,卷面句,同题组,prompt_check,score_check,surface_check,qa_flags
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,2,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,中国消费市场、制造业规模、货物贸易、自贸协定和免签政策共同说明中国市场和全球资源要素双向联动。,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国不断释放超大规模市场潜力，统筹利用国内国际两个市场、两种资源，促进人才、商品、服务和生产要素在全球范围内流动。,,EXACT,EMPTY,PARTIAL,
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,3,2026房山一模Q19,,2026_房山_一模_Q19,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_房山_一模_Q19.md,海南封关把全球商品、国内消费、加工增值和全国市场连接起来，答题要写国内大循环对全球资源要素的吸引和两个市场两种资源联动。,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港封关是如何助力国际循环的。,,海南自贸港依托我国超大规模市场优势，以国内大循环吸引全球资源要素，增强国内国际两个市场两种资源联动效应，助力国际循环畅通。,,EXACT,EMPTY,PARTIAL,
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,4,2024海淀一模Q18(1),免签政策与高水平对外开放,2024_海淀_一模_Q18_1,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_海淀_一模_Q18_1.md,"免签和签证便利化只是表层制度安排，更深层的开放效应是把外国商务、技术、资金、劳务等要素引入中国，并让中国资源走向世界；这种从人员往来扩展到要素流动的影响，必须用""全球资源要素自由流动""和""两个市场两种资源""承接。",结合材料，运用《当代国际政治与经济》知识，预测上述举措对服务高水平对外开放的积极影响。,,便利中外人员往来能够吸引商品、服务、技术、资金、劳务等全球资源要素自由流动，充分利用国内国际两种资源、两个市场，进一步提升我国对外开放水平。,（本题6分）,EXACT,EMPTY,NO_MATCH,
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,5,2026门头沟一模Q20,,2026_门头沟_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_门头沟_一模_Q20.md,题面写海南“一线”进口、岛内流通、加工增值销往内地和“二线”出岛申报压缩，形成境外资源、岛内加工和内地市场之间的联动机制。,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,,海南自贸港通过“一线”开放、岛内免税流通、加工增值和“二线”便利出岛，增强国内国际两个市场两种资源联动，培育开放型经济新优势。,,EXACT,EMPTY,PARTIAL,
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,6,2026海淀一模Q20,中国标准走出国门撬动两个市场两种资源,2026_海淀_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_海淀_一模_Q20.md,"题面强调国际标准是全球产业界的""通用语言""，列出中国向ISO、IEC提交大量提案、在低碳能源和人工智能等领域牵头制定国际标准；标准走出国门把国内技术、产品、规则与国际市场、规则双向打通，设问问""意义""，必须从中国如何借标准联通调动跨境市场和资源切入。",结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。,8分；角度1对我国3分，角度2对世界经济3分，角度3对全球治理2分。,中国标准走出国门，有利于更好利用国内国际两个市场、两种资源，推动中国与世界在技术、产业、规则上深度互动、共享发展。,（本题8分）,EXACT,NO_MATCH,NO_MATCH,SCORE_TEXT_NOT_IN_CARD
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,7,2025昌平二模Q21,稳外资举措激活两个市场两种资源,2025_昌平_二模_Q21,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_昌平_二模_Q21.md,"题面列出扩大重点领域开放、放宽市场准入、拓宽融资渠道、激活双边投资促进工作组、打造""投资中国""品牌等稳外资举措；设问问这些举措对建设更高水平开放型经济的意义，必须把外资进入国内市场和国内要素对接国际资本、技术写到一起，体现两个市场两种资源协同。",结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,扩大重点领域开放和完善涉外资服务等稳外资举措，有利于我国充分利用国内国际两个市场两种资源，把全球资本、技术、人才与国内市场和产业紧密对接，提高开放型经济发展水平。,（本题8分）,PARTIAL,EMPTY,PARTIAL,
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,8,2026石景山二模Q18,,2026_石景山_二模_Q18,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md,中国与东盟市场、资源、产业和贸易投资互补，触发两个市场两种资源的开放合作机制。,结合材料，运用《当代国际政治与经济》的知识，分析中国与东盟经贸合作能够提质升级的原因。,,中国与东盟经贸合作有利于双方充分利用两个市场、两种资源，促进经济转型升级和区域产业合作。,,PARTIAL,EMPTY,PARTIAL,
经济全球化,国：成员国和相关国家发展,利用两个市场两种资源优化全球资源配置,9,2024东城一模Q20,,2024_东城_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_东城_一模_Q20.md,全面取消制造业外资准入限制、放宽服务业市场准入，说明外循环通过国内大市场吸引全球要素并联动国内国际资源。,结合材料，运用经济的相关知识，分析我国的上述措施如何通过构建新发展格局助力经济高质量发展。,,我国逐步放宽市场准入，依托我国超大市场优势，以国内大循环吸引全球资源要素，增强国内国际两个市场两种资源联动效应，提升贸易投资合作质量和水平。,,EXACT,EMPTY,PARTIAL,
经济全球化,国：成员国和相关国家发展,内外联通畅通国内国际双循环，提升国际循环质量,1,2025西城一模Q18,,2025_西城_一模_Q18,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_一模_Q18.md,"设问问地区如何利用国内外资源""开拓海外市场""""提升国际循环质量""。要回答从国内市场延伸到国际市场的对外开放结构，必须用""两个市场两种资源／国际国内双循环""把国内端、国际端接成一条循环——只讲产业内部升级不能回答""国际循环质量提升""。",结合材料，运用《经济与社会》《当代国际政治与经济》知识，说明特色产业链如何利用国内外资源开拓海外市场。,,地区利用特色资源优势打造特色产业链，借助便捷交通和高水平物流体系内外联通，畅通国际国内双循环，与其他国家合作共赢，使经济发展的内生动力与国际循环质量不断提升。,,NO_MATCH,EMPTY,NO_MATCH,PROMPT_NOT_IN_CARD
经济全球化,国：成员国和相关国家发展,加强技术创新、提高产品质量，增强竞争力,1,2025西城期末Q20(2),,2025_西城_期末_Q20_2,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_期末_Q20_2.md,读图显示中国电动载人汽车出口竞争力提升，但面对欧盟反补贴税形成的外部贸易壁垒，企业需要通过技术和质量优势增强国际竞争力。,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）,,中国汽车企业应加强技术创新、提高产品质量，增强国际竞争力，以更强产品优势应对欧盟反补贴税等外部贸易壁垒。,（本题6分）,EXACT,EMPTY,NO_MATCH,
经济全球化,国：成员国和相关国家发展,实施出口市场多元化战略，减少对单一市场的依赖,1,2025西城期末Q20(2),,2025_西城_期末_Q20_2,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_期末_Q20_2.md,欧盟是中国整车出口第一大市场和电动汽车主要目的地，外部冲击集中在单一市场依赖风险上，答题要写出口市场多元化。,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）,,中国汽车企业应实施出口市场多元化战略，开拓更多海外市场并深耕国内需求，减少对单一市场的依赖，分散贸易摩擦风险。,（本题6分）,EXACT,EMPTY,NO_MATCH,
经济全球化,国：成员国和相关国家发展,参与全球经济治理和规则制定，为企业出海营造国际环境,1,2025海淀期中Q16(2),,2025_海淀_期中_Q16_2,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_期中_Q16_2.md,中国咖啡企业“出海”面对海外消费差异、供应链压力、知识产权和贸易风险，单靠企业经营策略不足，还要从国际规则和治理参与角度改善外部环境。,结合材料三，从经济角度，为中国咖啡企业“出海”提出建议。,,企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为中国咖啡企业“出海”营造良好的国际环境。,,EXACT,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,积极参与全球经济治理和经贸规则完善,1,2026东城一模Q19(3),,2026_东城_一模_Q19_3,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_一模_Q19_3.md,北京未来产业题出现国际平台、跨境标准对接和高标准开放，要求说明高水平对外开放如何支撑产业链韧性。,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。,,北京通过国际科创交流、跨境标准对接和制度型开放，积极参与全球经济治理和经贸规则完善，为未来产业链韧性提升营造稳定可预期的规则环境。,,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,积极参与全球经济治理和经贸规则完善,2,2024西城一模Q19(6),,2024_西城_一模_Q19_6,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_一模_Q19_6.md,“卡脖子”突破题要求说明关键核心技术突破对经济开放发展的助推作用，不能只写科技安全，还要写规则主动权和经贸规则话语权。,结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。,,攻克“卡脖子”难题有利于我国提升参与国际技术标准和相关贸易规则制定的能力，积极参与全球经济治理和经贸规则完善，增强经济开放发展的规则主动权。,,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,积极参与全球经济治理和经贸规则完善,3,2026海淀一模Q20,,2026_海淀_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_海淀_一模_Q20.md,中国标准走出国门题出现 ISO、IEC 提案和牵头制定国际标准，设问要求谈意义，要把中国从规则接受者转为规则共建者的角色变化写出来。,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。,8分；角度1对我国3分，角度2对世界经济3分，角度3对全球治理2分。,中国标准走出国门，体现我国主动参与国际标准供给和全球经济治理规则完善，有利于提升中国在全球经济治理中的参与度和贡献度。,（本题8分）,EXACT,NO_MATCH,NO_MATCH,SCORE_TEXT_NOT_IN_CARD
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,积极参与全球经济治理和经贸规则完善,4,2025昌平二模Q21,,2025_昌平_二模_Q21,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_昌平_二模_Q21.md,稳外资举措题出现双边投资促进工作组、“投资中国”品牌和扩大开放政策，设问要求说明对开放型经济的意义，要把政策举措接到全球经济治理话语权。,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,中国通过稳外资、扩开放和完善经贸合作机制，积极参与全球经济治理和经贸规则完善，有利于提升我国在全球经济治理中的话语权和影响力。,（本题8分）,PARTIAL,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,参与国际标准制定，提升国际规则话语权,1,2024西城一模Q19(6),,2024_西城_一模_Q19_6,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_一模_Q19_6.md,攻克关键核心技术不是单纯科技表彰，而是同时改变外贸产品结构、提升规则话语权、增强国际竞争力，服务经济开放发展。,结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。,,我国攻克“卡脖子”难题，有利于调整对外贸易的产品结构，提升国内企业在国际技术标准和相关贸易规则制定中的话语权，增强产品和服务的国际竞争力，助推经济开放发展。,,EXACT,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,参与国际标准制定，提升国际规则话语权,2,2026海淀一模Q20,中国标准与全球经济治理参与,2026_海淀_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_海淀_一模_Q20.md,"材料显示中国不只是被动接受国际标准，而是主动向ISO、IEC提交提案、参与并牵头制定多领域国际标准；设问问中国标准走出国门的意义，必须把中国从""标准接受者""转为""规则共建者""这一角色变化讲出来。",结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。,8分；角度1对我国3分，角度2对世界经济3分，角度3对全球治理2分。,我国主动向国际标准化组织贡献提案并牵头制定多领域国际标准，积极参与全球经济治理和规则制定。,（本题8分）,EXACT,NO_MATCH,NO_MATCH,SCORE_TEXT_NOT_IN_CARD
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,参与国际标准制定，提升国际规则话语权,3,2025昌平二模Q21,稳外资行动提升全球经济治理话语权,2025_昌平_二模_Q21,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_昌平_二模_Q21.md,"题面强调中国在世界经济不确定背景下出台稳外资行动方案、激活双边投资促进工作组、打造""投资中国""品牌；设问问举措对开放型经济的意义，必须把中国持续扩大开放、与各国对接经贸规则与机制接到全球经济治理话语权提升上。",结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,中国通过扩大开放和稳外资举措与各国对接经贸合作机制，有利于提升中国在全球经济治理中的话语权和影响力。,（本题8分）,PARTIAL,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,充分运用国际规则，利用国际组织赋予的权利，对话磋商，积极维护自身权益,1,2025西城期末Q20(2),,2025_西城_期末_Q20_2,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_期末_Q20_2.md,欧盟对中国纯电动汽车征收高额反补贴税，本质上形成贸易摩擦和贸易壁垒，企业应先从国际规则和国际组织权利出发依法维权。,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）,,中国汽车企业面对欧盟反补贴税，应充分运用国际规则，利用国际组织赋予的权利，通过对话磋商积极维护自身合法权益。,（本题6分）,EXACT,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,"企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境",1,2024海淀期中Q16(2),,2024_海淀_期中_Q16_2,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_海淀_期中_Q16_2.md,本题是《经济与社会》＋《当代国际政治与经济》跨模块题（细则：必修二4分＋选必一2分、企业4分＋政府2分）；选必一2分对应细则“贸易摩擦/规则环境”角度。当材料出现海外知识产权、商标纠纷等外部规则风险时，从政府角度写“利用国际组织赋予的权利、参与全球经济治理和规则制定，为企业出海营造良好国际环境”。,"（2）结合材料三，从经济角度，为中国咖啡企业""出海""提出建议。（6分）",,"企业和政府利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境。",,EXACT,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,维护全球产业链供应链稳定畅通,1,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,中国AI眼镜、开源大模型、创新药等创新势能说明科技实力增强，答案必须把“国际竞争实质”与“创新驱动—全球创新策源地—产业链供应链稳定”作为必答核心写完整。,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量，中国坚持创新驱动发展战略，科技实力日益增强、创新势能持续迸发，成为全球创新策源地，为全球产业链供应链稳定提供坚实支撑。,,EXACT,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,维护全球产业链供应链稳定畅通,2,2026房山一模Q19,,2026_房山_一模_Q19,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_房山_一模_Q19.md,“东南亚原料进口-海南加工增值-全国市场投放”显示海南封关不是单点优惠，而是把企业嵌入跨境产业链和国内市场循环。,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港封关是如何助力国际循环的。,,海南自贸港通过“二线管住”对“零关税”、加工增值免关税等海关监管货物分类监管、精准查验，形成“东南亚原料进口—海南加工增值—全国市场投放”产业链，推动企业将节税资金投入核心技术攻坚，提升企业竞争力，促进产业升级、优化产业结构，深度融入全球产业分工和合作，使中国市场成为全球产业链供应链的稳定器。,,EXACT,EMPTY,PARTIAL,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,维护全球产业链供应链稳定畅通,3,2026门头沟一模Q20,,2026_门头沟_一模_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_门头沟_一模_Q20.md,题面写旧机电产品取消进口许可证管理、部分产品可开展保税维修、口岸管理优化和申报压缩，说明封关有利于减少跨境流通阻滞、增强供应链运行效率。,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,,海南自贸港通过提升货物贸易开放度、发展保税维修和优化口岸通关，促进全球产业链供应链稳定畅通。,,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,统筹开放与安全，维护产业链供应链安全稳定,1,2026东城一模Q19(3),,2026_东城_一模_Q19_3,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_一模_Q19_3.md,题目关键词是“统筹关系”，开放促进韧性和韧性支撑开放两条链最终要合成开放与安全协同，而不能停在措施罗列。,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。（8分）,,北京在推动未来产业中坚持开放与安全协同发力，在高水平开放和产业链韧性提升的动态平衡中推动未来产业高质量发展。,（本题8分）,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,维护全球产业链供应链稳定畅通，服务共同现代化,1,2026丰台期末Q20,,2026_丰台_期末_Q20,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_期末_Q20.md,中拉“发展工程”强调产业链供应链稳定畅通，设问问“五大工程”如何扩大中拉利益汇合点。,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,,中拉双方维护全球产业链供应链稳定畅通，有利于深化国际分工合作，为双方现代化提供稳定经济基础。,（本题8分）,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,数字贸易与数字经济跨境流通,1,2024朝阳期中Q20(3),,2024_朝阳_期中_Q20_3,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md,数贸会搭建数字贸易合作平台，围绕数字经济核心主题签约36个项目，触发的是数字经济领域投资和贸易自由化、便利化。,结合材料，运用《当代国际政治与经济》知识，以“数字驱动 商通全球”为主题撰写一篇短评。,,全球数字贸易博览会搭建交流合作平台，促进数字经济领域投资和贸易自由化、便利化。,,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,我国的未来产业有非常广阔的国际市场，为未来产业“走出去”提供了可能,1,2024西城一模Q19(6),,2024_西城_一模_Q19_6,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_一模_Q19_6.md,题目先判断未来产业发展的外部机遇，未来产业面对前沿科技浪潮和全球市场空间，答题要从国际市场和走出去可能性说明开放机遇。,结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。,,我国未来产业拥有广阔的国际市场，经济全球化带来两个市场两种资源，为未来产业“走出去”和开展国际技术交流合作提供了可能。,,EXACT,EMPTY,NO_MATCH,
经济全球化,【判别标注】 本点回答“参与全球经济治理、完善经贸规则”的制度治理层；下一条“参与国际标准制定，提升国际规则话语权”回答标准和话语权层，两者不可合并成一个标题。,以开放促进产业升级，为未来产业拓展国际空间，提升国际竞争力，筑牢安全基础,1,2026东城一模Q19(3),,2026_东城_一模_Q19_3,RAW_CARD_READY,YES,YES,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_一模_Q19_3.md,题目不是只列开放举措，还要分析开放对韧性的作用；国际会议、国际科创枢纽、全球产业链趋势研判要转化为产业升级、国际空间和安全基础。,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。（8分）,,北京以开放促进产业升级，为6G、具身智能等未来产业拓展国际空间，提升国际竞争力，并筑牢产业链安全基础。,（本题8分）,EXACT,EMPTY,NO_MATCH,
