question_id,year,district,exam_stage,question_no,evidence_status,a_axis_primary,a_axis_secondary_status,a_axis_adjudication_note,b_axis,old_v12_2_entry,prompt_action,legal_relationship_trigger,material_core,material_trigger,rubric_scoring_anchor,proposition_path,answer_skeleton,student_warning,has_secondary_axis,source_check_state,source_check_decision,guardrail,framework_version,v13_7_a_tool_note,v13_7_b_tool_note,v13_10_framework_gate,v13_10_delivery_patch,v14_material_enrichment,v14_rubric_enrichment,v14_material_core_original,v14_rubric_anchor_original,v14_4_gpt_patch_status,v14_4_effective_b_axis,v14_4_gpt_patch_note
CC0289_2026_朝阳_二模_18,2026,朝阳,二模,18,PASS,A6_侵权责任,有：A2_人身权与人格权;A3_物权与相邻关系;A10_多元纠纷解决与诉讼程序,高空抛物/物件损害带出侵权主轴，隐私、相邻和救济路径为副轴。,B7_法律问题识别/填空 + B6_调解/维权/纠纷解决路径,E1_表格裁判要点补链,结合材料，运用《法律与生活》知识，将以上回答补充完整。从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,损害、过错、因果关系、安全保障义务、产品责任、动物致害、高空抛物、环境侵权、减责。,三个问答分别涉及：高空抛物、坠物危害人身权益且适用举证责任倒置；安装摄像头可能影响邻居隐私，需要沟通协商、调整拍摄范围或拆除设备；违法构筑物影响通行、通风、采光，涉及相邻不动产权利人合法权益，原告需举证影响。,高空抛物/坠物危害人身 → 生命权、身体权、健康权保护 → 适用举证责任倒置思路；摄像头影响邻居隐私 → 隐私权保护 → 应沟通协商、调整范围或拆除；违法构筑物影响通行通风采光 → 相邻关系权利边界 → 原告应举证并请求拆除,补充完整部分要覆盖三个问答的法律问题。 / 任选其一部分要写权利、侵害、证据、路径、请求。 / 摄像头题不能只写相邻关系，应写隐私权或个人信息边界。,先定A6_侵权责任，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,先把三个问答分别短句补全：高空抛坠物涉及侵权责任和举证规则；摄像头涉及隐私权/个人信息保护；违法构筑物涉及相邻关系和举证责任。 / 再任选一项展开：写权利名称、侵害事实、应保存的证据、可选择的协商/调解/诉讼路径和明确请求。 / 最后说明依法保护权利既要有实体权利判断，也要有证据和程序意识。,合同成立；平台用工；消费者三倍赔偿；万能意义价值,yes,formal_locked,KEEP_CORE_MIXED,Primary delivery is completion of three Q&A blanks; the '任选其一' part then asks rights-protection by basis + action + remedy. Choosing question 1/2/3 itself is not scored; personal information and 必修三 slogans are not scored.,v13.10_confucius_framework_final_baodian_integrated,按侵权四步写：权益受损、违法或过错、因果关系、责任方式；安全保障题必须看受害人自身风险和责任分担。,表格题先读原列名；看不清时默认“材料事实|法律关系和要件|裁判要点/责任”。一行只写一条法律链，多案例分行，先总入口后行内入口。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,manual_source_patch_after_confucius_review,,,,global_patch_applied,B7_法律问题识别/填空 + B6_调解/维权/纠纷解决路径,global_patch_applied
CC0002_2024_丰台_一模_17,2024,丰台,一模,17,PASS,A6_侵权责任,有：A1_民事法律关系总论,好意同乘交通损害是侵权减责，A1 只提示民事关系底盘。,B2_判决/裁判/责任理由 + B5_意义/价值/保护/推动,E2_判决裁判责任理由,结合材料，运用《法律与生活》知识，谈谈法院酌情减轻被告赔偿责任的法理依据和现实意义。,损害、过错、因果关系、安全保障义务、产品责任、动物致害、高空抛物、环境侵权、减责。,甲某无偿搭乘乙某车辆且未系安全带；乙某雨天驾驶发生交通事故致甲某受伤；民法典好意同乘规则要求对非故意、非重大过失的驾驶人减轻赔偿责任。,无偿搭乘交通事故 → 好意同乘下适用侵权责任减责规则 → 无偿帮忙关系中驾驶人无故意或重大过失，可依法酌情减轻赔偿责任；驾驶人无故意或重大过失 → 过错程度影响责任承担 → 法院不是否定赔偿，而是在责任范围内公平衡量；搭乘人未系安全带 → 受害人自身过错影响责任分担 → 损害后果与双方注意义务共同进入裁判衡量,先说明本案是好意同乘交通损害，不是合同纠纷。 / 再写驾驶人无故意或重大过失，无偿搭乘关系下可酌情减轻赔偿责任。 / 最后写这样既保护受害人合法权益，也鼓励互助善意并守住安全责任边界。,先定A6_侵权责任，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,先说明本案是好意同乘交通损害，不是合同纠纷。 / 再写驾驶人无故意或重大过失，无偿搭乘关系下可酌情减轻赔偿责任。 / 最后写这样既保护受害人合法权益，也鼓励互助善意并守住安全责任边界。,合同成立；人格权主轴；消费者欺诈；平台用工,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,按侵权四步写：权益受损、违法或过错、因果关系、责任方式；安全保障题必须看受害人自身风险和责任分担。,判决/责任理由题按“法律关系 -> 规则 -> 事实 -> 裁判结论 -> 边界或责任分担”写，不要先写意义价值。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,patched_from_real_gpt_pro_review,B2_判决/裁判/责任理由 + B5_意义/价值/保护/推动,patched_from_real_gpt_pro_review
CC0254_2026_丰台_二模_18,2026,丰台,二模,18,PASS,A6_侵权责任,有：A10_多元纠纷解决与诉讼程序,牛入果园致损是动物/侵权责任，调解方案为 B6 副动作。,B4_评析/认识/观点,E4_评析认识谈看法,司法给予我们的不仅是定分止争，也是一份融通情理的温暖力量。结合材料，综合运用法治知识，阐明你对这一观点的认识。,损害、过错、因果关系、安全保障义务、产品责任、动物致害、高空抛物、环境侵权、减责。,张某承包果园，李某饲养的牛群多次闯入果园造成果树受损、减产；民法典规定饲养动物造成他人损害，动物饲养人或管理人应承担侵权责任。法院受理后现场勘验，释明民法典饲养动物损害责任，并结合生态环境法典理念提出“分期赔偿+行为约束+生态修复”调解方案，促成和解。,牛群多次闯入果园造成损害 → 饲养动物损害责任 → 饲养人或管理人应承担侵权责任；法院释明动物致害责任 → 以法律规则定分止争 → 先有法理才有温情；分期赔偿、行为约束、生态修复调解 → 调解兼顾赔偿、预防和修复 → 体现法理情融合,先写饲养动物造成他人损害，饲养人或管理人依法承担侵权责任。 / 再写法院通过现场勘验和释明规则厘清责任。 / 最后写调解方案兼顾赔偿、行为约束和生态修复，体现法律温度。,先定A6_侵权责任，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,先写饲养动物造成他人损害，饲养人或管理人依法承担侵权责任。 / 再写法院通过现场勘验和释明规则厘清责任。 / 最后写调解方案兼顾赔偿、行为约束和生态修复，体现法律温度。,合同成立；知识产权；消费者；平台用工；非法律串页,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,按侵权四步写：权益受损、违法或过错、因果关系、责任方式；安全保障题必须看受害人自身风险和责任分担。,评析/认识题先表态，再指出合理处和边界，最后给正确法律立场；不要把它写成纯价值口号。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B4_评析/认识/观点,global_patch_applied
CC0011_2024_丰台_二模_17,2024,丰台,二模,17,PASS,A6_侵权责任,有：A5_知识产权与竞争秩序,生态环境公益诉讼以侵权责任和停止损害为主，专利技术保护为副轴。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。,损害、过错、因果关系、安全保障义务、产品责任、动物致害、高空抛物、环境侵权、减责。,民法典守护碧水蓝天。案例一：某公司发明污水污泥分离技术，解决长期污水污泥分离难题，并在农村污水净化处理项目中应用推广。案例二：甲公司长期超标排放废水、废气等污染物损害环境公共利益，乙环境研究所提起环境民事公益诉讼，法院判令甲公司立即停止侵权、消除危险、赔偿环境损失。,专利技术治理污水 → 民法典保护知识产权也服务生态治理 → 技术创新能为环境保护提供法治保护和实践支撑；长期超标排污损害公共利益 → 污染破坏生态应承担侵权责任 → 民法典用责任机制约束破坏环境行为；法院判令停止侵害、消除危险、赔偿损失 → 法律责任落到修复和预防 → 保护生态环境不是口号，而是权利义务责任的落地,先写民法典绿色原则要求民事活动有利于节约资源、保护生态环境。 / 再结合两个案例写知识产权保护促进绿色技术应用，侵权责任追究约束污染行为。 / 最后落到民法典以权利保护、义务约束和责任承担推动生态环境保护。,先定A6_侵权责任，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,先写民法典绿色原则要求民事活动有利于节约资源、保护生态环境。 / 再结合两个案例写知识产权保护促进绿色技术应用，侵权责任追究约束污染行为。 / 最后落到民法典以权利保护、义务约束和责任承担推动生态环境保护。,知识产权侵权主轴；消费者；平台用工,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,按侵权四步写：权益受损、违法或过错、因果关系、责任方式；安全保障题必须看受害人自身风险和责任分担。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0051_2024_海淀_期中_21_1,2024,海淀,期中,21,PASS_RECOVERED,A7_婚姻家庭与继承,有：A1_民事法律关系总论,夫妻共同债务和法律变迁属于婚姻家庭财产规则。,B4_评析/认识/观点,E4_评析认识谈看法,运用法治知识，对小海的观点进行评析。,夫妻财产、共同债务、赡养扶养、遗赠扶养协议、继承、遗产管理、老年人权益。,1950年婚姻法确立婚姻自由、一夫一妻、保护妇女儿童权益；其中离婚共同债务不足时规定“由男方清偿”。民法典婚姻家庭编规定离婚时夫妻共同债务应共同偿还，共同财产不足或财产归各自所有的，由双方协议清偿，协议不成由人民法院判决。小海认为1950年规定不合理，民法典规定才符合良法要求。,1950年婚姻法废除封建家庭制度、保护妇女儿童 → 法律要符合当时国情和社会实际 → 不能简单否定其历史进步性；“由男方清偿”与现代夫妻平等保护不完全一致 → 良法要随着社会发展回应公平正义要求 → 小海看到问题有合理性；民法典规定夫妻共同债务共同偿还、协议不成由法院判决 → 平等保护夫妻双方合法权益 → 民法典规定更符合新时代良法要求,先表态：小海观点有合理之处，但不能脱离历史条件全盘否定1950年婚姻法。 / 再比较：1950年规定符合当时废除封建婚姻制度的需要，民法典规定更体现平等保护和权利义务统一。 / 最后落点：良法要从实际出发并随时代发展完善，维护婚姻家庭关系中的公平正义。,先定A7_婚姻家庭与继承，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,先表态：小海观点有合理之处，但不能脱离历史条件全盘否定1950年婚姻法。 / 再比较：1950年规定符合当时废除封建婚姻制度的需要，民法典规定更体现平等保护和权利义务统一。 / 最后落点：良法要从实际出发并随时代发展完善，维护婚姻家庭关系中的公平正义。,一句话判“1950年错误”；只写科学立法空话；脱离两则法条谈必修三,yes,pass_recovered_locked,KEEP_CORE_LOW_FREQUENCY,"Use as recovered evidence for evaluation of a view under marriage-family law and good-law standards. Do not create a broad legal-change trunk, and do not turn it into 必修三 scientific legislation slogans.",v13.10_confucius_framework_final_baodian_integrated,先定位婚姻、亲子、赡养、共同债务或继承关系；评价制度时要回到当时保护对象和公平正义。,评析/认识题先表态，再指出合理处和边界，最后给正确法律立场；不要把它写成纯价值口号。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B4_评析/认识/观点,global_patch_applied
CC0061_2024_西城_一模_18,2024,西城,一模,18,PASS_RECOVERED,A7_婚姻家庭与继承,有：A1_民事法律关系总论,成年子女赡养父母是家庭法义务。,B4_评析/认识/观点,E4_评析认识谈看法,运用法治知识，谈谈对二审法院向郭某的三个儿子发出《督促履行义务告知书》的认识。,夫妻财产、共同债务、赡养扶养、遗赠扶养协议、继承、遗产管理、老年人权益。,九十岁郭某起诉三子支付赡养费，一审未支持；二审虽未支持抚养费请求，但基于老人精神陪伴需求向三个儿子发出督促履行义务告知书。,高龄父母需要陪伴照料 → 成年子女赡养义务不只经济供养 → 还包括生活照料和精神慰藉；三个儿子未充分履责 → 违反法定赡养义务 → 应依法履行家庭责任；法院发出告知书 → 用柔性司法督促履责 → 保护老年人权益并修复家庭关系,先写成年子女对父母负有赡养义务。 / 再说明赡养包括经济供养、生活照料和精神慰藉，不能只给钱。 / 最后写法院告知书以柔性方式督促履行，有助于保护老人权益和家庭和谐。,先定A7_婚姻家庭与继承，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,先写成年子女对父母负有赡养义务。 / 再说明赡养包括经济供养、生活照料和精神慰藉，不能只给钱。 / 最后写法院告知书以柔性方式督促履行，有助于保护老人权益和家庭和谐。,合同成立；回避制度主轴；平台用工；消费者,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先定位婚姻、亲子、赡养、共同债务或继承关系；评价制度时要回到当时保护对象和公平正义。,评析/认识题先表态，再指出合理处和边界，最后给正确法律立场；不要把它写成纯价值口号。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B4_评析/认识/观点,global_patch_applied
CC0045_2024_海淀_二模_19,2024,海淀,二模,19,PASS_RECOVERED,A7_婚姻家庭与继承,有：A10_多元纠纷解决与诉讼程序,遗赠扶养协议、老人权益和多元养老属于婚姻家庭继承主轴。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。,夫妻财产、共同债务、赡养扶养、遗赠扶养协议、继承、遗产管理、老年人权益。,19．（6 分）遗赠扶养协议纠纷案宣判。 【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终； 曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。 此后，某居委会按照 约定履行扶养义务。 曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。 该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效； （2） 曹某名下的房屋、股权、现金、存款归某居委会所有。 【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议； 原告某居委会对被扶养人曹某已尽到扶养义务，判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。,居委会长期按协议照料老人 → 遗赠扶养协议体现真实扶养事实 → 协议效力应受尊重；子女争夺遗产 → 不能只凭亲属身份否定合法协议 → 法律保护诚信履约和养老安排；法院确认协议效力 → 维护老年人自主处分权益 → 引导社会力量参与养老服务,先写遗赠扶养协议依法有效，扶养人履行义务应受保护。 / 再结合居委会照料老人和子女争议说明判决维护诚信和老人权益。 / 最后写判决有助于鼓励多元养老、弘扬家庭和社会责任。,先定A7_婚姻家庭与继承，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,先写遗赠扶养协议依法有效，扶养人履行义务应受保护。 / 再结合居委会照料老人和子女争议说明判决维护诚信和老人权益。 / 最后写判决有助于鼓励多元养老、弘扬家庭和社会责任。,普通合同主轴；平台用工；消费者,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先定位婚姻、亲子、赡养、共同债务或继承关系；评价制度时要回到当时保护对象和公平正义。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,material_atoms_subjective_claudecode,,19．（6 分）遗赠扶养协议纠纷案宣判。 【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终；曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。此后，某居委会按照 约定履行扶养义务。曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效；（2） 曹某…,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0213_2025_门头沟_一模_20,2025,门头沟,一模,20,PASS,A8_劳动关系,有：A5_知识产权与竞争秩序（案例一仅作示例/参照框架，不作主答主轴）,Round05采纳：待作答内容是孙某劳动合同诚信与试用期解除，著作权案例只是示例，A8为主、A5为参照副轴。,B1_表格/裁判要点/补链,E1_表格裁判要点补链,结合以下案例，参照所给出完成下表。,劳动合同、诚实信用、知情权、试用期解除、用人单位合理管理。,案例一给出“我不是胖虎”美术作品著作权侵权示例。案例二：孙某应聘甲公司时简历只写4段工作经历，入职后查明其7年间曾在17家公司任职；甲公司以未如实提供工作经历为由，在试用期内解除劳动关系。,“我不是胖虎”作品未经许可被用作微博图片 → 著作权人作品被信息网络传播使用 → 停止侵害、删除内容、赔偿损失；孙某简历隐瞒大量工作经历 → 违反订立劳动合同的诚实信用原则，损害用人单位知情权 → 劳动合同效力和解除合法性受到影响；甲公司基于查证结果解除劳动关系 → 解除劳动关系符合法律规定 → 维护用人单位合法权益并约束劳动者诚信应聘,先照案例一的格式：裁判结果、裁判理由、现实意义。 / 案例二结果写驳回孙某请求，甲公司无需赔偿。 / 理由写诚实信用、知情权、劳动合同无效或解除合法；意义写维护用人单位权益和诚信劳动关系。,先定A8_劳动关系，再按B1_表格/裁判要点/补链作答；案例一著作权只作为参照格式和副轴说明，不作为主答主轴，也不支撑A5计数；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,先照案例一的格式：裁判结果、裁判理由、现实意义。 / 案例二结果写驳回孙某请求，甲公司无需赔偿。 / 理由写诚实信用、知情权、劳动合同无效或解除合法；意义写维护用人单位权益和诚信劳动关系。,把劳动案写成普通合同；只写劳动者被保护；把著作权案例价值套到劳动案例,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看人格、经济、组织三从属性；事实用工管理、报酬、考核、持续劳动比合同名称更关键。,表格题先读原列名；看不清时默认“材料事实|法律关系和要件|裁判要点/责任”。一行只写一条法律链，多案例分行，先总入口后行内入口。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B1_表格/裁判要点/补链,global_patch_applied
CC0214_2025_门头沟_一模_20_2,2025,门头沟,一模,20,PASS,A8_劳动关系,有：A1_民事法律关系总论,劳动合同诚信题；A1 只作为真实意思表示和行为效力底层。,B1_表格/裁判要点/补链,E1_表格裁判要点补链,参照案例一，完成案例二的裁判理由。,劳动合同、事实劳动关系、平台用工、劳动纪律、竞业限制、集体协商、就业平等。,孙某入职甲公司时隐瞒真实工作经历，甲公司在违背真实意思情况下与其签订劳动合同；试用期内查证后解除劳动关系，孙某请求赔偿。,孙某应聘时隐瞒真实工作经历 → 违反诚实信用原则和劳动者职业道德 → 用人单位知情权受损；甲公司在不知真实经历情况下签订劳动合同 → 意思表示不真实 → 劳动合同可认定无效或部分无效；甲公司查证后解除劳动关系 → 解除有法律依据 → 无需支付赔偿金,先写劳动合同订立要遵循诚实信用。 / 再写孙某隐瞒经历使甲公司违背真实意思签约。 / 最后写甲公司解除劳动关系合法，不承担赔偿责任。,先定A8_劳动关系，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,先写劳动合同订立要遵循诚实信用。 / 再写孙某隐瞒经历使甲公司违背真实意思签约。 / 最后写甲公司解除劳动关系合法，不承担赔偿责任。,不能把所有简历遗漏都写成可解除；要看岗位关联、录用影响、解除依据和程序。,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看人格、经济、组织三从属性；事实用工管理、报酬、考核、持续劳动比合同名称更关键。,表格题先读原列名；看不清时默认“材料事实|法律关系和要件|裁判要点/责任”。一行只写一条法律链，多案例分行，先总入口后行内入口。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,patched_from_real_gpt_pro_review,B1_表格/裁判要点/补链,patched_from_real_gpt_pro_review
CC0025_2024_朝阳_二模_17,2024,朝阳,二模,17,PASS,A8_劳动关系,有：A10_多元纠纷解决与诉讼程序,平台用工事实劳动关系，仲裁裁决只是 B 轴动作。,B2_判决/裁判/责任理由,E2_判决裁判责任理由,"结合材料,说明仲裁委员会作出上述裁决的理由,并分析该典型案例的意义。",劳动合同、事实劳动关系、平台用工、劳动纪律、竞业限制、集体协商、就业平等。,平台企业与劳动者签合作协议，但平台派单、签到、奖惩、结算并把运输服务纳入自身业务组成；仲裁支持劳动者确认事实劳动关系。,平台派单 → 平台对劳动过程有管理控制 → 体现人格从属性；签到、奖惩 → 劳动者接受平台管理和考核 → 不是平等合作关系；结算报酬且业务属于平台组成部分 → 劳动者经济上依赖平台、组织上嵌入平台 → 可认定事实劳动关系并保护劳动权益,先写不能只看合作协议名称，要看实际用工关系。 / 再从派单、签到、奖惩、结算和业务组成说明三从属性。 / 最后写仲裁认定劳动关系有利于保护新就业形态劳动者合法权益，规范平台用工。,先定A8_劳动关系，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,先写不能只看合作协议名称，要看实际用工关系。 / 再从派单、签到、奖惩、结算和业务组成说明三从属性。 / 最后写仲裁认定劳动关系有利于保护新就业形态劳动者合法权益，规范平台用工。,普通合同成立；消费者欺诈；知识产权,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看人格、经济、组织三从属性；事实用工管理、报酬、考核、持续劳动比合同名称更关键。,判决/责任理由题按“法律关系 -> 规则 -> 事实 -> 裁判结论 -> 边界或责任分担”写，不要先写意义价值。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B2_判决/裁判/责任理由,global_patch_applied
CC0119_2025_丰台_期末_19,2025,丰台,期末,19,PASS,A8_劳动关系,有：A1_民事法律关系总论,劳动纪律与解除劳动合同。,B2_判决/裁判/责任理由,E2_判决裁判责任理由,请运用《法律与生活》相关知识阐释法院的裁判理由。,劳动合同、事实劳动关系、平台用工、劳动纪律、竞业限制、集体协商、就业平等。,尹某在购物中心任主管期间违反管理规章，单位结合经营需要调整其岗位。尹某消极怠工、经常无故旷工，经多次提醒仍未改变。购物中心解除劳动合同，尹某诉请支付违法赔偿金，法院驳回其诉讼请求。,尹某违反规章、消极怠工、无故旷工 → 劳动者应完成劳动任务、遵守劳动纪律和职业道德 → 未履行劳动者义务；购物中心多次提醒后仍未改变 → 严重违反用人单位规章制度 → 用人单位可依法解除劳动合同；法院驳回赔偿请求 → 解除行为合法、不构成违法解除 → 保护用人单位合理用工自主权，提醒劳动者权利义务统一,先写劳动者既有权利也有义务。 / 再结合尹某旷工和违反规章说明解除有法律依据。 / 最后写法院驳回赔偿请求，维护合理用工秩序和健康劳动关系。,先定A8_劳动关系，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,先写劳动者既有权利也有义务。 / 再结合尹某旷工和违反规章说明解除有法律依据。 / 最后写法院驳回赔偿请求，维护合理用工秩序和健康劳动关系。,只写劳动者权利；把单位调岗写成单方侵权；空写公平正义,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看人格、经济、组织三从属性；事实用工管理、报酬、考核、持续劳动比合同名称更关键。,判决/责任理由题按“法律关系 -> 规则 -> 事实 -> 裁判结论 -> 边界或责任分担”写，不要先写意义价值。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B2_判决/裁判/责任理由,global_patch_applied
CC0373_2026_顺义_一模_18,2026,顺义,一模,18,PASS_RECOVERED,A8_劳动关系,有：A5_知识产权与竞争秩序;A1_民事法律关系总论,就业平等和竞业限制均属劳动关系，商业竞争利益和主体关系为副轴。,B3_诉求/请求能否支持,E3_诉求请求能否支持,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。,劳动合同、事实劳动关系、平台用工、劳动纪律、竞业限制、集体协商、就业平等。,闫某求职遭公司以仅招男性为由拒绝面试；张某原系A公司总经理并签订竞业限制协议，离职后其妻成为B公司投资人，B公司业务与A公司竞争，且B公司关联公司为张某缴纳社保。,仅招男性拒绝面试 → 平等就业权受侵害 → 用人单位不得性别歧视；竞业限制协议 → 保护商业秘密但限制劳动者就业 → 必须合法适度；配偶投资竞争企业并缴社保 → 需具体判断是否违反竞业义务 → 不能机械扩大限制范围,先分判两个诉求：就业歧视和竞业限制。 / 就业歧视链写平等就业权；竞业限制链写保护商业秘密与劳动者就业权平衡。 / 最后说明法院应在企业利益和劳动者权益之间依法平衡。,先定A8_劳动关系，再按B3_诉求/请求能否支持作答；v12.2路径：诉求对象 -> 权利基础 -> 法律要件 -> 支持/不支持及理由。,先分判两个诉求：就业歧视和竞业限制。 / 就业歧视链写平等就业权；竞业限制链写保护商业秘密与劳动者就业权平衡。 / 最后说明法院应在企业利益和劳动者权益之间依法平衡。,平台劳动三从属性；普通合同成立；消费者,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看人格、经济、组织三从属性；事实用工管理、报酬、考核、持续劳动比合同名称更关键。,诉求能否支持题先给支持/不支持/部分支持，再逐项写权利基础、构成要件、责任方式和惩罚性赔偿边界。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B3_诉求/请求能否支持,global_patch_applied
