suite_id,source_type,file_path,chars,snippet
2024各区二模,reference-answer,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,1934,西 城 区 高 三 模 拟 测 试 试 卷 思想政治答案及评分参考    2024.5 第一部分共 15 题，每题 3 分，共 45 分。 1．B			  2．D			  3．D			  4．D			  5．C 6．D			  7．A			  8．C			  9．B			10．B 11．B			12．A			13．C			14．A			15．C 第二部分共 4 题，共 55 分。 16. （8分） 经营者应依法、诚信经营，保护消费者的合法权益。人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益。民事主体行使民事权利时不能超过正当的
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx,3583,西 城 区 高 三 模 拟 测 试 试 卷 思想政治答案及评分参考    2024.5 第一部分共 15 题，每题 3 分，共 45 分。 1．B			  2．D			  3．D			  4．D			  5．C 6．D			  7．A			  8．C			  9．B			10．B 11．B			12．A			13．C			14．A			15．C 第二部分共 4 题，共 55 分。 16．（8分） 经营者应依法、诚信经营，保护消费者的合法权益。（2分，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益。（1分，材料分析） 民
2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,5913,西 城 区 高 三 模 拟 测 试 试 卷 思想政治            2024.5 本试卷共8页，100分。考试时长90分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结束后，将本试卷和答题卡一并交回。 第一部分 本部分共15题，每题3分，共45分。在每题列出的四个选项中，选出最符合题目要求的一项。 1． 人民至上的发展理念是对“现实的人”这一马克思主义唯物史观逻辑起点的继承和发展。以下认识正确的是 ①人民性是马克思主义的本质属性 ②与时俱进是哲学独特的理论品质 ③发展的观点是马克思主义哲学的核心观点 ④坚持人民至上体现了马克思主义历史观和价值观的统一 A．①②			B．①④		
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,2046,顺义区 2024届高三第二次统练试题 思想政治参考答案 第一部分共15题，每题3分，共45分。 1．D	2．D	3．C	4．B	5．B 6．C	7．C	8．B	9．A	10．B 11．A	12．A	13．B	14．D	15．A 第二部分共5题，共55分。 （7分） （1）可以从价值观、规律、普特关系等角度回答。 答案示例： 矛盾的普遍性和特殊性相互联结，要在矛盾普遍性原理的指导下具体研究矛盾的特殊性。 矛盾的普遍性和特殊性相互连结，普遍性寓于特殊性之中，特殊性包含普遍性。 发展中国特色社会主义是一个不断实践的过程，是一个以马克思主义基本原理为指导，努力探索中国社会主义建设和改革特殊规律的过程，
2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,6264,顺义区 2024届高三第二次统练试题 思想政治 本试卷共 12 页，100 分。考试时长 90 分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结束后，将本试卷和答题卡一并交回。 第一部分 本部分共 15 题，每题 3 分，共 45 分。在每题列出的四个选项中，选出最符合题目要求的一项。 1.当代中国的伟大社会变革，不是简单延续我国历史文化的母版，不是简单套用马克思主义经典作家设想的模板，不是其他国家社会主义实践的再版，也不是国外现代化发展的翻版。社会主义并没有定于一尊、一成不变的套路，只有把科学社会主义基本原则同本国具体实际、历史文化传统、时代要求紧密结合起来，在实践中不断探索总结，
2024各区期中,marking-report,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,23619,20241109高3阅卷总结16题组   范伟光组 2024.11.09       诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结17题 组 高捷组   2024.11.09       诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结18 任会波组   2024.11.09       诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结20（1）题组  李丽莲组  2024.11.09     诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结20（2）题组  汤桃玲组  2024.11.09    诊断
2024各区期中,marking-report,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,5678,16题 评分细则 16.（8分） 结合材料，运用历史唯物主义的相关知识，谈谈你对改革开放以来中国共产党十次三中全会中的决策部署的“变”与“不变”的理解。 知识1分 + 结合材料1分 ①社会存在决定社会意识，社会存在的变化决定社会意识的变化。（1分） 中国共产党抓住社会历史发展的阶段性特征，根据时代的经济和社会发展的需要出台改革举措，历次会议的主题和内容随着时代的发展而不断变化。（1分） ②人民群众是社会历史的主体和创造者，坚持群众观点和群众路线。（1分） 中国共产党始终坚持以人民为中心，坚持人民主体地位，尊重人民群众的首创精神，不断满足人民群众需要。（1分） ③要使生产关系适应生产力的发展，使
2024各区期中,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf,100847, * 02020603050405020304 Times New Roman * Times New Roman ; * 02010600030101010101 'cb 'ce 'cc 'e5 * 'cb 'ce 'cc 'e5 ; * 05000000000000000000 Wingdings * Wingdings ; * 020b0503020204020204 'ce 'a2 'c8 'ed 'd1 'c5 'ba 'da * 'ce 'a2 'c8 'ed 'd1 'c5 'ba 'da ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Norma
2024各区期中,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,7624," [PAGE 1] 高三思想政治试卷　第1　页(共8 页) 北京市朝阳区2024 ~ 2025 学年度第一学期期中质量检测 高三思想政治试卷 2024. 11 (考试时间90 分钟　满分100 分) 第一部分 本部分共15 题,每题3 分,共45 分。在每题列出的四个选项中,选出最符合题目要 求的一项。 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 1. 为了庆祝中华人民共和国成立75 周年,隆重表彰为新中国建设和发展作出杰出贡献 的功勋模范人物,弘扬民族精神和时代精神,根据《中华人民共和国宪法》和《中华人 民共和国国家勋章和国家荣誉称号法》,第十四届全国人民代表大会常务委员会第"
2024各区期中,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,7624," [PAGE 1] 高三思想政治试卷　第1　页(共8 页) 北京市朝阳区2024 ~ 2025 学年度第一学期期中质量检测 高三思想政治试卷 2024. 11 (考试时间90 分钟　满分100 分) 第一部分 本部分共15 题,每题3 分,共45 分。在每题列出的四个选项中,选出最符合题目要 求的一项。 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 1. 为了庆祝中华人民共和国成立75 周年,隆重表彰为新中国建设和发展作出杰出贡献 的功勋模范人物,弘扬民族精神和时代精神,根据《中华人民共和国宪法》和《中华人 民共和国国家勋章和国家荣誉称号法》,第十四届全国人民代表大会常务委员会第"
2024各区期中,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,14928, [PAGE 1] 海淀区小学教师在线研修课程 2024-11-08  [PAGE 2] ➢指导思想：     以习近平新时代中国特色社会主义思想为指导，贯彻党的二十大及历次全会精神和 新时代学校思政课建设推进会精神，全面贯彻党的教育方针，落实立德树人根本任务， 体现新时代教育评价改革要求，紧扣重大主题，坚持素养评价、精神塑造、价值引领相 统一。 ➢命题意图：     检测与评价、激励与发展。对高三学生的学习现状进行定量分析，为改进学科教学、 复习备考提供参考。 ➢命题依据：课程标准，部编教材，相关文件要求。  [PAGE 3] 必修2 必修3 选择性必修1 合计 客观题题号 1-6 7-11
2024各区期中,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,927, [PAGE 1] 【四校】09-政治（高四）10-17-已定稿.indd   2 【四校】09-政治（高四）10-17-已定稿.indd   2 2024/10/22   7:49:32 2024/10/22   7:49:32  [PAGE 2] 【四校】09-政治（高四）10-17-已定稿.indd   3 【四校】09-政治（高四）10-17-已定稿.indd   3 2024/10/22   7:49:32 2024/10/22   7:49:32  [PAGE 3] 【四校】09-政治（高四）10-17-已定稿.indd   4 【四校】09-政治（高四）10-17-已定稿.ind
202404各区一模试题分类（按模块）,paper,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,3951,2024.4必修1各区一模试题整理 1.（2024石景山一模1） “军叫工农革命，旗号镰刀斧头。”困难重重的时刻，如何使一支成分复杂的工农武装脱胎换骨成为新型人民军队？从南昌起义到三湾改编再到古田会议，终于给出了历史的回答。今天，无论使命任务如何变化，人民军队都不能忘记自己的“根”。这启示我们 ①保证党领导人民有效治理国家，需要坚持依法执政 ②坚持党对军队的绝对领导，是人民军队的建军之本 ③要以马克思主义为指导，不断推进军事理论现代化 ④实现强军目标，必须筑牢思想政治工作这条“生命线” ①②	     B.①③	     C.②④	     D. ③④ （2024石景山一模20） 中国式现代化
202404各区一模试题分类（按模块）,paper,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,10459,"2024届各区一模试题分类   必修2 《经济与社会》 第一课   我国的生产资料所有制 1.（2024丰台一模12）围绕促进民营经济发展壮大,一系列重磅政策出台落地,破除壁垒、要素支持、保护权益，民营经济恢复向好发展因素持续累积,展现出强大的经济韧性和活力。关于发展民营经济,下列理解正确的是 ①民营企业要制定正确的经营战略,持续提质增效,追求高质量发展 ②政府深化要素市场化配置改革，有利于民营企业公平参与市场竞争 ③民营企业加大科技研发投入，有利于增强其在国民经济中的控制力 ④政府实施知识产权侵权惩罚性赔偿制度,提高企业专利成果转化能力 A.①②	B.①③	C. ②④	D.③④ 第二课   "
202404各区一模试题分类（按模块）,paper,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,11982,第一单元 中国共产党的领导 1.（海淀1模20）（9分）开展党史学习教育，以史鉴今、资政育人。 2024年2月初，中共中央印发《党史学习教育工作条例》，并发出通知，要求各地区各部门认真遵照执行。 党史学习教育工作条例 某校团委面向高中学生征集党史学习教育的活动方案。结合个人体验和上述条例内容，综合运用所学，完成下表。 【参考答案】活动主题：要求符合题意，具体贴切。如赓续红色血脉，争做时代新人。 活动内容：要求具体可行。如参观中国共产党历史展览馆，以小组为单位提交成果，成果形式不限，诗歌、短视频、海报、小论文等。 设计依据：要求与活动主题、活动内容相关，综合运用知识，理论联系实际。 2．（西城1
202404各区一模试题分类（按模块）,paper,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,10913,2024届各区高三一模试题分类汇编必修四模块 第一单元 探究世界与把握规律 1． （2024西城一模）青藏高原具有高寒、干旱等极端环境，但这里却有比我国其他地区更多的千年古树。有人推测，一个重要原因是青藏高原的树木经过逆境条件下的长期适应，采用慢速生长策略，减少资源消耗，生命维持了韧性。以下分析正确的是 A．基于实践的理性认识，都是对生命现象的真理性认识 B．树木并非被动响应环境变化，而是具备一定的主观能动性 C．逆境和顺境作为矛盾双方相互转化，导致生态系统不再脆弱 D．无处不在的矛盾，能引发对生命意义、生命潜能的反思 2．（2024西城一模）黑格尔说，人们总以为肯定和否定具有绝对的区别，其 
202404各区一模试题分类（按模块）,paper,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,10476,《当代国际政治与经济》一模分类汇编 第一单元      各具特色特色的国家 1.（海淀一模14）美国总统大选，无论是民主党还是共和党都将选举和选民议题作为政策出发点，去迎合选民，追求当下利益的最大化，加剧了两党之间的激烈对抗，导致社会撕裂程度日益加深。这说明 ①政党作为选民利益的代表，力求以民主方式保障选民利益 ②两党之间根本利益的分歧，破坏了社会的凝聚力和稳定性 ③在美国政党制度下，政党争取执政的主要手段是参加选举 ④选举政治被两党政治所裹挟，使民主从目的沦为党争手段 A.  ①②       B.  ①③              C.  ②④            D.  ③④ 第二单元
202404各区一模试题分类（按模块）,paper,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,11965,2024届高三政治一模选必2《法律与生活》试题汇编 第一单元 民事权利与义务 1.（2024西城一模6）王某向赵某借了50万元，并将自己唯一的机动车交予赵某作为质押。王某又向钱某借了20万元，承诺半年后还款。结果，半年后王某并没有还款。钱某不满，在得知王某名下有机动车后，将王某诉至人民法院，要求将王某名下的机动车折价赔偿给他。以下认识正确的是 ①本案涉及债权关系，客体是王某名下的机动车 ②本案涉及担保物权，对应的是机动车的交换价值 ③王某将机动车交予赵某，赵某则拥有了该机动车的所有权 ④赵某实际占有王某作为担保物的机动车，享有质权，可依法优先受偿 A.①②			B.①③			C.②④			D.
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,5764, [PAGE 1] 东城区25 届高三政治一模统测阅卷报告  16. 结合材料，运用《哲学与文化》知识，分析中国年何以“生生不息”。（8 分）  （一）本题标准和变通  四个角度   丰富内涵-2 分：春节是中华民族社会生活实践的产物/承载着中华民族独特的精神传统和文 化活动/承载着中国民族的价值取向/中华优秀传统文化/源远流长、博大精深  文化价值-2 分：春节增强了民族自豪感和凝聚力/满足人们对美好生活的向往、期待/引领 风尚、教育人民、服务社会、推动发展的功能  哲学可用知识：价值观的导向作用、价值判断和价值选择  文化创新-2 分：传统文化创造性转化创新性发展/立足时代之基、回答时代之
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,8075, [PAGE 1] 第1页/共9页    2025 北京东城高三一模  政    治        2025.4  本试卷共8 页，共100 分。考试时长90 分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结 束后，将本试卷和答题卡一并交回。  第一部分  选 择题  本部分共15 题，每题3 分，共45 分，在每题列出的四个选项中，选出最符合题目要求的一项。  1.2024 年是中华人民共和国成立75 周年。75 年披荆斩棘、砥砺前进，我们党团结和带领人民绘就了一幅波 澜壮阔、气势恢弘的历史画卷，谱写了一曲感天动地、气壮山河的奋斗赞歌。总结历史经验，为我们新征 程上带来的深刻启迪有
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,6643,丰台高三一模阅卷细则 2025.3 16.（6分）评分标准 | 可从践行社会主义核心价值观、传承中华优秀传统文化、坚持理想信念等角度作答。 | 参考示例： | 新时代家建设应锚定“根基之点”，坚持弘扬中华优秀传统文化，以中华传统美德中的孝老爱亲、团结和睦、诚信节俭等精神来涵养家风，发挥中华优秀传统文化的当代价值，筑牢家风的文化根基。 | 新时代家风建设应校准“时代之点”，融入爱国、敬业、诚信、友善等社会主义核心价值观，推动家风更具平等、民主、责任意识，丰富家风的时代内涵。 | 新时代家风建设应坚定理想信念，培养家国情怀，以中华民族精神和时代精神涵养家风，以家风促国风，实现家风建设和国家建设同频
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,8892, [PAGE 1] 第1页/共11页    2025 北京丰台高三一模  政    治  2025.03  本试卷共8 页，100 分。考试时长90 分钟。考生务必将答案答在答题卡上，在试卷上作答无 效。考试结束后，将本试卷和答题卡一并交回。  第一部分  本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。  1. 遵义会议90 载，红色基因薪火传。某校开展纪念遵义会议90 周年系列主题实践活动。    这些活动（   ）  ①引导学生汲取历史智慧，坚定“跟党走”的政治自觉  ②将传承精神与切身践行相结合，走好新时代长征路  ③旨在继承革命文化，完善
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,2667,延庆区2024-2025学年高三模拟试卷参考答案 思想政治 第一部分共15题，每题3分，共45分。 第二部分共6题  共55分。 16.（8分） 网络文艺作品的创作要从实际出发，充分了解老年人的精神文化需要，为老年人提供丰富的文化产品（3分）；网络文艺作品的创作要坚持正确的价值导向，立足时代，创作表现新时代中老年人老有所为为家庭文明、社会发展、国家进步贡献“银发力量”的故事（3分）；网络文艺作品的创作要满足群众多层次多样化的精神文化需求，坚持社会效益和经济效益的统一（2分）。 细则：只答哲学或文化最高7分；每个观点2分材料1分，（可以从一切从实际出发、矛盾、价值观、文化发展的基本途径等角度作答
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,9711, [PAGE 1] 第1页/共10页    2025 北京延庆高三一模  政    治  本试卷共10 页，100 分。考试时长90 分钟。考生务必将答案答在答题卡上，在试卷上作答 无效。考试结束后，将本试卷和答题卡一并交回。  第一部分  一、本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求 的一项。  1. 党的二十届三中全会强调，面对纷繁复杂的国际国内形势，面对新一轮科技革命和产业变革，面对人民 群众新期待，必须自觉把改革摆在更加突出位置，紧紧围绕推进中国式现代化进一步全面深化改革。对此 理解正确的是（   ）  A. 全面深化改革破除体制机制障碍，为
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,3576, [PAGE 1] 房山区2025 年高三年级第一次综合练习  思想政治参考答案  第一部分共15 题，每题3 分，共45 分。  1  2  3  4  5  6  7  8  B  D  B  C  A  B  B  C  9  10  11  12  13  14  15    A  A  C  C  D  D  A    第二部分共5 题，共55 分。  16.（15 分）  （1）（7 分）  “博物馆热”是传统文化与现代科技相互联系作用的结果，既赋能经济发展彰显文化自信，也折射 发展中的矛盾问题，需要用一分为二的观点去看。要让博物馆真热，一方面在科技赋能中促进中华 优秀传统文化创造
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,16409, [PAGE 1] 第1页/共16页    2025 北京房山高三一模  政    治  本试卷共10 页，100 分。考试时长90 分钟。考生务必将答案答在答题卡上，在试卷上作答 无效。考试结束后，将本试卷和答题卡一并交回。  第一部分  本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。  1. 近年来，中国全球创新力排名持续上升，基础研究和前沿科学领域取得重大突破：量子通信筑起信息安 全的技术长城，细胞疗法为治愈顽疾带来希望曙光，“嫦娥工程”书写着人类探月史新篇章，“梦想”号 在无垠海洋构筑浮动的科研殿堂……对此，下列认识正确的是（   ）  
2025各区一模,lecture-scoring,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,14284, [ppt/slides/slide1.xml] 高三政治一模考试讲评 高三政治备课组                2025.03.31  [ppt/slides/slide10.xml] 8.2025 年两会召开， 代表委员所提建议和议案 的相关数据受到广泛关注。 2024 年，国务院各部门共承办两会全国人大代表建议 8783 件、政协提案 4813 件，分别占建议、提案总数的 95.1% 、 96.1% ，均已按时办结。 2024 年，国务院各部门共采纳代表委员所提意见建议 5000 余条，出台相关政策措施 2000 余项，在促进经济高质量发展、推动实施科教兴国战略、推进乡村全面振兴、保
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,9995, [PAGE 1] 第1页/共10页    2025 北京朝阳高三一模  政    治   2025.3  （考试时间90 分钟    满分100 分）  第一部分  本部分共15 题，每题3分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一项。  1.回顾中国共产党领导人民的奋斗历程，革命也好，建设也好，改革也好，都经历了从量的积累到质的飞 跃的不同发展阶段。党的十八大以来，中国特色社会主义进入新时代，这是我国发展新的历史方位。明确 中国特色社会主义进入新时代，彰显出中国共产党  ①对人类社会发展基本规律的清醒认识和创造性发展  ②与时俱进、科学把握世情国情党情深刻变化的能力  
2025各区一模,unknown,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,2878, [PAGE 1] 1    2025 海淀一模评分标准  政 治  16．（8 分）  可从矛盾分析法、实践与认识的关系、价值观等角度作答。        17．（7 分）  ①坚持人民主体地位，坚持法治建设为了人民、依靠人民、造福人民、保护人民，尊重和保障 人民群众的知情权、参与权、表达权和监督权。  ②提高社会治理法治化水平，发挥市民公约、乡规民约、行业规章、团体章程等社会规范在社 会治理中的积极作用。健全社会矛盾纠纷预防化解机制，更好地协调各方利益关系，有效化解 社会矛盾，实现社会和谐。  ③深入开展法治宣传教育，推动全社会树立法治意识，调动人民群众投身依法治国实践的积极 性和主动性，
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,994,审题：设问---对“测试”认识≠对人“性格”认识； -------“哲学知识”≠“逻辑与思维”； 材料-----	材料意识淡薄，解读不全、解读错误 学生问题：审题有问题，没用《政治与法治》知识，纯经济角 度答题，例如有效市场有为政府，宏观调控，创新 发展理念，企业自主创新，非公有制经济…… 漏掉主体：党 混淆主体：“市委”---写成“政府……”，或“人大……” 表述错误：政府依法执政科学执政；党科学立法 选言推理 外贸进出口要么影响国内大循环，要么是拉动经济增长的重要引擎。 外贸进出口不影响国内大循环。 外贸进出口不影响国内大循环 所以，外贸进出口是拉动经济增长的重要引擎。 换质推理 外贸进出
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,9274, [PAGE 1] 第1页/共9页    2025 北京海淀高三一模  政    治  2025.04  第一部分  本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一项。  1．“今天的改革难不难”“乡村改革饭怎么吃”“开放如何促改革”……党的二十届三中全会召开后，各地“90 后”“00 后”新时代理论宣讲团依托网络社交平台，通过动漫、图解、AI 短剧等形式为干部群众答疑解惑， 把大道理讲出了大流量。大道理能够收获大流量得益于  ①聚焦时代问题，具有思想高度和实践温度  ②回应现实关切，解决了发展不平衡不充分问题  ③展现青春力量，创新宣讲形式激发情感共
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,10476, [PAGE 1] 第1页/共11页    2025 北京石景山高三一模  政    治  本试卷共10 页，100 分。考试时长90 分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结束 后，将答题卡交回。  第一部分  本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一项。  1.历史的长镜头，记录着我们党和国家的奋进征程。  ●1935 年1 月召开的遵义会议，开启了党独立自主解决中国革命实际问题的新阶段。  ●1964 年10 月16 日，第一颗原子弹爆炸成功，中国人民依靠自己的力量，实现了国防尖端科技的重大突 破。  ●党的十一届三中全会
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,4093,西 城 区 高 三 统 一 测 试 试 卷 思想政治答案及评分参考    2025.4 第一部分共 15 题，每题 3 分，共 45 分。 1．A			  2．C			  3．A			  4．D			  5．D 6．A			  7．C			  8．B			  9．C			10．D 11．B			12．B			13．D			14．B			15．C 第二部分共 7 题，共 55 分。 16．（7分） 可从知行关系、继承弘扬中华优秀传统文化等角度作答。 答案示例： 《诗经》作为优秀古典诗词的代表作，承载着丰富的文化内涵，在行前准备环节，诵读《诗经》、观看纪录片，学习了解优秀古典诗词文化，增进对中华优
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,9882, [PAGE 1] 第1页/共10页    2025 北京西城高三一模  政    治     2025.4  本试卷共9页，100分。考试时长90分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结 束后，将本试卷和答题卡一并交回。  第一部分  本部分共15题，每题3分，共45分。在每题列出的四个选项中，选出最符合题目要求的一项。  1．中央一号文件，指中共中央每年发布的第一份文件。截至2025 年，中共中央、国务院已经发布27 份 专注于“三农”议题的中央一号文件。运用分析软件对改革开放初期、21 世纪初期、十八大以来的中 央一号文件文本中的话语进行分析，有如下发现：     在
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,10344, [PAGE 1] 第1页/共10页    2025 北京门头沟高三一模  政    治  2025.3  本试卷共8 页，共100 分。考试时长90 分钟。考生务必将答案写在答题卡上，在试卷上作 答无效。考试结束后，将本答题卡交回。  第一部分选择题（共45 分）  本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。请将所选答案前的字母，按规定要求填涂在答题卡第1～15 题的相应位置上。  1. 2025 年是“十四五”规划的收官之年。在小组合作学习中，同学们回望新中国的历史，发现每一个五年 计划（规划）都是党领导人民接续奋斗的阶段性蓝图。同学们的
2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,3826,顺义区2025年高三统一测试参考答案（2025.3） 思想政治 第一部分 本部分共15题，每题3分，共45分。 1.A       2.C       3.B       4.D        5.B 6.C       7.A       8.C       9.B       10.A 11.D      12.C      13B     14.D       15.A 第二部分 16.（8分） 可从联系、发展、矛盾、中华文化与中华文明、文化功能等角度作答。 文化角度：文化载体、文化功能、中华文化与中华文明、双创 双创——以文化载体承载中华优秀传统文化——创造性转化、创新性发展（转化为符
2025各区一模,reference-answer,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,19108, [PAGE 1] 第1页/共18页    2025 北京顺义高三一模  政    治  学校:___________姓名：___________班级：___________考号：___________  一、单选题  1．推进强国建设，必须坚持中国共产党领导和党中央集中统一领导，切实加强党的建设。保持以党的自 我革命引领社会革命的高度自觉，坚持用改革精神和严的标准管党治党，完善党的自我革命制度规范体 系，确保党始终成为中国特色社会主义事业的坚强领导核心。把百年大党治理好、建设强（   ）  ①要提高长期执政能力，健全全面从严治党体系  ②必须时刻保持解决大党独有难题的清醒和坚定  ③必须加强
2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,5512," [PAGE 1] 东城区25 届高三政治二模统测阅卷报告  16. 结合材料,运用哲学观点,谈谈我们应如何勇立潮头,与人工智能共创美好未来。  （一）本题标准和变通  怎么看：1 分  人工智能是新事物 /发展人工智能符合规律，潮流不可阻挡/人工智能是先进生产力的代表  怎么办：  层次一：人工智能赋能各领域,建立起新的人为事物联系,推动社会全面进步。2 分  层次二，有以下角度可以选择，1 点2 分，2 点5 分。要求知识与分析匹配  1、物质决定意识，要求我们一切从实际出发（社会存在决定社会意识）。人工智能的发展是 基于当前的科技水平、社会需求等客观实际。我们要充分认识到人工智能的技术现"
